rule,source_tf,family,side_type,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,route,selector,partition,router_rank
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,21155,2022-05-31 11:00:00+00:00,LONG,31720.0,H1|SWING2_HIGH|2022-05-31T08:00:00+00:00,2022-W22,2022-05-31 12:00:00+00:00,2022-05-31 13:00:00+00:00,31755.5,32120.688250000003,31485.578250000002,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,21288,2022-06-06 00:00:00+00:00,LONG,30123.8,H1|SWING2_HIGH|2022-06-05T20:00:00+00:00,2022-W23,2022-06-06 01:00:00+00:00,2022-06-06 01:00:00+00:00,30285.3,30633.58095,30027.87495,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,21517,2022-06-15 13:00:00+00:00,LONG,21434.7,H1|SWING2_HIGH|2022-06-15T07:00:00+00:00,2022-W24,2022-06-15 14:00:00+00:00,2022-06-15 14:00:00+00:00,21547.0,21794.790500000003,21363.8505,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,21653,2022-06-21 05:00:00+00:00,LONG,20780.0,H1|SWING2_HIGH|2022-06-20T23:00:00+00:00,2022-W25,2022-06-21 06:00:00+00:00,2022-06-21 06:00:00+00:00,20880.1,21120.22115,20702.61915,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,21799,2022-06-27 07:00:00+00:00,LONG,21319.6,H1|SWING2_HIGH|2022-06-27T04:00:00+00:00,2022-W26,2022-06-27 08:00:00+00:00,2022-06-27 12:00:00+00:00,21354.9,21600.481350000002,21173.383350000004,SL,-0.00999999999999984,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,21982,2022-07-04 22:00:00+00:00,LONG,20123.0,H1|SWING2_HIGH|2022-07-04T15:00:00+00:00,2022-W27,2022-07-04 23:00:00+00:00,2022-07-05 00:00:00+00:00,20152.9,20384.65835,19981.60035,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,22183,2022-07-13 07:00:00+00:00,LONG,19578.1,H1|SWING2_HIGH|2022-07-13T03:00:00+00:00,2022-W28,2022-07-13 08:00:00+00:00,2022-07-13 08:00:00+00:00,19699.8,19926.347700000002,19532.3517,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,22311,2022-07-18 15:00:00+00:00,LONG,22524.3,H1|SWING2_HIGH|2022-07-18T08:00:00+00:00,2022-W29,2022-07-18 16:00:00+00:00,2022-07-18 16:00:00+00:00,22673.6,22934.3464,22480.8744,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,22510,2022-07-26 22:00:00+00:00,LONG,21073.0,H1|SWING2_HIGH|2022-07-26T17:00:00+00:00,2022-W30,2022-07-26 23:00:00+00:00,2022-07-27 07:00:00+00:00,21102.2,21344.875300000003,20922.8313,TP,0.010000000000000066,9,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,22646,2022-08-01 14:00:00+00:00,LONG,23376.0,H1|SWING2_HIGH|2022-08-01T08:00:00+00:00,2022-W31,2022-08-01 15:00:00+00:00,2022-08-01 16:00:00+00:00,23426.6,23696.0059,23227.4739,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,22805,2022-08-08 05:00:00+00:00,LONG,23341.0,H1|SWING2_HIGH|2022-08-08T00:00:00+00:00,2022-W32,2022-08-08 06:00:00+00:00,2022-08-08 06:00:00+00:00,23416.5,23685.78975,23217.45975,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,23016,2022-08-17 00:00:00+00:00,LONG,23978.0,H1|SWING2_HIGH|2022-08-16T21:00:00+00:00,2022-W33,2022-08-17 01:00:00+00:00,2022-08-17 06:00:00+00:00,23994.8,24270.7402,23790.8442,TP,0.010000000000000066,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,23199,2022-08-24 15:00:00+00:00,LONG,21495.6,H1|SWING2_HIGH|2022-08-24T05:00:00+00:00,2022-W34,2022-08-24 16:00:00+00:00,2022-08-24 16:00:00+00:00,21605.6,21854.0644,21421.9524,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,23353,2022-08-31 01:00:00+00:00,LONG,20085.0,H1|SWING2_HIGH|2022-08-30T19:00:00+00:00,2022-W35,2022-08-31 02:00:00+00:00,2022-08-31 06:00:00+00:00,20228.7,20461.33005,20056.75605,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,23486,2022-09-05 14:00:00+00:00,LONG,19794.7,H1|SWING2_HIGH|2022-09-05T09:00:00+00:00,2022-W36,2022-09-05 15:00:00+00:00,2022-09-05 18:00:00+00:00,19834.7,20062.79905,19666.105050000002,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,23641,2022-09-12 01:00:00+00:00,LONG,21883.4,H1|SWING2_HIGH|2022-09-11T17:00:00+00:00,2022-W37,2022-09-12 02:00:00+00:00,2022-09-12 02:00:00+00:00,22036.5,22289.91975,21849.18975,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,23827,2022-09-19 19:00:00+00:00,LONG,19424.4,H1|SWING2_HIGH|2022-09-19T14:00:00+00:00,2022-W38,2022-09-19 20:00:00+00:00,2022-09-20 03:00:00+00:00,19504.7,19729.004050000003,19338.910050000002,SL,-0.009999999999999952,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,24000,2022-09-27 00:00:00+00:00,LONG,19255.0,H1|SWING2_HIGH|2022-09-26T19:00:00+00:00,2022-W39,2022-09-27 01:00:00+00:00,2022-09-27 01:00:00+00:00,19336.0,19558.364,19171.644,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,24158,2022-10-03 14:00:00+00:00,LONG,19309.9,H1|SWING2_HIGH|2022-10-03T06:00:00+00:00,2022-W40,2022-10-03 15:00:00+00:00,2022-10-03 18:00:00+00:00,19406.7,19629.877050000003,19241.74305,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,24344,2022-10-11 08:00:00+00:00,LONG,19090.0,H1|SWING2_HIGH|2022-10-11T03:00:00+00:00,2022-W41,2022-10-11 09:00:00+00:00,2022-10-11 14:00:00+00:00,19100.5,19320.15575,18938.14575,SL,-0.010000000000000063,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,24489,2022-10-17 09:00:00+00:00,LONG,19311.6,H1|SWING2_HIGH|2022-10-17T06:00:00+00:00,2022-W42,2022-10-17 10:00:00+00:00,2022-10-17 12:00:00+00:00,19327.7,19549.96855,19163.41455,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,24703,2022-10-26 07:00:00+00:00,LONG,20297.7,H1|SWING2_HIGH|2022-10-26T03:00:00+00:00,2022-W43,2022-10-26 08:00:00+00:00,2022-10-26 08:00:00+00:00,20333.6,20567.4364,20160.7644,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,24842,2022-11-01 02:00:00+00:00,LONG,20523.5,H1|SWING2_HIGH|2022-10-31T16:00:00+00:00,2022-W44,2022-11-01 03:00:00+00:00,2022-11-01 13:00:00+00:00,20568.1,20804.63315,20393.27115,SL,-0.009999999999999952,11,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,25003,2022-11-07 19:00:00+00:00,LONG,20795.0,H1|SWING2_HIGH|2022-11-07T16:00:00+00:00,2022-W45,2022-11-07 20:00:00+00:00,2022-11-07 21:00:00+00:00,20836.4,21076.018600000003,20659.290600000004,SL,-0.00999999999999984,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,25158,2022-11-14 06:00:00+00:00,LONG,16578.8,H1|SWING2_HIGH|2022-11-13T20:00:00+00:00,2022-W46,2022-11-14 07:00:00+00:00,2022-11-14 07:00:00+00:00,16627.9,16819.120850000003,16486.562850000002,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,25333,2022-11-21 13:00:00+00:00,LONG,16150.0,H1|SWING2_HIGH|2022-11-21T09:00:00+00:00,2022-W47,2022-11-21 14:00:00+00:00,2022-11-21 16:00:00+00:00,16167.7,16353.628550000001,16030.274550000002,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,25504,2022-11-28 16:00:00+00:00,LONG,16262.7,H1|SWING2_HIGH|2022-11-28T08:00:00+00:00,2022-W48,2022-11-28 17:00:00+00:00,2022-11-28 18:00:00+00:00,16303.8,16491.293700000002,16165.2177,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,25656,2022-12-05 00:00:00+00:00,LONG,17150.0,H1|SWING2_HIGH|2022-12-04T18:00:00+00:00,2022-W49,2022-12-05 01:00:00+00:00,2022-12-05 04:00:00+00:00,17205.8,17403.6667,17059.5507,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,25833,2022-12-12 09:00:00+00:00,LONG,16939.0,H1|SWING2_HIGH|2022-12-12T05:00:00+00:00,2022-W50,2022-12-12 10:00:00+00:00,2022-12-12 21:00:00+00:00,16953.2,17148.1618,16809.097800000003,TP,0.010000000000000066,12,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,26018,2022-12-20 02:00:00+00:00,LONG,16642.1,H1|SWING2_HIGH|2022-12-19T21:00:00+00:00,2022-W51,2022-12-20 03:00:00+00:00,2022-12-20 14:00:00+00:00,16713.0,16905.199500000002,16570.9395,TP,0.010000000000000066,12,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,26161,2022-12-26 01:00:00+00:00,LONG,16840.2,H1|SWING2_HIGH|2022-12-25T21:00:00+00:00,2022-W52,2022-12-26 02:00:00+00:00,2022-12-27 17:00:00+00:00,16845.6,17039.3244,16702.4124,SL,-0.00999999999999984,40,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,26333,2023-01-02 05:00:00+00:00,LONG,16618.4,H1|SWING2_HIGH|2023-01-02T00:00:00+00:00,2023-W01,2023-01-02 06:00:00+00:00,2023-01-04 03:00:00+00:00,16640.1,16831.46115,16498.65915,TP,0.010000000000000066,46,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,26506,2023-01-09 10:00:00+00:00,LONG,17248.0,H1|SWING2_HIGH|2023-01-09T05:00:00+00:00,2023-W02,2023-01-09 11:00:00+00:00,2023-01-10 20:00:00+00:00,17255.4,17453.837100000004,17108.7291,TP,0.010000000000000066,34,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,26665,2023-01-16 01:00:00+00:00,LONG,21073.8,H1|SWING2_HIGH|2023-01-15T17:00:00+00:00,2023-W03,2023-01-16 02:00:00+00:00,2023-01-16 02:00:00+00:00,21193.0,21436.719500000003,21012.859500000002,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,26847,2023-01-23 15:00:00+00:00,LONG,22793.3,H1|SWING2_HIGH|2023-01-23T06:00:00+00:00,2023-W04,2023-01-23 16:00:00+00:00,2023-01-23 18:00:00+00:00,22852.1,23114.89915,22657.85715,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,27031,2023-01-31 07:00:00+00:00,LONG,22913.6,H1|SWING2_HIGH|2023-01-31T02:00:00+00:00,2023-W05,2023-01-31 08:00:00+00:00,2023-01-31 22:00:00+00:00,22967.7,23231.828550000002,22772.474550000003,TP,0.010000000000000066,15,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,27201,2023-02-07 09:00:00+00:00,LONG,22977.8,H1|SWING2_HIGH|2023-02-07T06:00:00+00:00,2023-W06,2023-02-07 10:00:00+00:00,2023-02-07 17:00:00+00:00,23001.6,23266.1184,22806.0864,TP,0.010000000000000066,8,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,27359,2023-02-13 23:00:00+00:00,LONG,21668.0,H1|SWING2_HIGH|2023-02-13T18:00:00+00:00,2023-W07,2023-02-14 00:00:00+00:00,2023-02-14 13:00:00+00:00,21766.1,22016.41015,21581.08815,SL,-0.009999999999999952,14,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,27530,2023-02-21 02:00:00+00:00,LONG,24891.5,H1|SWING2_HIGH|2023-02-20T20:00:00+00:00,2023-W08,2023-02-21 03:00:00+00:00,2023-02-21 08:00:00+00:00,24917.6,25204.1524,24705.8004,SL,-0.009999999999999952,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,27713,2023-02-28 17:00:00+00:00,LONG,23515.0,H1|SWING2_HIGH|2023-02-28T03:00:00+00:00,2023-W09,2023-02-28 18:00:00+00:00,2023-02-28 19:00:00+00:00,23517.6,23788.0524,23317.700399999998,SL,-0.010000000000000063,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,27865,2023-03-07 01:00:00+00:00,LONG,22437.5,H1|SWING2_HIGH|2023-03-06T22:00:00+00:00,2023-W10,2023-03-07 02:00:00+00:00,2023-03-07 14:00:00+00:00,22474.5,22732.95675,22283.46675,SL,-0.010000000000000063,13,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,28086,2023-03-16 06:00:00+00:00,LONG,24440.0,H1|SWING2_HIGH|2023-03-16T02:00:00+00:00,2023-W11,2023-03-16 07:00:00+00:00,2023-03-16 09:00:00+00:00,24569.4,24851.9481,24360.560100000002,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,28184,2023-03-20 08:00:00+00:00,LONG,28290.6,H1|SWING2_HIGH|2023-03-19T23:00:00+00:00,2023-W12,2023-03-20 09:00:00+00:00,2023-03-20 09:00:00+00:00,28303.3,28628.78795,28062.72195,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,28396,2023-03-29 04:00:00+00:00,LONG,27465.7,H1|SWING2_HIGH|2023-03-29T01:00:00+00:00,2023-W13,2023-03-29 05:00:00+00:00,2023-03-29 06:00:00+00:00,27552.5,27869.353750000002,27318.303750000003,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,28520,2023-04-03 08:00:00+00:00,LONG,28197.6,H1|SWING2_HIGH|2023-04-02T23:00:00+00:00,2023-W14,2023-04-03 09:00:00+00:00,2023-04-03 12:00:00+00:00,28326.2,28651.951300000004,28085.427300000003,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|SWING2_HIGH|SUPPORT|BODY,H1,SWING2_HIGH,SUPPORT,BODY,28695,2023-04-10 15:00:00+00:00,LONG,28383.0,H1|SWING2_HIGH|2023-04-10T08:00:00+00:00,2023-W15,2023-04-10 16:00:00+00:00,2023-04-10 16:00:00+00:00,28427.7,28754.618550000003,28186.064550000003,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
