partition,date_utc,signal_ts,signal_bar_start,session_end,H,L,range,F15,status,k1_episode_bars,h2_bar_start,h2_episode_bars,leave2_bar_start,eligible_start,filled,fill_bar_start,h3_bar_start,h3_after_fill,terminal
development,2022-08-11,2022-08-11 15:50:00+00:00,2022-08-11 15:45:00+00:00,2022-08-11 20:00:00+00:00,24972.0,24344.6,627.4000000000015,24438.71,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-08-16,2022-08-16 13:40:00+00:00,2022-08-16 13:35:00+00:00,2022-08-16 20:00:00+00:00,24138.0,23882.0,256.0,23920.4,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-08-30,2022-08-30 14:00:00+00:00,2022-08-30 13:55:00+00:00,2022-08-30 20:00:00+00:00,20496.6,20261.0,235.59999999999854,20296.34,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:15:00+00:00,2022-09-01 20:00:00+00:00,20115.1,19810.1,305.0,19855.85,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-09-15,2022-09-15 13:40:00+00:00,2022-09-15 13:35:00+00:00,2022-09-15 20:00:00+00:00,20213.3,19974.4,238.89999999999782,20010.235,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-09-20,2022-09-20 13:35:00+00:00,2022-09-20 13:30:00+00:00,2022-09-20 20:00:00+00:00,19417.6,18843.0,574.5999999999985,18929.19,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-09-27,2022-09-27 14:05:00+00:00,2022-09-27 14:00:00+00:00,2022-09-27 20:00:00+00:00,20375.0,20076.0,299.0,20120.85,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-10-10,2022-10-10 16:25:00+00:00,2022-10-10 16:20:00+00:00,2022-10-10 20:00:00+00:00,19430.0,19113.7,316.2999999999993,19161.145,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2022-10-24,2022-10-24 13:45:00+00:00,2022-10-24 13:40:00+00:00,2022-10-24 20:00:00+00:00,19439.8,19287.4,152.39999999999782,19310.260000000002,CLEAN_NO_FILL,1,2022-10-24 14:05:00+00:00,1,2022-10-24 14:10:00+00:00,2022-10-24 14:15:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2022-10-27,2022-10-27 13:55:00+00:00,2022-10-27 13:50:00+00:00,2022-10-27 20:00:00+00:00,20773.1,20450.0,323.09999999999854,20498.465,NO_H2_BY_SESSION_END,2,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2022-11-08,2022-11-08 13:55:00+00:00,2022-11-08 13:50:00+00:00,2022-11-08 20:00:00+00:00,19787.7,19560.0,227.70000000000073,19594.155,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-11-09,2022-11-09 15:40:00+00:00,2022-11-09 15:35:00+00:00,2022-11-09 20:00:00+00:00,18245.2,17229.3,1015.9000000000015,17381.684999999998,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-11-16,2022-11-16 13:55:00+00:00,2022-11-16 13:50:00+00:00,2022-11-16 20:00:00+00:00,16840.6,16500.0,340.59999999999854,16551.09,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-11-18,2022-11-18 14:35:00+00:00,2022-11-18 14:30:00+00:00,2022-11-18 20:00:00+00:00,16844.9,16666.7,178.20000000000073,16693.43,CLEAN_NO_FILL,1,2022-11-18 14:40:00+00:00,3,2022-11-18 14:55:00+00:00,2022-11-18 15:00:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2022-12-05,2022-12-05 14:00:00+00:00,2022-12-05 13:55:00+00:00,2022-12-05 20:00:00+00:00,17378.3,17208.0,170.29999999999927,17233.545,BREAKDOWN_BEFORE_H2,3,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-12-15,2022-12-15 13:50:00+00:00,2022-12-15 13:45:00+00:00,2022-12-15 20:00:00+00:00,17716.6,17450.0,266.59999999999854,17489.989999999998,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 14:15:00+00:00,2022-12-16 20:00:00+00:00,17510.5,16910.0,600.5,17000.075,CLEAN_NO_FILL,1,2022-12-16 15:30:00+00:00,1,2022-12-16 15:35:00+00:00,2022-12-16 15:40:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2022-12-19,2022-12-19 13:50:00+00:00,2022-12-19 13:45:00+00:00,2022-12-19 20:00:00+00:00,16776.6,16702.7,73.89999999999782,16713.785,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-12-22,2022-12-22 13:35:00+00:00,2022-12-22 13:30:00+00:00,2022-12-22 20:00:00+00:00,16861.9,16786.5,75.40000000000146,16797.81,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-12-26,2022-12-26 15:25:00+00:00,2022-12-26 15:20:00+00:00,2022-12-26 20:00:00+00:00,16863.0,16811.0,52.0,16818.8,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2022-12-28,2022-12-28 14:30:00+00:00,2022-12-28 14:25:00+00:00,2022-12-28 20:00:00+00:00,16683.9,16623.3,60.60000000000218,16632.39,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2022-12-30,2022-12-30 14:00:00+00:00,2022-12-30 13:55:00+00:00,2022-12-30 20:00:00+00:00,16524.9,16453.0,71.90000000000146,16463.785,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-01-05,2023-01-05 13:40:00+00:00,2023-01-05 13:35:00+00:00,2023-01-05 20:00:00+00:00,16830.0,16775.1,54.900000000001455,16783.335,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-01-06,2023-01-06 13:35:00+00:00,2023-01-06 13:30:00+00:00,2023-01-06 20:00:00+00:00,16805.3,16682.0,123.29999999999927,16700.495,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-01-11,2023-01-11 13:40:00+00:00,2023-01-11 13:35:00+00:00,2023-01-11 20:00:00+00:00,17464.0,17391.3,72.70000000000073,17402.204999999998,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-01-16,2023-01-16 15:15:00+00:00,2023-01-16 15:10:00+00:00,2023-01-16 20:00:00+00:00,21121.7,20619.0,502.7000000000007,20694.405,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 14:30:00+00:00,2023-01-24 20:00:00+00:00,23086.4,22760.0,326.40000000000146,22808.96,FILLED,2,2023-01-24 15:05:00+00:00,1,2023-01-24 15:10:00+00:00,2023-01-24 15:15:00+00:00,True,2023-01-24 17:00:00+00:00,,False,SESSION_END
development,2023-01-25,2023-01-25 14:40:00+00:00,2023-01-25 14:35:00+00:00,2023-01-25 20:00:00+00:00,22747.1,22460.8,286.2999999999993,22503.745,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-01-27,2023-01-27 14:25:00+00:00,2023-01-27 14:20:00+00:00,2023-01-27 20:00:00+00:00,23080.0,22850.0,230.0,22884.5,OPPOSITE_BREAK_BEFORE_H2,2,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-02-02,2023-02-02 13:45:00+00:00,2023-02-02 13:40:00+00:00,2023-02-02 20:00:00+00:00,23860.0,23750.4,109.59999999999854,23766.84,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-02-03,2023-02-03 13:35:00+00:00,2023-02-03 13:30:00+00:00,2023-02-03 20:00:00+00:00,23572.9,23328.8,244.10000000000218,23365.415,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-02-08,2023-02-08 13:35:00+00:00,2023-02-08 13:30:00+00:00,2023-02-08 20:00:00+00:00,23232.2,23054.0,178.20000000000073,23080.73,CLEAN_NO_FILL,1,2023-02-08 14:15:00+00:00,1,2023-02-08 14:20:00+00:00,2023-02-08 14:25:00+00:00,False,,2023-02-08 14:25:00+00:00,False,H3_ARRIVAL
development,2023-02-13,2023-02-13 16:40:00+00:00,2023-02-13 16:35:00+00:00,2023-02-13 20:00:00+00:00,21865.1,21410.0,455.09999999999854,21478.265,CLEAN_NO_FILL,1,2023-02-13 17:50:00+00:00,2,2023-02-13 18:00:00+00:00,2023-02-13 18:05:00+00:00,False,,,False,SESSION_END
development,2023-02-14,2023-02-14 13:35:00+00:00,2023-02-14 13:30:00+00:00,2023-02-14 20:00:00+00:00,21894.1,21659.1,235.0,21694.35,BREAKDOWN_BEFORE_H2,3,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-02-16,2023-02-16 13:35:00+00:00,2023-02-16 13:30:00+00:00,2023-02-16 20:00:00+00:00,24678.0,24468.8,209.20000000000073,24500.18,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-02-21,2023-02-21 15:20:00+00:00,2023-02-21 15:15:00+00:00,2023-02-21 20:00:00+00:00,25347.6,24474.8,872.7999999999993,24605.719999999998,BREAKDOWN_BEFORE_H2,3,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-02-22,2023-02-22 15:05:00+00:00,2023-02-22 15:00:00+00:00,2023-02-22 20:00:00+00:00,24231.7,23855.3,376.40000000000146,23911.76,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-03-02,2023-03-02 14:15:00+00:00,2023-03-02 14:10:00+00:00,2023-03-02 20:00:00+00:00,23460.0,23214.0,246.0,23250.9,OPPOSITE_BREAK_BEFORE_H2,2,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-03,2023-03-03 13:50:00+00:00,2023-03-03 13:45:00+00:00,2023-03-03 20:00:00+00:00,22474.0,22300.0,174.0,22326.1,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-03-07,2023-03-07 14:20:00+00:00,2023-03-07 14:15:00+00:00,2023-03-07 20:00:00+00:00,22419.7,22303.3,116.40000000000146,22320.76,BREAKDOWN_DURING_H2_EPISODE,1,2023-03-07 14:30:00+00:00,2,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-03-08,2023-03-08 14:10:00+00:00,2023-03-08 14:05:00+00:00,2023-03-08 20:00:00+00:00,22135.0,21932.8,202.20000000000073,21963.13,CLEAN_NO_FILL,2,2023-03-08 15:00:00+00:00,1,2023-03-08 15:05:00+00:00,2023-03-08 15:10:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H3
development,2023-03-23,2023-03-23 13:50:00+00:00,2023-03-23 13:45:00+00:00,2023-03-23 20:00:00+00:00,27735.0,27270.1,464.90000000000146,27339.835,OPPOSITE_BREAK_BEFORE_H2,2,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-03-30,2023-03-30 13:55:00+00:00,2023-03-30 13:50:00+00:00,2023-03-30 20:00:00+00:00,28734.2,28469.0,265.2000000000007,28508.78,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-04-03,2023-04-03 14:50:00+00:00,2023-04-03 14:45:00+00:00,2023-04-03 20:00:00+00:00,28540.0,27944.0,596.0,28033.4,CLEAN_NO_FILL,2,2023-04-03 15:00:00+00:00,1,2023-04-03 15:05:00+00:00,2023-04-03 15:10:00+00:00,False,,2023-04-03 15:10:00+00:00,False,H3_ARRIVAL
development,2023-04-10,2023-04-10 13:35:00+00:00,2023-04-10 13:30:00+00:00,2023-04-10 20:00:00+00:00,28383.0,28240.0,143.0,28261.45,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-04-14,2023-04-14 14:25:00+00:00,2023-04-14 14:20:00+00:00,2023-04-14 20:00:00+00:00,30840.0,30557.5,282.5,30599.875,BREAKDOWN_DURING_H2_EPISODE,1,2023-04-14 14:30:00+00:00,4,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 13:30:00+00:00,2023-04-17 20:00:00+00:00,29913.6,29283.8,629.7999999999993,29378.27,FILLED,1,2023-04-17 15:35:00+00:00,3,2023-04-17 15:50:00+00:00,2023-04-17 15:55:00+00:00,True,2023-04-17 16:10:00+00:00,,False,SESSION_END
development,2023-04-20,2023-04-20 16:05:00+00:00,2023-04-20 16:00:00+00:00,2023-04-20 20:00:00+00:00,28940.0,28300.0,640.0,28396.0,BREAKDOWN_DURING_H2_EPISODE,1,2023-04-20 18:30:00+00:00,2,,,False,,,False,BREAKDOWN_DURING_H2_EPISODE
development,2023-05-01,2023-05-01 14:00:00+00:00,2023-05-01 13:55:00+00:00,2023-05-01 20:00:00+00:00,28659.2,28426.3,232.90000000000146,28461.235,CLEAN_NO_FILL,2,2023-05-01 14:20:00+00:00,2,2023-05-01 14:30:00+00:00,2023-05-01 14:35:00+00:00,False,,,False,BREAKDOWN_BEFORE_H3
development,2023-05-02,2023-05-02 13:40:00+00:00,2023-05-02 13:35:00+00:00,2023-05-02 20:00:00+00:00,28250.0,27921.6,328.40000000000146,27970.86,CLEAN_NO_FILL,1,2023-05-02 14:05:00+00:00,1,2023-05-02 14:10:00+00:00,2023-05-02 14:15:00+00:00,False,,,False,OPPOSITE_BREAK_BEFORE_H3
development,2023-05-03,2023-05-03 14:55:00+00:00,2023-05-03 14:50:00+00:00,2023-05-03 20:00:00+00:00,28758.9,28115.4,643.5,28211.925000000003,NO_H2_BY_SESSION_END,1,,0,,,False,,,False,NO_H2_BY_SESSION_END
development,2023-05-11,2023-05-11 13:55:00+00:00,2023-05-11 13:50:00+00:00,2023-05-11 20:00:00+00:00,27630.0,27220.0,410.0,27281.5,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-05-16,2023-05-16 14:00:00+00:00,2023-05-16 13:55:00+00:00,2023-05-16 20:00:00+00:00,27274.2,26959.1,315.1000000000022,27006.364999999998,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-05-17,2023-05-17 14:40:00+00:00,2023-05-17 14:35:00+00:00,2023-05-17 20:00:00+00:00,26907.5,26558.0,349.5,26610.425,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-05-18,2023-05-18 14:50:00+00:00,2023-05-18 14:45:00+00:00,2023-05-18 20:00:00+00:00,27471.5,27165.6,305.90000000000146,27211.485,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:10:00+00:00,2023-05-19 20:00:00+00:00,26985.6,26773.0,212.59999999999854,26804.89,FILLED,2,2023-05-19 14:25:00+00:00,1,2023-05-19 14:30:00+00:00,2023-05-19 14:35:00+00:00,True,2023-05-19 14:35:00+00:00,2023-05-19 14:45:00+00:00,True,H3_ARRIVAL
development,2023-05-23,2023-05-23 13:40:00+00:00,2023-05-23 13:35:00+00:00,2023-05-23 20:00:00+00:00,27383.0,27225.0,158.0,27248.7,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-05-29,2023-05-29 15:00:00+00:00,2023-05-29 14:55:00+00:00,2023-05-29 20:00:00+00:00,27966.7,27730.0,236.70000000000073,27765.505,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-06-05,2023-06-05 15:05:00+00:00,2023-06-05 15:00:00+00:00,2023-06-05 20:00:00+00:00,26831.2,26625.0,206.20000000000073,26655.93,BREAKDOWN_BEFORE_H2,2,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-06-07,2023-06-07 14:55:00+00:00,2023-06-07 14:50:00+00:00,2023-06-07 20:00:00+00:00,26968.0,26330.8,637.2000000000007,26426.38,BREAKDOWN_BEFORE_H2,3,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-06-08,2023-06-08 13:40:00+00:00,2023-06-08 13:35:00+00:00,2023-06-08 20:00:00+00:00,26594.9,26300.0,294.90000000000146,26344.235,OPPOSITE_BREAK_BEFORE_H2,1,,0,,,False,,,False,OPPOSITE_BREAK_BEFORE_H2
development,2023-06-09,2023-06-09 15:50:00+00:00,2023-06-09 15:45:00+00:00,2023-06-09 20:00:00+00:00,26775.0,26476.8,298.2000000000007,26521.53,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
development,2023-06-13,2023-06-13 15:05:00+00:00,2023-06-13 15:00:00+00:00,2023-06-13 20:00:00+00:00,26430.5,25888.0,542.5,25969.375,BREAKDOWN_BEFORE_H2,1,,0,,,False,,,False,BREAKDOWN_BEFORE_H2
