partition,side,signal_ts,entry_ts,swing_level_ts,swing_level,prior_touches,touch_bucket,entry_px,stop_px,target_px,risk_pct,resolved,exit_ts,exit_px,gross_return,net_pnl_usd,exit_reason,hold_minutes
external,SHORT,2020-04-07 20:00:00+00:00,2020-04-08 00:00:00+00:00,2020-04-07 12:00:00+00:00,7253.05,0,0,7192.9,7289.05,7000.5999999999985,0.013367348357408076,True,2020-04-08 03:00:00+00:00,7289.05,-0.01336734835740816,-7.08367417870408,SL,180.0
external,SHORT,2020-04-09 08:00:00+00:00,2020-04-09 12:00:00+00:00,2020-04-08 12:00:00+00:00,7192.0,0,0,7180.0,7345.0,6850.0,0.02298050139275766,True,2020-04-09 14:00:00+00:00,7345.0,-0.022980501392757757,-11.89025069637888,SL,120.0
external,SHORT,2020-04-10 04:00:00+00:00,2020-04-10 08:00:00+00:00,2020-04-09 12:00:00+00:00,7105.98,0,0,6919.58,7173.03,6412.68,0.03662794562675767,True,2020-04-12 17:05:00+00:00,7173.03,-0.03662794562675775,-18.713972813378874,SL,3425.0
external,SHORT,2020-04-13 00:00:00+00:00,2020-04-13 04:00:00+00:00,2020-04-12 04:00:00+00:00,6775.66,0,0,6671.01,6900.99,6211.050000000001,0.03447453983729593,True,2020-04-14 04:05:00+00:00,6900.99,-0.03447453983729587,-17.637269918647934,SL,1445.0
external,SHORT,2020-04-15 08:00:00+00:00,2020-04-15 12:00:00+00:00,2020-04-15 00:00:00+00:00,6805.0,0,0,6779.29,6878.02,6581.829999999999,0.014563471986004503,True,2020-04-16 00:00:00+00:00,6581.829999999999,0.02912694397200899,14.163471986004494,TP_2R,720.0
external,LONG,2020-04-16 08:00:00+00:00,2020-04-16 12:00:00+00:00,2020-04-15 04:00:00+00:00,6929.0,1,1,7019.97,6864.59,7330.7300000000005,0.02213399772363701,True,2020-04-20 17:45:00+00:00,6864.59,-0.022133997723637,-11.466998861818501,SL,6105.0
external,LONG,2020-04-22 08:00:00+00:00,2020-04-22 12:00:00+00:00,2020-04-21 16:00:00+00:00,6940.0,1,1,6948.99,6915.0,7016.969999999999,0.004891358312502937,True,2020-04-22 13:20:00+00:00,7016.969999999999,0.00978271662500596,4.49135831250298,TP_2R,80.0
external,LONG,2020-04-23 12:00:00+00:00,2020-04-23 16:00:00+00:00,2020-04-23 00:00:00+00:00,7178.0,0,0,7528.15,7101.77,8380.909999999998,0.05663808505409685,True,2020-04-29 13:25:00+00:00,8380.909999999998,0.11327617010819369,56.23808505409684,TP_2R,8485.0
external,LONG,2020-04-30 00:00:00+00:00,2020-04-30 04:00:00+00:00,2020-04-29 16:00:00+00:00,8988.66,0,0,9306.03,8710.0,10498.090000000002,0.0640477195968636,True,2020-04-30 09:55:00+00:00,8710.0,-0.06404771959686362,-32.423859798431806,SL,355.0
external,LONG,2020-05-01 08:00:00+00:00,2020-05-01 12:00:00+00:00,2020-04-30 20:00:00+00:00,8896.22,0,0,9004.86,8755.0,9504.580000000002,0.027747238713317093,True,2020-05-01 14:00:00+00:00,8755.0,-0.02774723871331708,-14.273619356658541,SL,120.0
external,LONG,2020-05-02 12:00:00+00:00,2020-05-02 16:00:00+00:00,2020-05-01 20:00:00+00:00,8899.0,0,0,8942.78,8839.99,9148.360000000002,0.011494188608016842,True,2020-05-02 18:05:00+00:00,8839.99,-0.011494188608016875,-6.147094304008438,SL,125.0
external,LONG,2020-05-03 00:00:00+00:00,2020-05-03 04:00:00+00:00,2020-05-02 16:00:00+00:00,9020.0,0,0,9139.25,8941.0,9535.75,0.021692151981836584,True,2020-05-03 06:10:00+00:00,8941.0,-0.021692151981836605,-11.246075990918303,SL,130.0
external,SHORT,2020-05-03 12:00:00+00:00,2020-05-03 16:00:00+00:00,2020-05-03 04:00:00+00:00,8906.61,0,0,8817.73,9076.83,8299.529999999999,0.02938397977710821,True,2020-05-05 04:50:00+00:00,9076.83,-0.02938397977710827,-15.091989888554137,SL,2210.0
external,LONG,2020-05-06 08:00:00+00:00,2020-05-06 12:00:00+00:00,2020-05-06 00:00:00+00:00,9071.98,0,0,9321.83,8994.6,9976.289999999999,0.03510362235741261,True,2020-05-07 23:25:00+00:00,9976.289999999999,0.0702072447148252,34.703622357412605,TP_2R,2125.0
external,SHORT,2020-05-09 04:00:00+00:00,2020-05-09 08:00:00+00:00,2020-05-08 12:00:00+00:00,9800.0,1,1,9608.49,9888.0,9049.47,0.02908989862090716,True,2020-05-10 00:15:00+00:00,9049.47,0.058179797241814324,28.689898620907165,TP_2R,975.0
external,LONG,2020-05-11 08:00:00+00:00,2020-05-11 12:00:00+00:00,2020-05-10 20:00:00+00:00,8837.4,0,0,8924.0,8472.01,9827.98,0.050648812191842196,True,2020-05-11 16:35:00+00:00,8472.01,-0.05064881219184225,-25.724406095921125,SL,275.0
external,LONG,2020-05-13 08:00:00+00:00,2020-05-13 12:00:00+00:00,2020-05-13 00:00:00+00:00,8971.0,0,0,9034.05,8828.0,9446.149999999998,0.022808153596670298,True,2020-05-14 05:50:00+00:00,9446.149999999998,0.045616307193340644,22.408153596670324,TP_2R,1070.0
external,SHORT,2020-05-16 16:00:00+00:00,2020-05-16 20:00:00+00:00,2020-05-16 08:00:00+00:00,9326.0,0,0,9325.59,9410.0,9156.77,0.009051438032338956,True,2020-05-16 21:05:00+00:00,9410.0,-0.009051438032338988,-4.925719016169494,SL,65.0
external,LONG,2020-05-17 00:00:00+00:00,2020-05-17 04:00:00+00:00,2020-05-16 12:00:00+00:00,9529.53,0,0,9539.0,9317.16,9982.68,0.02325610651011638,True,2020-05-20 15:50:00+00:00,9317.16,-0.023256106510116337,-12.028053255058168,SL,5030.0
external,SHORT,2020-05-21 12:00:00+00:00,2020-05-21 16:00:00+00:00,2020-05-20 12:00:00+00:00,9281.42,1,1,9081.89,9390.0,8465.669999999998,0.03392575774425814,True,2020-05-28 12:40:00+00:00,9390.0,-0.03392575774425821,-17.362878872129105,SL,9880.0
external,LONG,2020-05-30 20:00:00+00:00,2020-05-31 00:00:00+00:00,2020-05-30 04:00:00+00:00,9596.0,0,0,9694.38,9390.0,10303.139999999998,0.03139757261423621,True,2020-05-31 23:05:00+00:00,9390.0,-0.03139757261423626,-16.09878630711813,SL,1385.0
external,LONG,2020-06-01 20:00:00+00:00,2020-06-02 00:00:00+00:00,2020-06-01 04:00:00+00:00,9615.0,0,0,10232.41,9555.0,11587.23,0.06620239024824062,True,2020-06-02 14:45:00+00:00,9555.0,-0.0662023902482406,-33.501195124120294,SL,885.0
external,LONG,2020-06-03 08:00:00+00:00,2020-06-03 12:00:00+00:00,2020-06-02 20:00:00+00:00,9548.97,0,0,9614.16,9486.34,9869.8,0.013294973247792809,True,2020-06-03 14:10:00+00:00,9486.34,-0.01329497324779283,-7.047486623896415,SL,130.0
external,LONG,2020-06-03 20:00:00+00:00,2020-06-04 00:00:00+00:00,2020-06-03 12:00:00+00:00,9644.0,0,0,9663.58,9556.59,9877.56,0.01107146626819458,True,2020-06-04 09:15:00+00:00,9556.59,-0.011071466268194552,-5.935733134097276,SL,555.0
external,LONG,2020-06-04 12:00:00+00:00,2020-06-04 16:00:00+00:00,2020-06-03 20:00:00+00:00,9694.75,0,0,9828.11,9602.0,10280.330000000002,0.023006458006676826,True,2020-06-05 11:50:00+00:00,9602.0,-0.023006458006676778,-11.903229003338389,SL,1190.0
external,SHORT,2020-06-07 08:00:00+00:00,2020-06-07 12:00:00+00:00,2020-06-07 00:00:00+00:00,9622.46,0,0,9573.65,9678.09,9364.769999999999,0.010909109900612673,True,2020-06-07 19:40:00+00:00,9678.09,-0.010909109900612668,-5.854554950306334,SL,460.0
external,LONG,2020-06-09 20:00:00+00:00,2020-06-10 00:00:00+00:00,2020-06-09 12:00:00+00:00,9750.0,0,0,9771.66,9688.0,9938.98,0.008561493134226923,True,2020-06-10 18:35:00+00:00,9938.98,0.017122986268453877,8.161493134226939,TP_2R,1115.0
external,SHORT,2020-06-11 12:00:00+00:00,2020-06-11 16:00:00+00:00,2020-06-11 04:00:00+00:00,9755.0,0,0,9525.02,9796.88,8981.300000000003,0.028541672353443747,True,2020-06-15 05:50:00+00:00,8981.300000000003,0.05708334470688747,28.141672353443738,TP_2R,5150.0
external,LONG,2020-06-16 00:00:00+00:00,2020-06-16 04:00:00+00:00,2020-06-13 16:00:00+00:00,9497.85,0,0,9559.87,9370.0,9939.610000000002,0.01986114873947039,True,2020-06-17 14:30:00+00:00,9370.0,-0.019861148739470424,-10.330574369735212,SL,2070.0
external,SHORT,2020-06-19 00:00:00+00:00,2020-06-19 04:00:00+00:00,2020-06-18 08:00:00+00:00,9373.3,1,1,9268.73,9382.21,9041.77,0.01224331704559304,True,2020-06-19 09:15:00+00:00,9382.21,-0.012243317045593116,-6.521658522796558,SL,315.0
external,SHORT,2020-06-20 12:00:00+00:00,2020-06-20 16:00:00+00:00,2020-06-19 20:00:00+00:00,9257.0,1,1,9256.39,9330.0,9109.169999999998,0.007952344272443209,True,2020-06-20 21:05:00+00:00,9330.0,-0.00795234427244318,-4.37617213622159,SL,305.0
external,LONG,2020-06-22 04:00:00+00:00,2020-06-22 08:00:00+00:00,2020-06-21 12:00:00+00:00,9386.79,1,1,9416.74,9370.0,9510.22,0.0049635011691944115,True,2020-06-22 16:05:00+00:00,9510.22,0.009927002338388835,4.563501169194417,TP_2R,485.0
external,SHORT,2020-06-24 04:00:00+00:00,2020-06-24 08:00:00+00:00,2020-06-23 20:00:00+00:00,9592.74,0,0,9518.88,9678.0,9200.639999999998,0.016716252332207235,True,2020-06-25 03:05:00+00:00,9200.639999999998,0.0334325046644145,16.31625233220725,TP_2R,1145.0
external,SHORT,2020-06-26 04:00:00+00:00,2020-06-26 08:00:00+00:00,2020-06-25 12:00:00+00:00,9157.74,0,0,9143.66,9270.0,8890.98,0.01381722417500215,True,2020-06-27 19:50:00+00:00,8890.98,0.02763444835000428,13.41722417500214,TP_2R,2150.0
external,LONG,2020-06-29 16:00:00+00:00,2020-06-29 20:00:00+00:00,2020-06-29 08:00:00+00:00,9136.66,0,0,9157.23,9101.0,9269.689999999999,0.006140503187099108,True,2020-06-30 13:00:00+00:00,9101.0,-0.006140503187099133,-3.4702515935495666,SL,1020.0
external,LONG,2020-07-01 12:00:00+00:00,2020-07-01 16:00:00+00:00,2020-06-30 12:00:00+00:00,9188.0,1,1,9263.75,9137.19,9516.869999999999,0.013661854000809553,True,2020-07-02 15:00:00+00:00,9137.19,-0.013661854000809548,-7.230927000404774,SL,1380.0
external,LONG,2020-07-04 16:00:00+00:00,2020-07-04 20:00:00+00:00,2020-07-03 08:00:00+00:00,9124.52,0,0,9131.33,9062.0,9269.99,0.00759254128369032,True,2020-07-05 06:55:00+00:00,9062.0,-0.007592541283690357,-4.196270641845179,SL,655.0
external,SHORT,2020-07-05 08:00:00+00:00,2020-07-05 12:00:00+00:00,2020-07-04 12:00:00+00:00,9042.84,1,1,9035.33,9076.02,8953.949999999999,0.004503432636107426,True,2020-07-05 21:15:00+00:00,8953.949999999999,0.009006865272214837,4.103432636107418,TP_2R,555.0
external,LONG,2020-07-06 04:00:00+00:00,2020-07-06 08:00:00+00:00,2020-07-04 16:00:00+00:00,9194.0,0,0,9199.72,9080.14,9438.88,0.012998221685007798,True,2020-07-08 13:50:00+00:00,9438.88,0.0259964433700155,12.598221685007749,TP_2R,3230.0
external,SHORT,2020-07-09 12:00:00+00:00,2020-07-09 16:00:00+00:00,2020-07-09 00:00:00+00:00,9360.0,1,1,9210.99,9435.0,8762.97,0.0243198613829784,True,2020-07-21 13:25:00+00:00,9435.0,-0.02431986138297848,-12.55993069148924,SL,17125.0
external,LONG,2020-07-22 20:00:00+00:00,2020-07-23 00:00:00+00:00,2020-07-21 20:00:00+00:00,9389.94,0,0,9518.25,9357.47,9839.810000000001,0.01689176056523002,True,2020-07-26 09:50:00+00:00,9839.810000000001,0.033783521130460015,16.49176056523001,TP_2R,4910.0
external,LONG,2020-07-27 16:00:00+00:00,2020-07-27 20:00:00+00:00,2020-07-27 00:00:00+00:00,10360.0,1,1,10806.52,10304.1,11811.36,0.04649230279497933,True,2020-08-01 19:25:00+00:00,11811.36,0.09298460558995858,46.09230279497929,TP_2R,7165.0
external,SHORT,2020-08-02 04:00:00+00:00,2020-08-02 08:00:00+00:00,2020-08-01 12:00:00+00:00,11505.0,0,0,11327.7,12154.25,9674.600000000002,0.0729671513193322,True,2020-08-17 13:20:00+00:00,12154.25,-0.07296715131933218,-36.883575659666086,SL,21920.0
external,SHORT,2020-08-18 08:00:00+00:00,2020-08-18 12:00:00+00:00,2020-08-17 20:00:00+00:00,12224.88,1,1,12188.0,12321.0,11922.0,0.010912372825730227,True,2020-08-18 14:15:00+00:00,11922.0,0.02182474565146042,10.512372825730209,TP_2R,135.0
external,LONG,2020-08-20 12:00:00+00:00,2020-08-20 16:00:00+00:00,2020-08-20 00:00:00+00:00,11833.97,0,0,11861.0,11743.08,12096.84,0.009941826152938206,True,2020-08-21 10:45:00+00:00,11743.08,-0.00994182615293826,-5.37091307646913,SL,1125.0
external,LONG,2020-08-22 20:00:00+00:00,2020-08-23 00:00:00+00:00,2020-08-22 12:00:00+00:00,11645.66,0,0,11670.48,11577.7,11856.039999999997,0.007949972923135882,True,2020-08-23 05:30:00+00:00,11577.7,-0.007949972923135928,-4.374986461567964,SL,330.0
external,SHORT,2020-08-23 08:00:00+00:00,2020-08-23 12:00:00+00:00,2020-08-22 16:00:00+00:00,11560.0,0,0,11532.84,11624.0,11350.52,0.007904384349388343,True,2020-08-23 13:25:00+00:00,11624.0,-0.00790438434938845,-4.352192174694225,SL,85.0
external,LONG,2020-08-24 04:00:00+00:00,2020-08-24 08:00:00+00:00,2020-08-23 20:00:00+00:00,11724.0,0,0,11762.14,11645.71,11995.0,0.00989870890841295,True,2020-08-25 06:20:00+00:00,11645.71,-0.009898708908412934,-5.349354454206468,SL,1340.0
external,LONG,2020-08-26 12:00:00+00:00,2020-08-26 16:00:00+00:00,2020-08-26 00:00:00+00:00,11408.95,1,1,11484.57,11255.95,11941.809999999998,0.01990670961124352,True,2020-08-27 17:00:00+00:00,11255.95,-0.019906709611243523,-10.35335480562176,SL,1500.0
external,LONG,2020-08-29 04:00:00+00:00,2020-08-29 08:00:00+00:00,2020-08-28 16:00:00+00:00,11544.88,0,0,11558.99,11482.62,11711.729999999998,0.006606978637406813,True,2020-08-29 10:45:00+00:00,11482.62,-0.00660697863740678,-3.7034893187033897,SL,165.0
external,LONG,2020-08-30 00:00:00+00:00,2020-08-30 04:00:00+00:00,2020-08-29 16:00:00+00:00,11549.99,0,0,11616.24,11457.88,11932.960000000001,0.013632638444109332,True,2020-09-01 07:05:00+00:00,11932.960000000001,0.02726527688821867,13.232638444109336,TP_2R,3065.0
external,SHORT,2020-09-02 04:00:00+00:00,2020-09-02 08:00:00+00:00,2020-09-01 12:00:00+00:00,11812.0,0,0,11737.66,11910.3,11392.380000000001,0.014708212710199429,True,2020-09-02 11:10:00+00:00,11392.380000000001,0.029416425420398906,14.308212710199452,TP_2R,190.0
external,SHORT,2020-09-03 12:00:00+00:00,2020-09-03 16:00:00+00:00,2020-09-02 08:00:00+00:00,11156.0,0,0,10683.82,11263.76,9523.939999999999,0.05428208262587731,True,2020-10-10 02:05:00+00:00,11263.76,-0.054282082625877415,-27.541041312938706,SL,52445.0
external,LONG,2020-10-11 12:00:00+00:00,2020-10-11 16:00:00+00:00,2020-10-11 00:00:00+00:00,11399.86,1,1,11404.7,11333.03,11548.04,0.006284251229756159,True,2020-10-11 19:35:00+00:00,11333.03,-0.006284251229756177,-3.5421256148780884,SL,215.0
external,SHORT,2020-10-12 08:00:00+00:00,2020-10-12 12:00:00+00:00,2020-10-11 20:00:00+00:00,11278.0,0,0,11246.31,11394.64,10949.65,0.01318921495139294,True,2020-10-12 13:35:00+00:00,11394.64,-0.013189214951393025,-6.994607475696513,SL,95.0
external,SHORT,2020-10-13 12:00:00+00:00,2020-10-13 16:00:00+00:00,2020-10-13 00:00:00+00:00,11412.0,1,1,11384.53,11508.73,11136.130000000003,0.01090954128101897,True,2020-10-14 13:40:00+00:00,11508.73,-0.010909541281018953,-5.854770640509477,SL,1300.0
external,LONG,2020-10-15 16:00:00+00:00,2020-10-15 20:00:00+00:00,2020-10-14 20:00:00+00:00,11433.18,0,0,11518.48,11362.0,11831.439999999999,0.013585125815211692,True,2020-10-16 04:10:00+00:00,11362.0,-0.013585125815211652,-7.192562907605826,SL,490.0
external,LONG,2020-10-18 04:00:00+00:00,2020-10-18 08:00:00+00:00,2020-10-17 12:00:00+00:00,11424.09,0,0,11452.45,11360.52,11636.310000000001,0.008027103370894462,True,2020-10-19 13:00:00+00:00,11636.310000000001,0.016054206741789034,7.627103370894517,TP_2R,1740.0
external,LONG,2020-10-20 12:00:00+00:00,2020-10-20 16:00:00+00:00,2020-10-19 16:00:00+00:00,11830.0,1,1,11920.76,11760.0,12242.28,0.013485717353591567,True,2020-10-21 04:20:00+00:00,12242.28,0.026971434707183217,13.085717353591608,TP_2R,740.0
external,LONG,2020-10-22 16:00:00+00:00,2020-10-22 20:00:00+00:00,2020-10-22 08:00:00+00:00,13031.37,0,0,13072.18,12915.02,13386.5,0.012022478270648037,True,2020-10-23 00:00:00+00:00,12915.02,-0.012022478270648063,-6.411239135324031,SL,240.0
external,LONG,2020-10-24 12:00:00+00:00,2020-10-24 16:00:00+00:00,2020-10-24 00:00:00+00:00,13015.02,0,0,13103.87,12927.68,13456.250000000002,0.013445646209860178,True,2020-10-25 05:45:00+00:00,12927.68,-0.013445646209860218,-7.122823104930109,SL,825.0
external,LONG,2020-10-26 00:00:00+00:00,2020-10-26 04:00:00+00:00,2020-10-25 16:00:00+00:00,13047.0,0,0,13086.22,12964.11,13330.439999999997,0.0093311896024978,True,2020-10-26 08:25:00+00:00,12964.11,-0.009331189602497791,-5.065594801248896,SL,265.0
external,LONG,2020-10-27 08:00:00+00:00,2020-10-27 12:00:00+00:00,2020-10-26 12:00:00+00:00,13240.0,0,0,13448.85,13080.06,14186.430000000002,0.027421675459240073,True,2020-10-28 14:00:00+00:00,13080.06,-0.027421675459240125,-14.110837729620062,SL,1560.0
external,LONG,2020-10-29 12:00:00+00:00,2020-10-29 16:00:00+00:00,2020-10-29 04:00:00+00:00,13338.25,0,0,13428.88,12965.0,14356.639999999998,0.034543461554500395,True,2020-11-05 02:20:00+00:00,14356.639999999998,0.06908692310900078,34.14346155450039,TP_2R,9260.0
external,SHORT,2020-11-07 16:00:00+00:00,2020-11-07 20:00:00+00:00,2020-11-06 20:00:00+00:00,15177.0,0,0,14654.73,15421.58,13121.029999999999,0.05232781497850867,True,2020-11-08 15:10:00+00:00,15421.58,-0.05232781497850869,-26.563907489254344,SL,1150.0
external,LONG,2020-11-09 08:00:00+00:00,2020-11-09 12:00:00+00:00,2020-11-09 00:00:00+00:00,15598.0,0,0,15807.89,15133.0,17157.67,0.0426932373643794,True,2020-11-09 14:55:00+00:00,15133.0,-0.042693237364379355,-21.746618682189677,SL,175.0
external,SHORT,2020-11-10 12:00:00+00:00,2020-11-10 16:00:00+00:00,2020-11-10 00:00:00+00:00,15181.5,1,1,15167.88,15397.0,14709.639999999998,0.015105604738434166,True,2020-11-11 00:25:00+00:00,15397.0,-0.015105604738434142,-7.952802369217071,SL,505.0
external,LONG,2020-11-11 08:00:00+00:00,2020-11-11 12:00:00+00:00,2020-11-11 00:00:00+00:00,15520.0,0,0,15576.66,15365.49,15999.0,0.01355682155224548,True,2020-11-11 18:05:00+00:00,15999.0,0.027113643104490937,13.156821552245468,TP_2R,365.0
external,LONG,2020-11-12 12:00:00+00:00,2020-11-12 16:00:00+00:00,2020-11-11 16:00:00+00:00,16000.0,1,1,16123.99,15747.0,16877.97,0.02338068927107991,True,2020-11-14 10:00:00+00:00,15747.0,-0.023380689271079946,-12.090344635539973,SL,2520.0
external,LONG,2020-11-16 04:00:00+00:00,2020-11-16 08:00:00+00:00,2020-11-15 08:00:00+00:00,16161.23,0,0,16232.93,15977.16,16744.47,0.015756243635622186,True,2020-11-16 17:30:00+00:00,16744.47,0.03151248727124445,15.356243635622224,TP_2R,570.0
external,LONG,2020-11-17 08:00:00+00:00,2020-11-17 12:00:00+00:00,2020-11-16 20:00:00+00:00,16882.0,0,0,17002.0,16629.49,17747.019999999997,0.02190977532055043,True,2020-11-17 16:55:00+00:00,17747.019999999997,0.04381955064110077,21.509775320550386,TP_2R,295.0
