target_name,stop_name,partition,n,tp_count,tp_rate,close_invalidation_count,time_exit_count,wr,pf,expectancy,total_pnl,median_winner,median_loser,median_hold_minutes,h2_before_exit_rate
E10,D60,reference_validation,34,20,0.5882352941176471,11,3,0.6176470588235294,0.4929305224171956,-0.8981134404133412,-30.5358569740536,1.2062909882438984,-4.028766219485375,47.5,0.6764705882352942
E10,D60,august,1,1,1.0,0,0,1.0,inf,0.4362167406718698,0.4362167406718698,0.4362167406718698,,45.0,1.0
E15,D30,external,50,28,0.56,14,8,0.58,1.3445467283985637,0.48497703579307405,24.248851789653703,2.834213928957682,-3.6219190541155233,60.0,0.7
E15,D30,development,79,43,0.5443037974683544,33,3,0.5443037974683544,0.7433735938791228,-0.3837534514755966,-30.31652266657213,1.6507124382875142,-2.993768837884044,30.0,0.6329113924050633
E15,D30,reference_validation,34,17,0.5,15,2,0.5294117647058824,0.6064572782304147,-0.5945815563958116,-20.215772917457592,1.5268983215393455,-2.6825483931658938,32.5,0.6470588235294118
E15,D30,august,1,0,0.0,1,0,0.0,0.0,-1.4649037538286347,-1.4649037538286347,,-1.4649037538286347,30.0,1.0
E15,D40,external,50,30,0.6,10,10,0.62,1.6000732417443488,0.7761236698100644,38.80618349050322,3.3293313308410095,-3.811476961443652,62.5,0.74
E15,D40,development,79,46,0.5822784810126582,29,4,0.5822784810126582,0.7140168520610984,-0.46685069339477286,-36.881204778187055,1.6248587201522664,-3.4963730895743286,35.0,0.6582278481012658
E15,D40,reference_validation,34,18,0.5294117647058824,14,2,0.5588235294117647,0.5729086438188847,-0.7069265798444975,-24.035503714712913,1.5262474571860132,-3.0588731456212845,35.0,0.6470588235294118
E15,D40,august,1,1,1.0,0,0,1.0,inf,0.6034600888062439,0.6034600888062439,0.6034600888062439,,45.0,1.0
E15,D50,external,50,30,0.6,6,14,0.62,1.5505000399747644,0.7347711617544926,36.738558087724634,3.3293313308410095,-3.1471552413881683,62.5,0.74
E15,D50,development,79,49,0.620253164556962,22,8,0.620253164556962,0.7621954195960445,-0.38839100251777064,-30.682889198903883,1.6507124382875142,-3.6610507414427635,40.0,0.6962025316455697
E15,D50,reference_validation,34,18,0.5294117647058824,12,4,0.5588235294117647,0.5104715973933662,-0.9093796172263332,-30.91890698569533,1.5262474571860132,-3.386012832782592,47.5,0.6764705882352942
E15,D50,august,1,1,1.0,0,0,1.0,inf,0.6034600888062439,0.6034600888062439,0.6034600888062439,,45.0,1.0
E15,D60,external,50,30,0.6,6,14,0.62,1.5067253029523358,0.695993268383773,34.79966341918865,3.3293313308410095,-3.1471552413881683,67.5,0.74
E15,D60,development,79,50,0.6329113924050633,20,9,0.6329113924050633,0.7098864893992177,-0.5198405995182642,-41.06740736194287,1.661689558120255,-4.241180837189917,40.0,0.7088607594936709
E15,D60,reference_validation,34,18,0.5294117647058824,12,4,0.5588235294117647,0.4658242960469057,-1.0874289695493333,-36.97258496467733,1.5262474571860132,-4.028766219485375,57.5,0.6764705882352942
E15,D60,august,1,1,1.0,0,0,1.0,inf,0.6034600888062439,0.6034600888062439,0.6034600888062439,,45.0,1.0
E20,D30,external,50,26,0.52,16,8,0.54,1.2970033112584685,0.4834642630387449,24.173213151937244,3.9508865526479116,-3.7469747911944515,60.0,0.7
E20,D30,development,79,41,0.5189873417721519,34,4,0.5189873417721519,0.7982149889088316,-0.3142139770741872,-24.82290418886079,1.932172502353208,-2.993768837884044,30.0,0.6329113924050633
E20,D30,reference_validation,34,16,0.47058823529411764,16,2,0.5,0.6661659074721332,-0.5263742160053513,-17.896723344181943,1.848807383541371,-2.67983527168457,32.5,0.6470588235294118
E20,D30,august,1,0,0.0,1,0,0.0,0.0,-1.4649037538286347,-1.4649037538286347,,-1.4649037538286347,30.0,1.0
E20,D40,external,50,28,0.56,12,10,0.58,1.531878398434295,0.8056508288064346,40.28254144032173,3.9627745569906545,-3.9284478247030985,77.5,0.74
E20,D40,development,79,44,0.5569620253164557,29,6,0.5569620253164557,0.7751130035836357,-0.379626502009621,-29.99049365876006,1.923004459497745,-3.481031414901645,35.0,0.6582278481012658
E20,D40,reference_validation,34,17,0.5,15,2,0.5294117647058824,0.6157640040763036,-0.6799718033438621,-23.119041313691312,1.848048041795847,-3.246800833549529,35.0,0.6470588235294118
E20,D40,august,1,0,0.0,1,0,0.0,0.0,-2.0174575705342717,-2.0174575705342717,,-2.0174575705342717,80.0,1.0
E20,D50,external,50,28,0.56,7,15,0.58,1.5441721424434744,0.8177101526556908,40.88550763278454,3.9627745569906545,-3.1471552413881683,77.5,0.74
E20,D50,development,79,47,0.5949367088607594,22,10,0.5949367088607594,0.8309959615955756,-0.28542609493198856,-22.548661499627094,1.932172502353208,-3.6328934816424985,40.0,0.6962025316455697
E20,D50,reference_validation,34,17,0.5,13,4,0.5294117647058824,0.552551342182924,-0.8824248407256978,-30.002444584673725,1.848048041795847,-3.553206292911568,47.5,0.6764705882352942
E20,D50,august,1,0,0.0,1,0,0.0,0.0,-2.419895610447034,-2.419895610447034,,-2.419895610447034,85.0,1.0
E20,D60,external,50,28,0.56,7,15,0.58,1.5053256693485586,0.778932259284971,38.94661296424855,3.9627745569906545,-3.1471552413881683,80.0,0.74
E20,D60,development,79,48,0.6075949367088608,20,11,0.6075949367088608,0.7772629470294805,-0.4115040048338858,-32.508816381876976,1.962335173510987,-4.0034751711749585,50.0,0.7088607594936709
E20,D60,reference_validation,34,17,0.5,13,4,0.5294117647058824,0.5033454412984238,-1.0752153112898495,-36.55732058385488,1.848048041795847,-4.083214287833734,57.5,0.6764705882352942
E20,D60,august,1,0,0.0,1,0,0.0,0.0,-2.419895610447034,-2.419895610447034,,-2.419895610447034,85.0,1.0
