partition,session,variant,session_open_ts,or_high,or_low,side,sweep_ts,sweep_extreme,bos_ts,bos_level,bos_level_ts,fvg_mid,retest_ts,entry_ts,entry_px,stop_px,target_px,risk_pct,exit_reason,exit_ts,exit_px,gross_return,gross_pnl_usd,net_pnl_usd,hold_minutes
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-07-22 13:30:00+00:00,9332.98,9327.33,SHORT,2020-07-22 14:10:00+00:00,9333.91,2020-07-22 14:20:00+00:00,9326.16,2020-07-22 13:50:00+00:00,,2020-07-22 14:25:00+00:00,2020-07-22 14:30:00+00:00,9320.51,9333.91,9293.710000000001,0.0014376895684892388,SL,2020-07-22 14:55:00+00:00,9333.91,-0.001437689568489331,-0.7188447842446655,-1.1188447842446654,25.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-08-10 13:30:00+00:00,11916.41,11884.58,LONG,2020-08-10 13:50:00+00:00,11880.01,2020-08-10 13:55:00+00:00,11916.41,2020-08-10 13:35:00+00:00,,2020-08-10 14:15:00+00:00,2020-08-10 14:20:00+00:00,11921.45,11880.01,12004.330000000002,0.0034760872209337376,SL,2020-08-10 15:00:00+00:00,11880.01,-0.0034760872209337323,-1.7380436104668662,-2.138043610466866,40.0
external,NYSE_0930,V2_FVG_RETEST,2020-08-10 13:30:00+00:00,11916.41,11884.58,LONG,2020-08-10 13:50:00+00:00,11880.01,2020-08-10 13:55:00+00:00,11916.41,2020-08-10 13:35:00+00:00,11901.130000000001,2020-08-10 14:00:00+00:00,2020-08-10 14:05:00+00:00,11908.01,11880.01,11964.01,0.00235135845535904,TP_2R,2020-08-10 14:20:00+00:00,11964.01,0.004702716910718108,2.351358455359054,1.951358455359054,15.0
external,NYSE_0930,V2_FVG_RETEST,2020-08-14 13:30:00+00:00,11710.64,11681.11,SHORT,2020-08-14 14:00:00+00:00,11723.81,2020-08-14 14:10:00+00:00,11681.01,2020-08-14 13:45:00+00:00,11695.990000000002,2020-08-14 14:20:00+00:00,2020-08-14 14:25:00+00:00,11696.68,11723.81,11642.420000000002,0.0023194615908103153,SL,2020-08-14 15:50:00+00:00,11723.81,-0.0023194615908104232,-1.1597307954052116,-1.5597307954052115,85.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-09-09 13:30:00+00:00,10250.91,10213.76,LONG,2020-09-09 13:50:00+00:00,10189.01,2020-09-09 14:25:00+00:00,10245.84,2020-09-09 13:40:00+00:00,,2020-09-09 14:30:00+00:00,2020-09-09 14:35:00+00:00,10247.6,10189.01,10364.78,0.005717436277762612,TIME_EXIT_4H,2020-09-09 17:30:00+00:00,10231.03,-0.0016169639720519102,-0.8084819860259551,-1.208481986025955,175.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-09-11 13:30:00+00:00,10305.0,10281.52,SHORT,2020-09-11 13:50:00+00:00,10312.0,2020-09-11 13:55:00+00:00,10281.52,2020-09-11 13:35:00+00:00,,2020-09-11 14:30:00+00:00,2020-09-11 14:35:00+00:00,10280.98,10312.0,10218.939999999999,0.0030172220936136866,SL,2020-09-11 15:05:00+00:00,10312.0,-0.0030172220936137695,-1.5086110468068847,-1.9086110468068846,30.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-12-03 14:30:00+00:00,19389.0,19350.15,LONG,2020-12-03 14:55:00+00:00,19310.0,2020-12-03 15:20:00+00:00,19390.05,2020-12-03 14:45:00+00:00,,2020-12-03 15:30:00+00:00,2020-12-03 15:35:00+00:00,19437.19,19310.0,19691.569999999996,0.006543641339102962,SL,2020-12-03 16:10:00+00:00,19310.0,-0.006543641339103012,-3.271820669551506,-3.671820669551506,35.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-12-10 14:30:00+00:00,18130.0,18056.15,SHORT,2020-12-10 15:00:00+00:00,18160.0,2020-12-10 15:05:00+00:00,18045.0,2020-12-10 14:50:00+00:00,,2020-12-10 15:25:00+00:00,2020-12-10 15:30:00+00:00,18025.75,18160.0,17757.25,0.007447679014742799,SL,2020-12-10 16:05:00+00:00,18160.0,-0.007447679014742858,-3.723839507371429,-4.12383950737143,35.0
external,NYSE_0930,V2_FVG_RETEST,2020-12-10 14:30:00+00:00,18130.0,18056.15,SHORT,2020-12-10 15:05:00+00:00,18135.72,2020-12-10 15:10:00+00:00,18045.0,2020-12-10 14:50:00+00:00,18059.65,2020-12-10 15:25:00+00:00,2020-12-10 15:30:00+00:00,18025.75,18135.72,17805.809999999998,0.0061007170298046495,SL,2020-12-10 15:50:00+00:00,18135.72,-0.0061007170298046365,-3.0503585149023182,-3.450358514902318,20.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2020-12-28 14:30:00+00:00,27356.1,27217.33,SHORT,2020-12-28 14:55:00+00:00,27369.36,2020-12-28 15:00:00+00:00,27240.0,2020-12-28 14:45:00+00:00,,2020-12-28 15:05:00+00:00,2020-12-28 15:10:00+00:00,27224.98,27369.36,26936.219999999998,0.005303217853603603,TP_2R,2020-12-28 15:40:00+00:00,26936.219999999998,0.010606435707207207,5.303217853603604,4.9032178536036035,30.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-01-06 14:30:00+00:00,34650.0,34281.0,LONG,2021-01-06 15:00:00+00:00,34170.01,2021-01-06 15:15:00+00:00,34650.0,2021-01-06 14:40:00+00:00,,2021-01-06 15:20:00+00:00,2021-01-06 15:25:00+00:00,34783.49,34170.01,36010.44999999999,0.017637103119899585,TIME_EXIT_4H,2021-01-06 18:30:00+00:00,35014.56,0.006643094180601272,3.321547090300636,2.921547090300636,185.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-01-11 14:30:00+00:00,33550.0,32746.47,SHORT,2021-01-11 14:50:00+00:00,33770.47,2021-01-11 15:25:00+00:00,32746.47,2021-01-11 14:35:00+00:00,,2021-01-11 15:30:00+00:00,2021-01-11 15:35:00+00:00,32251.97,33770.47,29214.97,0.04708239527693967,TIME_EXIT_4H,2021-01-11 18:30:00+00:00,33036.97,-0.02433959848034095,-12.169799240170477,-12.569799240170477,175.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-02-09 14:30:00+00:00,46641.69,46258.38,LONG,2021-02-09 14:45:00+00:00,46230.0,2021-02-09 14:55:00+00:00,46641.69,2021-02-09 14:35:00+00:00,,2021-02-09 15:05:00+00:00,2021-02-09 15:10:00+00:00,46643.35,46230.0,47470.049999999996,0.008861927798925218,SL,2021-02-09 16:25:00+00:00,46230.0,-0.008861927798925251,-4.4309638994626255,-4.830963899462626,75.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-03-19 13:30:00+00:00,58648.29,58150.0,LONG,2021-03-19 14:10:00+00:00,58010.0,2021-03-19 14:20:00+00:00,58483.12,2021-03-19 13:50:00+00:00,,2021-03-19 14:35:00+00:00,2021-03-19 14:40:00+00:00,58629.98,58010.0,59869.94000000001,0.010574453547485487,TIME_EXIT_4H,2021-03-19 17:30:00+00:00,58801.25,0.0029212017469559814,1.4606008734779907,1.0606008734779908,170.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-04-26 13:30:00+00:00,53892.0,53655.68,SHORT,2021-04-26 13:45:00+00:00,53892.47,2021-04-26 13:50:00+00:00,53655.68,2021-04-26 13:35:00+00:00,,2021-04-26 13:55:00+00:00,2021-04-26 14:00:00+00:00,53650.0,53892.47,53165.06,0.004519478098788466,TP_2R,2021-04-26 16:10:00+00:00,53165.06,0.009038956197576886,4.5194780987884435,4.119478098788443,130.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-05-06 13:30:00+00:00,57595.81,57346.36,SHORT,2021-05-06 13:45:00+00:00,57615.0,2021-05-06 14:05:00+00:00,57346.36,2021-05-06 13:35:00+00:00,,2021-05-06 14:25:00+00:00,2021-05-06 14:30:00+00:00,57346.33,57615.0,56808.990000000005,0.004685042617374089,TP_2R,2021-05-06 16:50:00+00:00,56808.990000000005,0.009370085234748138,4.685042617374069,4.285042617374069,140.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-05-25 13:30:00+00:00,37883.42,37459.58,LONG,2021-05-25 13:55:00+00:00,37346.15,2021-05-25 14:20:00+00:00,37883.42,2021-05-25 13:35:00+00:00,,2021-05-25 14:25:00+00:00,2021-05-25 14:30:00+00:00,37947.54,37346.15,39150.32,0.01584793111753751,SL,2021-05-25 15:00:00+00:00,37346.15,-0.01584793111753746,-7.923965558768731,-8.32396555876873,30.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-05-27 13:30:00+00:00,40317.68,39948.1,LONG,2021-05-27 14:00:00+00:00,39860.28,2021-05-27 14:15:00+00:00,40171.43,2021-05-27 13:50:00+00:00,,2021-05-27 14:25:00+00:00,2021-05-27 14:30:00+00:00,40230.11,39860.28,40969.770000000004,0.009192865741605025,SL,2021-05-27 15:00:00+00:00,39860.28,-0.00919286574160505,-4.596432870802525,-4.996432870802526,30.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-05-28 13:30:00+00:00,37080.72,36707.78,SHORT,2021-05-28 13:55:00+00:00,37099.87,2021-05-28 14:10:00+00:00,36816.42,2021-05-28 13:45:00+00:00,,2021-05-28 14:15:00+00:00,2021-05-28 14:20:00+00:00,36657.0,37099.87,35771.259999999995,0.012081457838884868,TP_2R,2021-05-28 17:00:00+00:00,35771.259999999995,0.024162915677769736,12.081457838884868,11.681457838884867,160.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-06-02 13:30:00+00:00,37800.0,37513.18,LONG,2021-06-02 13:55:00+00:00,37461.58,2021-06-02 14:15:00+00:00,37690.76,2021-06-02 13:45:00+00:00,,2021-06-02 14:25:00+00:00,2021-06-02 14:30:00+00:00,37858.04,37461.58,38650.96,0.01047228012860674,TIME_EXIT_4H,2021-06-02 17:30:00+00:00,37785.5,-0.0019161055353104084,-0.9580527676552042,-1.358052767655204,180.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-06-15 13:30:00+00:00,40333.0,40160.0,SHORT,2021-06-15 13:55:00+00:00,40375.22,2021-06-15 14:00:00+00:00,40160.0,2021-06-15 13:35:00+00:00,,2021-06-15 14:15:00+00:00,2021-06-15 14:20:00+00:00,40024.8,40375.22,39323.96000000001,0.008755071855449577,SL,2021-06-15 17:05:00+00:00,40375.22,-0.008755071855449659,-4.377535927724829,-4.77753592772483,165.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-06-22 13:30:00+00:00,29900.0,29382.97,LONG,2021-06-22 14:10:00+00:00,29203.31,2021-06-22 14:20:00+00:00,29700.0,2021-06-22 13:55:00+00:00,,2021-06-22 14:35:00+00:00,2021-06-22 14:40:00+00:00,29803.62,29203.31,31004.239999999994,0.020142184070257158,TP_2R,2021-06-22 15:25:00+00:00,31004.239999999994,0.04028436814051428,20.14218407025714,19.742184070257142,45.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-07-13 13:30:00+00:00,32543.17,32466.01,LONG,2021-07-13 13:50:00+00:00,32375.0,2021-07-13 14:10:00+00:00,32517.9,2021-07-13 13:40:00+00:00,,2021-07-13 14:30:00+00:00,2021-07-13 14:35:00+00:00,32539.28,32375.0,32867.84,0.00504866733375781,TP_2R,2021-07-13 15:45:00+00:00,32867.84,0.010097334667515723,5.048667333757861,4.648667333757861,70.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-07-20 13:30:00+00:00,29600.41,29435.0,LONG,2021-07-20 14:05:00+00:00,29242.24,2021-07-20 14:20:00+00:00,29576.39,2021-07-20 13:55:00+00:00,,2021-07-20 14:30:00+00:00,2021-07-20 14:35:00+00:00,29615.73,29242.24,30362.709999999995,0.01261120357323618,TIME_EXIT_4H,2021-07-20 17:30:00+00:00,29661.57,0.0015478261045733799,0.7739130522866899,0.3739130522866899,175.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-07-22 13:30:00+00:00,32150.0,32070.58,LONG,2021-07-22 14:10:00+00:00,32042.6,2021-07-22 14:20:00+00:00,32096.21,2021-07-22 14:00:00+00:00,,2021-07-22 14:35:00+00:00,2021-07-22 14:40:00+00:00,32209.23,32042.6,32542.49,0.005173361797223995,TP_2R,2021-07-22 15:55:00+00:00,32542.49,0.010346723594447882,5.173361797223941,4.773361797223941,75.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-08-05 13:30:00+00:00,37944.0,37744.0,LONG,2021-08-05 13:50:00+00:00,37707.1,2021-08-05 13:55:00+00:00,37944.0,2021-08-05 13:35:00+00:00,,2021-08-05 14:00:00+00:00,2021-08-05 14:05:00+00:00,37981.41,37707.1,38530.03000000001,0.007222217395299567,TP_2R,2021-08-05 14:20:00+00:00,38530.03000000001,0.014444434790599203,7.222217395299602,6.822217395299601,15.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-08-23 13:30:00+00:00,50309.2,50193.65,LONG,2021-08-23 13:55:00+00:00,50150.0,2021-08-23 14:15:00+00:00,50309.2,2021-08-23 13:40:00+00:00,,2021-08-23 14:20:00+00:00,2021-08-23 14:25:00+00:00,50321.57,50150.0,50664.71,0.003409472319722928,SL,2021-08-23 14:30:00+00:00,50150.0,-0.0034094723197228838,-1.704736159861442,-2.104736159861442,5.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-08-24 13:30:00+00:00,48870.56,48500.0,LONG,2021-08-24 14:15:00+00:00,48360.0,2021-08-24 14:30:00+00:00,48666.56,2021-08-24 14:05:00+00:00,,2021-08-24 14:35:00+00:00,2021-08-24 14:40:00+00:00,48735.02,48360.0,49485.05999999999,0.007695082509456174,SL,2021-08-24 15:55:00+00:00,48360.0,-0.007695082509456164,-3.847541254728082,-4.247541254728082,75.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-09-22 13:30:00+00:00,42330.45,42146.52,LONG,2021-09-22 13:50:00+00:00,42140.57,2021-09-22 13:55:00+00:00,42330.45,2021-09-22 13:40:00+00:00,,2021-09-22 14:00:00+00:00,2021-09-22 14:05:00+00:00,42328.77,42140.57,42705.16999999999,0.004446148565148411,TP_2R,2021-09-22 15:25:00+00:00,42705.16999999999,0.008892297130296711,4.446148565148356,4.046148565148355,80.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-09-30 13:30:00+00:00,43564.0,43085.0,LONG,2021-09-30 14:15:00+00:00,42968.25,2021-09-30 14:25:00+00:00,43058.0,2021-09-30 14:05:00+00:00,,2021-09-30 14:30:00+00:00,2021-09-30 14:35:00+00:00,43083.91,42968.25,43315.23000000001,0.002684528864720112,SL,2021-09-30 14:40:00+00:00,42968.25,-0.002684528864720148,-1.342264432360074,-1.742264432360074,5.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-10-15 13:30:00+00:00,59988.0,59727.92,LONG,2021-10-15 14:00:00+00:00,59666.0,2021-10-15 14:10:00+00:00,59988.0,2021-10-15 13:35:00+00:00,,2021-10-15 14:15:00+00:00,2021-10-15 14:20:00+00:00,60176.49,59666.0,61197.469999999994,0.008483213294760096,TP_2R,2021-10-15 16:40:00+00:00,61197.469999999994,0.01696642658952019,8.483213294760095,8.083213294760094,140.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-10-26 13:30:00+00:00,62525.13,62134.33,SHORT,2021-10-26 13:45:00+00:00,62536.0,2021-10-26 14:00:00+00:00,62134.33,2021-10-26 13:35:00+00:00,,2021-10-26 14:10:00+00:00,2021-10-26 14:15:00+00:00,62109.02,62536.0,61255.05999999999,0.006874685834682357,SL,2021-10-26 15:40:00+00:00,62536.0,-0.006874685834682426,-3.437342917341213,-3.837342917341213,85.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-11-18 14:30:00+00:00,59142.72,58836.47,SHORT,2021-11-18 14:55:00+00:00,59180.72,2021-11-18 15:10:00+00:00,58836.47,2021-11-18 14:40:00+00:00,,2021-11-18 15:15:00+00:00,2021-11-18 15:20:00+00:00,58659.64,59180.72,57617.479999999996,0.008883109408786036,TP_2R,2021-11-18 15:25:00+00:00,57617.479999999996,0.01776621881757212,8.88310940878606,8.48310940878606,5.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-11-22 14:30:00+00:00,58431.4,58200.0,SHORT,2021-11-22 15:00:00+00:00,58479.35,2021-11-22 15:05:00+00:00,58177.0,2021-11-22 14:50:00+00:00,,2021-11-22 15:25:00+00:00,2021-11-22 15:30:00+00:00,58170.76,58479.35,57553.58000000001,0.005304898887344716,TP_2R,2021-11-22 17:05:00+00:00,57553.58000000001,0.0106097977746894,5.3048988873447005,4.9048988873447,95.0
external,NYSE_0930,V1_STRUCTURE_RETEST,2021-12-17 14:30:00+00:00,46748.72,45750.0,LONG,2021-12-17 15:00:00+00:00,45373.11,2021-12-17 15:30:00+00:00,46131.77,2021-12-17 14:50:00+00:00,,2021-12-17 15:35:00+00:00,2021-12-17 15:40:00+00:00,46395.72,45373.11,48440.94,0.02204104171677906,TIME_EXIT_4H,2021-12-17 18:30:00+00:00,46745.01,0.007528496163008214,3.764248081504107,3.364248081504107,170.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-01-07 08:00:00+00:00,7896.47,7885.62,SHORT,2020-01-07 08:30:00+00:00,7907.42,2020-01-07 08:40:00+00:00,7884.66,2020-01-07 08:15:00+00:00,,2020-01-07 09:00:00+00:00,2020-01-07 09:05:00+00:00,7880.64,7907.42,7827.080000000001,0.0033982011613269665,SL,2020-01-07 11:10:00+00:00,7907.42,-0.0033982011613269414,-1.6991005806634707,-2.0991005806634706,125.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-02-26 08:00:00+00:00,9188.32,9148.02,LONG,2020-02-26 08:35:00+00:00,9130.63,2020-02-26 08:45:00+00:00,9188.32,2020-02-26 08:10:00+00:00,,2020-02-26 09:00:00+00:00,2020-02-26 09:05:00+00:00,9190.0,9130.63,9308.740000000002,0.0064602829162133625,SL,2020-02-26 10:00:00+00:00,9130.63,-0.006460282916213367,-3.2301414581066834,-3.6301414581066833,55.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-03-05 08:00:00+00:00,8919.81,8902.92,LONG,2020-03-05 08:35:00+00:00,8896.32,2020-03-05 08:55:00+00:00,8920.5,2020-03-05 08:25:00+00:00,,2020-03-05 09:00:00+00:00,2020-03-05 09:05:00+00:00,8920.6,8896.32,8969.160000000002,0.0027217900141246836,TP_2R,2020-03-05 09:25:00+00:00,8969.160000000002,0.005443580028249295,2.7217900141246476,2.3217900141246477,20.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-03-06 08:00:00+00:00,9124.78,9095.0,LONG,2020-03-06 08:40:00+00:00,9094.88,2020-03-06 08:45:00+00:00,9106.65,2020-03-06 08:30:00+00:00,,2020-03-06 08:55:00+00:00,2020-03-06 09:00:00+00:00,9121.73,9094.88,9175.43,0.0029435205821703083,TP_2R,2020-03-06 11:55:00+00:00,9175.43,0.0058870411643405784,2.9435205821702892,2.5435205821702893,175.0
external,LONDON_0800,V2_FVG_RETEST,2020-03-12 08:00:00+00:00,7402.49,7329.0,SHORT,2020-03-12 08:55:00+00:00,7413.47,2020-03-12 09:00:00+00:00,7385.0,2020-03-12 08:45:00+00:00,7388.41,2020-03-12 09:05:00+00:00,2020-03-12 09:10:00+00:00,7386.65,7413.47,7333.009999999998,0.0036308746183994936,TP_2R,2020-03-12 10:05:00+00:00,7333.009999999998,0.007261749236799009,3.6308746183995044,3.2308746183995045,55.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-04-16 07:00:00+00:00,6911.34,6678.47,SHORT,2020-04-16 07:45:00+00:00,6915.0,2020-04-16 07:50:00+00:00,6880.78,2020-04-16 07:35:00+00:00,,2020-04-16 08:00:00+00:00,2020-04-16 08:05:00+00:00,6870.65,6915.0,6781.949999999999,0.0064549933412414206,SL,2020-04-16 08:20:00+00:00,6915.0,-0.006454993341241444,-3.227496670620722,-3.627496670620722,15.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-04-17 07:00:00+00:00,7056.26,7033.38,SHORT,2020-04-17 07:30:00+00:00,7064.95,2020-04-17 07:45:00+00:00,7033.38,2020-04-17 07:10:00+00:00,,2020-04-17 07:50:00+00:00,2020-04-17 07:55:00+00:00,7029.99,7064.95,6960.07,0.0049729800469133015,SL,2020-04-17 08:05:00+00:00,7064.95,-0.004972980046913378,-2.486490023456689,-2.886490023456689,10.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-05-21 07:00:00+00:00,9491.15,9471.0,LONG,2020-05-21 07:50:00+00:00,9440.12,2020-05-21 08:00:00+00:00,9477.0,2020-05-21 07:40:00+00:00,,2020-05-21 08:05:00+00:00,2020-05-21 08:10:00+00:00,9481.83,9440.12,9565.249999999998,0.004398939867093075,SL,2020-05-21 08:15:00+00:00,9440.12,-0.004398939867093055,-2.1994699335465273,-2.5994699335465272,5.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-06-02 07:00:00+00:00,10122.13,10100.0,LONG,2020-06-02 07:40:00+00:00,10097.42,2020-06-02 07:50:00+00:00,10128.0,2020-06-02 07:25:00+00:00,,2020-06-02 08:00:00+00:00,2020-06-02 08:05:00+00:00,10139.58,10097.42,10223.9,0.004157963150347436,TIME_EXIT_4H,2020-06-02 11:00:00+00:00,10148.66,0.0008955006025890277,0.4477503012945139,0.04775030129451385,175.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-06-17 07:00:00+00:00,9487.14,9474.71,LONG,2020-06-17 07:20:00+00:00,9470.57,2020-06-17 07:25:00+00:00,9487.14,2020-06-17 07:10:00+00:00,,2020-06-17 07:30:00+00:00,2020-06-17 07:35:00+00:00,9492.5,9470.57,9536.36,0.0023102449302080897,TIME_EXIT_4H,2020-06-17 11:00:00+00:00,9477.85,-0.0015433236765867164,-0.7716618382933582,-1.1716618382933581,205.0
external,LONDON_0800,V2_FVG_RETEST,2020-06-17 07:00:00+00:00,9487.14,9474.71,LONG,2020-06-17 07:25:00+00:00,9470.57,2020-06-17 07:30:00+00:00,9487.14,2020-06-17 07:10:00+00:00,9485.314999999999,2020-06-17 07:40:00+00:00,2020-06-17 07:45:00+00:00,9488.76,9470.57,9525.140000000001,0.0019170049616599545,TP_2R,2020-06-17 07:45:00+00:00,9525.140000000001,0.0038340099233198366,1.9170049616599183,1.5170049616599184,0.0
external,LONDON_0800,V1_STRUCTURE_RETEST,2020-06-18 07:00:00+00:00,9440.64,9424.69,SHORT,2020-06-18 07:35:00+00:00,9443.74,2020-06-18 07:40:00+00:00,9431.29,2020-06-18 07:20:00+00:00,,2020-06-18 07:45:00+00:00,2020-06-18 07:50:00+00:00,9425.68,9443.74,9389.560000000001,0.0019160421317082153,SL,2020-06-18 08:05:00+00:00,9443.74,-0.001916042131708151,-0.9580210658540755,-1.3580210658540754,15.0
