family,feature,b1_gap,b1_effect_IQR,b2_gap,b2_effect_IQR,b3_gap,b3_effect_IQR,b4_gap,b4_effect_IQR,b5_gap,b5_effect_IQR,b6_gap,b6_effect_IQR,dev_win_n,dev_fail_n,dev_win_median,dev_fail_median,dev_gap,dev_effect_IQR,adequate_dev_blocks,same_sign_dev_blocks,external_gap,external_effect_IQR,reference_gap,reference_effect_IQR,replicated_directional,strong_replicated
PREFILL_PARTICIPATION,prefill_quotevol_perbar_vs_ref,-0.14275406612343,0.2919151473775403,0.03696707923728404,0.11437912477440194,0.19174562156354047,0.2802142001157239,-0.044436215379752286,0.07502509261754955,0.053246687887995914,0.13239162806371851,0.0947706438401108,0.23720866152906275,203,314,0.9962843885715427,0.9562469527956619,0.040037435775880814,0.07554684634530907,6,4,0.058404711664200026,0.13413090993219057,0.09390130938316954,0.1268271103107774,False,False
REF_VS_PRE6,pre6_taker_buy_ratio,-0.001410108528614451,0.051836042026254164,0.003066359895997184,0.15102650825879196,0.0027326117115794024,0.12142934524496903,0.0025185235372115478,0.11160270332673364,-0.0018543946459252392,0.1080285788292886,-4.0721339914229215e-05,0.0018098986527400529,242,359,0.494671310560416,0.493015590535392,0.00165572002502401,0.07507782469264018,6,3,0.002472086638762583,0.08563952402110629,0.006008805003452522,0.21613465618464542,False,False
UPPER_PARTICIPATION,upper90_quotevol_share,-0.006948360865796633,0.16455428990156568,-0.006277208252064331,0.13831892097127263,-0.0009695629072774929,0.021591817501921646,-0.0007947071531793914,0.015623334491978818,0.004545487378330028,0.11350129388474868,-0.0019216847849992114,0.03476635060835881,242,359,0.02791860927463994,0.03112862265550368,-0.003210013380863741,0.06382751835349025,6,5,0.0017001433759549905,0.033426932766034,-0.0017064689489127496,0.033179059330106425,False,False
REF_VS_PRE6,ref_taker_buy_ratio,-0.004209154671757753,0.1900470414602028,-0.0005483861447095895,0.0277198508264924,-0.0024195847937230064,0.15776631690022253,-0.0042432315557047184,0.22670944853042632,-0.0016498689887898266,0.1286929657045425,0.00485368608769543,0.25031141403211166,242,359,0.4954770398650098,0.4966287518659098,-0.0011517120009000292,0.060776414058450696,6,5,0.0019470827794555445,0.06880004785178255,0.0014838469970079315,0.06776868627668482,False,False
UPPER_PARTICIPATION,nearH10_quotevol_share,0.017641741994242968,0.2564711982315353,-0.011580135148612614,0.1550859590585366,-0.015645590345479216,0.20729874128097142,0.008286197061298697,0.09197169000696354,0.0076684919032774385,0.09640903864731006,0.010407871996405374,0.11999074380781533,242,359,0.09877129228215277,0.10318201728791938,-0.004410725005766614,0.05683056429332047,6,2,1.9056341028972357e-05,0.00024304812137630145,0.01672450302211738,0.2690098342714791,False,False
UPPER_PARTICIPATION,nearH05_trades_share,-0.006670328042406859,0.1821855305852263,0.001236309842111566,0.03157840286748225,-0.0017791802103949428,0.05162885480834204,0.0015968825290457594,0.02754035943661787,0.0037366830760783634,0.08184277133233739,0.01370306172615518,0.33306273891168237,242,359,0.05570481353945021,0.05379050620142378,0.0019143073380264303,0.04521270608438337,6,4,0.003980150217834613,0.09204181385485224,0.0005072693450975108,0.012481469143611463,False,False
REF_VS_PRE6,ref_minus_pre6_taker_buy_ratio,-0.006347142163615788,0.20599212588775148,-0.0006632972952356764,0.023168017049508844,-0.005058300735402088,0.20211665168652096,-2.5922774623654554e-05,0.0011503373439981457,-0.003968439951665986,0.16705870104314943,-0.0010138985383462973,0.03164671008087258,242,359,0.0022198509015289303,0.003237186008247961,-0.0010173351067190306,0.034453416080890635,6,6,0.006510498463002362,0.21303272700334888,-0.0034353032268476247,0.10242001466890817,False,False
PREFILL_PARTICIPATION,prefill_lastbar_quotevol_vs_refavg,0.1869016431747179,0.17171405144558471,0.2199020571954986,0.2179494316293917,0.2766374050300917,0.29676427125932103,-0.3177076013077147,0.2581206993131481,-0.08229293759593692,0.13944365255057656,0.01653875137685379,0.022277557896841348,203,314,1.1705849144306673,1.1397195061913874,0.030865408239279857,0.03261234700386283,6,4,0.08860667040423531,0.11374482113736775,0.03824688514952368,0.0470086180361891,False,False
LATE_REF,ref_last60_quotevol_vs_prior300,0.14243969514950217,0.16040818678497842,-0.12404173937796403,0.15148633575643697,-0.06665862344161155,0.08481184370515325,-0.18260037645621008,0.24794355037230004,-0.007984192630231757,0.012351955107187515,0.28021773919938986,0.22709944450707306,242,359,1.2971204904628135,1.319159416231596,-0.022038925768782525,0.02585317725349436,6,4,0.15151283692250583,0.2789396597269667,0.16209471864718838,0.13600772159530722,False,False
PREFILL_PARTICIPATION,prefill_taker_buy_ratio,-0.006183520697049083,0.1911162371323004,-0.0024413439333337283,0.10687553333616696,0.0016275966584983204,0.06288983439125236,0.0015203245422632516,0.08173729624981058,0.0036304010938565945,0.16310755452832484,-0.003682573214758622,0.136400756024479,203,314,0.5040436445637693,0.5035215421317489,0.0005221024320203327,0.021231383276260327,6,3,0.008482318067517314,0.19664867601867514,0.005352262830563781,0.15380116302927502,False,False
UPPER_PARTICIPATION,nearH10_trades_share,0.014691831678075612,0.23584474939546904,-0.020365049981856856,0.30347092144165394,-0.013976670688180745,0.21220354216946005,0.006373596789354244,0.07209116830058077,0.008100211230337759,0.11202805613579953,0.008526712164817485,0.10324540910599461,242,359,0.09604291394084563,0.09756326418662394,-0.0015203502457783041,0.020696830690424918,6,2,-0.005432527152639505,0.06821687370418589,0.0037909625619899218,0.06844671216537657,False,False
LATE_REF,ref_last30_quotevol_vs_prior330,0.09153049161931226,0.09343872254386347,-0.2325552552323331,0.31570049595883004,0.13466618360709193,0.12689966122455304,-0.07037729589774266,0.08154913852994447,-0.12123569356474317,0.18477395333474092,0.04135195562402805,0.03335262117251352,242,359,1.2488607167198795,1.2662889700658628,-0.017428253345983302,0.018471803145971008,6,3,0.12893905673038242,0.2255260259765362,0.22657850089311893,0.1602313755263023,False,False
LATE_REF,ref_last60_trades_vs_prior300,0.20379925302970725,0.2786214563034547,-0.013400492087131344,0.019965995685293714,0.01485373371961174,0.0211970550894346,-0.1609364150011212,0.23998866374580646,-0.005850061519130145,0.010950877029423557,0.11090818110836076,0.11087925400122577,242,359,1.282102768028297,1.295741252065734,-0.01363848403743706,0.01779984657495043,6,3,0.16482230230033867,0.325999339424181,0.10352991598872907,0.10842885288657012,False,False
UPPER_PARTICIPATION,nearH05_quotevol_share,-0.006317644421469093,0.1670636340234309,-0.00022209040228967497,0.004687175637379428,-0.0040529938564013365,0.10790186263527304,-4.6928904754856005e-06,7.670175019682173e-05,0.004908826440993552,0.0968380683094079,0.015620437034950821,0.34415767379230106,242,359,0.058811115856134674,0.058056715198234,0.0007544006579006737,0.01536099847257344,6,2,0.005129461911944876,0.11246435592493663,0.004032836578864954,0.08319414957617104,False,False
LATE_REF,ref_last30_trades_vs_prior330,0.1489937184107557,0.1845926736837118,-0.15048766687907345,0.2595251034515281,0.14661915476365217,0.16468508086480677,-0.016237834908543247,0.02165210617798773,-0.12084083637878273,0.2060021945094516,0.030755478765082556,0.030662272678400364,242,359,1.2243330671976742,1.2354200050154929,-0.011086937817818665,0.013774624306601965,6,3,0.12771355032738496,0.241040982760531,0.2571242903498283,0.21630219995453226,False,False
LATE_REF,ref_last60_taker_buy_ratio,-0.00844382783266856,0.2334150284175269,-0.0044414151318925565,0.12465929815586861,0.0038500094751567904,0.14067100513005354,0.005393023728260449,0.21287676982981854,-0.00942104458240478,0.2488142556446839,0.001207007571130847,0.03176344605102687,242,359,0.5008280737702007,0.5010689024400639,-0.00024082866986319118,0.007094900410971672,6,3,0.006938517496883012,0.13789217507986676,-0.0005741734111813779,0.012209904916277966,False,False
