partition,side,source,anchor_date_utc,execution_end,entry_ts,entry_px,confirmation_bar_start,H,L,R,entry_level,stop_level,target_level,touch_elapsed_min,candidate_id,exit_ts,exit_px,exit_reason,pnl,priority,accepted,blocked_by,structural_outcome,structural_h2_ts,full_mfe_R,full_mae_R,pre_h2_mfe_R,pre_h2_mae_R,post_h2_extension_R,e10_reached,e20_reached,e30_reached,e50_reached,first_e10_ts,first_e20_ts,first_e30_ts,first_e50_ts,e20_before_or_at_exit,e20_after_exit,execution_end_open,execution_end_return_R,economic_label
external,SHORT,SHORT_2000,2020-06-16,2020-06-17 08:00:00+00:00,2020-06-17 03:20:00+00:00,16.335,2020-06-17 03:15:00+00:00,16.447,16.319,0.1280000000000001,16.3382,16.4022,16.2934,105.0,external|SHORT|SHORT_2000|2020-06-17T03:20:00+00:00,2020-06-17 04:10:00+00:00,16.423,CLOSE_INVALIDATION_F65,-3.093602693602637,2,True,,OPPOSITE_BREAK,2020-06-17 04:15:00+00:00,0.015625000000019082,1.9453124999999887,,,,False,False,False,False,,,,,False,False,16.492,-1.2265624999999991,LOSS
external,SHORT,SHORT_2000,2020-06-25,2020-06-26 08:00:00+00:00,2020-06-26 03:00:00+00:00,15.855,2020-06-26 02:55:00+00:00,16.037,15.837,0.1999999999999993,15.867,15.967,15.797,85.0,external|SHORT|SHORT_2000|2020-06-26T03:00:00+00:00,2020-06-26 04:00:00+00:00,15.797,TP_E20_DOWN,1.4290760012614203,2,True,,H2,2020-06-26 03:00:00+00:00,1.3000000000000036,0.17500000000000132,,,1.2099999999999997,True,True,True,True,2020-06-26 03:00:00+00:00,2020-06-26 04:00:00+00:00,2020-06-26 06:00:00+00:00,2020-06-26 07:00:00+00:00,True,False,15.642,1.0650000000000086,WIN
external,LONG,ALT_0330,2020-07-07,2020-07-07 15:30:00+00:00,2020-07-07 09:15:00+00:00,16.346,2020-07-07 09:10:00+00:00,16.4,16.02,0.379999999999999,16.343,16.153,16.476,10.0,external|LONG|ALT_0330|2020-07-07T09:15:00+00:00,2020-07-07 10:55:00+00:00,16.476,TP_E20,3.576508014193025,0,True,,H2,2020-07-07 10:35:00+00:00,1.4026315789473753,0.29736842105263117,0.06315789473684466,0.29736842105263117,1.2605263157894842,True,True,True,True,2020-07-07 10:50:00+00:00,2020-07-07 10:55:00+00:00,2020-07-07 11:15:00+00:00,2020-07-07 13:35:00+00:00,True,False,16.793,1.176315789473685,WIN
external,SHORT,SHORT_2000,2020-07-12,2020-07-13 08:00:00+00:00,2020-07-13 01:45:00+00:00,18.049,2020-07-13 01:40:00+00:00,18.386,18.0,0.3859999999999992,18.0579,18.2509,17.9228,10.0,external|SHORT|SHORT_2000|2020-07-13T01:45:00+00:00,2020-07-13 02:10:00+00:00,17.9228,TP_E20_DOWN,3.096038561693171,2,True,,H2,2020-07-13 02:05:00+00:00,0.6450777202072521,0.3911917098445599,0.0621761658031113,0.14766839378238933,0.518134715025906,True,True,True,True,2020-07-13 02:10:00+00:00,2020-07-13 02:10:00+00:00,2020-07-13 02:10:00+00:00,2020-07-13 02:10:00+00:00,True,False,18.168,-0.30829015544041455,WIN
external,SHORT,SHORT_2000,2020-07-23,2020-07-24 08:00:00+00:00,2020-07-24 04:55:00+00:00,18.51,2020-07-24 04:50:00+00:00,18.89,18.472,0.4179999999999992,18.5347,18.7437,18.3884,200.0,external|SHORT|SHORT_2000|2020-07-24T04:55:00+00:00,2020-07-24 05:00:00+00:00,18.3884,TP_E20_DOWN,2.884710967044857,2,True,,H2,2020-07-24 05:00:00+00:00,0.626794258373208,0.10287081339712761,0.0454545454545501,0.10287081339712761,0.5358851674641163,True,True,True,True,2020-07-24 05:00:00+00:00,2020-07-24 05:00:00+00:00,2020-07-24 05:00:00+00:00,2020-07-24 06:40:00+00:00,True,False,18.421,0.21291866028708697,WIN
external,SHORT,SHORT_2000,2020-07-28,2020-07-29 08:00:00+00:00,2020-07-29 04:50:00+00:00,20.105,2020-07-29 04:45:00+00:00,20.554,20.047,0.5069999999999979,20.12305,20.37655,19.9456,195.0,external|SHORT|SHORT_2000|2020-07-29T04:50:00+00:00,2020-07-29 08:00:00+00:00,20.123,TIME_EXIT_SESSION_END,-0.8476498383486627,2,True,,H2,2020-07-29 04:55:00+00:00,0.12426035502958402,0.2149901380670585,0.05719921104536496,0.011834319526627717,0.009861932938854095,False,False,False,False,,,,,False,False,20.123,-0.03550295857988315,LOSS
external,LONG,RAW_0530,2020-08-25,2020-08-25 17:30:00+00:00,2020-08-25 11:20:00+00:00,22.416,2020-08-25 11:15:00+00:00,22.495,21.975,0.5199999999999996,22.417,22.157,22.599,15.0,external|LONG|RAW_0530|2020-08-25T11:20:00+00:00,2020-08-25 12:40:00+00:00,22.113,CLOSE_INVALIDATION_F35,-7.158565310492515,1,True,,OPPOSITE_BREAK,2020-08-25 14:00:00+00:00,0.13076923076923355,2.723076923076926,,,,False,False,False,False,,,,,False,False,21.262,-2.2192307692307707,LOSS
external,LONG,RAW_0530,2020-09-04,2020-09-04 17:30:00+00:00,2020-09-04 12:20:00+00:00,21.379,2020-09-04 12:15:00+00:00,21.6,19.7,1.900000000000002,21.315,20.365,21.98,75.0,external|LONG|RAW_0530|2020-09-04T12:20:00+00:00,2020-09-04 14:45:00+00:00,20.193,CLOSE_INVALIDATION_F35,-28.137499415314117,1,True,,H2,2020-09-04 13:20:00+00:00,0.24421052631578852,1.2115789473684195,0.06263157894736823,0.07789473684210502,0.12789473684210437,True,False,False,False,2020-09-04 13:30:00+00:00,,,,False,False,20.631,-0.39368421052631597,LOSS
external,SHORT,SHORT_2000,2020-11-17,2020-11-18 08:00:00+00:00,2020-11-18 03:50:00+00:00,28.364,2020-11-18 03:45:00+00:00,28.84,28.301,0.5390000000000015,28.38185,28.65135,28.1932,135.0,external|SHORT|SHORT_2000|2020-11-18T03:50:00+00:00,2020-11-18 05:35:00+00:00,28.1932,TP_E20_DOWN,2.610858835143182,2,True,,H2,2020-11-18 05:30:00+00:00,2.1539888682745794,0.5825602968460096,0.04452690166976038,0.5825602968460096,2.0371057513914583,True,True,True,True,2020-11-18 05:35:00+00:00,2020-11-18 05:35:00+00:00,2020-11-18 05:35:00+00:00,2020-11-18 05:35:00+00:00,True,False,28.269,0.17625231910946595,WIN
external,LONG,ALT_0330,2020-11-25,2020-11-25 15:30:00+00:00,2020-11-25 10:55:00+00:00,33.575,2020-11-25 10:50:00+00:00,33.77,32.319,1.4510000000000003,33.552350000000004,32.82685,34.0602,110.0,external|LONG|ALT_0330|2020-11-25T10:55:00+00:00,2020-11-25 11:25:00+00:00,34.0602,TP_E20,6.82561429635149,0,True,,H2,2020-11-25 11:05:00+00:00,0.34665747760165405,0.5685733976567903,0.08890420399724173,0.04066161268091288,0.2122674017918675,True,True,False,False,2020-11-25 11:10:00+00:00,2020-11-25 11:25:00+00:00,,,True,False,33.276,-0.20606478290833868,WIN
external,SHORT,SHORT_2000,2020-12-03,2020-12-04 08:00:00+00:00,2020-12-04 04:25:00+00:00,30.415,2020-12-04 04:20:00+00:00,31.16,30.308,0.8520000000000003,30.4358,30.8618,30.1376,170.0,external|SHORT|SHORT_2000|2020-12-04T04:25:00+00:00,2020-12-04 08:00:00+00:00,30.243,TIME_EXIT_SESSION_END,2.4275521946408145,2,True,,H2,2020-12-04 05:50:00+00:00,0.2605633802816874,0.12910798122065656,0.11384976525821329,0.12910798122065656,0.13497652582159436,True,False,False,False,2020-12-04 06:00:00+00:00,,,,False,False,30.243,0.2018779342723011,WIN
external,LONG,RAW_0530,2020-12-14,2020-12-14 17:30:00+00:00,2020-12-14 14:00:00+00:00,29.164,2020-12-14 13:55:00+00:00,29.201,28.69,0.5109999999999992,29.12435,28.86885,29.3032,175.0,external|LONG|RAW_0530|2020-12-14T14:00:00+00:00,2020-12-14 15:05:00+00:00,29.4565,LIVE_FLOOR_TOUCH,4.61474420518444,1,True,,H2,2020-12-14 14:05:00+00:00,1.61643835616438,0.1780821917808243,0.0019569471624220564,0.10567514677104134,1.5440313111545971,True,True,True,True,2020-12-14 14:15:00+00:00,2020-12-14 14:45:00+00:00,2020-12-14 14:45:00+00:00,2020-12-14 14:50:00+00:00,True,False,29.874,1.389432485322893,WIN
external,LONG,RAW_0530,2021-01-07,2021-01-07 17:30:00+00:00,2021-01-07 11:55:00+00:00,43.978,2021-01-07 11:50:00+00:00,44.208,42.154,2.053999999999995,43.8999,42.8729,44.6188,50.0,external|LONG|RAW_0530|2021-01-07T11:55:00+00:00,2021-01-07 16:15:00+00:00,44.4134,LIVE_FLOOR_TOUCH,4.550202373914192,1,True,,H2,2021-01-07 12:00:00+00:00,0.46251217137292994,0.12560856864654493,0.05793573515092506,0.058909444985395576,0.35053554040895846,True,True,True,False,2021-01-07 15:00:00+00:00,2021-01-07 16:00:00+00:00,2021-01-07 16:00:00+00:00,,True,False,44.073,0.04625121713729265,WIN
external,LONG,ALT_0330,2021-01-07,2021-01-07 15:30:00+00:00,2021-01-07 12:00:00+00:00,43.923,2021-01-07 11:55:00+00:00,44.208,41.88,2.327999999999996,43.8588,42.6948,44.6736,175.0,external|LONG|ALT_0330|2021-01-07T12:00:00+00:00,2021-01-07 15:30:00+00:00,44.22,TIME_EXIT_EXEC_END,2.9809166040570383,0,False,external|LONG|RAW_0530|2021-01-07T11:55:00+00:00,H2,2021-01-07 12:00:00+00:00,0.24742268041237178,0.08719931271477806,,,0.12500000000000192,True,False,False,False,2021-01-07 15:00:00+00:00,,,,False,False,44.22,0.12757731958762783,WIN
external,LONG,ALT_0330,2021-01-08,2021-01-08 15:30:00+00:00,2021-01-08 09:20:00+00:00,42.696,2021-01-08 09:15:00+00:00,42.876,41.071,1.805,42.60525,41.70275,43.237,15.0,external|LONG|ALT_0330|2021-01-08T09:20:00+00:00,2021-01-08 10:40:00+00:00,43.237,TP_E20,5.935488101929853,0,True,,H2,2021-01-08 09:35:00+00:00,0.4891966759002785,0.44875346260387544,0.07922437673130232,0.12797783933517703,0.38947368421052797,True,True,True,False,2021-01-08 10:35:00+00:00,2021-01-08 10:40:00+00:00,2021-01-08 10:45:00+00:00,,True,False,42.12,-0.31911357340720253,WIN
external,LONG,ALT_0330,2021-01-11,2021-01-11 15:30:00+00:00,2021-01-11 10:30:00+00:00,39.785,2021-01-11 10:25:00+00:00,40.236,36.8,3.436,39.7206,38.0026,40.9232,85.0,external|LONG|ALT_0330|2021-01-11T10:30:00+00:00,2021-01-11 13:55:00+00:00,37.854,CLOSE_INVALIDATION_F35,-24.66794017845918,0,True,,OPPOSITE_BREAK,2021-01-11 14:10:00+00:00,0.03346915017462223,1.0433643771827688,,,,False,False,False,False,,,,,False,False,37.289,-0.726426076833526,LOSS
external,LONG,ALT_0330,2021-01-29,2021-01-29 15:30:00+00:00,2021-01-29 09:15:00+00:00,43.274,2021-01-29 09:10:00+00:00,43.5,41.837,1.6629999999999967,43.25055,42.41905,43.8326,10.0,external|LONG|ALT_0330|2021-01-29T09:15:00+00:00,2021-01-29 11:25:00+00:00,43.8326,TP_E20,6.054221934648951,0,True,,H2,2021-01-29 09:25:00+00:00,0.4966927239927854,0.12387251954299668,0.0817799158147901,0.12387251954299668,0.3607937462417334,True,True,True,False,2021-01-29 11:10:00+00:00,2021-01-29 11:25:00+00:00,2021-01-29 11:35:00+00:00,,True,False,43.517,0.14612146722790292,WIN
external,SHORT,SHORT_2000,2021-02-21,2021-02-22 08:00:00+00:00,2021-02-22 03:50:00+00:00,276.544,2021-02-22 03:45:00+00:00,299.34,275.0,24.33999999999997,278.651,290.821,270.132,135.0,external|SHORT|SHORT_2000|2021-02-22T03:50:00+00:00,2021-02-22 04:00:00+00:00,270.132,TP_E20_DOWN,11.19309187688029,2,True,,H2,2021-02-22 03:50:00+00:00,0.3607641741988503,0.3062448644207073,,,0.2973294987674623,True,True,False,False,2021-02-22 04:00:00+00:00,2021-02-22 04:00:00+00:00,,,True,False,278.481,-0.07958093672966368,WIN
external,LONG,RAW_0530,2021-03-03,2021-03-03 17:30:00+00:00,2021-03-03 12:55:00+00:00,253.245,2021-03-03 12:50:00+00:00,254.858,243.0,11.858000000000004,253.0793,247.1503,257.2296,110.0,external|LONG|RAW_0530|2021-03-03T12:55:00+00:00,2021-03-03 13:45:00+00:00,247.0,CLOSE_INVALIDATION_F35,-12.72995715611368,1,True,,H2,2021-03-03 12:55:00+00:00,0.1806375442739075,1.0178782256704326,,,0.044611232922920914,False,False,False,False,,,,,False,False,248.621,-0.3899477146230388,LOSS
external,SHORT,SHORT_2000,2021-03-11,2021-03-12 08:00:00+00:00,2021-03-12 02:35:00+00:00,282.6,2021-03-12 02:30:00+00:00,294.945,281.35,13.59499999999997,283.38925,290.18675,278.63100000000003,60.0,external|SHORT|SHORT_2000|2021-03-12T02:35:00+00:00,2021-03-12 04:10:00+00:00,278.63100000000003,TP_E20_DOWN,6.622292993630552,2,True,,H2,2021-03-12 04:05:00+00:00,0.4080912100036788,0.1936005884516374,0.08716439867598418,0.1936005884516374,0.31614564178006704,True,True,True,False,2021-03-12 04:10:00+00:00,2021-03-12 04:10:00+00:00,2021-03-12 04:30:00+00:00,,True,False,279.759,0.20897388745862555,WIN
external,SHORT,SHORT_2000,2021-03-14,2021-03-15 08:00:00+00:00,2021-03-15 06:15:00+00:00,262.103,2021-03-15 06:10:00+00:00,270.281,261.0,9.281000000000006,262.39215,267.03265,259.1438,280.0,external|SHORT|SHORT_2000|2021-03-15T06:15:00+00:00,2021-03-15 06:30:00+00:00,259.1438,TP_E20_DOWN,5.24510898387277,2,True,,H2,2021-03-15 06:20:00+00:00,1.3418812627949575,0.03835793556728739,0.05613619222066746,0.03835793556728739,1.223036310742376,True,True,True,True,2021-03-15 06:20:00+00:00,2021-03-15 06:30:00+00:00,2021-03-15 06:30:00+00:00,2021-03-15 07:05:00+00:00,True,False,255.281,0.7350501023596594,WIN
external,LONG,RAW_0530,2021-03-19,2021-03-19 17:30:00+00:00,2021-03-19 11:15:00+00:00,267.327,2021-03-19 11:10:00+00:00,267.987,261.055,6.932000000000016,266.9472,263.4812,269.3734,10.0,external|LONG|RAW_0530|2021-03-19T11:15:00+00:00,2021-03-19 11:35:00+00:00,268.6802,LIVE_FLOOR_TOUCH,2.130982654202596,1,True,,H2,2021-03-19 11:15:00+00:00,0.3114541257934199,0.5934795152913973,,,0.21624350836698836,True,True,False,False,2021-03-19 11:20:00+00:00,2021-03-19 11:20:00+00:00,,,True,False,265.661,-0.24033467974610398,WIN
external,LONG,ALT_0330,2021-03-26,2021-03-26 15:30:00+00:00,2021-03-26 10:55:00+00:00,247.685,2021-03-26 10:50:00+00:00,248.222,239.71,8.512,246.9452,242.6892,249.9244,110.0,external|LONG|ALT_0330|2021-03-26T10:55:00+00:00,2021-03-26 12:10:00+00:00,249.9244,TP_E20,4.120661323858976,0,True,,H2,2021-03-26 11:15:00+00:00,0.44666353383458557,0.3080357142857159,0.03418703007518759,0.08493890977443763,0.38357612781954725,True,True,True,False,2021-03-26 12:05:00+00:00,2021-03-26 12:10:00+00:00,2021-03-26 12:10:00+00:00,,True,False,247.599,-0.010103383458648111,WIN
external,LONG,RAW_0530,2021-05-05,2021-05-05 17:30:00+00:00,2021-05-05 11:20:00+00:00,649.891,2021-05-05 11:15:00+00:00,654.15,622.0,32.14999999999998,649.3275,633.2524999999999,660.5799999999999,15.0,external|LONG|RAW_0530|2021-05-05T11:20:00+00:00,2021-05-05 17:30:00+00:00,646.296,TIME_EXIT_EXEC_END,-3.165848426889983,1,True,,H2,2021-05-05 13:00:00+00:00,0.23738724727838467,0.276547433903576,0.12780715396578662,0.276547433903576,0.10491446345256764,True,False,False,False,2021-05-05 13:50:00+00:00,,,,False,False,646.296,-0.11181959564540953,LOSS
external,LONG,RAW_0530,2021-05-07,2021-05-07 17:30:00+00:00,2021-05-07 13:25:00+00:00,630.622,2021-05-07 13:20:00+00:00,632.0,620.0,12.0,630.2,624.2,634.4,140.0,external|LONG|RAW_0530|2021-05-07T13:25:00+00:00,2021-05-07 15:10:00+00:00,634.4,LIVE_FLOOR_TOUCH,2.595455280659476,1,True,,H2,2021-05-07 13:35:00+00:00,1.1981666666666702,0.20891666666666234,0.028250000000004622,0.10716666666666204,1.0833333333333333,True,True,True,True,2021-05-07 13:35:00+00:00,2021-05-07 14:50:00+00:00,2021-05-07 14:55:00+00:00,2021-05-07 15:50:00+00:00,True,False,643.433,1.0675833333333362,WIN
external,SHORT,SHORT_2000,2021-06-30,2021-07-01 08:00:00+00:00,2021-07-01 03:25:00+00:00,294.1,2021-07-01 03:20:00+00:00,304.76,293.5,11.259999999999993,295.189,300.819,291.248,110.0,external|SHORT|SHORT_2000|2021-07-01T03:25:00+00:00,2021-07-01 04:00:00+00:00,291.248,TP_E20_DOWN,4.448690921455345,2,True,,H2,2021-07-01 03:25:00+00:00,0.8880994671403203,0.1545293072824115,,,0.8348134991118991,True,True,True,True,2021-07-01 03:30:00+00:00,2021-07-01 04:00:00+00:00,2021-07-01 06:45:00+00:00,2021-07-01 06:45:00+00:00,True,False,284.31,0.8694493783303754,WIN
external,SHORT,SHORT_2000,2021-07-01,2021-07-02 08:00:00+00:00,2021-07-02 03:10:00+00:00,284.03,2021-07-02 03:05:00+00:00,290.57,282.99,7.579999999999984,284.127,287.917,281.474,95.0,external|SHORT|SHORT_2000|2021-07-02T03:10:00+00:00,2021-07-02 03:25:00+00:00,281.474,TP_E20_DOWN,4.099524698095225,2,True,,H2,2021-07-02 03:10:00+00:00,0.9960422163588352,0.054089709762536395,,,0.8588390501319267,True,True,True,True,2021-07-02 03:10:00+00:00,2021-07-02 03:25:00+00:00,2021-07-02 03:25:00+00:00,2021-07-02 03:40:00+00:00,True,False,283.09,0.12401055408970972,WIN
external,SHORT,SHORT_2000,2021-07-08,2021-07-09 08:00:00+00:00,2021-07-09 02:00:00+00:00,304.13,2021-07-09 01:55:00+00:00,317.5,301.91,15.589999999999977,304.24850000000004,312.0435,298.79200000000003,25.0,external|SHORT|SHORT_2000|2021-07-09T02:00:00+00:00,2021-07-09 05:20:00+00:00,312.18,CLOSE_INVALIDATION_F65,-13.634472100746464,2,True,,NO_H2_BY_END,,0.11096856959589614,0.5663887107119947,,,,False,False,False,False,,,,,False,False,310.27,-0.3938422065426553,LOSS
external,LONG,RAW_0530,2021-07-28,2021-07-28 17:30:00+00:00,2021-07-28 11:55:00+00:00,317.03,2021-07-28 11:50:00+00:00,318.07,308.0,10.069999999999991,316.5595,311.5245,320.084,50.0,external|LONG|RAW_0530|2021-07-28T11:55:00+00:00,2021-07-28 17:30:00+00:00,313.21,TIME_EXIT_EXEC_END,-6.4246664353531,1,True,,NO_H2_BY_END,,0.04270109235352604,0.5511420059582879,,,,False,False,False,False,,,,,False,False,313.21,-0.379344587884806,LOSS
external,SHORT,SHORT_2000,2021-09-05,2021-09-06 08:00:00+00:00,2021-09-06 02:35:00+00:00,500.2,2021-09-06 02:30:00+00:00,510.55,498.55,12.0,500.35,506.35,496.15,60.0,external|SHORT|SHORT_2000|2021-09-06T02:35:00+00:00,2021-09-06 08:00:00+00:00,505.12,TIME_EXIT_SESSION_END,-5.318032786885296,2,True,,H2,2021-09-06 02:50:00+00:00,0.24416666666666723,0.5241666666666683,0.12583333333333258,0.03166666666666629,0.10666666666666913,True,False,False,False,2021-09-06 02:50:00+00:00,,,,False,False,505.12,-0.4100000000000013,LOSS
external,LONG,RAW_0530,2021-09-06,2021-09-06 17:30:00+00:00,2021-09-06 11:15:00+00:00,507.47,2021-09-06 11:10:00+00:00,508.0,499.05,8.949999999999989,506.6575,502.1825,509.79,10.0,external|LONG|RAW_0530|2021-09-06T11:15:00+00:00,2021-09-06 11:40:00+00:00,500.99,CLOSE_INVALIDATION_F35,-6.784613868800127,1,True,,OPPOSITE_BREAK,2021-09-06 11:55:00+00:00,0.05810055865921592,2.2871508379888326,,,,False,False,False,False,,,,,False,False,498.03,-1.0547486033519629,LOSS
external,SHORT,SHORT_2000,2021-09-27,2021-09-28 08:00:00+00:00,2021-09-28 07:40:00+00:00,334.32,2021-09-28 07:35:00+00:00,343.14,333.5,9.639999999999986,334.946,339.766,331.572,365.0,external|SHORT|SHORT_2000|2021-09-28T07:40:00+00:00,2021-09-28 08:00:00+00:00,334.3,TIME_EXIT_SESSION_END,-0.3700885379277371,2,True,,H2,2021-09-28 07:45:00+00:00,0.09543568464730469,0.04668049792531009,0.05497925311203044,0.04668049792531009,0.010373443983404862,False,False,False,False,,,,,False,False,334.3,0.002074688796678614,LOSS
