tf,tolerance,transition,partition,direction,n,hi_mean,hi_median,hi_p75,hi_max,hi_ge1,hi_ge2,hi_ge3,hi_ge4,lo_mean,lo_median,lo_p75,lo_max,lo_ge1,lo_ge2,lo_ge3,lo_ge4,hi_raw_mean,hi_raw_median,hi_raw_p75,hi_raw_max,hi_raw_ge1,hi_raw_ge2,hi_raw_ge3,hi_raw_ge4,lo_raw_mean,lo_raw_median,lo_raw_p75,lo_raw_max,lo_raw_ge1,lo_raw_ge2,lo_raw_ge3,lo_raw_ge4,hi_rej_mean,hi_rej_median,hi_rej_p75,hi_rej_max,hi_rej_ge1,hi_rej_ge2,hi_rej_ge3,hi_rej_ge4,lo_rej_mean,lo_rej_median,lo_rej_p75,lo_rej_max,lo_rej_ge1,lo_rej_ge2,lo_rej_ge3,lo_rej_ge4,both_zone_bar_rate,partial_breakout_rate
15m,TOL_0.20,LONDON_TO_NEWYORK,external,BULL,225,0.9511111111111111,1.0,1.0,4,0.64,0.22666666666666666,0.07555555555555556,0.008888888888888889,0.08888888888888889,0.0,0.0,2,0.07555555555555556,0.013333333333333334,0.0,0.0,2.2044444444444444,1.0,3.0,18,0.64,0.39555555555555555,0.29333333333333333,0.21333333333333335,0.19555555555555557,0.0,0.0,8,0.07555555555555556,0.04,0.035555555555555556,0.013333333333333334,1.271111111111111,1.0,2.0,13,0.5422222222222223,0.29777777777777775,0.17777777777777778,0.1111111111111111,0.12,0.0,0.0,5,0.07555555555555556,0.02666666666666667,0.008888888888888889,0.0044444444444444444,0.013333333333333334,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,external,BEAR,165,0.15757575757575756,0.0,0.0,3,0.12121212121212122,0.030303030303030304,0.006060606060606061,0.0,0.8909090909090909,1.0,1.0,3,0.6606060606060606,0.18787878787878787,0.04242424242424243,0.0,0.2787878787878788,0.0,0.0,9,0.12121212121212122,0.048484848484848485,0.03636363636363636,0.01818181818181818,1.7515151515151515,1.0,2.0,15,0.6606060606060606,0.37575757575757573,0.21818181818181817,0.16363636363636364,0.21212121212121213,0.0,0.0,6,0.12121212121212122,0.048484848484848485,0.01818181818181818,0.012121212121212121,1.0363636363636364,1.0,2.0,8,0.5212121212121212,0.2545454545454545,0.10303030303030303,0.07272727272727272,0.01818181818181818,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,external,NO_BREAK,133,0.5939849624060151,0.0,1.0,3,0.3533834586466165,0.15789473684210525,0.08270676691729323,0.0,0.5338345864661654,0.0,1.0,4,0.2706766917293233,0.17293233082706766,0.06766917293233082,0.022556390977443608,1.5714285714285714,0.0,2.0,21,0.3533834586466165,0.2556390977443609,0.17293233082706766,0.13533834586466165,1.1353383458646618,0.0,1.0,15,0.2706766917293233,0.21804511278195488,0.18796992481203006,0.13533834586466165,1.0150375939849625,0.0,1.0,8,0.3533834586466165,0.21052631578947367,0.16541353383458646,0.12030075187969924,0.8872180451127819,0.0,1.0,12,0.2706766917293233,0.20300751879699247,0.15789473684210525,0.09774436090225563,0.015037593984962405,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,development,BULL,322,0.906832298136646,1.0,1.0,5,0.6614906832298136,0.18012422360248448,0.055900621118012424,0.006211180124223602,0.35403726708074534,0.0,1.0,4,0.2732919254658385,0.062111801242236024,0.015527950310559006,0.003105590062111801,1.9099378881987579,1.0,3.0,18,0.6614906832298136,0.40372670807453415,0.2795031055900621,0.16459627329192547,0.7670807453416149,0.0,1.0,11,0.2732919254658385,0.17701863354037267,0.11490683229813664,0.07763975155279502,1.0093167701863355,1.0,1.0,7,0.5217391304347826,0.2484472049689441,0.13354037267080746,0.06521739130434782,0.5372670807453416,0.0,1.0,8,0.2701863354037267,0.13975155279503104,0.06832298136645963,0.031055900621118012,0.08385093167701864,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,development,BEAR,358,0.3240223463687151,0.0,1.0,3,0.26256983240223464,0.05307262569832402,0.008379888268156424,0.0,0.835195530726257,1.0,1.0,4,0.6480446927374302,0.14804469273743018,0.036312849162011177,0.002793296089385475,0.659217877094972,0.0,1.0,11,0.26256983240223464,0.16201117318435754,0.09497206703910614,0.04748603351955307,1.8435754189944134,1.0,3.0,14,0.6480446927374302,0.4301675977653631,0.2737430167597765,0.16759776536312848,0.4664804469273743,0.0,1.0,8,0.2569832402234637,0.11731843575418995,0.05027932960893855,0.019553072625698324,1.005586592178771,1.0,2.0,8,0.5027932960893855,0.2541899441340782,0.13966480446927373,0.06424581005586592,0.08100558659217877,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,development,NO_BREAK,102,1.0196078431372548,1.0,2.0,4,0.5980392156862745,0.3235294117647059,0.08823529411764706,0.00980392156862745,0.8529411764705882,0.0,1.0,5,0.4411764705882353,0.24509803921568626,0.11764705882352941,0.0392156862745098,2.3137254901960786,1.0,3.0,13,0.5980392156862745,0.47058823529411764,0.35294117647058826,0.23529411764705882,1.9803921568627452,0.0,3.0,17,0.4411764705882353,0.28431372549019607,0.27450980392156865,0.21568627450980393,1.7156862745098038,1.0,3.0,8,0.5784313725490197,0.4019607843137255,0.30392156862745096,0.18627450980392157,1.3823529411764706,0.0,2.0,10,0.4411764705882353,0.27450980392156865,0.22549019607843138,0.16666666666666666,0.029411764705882353,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BULL,185,0.972972972972973,1.0,1.0,4,0.6756756756756757,0.20540540540540542,0.07027027027027027,0.021621621621621623,0.4,0.0,1.0,3,0.2918918918918919,0.0972972972972973,0.010810810810810811,0.0,2.1621621621621623,1.0,3.0,14,0.6756756756756757,0.4594594594594595,0.32432432432432434,0.23783783783783785,0.827027027027027,0.0,1.0,7,0.2918918918918919,0.22702702702702704,0.15675675675675677,0.08108108108108109,1.1567567567567567,1.0,2.0,7,0.5567567567567567,0.3081081081081081,0.17297297297297298,0.08108108108108109,0.6324324324324324,0.0,1.0,6,0.2918918918918919,0.1891891891891892,0.0972972972972973,0.032432432432432434,0.11351351351351352,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,BEAR,197,0.3299492385786802,0.0,1.0,2,0.2893401015228426,0.04060913705583756,0.0,0.0,0.8477157360406091,1.0,1.0,4,0.6548223350253807,0.13705583756345177,0.04060913705583756,0.015228426395939087,0.5482233502538071,0.0,1.0,6,0.2893401015228426,0.14720812182741116,0.06091370558375635,0.030456852791878174,1.9086294416243654,1.0,3.0,17,0.6548223350253807,0.41624365482233505,0.29441624365482233,0.17258883248730963,0.4213197969543147,0.0,1.0,4,0.27918781725888325,0.116751269035533,0.02030456852791878,0.005076142131979695,1.015228426395939,0.0,1.0,10,0.48223350253807107,0.2436548223350254,0.1065989847715736,0.06598984771573604,0.1218274111675127,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,29,1.1724137931034482,1.0,2.0,5,0.6896551724137931,0.27586206896551724,0.10344827586206896,0.06896551724137931,1.4482758620689655,1.0,2.0,4,0.6896551724137931,0.41379310344827586,0.2413793103448276,0.10344827586206896,3.1724137931034484,1.0,3.0,19,0.6896551724137931,0.4827586206896552,0.3103448275862069,0.2413793103448276,4.068965517241379,3.0,6.0,17,0.6896551724137931,0.5862068965517241,0.5517241379310345,0.4482758620689655,1.9310344827586208,1.0,3.0,9,0.6896551724137931,0.4482758620689655,0.27586206896551724,0.1724137931034483,2.413793103448276,2.0,4.0,8,0.6896551724137931,0.5517241379310345,0.4827586206896552,0.3103448275862069,0.06896551724137931,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,august,BULL,9,1.1111111111111112,1.0,1.0,2,1.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,1.0,1,0.3333333333333333,0.0,0.0,0.0,3.0,2.0,4.0,6,1.0,0.8888888888888888,0.4444444444444444,0.3333333333333333,1.3333333333333333,0.0,2.0,8,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,1.3333333333333333,1.0,2.0,3,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.7777777777777778,0.0,2.0,3,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.1111111111111111,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,august,BEAR,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,2.0,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
15m,TOL_0.20,LONDON_TO_NEWYORK,august,NO_BREAK,2,1.5,1.5,1.75,2,1.0,0.5,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,3.5,3.5,3.75,4,1.0,1.0,1.0,0.5,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,3.0,3.0,3.5,4,1.0,1.0,0.5,0.5,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.10,ASIA_TO_LONDON,external,BULL,166,0.4397590361445783,0.0,1.0,2,0.39759036144578314,0.04216867469879518,0.0,0.0,0.05421686746987952,0.0,0.0,1,0.05421686746987952,0.0,0.0,0.0,0.5903614457831325,0.0,1.0,5,0.39759036144578314,0.12650602409638553,0.04819277108433735,0.012048192771084338,0.060240963855421686,0.0,0.0,2,0.05421686746987952,0.006024096385542169,0.0,0.0,0.4819277108433735,0.0,1.0,5,0.3433734939759036,0.09036144578313253,0.030120481927710843,0.012048192771084338,0.060240963855421686,0.0,0.0,2,0.05421686746987952,0.006024096385542169,0.0,0.0,0.0,0.12048192771084337
1h,TOL_0.10,ASIA_TO_LONDON,external,BEAR,146,0.0684931506849315,0.0,0.0,1,0.0684931506849315,0.0,0.0,0.0,0.3972602739726027,0.0,1.0,2,0.3835616438356164,0.0136986301369863,0.0,0.0,0.08904109589041095,0.0,0.0,2,0.0684931506849315,0.02054794520547945,0.0,0.0,0.5068493150684932,0.0,1.0,5,0.3835616438356164,0.08904109589041095,0.02054794520547945,0.00684931506849315,0.0821917808219178,0.0,0.0,2,0.0684931506849315,0.0136986301369863,0.0,0.0,0.4041095890410959,0.0,1.0,4,0.3150684931506849,0.0684931506849315,0.0136986301369863,0.00684931506849315,0.0273972602739726,0.0684931506849315
1h,TOL_0.10,ASIA_TO_LONDON,external,NO_BREAK,211,0.4075829383886256,0.0,1.0,3,0.33175355450236965,0.07109004739336493,0.004739336492890996,0.0,0.44549763033175355,0.0,1.0,3,0.33649289099526064,0.10426540284360189,0.004739336492890996,0.0,0.6303317535545023,0.0,1.0,5,0.33175355450236965,0.17535545023696683,0.08530805687203792,0.02843601895734597,0.7251184834123223,0.0,1.0,5,0.33649289099526064,0.2037914691943128,0.12322274881516587,0.04265402843601896,0.5734597156398105,0.0,1.0,5,0.3222748815165877,0.16587677725118483,0.061611374407582936,0.018957345971563982,0.6445497630331753,0.0,1.0,5,0.33649289099526064,0.1848341232227488,0.09004739336492891,0.02843601895734597,0.018957345971563982,0.0
1h,TOL_0.10,ASIA_TO_LONDON,development,BULL,220,0.4863636363636364,0.0,1.0,2,0.44545454545454544,0.04090909090909091,0.0,0.0,0.1,0.0,0.0,2,0.09545454545454546,0.004545454545454545,0.0,0.0,0.6818181818181818,0.0,1.0,5,0.44545454545454544,0.16363636363636364,0.045454545454545456,0.022727272727272728,0.1409090909090909,0.0,0.0,3,0.09545454545454546,0.03636363636363636,0.00909090909090909,0.0,0.5454545454545454,0.0,1.0,4,0.38636363636363635,0.11818181818181818,0.03636363636363636,0.004545454545454545,0.12727272727272726,0.0,0.0,3,0.08636363636363636,0.031818181818181815,0.00909090909090909,0.0,0.0,0.07727272727272727
1h,TOL_0.10,ASIA_TO_LONDON,development,BEAR,172,0.11627906976744186,0.0,0.0,2,0.11046511627906977,0.005813953488372093,0.0,0.0,0.43023255813953487,0.0,1.0,2,0.4069767441860465,0.023255813953488372,0.0,0.0,0.1686046511627907,0.0,0.0,3,0.11046511627906977,0.040697674418604654,0.01744186046511628,0.0,0.6686046511627907,0.0,1.0,4,0.4069767441860465,0.16279069767441862,0.06976744186046512,0.029069767441860465,0.1511627906976744,0.0,0.0,3,0.10465116279069768,0.040697674418604654,0.005813953488372093,0.0,0.5058139534883721,0.0,1.0,4,0.3430232558139535,0.11627906976744186,0.03488372093023256,0.011627906976744186,0.005813953488372093,0.040697674418604654
1h,TOL_0.10,ASIA_TO_LONDON,development,NO_BREAK,390,0.4256410256410256,0.0,1.0,3,0.35384615384615387,0.06923076923076923,0.002564102564102564,0.0,0.44358974358974357,0.0,1.0,3,0.35128205128205126,0.08205128205128205,0.010256410256410256,0.0,0.7153846153846154,0.0,1.0,6,0.35384615384615387,0.20512820512820512,0.09743589743589744,0.035897435897435895,0.7384615384615385,0.0,1.0,6,0.35128205128205126,0.19230769230769232,0.11282051282051282,0.06153846153846154,0.6,0.0,1.0,5,0.3435897435897436,0.17692307692307693,0.06153846153846154,0.015384615384615385,0.6358974358974359,0.0,1.0,5,0.3435897435897436,0.17435897435897435,0.08717948717948718,0.023076923076923078,0.015384615384615385,0.0
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BULL,114,0.4824561403508772,0.0,1.0,2,0.47368421052631576,0.008771929824561403,0.0,0.0,0.06140350877192982,0.0,0.0,1,0.06140350877192982,0.0,0.0,0.0,0.6403508771929824,0.0,1.0,3,0.47368421052631576,0.14035087719298245,0.02631578947368421,0.0,0.07894736842105263,0.0,0.0,2,0.06140350877192982,0.017543859649122806,0.0,0.0,0.4298245614035088,0.0,1.0,3,0.35964912280701755,0.06140350877192982,0.008771929824561403,0.0,0.07894736842105263,0.0,0.0,2,0.06140350877192982,0.017543859649122806,0.0,0.0,0.017543859649122806,0.043859649122807015
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,BEAR,114,0.13157894736842105,0.0,0.0,3,0.11403508771929824,0.008771929824561403,0.008771929824561403,0.0,0.5263157894736842,0.0,1.0,2,0.4824561403508772,0.043859649122807015,0.0,0.0,0.15789473684210525,0.0,0.0,3,0.11403508771929824,0.03508771929824561,0.008771929824561403,0.0,0.7631578947368421,0.0,1.0,5,0.4824561403508772,0.19298245614035087,0.05263157894736842,0.02631578947368421,0.13157894736842105,0.0,0.0,3,0.10526315789473684,0.017543859649122806,0.008771929824561403,0.0,0.5175438596491229,0.0,1.0,3,0.39473684210526316,0.10526315789473684,0.017543859649122806,0.0,0.017543859649122806,0.08771929824561403
1h,TOL_0.10,ASIA_TO_LONDON,reference_validation,NO_BREAK,183,0.4262295081967213,0.0,1.0,2,0.36065573770491804,0.06557377049180328,0.0,0.0,0.3989071038251366,0.0,1.0,2,0.34972677595628415,0.04918032786885246,0.0,0.0,0.6994535519125683,0.0,1.0,5,0.36065573770491804,0.22404371584699453,0.08196721311475409,0.0273224043715847,0.6666666666666666,0.0,1.0,5,0.34972677595628415,0.18579234972677597,0.07650273224043716,0.03278688524590164,0.6120218579234973,0.0,1.0,5,0.3551912568306011,0.18579234972677597,0.0546448087431694,0.01092896174863388,0.5027322404371585,0.0,1.0,4,0.34972677595628415,0.12568306010928962,0.02185792349726776,0.00546448087431694,0.00546448087431694,0.0
1h,TOL_0.10,ASIA_TO_LONDON,august,BULL,5,0.4,0.0,1.0,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.10,ASIA_TO_LONDON,august,BEAR,3,0.3333333333333333,0.0,0.5,1,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,1.0,2,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
1h,TOL_0.10,ASIA_TO_LONDON,august,NO_BREAK,6,0.3333333333333333,0.0,0.75,1,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,1.0,2,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.75,3,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.8333333333333334,0.5,1.75,2,0.5,0.3333333333333333,0.0,0.0,0.5,0.0,0.75,2,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.5,1.0,1,0.5,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BULL,200,0.415,0.0,1.0,2,0.38,0.035,0.0,0.0,0.065,0.0,0.0,1,0.065,0.0,0.0,0.0,0.57,0.0,1.0,4,0.38,0.13,0.05,0.01,0.09,0.0,0.0,2,0.065,0.025,0.0,0.0,0.5,0.0,1.0,4,0.34,0.11,0.045,0.005,0.08,0.0,0.0,2,0.065,0.015,0.0,0.0,0.02,0.045
1h,TOL_0.10,LONDON_TO_NEWYORK,external,BEAR,150,0.10666666666666667,0.0,0.0,1,0.10666666666666667,0.0,0.0,0.0,0.38,0.0,1.0,2,0.35333333333333333,0.02666666666666667,0.0,0.0,0.12666666666666668,0.0,0.0,2,0.10666666666666667,0.02,0.0,0.0,0.5266666666666666,0.0,1.0,4,0.35333333333333333,0.12,0.03333333333333333,0.02,0.12,0.0,0.0,2,0.10666666666666667,0.013333333333333334,0.0,0.0,0.4666666666666667,0.0,1.0,4,0.31333333333333335,0.1,0.03333333333333333,0.02,0.013333333333333334,0.013333333333333334
1h,TOL_0.10,LONDON_TO_NEWYORK,external,NO_BREAK,173,0.41040462427745666,0.0,1.0,3,0.3352601156069364,0.06936416184971098,0.005780346820809248,0.0,0.3988439306358382,0.0,1.0,2,0.3352601156069364,0.06358381502890173,0.0,0.0,0.7225433526011561,0.0,1.0,7,0.3352601156069364,0.1676300578034682,0.10982658959537572,0.05202312138728324,0.6878612716763006,0.0,1.0,6,0.3352601156069364,0.1907514450867052,0.10982658959537572,0.028901734104046242,0.5838150289017341,0.0,1.0,5,0.3352601156069364,0.14450867052023122,0.06936416184971098,0.028901734104046242,0.653179190751445,0.0,1.0,6,0.3352601156069364,0.1791907514450867,0.09826589595375723,0.023121387283236993,0.011560693641618497,0.0
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BULL,292,0.4041095890410959,0.0,1.0,2,0.3664383561643836,0.03767123287671233,0.0,0.0,0.2226027397260274,0.0,0.0,2,0.21575342465753425,0.00684931506849315,0.0,0.0,0.6061643835616438,0.0,1.0,5,0.3664383561643836,0.1506849315068493,0.06164383561643835,0.02054794520547945,0.3082191780821918,0.0,0.0,3,0.21575342465753425,0.07534246575342465,0.017123287671232876,0.0,0.4623287671232877,0.0,1.0,5,0.3082191780821918,0.10616438356164383,0.03424657534246575,0.00684931506849315,0.2842465753424658,0.0,0.0,3,0.21232876712328766,0.06506849315068493,0.00684931506849315,0.0,0.08904109589041095,0.017123287671232876
1h,TOL_0.10,LONDON_TO_NEWYORK,development,BEAR,333,0.2012012012012012,0.0,0.0,2,0.1981981981981982,0.003003003003003003,0.0,0.0,0.42042042042042044,0.0,1.0,2,0.3933933933933934,0.02702702702702703,0.0,0.0,0.27627627627627627,0.0,0.0,4,0.1981981981981982,0.057057057057057055,0.015015015015015015,0.006006006006006006,0.6276276276276276,0.0,1.0,5,0.3933933933933934,0.16516516516516516,0.04804804804804805,0.015015015015015015,0.24624624624624625,0.0,0.0,4,0.1891891891891892,0.04504504504504504,0.009009009009009009,0.003003003003003003,0.4804804804804805,0.0,1.0,4,0.33633633633633636,0.12612612612612611,0.015015015015015015,0.003003003003003003,0.06906906906906907,0.009009009009009009
1h,TOL_0.10,LONDON_TO_NEWYORK,development,NO_BREAK,157,0.6114649681528662,1.0,1.0,3,0.5222929936305732,0.08280254777070063,0.006369426751592357,0.0,0.6560509554140127,0.0,1.0,2,0.49044585987261147,0.16560509554140126,0.0,0.0,1.1337579617834395,1.0,2.0,7,0.5222929936305732,0.3375796178343949,0.17197452229299362,0.050955414012738856,1.21656050955414,0.0,2.0,6,0.49044585987261147,0.35668789808917195,0.19745222929936307,0.11464968152866242,0.9426751592356688,1.0,2.0,4,0.5095541401273885,0.28662420382165604,0.12738853503184713,0.01910828025477707,1.089171974522293,0.0,2.0,5,0.49044585987261147,0.3184713375796178,0.1592356687898089,0.08917197452229299,0.09554140127388536,0.0
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BULL,175,0.56,0.0,1.0,3,0.4857142857142857,0.06285714285714286,0.011428571428571429,0.0,0.28,0.0,1.0,2,0.26285714285714284,0.017142857142857144,0.0,0.0,0.7314285714285714,0.0,1.0,4,0.4857142857142857,0.19428571428571428,0.045714285714285714,0.005714285714285714,0.34285714285714286,0.0,1.0,4,0.26285714285714284,0.06285714285714286,0.011428571428571429,0.005714285714285714,0.5657142857142857,0.0,1.0,4,0.4114285714285714,0.13142857142857142,0.017142857142857144,0.005714285714285714,0.32,0.0,1.0,4,0.2571428571428571,0.05142857142857143,0.005714285714285714,0.005714285714285714,0.10285714285714286,0.005714285714285714
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,BEAR,189,0.2275132275132275,0.0,0.0,2,0.2222222222222222,0.005291005291005291,0.0,0.0,0.41798941798941797,0.0,1.0,2,0.3862433862433862,0.031746031746031744,0.0,0.0,0.2804232804232804,0.0,0.0,3,0.2222222222222222,0.05291005291005291,0.005291005291005291,0.0,0.6084656084656085,0.0,1.0,4,0.3862433862433862,0.13756613756613756,0.06349206349206349,0.021164021164021163,0.2751322751322751,0.0,0.0,3,0.21693121693121692,0.05291005291005291,0.005291005291005291,0.0,0.4497354497354497,0.0,1.0,4,0.2857142857142857,0.12698412698412698,0.031746031746031744,0.005291005291005291,0.1111111111111111,0.005291005291005291
1h,TOL_0.10,LONDON_TO_NEWYORK,reference_validation,NO_BREAK,47,0.6808510638297872,1.0,1.0,3,0.5531914893617021,0.10638297872340426,0.02127659574468085,0.0,0.851063829787234,1.0,1.0,2,0.6808510638297872,0.1702127659574468,0.0,0.0,1.2127659574468086,1.0,2.0,6,0.5531914893617021,0.2765957446808511,0.1702127659574468,0.1276595744680851,1.6808510638297873,1.0,3.0,6,0.6808510638297872,0.425531914893617,0.2765957446808511,0.14893617021276595,1.0851063829787233,1.0,1.0,5,0.5531914893617021,0.2127659574468085,0.1702127659574468,0.0851063829787234,1.5106382978723405,1.0,2.5,5,0.6808510638297872,0.425531914893617,0.2553191489361702,0.10638297872340426,0.1276595744680851,0.0
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BULL,8,0.5,0.5,1.0,1,0.5,0.0,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,1.0,0.5,2.0,3,0.5,0.375,0.125,0.0,0.375,0.0,0.25,2,0.25,0.125,0.0,0.0,0.875,0.5,2.0,2,0.5,0.375,0.0,0.0,0.375,0.0,0.25,2,0.25,0.125,0.0,0.0,0.125,0.0
1h,TOL_0.10,LONDON_TO_NEWYORK,august,BEAR,4,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.5,0.0,0.5,2,0.25,0.25,0.0,0.0,0.25,0.0,0.25,1,0.25,0.0,0.0,0.0,0.5,0.0,0.5,2,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.10,LONDON_TO_NEWYORK,august,NO_BREAK,2,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.5,0.5,0.75,1,0.5,0.0,0.0,0.0,0.0,0.0
1h,TOL_0.20,ASIA_TO_LONDON,external,BULL,166,0.5542168674698795,1.0,1.0,2,0.5180722891566265,0.03614457831325301,0.0,0.0,0.10240963855421686,0.0,0.0,1,0.10240963855421686,0.0,0.0,0.0,0.8012048192771084,1.0,1.0,5,0.5180722891566265,0.18674698795180722,0.05421686746987952,0.030120481927710843,0.13253012048192772,0.0,0.0,3,0.10240963855421686,0.024096385542168676,0.006024096385542169,0.0,0.572289156626506,0.0,1.0,4,0.41566265060240964,0.12048192771084337,0.030120481927710843,0.006024096385542169,0.12650602409638553,0.0,0.0,3,0.10240963855421686,0.018072289156626505,0.006024096385542169,0.0,0.006024096385542169,0.12048192771084337
1h,TOL_0.20,ASIA_TO_LONDON,external,BEAR,146,0.1095890410958904,0.0,0.0,1,0.1095890410958904,0.0,0.0,0.0,0.5273972602739726,0.5,1.0,2,0.5,0.0273972602739726,0.0,0.0,0.14383561643835616,0.0,0.0,2,0.1095890410958904,0.03424657534246575,0.0,0.0,0.7054794520547946,0.5,1.0,5,0.5,0.15753424657534246,0.03424657534246575,0.00684931506849315,0.1232876712328767,0.0,0.0,2,0.1095890410958904,0.0136986301369863,0.0,0.0,0.5616438356164384,0.0,1.0,4,0.4246575342465753,0.1095890410958904,0.02054794520547945,0.00684931506849315,0.0273972602739726,0.0684931506849315
1h,TOL_0.20,ASIA_TO_LONDON,external,NO_BREAK,211,0.4976303317535545,0.0,1.0,3,0.38388625592417064,0.10426540284360189,0.009478672985781991,0.0,0.5165876777251185,0.0,1.0,2,0.4028436018957346,0.11374407582938388,0.0,0.0,0.8957345971563981,0.0,2.0,6,0.38388625592417064,0.26066350710900477,0.15165876777251186,0.08056872037914692,0.9620853080568721,0.0,1.5,6,0.4028436018957346,0.25118483412322273,0.16587677725118483,0.0947867298578199,0.7203791469194313,0.0,1.0,5,0.3744075829383886,0.23222748815165878,0.09004739336492891,0.018957345971563982,0.7630331753554502,0.0,1.0,5,0.3981042654028436,0.20853080568720378,0.10900473933649289,0.04265402843601896,0.04739336492890995,0.0
1h,TOL_0.20,ASIA_TO_LONDON,development,BULL,220,0.6227272727272727,1.0,1.0,2,0.5590909090909091,0.06363636363636363,0.0,0.0,0.16363636363636364,0.0,0.0,2,0.1590909090909091,0.004545454545454545,0.0,0.0,0.9681818181818181,1.0,2.0,5,0.5590909090909091,0.2636363636363636,0.09545454545454546,0.045454545454545456,0.25,0.0,0.0,3,0.1590909090909091,0.06363636363636363,0.02727272727272727,0.0,0.6,0.0,1.0,4,0.44545454545454544,0.11818181818181818,0.031818181818181815,0.004545454545454545,0.20909090909090908,0.0,0.0,3,0.15454545454545454,0.045454545454545456,0.00909090909090909,0.0,0.04090909090909091,0.07727272727272727
1h,TOL_0.20,ASIA_TO_LONDON,development,BEAR,172,0.1686046511627907,0.0,0.0,2,0.1569767441860465,0.011627906976744186,0.0,0.0,0.48255813953488375,0.0,1.0,2,0.47674418604651164,0.005813953488372093,0.0,0.0,0.2616279069767442,0.0,0.0,4,0.1569767441860465,0.06976744186046512,0.029069767441860465,0.005813953488372093,0.8313953488372093,0.0,1.0,5,0.47674418604651164,0.20348837209302326,0.09302325581395349,0.05232558139534884,0.20348837209302326,0.0,0.0,3,0.14534883720930233,0.046511627906976744,0.011627906976744186,0.0,0.47674418604651164,0.0,1.0,4,0.3546511627906977,0.09883720930232558,0.011627906976744186,0.011627906976744186,0.01744186046511628,0.040697674418604654
