zone,entry_frac,partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F65,E20_DOWN,session_end,activated,activation_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
F10,0.1,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 15:40:00+00:00,16970.05,17510.5,16910.0,600.5,17300.325,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.895511798727724,True,0.34970857618651124,0.08626144879267156,0.2466666666666632,0.2634471273938397
F10,0.1,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:05:00+00:00,22792.64,23086.4,22760.0,326.40000000000146,22972.16,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:10:00+00:00,2023-01-24 18:15:00+00:00,22993.7,PRE_ACT_CLOSE_INVALIDATION_F65,-4.8106343100228655,False,,,,
F15,0.15,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:00:00+00:00,22808.96,23086.4,22760.0,326.40000000000146,22972.16,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:10:00+00:00,2023-01-24 18:15:00+00:00,22993.7,PRE_ACT_CLOSE_INVALIDATION_F65,-4.44972431886419,False,,,,
F05,0.05,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29315.29,29913.6,29283.8,629.7999999999993,29693.17,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-2.8613435514367898,False,,,,
F10,0.1,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29346.78,29913.6,29283.8,629.7999999999993,29693.17,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-2.322187033807421,False,,,,
F15,0.15,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 16:10:00+00:00,29378.27,29913.6,29283.8,629.7999999999993,29693.17,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-1.784186339086657,False,,,,
F05,0.05,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26783.63,26985.6,26773.0,212.59999999999854,26911.19,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,-0.0036758273617040205,False,0.7610536218250253,0.049858889934142135,0.06551297898639427,0.7111947318908832
F10,0.1,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26794.26,26985.6,26773.0,212.59999999999854,26911.19,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.19453032104633816,True,0.7610536218250253,0.049858889934142135,0.06551297898639427,0.7111947318908832
F15,0.15,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26804.89,26985.6,26773.0,212.59999999999854,26911.19,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.3925792644550844,True,0.7610536218250253,0.049858889934142135,0.06551297898639427,0.7111947318908832
F05,0.05,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:20:00+00:00,29679.17,30098.5,29657.1,441.40000000000146,29944.01,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 20:00:00+00:00,2023-07-18 20:00:00+00:00,29708.2,TIME_EXIT_SESSION_END,-0.8890635418712819,False,,,,
F10,0.1,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:15:00+00:00,29701.239999999998,30098.5,29657.1,441.40000000000146,29944.01,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 20:00:00+00:00,2023-07-18 20:00:00+00:00,29708.2,TIME_EXIT_SESSION_END,-0.5171668253582281,False,,,,
F15,0.15,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:10:00+00:00,29723.309999999998,30098.5,29657.1,441.40000000000146,29944.01,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 20:00:00+00:00,2023-07-18 20:00:00+00:00,29708.2,TIME_EXIT_SESSION_END,-0.14582238653775248,False,,,,
F15,0.15,development,2023-08-15,2023-08-15 14:10:00+00:00,2023-08-15 15:30:00+00:00,29356.145,29446.5,29340.2,106.29999999999927,29409.295000000002,29318.940000000002,2023-08-15 20:00:00+00:00,True,2023-08-15 15:40:00+00:00,0,29318.940000000002,2023-08-15 15:45:00+00:00,2023-08-15 15:45:00+00:00,29325.5,PROFIT_CEILING_GAP_OPEN,0.12195204785915326,True,2.7300094073377488,0.13828786453434458,0.05065472088215262,2.591721542803404
F05,0.05,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 16:45:00+00:00,26568.885,26737.7,26560.0,177.70000000000073,26675.505,26524.46,2023-09-22 20:00:00+00:00,True,2023-09-22 17:40:00+00:00,0,26524.46,2023-09-22 17:45:00+00:00,2023-09-22 17:45:00+00:00,26543.1,PROFIT_CEILING_GAP_OPEN,0.08524806366545545,True,0.2588632526730434,0.09510410804727848,0.3673913043478577,0.1637591446257649
F10,0.1,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26577.77,26737.7,26560.0,177.70000000000073,26675.505,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 15:30:00+00:00,2023-09-22 15:35:00+00:00,26680.6,PRE_ACT_CLOSE_INVALIDATION_F65,-2.3345114356847936,False,,,,
F15,0.15,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 14:00:00+00:00,26586.655,26737.7,26560.0,177.70000000000073,26675.505,26524.46,2023-09-22 20:00:00+00:00,False,,0,,2023-09-22 15:30:00+00:00,2023-09-22 15:35:00+00:00,26680.6,PRE_ACT_CLOSE_INVALIDATION_F65,-2.1667698324591584,False,,,,
F15,0.15,development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 17:40:00+00:00,36722.585,37065.9,36662.0,403.90000000000146,36924.535,36581.22,2023-11-13 20:00:00+00:00,False,,0,,2023-11-13 20:00:00+00:00,2023-11-13 20:00:00+00:00,36877.6,TIME_EXIT_SESSION_END,-2.510622114429028,False,,,,
F05,0.05,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37161.51,37650.0,37135.8,514.1999999999971,37470.03,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,0.9160121857266338,True,0.5435628160248961,0.1402178140801366,0.25796064400717644,0.40334500194475953
F10,0.1,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:10:00+00:00,37187.22,37650.0,37135.8,514.1999999999971,37470.03,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.260785613982474,True,0.5435628160248961,0.1402178140801366,0.25796064400717644,0.40334500194475953
F15,0.15,development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 15:00:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37470.03,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.605082641974243,True,0.5435628160248961,0.1402178140801366,0.25796064400717644,0.40334500194475953
F05,0.05,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:50:00+00:00,36791.715,37457.0,36756.7,700.3000000000029,37211.895,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT_SESSION_END,-1.443509387915198,False,,,,
F10,0.1,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36826.729999999996,37457.0,36756.7,700.3000000000029,37211.895,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT_SESSION_END,-0.9671152448235573,False,,,,
F15,0.15,development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:40:00+00:00,36861.744999999995,37457.0,36756.7,700.3000000000029,37211.895,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT_SESSION_END,-0.49162615605973203,False,,,,
F05,0.05,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:45:00+00:00,43502.67,44332.4,43459.0,873.4000000000015,44026.71,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.1096160764385146,True,0.42248683306617746,0.2,0.47338753387533955,0.22248683306617745
F10,0.1,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:40:00+00:00,43546.34,44332.4,43459.0,873.4000000000015,44026.71,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,2.608519200465465,True,0.42248683306617746,0.2,0.47338753387533955,0.22248683306617745
F15,0.15,development,2024-01-05,2024-01-05 14:45:00+00:00,2024-01-05 15:20:00+00:00,43590.01,44332.4,43459.0,873.4000000000015,44026.71,43284.32,2024-01-05 20:00:00+00:00,True,2024-01-05 16:45:00+00:00,0,43284.32,2024-01-05 16:50:00+00:00,2024-01-05 16:50:00+00:00,43284.32,PROFIT_CEILING_HIT,3.1064226872166816,True,0.42248683306617746,0.2,0.47338753387533955,0.22248683306617745
F15,0.15,development,2024-01-16,2024-01-16 13:55:00+00:00,2024-01-16 14:20:00+00:00,42788.235,43181.7,42718.8,462.8999999999942,43019.685,42626.22,2024-01-16 20:00:00+00:00,True,2024-01-16 14:35:00+00:00,0,42626.22,2024-01-16 14:50:00+00:00,2024-01-16 14:50:00+00:00,42626.22,PROFIT_CEILING_HIT,1.4932190121887516,True,1.4448044934111284,0.20000000000000628,0.13842703349282498,1.244804493411122
F05,0.05,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39806.189999999995,40300.0,39780.2,519.8000000000029,40118.07,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.2322838231943027,True,0.47114274721045174,0.1999999999999972,0.4244997958350412,0.2711427472104545
F10,0.1,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39832.18,40300.0,39780.2,519.8000000000029,40118.07,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.5574625340617048,True,0.47114274721045174,0.1999999999999972,0.4244997958350412,0.2711427472104545
F15,0.15,development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 15:35:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,40118.07,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.882217171535983,True,0.47114274721045174,0.1999999999999972,0.4244997958350412,0.2711427472104545
F15,0.15,development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 14:00:00+00:00,41998.270000000004,42368.7,41932.9,435.79999999999563,42216.17,41845.740000000005,2024-01-29 20:00:00+00:00,True,2024-01-29 14:30:00+00:00,0,41845.740000000005,2024-01-29 14:35:00+00:00,2024-01-29 14:35:00+00:00,41884.3,PROFIT_CEILING_GAP_OPEN,0.9568416032374575,True,0.3776961909132634,0.11151904543368295,0.295261239368159,0.26617714547958043
F05,0.05,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52109.719999999994,52509.1,52088.7,420.40000000000146,52361.96,52004.619999999995,2024-02-19 20:00:00+00:00,True,2024-02-19 16:50:00+00:00,1,51945.9,2024-02-19 17:15:00+00:00,2024-02-19 17:15:00+00:00,51945.9,PROFIT_CEILING_HIT,1.171875650070609,True,0.9512369172216765,0.33967649857277626,0.3570892723180738,0.6115604186489002
F10,0.1,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52130.74,52509.1,52088.7,420.40000000000146,52361.96,52004.619999999995,2024-02-19 20:00:00+00:00,True,2024-02-19 16:50:00+00:00,1,51945.9,2024-02-19 17:15:00+00:00,2024-02-19 17:15:00+00:00,51945.9,PROFIT_CEILING_HIT,1.372850337440013,True,0.9512369172216765,0.33967649857277626,0.3570892723180738,0.6115604186489002
F15,0.15,development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:40:00+00:00,52151.759999999995,52509.1,52088.7,420.40000000000146,52361.96,52004.619999999995,2024-02-19 20:00:00+00:00,True,2024-02-19 16:50:00+00:00,1,51945.9,2024-02-19 17:15:00+00:00,2024-02-19 17:15:00+00:00,51945.9,PROFIT_CEILING_HIT,1.5736630173171067,True,0.9512369172216765,0.33967649857277626,0.3570892723180738,0.6115604186489002
F05,0.05,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:20:00+00:00,67417.335,68685.3,67350.6,1334.699999999997,68218.155,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.0746973460164635,True,0.5611747958342711,0.20000000000000218,0.3563951935914584,0.3611747958342689
F10,0.1,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67484.07,68685.3,67350.6,1334.699999999997,68218.155,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,2.566700141233347,True,0.5611747958342711,0.20000000000000218,0.3563951935914584,0.3611747958342689
F15,0.15,development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 14:15:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,68218.155,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,3.0577308146069297,True,0.5611747958342711,0.20000000000000218,0.3563951935914584,0.3611747958342689
F10,0.1,development,2024-06-11,2024-06-11 13:50:00+00:00,2024-06-11 15:00:00+00:00,66789.63,67690.8,66689.5,1001.3000000000029,67340.345,66489.24,2024-06-11 20:00:00+00:00,True,2024-06-11 15:40:00+00:00,0,66489.24,2024-06-11 16:00:00+00:00,2024-06-11 16:00:00+00:00,66489.24,PROFIT_CEILING_HIT,1.8487772428144704,True,0.6886048137421332,0.19999999999999418,0.29044234952863635,0.48860481374213904
F15,0.15,development,2024-06-11,2024-06-11 13:50:00+00:00,2024-06-11 15:00:00+00:00,66839.695,67690.8,66689.5,1001.3000000000029,67340.345,66489.24,2024-06-11 20:00:00+00:00,True,2024-06-11 15:40:00+00:00,0,66489.24,2024-06-11 16:00:00+00:00,2024-06-11 16:00:00+00:00,66489.24,PROFIT_CEILING_HIT,2.2216083122462265,True,0.6886048137421332,0.19999999999999418,0.29044234952863635,0.48860481374213904
F05,0.05,development,2024-07-04,2024-07-04 13:35:00+00:00,2024-07-04 14:25:00+00:00,56854.965,58484.5,56769.2,1715.300000000003,57884.145,56426.14,2024-07-04 20:00:00+00:00,False,,0,,2024-07-04 15:45:00+00:00,2024-07-04 15:50:00+00:00,57982.5,PRE_ACT_CLOSE_INVALIDATION_F65,-10.315888612366587,False,,,,
F10,0.1,development,2024-07-04,2024-07-04 13:35:00+00:00,2024-07-04 14:25:00+00:00,56940.729999999996,58484.5,56769.2,1715.300000000003,57884.145,56426.14,2024-07-04 20:00:00+00:00,False,,0,,2024-07-04 15:45:00+00:00,2024-07-04 15:50:00+00:00,57982.5,PRE_ACT_CLOSE_INVALIDATION_F65,-9.54784548775549,False,,,,
F15,0.15,development,2024-07-04,2024-07-04 13:35:00+00:00,2024-07-04 14:25:00+00:00,57026.494999999995,58484.5,56769.2,1715.300000000003,57884.145,56426.14,2024-07-04 20:00:00+00:00,False,,0,,2024-07-04 15:45:00+00:00,2024-07-04 15:50:00+00:00,57982.5,PRE_ACT_CLOSE_INVALIDATION_F65,-8.782112560135436,False,,,,
F05,0.05,development,2024-07-09,2024-07-09 13:55:00+00:00,2024-07-09 15:30:00+00:00,57044.995,57899.9,57000.0,899.9000000000015,57584.935,56820.02,2024-07-09 20:00:00+00:00,False,,0,,2024-07-09 16:15:00+00:00,2024-07-09 16:20:00+00:00,57613.5,PRE_ACT_CLOSE_INVALIDATION_F65,-5.382952492151083,False,,,,
F10,0.1,development,2024-07-09,2024-07-09 13:55:00+00:00,2024-07-09 15:30:00+00:00,57089.99,57899.9,57000.0,899.9000000000015,57584.935,56820.02,2024-07-09 20:00:00+00:00,False,,0,,2024-07-09 16:15:00+00:00,2024-07-09 16:20:00+00:00,57613.5,PRE_ACT_CLOSE_INVALIDATION_F65,-4.984954385173368,False,,,,
F15,0.15,development,2024-07-09,2024-07-09 13:55:00+00:00,2024-07-09 15:25:00+00:00,57134.985,57899.9,57000.0,899.9000000000015,57584.935,56820.02,2024-07-09 20:00:00+00:00,False,,0,,2024-07-09 16:15:00+00:00,2024-07-09 16:20:00+00:00,57613.5,PRE_ACT_CLOSE_INVALIDATION_F65,-4.58758314192258,False,,,,
F10,0.1,development,2024-07-30,2024-07-30 14:05:00+00:00,2024-07-30 14:20:00+00:00,66275.66,66956.6,66200.0,756.6000000000058,66691.79000000001,66048.68,2024-07-30 20:00:00+00:00,True,2024-07-30 14:35:00+00:00,0,66048.68,2024-07-30 14:40:00+00:00,2024-07-30 14:40:00+00:00,66122.5,PROFIT_CEILING_GAP_OPEN,0.7554769880828264,True,0.9251916468411242,0.10243193232883875,0.11071428571428571,0.8227597145122855
F15,0.15,development,2024-07-30,2024-07-30 14:05:00+00:00,2024-07-30 14:20:00+00:00,66313.49,66956.6,66200.0,756.6000000000058,66691.79000000001,66048.68,2024-07-30 20:00:00+00:00,True,2024-07-30 14:35:00+00:00,0,66048.68,2024-07-30 14:40:00+00:00,2024-07-30 14:40:00+00:00,66122.5,PROFIT_CEILING_GAP_OPEN,1.040053901551608,True,0.9251916468411242,0.10243193232883875,0.11071428571428571,0.8227597145122855
F05,0.05,development,2024-08-28,2024-08-28 15:25:00+00:00,2024-08-28 16:10:00+00:00,58594.39,60197.8,58510.0,1687.800000000003,59607.07,58172.44,2024-08-28 20:00:00+00:00,True,2024-08-28 16:15:00+00:00,0,58172.44,2024-08-28 16:25:00+00:00,2024-08-28 16:25:00+00:00,58172.44,PROFIT_CEILING_HIT,3.2006006718390383,True,0.4088162104514746,0.19999999999999826,0.48921739130434444,0.20881621045147633
F10,0.1,development,2024-08-28,2024-08-28 15:25:00+00:00,2024-08-28 15:45:00+00:00,58678.78,60197.8,58510.0,1687.800000000003,59607.07,58172.44,2024-08-28 20:00:00+00:00,True,2024-08-28 16:15:00+00:00,0,58172.44,2024-08-28 16:25:00+00:00,2024-08-28 16:25:00+00:00,58172.44,PROFIT_CEILING_HIT,3.9145068796590086,True,0.4088162104514746,0.19999999999999826,0.48921739130434444,0.20881621045147633
F15,0.15,development,2024-08-28,2024-08-28 15:25:00+00:00,2024-08-28 15:50:00+00:00,58763.17,60197.8,58510.0,1687.800000000003,59607.07,58172.44,2024-08-28 20:00:00+00:00,True,2024-08-28 16:15:00+00:00,0,58172.44,2024-08-28 16:25:00+00:00,2024-08-28 16:25:00+00:00,58172.44,PROFIT_CEILING_HIT,4.626362600928424,True,0.4088162104514746,0.19999999999999826,0.48921739130434444,0.20881621045147633
F10,0.1,development,2024-10-09,2024-10-09 13:40:00+00:00,2024-10-09 14:35:00+00:00,61787.67,62261.7,61735.0,526.6999999999971,62077.354999999996,61629.66,2024-10-09 20:00:00+00:00,True,2024-10-09 14:45:00+00:00,0,61629.66,2024-10-09 14:50:00+00:00,2024-10-09 14:50:00+00:00,61720.9,PROFIT_CEILING_GAP_OPEN,0.14031815732813457,True,1.7748243782039266,0.026770457565974223,0.015083440308085687,1.7480539206379524
F15,0.15,development,2024-10-09,2024-10-09 13:40:00+00:00,2024-10-09 14:30:00+00:00,61814.005,62261.7,61735.0,526.6999999999971,62077.354999999996,61629.66,2024-10-09 20:00:00+00:00,True,2024-10-09 14:45:00+00:00,0,61629.66,2024-10-09 14:50:00+00:00,2024-10-09 14:50:00+00:00,61720.9,PROFIT_CEILING_GAP_OPEN,0.3531060315538185,True,1.7748243782039266,0.026770457565974223,0.015083440308085687,1.7480539206379524
F15,0.15,development,2024-10-17,2024-10-17 13:40:00+00:00,2024-10-17 14:20:00+00:00,66878.605,67516.7,66766.0,750.6999999999971,67253.955,66615.86,2024-10-17 20:00:00+00:00,False,,0,,2024-10-17 15:25:00+00:00,2024-10-17 15:30:00+00:00,67262.0,PRE_ACT_CLOSE_INVALIDATION_F65,-3.266350157871844,False,,,,
F05,0.05,development,2024-11-22,2024-11-22 13:45:00+00:00,2024-11-22 14:25:00+00:00,97687.095,99340.0,97600.1,1739.8999999999942,98731.035,97252.12000000001,2024-11-22 20:00:00+00:00,True,2024-11-22 14:55:00+00:00,0,97252.12000000001,2024-11-22 15:00:00+00:00,2024-11-22 15:00:00+00:00,97370.4,PROFIT_CEILING_GAP_OPEN,1.2209664132197378,True,0.23001321915053335,0.13201908155641842,0.573963018490767,0.09799413759411493
