partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,F05,target_fraction,target_px,filled,fill_ts,cancel_reason,rebreak_confirmed,rebreak_complete_ts,target_reached,target_ts,high_failure,high_failure_ts,unresolved,minutes_reclaim_to_fill,minutes_fill_to_rebreak,minutes_fill_to_target,event_id,complete_ts,ema20_1h,ema50_1h,ema50_lag3_1h,reclaim_close,ema50_down,ema20_50_down
development,BEAR,08-12,2022-03-13 08:00:00+00:00,2022-03-13 12:00:00+00:00,2022-03-13 08:20:00+00:00,39300.0,39051.6,248.40000000000143,39064.02,0.15,39014.34,True,2022-03-13 08:20:00+00:00,,True,2022-03-13 08:25:00+00:00,True,2022-03-13 08:30:00+00:00,False,,False,0.0,5.0,10.0,15,2022-03-13 08:00:00+00:00,39064.121692385386,39128.96208410901,39132.10691649859,39057.3,True,True
development,BULL,16-20,2022-03-16 16:00:00+00:00,2022-03-16 20:00:00+00:00,2022-03-16 16:35:00+00:00,41188.0,40232.3,955.6999999999972,40280.08500000001,0.1,40136.73,True,2022-03-16 16:35:00+00:00,,True,2022-03-16 17:05:00+00:00,True,2022-03-16 17:10:00+00:00,False,,False,0.0,30.0,35.0,16,2022-03-16 16:00:00+00:00,39993.73829479455,39505.42214781693,39356.179666041055,40234.1,False,False
development,BULL,08-12,2022-03-20 08:00:00+00:00,2022-03-20 12:00:00+00:00,2022-03-20 09:45:00+00:00,41998.0,41728.8,269.1999999999971,41742.26,0.15,41688.420000000006,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,17,2022-03-20 09:00:00+00:00,41872.1398385046,41603.04211940261,41570.59803466987,41734.8,False,False
development,BEAR,12-16,2022-03-21 12:00:00+00:00,2022-03-21 16:00:00+00:00,2022-03-21 12:55:00+00:00,41481.1,41055.8,425.2999999999956,41077.065,0.1,41013.27,True,2022-03-21 12:55:00+00:00,,True,2022-03-21 14:10:00+00:00,True,2022-03-21 14:15:00+00:00,False,,False,0.0,75.0,80.0,18,2022-03-21 12:00:00+00:00,41210.998409076856,41343.68356875517,41352.23816164134,41119.5,True,True
development,BULL,04-08,2022-03-23 04:00:00+00:00,2022-03-23 08:00:00+00:00,2022-03-23 04:35:00+00:00,42518.0,41842.4,675.5999999999985,41876.18,0.15,41741.060000000005,True,2022-03-23 04:35:00+00:00,,True,2022-03-23 05:10:00+00:00,False,,False,,True,0.0,35.0,,19,2022-03-23 04:00:00+00:00,42355.581045672145,42050.23922372636,42028.434401197854,41875.2,False,False
development,BEAR,08-12,2022-04-06 08:00:00+00:00,2022-04-06 12:00:00+00:00,2022-04-06 10:55:00+00:00,45485.8,45100.3,385.5,45119.575,0.15,45042.475000000006,True,2022-04-06 10:55:00+00:00,,True,2022-04-06 11:00:00+00:00,True,2022-04-06 11:05:00+00:00,False,,False,0.0,5.0,10.0,20,2022-04-06 10:00:00+00:00,45573.27884618809,45883.179417328305,45956.66377519584,45158.6,True,True
development,BEAR,00-04,2022-04-07 00:00:00+00:00,2022-04-07 04:00:00+00:00,2022-04-07 01:10:00+00:00,44040.7,43110.0,930.6999999999972,43156.535,0.05,43063.465,True,2022-04-07 01:10:00+00:00,,True,2022-04-07 01:20:00+00:00,True,2022-04-07 01:25:00+00:00,False,,False,0.0,10.0,15.0,21,2022-04-07 01:00:00+00:00,44155.21176801491,44978.550696786086,45209.290371183524,43155.2,True,True
development,BEAR,20-00,2022-04-08 20:00:00+00:00,2022-04-09 00:00:00+00:00,2022-04-08 22:35:00+00:00,43707.2,42298.2,1409.0,42368.65,0.15,42086.85,True,2022-04-08 22:35:00+00:00,,True,2022-04-08 23:00:00+00:00,True,2022-04-08 23:15:00+00:00,False,,False,0.0,25.0,40.0,22,2022-04-08 22:00:00+00:00,43207.77326363215,43604.93088320389,43722.559411366674,42349.7,True,True
development,BEAR,16-20,2022-04-11 16:00:00+00:00,2022-04-11 20:00:00+00:00,2022-04-11 16:35:00+00:00,41245.9,40536.0,709.9000000000015,40571.495,0.1,40465.01,True,2022-04-11 16:35:00+00:00,,True,2022-04-11 17:20:00+00:00,True,2022-04-11 17:25:00+00:00,False,,False,0.0,45.0,50.0,23,2022-04-11 16:00:00+00:00,41706.82954943354,42215.11056479777,42391.92601323419,40591.6,True,True
development,BEAR,12-16,2022-04-15 12:00:00+00:00,2022-04-15 16:00:00+00:00,2022-04-15 14:35:00+00:00,40400.0,40005.6,394.4000000000015,40025.32,0.1,39966.16,True,2022-04-15 14:35:00+00:00,,False,,False,,True,2022-04-15 14:50:00+00:00,False,0.0,,,24,2022-04-15 14:00:00+00:00,40156.31423717592,40337.54538647092,40365.07804622864,40036.3,True,True
development,BEAR,08-12,2022-04-16 08:00:00+00:00,2022-04-16 12:00:00+00:00,2022-04-16 08:40:00+00:00,40544.1,40350.0,194.09999999999852,40359.705,0.15,40320.885,True,2022-04-16 08:40:00+00:00,,True,2022-04-16 08:50:00+00:00,True,2022-04-16 09:10:00+00:00,False,,False,0.0,10.0,30.0,25,2022-04-16 08:00:00+00:00,40394.694509243964,40388.96860346804,40386.685517247395,40354.6,False,False
development,SIDEWAYS,16-20,2022-04-17 16:00:00+00:00,2022-04-17 20:00:00+00:00,2022-04-17 17:15:00+00:00,40574.1,40164.0,410.09999999999854,40184.505,0.1,40122.99,True,2022-04-17 17:15:00+00:00,,True,2022-04-17 17:30:00+00:00,True,2022-04-17 18:00:00+00:00,False,,False,0.0,15.0,45.0,26,2022-04-17 17:00:00+00:00,40332.40691717241,40341.19583672708,40344.57385730166,40220.2,True,True
development,BULL,16-20,2022-04-20 16:00:00+00:00,2022-04-20 20:00:00+00:00,2022-04-20 18:50:00+00:00,42160.0,41037.3,1122.699999999997,41093.435000000005,0.1,40925.030000000006,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,27,2022-04-20 18:00:00+00:00,41445.835491322614,41101.46834774121,41073.23732115206,41039.5,False,False
development,BEAR,08-12,2022-04-22 08:00:00+00:00,2022-04-22 12:00:00+00:00,2022-04-22 10:15:00+00:00,40786.1,40264.6,521.5,40290.675,0.15,40186.375,True,2022-04-22 10:15:00+00:00,,True,2022-04-22 13:45:00+00:00,True,2022-04-22 13:50:00+00:00,False,,False,0.0,210.0,215.0,28,2022-04-22 10:00:00+00:00,40823.93294888103,41100.142524494986,41183.41367981694,40290.1,True,True
development,BEAR,12-16,2022-04-24 12:00:00+00:00,2022-04-24 16:00:00+00:00,2022-04-24 13:20:00+00:00,39777.0,39524.1,252.90000000000143,39536.745,0.1,39498.81,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,29,2022-04-24 13:00:00+00:00,39660.10186604806,39844.957855065666,39874.95450732531,39524.8,True,True
development,SIDEWAYS,12-16,2022-04-28 12:00:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 13:25:00+00:00,39878.0,39340.0,538.0,39366.9,0.1,39286.2,True,2022-04-28 13:25:00+00:00,,True,2022-04-28 13:45:00+00:00,True,2022-04-28 13:50:00+00:00,False,,False,0.0,20.0,25.0,30,2022-04-28 13:00:00+00:00,39364.71247959109,39247.2782705609,39197.897278074386,39374.1,False,False
development,BEAR,12-16,2022-04-30 12:00:00+00:00,2022-04-30 16:00:00+00:00,2022-04-30 13:10:00+00:00,38678.8,38514.0,164.8000000000029,38522.24,0.1,38497.52,True,2022-04-30 13:10:00+00:00,,True,2022-04-30 13:45:00+00:00,True,2022-04-30 13:50:00+00:00,False,,False,0.0,35.0,40.0,31,2022-04-30 13:00:00+00:00,38670.88621610958,38913.49151710188,38960.45056766383,38546.9,True,True
development,BEAR,16-20,2022-05-01 16:00:00+00:00,2022-05-01 20:00:00+00:00,2022-05-01 19:15:00+00:00,38680.6,37812.0,868.5999999999985,37855.43,0.1,37725.14,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,32,2022-05-01 19:00:00+00:00,38125.27314410094,38340.663864888724,38351.52175999247,37853.4,True,True
development,SIDEWAYS,08-12,2022-05-02 08:00:00+00:00,2022-05-02 12:00:00+00:00,2022-05-02 11:50:00+00:00,39155.0,38572.8,582.1999999999971,38601.91,0.15,38485.47,True,2022-05-02 11:50:00+00:00,,True,2022-05-02 11:55:00+00:00,True,2022-05-02 12:00:00+00:00,False,,False,0.0,5.0,10.0,33,2022-05-02 11:00:00+00:00,38586.41689674252,38485.09285067928,38446.03645024996,38583.0,False,False
development,SIDEWAYS,16-20,2022-05-02 16:00:00+00:00,2022-05-02 20:00:00+00:00,2022-05-02 18:25:00+00:00,39222.0,38218.0,1004.0,38268.2,0.1,38117.6,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,34,2022-05-02 18:00:00+00:00,38599.08936719853,38517.66177687852,38515.99170213698,38241.4,False,False
development,SIDEWAYS,12-16,2022-05-03 12:00:00+00:00,2022-05-03 16:00:00+00:00,2022-05-03 13:55:00+00:00,38659.7,38250.0,409.6999999999971,38270.485,0.1,38209.03,True,2022-05-03 13:55:00+00:00,,True,2022-05-03 14:20:00+00:00,True,2022-05-03 15:05:00+00:00,False,,False,0.0,25.0,70.0,35,2022-05-03 13:00:00+00:00,38503.21759614663,38499.71196807112,38503.09380340336,38319.8,True,False
development,BULL,08-12,2022-05-05 08:00:00+00:00,2022-05-05 12:00:00+00:00,2022-05-05 08:50:00+00:00,39845.0,39515.8,329.1999999999971,39532.26,0.15,39466.420000000006,True,2022-05-05 08:50:00+00:00,,True,2022-05-05 08:55:00+00:00,True,2022-05-05 09:00:00+00:00,False,,False,0.0,5.0,10.0,36,2022-05-05 08:00:00+00:00,39417.79350742338,38994.30149629894,38919.88531636945,39528.9,False,False
development,BEAR,08-12,2022-05-06 08:00:00+00:00,2022-05-06 12:00:00+00:00,2022-05-06 11:20:00+00:00,36535.9,35800.0,735.9000000000015,35836.795,0.15,35689.615,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,37,2022-05-06 11:00:00+00:00,36749.10695114276,37588.27685059665,37769.68734548102,35804.8,True,True
development,BEAR,12-16,2022-05-09 12:00:00+00:00,2022-05-09 16:00:00+00:00,2022-05-09 14:45:00+00:00,33789.2,32620.0,1169.199999999997,32678.46,0.1,32503.08,True,2022-05-09 14:45:00+00:00,,True,2022-05-09 14:55:00+00:00,True,2022-05-09 15:00:00+00:00,False,,False,0.0,10.0,15.0,38,2022-05-09 14:00:00+00:00,33628.577760600405,34395.85383110421,34573.73807979501,32705.4,True,True
development,BEAR,00-04,2022-05-10 00:00:00+00:00,2022-05-10 04:00:00+00:00,2022-05-10 00:15:00+00:00,31888.5,30003.6,1884.9000000000012,30097.845,0.05,29909.355,True,2022-05-10 00:15:00+00:00,,True,2022-05-10 00:30:00+00:00,True,2022-05-10 00:35:00+00:00,False,,False,0.0,15.0,20.0,39,2022-05-10 00:00:00+00:00,32008.640295238198,33331.03687143237,33672.933616370516,30275.8,True,True
development,BULL,08-12,2022-05-25 08:00:00+00:00,2022-05-25 12:00:00+00:00,2022-05-25 11:20:00+00:00,30209.3,29658.4,550.8999999999978,29685.945,0.15,29575.765000000003,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,40,2022-05-25 11:00:00+00:00,29700.60396172032,29650.446540718793,29634.251776665235,29669.6,False,False
development,BEAR,12-16,2022-06-04 12:00:00+00:00,2022-06-04 16:00:00+00:00,2022-06-04 13:05:00+00:00,29794.1,29575.0,219.09999999999852,29585.955,0.1,29553.09,True,2022-06-04 13:05:00+00:00,,True,2022-06-04 13:20:00+00:00,True,2022-06-04 13:30:00+00:00,False,,False,0.0,15.0,25.0,41,2022-06-04 13:00:00+00:00,29695.21319446266,29907.52851207667,29942.619604548123,29596.1,True,True
development,BEAR,00-04,2022-06-09 00:00:00+00:00,2022-06-09 04:00:00+00:00,2022-06-09 00:40:00+00:00,30515.8,30090.0,425.7999999999993,30111.29,0.05,30068.71,True,2022-06-09 00:40:00+00:00,,True,2022-06-09 02:00:00+00:00,True,2022-06-09 02:05:00+00:00,False,,False,0.0,80.0,85.0,42,2022-06-09 00:00:00+00:00,30361.98516219494,30395.09781556441,30407.524391473235,30137.5,True,True
development,BEAR,12-16,2022-06-12 12:00:00+00:00,2022-06-12 16:00:00+00:00,2022-06-12 13:45:00+00:00,27698.0,27324.5,373.5,27343.175,0.1,27287.15,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,43,2022-06-12 13:00:00+00:00,27856.389769355475,28511.748816618478,28649.247215643627,27340.0,True,True
development,BULL,20-00,2022-06-21 20:00:00+00:00,2022-06-22 00:00:00+00:00,2022-06-21 20:40:00+00:00,21540.0,20863.6,676.4000000000015,20897.42,0.15,20762.14,True,2022-06-21 20:40:00+00:00,,True,2022-06-21 20:50:00+00:00,True,2022-06-21 22:20:00+00:00,False,,False,0.0,10.0,100.0,44,2022-06-21 20:00:00+00:00,21041.856070404665,20647.044099534465,20593.834496233256,20889.4,False,False
development,BULL,00-04,2022-06-22 00:00:00+00:00,2022-06-22 04:00:00+00:00,2022-06-22 00:20:00+00:00,21056.7,20535.2,521.5,20561.275,0.05,20509.125,True,2022-06-22 00:20:00+00:00,,True,2022-06-22 01:05:00+00:00,True,2022-06-22 01:10:00+00:00,False,,False,0.0,45.0,50.0,45,2022-06-22 00:00:00+00:00,20977.259710466347,20677.05616800453,20655.05021327821,20550.0,False,False
development,BULL,16-20,2022-06-26 16:00:00+00:00,2022-06-26 20:00:00+00:00,2022-06-26 17:45:00+00:00,21888.0,21180.0,708.0,21215.4,0.1,21109.2,True,2022-06-26 17:45:00+00:00,,True,2022-06-26 18:15:00+00:00,True,2022-06-26 22:30:00+00:00,False,,False,0.0,30.0,285.0,46,2022-06-26 17:00:00+00:00,21388.248493595194,21266.537019613308,21255.508301717186,21221.5,False,False
development,BEAR,08-12,2022-07-02 08:00:00+00:00,2022-07-02 12:00:00+00:00,2022-07-02 09:50:00+00:00,19296.2,19096.7,199.5,19106.675,0.15,19066.775,True,2022-07-02 09:50:00+00:00,,False,,False,,True,2022-07-02 12:45:00+00:00,False,0.0,,,47,2022-07-02 09:00:00+00:00,19256.39298544867,19432.12109388369,19468.983571681565,19125.9,True,True
development,SIDEWAYS,12-16,2022-07-05 12:00:00+00:00,2022-07-05 16:00:00+00:00,2022-07-05 12:25:00+00:00,20209.2,19461.9,747.2999999999993,19499.265000000003,0.1,19387.17,True,2022-07-05 12:25:00+00:00,,True,2022-07-05 12:40:00+00:00,True,2022-07-05 13:00:00+00:00,False,,False,0.0,15.0,35.0,48,2022-07-05 12:00:00+00:00,19920.609039434465,19706.831691344327,19712.17493636594,19465.8,True,False
development,BEAR,20-00,2022-07-11 20:00:00+00:00,2022-07-12 00:00:00+00:00,2022-07-11 21:10:00+00:00,20733.8,20384.0,349.7999999999993,20401.49,0.15,20331.53,True,2022-07-11 21:10:00+00:00,,True,2022-07-11 21:25:00+00:00,True,2022-07-11 21:30:00+00:00,False,,False,0.0,15.0,20.0,49,2022-07-11 21:00:00+00:00,20559.519156906845,20817.75236962048,20859.119055687057,20403.1,True,True
development,BEAR,08-12,2022-07-12 08:00:00+00:00,2022-07-12 12:00:00+00:00,2022-07-12 09:55:00+00:00,20048.9,19618.2,430.7000000000007,19639.735,0.15,19553.595,True,2022-07-12 09:55:00+00:00,,True,2022-07-12 10:00:00+00:00,False,,False,,True,0.0,5.0,,50,2022-07-12 09:00:00+00:00,20091.030909584115,20470.56816581291,20559.367598222238,19634.4,True,True
development,BULL,12-16,2022-07-17 12:00:00+00:00,2022-07-17 16:00:00+00:00,2022-07-17 13:15:00+00:00,21545.7,21210.1,335.6000000000022,21226.88,0.1,21176.54,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,51,2022-07-17 13:00:00+00:00,21274.793380575527,21018.02398788367,20969.156346562715,21215.2,False,False
development,SIDEWAYS,12-16,2022-07-21 12:00:00+00:00,2022-07-21 16:00:00+00:00,2022-07-21 14:40:00+00:00,23069.0,22444.0,625.0,22475.25,0.1,22381.5,True,2022-07-21 14:40:00+00:00,,False,,False,,True,2022-07-21 17:05:00+00:00,False,0.0,,,52,2022-07-21 14:00:00+00:00,23001.57590334433,22981.675765674503,23017.442089541673,22454.6,True,False
development,BULL,12-16,2022-07-28 12:00:00+00:00,2022-07-28 16:00:00+00:00,2022-07-28 12:45:00+00:00,23150.9,22809.8,341.1000000000022,22826.855,0.1,22775.69,True,2022-07-28 12:45:00+00:00,,False,,False,,True,2022-07-28 13:35:00+00:00,False,0.0,,,53,2022-07-28 12:00:00+00:00,22714.285106235482,22198.445083758492,22093.680412121204,22918.3,False,False
development,BULL,00-04,2022-07-29 00:00:00+00:00,2022-07-29 04:00:00+00:00,2022-07-29 00:35:00+00:00,24194.6,23720.0,474.59999999999854,23743.73,0.05,23696.27,True,2022-07-29 00:35:00+00:00,,False,,False,,True,2022-07-29 06:40:00+00:00,False,0.0,,,54,2022-07-29 00:00:00+00:00,23436.19446727074,22768.010144108935,22623.168622140387,23805.3,False,False
development,SIDEWAYS,04-08,2022-08-01 04:00:00+00:00,2022-08-01 08:00:00+00:00,2022-08-01 07:45:00+00:00,23458.3,23251.0,207.29999999999927,23261.365,0.15,23219.905,True,2022-08-01 07:45:00+00:00,,True,2022-08-01 10:35:00+00:00,True,2022-08-01 10:40:00+00:00,False,,False,0.0,170.0,175.0,55,2022-08-01 07:00:00+00:00,23514.324458479445,23641.64152541506,23684.817314110893,23263.2,True,True
development,BEAR,08-12,2022-08-01 08:00:00+00:00,2022-08-01 12:00:00+00:00,2022-08-01 11:20:00+00:00,23408.7,23100.0,308.7000000000007,23115.435,0.15,23053.695,True,2022-08-01 11:20:00+00:00,,True,2022-08-01 13:05:00+00:00,True,2022-08-01 13:15:00+00:00,False,,False,0.0,105.0,115.0,56,2022-08-01 11:00:00+00:00,23417.150453532737,23580.223977226142,23628.769308732117,23111.4,True,True
development,BULL,04-08,2022-08-06 04:00:00+00:00,2022-08-06 08:00:00+00:00,2022-08-06 05:35:00+00:00,23341.8,23140.8,201.0,23150.85,0.15,23110.65,True,2022-08-06 05:35:00+00:00,,True,2022-08-06 06:45:00+00:00,True,2022-08-06 08:40:00+00:00,False,,False,0.0,70.0,185.0,57,2022-08-06 05:00:00+00:00,23111.970279317786,23051.425625281656,23031.83531708078,23156.4,False,False
development,BULL,16-20,2022-08-06 16:00:00+00:00,2022-08-06 20:00:00+00:00,2022-08-06 17:20:00+00:00,23227.4,23146.1,81.30000000000291,23150.165,0.1,23137.97,True,2022-08-06 17:20:00+00:00,,False,,False,,True,2022-08-06 17:35:00+00:00,False,0.0,,,58,2022-08-06 17:00:00+00:00,23155.22740530202,23098.089496436616,23087.27053856653,23217.9,False,False
development,BULL,04-08,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2022-08-15 07:05:00+00:00,25200.0,24150.0,1050.0,24202.5,0.15,23992.5,False,,LOW_BREAK_BEFORE_FILL,False,,False,,False,,False,,,,59,2022-08-15 07:00:00+00:00,24520.82881119726,24457.349351200264,24441.7046518548,24177.7,False,False
development,BEAR,04-08,2022-08-16 04:00:00+00:00,2022-08-16 08:00:00+00:00,2022-08-16 05:30:00+00:00,24234.0,23843.8,390.2000000000007,23863.31,0.15,23785.27,True,2022-08-16 05:30:00+00:00,,False,,False,,False,,True,0.0,,,60,2022-08-16 05:00:00+00:00,24113.003391051738,24231.704606862902,24259.061856921613,23915.2,True,True
development,BEAR,08-12,2022-08-17 08:00:00+00:00,2022-08-17 12:00:00+00:00,2022-08-17 08:15:00+00:00,24437.0,23754.0,683.0,23788.15,0.15,23651.55,True,2022-08-17 08:15:00+00:00,,True,2022-08-17 08:30:00+00:00,True,2022-08-17 12:20:00+00:00,False,,False,0.0,15.0,245.0,61,2022-08-17 08:00:00+00:00,23989.938183738363,24052.952348465642,24046.570811280293,23786.1,False,False
development,BULL,12-16,2022-08-25 12:00:00+00:00,2022-08-25 16:00:00+00:00,2022-08-25 13:25:00+00:00,21810.9,21601.0,209.90000000000143,21611.495,0.1,21580.01,True,2022-08-25 13:25:00+00:00,,True,2022-08-25 15:20:00+00:00,True,2022-08-25 15:25:00+00:00,False,,False,0.0,115.0,120.0,62,2022-08-25 13:00:00+00:00,21593.335767759498,21507.406978025218,21487.410978776043,21604.7,False,False
development,BEAR,20-00,2022-08-28 20:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-28 22:15:00+00:00,20140.0,19942.0,198.0,19951.9,0.15,19912.3,True,2022-08-28 22:15:00+00:00,,True,2022-08-28 22:20:00+00:00,True,2022-08-28 22:25:00+00:00,False,,False,0.0,5.0,10.0,63,2022-08-28 22:00:00+00:00,19993.685044274338,20204.0070097354,20234.62614598008,19960.1,True,True
