hour_wib,candidate_rank,character_rule,lookback_min,hold_min,trades,wr,net,exp,pf,dd,ls,H1_exp,H1_pf,H2_exp,H2_pf,min_half_exp,positive_anchors,local_cell_count,strict_support_count,economic_support_count,economic_support_ratio,support_floor_exp,support_mean_exp
3,3,RV_LOW__RANGE_MID,240,240,73,0.6027397260273972,78.48721957697192,1.0751673914653688,1.461002109062562,57.314107316519305,6,1.1252774553196077,1.5292231097432416,1.0207621792807666,1.3993825027815054,1.0207621792807666,3,5,1,3,0.6,0.6272993697499842,0.9230585648081212
4,1,DRIVE_DOWN__STR_B80_100,180,240,70,0.6,265.6827174036971,3.7954673914813872,2.7168048729005423,59.6828586912483,6,5.396417557653991,3.4692931376436063,0.6298750899634472,1.2722982785474208,0.6298750899634472,4,5,4,4,0.8,2.802867284432801,3.4816903069783587
4,2,EFF_MID__EXT_LOW,120,480,117,0.5982905982905983,229.43894351708923,1.961016611257173,1.6877524155997363,108.7202121988864,5,0.6388181878841104,1.1794982881154263,2.7873906258653367,2.1570206698390613,0.6388181878841104,3,4,1,1,0.25,1.961016611257173,1.961016611257173
4,3,RV_LOW__RANGE_MID,360,360,74,0.5540540540540541,45.67532561887239,0.617234129984762,1.2372129925491582,113.65614886825152,7,1.112704345941428,1.6453918022305989,0.3156435637502697,1.100637884208333,0.3156435637502697,3,4,1,1,0.25,0.617234129984762,0.617234129984762
5,1,DRIVE_DOWN__EFF_HIGH,180,360,133,0.6616541353383458,242.89460939392296,1.8262752586009243,1.7140205698392492,106.27339544784256,4,0.5737710606356722,1.2892926455550062,2.345931255629061,1.8390192606998392,0.5737710606356722,4,5,3,4,0.8,1.14057793035608,1.7707629280009602
5,2,RV_LOW__RANGE_MID,240,360,78,0.7435897435897436,266.58729988007485,3.4177858958983958,2.9605159758803508,58.37146458132429,4,1.16522331000772,1.9807453516650184,4.247677374910749,3.1806889215431107,1.16522331000772,4,5,3,3,0.6,2.668039878570289,3.3587157950576105
5,3,EFF_HIGH__RV_LOW,240,360,92,0.6304347826086957,131.12232080451994,1.4252426174404342,1.6195713213175094,66.71232539880185,7,0.886876108318321,1.4202599379668763,1.5944435203073837,1.675581972237448,0.886876108318321,4,5,2,3,0.6,1.2036149502903055,1.2881428723882051
6,1,RV_LOW__RANGE_MID,120,360,74,0.581081081081081,156.71019150164014,2.1177052905627045,1.8334038987680368,99.74397333635532,7,2.5501545719220977,2.095098881584559,1.9463574620995483,1.7414234159839166,1.9463574620995483,4,5,3,3,0.6,1.9915766360963767,2.0684468989042286
6,2,DRIVE_DOWN__STR_B60_80,180,240,73,0.6438356164383562,101.48357126870296,1.3901859077904517,1.6754846071733045,47.04761929016719,4,1.7760744551986778,1.8915907095152815,1.0890046024962263,1.5162159020153034,1.0890046024962263,4,5,3,3,0.6,0.8679696831148854,1.4791440376661562
6,3,DRIVE_DOWN__EFF_HIGH,240,240,122,0.5819672131147541,177.21269312135823,1.4525630583717888,1.5916481709160983,61.911498884212286,8,0.7747615469031783,1.3265855481476014,1.8084088518928088,1.723773076107988,0.7747615469031783,4,5,2,4,0.8,1.1203451110669254,1.3070102532035457
7,1,DRIVE_DOWN__STR_B20_40,360,360,86,0.5697674418604651,136.7593959363076,1.5902255341431115,1.5499488570962634,46.391209448290574,6,0.5495834230363501,1.1213491917261549,2.3043916888242237,2.303452440405682,0.5495834230363501,4,4,3,3,0.75,1.5902255341431115,2.1096355850740856
7,2,DRIVE_DOWN__STR_B40_60,240,360,86,0.6162790697674418,251.7726655586162,2.9275891344025142,2.198449217131423,71.94242359156566,8,3.2638495603809323,2.5758434205123657,2.707726548185855,2.008160608729028,2.707726548185855,4,5,3,3,0.6,2.6540658963539,3.232121188457937
7,3,DRIVE_DOWN__EFF_MID,180,360,159,0.5723270440251572,319.84736583572254,2.0116186530548585,1.8086672911166803,124.49264792112992,13,1.0847982324279524,1.341216006222505,2.6198445540912667,2.288226003495236,1.0847982324279524,4,5,3,3,0.6,1.7470956328960925,2.000470578029412
8,1,DRIVE_DOWN__STR_B0_20,360,240,90,0.5555555555555556,116.2093801356366,1.2912153348404063,1.7867262220844142,33.97834972272795,9,0.4183865040134262,1.160476655028393,1.749820313749498,2.5433975470974435,0.4183865040134262,4,4,2,3,0.75,1.2912153348404063,1.5510841258122525
8,2,EFF_LOW__RANGE_MID,360,240,68,0.6176470588235294,142.68706595723938,2.09833920525352,2.8594872481993194,30.85324806656328,5,1.7703138906005529,2.611212988446548,2.2350164196922573,2.959119026297913,1.7703138906005529,4,4,2,3,0.75,1.1595619008336162,1.6686210372071464
8,3,RV_MID__RANGE_MID,360,240,142,0.5704225352112676,188.1221411029568,1.324803810584203,1.7264858373486534,71.82679842544864,8,0.4566557371390938,1.2199128834135742,2.0576560803755286,2.278009544290224,0.4566557371390938,4,4,2,3,0.75,1.1289215701886248,1.267020201551554
9,1,EFF_MID__EXT_HIGH,360,360,78,0.6025641025641025,196.4920974108757,2.519129453985585,2.080374358773708,60.75671552947972,5,1.7221466894408692,1.5715686491029752,2.9908131309610293,2.550848458270591,1.7221466894408692,4,4,3,3,0.75,1.6802930313342888,2.620348243193907
9,2,DRIVE_DOWN__STR_B80_100,360,120,93,0.6236559139784946,206.7134060687787,2.222724796438481,2.338257080749402,46.766033032703206,8,3.2226949400133496,3.219135180673645,1.20101617148155,1.6408404193024946,1.20101617148155,4,3,1,2,0.6666666666666666,2.222724796438481,2.326071872044457
9,3,EFF_MID__RANGE_LOW,360,480,144,0.5625,228.328967014604,1.5856178264903054,1.6393801006268098,82.18957046389758,8,1.983575655641386,2.209964199210919,1.3927928989634928,1.4824004938456463,1.3927928989634928,4,3,1,2,0.6666666666666666,1.3530451397316487,1.469331483110977
10,1,DRIVE_UP__RV_HIGH,120,480,116,0.6551724137931034,389.2668201623413,3.355748449675356,2.2632684858242675,93.77532240115391,7,3.420707370828423,2.237190388419705,3.2669270676905517,2.302578059274168,3.2669270676905517,4,4,3,4,1.0,2.7903568479249348,3.2337096147249387
10,2,DRIVE_UP__STR_B60_80,60,480,104,0.6153846153846154,216.4185722903204,2.08094781048385,1.7605539862782609,65.19124774597196,4,2.064794531297954,1.759219933514104,2.091460262017528,1.761413586577909,2.064794531297954,4,3,2,3,1.0,1.308816695757529,2.0104780575079126
10,3,DRIVE_UP__RANGE_HIGH,120,480,134,0.6417910447761194,336.21038573494326,2.509032729365248,1.8229327566900784,122.30868630838134,6,2.558529015377818,1.9345427256241727,2.458036555897752,1.7295005824852436,2.458036555897752,4,4,2,3,0.75,2.509032729365248,2.562826651847731
11,1,DRIVE_UP__RANGE_HIGH,360,360,122,0.5983606557377049,331.61338710030606,2.7181425172156235,2.104799486030803,119.29490606738298,9,3.2396278319915077,2.1509224053175866,2.343554474207593,2.062519058739769,2.343554474207593,4,4,4,4,1.0,1.7639055886021298,2.6391650234099617
11,2,DRIVE_UP__RV_HIGH,240,480,109,0.6605504587155964,395.193892767073,3.625632043734615,2.669005202716262,123.2498656430952,9,4.282452264097809,3.725388807433775,2.72607391584589,1.910069136802728,2.72607391584589,4,4,3,4,1.0,2.344263240152311,2.8235828163067507
11,3,DRIVE_UP__STR_B80_100,360,480,74,0.6756756756756757,268.8011890838736,3.6324485011334255,3.188617041422648,47.41327953057643,6,3.1160010133957923,3.34325891816084,3.895942117326097,3.131223264626979,3.1160010133957923,4,3,3,3,1.0,2.271914433283804,3.4464361339126466
12,1,DRIVE_UP__STR_B80_100,240,360,87,0.6896551724137931,145.515769154359,1.6725950477512528,1.8374817126568144,53.38100144142314,4,0.5491650521287748,1.208530831899035,2.465604456425943,2.5927653069746297,0.5491650521287748,4,5,3,4,0.8,0.6616480209565866,1.2030045025458296
12,2,EFF_HIGH__RV_MID,60,480,89,0.6067415730337079,292.11479481976886,3.2821887058401,2.3528110907582462,44.68808794782662,5,1.808521084806384,1.630247023881411,3.9944613893397287,2.8058831758714624,1.808521084806384,4,3,3,3,1.0,1.2586019851869958,2.0125691208103653
12,3,DRIVE_UP__RV_HIGH,360,360,112,0.6696428571428571,211.4291506890185,1.887760274009094,1.811100909497252,120.59111413914545,10,2.5113277634576368,2.441590693567301,0.9930764848003152,1.3135446109756552,0.9930764848003152,4,4,3,3,0.75,1.2916753620132897,1.5903104091866151
13,1,DRIVE_UP__STR_B60_80,120,360,81,0.654320987654321,191.70448547974704,2.3667220429598403,2.272658246746193,35.399922907387946,6,3.445142077129768,3.2218862480384254,1.4598688324078546,1.6887441275530175,1.4598688324078546,4,5,5,5,1.0,1.4735197777692732,2.1195959265918636
13,2,DRIVE_UP__RANGE_MID,180,360,144,0.6041666666666666,199.271806200528,1.3838319875036666,1.5440587866197673,76.91492878730568,6,1.8210987951743172,1.8501196728007148,1.0973468376504816,1.3910021655686895,1.0973468376504816,4,5,4,5,1.0,0.5706464718212659,1.1674259755600596
13,3,EFF_MID__RV_HIGH,180,360,60,0.5833333333333334,237.60562329184737,3.960093721530789,2.175238343158508,86.01457200940258,5,3.765316912186447,2.1313669914139344,4.130523429707088,2.2127488454847155,3.765316912186447,4,5,4,4,0.8,2.488509305920761,3.5055172405847195
14,1,EFF_HIGH__RANGE_MID,120,360,99,0.6262626262626263,140.8394878588826,1.4226210894836626,1.5419374037335558,89.29768327350669,4,1.7586016790808163,2.3540209771720715,1.283429130936271,1.404290979596651,1.283429130936271,3,5,4,4,0.8,1.0662476231012468,1.1737719980041512
14,2,DRIVE_UP__STR_B40_60,120,480,86,0.627906976744186,184.8633925799958,2.1495743323255327,1.7431363017718025,63.80004863037084,4,3.1558000507423927,2.2399319279221084,1.3897712388270869,1.4405096593341435,1.3897712388270869,4,4,3,3,0.75,1.4100054053816984,1.6834970497021564
14,3,DRIVE_DOWN__STR_B40_60,360,360,82,0.6097560975609756,123.37285937043194,1.5045470654930724,1.766322659441752,44.02508253085965,5,3.551530819237935,3.204184057030668,0.8442297255753747,1.40648485388764,0.8442297255753747,3,4,3,3,0.75,0.9097511620856864,1.7398474970821702
15,1,EFF_LOW__RV_HIGH,180,360,74,0.6081081081081081,279.3218997950154,3.774620267500208,2.003341476403436,83.52574706827536,5,1.2199989505702562,1.3040554005261142,6.780057110947208,2.955320127851509,1.2199989505702562,4,5,3,3,0.6,1.4447986913975988,2.6977096491185684
15,2,RV_MID__RANGE_HIGH,240,120,73,0.5753424657534246,78.29598874100161,1.0725477909726249,1.9048963282936335,30.38950221442558,5,0.2388824915361085,1.1896718847991457,1.7603216630077507,2.5660205807629364,0.2388824915361085,4,4,2,3,0.75,0.6633205693174251,1.0102545818337356
15,3,EFF_LOW__RANGE_MID,240,360,80,0.575,304.854351109217,3.810679388865213,2.7937002817586887,58.47372524807084,8,2.0363822449028315,1.5737017251907053,4.766070158691109,4.511862950944421,2.0363822449028315,4,5,2,2,0.4,2.1539762162311216,2.982327802548167
16,1,EFF_LOW__RANGE_MID,360,360,70,0.5857142857142857,253.6165690832399,3.623093844046284,2.48614987220674,64.1230682229373,7,1.6341388759149715,1.433037093710214,4.418675831298811,3.3212198513069104,1.6341388759149715,4,4,3,3,0.75,2.623497259015576,3.0057438276980513
16,2,RV_MID__RANGE_LOW,60,240,66,0.6212121212121212,107.94839378100858,1.6355817239546755,1.9606750906092651,23.50123842545981,4,0.8904964000584312,1.577169268618399,2.1198871844872333,2.1735971055800576,0.8904964000584312,3,4,3,3,0.75,0.9595900940384976,1.7722319892113205
16,3,EFF_LOW__RV_MID,120,240,76,0.6052631578947368,97.40037779037664,1.2815839182944295,1.5917476011562968,39.51300660561639,5,1.4753278995129313,1.820967953347488,1.0546266831527558,1.405989610948969,1.0546266831527558,3,5,3,3,0.6,1.2815839182944295,2.2037793156490255
17,1,DRIVE_UP__EXT_LOW,360,360,135,0.5703703703703704,489.361847082919,3.624902570984585,2.24154835211505,74.41282231290762,9,2.82655603706721,2.0250753159381616,4.1908191013563965,2.380977743951504,2.82655603706721,4,4,3,3,0.75,2.342596504408934,2.914582067696958
17,2,EFF_LOW__EXT_MID,120,480,83,0.5662650602409639,231.65963736659617,2.791079968272243,1.655824685059499,88.96148170003951,3,1.7948386331513044,1.478029445555196,3.4823494661112626,1.7564431448207911,1.7948386331513044,3,4,2,2,0.5,2.791079968272243,3.1990820320526177
17,3,EFF_LOW__RANGE_HIGH,120,120,60,0.55,113.98716102614556,1.899786017102426,1.9131858011524252,48.71141350137383,8,3.0681631547778125,2.308260868306983,0.147220310589347,1.0874671258964554,0.147220310589347,3,4,2,2,0.5,1.899786017102426,3.6969809700000447
18,1,DRIVE_DOWN__EXT_HIGH,120,240,126,0.5714285714285714,233.0804984946712,1.849845226148184,1.633625533111848,82.4329089682823,6,1.5435421038953128,1.545034577233156,2.1111037715991623,1.7050987367562371,1.5435421038953128,4,5,3,4,0.8,1.022917930986773,1.496562340250724
18,2,DRIVE_DOWN__STR_B80_100,60,120,79,0.5822784810126582,108.3348896664239,1.371327717296505,1.6362750810726838,64.86016362392425,4,0.1390865960714092,1.0504149070048112,2.8431712787598142,2.982295141760566,0.1390865960714092,4,3,3,3,1.0,1.371327717296505,1.8138054959727326
18,3,RV_HIGH__RANGE_MID,360,360,61,0.6229508196721312,76.54667072531979,1.2548634545134392,1.464155530384479,59.44034220242442,5,0.2492851533513576,1.0712794836920727,2.2280037459606143,2.151188217046784,0.2492851533513576,3,4,2,3,0.75,0.90474401169328,1.6932232541825734
19,1,RV_LOW__RANGE_MID,60,360,76,0.5657894736842105,253.6443136298183,3.3374251793397143,1.9570371418562047,79.90544447027781,7,6.495937717613882,2.755368202986044,1.966749926881112,1.579366695154179,1.966749926881112,3,4,3,3,0.75,2.909255240684532,3.3087621808123724
19,2,DRIVE_DOWN__STR_B60_80,60,360,61,0.5573770491803278,93.86472746180765,1.5387660239640597,1.5285353021617396,46.06295010095381,5,1.3375392652483071,1.318130725806106,1.669291489076981,1.8053781294611129,1.3375392652483071,4,4,3,3,0.75,1.5387660239640597,2.177433608974735
19,3,DRIVE_DOWN__STR_B80_100,120,120,65,0.6153846153846154,169.59125269330573,2.6090961952816265,2.101266289135592,53.3608269745863,4,4.04224551220963,3.178689732225211,1.131160962199623,1.390182335389469,1.131160962199623,4,4,2,2,0.5,2.6090961952816265,2.614766482348262
20,1,DRIVE_DOWN__RV_HIGH,120,120,109,0.6055045871559633,413.2520725515726,3.791303417904336,3.0022574285105508,67.88087366194577,10,3.677472340909695,3.1134330316515717,4.053459837649572,2.803978915313506,3.677472340909695,4,4,4,4,1.0,2.842300121224722,3.3092272991431995
20,2,DRIVE_DOWN__RANGE_HIGH,120,120,122,0.5983606557377049,418.1414777792504,3.427389162125003,2.707093985352933,85.43107563812313,10,3.216754272173683,2.4459201365091987,3.720625969704291,3.181333166270596,3.216754272173683,4,4,4,4,1.0,2.652944458197829,3.2729167734724367
20,3,DRIVE_DOWN__STR_B80_100,60,120,83,0.6144578313253012,274.589317335658,3.308305028140458,2.4731034261482203,48.537056536670704,7,3.321538191662475,2.2961150009945848,3.2872146737772416,2.8883612074919425,3.2872146737772416,4,3,3,3,1.0,2.0224651494730304,3.28701058500639
21,1,DRIVE_UP__STR_B60_80,60,480,72,0.5555555555555556,249.99349401029136,3.472131861254047,1.9483174420566136,66.99923633080162,8,3.210455896361847,1.9797882815724408,3.6486110003673913,1.9305796994357076,3.210455896361847,3,3,1,2,0.6666666666666666,2.552642059132284,3.012386960193165
21,2,DRIVE_UP__STR_B20_40,60,480,82,0.573170731707317,255.8475923018412,3.1200925890468443,1.7933222550868717,69.24743800163621,5,0.8496983689455939,1.1852012373551404,4.115879527687744,2.1289832874044943,0.8496983689455939,4,3,1,1,0.3333333333333333,3.1200925890468443,3.1200925890468443
21,3,DRIVE_UP__RANGE_MID,60,480,123,0.5528455284552846,252.13698935640025,2.049894222409758,1.5022409795870346,110.35041152353804,7,1.0883201973967478,1.249283107088448,2.907914121652136,1.7596812723142137,1.0883201973967478,2,3,1,1,0.3333333333333333,2.049894222409758,2.049894222409758
22,1,DRIVE_UP__EFF_HIGH,360,480,153,0.5882352941176471,775.345945676429,5.06762055997666,2.5273499437057394,99.71207890030075,12,7.347099795451481,3.120924083897319,4.05690806877556,2.247090326806387,4.05690806877556,4,3,3,3,1.0,3.5929952801957405,4.177847617941317
22,2,EFF_HIGH__RANGE_MID,240,360,91,0.5714285714285714,382.8968371022472,4.207657550574145,2.585687369833641,71.34960317726643,5,2.6731952706566102,1.9085207407443887,5.08071367535481,3.04111595878344,2.6731952706566102,4,5,3,3,0.6,2.472748529552785,3.69877023534065
22,3,RV_HIGH__RANGE_MID,360,480,63,0.6031746031746031,189.0751566448527,3.001192962616709,2.2367609500526946,43.68135259235297,6,3.0101350298516723,2.178216847676199,2.966800396328389,2.534256264287185,2.966800396328389,4,3,2,2,0.6666666666666666,2.876761145241484,2.9389770539290963
23,1,DRIVE_UP__RV_MID,120,360,101,0.6237623762376238,220.2286860247358,2.180482039848869,1.8903958914729968,81.46629144414038,5,3.495775267201995,3.31446066300549,1.317994677650098,1.4301141873072252,1.317994677650098,4,5,3,4,0.8,1.038003589050027,1.9014667425364804
23,2,DRIVE_UP__STR_B40_60,60,360,88,0.5681818181818182,127.71345694250024,1.4512892834375029,1.4462413759163666,92.7647042485955,6,1.9268577552153612,1.5394388337467797,1.2175352888348254,1.3933746610632949,1.2175352888348254,3,4,3,3,0.75,1.4512892834375029,1.7624505284150302
23,3,DRIVE_UP__RANGE_MID,180,480,123,0.6097560975609756,116.80036206389796,0.9495964395438858,1.3437884592567833,85.95951128796976,9,0.4177242146344317,1.107357723307554,1.4089406337838686,1.7883164375238867,0.4177242146344317,3,4,2,4,1.0,0.5054945378760229,1.1037616670709138
