partition,bull_cross_ts,signal_ts,entry_ts,entry_px,regime_at_cross,regime_at_signal,resolved,exit_reason,exit_ts,exit_px,gross_return,hold_minutes,gross_pnl_usd,net_pnl_usd
external,2020-04-08 03:45:00+00:00,2020-04-08 04:15:00+00:00,2020-04-08 04:30:00+00:00,7345.99,True,True,True,SL,2020-04-08 08:40:00+00:00,7272.5301,-0.01,250.0,-5.0,-5.4
external,2020-04-08 16:45:00+00:00,2020-04-08 17:00:00+00:00,2020-04-08 17:15:00+00:00,7341.0,True,True,True,SL,2020-04-08 19:15:00+00:00,7267.59,-0.01,120.0,-5.0,-5.4
external,2020-04-09 08:30:00+00:00,2020-04-09 08:45:00+00:00,2020-04-09 09:00:00+00:00,7324.88,True,True,True,SL,2020-04-09 11:55:00+00:00,7251.6312,-0.01,175.0,-5.0,-5.4
external,2020-04-15 03:45:00+00:00,2020-04-15 04:00:00+00:00,2020-04-15 04:15:00+00:00,6906.94,True,True,True,SL,2020-04-15 08:50:00+00:00,6837.870599999999,-0.01,275.0,-5.0,-5.4
external,2020-04-19 22:00:00+00:00,2020-04-19 22:15:00+00:00,2020-04-19 22:30:00+00:00,7170.49,True,True,True,SL,2020-04-20 00:00:00+00:00,7098.7851,-0.01,90.0,-5.0,-5.4
external,2020-04-24 18:30:00+00:00,2020-04-24 18:45:00+00:00,2020-04-24 19:00:00+00:00,7515.01,True,True,True,SL,2020-04-25 00:50:00+00:00,7439.8599,-0.01,350.0,-5.0,-5.4
external,2020-04-25 05:00:00+00:00,2020-04-25 05:15:00+00:00,2020-04-25 05:30:00+00:00,7535.42,True,True,True,TP,2020-04-25 15:50:00+00:00,7610.7742,0.01,620.0,5.0,4.6
external,2020-04-25 20:00:00+00:00,2020-04-25 20:30:00+00:00,2020-04-25 20:45:00+00:00,7546.64,True,True,True,TP,2020-04-26 10:45:00+00:00,7622.106400000001,0.01,840.0,5.0,4.6
external,2020-04-26 01:00:00+00:00,2020-04-26 01:15:00+00:00,2020-04-26 01:30:00+00:00,7566.67,True,True,True,TP,2020-04-26 10:45:00+00:00,7642.3367,0.01,555.0,5.0,4.6
external,2020-04-26 09:00:00+00:00,2020-04-26 09:15:00+00:00,2020-04-26 09:30:00+00:00,7562.84,True,True,True,TP,2020-04-26 10:45:00+00:00,7638.468400000001,0.01,75.0,5.0,4.6
external,2020-04-26 18:15:00+00:00,2020-04-26 18:30:00+00:00,2020-04-26 18:45:00+00:00,7619.35,True,True,True,TP,2020-04-26 23:55:00+00:00,7695.543500000001,0.01,310.0,5.0,4.6
external,2020-04-27 19:30:00+00:00,2020-04-27 20:00:00+00:00,2020-04-27 20:15:00+00:00,7699.01,True,True,True,TP,2020-04-27 23:55:00+00:00,7776.0001,0.01,220.0,5.0,4.6
external,2020-04-28 09:30:00+00:00,2020-04-28 09:45:00+00:00,2020-04-28 10:00:00+00:00,7741.55,True,True,True,SL,2020-04-28 15:00:00+00:00,7664.1345,-0.01,300.0,-5.0,-5.4
external,2020-05-01 06:00:00+00:00,2020-05-01 06:30:00+00:00,2020-05-01 06:45:00+00:00,8791.66,True,True,True,TP,2020-05-01 10:00:00+00:00,8879.5766,0.01,195.0,5.0,4.6
external,2020-05-01 22:30:00+00:00,2020-05-01 22:45:00+00:00,2020-05-01 23:00:00+00:00,8842.32,True,True,True,TP,2020-05-02 12:15:00+00:00,8930.743199999999,0.01,795.0,5.0,4.6
external,2020-05-02 09:45:00+00:00,2020-05-02 10:00:00+00:00,2020-05-02 10:15:00+00:00,8823.03,True,True,True,TP,2020-05-02 12:15:00+00:00,8911.2603,0.01,120.0,5.0,4.6
external,2020-05-05 20:45:00+00:00,2020-05-05 21:00:00+00:00,2020-05-05 21:15:00+00:00,8978.8,True,True,True,TP,2020-05-06 03:50:00+00:00,9068.588,0.01,395.0,5.0,4.6
external,2020-05-09 18:30:00+00:00,2020-05-09 19:00:00+00:00,2020-05-09 19:15:00+00:00,9752.21,True,True,True,SL,2020-05-09 20:50:00+00:00,9654.687899999999,-0.01,95.0,-5.0,-5.4
external,2020-05-16 05:00:00+00:00,2020-05-16 05:15:00+00:00,2020-05-16 05:30:00+00:00,9547.98,True,True,True,SL,2020-05-16 05:50:00+00:00,9452.500199999999,-0.01,20.0,-5.0,-5.4
external,2020-05-16 12:15:00+00:00,2020-05-16 12:45:00+00:00,2020-05-16 13:00:00+00:00,9468.91,True,True,True,SL,2020-05-16 15:30:00+00:00,9374.2209,-0.01,150.0,-5.0,-5.4
external,2020-05-17 00:30:00+00:00,2020-05-17 00:45:00+00:00,2020-05-17 01:00:00+00:00,9478.01,True,True,True,TP,2020-05-17 12:05:00+00:00,9572.7901,0.01,665.0,5.0,4.6
external,2020-05-18 22:15:00+00:00,2020-05-18 23:15:00+00:00,2020-05-18 23:30:00+00:00,9733.0,True,True,True,SL,2020-05-19 00:00:00+00:00,9635.67,-0.01,30.0,-5.0,-5.4
external,2020-05-19 08:30:00+00:00,2020-05-19 09:15:00+00:00,2020-05-19 09:30:00+00:00,9780.06,True,True,True,TP,2020-05-19 11:15:00+00:00,9877.8606,0.01,105.0,5.0,4.6
external,2020-05-19 22:30:00+00:00,2020-05-19 22:45:00+00:00,2020-05-19 23:00:00+00:00,9754.27,True,True,True,SL,2020-05-20 06:45:00+00:00,9656.7273,-0.01,465.0,-5.0,-5.4
external,2020-06-01 12:15:00+00:00,2020-06-01 13:15:00+00:00,2020-06-01 13:30:00+00:00,9556.79,True,True,True,TP,2020-06-01 20:45:00+00:00,9652.3579,0.01,435.0,5.0,4.6
external,2020-06-06 20:30:00+00:00,2020-06-06 20:45:00+00:00,2020-06-06 21:00:00+00:00,9697.31,True,True,True,SL,2020-06-07 08:20:00+00:00,9600.3369,-0.01,680.0,-5.0,-5.4
external,2020-06-08 23:30:00+00:00,2020-06-09 00:00:00+00:00,2020-06-09 00:15:00+00:00,9863.02,True,True,True,SL,2020-06-09 00:20:00+00:00,9764.3898,-0.01,5.0,-5.0,-5.4
external,2020-06-09 12:30:00+00:00,2020-06-09 12:45:00+00:00,2020-06-09 13:00:00+00:00,9721.45,True,True,True,TP,2020-06-09 21:55:00+00:00,9818.6645,0.01,535.0,5.0,4.6
external,2020-06-10 13:15:00+00:00,2020-06-10 13:30:00+00:00,2020-06-10 13:45:00+00:00,9761.15,True,True,True,TP,2020-06-10 18:35:00+00:00,9858.7615,0.01,290.0,5.0,4.6
external,2020-06-10 15:45:00+00:00,2020-06-10 16:15:00+00:00,2020-06-10 16:30:00+00:00,9762.69,True,True,True,TP,2020-06-10 18:35:00+00:00,9860.3169,0.01,125.0,5.0,4.6
external,2020-07-09 06:30:00+00:00,2020-07-09 07:30:00+00:00,2020-07-09 07:45:00+00:00,9402.66,True,True,True,SL,2020-07-09 14:55:00+00:00,9308.6334,-0.01,430.0,-5.0,-5.4
external,2020-07-24 16:45:00+00:00,2020-07-24 17:15:00+00:00,2020-07-24 17:30:00+00:00,9546.22,True,True,True,TP,2020-07-24 21:00:00+00:00,9641.6822,0.01,210.0,5.0,4.6
external,2020-07-25 02:30:00+00:00,2020-07-25 03:00:00+00:00,2020-07-25 03:15:00+00:00,9579.15,True,True,True,TP,2020-07-25 17:20:00+00:00,9674.941499999999,0.01,845.0,5.0,4.6
external,2020-07-28 12:00:00+00:00,2020-07-28 12:45:00+00:00,2020-07-28 13:00:00+00:00,11009.4,True,True,True,TP,2020-07-28 14:10:00+00:00,11119.494,0.01,70.0,5.0,4.6
external,2020-07-29 05:30:00+00:00,2020-07-29 06:00:00+00:00,2020-07-29 06:15:00+00:00,11034.16,True,True,True,TP,2020-07-29 08:55:00+00:00,11144.5016,0.01,160.0,5.0,4.6
external,2020-07-30 18:00:00+00:00,2020-07-30 18:15:00+00:00,2020-07-30 18:30:00+00:00,11088.86,True,True,True,SL,2020-07-31 01:35:00+00:00,10977.9714,-0.01,425.0,-5.0,-5.4
external,2020-07-31 06:45:00+00:00,2020-07-31 07:15:00+00:00,2020-07-31 07:30:00+00:00,11120.71,True,True,True,TP,2020-07-31 11:55:00+00:00,11231.917099999999,0.01,265.0,5.0,4.6
external,2020-08-07 09:00:00+00:00,2020-08-07 09:45:00+00:00,2020-08-07 10:00:00+00:00,11822.4,True,True,True,SL,2020-08-07 11:55:00+00:00,11704.176,-0.01,115.0,-5.0,-5.4
external,2020-08-08 09:30:00+00:00,2020-08-08 09:45:00+00:00,2020-08-08 10:00:00+00:00,11744.64,True,True,True,SL,2020-08-08 16:25:00+00:00,11627.193599999999,-0.01,385.0,-5.0,-5.4
external,2020-08-10 14:00:00+00:00,2020-08-10 14:15:00+00:00,2020-08-10 14:30:00+00:00,11967.62,True,True,True,SL,2020-08-10 15:40:00+00:00,11847.943800000001,-0.01,70.0,-5.0,-5.4
external,2020-08-11 01:30:00+00:00,2020-08-11 01:45:00+00:00,2020-08-11 02:00:00+00:00,11936.06,True,True,True,SL,2020-08-11 04:35:00+00:00,11816.6994,-0.01,155.0,-5.0,-5.4
external,2020-08-15 17:30:00+00:00,2020-08-15 17:45:00+00:00,2020-08-15 18:00:00+00:00,11865.71,True,True,True,TP,2020-08-15 21:35:00+00:00,11984.3671,0.01,215.0,5.0,4.6
external,2020-08-16 01:45:00+00:00,2020-08-16 02:30:00+00:00,2020-08-16 02:45:00+00:00,11877.33,True,True,True,SL,2020-08-16 11:10:00+00:00,11758.5567,-0.01,505.0,-5.0,-5.4
external,2020-08-16 21:15:00+00:00,2020-08-16 21:30:00+00:00,2020-08-16 21:45:00+00:00,11885.65,True,True,True,TP,2020-08-17 13:20:00+00:00,12004.5065,0.01,935.0,5.0,4.6
external,2020-08-17 03:15:00+00:00,2020-08-17 03:30:00+00:00,2020-08-17 03:45:00+00:00,11869.03,True,True,True,TP,2020-08-17 13:20:00+00:00,11987.7203,0.01,575.0,5.0,4.6
external,2020-08-17 08:45:00+00:00,2020-08-17 09:00:00+00:00,2020-08-17 09:15:00+00:00,11904.34,True,True,True,TP,2020-08-17 13:20:00+00:00,12023.3834,0.01,245.0,5.0,4.6
external,2020-09-17 19:00:00+00:00,2020-09-17 19:30:00+00:00,2020-09-17 19:45:00+00:00,10913.38,True,True,True,TP,2020-09-18 09:40:00+00:00,11022.513799999999,0.01,835.0,5.0,4.6
external,2020-09-19 00:00:00+00:00,2020-09-19 00:15:00+00:00,2020-09-19 00:30:00+00:00,10957.99,True,True,True,TP,2020-09-19 11:45:00+00:00,11067.5699,0.01,675.0,5.0,4.6
external,2020-09-19 09:30:00+00:00,2020-09-19 10:15:00+00:00,2020-09-19 10:30:00+00:00,10945.07,True,True,True,TP,2020-09-19 11:45:00+00:00,11054.5207,0.01,75.0,5.0,4.6
external,2020-09-29 14:00:00+00:00,2020-09-29 14:15:00+00:00,2020-09-29 14:30:00+00:00,10777.31,True,True,True,SL,2020-09-29 16:20:00+00:00,10669.5369,-0.01,110.0,-5.0,-5.4
external,2020-10-11 02:30:00+00:00,2020-10-11 02:45:00+00:00,2020-10-11 03:00:00+00:00,11356.76,True,True,True,SL,2020-10-12 10:40:00+00:00,11243.1924,-0.01,1900.0,-5.0,-5.4
external,2020-10-11 06:15:00+00:00,2020-10-11 06:45:00+00:00,2020-10-11 07:00:00+00:00,11358.96,True,True,True,SL,2020-10-12 10:40:00+00:00,11245.3704,-0.01,1660.0,-5.0,-5.4
external,2020-10-12 01:45:00+00:00,2020-10-12 02:15:00+00:00,2020-10-12 02:30:00+00:00,11379.96,True,True,True,SL,2020-10-12 10:40:00+00:00,11266.160399999999,-0.01,490.0,-5.0,-5.4
external,2020-10-12 14:15:00+00:00,2020-10-12 15:00:00+00:00,2020-10-12 15:15:00+00:00,11478.03,True,True,True,TP,2020-10-12 15:30:00+00:00,11592.810300000001,0.01,15.0,5.0,4.6
external,2020-10-14 00:15:00+00:00,2020-10-14 00:30:00+00:00,2020-10-14 00:45:00+00:00,11466.99,True,True,True,SL,2020-10-14 12:00:00+00:00,11352.320099999999,-0.01,675.0,-5.0,-5.4
external,2020-10-19 07:30:00+00:00,2020-10-19 08:15:00+00:00,2020-10-19 08:30:00+00:00,11459.6,True,True,True,TP,2020-10-19 13:00:00+00:00,11574.196,0.01,270.0,5.0,4.6
external,2020-10-23 10:45:00+00:00,2020-10-23 11:30:00+00:00,2020-10-23 11:45:00+00:00,13002.79,True,True,True,SL,2020-10-23 16:10:00+00:00,12872.7621,-0.01,265.0,-5.0,-5.4
external,2020-10-23 23:00:00+00:00,2020-10-24 00:30:00+00:00,2020-10-24 00:45:00+00:00,12912.6,True,True,True,TP,2020-10-24 14:10:00+00:00,13041.726,0.01,805.0,5.0,4.6
external,2020-10-25 23:30:00+00:00,2020-10-26 00:15:00+00:00,2020-10-26 00:30:00+00:00,13000.61,True,True,True,TP,2020-10-26 04:50:00+00:00,13130.616100000001,0.01,260.0,5.0,4.6
external,2020-10-27 00:00:00+00:00,2020-10-27 00:15:00+00:00,2020-10-27 00:30:00+00:00,13108.25,True,True,True,TP,2020-10-27 10:35:00+00:00,13239.3325,0.01,605.0,5.0,4.6
external,2020-10-30 15:30:00+00:00,2020-10-30 15:45:00+00:00,2020-10-30 16:00:00+00:00,13540.01,True,True,True,TP,2020-10-31 02:05:00+00:00,13675.410100000001,0.01,605.0,5.0,4.6
external,2020-11-01 13:45:00+00:00,2020-11-01 14:00:00+00:00,2020-11-01 14:15:00+00:00,13828.33,True,True,True,SL,2020-11-01 22:45:00+00:00,13690.046699999999,-0.01,510.0,-5.0,-5.4
external,2020-11-02 00:30:00+00:00,2020-11-02 01:30:00+00:00,2020-11-02 01:45:00+00:00,13786.68,True,True,True,SL,2020-11-02 03:15:00+00:00,13648.8132,-0.01,90.0,-5.0,-5.4
external,2020-11-04 13:30:00+00:00,2020-11-04 14:30:00+00:00,2020-11-04 14:45:00+00:00,13770.9,True,True,True,TP,2020-11-04 15:25:00+00:00,13908.609,0.01,40.0,5.0,4.6
external,2020-11-06 22:45:00+00:00,2020-11-06 23:00:00+00:00,2020-11-06 23:15:00+00:00,15635.12,True,True,True,SL,2020-11-07 04:35:00+00:00,15478.7688,-0.01,320.0,-5.0,-5.4
external,2020-11-08 10:45:00+00:00,2020-11-08 11:15:00+00:00,2020-11-08 11:30:00+00:00,15132.57,True,True,True,TP,2020-11-08 12:50:00+00:00,15283.8957,0.01,80.0,5.0,4.6
external,2020-11-09 10:30:00+00:00,2020-11-09 11:00:00+00:00,2020-11-09 11:15:00+00:00,15548.48,True,True,True,TP,2020-11-09 11:50:00+00:00,15703.9648,0.01,35.0,5.0,4.6
external,2020-11-09 20:45:00+00:00,2020-11-09 21:00:00+00:00,2020-11-09 21:15:00+00:00,15401.72,True,True,True,SL,2020-11-09 22:40:00+00:00,15247.7028,-0.01,85.0,-5.0,-5.4
external,2020-11-10 21:00:00+00:00,2020-11-10 21:15:00+00:00,2020-11-10 21:30:00+00:00,15337.97,True,True,True,TP,2020-11-11 00:50:00+00:00,15491.349699999999,0.01,200.0,5.0,4.6
external,2020-11-12 05:30:00+00:00,2020-11-12 06:00:00+00:00,2020-11-12 06:15:00+00:00,15790.26,True,True,True,TP,2020-11-12 08:10:00+00:00,15948.1626,0.01,115.0,5.0,4.6
external,2020-11-13 19:30:00+00:00,2020-11-13 20:30:00+00:00,2020-11-13 20:45:00+00:00,16232.49,True,True,True,SL,2020-11-14 05:05:00+00:00,16070.1651,-0.01,500.0,-5.0,-5.4
external,2020-11-19 02:15:00+00:00,2020-11-19 03:00:00+00:00,2020-11-19 03:15:00+00:00,17972.01,True,True,True,SL,2020-11-19 04:25:00+00:00,17792.2899,-0.01,70.0,-5.0,-5.4
external,2020-11-19 13:30:00+00:00,2020-11-19 13:45:00+00:00,2020-11-19 14:00:00+00:00,18023.08,True,True,True,SL,2020-11-19 23:05:00+00:00,17842.8492,-0.01,545.0,-5.0,-5.4
external,2020-11-20 02:00:00+00:00,2020-11-20 02:15:00+00:00,2020-11-20 02:30:00+00:00,18032.6,True,True,True,TP,2020-11-20 04:40:00+00:00,18212.926,0.01,130.0,5.0,4.6
external,2020-11-21 13:30:00+00:00,2020-11-21 13:45:00+00:00,2020-11-21 14:00:00+00:00,18820.02,True,True,True,SL,2020-11-21 19:35:00+00:00,18631.8198,-0.01,335.0,-5.0,-5.4
external,2020-11-22 17:15:00+00:00,2020-11-22 17:45:00+00:00,2020-11-22 18:00:00+00:00,18508.06,True,True,True,TP,2020-11-22 20:10:00+00:00,18693.140600000002,0.01,130.0,5.0,4.6
external,2020-11-23 06:45:00+00:00,2020-11-23 07:15:00+00:00,2020-11-23 07:30:00+00:00,18503.15,True,True,True,TP,2020-11-23 08:30:00+00:00,18688.181500000002,0.01,60.0,5.0,4.6
external,2020-11-25 09:00:00+00:00,2020-11-25 09:15:00+00:00,2020-11-25 09:30:00+00:00,19140.0,True,True,True,TP,2020-11-25 10:25:00+00:00,19331.4,0.01,55.0,5.0,4.6
external,2020-12-02 08:15:00+00:00,2020-12-02 09:00:00+00:00,2020-12-02 09:15:00+00:00,19237.44,True,True,True,SL,2020-12-02 09:45:00+00:00,19045.065599999998,-0.01,30.0,-5.0,-5.4
external,2020-12-02 18:30:00+00:00,2020-12-02 19:00:00+00:00,2020-12-02 19:15:00+00:00,19056.5,True,True,True,TP,2020-12-02 22:10:00+00:00,19247.065,0.01,175.0,5.0,4.6
external,2020-12-03 08:00:00+00:00,2020-12-03 08:15:00+00:00,2020-12-03 08:30:00+00:00,19443.01,True,True,True,SL,2020-12-03 09:05:00+00:00,19248.579899999997,-0.01,35.0,-5.0,-5.4
external,2020-12-06 17:15:00+00:00,2020-12-06 18:30:00+00:00,2020-12-06 18:45:00+00:00,19139.97,True,True,True,TP,2020-12-06 23:10:00+00:00,19331.369700000003,0.01,265.0,5.0,4.6
external,2020-12-08 01:00:00+00:00,2020-12-08 01:45:00+00:00,2020-12-08 02:00:00+00:00,19213.11,True,True,True,SL,2020-12-08 08:45:00+00:00,19020.978900000002,-0.01,405.0,-5.0,-5.4
external,2020-12-16 07:00:00+00:00,2020-12-16 07:45:00+00:00,2020-12-16 08:00:00+00:00,19419.5,True,True,True,TP,2020-12-16 10:05:00+00:00,19613.695,0.01,125.0,5.0,4.6
external,2020-12-18 01:15:00+00:00,2020-12-18 02:00:00+00:00,2020-12-18 02:15:00+00:00,23100.0,True,True,True,SL,2020-12-18 03:30:00+00:00,22869.0,-0.01,75.0,-5.0,-5.4
external,2020-12-18 21:30:00+00:00,2020-12-18 22:00:00+00:00,2020-12-18 22:15:00+00:00,22922.6,True,True,True,TP,2020-12-18 23:55:00+00:00,23151.825999999997,0.01,100.0,5.0,4.6
external,2020-12-19 08:45:00+00:00,2020-12-19 09:00:00+00:00,2020-12-19 09:15:00+00:00,23014.37,True,True,True,TP,2020-12-19 14:00:00+00:00,23244.5137,0.01,285.0,5.0,4.6
external,2020-12-20 08:15:00+00:00,2020-12-20 09:30:00+00:00,2020-12-20 09:45:00+00:00,23670.07,True,True,True,SL,2020-12-20 10:35:00+00:00,23433.3693,-0.01,50.0,-5.0,-5.4
external,2020-12-20 15:15:00+00:00,2020-12-20 15:30:00+00:00,2020-12-20 15:45:00+00:00,23785.0,True,True,True,TP,2020-12-20 19:55:00+00:00,24022.85,0.01,250.0,5.0,4.6
external,2020-12-21 02:45:00+00:00,2020-12-21 03:15:00+00:00,2020-12-21 03:30:00+00:00,23822.95,True,True,True,TP,2020-12-21 04:10:00+00:00,24061.179500000002,0.01,40.0,5.0,4.6
external,2020-12-28 03:00:00+00:00,2020-12-28 03:15:00+00:00,2020-12-28 03:30:00+00:00,27102.91,True,True,True,SL,2020-12-28 08:10:00+00:00,26831.8809,-0.01,280.0,-5.0,-5.4
external,2020-12-28 13:00:00+00:00,2020-12-28 13:15:00+00:00,2020-12-28 13:30:00+00:00,27448.33,True,True,True,SL,2020-12-28 13:50:00+00:00,27173.846700000002,-0.01,20.0,-5.0,-5.4
external,2020-12-29 12:00:00+00:00,2020-12-29 13:00:00+00:00,2020-12-29 13:15:00+00:00,26955.97,True,True,True,SL,2020-12-29 14:00:00+00:00,26686.4103,-0.01,45.0,-5.0,-5.4
external,2020-12-29 19:45:00+00:00,2020-12-29 20:15:00+00:00,2020-12-29 20:30:00+00:00,26906.26,True,True,True,TP,2020-12-29 21:00:00+00:00,27175.3226,0.01,30.0,5.0,4.6
external,2020-12-31 19:45:00+00:00,2020-12-31 20:00:00+00:00,2020-12-31 20:15:00+00:00,28991.46,True,True,True,TP,2021-01-01 01:10:00+00:00,29281.3746,0.01,295.0,5.0,4.6
external,2021-01-01 22:45:00+00:00,2021-01-01 23:15:00+00:00,2021-01-01 23:30:00+00:00,29289.07,True,True,True,SL,2021-01-02 00:25:00+00:00,28996.1793,-0.01,55.0,-5.0,-5.4
external,2021-01-02 01:30:00+00:00,2021-01-02 01:45:00+00:00,2021-01-02 02:00:00+00:00,29380.0,True,True,True,TP,2021-01-02 06:10:00+00:00,29673.8,0.01,250.0,5.0,4.6
external,2021-01-05 00:00:00+00:00,2021-01-05 00:30:00+00:00,2021-01-05 00:45:00+00:00,32859.76,True,True,True,SL,2021-01-05 00:50:00+00:00,32531.1624,-0.01,5.0,-5.0,-5.4
external,2021-01-08 09:15:00+00:00,2021-01-08 09:30:00+00:00,2021-01-08 09:45:00+00:00,38900.0,True,True,True,TP,2021-01-08 09:50:00+00:00,39289.0,0.01,5.0,5.0,4.6
external,2021-01-08 23:15:00+00:00,2021-01-09 00:00:00+00:00,2021-01-09 00:15:00+00:00,40834.19,True,True,True,SL,2021-01-09 00:40:00+00:00,40425.8481,-0.01,25.0,-5.0,-5.4
external,2021-01-09 10:15:00+00:00,2021-01-09 11:00:00+00:00,2021-01-09 11:15:00+00:00,40498.5,True,True,True,TP,2021-01-09 11:20:00+00:00,40903.485,0.01,5.0,5.0,4.6
external,2021-01-10 01:15:00+00:00,2021-01-10 01:30:00+00:00,2021-01-10 01:45:00+00:00,41366.0,True,True,True,SL,2021-01-10 02:25:00+00:00,40952.34,-0.01,40.0,-5.0,-5.4
external,2021-01-10 06:30:00+00:00,2021-01-10 07:00:00+00:00,2021-01-10 07:15:00+00:00,41087.23,True,True,True,SL,2021-01-10 08:45:00+00:00,40676.3577,-0.01,90.0,-5.0,-5.4
external,2021-01-16 01:15:00+00:00,2021-01-16 01:45:00+00:00,2021-01-16 02:00:00+00:00,37026.91,True,True,True,SL,2021-01-16 02:20:00+00:00,36656.640900000006,-0.01,20.0,-5.0,-5.4
external,2021-01-16 08:45:00+00:00,2021-01-16 09:30:00+00:00,2021-01-16 09:45:00+00:00,37347.67,True,True,True,TP,2021-01-16 10:00:00+00:00,37721.1467,0.01,15.0,5.0,4.6
external,2021-02-04 21:15:00+00:00,2021-02-04 21:30:00+00:00,2021-02-04 21:45:00+00:00,37586.24,True,True,True,SL,2021-02-04 22:20:00+00:00,37210.3776,-0.01,35.0,-5.0,-5.4
external,2021-02-05 06:15:00+00:00,2021-02-05 07:00:00+00:00,2021-02-05 07:15:00+00:00,37460.0,True,True,True,TP,2021-02-05 08:10:00+00:00,37834.6,0.01,55.0,5.0,4.6
external,2021-02-05 20:45:00+00:00,2021-02-05 21:00:00+00:00,2021-02-05 21:15:00+00:00,37872.92,True,True,True,TP,2021-02-05 23:55:00+00:00,38251.6492,0.01,160.0,5.0,4.6
external,2021-02-10 08:30:00+00:00,2021-02-10 08:45:00+00:00,2021-02-10 09:00:00+00:00,46827.04,True,True,True,TP,2021-02-10 10:10:00+00:00,47295.3104,0.01,70.0,5.0,4.6
external,2021-02-11 09:45:00+00:00,2021-02-11 10:30:00+00:00,2021-02-11 10:45:00+00:00,45988.91,True,True,True,TP,2021-02-11 11:00:00+00:00,46448.799100000004,0.01,15.0,5.0,4.6
external,2021-02-12 11:30:00+00:00,2021-02-12 12:15:00+00:00,2021-02-12 12:30:00+00:00,47796.78,True,True,True,SL,2021-02-12 14:30:00+00:00,47318.8122,-0.01,120.0,-5.0,-5.4
external,2021-02-12 17:30:00+00:00,2021-02-12 17:45:00+00:00,2021-02-12 18:00:00+00:00,47807.93,True,True,True,SL,2021-02-12 18:25:00+00:00,47329.8507,-0.01,25.0,-5.0,-5.4
