feature,partition,bucket,bucket_order,n,long_rate,short_rate,none_rate,ambiguous_rate,median_fwd_ret_4h,median_max_up_4h,median_max_down_4h
dist_low_24h,validation_2025,Q2,2,7293,0.36212806801042097,0.3884546825723296,0.2490058960647196,0.00041135335252982314,0.0003765060240963347,0.008194760138772628,-0.008666666666666711
dist_low_24h,validation_2025,Q3,3,7069,0.3942566133823737,0.41024190125901827,0.19536002263403593,0.00014146272457207527,0.0001342822613132899,0.008904719501335645,-0.009285508854102398
dist_low_24h,validation_2025,Q4,4,6610,0.42178517397882,0.42193645990922846,0.15385779122541604,0.002420574886535552,-0.000600471433841232,0.009671491721123693,-0.009858510200092263
dist_low_24h,validation_2025,Q5,5,5171,0.45832527557532393,0.44652871784954556,0.09379230322954941,0.0013537033455811255,-0.0005805755992368544,0.011886824041520194,-0.011456713322965273
dist_low_24h,validation_2026,Q1,1,9327,0.24166398627640184,0.30224080626139166,0.45513026696687037,0.0009649404953361209,0.00012500000000015277,0.0055008315210438585,-0.006199100522669143
dist_low_24h,validation_2026,Q2,2,6290,0.27440381558028615,0.2736089030206677,0.4518282988871224,0.0001589825119236884,0.0,0.00622101898502847,-0.006129526046308509
dist_low_24h,validation_2026,Q3,3,4518,0.3056662239929172,0.33598937583001326,0.35812306330234617,0.0002213368747233289,-0.000513877260197082,0.006598990174994213,-0.007322655996031935
dist_low_24h,validation_2026,Q4,4,3482,0.3934520390580126,0.35640436530729463,0.2498564043653073,0.0002871912693854107,-8.903910716795416e-05,0.008715998754521004,-0.008021233452719878
dist_low_24h,validation_2026,Q5,5,2000,0.447,0.4155,0.1375,0.0,0.00011263750146872642,0.010299203478168706,-0.010103876134602618
breakout_up_24h,development,ZERO,0,68911,0.411168028326392,0.42491039166461086,0.16338465557022827,0.0005369244387688468,0.0002637130801688148,0.009943268468248556,-0.010178781881656995
breakout_up_24h,development,LOW,1,422,0.43601895734597157,0.4194312796208531,0.14454976303317535,0.0,-0.0008806799213488814,0.010569495478556568,-0.010048892521151376
breakout_up_24h,development,MID,2,421,0.42280285035629456,0.47743467933491684,0.09501187648456057,0.004750593824228029,-0.00021486892995270512,0.011272316244212766,-0.011608244595768036
breakout_up_24h,development,HIGH,3,422,0.44549763033175355,0.5071090047393365,0.035545023696682464,0.011848341232227487,-0.0028783941655742273,0.014788321546047367,-0.014739762931998857
breakout_up_24h,validation_2025,ZERO,0,34335,0.3946410368428717,0.41164991990680067,0.1929226736566186,0.0007863695937090433,0.0001613250161325297,0.00907701569953212,-0.009392913875267528
breakout_up_24h,validation_2025,LOW,1,279,0.43010752688172044,0.44086021505376344,0.12903225806451613,0.0,-0.0005500550055005382,0.009645261522527315,-0.009774385753498094
breakout_up_24h,validation_2025,MID,2,248,0.4153225806451613,0.43951612903225806,0.14112903225806453,0.004032258064516129,-0.0007539374982491465,0.00945305831541976,-0.010061161966795018
breakout_up_24h,validation_2025,HIGH,3,178,0.46629213483146065,0.43820224719101125,0.07865168539325842,0.016853932584269662,0.0018060795568677346,0.012663033331625662,-0.012948771148773408
breakout_up_24h,validation_2026,ZERO,0,25194,0.2960228625863301,0.31626577756608715,0.3872350559657061,0.0004763038818766373,0.0,0.006472879965278677,-0.006855019468789636
breakout_up_24h,validation_2026,LOW,1,184,0.33152173913043476,0.3641304347826087,0.30434782608695654,0.0,-0.0015540440568275748,0.006860000092253737,-0.007910303222703308
breakout_up_24h,validation_2026,MID,2,134,0.41044776119402987,0.35074626865671643,0.23880597014925373,0.0,-0.0008868296958541855,0.008544642479468734,-0.008371994431524754
breakout_up_24h,validation_2026,HIGH,3,105,0.4857142857142857,0.45714285714285713,0.05714285714285714,0.0,-0.0035315561631351633,0.011167242754586582,-0.011484000445980636
breakout_down_24h,development,ZERO,0,69304,0.410784370310516,0.42542998961098927,0.16328061872330601,0.0005050213551887337,0.00019918593248435812,0.00992700058238316,-0.010193735506763502
breakout_down_24h,development,LOW,1,291,0.436426116838488,0.48109965635738833,0.08247422680412371,0.0,0.0031817514317882267,0.012019651955734068,-0.012640616629962409
breakout_down_24h,development,MID,2,290,0.5,0.4206896551724138,0.07931034482758621,0.0,0.004798288752408619,0.013332306761849044,-0.01155122175796619
breakout_down_24h,development,HIGH,3,291,0.49140893470790376,0.436426116838488,0.041237113402061855,0.030927835051546393,0.006643099264806107,0.01770389891208879,-0.014208480407488566
breakout_down_24h,validation_2025,ZERO,0,34407,0.3955009155113785,0.4109628854593542,0.1926933472839829,0.0008428517452843898,0.00015336639231100513,0.009076433121019134,-0.009371632069724911
breakout_down_24h,validation_2025,LOW,1,232,0.3879310344827586,0.4353448275862069,0.17672413793103448,0.0,0.00034310846034102394,0.009718439046869976,-0.010966720907746363
breakout_down_24h,validation_2025,MID,2,227,0.4052863436123348,0.46255506607929514,0.13215859030837004,0.0,0.000822300797631792,0.00990424076607388,-0.01025354213273666
breakout_down_24h,validation_2025,HIGH,3,174,0.3793103448275862,0.5632183908045977,0.04597701149425287,0.011494252873563218,0.0007599193780594149,0.012194788477693286,-0.018106566350739928
breakout_down_24h,validation_2026,ZERO,0,25231,0.2969363085093734,0.31631722880583407,0.38631049106258175,0.00043597162221077244,-7.840677434534093e-05,0.006465517241379448,-0.00686907542244819
breakout_down_24h,validation_2026,LOW,1,152,0.26973684210526316,0.35526315789473684,0.375,0.0,0.0015463189267836963,0.006872726448643451,-0.00711886733928202
breakout_down_24h,validation_2026,MID,2,134,0.41044776119402987,0.3283582089552239,0.26119402985074625,0.0,0.001980814169118328,0.009747402122553761,-0.007420499648059409
breakout_down_24h,validation_2026,HIGH,3,100,0.37,0.51,0.11,0.01,0.00020005224852170933,0.010419685340744556,-0.014491954119362327
oi_value,development,Q1,1,14027,0.3697868396663577,0.385969915163613,0.24367291651814357,0.0005703286518856491,0.00013642564802185397,0.008248073196015726,-0.00860163670031644
oi_value,development,Q2,2,14026,0.38079281334664195,0.41401682589476685,0.20419221445886213,0.0009981462997290746,-9.260164299562668e-05,0.008943190417701419,-0.009697622535264683
oi_value,development,Q3,3,14026,0.4692000570369314,0.46834450306573505,0.061172108940539,0.0012833309567945245,0.001155323380894302,0.014040133603883564,-0.013085491271468075
oi_value,development,Q4,4,14026,0.4143733067160987,0.4019677741337516,0.18344503065735063,0.00021388849279908742,0.0002296569238933177,0.009404600572474275,-0.009190976408228135
oi_value,development,Q5,5,14027,0.4238967705140087,0.4581164896271476,0.11791544877735795,7.129108148570614e-05,7.945481771209906e-05,0.010478489579490047,-0.01132236701559497
oi_value,validation_2025,Q1,1,6,0.6666666666666666,0.3333333333333333,0.0,0.0,0.003752870715406087,0.014684535850742031,-0.011394171480495874
oi_value,validation_2025,Q4,4,263,0.5019011406844106,0.49809885931558934,0.0,0.0,0.011638909916729556,0.02365447232330964,-0.015054787994282948
oi_value,validation_2025,Q5,5,34770,0.3945642795513374,0.4115904515386828,0.1929536957146966,0.0008915731952832902,0.00013375894425993184,0.00906250098166761,-0.009387845111537674
oi_value,validation_2026,Q3,3,859,0.22467986030267753,0.16530849825378346,0.610011641443539,0.0,0.0001376651982378796,0.005032644178454948,-0.005341002465078071
oi_value,validation_2026,Q4,4,14060,0.29445234708392604,0.3038406827880512,0.40099573257467996,0.0007112375533428165,0.00024399176238321107,0.006439821231351339,-0.006637181502551326
oi_value,validation_2026,Q5,5,10698,0.30772106935875865,0.3473546457281735,0.34473733408113666,0.0001869508319312021,-0.0005088968176913955,0.006701123722764546,-0.0073601039073493135
oi_chg_15m,development,Q1,1,14020,0.40606276747503567,0.49029957203994295,0.10192582025677603,0.0017118402282453639,0.0005605635557239808,0.011328311279222514,-0.012545633283263413
oi_chg_15m,development,Q2,2,14019,0.383051572865397,0.4231400242527998,0.19373707111776875,7.133176403452457e-05,5.23110264170068e-05,0.008895284191248631,-0.009612491314837657
oi_chg_15m,development,Q3,3,14020,0.3778887303851641,0.3915121255349501,0.2304564907275321,0.0001426533523537803,-4.6502785991831e-05,0.008375464891813622,-0.008749314953750253
oi_chg_15m,development,Q4,4,14019,0.4078750267494115,0.40544974677223766,0.18653256295028176,0.00014266352806904914,0.0003869781841050468,0.009351305812973942,-0.009237456982430725
oi_chg_15m,development,Q5,5,14020,0.48309557774607703,0.41847360912981457,0.09736091298145506,0.0010699001426533524,0.00044329130336717704,0.012717377588304712,-0.011510655812871862
oi_chg_15m,validation_2025,Q1,1,6250,0.33392,0.55024,0.11472,0.00112,-0.0011211919810525939,0.00881093815902867,-0.013042278915457173
oi_chg_15m,validation_2025,Q2,2,7733,0.35587740850898747,0.42415621362989786,0.2191904823483771,0.000775895512737618,-0.0003216726980297402,0.007970570202330052,-0.009276195453357783
oi_chg_15m,validation_2025,Q3,3,8078,0.3676652636791285,0.3706362961128992,0.2612032681356771,0.0004951720722951226,5.445181091068285e-05,0.008099302052445578,-0.008199280539574416
oi_chg_15m,validation_2025,Q4,4,7333,0.410473203327424,0.3731078685394791,0.21546433928814945,0.0009545888449474976,0.0005488748066464488,0.009138223190510608,-0.008417871789337394
oi_chg_15m,validation_2025,Q5,5,5634,0.5376286829960951,0.3533901313454029,0.10773872914447995,0.0012424565140220093,0.0019413311982808823,0.012823712472176063,-0.009235044167516249
oi_chg_15m,validation_2026,Q1,1,3104,0.2818943298969072,0.4893685567010309,0.2271262886597938,0.0016108247422680412,-0.0013353952301377037,0.007001183010287959,-0.01063507836685923
oi_chg_15m,validation_2026,Q2,2,6258,0.2607861936720997,0.32678171939916906,0.4119527005433046,0.00047938638542665386,-0.0003550506058992431,0.005764593977787502,-0.007231398985249438
oi_chg_15m,validation_2026,Q3,3,8166,0.25128581925055105,0.26634827332843497,0.48212098946852805,0.0002449179524859172,-8.000086764115011e-05,0.005524689901674762,-0.005878030859661876
oi_chg_15m,validation_2026,Q4,4,5271,0.32270916334661354,0.2887497628533485,0.3881616391576551,0.00037943464238284955,0.00024166263895586404,0.006998444790046632,-0.006343118454049335
oi_chg_15m,validation_2026,Q5,5,2818,0.4843860894251242,0.30837473385379705,0.20723917672107878,0.0,0.0016119691252474144,0.010716843089539907,-0.007250736024369153
oi_chg_1h,development,Q1,1,14018,0.4288771579397917,0.46946782707946927,0.10001426737052362,0.0016407476102154373,0.001349994902073881,0.012004921795430001,-0.012211056541503118
oi_chg_1h,development,Q2,2,14018,0.3887145099158225,0.4193893565415894,0.19182479668997005,7.133685261806249e-05,0.00018546891442072777,0.009075211874524314,-0.009658756592840545
oi_chg_1h,development,Q3,3,14018,0.3738764445712655,0.39984305892424027,0.22599514909402196,0.00028534741047224997,-0.0001511132221678757,0.008309666103961,-0.008997708888092204
oi_chg_1h,development,Q4,4,14018,0.40476530175488656,0.40462262804965043,0.1905407333428449,7.133685261806249e-05,-4.08033965842991e-05,0.009086550540112093,-0.009225955546844133
oi_chg_1h,development,Q5,5,14019,0.4622298309437192,0.43505242884656536,0.10164776374919751,0.0010699764605178687,0.00013097005151485597,0.01214488562482452,-0.011386063458326934
oi_chg_1h,validation_2025,Q1,1,6182,0.371239081203494,0.5109996764801036,0.11614364283403429,0.0016175994823681655,-0.00034945509624129123,0.009596954333909724,-0.012431544607146627
oi_chg_1h,validation_2025,Q2,2,7859,0.3692581753403741,0.4171014123934343,0.21325868431098105,0.00038172795521058657,-0.0002738118521415922,0.008320433436532548,-0.009267725043637376
oi_chg_1h,validation_2025,Q3,3,8013,0.3680269561961812,0.37464120803693995,0.25708224135779356,0.0002495944090852365,0.00024156048070533842,0.008041868777125316,-0.00829703381041269
oi_chg_1h,validation_2025,Q4,4,7252,0.4036127964699393,0.37617209045780475,0.21911196911196912,0.0011031439602868175,0.00041422170554328286,0.008946504435442315,-0.008419187781228021
oi_chg_1h,validation_2025,Q5,5,5720,0.48513986013986016,0.397027972027972,0.11643356643356643,0.0013986013986013986,0.001068082307590812,0.011794218942783208,-0.009983914664325466
oi_chg_1h,validation_2026,Q1,1,3260,0.3159509202453988,0.4432515337423313,0.23987730061349694,0.0009202453987730061,-0.0002680946231649606,0.0075551621141004555,-0.009704970406621716
oi_chg_1h,validation_2026,Q2,2,6126,0.2779954293176624,0.3098269670257917,0.4116878876918054,0.0004897159647404506,0.0,0.006195098152479761,-0.006817257581885172
oi_chg_1h,validation_2026,Q3,3,8060,0.24826302729528535,0.2692307692307692,0.4820099255583127,0.0004962779156327543,-0.00012219087157744335,0.005532601260791692,-0.0059586195297777755
oi_chg_1h,validation_2026,Q4,4,5314,0.310500564546481,0.301091456529921,0.38821979676326684,0.0001881821603312006,0.0,0.006706174783364438,-0.006680358612416282
oi_chg_1h,validation_2026,Q5,5,2857,0.4343717185859293,0.3559677983899195,0.20931046552327617,0.00035001750087504374,0.000492368291482137,0.00955485611510798,-0.008182551573124308
oi_chg_4h,development,Q1,1,14016,0.432648401826484,0.462828196347032,0.1026683789954338,0.0018550228310502282,0.0017507102874917413,0.011977661978173293,-0.011872714409421059
oi_chg_4h,development,Q2,2,14016,0.3931934931506849,0.4198772831050228,0.18692922374429224,0.0,0.00046579373289790116,0.009172238623749385,-0.009676163680070016
oi_chg_4h,development,Q3,3,14016,0.3728595890410959,0.409888698630137,0.21689497716894976,0.0003567351598173516,-0.00017585125451924366,0.008434293915079993,-0.009223671001290512
oi_chg_4h,development,Q4,4,14016,0.4001141552511416,0.4048230593607306,0.1947060502283105,0.0003567351598173516,-0.000504962414280774,0.008991857573600437,-0.009369214377297708
oi_chg_4h,development,Q5,5,14016,0.4594035388127854,0.4310787671232877,0.10894691780821918,0.0005707762557077625,-9.091752521561691e-05,0.012107003590315135,-0.011229126832952241
oi_chg_4h,validation_2025,Q1,1,6272,0.3963647959183674,0.48596938775510207,0.11654974489795919,0.0011160714285714285,0.0,0.009915794505417574,-0.01191667276897107
oi_chg_4h,validation_2025,Q2,2,7495,0.3687791861240827,0.4176117411607739,0.2134756504336224,0.000133422281521014,-7.982120051086561e-05,0.008312402822628906,-0.009233001384950201
oi_chg_4h,validation_2025,Q3,3,8269,0.3690893699359052,0.37828032410206797,0.2519047043173298,0.0007256016446970613,5.355899523329377e-05,0.008168351100650506,-0.008453820020541958
oi_chg_4h,validation_2025,Q4,4,7444,0.38957549704459965,0.39333691563675444,0.21668457818377215,0.0004030091348737238,0.00017700356402428064,0.008779493585042375,-0.008767930514767264
oi_chg_4h,validation_2025,Q5,5,5546,0.47692030292102416,0.39758384421204473,0.12297151099891813,0.0025243418680129825,0.0007298120037978473,0.011667733099925193,-0.009738573949418017
oi_chg_4h,validation_2026,Q1,1,3297,0.34516226872914774,0.36184410069760387,0.29178040643008796,0.001213224143160449,0.0004930358683594704,0.007708985786557543,-0.008053007135575885
oi_chg_4h,validation_2026,Q2,2,5840,0.2731164383561644,0.3226027397260274,0.4035958904109589,0.0006849315068493151,-0.0002723872452209952,0.006020865697292099,-0.007012101225528977
oi_chg_4h,validation_2026,Q3,3,8208,0.2540204678362573,0.28423489278752434,0.4612573099415205,0.0004873294346978557,7.127069353951576e-05,0.005640509916425618,-0.006158583720154154
oi_chg_4h,validation_2026,Q4,4,5398,0.30585402000741013,0.2982586143015932,0.39588736569099664,0.0,-0.00011566047670413804,0.00677353480746401,-0.006536343303007397
oi_chg_4h,validation_2026,Q5,5,2874,0.4022268615170494,0.3862212943632568,0.2115518441196938,0.0,-0.0004415626781754667,0.00891763431322945,-0.00870529177780932
funding_rate,development,Q1,1,14025,0.40898395721925135,0.38509803921568625,0.20563279857397504,0.00028520499108734403,0.00034175376641121247,0.009336338131812782,-0.008866384353930945
funding_rate,development,Q2,2,14036,0.41293815901966374,0.384226275292106,0.2018381305215161,0.0009974351667141636,0.0008344907488478936,0.009436300731888503,-0.008679699659769613
funding_rate,development,Q3,3,3687,0.3645240032546786,0.4111743965283428,0.22430160021697856,0.0,0.0002583845796084727,0.008306616146896095,-0.009041055283829813
funding_rate,development,Q5,5,38428,0.4165712501301135,0.4570365358592693,0.12571562402414907,0.0006765899864682003,-8.155381472985113e-05,0.010643854741365533,-0.0115651266331111
funding_rate,validation_2025,Q1,1,14228,0.3950660669103177,0.40905257239246556,0.1950379533314591,0.0008434073657576609,0.0004006026424581144,0.009189263883968457,-0.009321462803622449
funding_rate,validation_2025,Q2,2,11179,0.3830396278736917,0.41533231952768584,0.20037570444583594,0.0012523481527864746,-0.00011053387863391162,0.008781173164734701,-0.00942785839726401
funding_rate,validation_2025,Q3,3,2822,0.406094968107725,0.45109851169383414,0.14138908575478384,0.001417434443656981,-0.0010595876853239927,0.009442947805930135,-0.01076896421720025
funding_rate,validation_2025,Q5,5,6811,0.41212744090441933,0.39759213037733077,0.19013360739979446,0.00014682131845543972,0.0006754094669894073,0.009293172251680915,-0.009126124351651388
funding_rate,validation_2026,Q1,1,14562,0.304010438126631,0.3476170855651696,0.3476170855651696,0.0007553907430298036,-0.00011777186287748043,0.006735612786513467,-0.0075239900467840015
funding_rate,validation_2026,Q2,2,6862,0.28242494899446224,0.2761585543573302,0.44141649664820753,0.0,0.0,0.006060440979387516,-0.0060661019026461704
funding_rate,validation_2026,Q3,3,1283,0.21745908028059235,0.32034294621979736,0.4621979734996103,0.0,-0.0007001166861143604,0.005432760288754945,-0.006851311953352757
funding_rate,validation_2026,Q5,5,2910,0.3371134020618557,0.2618556701030928,0.4006872852233677,0.0003436426116838488,0.0005285766671906389,0.007045037547436683,-0.006329207191276054
funding_z_30,development,Q1,1,14025,0.4125490196078431,0.4320855614973262,0.15486631016042782,0.0004991087344028521,0.0002873425602221147,0.010331962116138849,-0.010760224274406371
funding_z_30,development,Q2,2,14012,0.4276334570368256,0.4226377390807879,0.14851555809306308,0.001213245789323437,0.0005496940102557302,0.010516693617908524,-0.010161965392829986
funding_z_30,development,Q3,3,14044,0.4210338934776417,0.42772714326402733,0.15052691540871546,0.0007120478496154941,0.0003619663773934967,0.009996598318793959,-0.010009327010430669
funding_z_30,development,Q4,4,14049,0.401665598975016,0.4182504092817994,0.1797280945263008,0.00035589721688376397,0.0003561812539996101,0.009516558812333376,-0.0098857542550711
funding_z_30,development,Q5,5,14046,0.3951302862024776,0.4277374341449523,0.1767763064217571,0.0003559732308130429,-0.0002828575742498951,0.009551209250191262,-0.010400140680363101
funding_z_30,validation_2025,Q1,1,8113,0.38345864661654133,0.40268704548255885,0.2132380130654505,0.000616294835449279,0.0004999166805532695,0.008803449514911854,-0.009046012419930527
funding_z_30,validation_2025,Q2,2,5820,0.393127147766323,0.39707903780068726,0.20945017182130585,0.0003436426116838488,-6.0372393320073936e-05,0.008834384540358786,-0.00903606011279623
funding_z_30,validation_2025,Q3,3,7088,0.36780474040632055,0.4530191873589165,0.17776523702031602,0.0014108352144469526,-0.000689828213480681,0.0084328425189093,-0.010296448669922798
funding_z_30,validation_2025,Q4,4,5604,0.418807994289793,0.43397573162027125,0.14632405424696646,0.0008922198429693076,-8.893547416860548e-05,0.0101704545454544,-0.010481420549326659
funding_z_30,validation_2025,Q5,5,8415,0.4162804515745692,0.38300653594771245,0.19964349376114082,0.0010695187165775401,0.0008138683161063032,0.009440813362382006,-0.008779206415042262
funding_z_30,validation_2026,Q1,1,7628,0.2755637126376508,0.32498689040377554,0.39840062926061875,0.001048767697954903,0.0,0.006278119220735512,-0.006798659932976847
funding_z_30,validation_2026,Q2,2,4035,0.2872366790582404,0.34969021065675343,0.36257744733581165,0.0004956629491945477,-0.0003954132068011429,0.006343756996790795,-0.0075996091629573215
funding_z_30,validation_2026,Q3,3,4128,0.3330910852713178,0.2914244186046512,0.375484496124031,0.0,0.0007025022401209169,0.007003787740607503,-0.006636825593598683
funding_z_30,validation_2026,Q4,4,4069,0.26935364954534285,0.3440648808060949,0.3863357090194151,0.0002457606291472106,-0.0007000350017499768,0.006039791567977293,-0.007568783880535945
funding_z_30,validation_2026,Q5,5,5757,0.32881709223553934,0.28434948758033696,0.3866597186034393,0.00017370158068438424,0.00013873473917880297,0.006777363605557474,-0.006380510440835208
funding_change,development,Q1,1,14018,0.42117277785704094,0.41368240833214437,0.16471679269510628,0.00042802111570837496,0.0005575599036198309,0.010557914023343051,-0.00998603990772362
funding_change,development,Q2,2,11237,0.4318768354543028,0.38809290735961555,0.17940731511969388,0.0006229420663878259,0.001102796376526216,0.010105649977032671,-0.009072444143534253
funding_change,development,Q4,4,30879,0.40011010719259044,0.4378380128890184,0.16137180608180315,0.0006800738365879724,0.0,0.00954105098346214,-0.010361990642973162
funding_change,development,Q5,5,14042,0.4110525566158667,0.441034040734938,0.147201253382709,0.0007121492664862555,-0.0002772007747944283,0.010376311970512253,-0.011109219879524623
funding_change,validation_2025,Q1,1,8505,0.3958847736625514,0.3968253968253968,0.20634920634920634,0.0009406231628453851,0.0004766768811712563,0.009192383453709985,-0.009002210123443377
funding_change,validation_2025,Q2,2,6553,0.40759957271478714,0.41446665649320924,0.17686555775980467,0.0010682130321989928,-8.756950829713617e-05,0.00909421607857408,-0.009451535012072965
funding_change,validation_2025,Q4,4,11590,0.3902502157031924,0.40155306298533217,0.2079378774805867,0.0002588438308886972,0.0005336288796644606,0.00886544009078416,-0.009063205199915103
funding_change,validation_2025,Q5,5,8392,0.39263584366062915,0.4407769304099142,0.16503813155386082,0.0015490943755958055,-0.0005843681799980738,0.009349294490174853,-0.010455951548679399
funding_change,validation_2026,Q1,1,5765,0.2995663486556808,0.3448395490026019,0.3554206418039896,0.00017346053772766696,7.89328281631807e-05,0.006595822645657723,-0.0073202928117124255
funding_change,validation_2026,Q2,2,5000,0.2866,0.3032,0.4098,0.0004,-0.0002106732409766776,0.006301420850282624,-0.006683762596537579
funding_change,validation_2026,Q4,4,9012,0.2987128273413227,0.3123612960497115,0.3880381713271194,0.000887705281846427,0.00014173766907388252,0.006629368133459601,-0.006867300031330126
funding_change,validation_2026,Q5,5,5840,0.3035958904109589,0.3101027397260274,0.3861301369863014,0.00017123287671232877,-0.0003629201353555489,0.006393937801602689,-0.0067215103834766254
