partition,date_utc,signal_bar_start,signal_ts,session_end,H,L,range,k1_episode_bars,window_status,leave_bar_start,leave_ts,eligible_start,h2_bar_start,h2_ts,opposite_break_bar_start,opposite_break_ts,terminal_bar_start
development,2022-03-14,2022-03-14 13:30:00+00:00,2022-03-14 13:35:00+00:00,2022-03-14 20:00:00+00:00,39287.4,38630.0,657.4000000000015,2,H2_ARRIVAL,2022-03-14 13:40:00+00:00,2022-03-14 13:45:00+00:00,2022-03-14 13:45:00+00:00,2022-03-14 17:30:00+00:00,2022-03-14 17:35:00+00:00,,,2022-03-14 17:30:00+00:00
development,2022-03-24,2022-03-24 13:30:00+00:00,2022-03-24 13:35:00+00:00,2022-03-24 20:00:00+00:00,43206.7,42721.0,485.6999999999971,1,OPPOSITE_BREAK_BEFORE_H2,2022-03-24 13:35:00+00:00,2022-03-24 13:40:00+00:00,2022-03-24 13:40:00+00:00,,,2022-03-24 14:45:00+00:00,2022-03-24 14:50:00+00:00,2022-03-24 14:45:00+00:00
development,2022-03-29,2022-03-29 15:45:00+00:00,2022-03-29 15:50:00+00:00,2022-03-29 20:00:00+00:00,48100.0,47320.0,780.0,2,H2_ARRIVAL,2022-03-29 15:55:00+00:00,2022-03-29 16:00:00+00:00,2022-03-29 16:00:00+00:00,2022-03-29 16:00:00+00:00,2022-03-29 16:05:00+00:00,,,2022-03-29 16:00:00+00:00
development,2022-03-31,2022-03-31 13:30:00+00:00,2022-03-31 13:35:00+00:00,2022-03-31 20:00:00+00:00,47619.4,47050.0,569.4000000000015,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-04-08,2022-04-08 13:30:00+00:00,2022-04-08 13:35:00+00:00,2022-04-08 20:00:00+00:00,43968.1,42851.3,1116.7999999999956,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-04-12,2022-04-12 14:15:00+00:00,2022-04-12 14:20:00+00:00,2022-04-12 20:00:00+00:00,40700.0,40017.6,682.4000000000015,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-04-15,2022-04-15 13:55:00+00:00,2022-04-15 14:00:00+00:00,2022-04-15 20:00:00+00:00,40400.0,40005.6,394.40000000000146,2,H2_ARRIVAL,2022-04-15 14:05:00+00:00,2022-04-15 14:10:00+00:00,2022-04-15 14:10:00+00:00,2022-04-15 14:25:00+00:00,2022-04-15 14:30:00+00:00,,,2022-04-15 14:25:00+00:00
development,2022-04-26,2022-04-26 13:30:00+00:00,2022-04-26 13:35:00+00:00,2022-04-26 20:00:00+00:00,40799.0,40072.1,726.9000000000015,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-05-02,2022-05-02 13:35:00+00:00,2022-05-02 13:40:00+00:00,2022-05-02 20:00:00+00:00,39073.0,38411.0,662.0,1,H2_ARRIVAL,2022-05-02 13:40:00+00:00,2022-05-02 13:45:00+00:00,2022-05-02 13:45:00+00:00,2022-05-02 17:00:00+00:00,2022-05-02 17:05:00+00:00,,,2022-05-02 17:00:00+00:00
development,2022-05-03,2022-05-03 13:30:00+00:00,2022-05-03 13:35:00+00:00,2022-05-03 20:00:00+00:00,38659.7,38250.0,409.6999999999971,1,H2_ARRIVAL,2022-05-03 13:35:00+00:00,2022-05-03 13:40:00+00:00,2022-05-03 13:40:00+00:00,2022-05-03 13:45:00+00:00,2022-05-03 13:50:00+00:00,,,2022-05-03 13:45:00+00:00
development,2022-05-09,2022-05-09 14:30:00+00:00,2022-05-09 14:35:00+00:00,2022-05-09 20:00:00+00:00,33789.2,32620.0,1169.199999999997,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-05-16,2022-05-16 13:50:00+00:00,2022-05-16 13:55:00+00:00,2022-05-16 20:00:00+00:00,30288.0,29417.3,870.7000000000007,1,H2_ARRIVAL,2022-05-16 13:55:00+00:00,2022-05-16 14:00:00+00:00,2022-05-16 14:00:00+00:00,2022-05-16 15:35:00+00:00,2022-05-16 15:40:00+00:00,,,2022-05-16 15:35:00+00:00
development,2022-06-06,2022-06-06 13:35:00+00:00,2022-06-06 13:40:00+00:00,2022-06-06 20:00:00+00:00,31594.6,31261.2,333.3999999999978,2,OPPOSITE_BREAK_BEFORE_H2,2022-06-06 13:45:00+00:00,2022-06-06 13:50:00+00:00,2022-06-06 13:50:00+00:00,,,2022-06-06 14:20:00+00:00,2022-06-06 14:25:00+00:00,2022-06-06 14:20:00+00:00
development,2022-06-10,2022-06-10 13:30:00+00:00,2022-06-10 13:35:00+00:00,2022-06-10 20:00:00+00:00,30177.4,29284.0,893.4000000000015,2,H2_ARRIVAL,2022-06-10 13:40:00+00:00,2022-06-10 13:45:00+00:00,2022-06-10 13:45:00+00:00,2022-06-10 14:00:00+00:00,2022-06-10 14:05:00+00:00,,,2022-06-10 14:00:00+00:00
development,2022-06-13,2022-06-13 13:40:00+00:00,2022-06-13 13:45:00+00:00,2022-06-13 20:00:00+00:00,24934.3,23339.9,1594.3999999999978,1,H2_ARRIVAL,2022-06-13 13:45:00+00:00,2022-06-13 13:50:00+00:00,2022-06-13 13:50:00+00:00,2022-06-13 14:10:00+00:00,2022-06-13 14:15:00+00:00,,,2022-06-13 14:10:00+00:00
development,2022-06-23,2022-06-23 13:45:00+00:00,2022-06-23 13:50:00+00:00,2022-06-23 20:00:00+00:00,20855.0,20433.8,421.2000000000007,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-06-28,2022-06-28 14:20:00+00:00,2022-06-28 14:25:00+00:00,2022-06-28 20:00:00+00:00,21198.0,20846.0,352.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-07-05,2022-07-05 13:30:00+00:00,2022-07-05 13:35:00+00:00,2022-07-05 20:00:00+00:00,20209.2,19300.0,909.2000000000007,1,OPPOSITE_BREAK_BEFORE_H2,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,2022-07-05 13:40:00+00:00,,,2022-07-05 19:00:00+00:00,2022-07-05 19:05:00+00:00,2022-07-05 19:00:00+00:00
development,2022-07-07,2022-07-07 13:30:00+00:00,2022-07-07 13:35:00+00:00,2022-07-07 20:00:00+00:00,20619.1,20370.0,249.09999999999854,1,OPPOSITE_BREAK_BEFORE_H2,2022-07-07 13:35:00+00:00,2022-07-07 13:40:00+00:00,2022-07-07 13:40:00+00:00,,,2022-07-07 14:15:00+00:00,2022-07-07 14:20:00+00:00,2022-07-07 14:15:00+00:00
development,2022-07-15,2022-07-15 16:00:00+00:00,2022-07-15 16:05:00+00:00,2022-07-15 20:00:00+00:00,21090.0,20711.3,378.7000000000007,1,H2_ARRIVAL,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,2022-07-15 16:10:00+00:00,2022-07-15 16:20:00+00:00,2022-07-15 16:25:00+00:00,,,2022-07-15 16:20:00+00:00
development,2022-07-21,2022-07-21 14:25:00+00:00,2022-07-21 14:30:00+00:00,2022-07-21 20:00:00+00:00,23069.0,22444.0,625.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-07-25,2022-07-25 13:35:00+00:00,2022-07-25 13:40:00+00:00,2022-07-25 20:00:00+00:00,22095.0,21796.4,298.59999999999854,1,H2_ARRIVAL,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,2022-07-25 13:45:00+00:00,2022-07-25 14:05:00+00:00,2022-07-25 14:10:00+00:00,,,2022-07-25 14:05:00+00:00
development,2022-07-26,2022-07-26 15:25:00+00:00,2022-07-26 15:30:00+00:00,2022-07-26 20:00:00+00:00,21181.6,20760.0,421.59999999999854,2,H2_ARRIVAL,2022-07-26 15:35:00+00:00,2022-07-26 15:40:00+00:00,2022-07-26 15:40:00+00:00,2022-07-26 15:50:00+00:00,2022-07-26 15:55:00+00:00,,,2022-07-26 15:50:00+00:00
development,2022-08-11,2022-08-11 15:45:00+00:00,2022-08-11 15:50:00+00:00,2022-08-11 20:00:00+00:00,24972.0,24344.6,627.4000000000015,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-08-16,2022-08-16 13:35:00+00:00,2022-08-16 13:40:00+00:00,2022-08-16 20:00:00+00:00,24138.0,23882.0,256.0,1,H2_ARRIVAL,2022-08-16 13:40:00+00:00,2022-08-16 13:45:00+00:00,2022-08-16 13:45:00+00:00,2022-08-16 13:45:00+00:00,2022-08-16 13:50:00+00:00,,,2022-08-16 13:45:00+00:00
development,2022-08-30,2022-08-30 13:55:00+00:00,2022-08-30 14:00:00+00:00,2022-08-30 20:00:00+00:00,20496.6,20261.0,235.59999999999854,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-09-01,2022-09-01 14:15:00+00:00,2022-09-01 14:20:00+00:00,2022-09-01 20:00:00+00:00,20115.1,19810.1,305.0,1,H2_ARRIVAL,2022-09-01 14:20:00+00:00,2022-09-01 14:25:00+00:00,2022-09-01 14:25:00+00:00,2022-09-01 14:45:00+00:00,2022-09-01 14:50:00+00:00,,,2022-09-01 14:45:00+00:00
development,2022-09-15,2022-09-15 13:35:00+00:00,2022-09-15 13:40:00+00:00,2022-09-15 20:00:00+00:00,20213.3,19974.4,238.89999999999782,1,H2_ARRIVAL,2022-09-15 13:40:00+00:00,2022-09-15 13:45:00+00:00,2022-09-15 13:45:00+00:00,2022-09-15 14:30:00+00:00,2022-09-15 14:35:00+00:00,,,2022-09-15 14:30:00+00:00
development,2022-09-20,2022-09-20 13:30:00+00:00,2022-09-20 13:35:00+00:00,2022-09-20 20:00:00+00:00,19417.6,18843.0,574.5999999999985,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-09-27,2022-09-27 14:00:00+00:00,2022-09-27 14:05:00+00:00,2022-09-27 20:00:00+00:00,20375.0,20076.0,299.0,1,H2_ARRIVAL,2022-09-27 14:05:00+00:00,2022-09-27 14:10:00+00:00,2022-09-27 14:10:00+00:00,2022-09-27 15:40:00+00:00,2022-09-27 15:45:00+00:00,,,2022-09-27 15:40:00+00:00
development,2022-10-10,2022-10-10 16:20:00+00:00,2022-10-10 16:25:00+00:00,2022-10-10 20:00:00+00:00,19430.0,19113.7,316.2999999999993,1,NO_H2_BY_SESSION_END,2022-10-10 16:25:00+00:00,2022-10-10 16:30:00+00:00,2022-10-10 16:30:00+00:00,,,,,
development,2022-10-24,2022-10-24 13:40:00+00:00,2022-10-24 13:45:00+00:00,2022-10-24 20:00:00+00:00,19439.8,19287.4,152.39999999999782,1,H2_ARRIVAL,2022-10-24 13:45:00+00:00,2022-10-24 13:50:00+00:00,2022-10-24 13:50:00+00:00,2022-10-24 14:05:00+00:00,2022-10-24 14:10:00+00:00,,,2022-10-24 14:05:00+00:00
development,2022-10-27,2022-10-27 13:50:00+00:00,2022-10-27 13:55:00+00:00,2022-10-27 20:00:00+00:00,20773.1,20450.0,323.09999999999854,2,NO_H2_BY_SESSION_END,2022-10-27 14:00:00+00:00,2022-10-27 14:05:00+00:00,2022-10-27 14:05:00+00:00,,,,,
development,2022-11-08,2022-11-08 13:50:00+00:00,2022-11-08 13:55:00+00:00,2022-11-08 20:00:00+00:00,19787.7,19560.0,227.70000000000073,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-11-09,2022-11-09 15:35:00+00:00,2022-11-09 15:40:00+00:00,2022-11-09 20:00:00+00:00,18245.2,17229.3,1015.9000000000015,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-11-16,2022-11-16 13:50:00+00:00,2022-11-16 13:55:00+00:00,2022-11-16 20:00:00+00:00,16840.6,16500.0,340.59999999999854,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-11-18,2022-11-18 14:30:00+00:00,2022-11-18 14:35:00+00:00,2022-11-18 20:00:00+00:00,16844.9,16666.7,178.20000000000073,1,H2_ARRIVAL,2022-11-18 14:35:00+00:00,2022-11-18 14:40:00+00:00,2022-11-18 14:40:00+00:00,2022-11-18 14:40:00+00:00,2022-11-18 14:45:00+00:00,,,2022-11-18 14:40:00+00:00
development,2022-12-05,2022-12-05 13:55:00+00:00,2022-12-05 14:00:00+00:00,2022-12-05 20:00:00+00:00,17378.3,17208.0,170.29999999999927,3,H2_ARRIVAL,2022-12-05 14:10:00+00:00,2022-12-05 14:15:00+00:00,2022-12-05 14:15:00+00:00,2022-12-05 14:20:00+00:00,2022-12-05 14:25:00+00:00,,,2022-12-05 14:20:00+00:00
development,2022-12-15,2022-12-15 13:45:00+00:00,2022-12-15 13:50:00+00:00,2022-12-15 20:00:00+00:00,17716.6,17450.0,266.59999999999854,2,H2_ARRIVAL,2022-12-15 13:55:00+00:00,2022-12-15 14:00:00+00:00,2022-12-15 14:00:00+00:00,2022-12-15 14:55:00+00:00,2022-12-15 15:00:00+00:00,,,2022-12-15 14:55:00+00:00
development,2022-12-16,2022-12-16 14:15:00+00:00,2022-12-16 14:20:00+00:00,2022-12-16 20:00:00+00:00,17510.5,16910.0,600.5,1,H2_ARRIVAL,2022-12-16 14:20:00+00:00,2022-12-16 14:25:00+00:00,2022-12-16 14:25:00+00:00,2022-12-16 15:30:00+00:00,2022-12-16 15:35:00+00:00,,,2022-12-16 15:30:00+00:00
development,2022-12-19,2022-12-19 13:45:00+00:00,2022-12-19 13:50:00+00:00,2022-12-19 20:00:00+00:00,16776.6,16702.7,73.89999999999782,1,H2_ARRIVAL,2022-12-19 13:50:00+00:00,2022-12-19 13:55:00+00:00,2022-12-19 13:55:00+00:00,2022-12-19 13:55:00+00:00,2022-12-19 14:00:00+00:00,,,2022-12-19 13:55:00+00:00
development,2022-12-22,2022-12-22 13:30:00+00:00,2022-12-22 13:35:00+00:00,2022-12-22 20:00:00+00:00,16861.9,16786.5,75.40000000000146,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-12-26,2022-12-26 15:20:00+00:00,2022-12-26 15:25:00+00:00,2022-12-26 20:00:00+00:00,16863.0,16811.0,52.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2022-12-28,2022-12-28 14:25:00+00:00,2022-12-28 14:30:00+00:00,2022-12-28 20:00:00+00:00,16683.9,16623.3,60.60000000000218,1,NO_WINDOW_HIGH_BREAK_DURING_K1,,,,,,,,
development,2022-12-30,2022-12-30 13:55:00+00:00,2022-12-30 14:00:00+00:00,2022-12-30 20:00:00+00:00,16524.9,16453.0,71.90000000000146,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-01-05,2023-01-05 13:35:00+00:00,2023-01-05 13:40:00+00:00,2023-01-05 20:00:00+00:00,16830.0,16775.1,54.900000000001455,2,H2_ARRIVAL,2023-01-05 13:45:00+00:00,2023-01-05 13:50:00+00:00,2023-01-05 13:50:00+00:00,2023-01-05 13:55:00+00:00,2023-01-05 14:00:00+00:00,,,2023-01-05 13:55:00+00:00
development,2023-01-06,2023-01-06 13:30:00+00:00,2023-01-06 13:35:00+00:00,2023-01-06 20:00:00+00:00,16805.3,16682.0,123.29999999999927,1,OPPOSITE_BREAK_BEFORE_H2,2023-01-06 13:35:00+00:00,2023-01-06 13:40:00+00:00,2023-01-06 13:40:00+00:00,,,2023-01-06 15:40:00+00:00,2023-01-06 15:45:00+00:00,2023-01-06 15:40:00+00:00
development,2023-01-11,2023-01-11 13:35:00+00:00,2023-01-11 13:40:00+00:00,2023-01-11 20:00:00+00:00,17464.0,17391.3,72.70000000000073,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-01-16,2023-01-16 15:10:00+00:00,2023-01-16 15:15:00+00:00,2023-01-16 20:00:00+00:00,21121.7,20619.0,502.7000000000007,1,OPPOSITE_BREAK_BEFORE_H2,2023-01-16 15:15:00+00:00,2023-01-16 15:20:00+00:00,2023-01-16 15:20:00+00:00,,,2023-01-16 18:40:00+00:00,2023-01-16 18:45:00+00:00,2023-01-16 18:40:00+00:00
development,2023-01-24,2023-01-24 14:30:00+00:00,2023-01-24 14:35:00+00:00,2023-01-24 20:00:00+00:00,23086.4,22760.0,326.40000000000146,2,H2_ARRIVAL,2023-01-24 14:40:00+00:00,2023-01-24 14:45:00+00:00,2023-01-24 14:45:00+00:00,2023-01-24 15:05:00+00:00,2023-01-24 15:10:00+00:00,,,2023-01-24 15:05:00+00:00
development,2023-01-25,2023-01-25 14:35:00+00:00,2023-01-25 14:40:00+00:00,2023-01-25 20:00:00+00:00,22747.1,22460.8,286.2999999999993,1,H2_ARRIVAL,2023-01-25 14:40:00+00:00,2023-01-25 14:45:00+00:00,2023-01-25 14:45:00+00:00,2023-01-25 14:55:00+00:00,2023-01-25 15:00:00+00:00,,,2023-01-25 14:55:00+00:00
development,2023-01-27,2023-01-27 14:20:00+00:00,2023-01-27 14:25:00+00:00,2023-01-27 20:00:00+00:00,23080.0,22850.0,230.0,2,OPPOSITE_BREAK_BEFORE_H2,2023-01-27 14:30:00+00:00,2023-01-27 14:35:00+00:00,2023-01-27 14:35:00+00:00,,,2023-01-27 15:10:00+00:00,2023-01-27 15:15:00+00:00,2023-01-27 15:10:00+00:00
development,2023-02-02,2023-02-02 13:40:00+00:00,2023-02-02 13:45:00+00:00,2023-02-02 20:00:00+00:00,23860.0,23750.4,109.59999999999854,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-02-03,2023-02-03 13:30:00+00:00,2023-02-03 13:35:00+00:00,2023-02-03 20:00:00+00:00,23572.9,23328.8,244.10000000000218,2,H2_ARRIVAL,2023-02-03 13:40:00+00:00,2023-02-03 13:45:00+00:00,2023-02-03 13:45:00+00:00,2023-02-03 13:45:00+00:00,2023-02-03 13:50:00+00:00,,,2023-02-03 13:45:00+00:00
development,2023-02-08,2023-02-08 13:30:00+00:00,2023-02-08 13:35:00+00:00,2023-02-08 20:00:00+00:00,23232.2,23054.0,178.20000000000073,1,H2_ARRIVAL,2023-02-08 13:35:00+00:00,2023-02-08 13:40:00+00:00,2023-02-08 13:40:00+00:00,2023-02-08 14:15:00+00:00,2023-02-08 14:20:00+00:00,,,2023-02-08 14:15:00+00:00
development,2023-02-13,2023-02-13 16:35:00+00:00,2023-02-13 16:40:00+00:00,2023-02-13 20:00:00+00:00,21865.1,21410.0,455.09999999999854,1,H2_ARRIVAL,2023-02-13 16:40:00+00:00,2023-02-13 16:45:00+00:00,2023-02-13 16:45:00+00:00,2023-02-13 17:50:00+00:00,2023-02-13 17:55:00+00:00,,,2023-02-13 17:50:00+00:00
development,2023-02-14,2023-02-14 13:30:00+00:00,2023-02-14 13:35:00+00:00,2023-02-14 20:00:00+00:00,21894.1,21659.1,235.0,3,H2_ARRIVAL,2023-02-14 13:45:00+00:00,2023-02-14 13:50:00+00:00,2023-02-14 13:50:00+00:00,2023-02-14 14:05:00+00:00,2023-02-14 14:10:00+00:00,,,2023-02-14 14:05:00+00:00
development,2023-02-16,2023-02-16 13:30:00+00:00,2023-02-16 13:35:00+00:00,2023-02-16 20:00:00+00:00,24678.0,24468.8,209.20000000000073,1,H2_ARRIVAL,2023-02-16 13:35:00+00:00,2023-02-16 13:40:00+00:00,2023-02-16 13:40:00+00:00,2023-02-16 13:45:00+00:00,2023-02-16 13:50:00+00:00,,,2023-02-16 13:45:00+00:00
development,2023-02-21,2023-02-21 15:15:00+00:00,2023-02-21 15:20:00+00:00,2023-02-21 20:00:00+00:00,25347.6,24474.8,872.7999999999993,3,H2_ARRIVAL,2023-02-21 15:30:00+00:00,2023-02-21 15:35:00+00:00,2023-02-21 15:35:00+00:00,2023-02-21 16:10:00+00:00,2023-02-21 16:15:00+00:00,,,2023-02-21 16:10:00+00:00
development,2023-02-22,2023-02-22 15:00:00+00:00,2023-02-22 15:05:00+00:00,2023-02-22 20:00:00+00:00,24231.7,23855.3,376.40000000000146,1,H2_ARRIVAL,2023-02-22 15:05:00+00:00,2023-02-22 15:10:00+00:00,2023-02-22 15:10:00+00:00,2023-02-22 15:10:00+00:00,2023-02-22 15:15:00+00:00,,,2023-02-22 15:10:00+00:00
development,2023-03-02,2023-03-02 14:10:00+00:00,2023-03-02 14:15:00+00:00,2023-03-02 20:00:00+00:00,23460.0,23214.0,246.0,2,OPPOSITE_BREAK_BEFORE_H2,2023-03-02 14:20:00+00:00,2023-03-02 14:25:00+00:00,2023-03-02 14:25:00+00:00,,,2023-03-02 19:00:00+00:00,2023-03-02 19:05:00+00:00,2023-03-02 19:00:00+00:00
development,2023-03-03,2023-03-03 13:45:00+00:00,2023-03-03 13:50:00+00:00,2023-03-03 20:00:00+00:00,22474.0,22300.0,174.0,1,H2_ARRIVAL,2023-03-03 13:50:00+00:00,2023-03-03 13:55:00+00:00,2023-03-03 13:55:00+00:00,2023-03-03 15:00:00+00:00,2023-03-03 15:05:00+00:00,,,2023-03-03 15:00:00+00:00
development,2023-03-07,2023-03-07 14:15:00+00:00,2023-03-07 14:20:00+00:00,2023-03-07 20:00:00+00:00,22419.7,22303.3,116.40000000000146,1,H2_ARRIVAL,2023-03-07 14:20:00+00:00,2023-03-07 14:25:00+00:00,2023-03-07 14:25:00+00:00,2023-03-07 14:30:00+00:00,2023-03-07 14:35:00+00:00,,,2023-03-07 14:30:00+00:00
development,2023-03-08,2023-03-08 14:05:00+00:00,2023-03-08 14:10:00+00:00,2023-03-08 20:00:00+00:00,22135.0,21932.8,202.20000000000073,2,H2_ARRIVAL,2023-03-08 14:15:00+00:00,2023-03-08 14:20:00+00:00,2023-03-08 14:20:00+00:00,2023-03-08 15:00:00+00:00,2023-03-08 15:05:00+00:00,,,2023-03-08 15:00:00+00:00
development,2023-03-23,2023-03-23 13:45:00+00:00,2023-03-23 13:50:00+00:00,2023-03-23 20:00:00+00:00,27735.0,27270.1,464.90000000000146,2,OPPOSITE_BREAK_BEFORE_H2,2023-03-23 13:55:00+00:00,2023-03-23 14:00:00+00:00,2023-03-23 14:00:00+00:00,,,2023-03-23 14:55:00+00:00,2023-03-23 15:00:00+00:00,2023-03-23 14:55:00+00:00
development,2023-03-30,2023-03-30 13:50:00+00:00,2023-03-30 13:55:00+00:00,2023-03-30 20:00:00+00:00,28734.2,28469.0,265.2000000000007,2,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-04-03,2023-04-03 14:45:00+00:00,2023-04-03 14:50:00+00:00,2023-04-03 20:00:00+00:00,28540.0,27944.0,596.0,2,H2_ARRIVAL,2023-04-03 14:55:00+00:00,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,2023-04-03 15:00:00+00:00,2023-04-03 15:05:00+00:00,,,2023-04-03 15:00:00+00:00
development,2023-04-10,2023-04-10 13:30:00+00:00,2023-04-10 13:35:00+00:00,2023-04-10 20:00:00+00:00,28383.0,28240.0,143.0,1,NO_WINDOW_LOW_BREAK_DURING_K1,,,,,,,,
development,2023-04-14,2023-04-14 14:20:00+00:00,2023-04-14 14:25:00+00:00,2023-04-14 20:00:00+00:00,30840.0,30557.5,282.5,1,H2_ARRIVAL,2023-04-14 14:25:00+00:00,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,2023-04-14 14:30:00+00:00,2023-04-14 14:35:00+00:00,,,2023-04-14 14:30:00+00:00
development,2023-04-17,2023-04-17 13:30:00+00:00,2023-04-17 13:35:00+00:00,2023-04-17 20:00:00+00:00,29913.6,29283.8,629.7999999999993,1,H2_ARRIVAL,2023-04-17 13:35:00+00:00,2023-04-17 13:40:00+00:00,2023-04-17 13:40:00+00:00,2023-04-17 15:35:00+00:00,2023-04-17 15:40:00+00:00,,,2023-04-17 15:35:00+00:00
development,2023-04-20,2023-04-20 16:00:00+00:00,2023-04-20 16:05:00+00:00,2023-04-20 20:00:00+00:00,28940.0,28300.0,640.0,1,H2_ARRIVAL,2023-04-20 16:05:00+00:00,2023-04-20 16:10:00+00:00,2023-04-20 16:10:00+00:00,2023-04-20 18:30:00+00:00,2023-04-20 18:35:00+00:00,,,2023-04-20 18:30:00+00:00
development,2023-05-01,2023-05-01 13:55:00+00:00,2023-05-01 14:00:00+00:00,2023-05-01 20:00:00+00:00,28659.2,28426.3,232.90000000000146,2,H2_ARRIVAL,2023-05-01 14:05:00+00:00,2023-05-01 14:10:00+00:00,2023-05-01 14:10:00+00:00,2023-05-01 14:20:00+00:00,2023-05-01 14:25:00+00:00,,,2023-05-01 14:20:00+00:00
