partition,k,entry_name,stop_name,setups,fills,fill_rate,wins,losses,wr,tp_rate,pf,net_exp,total_net,median_rr,screen_pass
development,1,F80,D10,164,110,0.6707317073170732,31,79,0.2818181818181818,0.2818181818181818,0.4381984642122018,-0.5378838126958786,-59.16721939654664,2.0,False
development,1,F80,D15,164,110,0.6707317073170732,39,71,0.35454545454545455,0.35454545454545455,0.42560962783119477,-0.6776191514826019,-74.53810666308621,1.3333333333333333,False
development,1,F85,D10,164,115,0.7012195121951219,24,91,0.20869565217391303,0.21739130434782608,0.23573901796693383,-0.7935787263088856,-91.26155352552185,1.5,False
development,1,F85,D15,164,115,0.7012195121951219,43,72,0.3739130434782609,0.391304347826087,0.3764465198910484,-0.6801146244899433,-78.21318181634348,1.0,False
development,2,F75,D10,44,21,0.4772727272727273,4,17,0.19047619047619047,0.19047619047619047,0.32584868090353997,-0.7402843172988144,-15.545970663275101,2.4999999999999947,False
development,2,F75,D15,44,21,0.4772727272727273,9,12,0.42857142857142855,0.42857142857142855,0.7409749020388298,-0.2774874848634602,-5.827237182132664,1.666666666666661,False
development,2,F80,D10,44,23,0.5227272727272727,5,18,0.21739130434782608,0.21739130434782608,0.36078299967637056,-0.6517754691943088,-14.990835791469104,2.0,False
development,2,F80,D15,44,23,0.5227272727272727,7,16,0.30434782608695654,0.30434782608695654,0.4265633382267004,-0.6899811945025148,-15.869567473557842,1.3333333333333333,False
development,2,F85,D10,44,27,0.6136363636363636,7,20,0.25925925925925924,0.25925925925925924,0.3267511567447939,-0.6672744089606949,-18.01640904193876,1.5,False
development,2,F85,D15,44,27,0.6136363636363636,9,18,0.3333333333333333,0.3333333333333333,0.2870448095073659,-0.8726717962529099,-23.562138498828567,1.0,False
reference_validation,1,F75,D10,82,39,0.47560975609756095,6,33,0.15384615384615385,0.15384615384615385,0.26780390538599463,-0.6439410576760771,-25.113701249367008,2.5,False
reference_validation,1,F75,D15,82,39,0.47560975609756095,9,30,0.23076923076923078,0.23076923076923078,0.28350481748651074,-0.7605515152785628,-29.66150909586395,1.6666666666666667,False
reference_validation,1,F80,D10,82,41,0.5,8,33,0.1951219512195122,0.1951219512195122,0.2459758245113046,-0.6312248050945466,-25.88021700887641,2.0,False
reference_validation,1,F80,D15,82,41,0.5,9,32,0.21951219512195122,0.21951219512195122,0.20522539171513113,-0.8486230407064167,-34.79354466896309,1.3333333333333333,False
reference_validation,1,F85,D10,82,43,0.524390243902439,8,35,0.18604651162790697,0.18604651162790697,0.10954307524715602,-0.782717066671858,-33.6568338668899,1.5,False
reference_validation,1,F85,D15,82,43,0.524390243902439,12,31,0.27906976744186046,0.3023255813953488,0.20288356700320415,-0.7695766743137309,-33.09179699549043,1.0,False
reference_validation,2,F75,D10,17,5,0.29411764705882354,0,5,0.0,0.0,0.0,-1.0401143981888403,-5.200571990944201,2.5,False
reference_validation,2,F75,D15,17,5,0.29411764705882354,0,5,0.0,0.0,0.0,-1.360171597283266,-6.80085798641633,1.6666666666666121,False
reference_validation,2,F80,D10,17,6,0.35294117647058826,1,5,0.16666666666666666,0.16666666666666666,0.05338874029564024,-0.8201341130859182,-4.920804678515509,2.0,False
reference_validation,2,F80,D15,17,6,0.35294117647058826,1,5,0.16666666666666666,0.16666666666666666,0.04082860414306346,-1.0866622265775296,-6.519973359465178,1.3333333333333697,False
reference_validation,2,F85,D10,17,6,0.35294117647058826,2,4,0.3333333333333333,0.3333333333333333,0.22560687247506847,-0.5651542460440654,-3.3909254762643926,1.5,False
reference_validation,2,F85,D15,17,6,0.35294117647058826,2,4,0.3333333333333333,0.3333333333333333,0.1712643205865314,-0.7967222954557037,-4.780333772734222,1.0,False
august,1,F75,D10,4,2,0.5,0,2,0.0,0.0,0.0,-0.8326239380184061,-1.6652478760368121,2.4999999999998668,False
august,1,F75,D15,4,2,0.5,1,1,0.5,0.5,0.5206143044682163,-0.2662677630354989,-0.5325355260709977,1.6666666666667052,False
august,1,F80,D10,4,3,0.75,1,2,0.3333333333333333,0.3333333333333333,2.027018300322792,0.569950757199652,1.7098522715989561,1.9999999999999667,False
august,1,F80,D15,4,3,0.75,1,2,0.3333333333333333,0.3333333333333333,1.6090753798248099,0.42580570625271735,1.277417118758152,1.3333333333332993,False
august,1,F85,D10,4,3,0.75,1,2,0.3333333333333333,0.3333333333333333,1.4573258650022392,0.25373857731313804,0.7612157319394142,1.4999999999999132,False
august,1,F85,D15,4,3,0.75,1,2,0.3333333333333333,0.3333333333333333,1.1568955906137641,0.1096563993765199,0.3289691981295597,0.999999999999942,False
august,2,F75,D10,2,0,0.0,0,0,,,,,,2.499999999999967,False
august,2,F75,D15,2,0,0.0,0,0,,,,,,1.666666666666711,False
august,2,F80,D10,2,0,0.0,0,0,,,,,,1.9999999999999538,False
august,2,F80,D15,2,0,0.0,0,0,,,,,,1.3333333333332906,False
august,2,F85,D10,2,0,0.0,0,0,,,,,,1.4999999999999,False
august,2,F85,D15,2,0,0.0,0,0,,,,,,0.9999999999999334,False
