partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F65,E20_DOWN,session_end,e20_reached,e20_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,hold_minutes,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
development,2022-07-05,2022-07-05 13:35:00+00:00,2022-07-05 13:40:00+00:00,19436.38,20209.2,19300.0,909.2000000000007,19890.98,19118.16,2022-07-05 20:00:00+00:00,False,,0,,2022-07-05 18:35:00+00:00,2022-07-05 18:40:00+00:00,19918.5,PRE_E20_CLOSE_INVALIDATION_F65,-12.802515283195692,False,300.0,,,,
development,2022-07-15,2022-07-15 16:05:00+00:00,2022-07-15 16:10:00+00:00,20768.105,21090.0,20711.3,378.7000000000007,20957.454999999998,20635.559999999998,2022-07-15 20:00:00+00:00,True,2022-07-15 16:25:00+00:00,0,20635.559999999998,2022-07-15 16:30:00+00:00,2022-07-15 16:30:00+00:00,20697.9,PROFIT_CEILING_GAP_OPEN,1.290211986120016,True,20.0,0.23580670715605784,0.03538420913651384,0.15005599104141015,0.20042249801954398
development,2022-07-25,2022-07-25 13:40:00+00:00,2022-07-25 13:45:00+00:00,21841.190000000002,22095.0,21796.4,298.59999999999854,21990.49,21736.68,2022-07-25 20:00:00+00:00,True,2022-07-25 14:25:00+00:00,0,21736.68,2022-07-25 14:30:00+00:00,2022-07-25 14:30:00+00:00,21760.0,PROFIT_CEILING_GAP_OPEN,1.458644148968136,True,45.0,0.8436034829203037,0.12190221031480789,0.14450178642318875,0.7217012726054959
development,2022-09-01,2022-09-01 14:20:00+00:00,2022-09-01 14:35:00+00:00,19855.85,20115.1,19810.1,305.0,20008.35,19749.1,2022-09-01 20:00:00+00:00,True,2022-09-01 14:45:00+00:00,0,19749.1,2022-09-01 14:50:00+00:00,2022-09-01 14:50:00+00:00,19750.9,PROFIT_CEILING_GAP_OPEN,2.242797966342314,True,15.0,0.836393442622946,0.19409836065572816,0.23206585652684214,0.6422950819672179
development,2022-09-27,2022-09-27 14:05:00+00:00,2022-09-27 14:10:00+00:00,20120.85,20375.0,20076.0,299.0,20270.35,20016.2,2022-09-27 20:00:00+00:00,True,2022-09-27 15:55:00+00:00,4,18976.6,2022-09-27 18:00:00+00:00,2022-09-27 18:00:00+00:00,18976.6,PROFIT_CEILING_HIT,28.034434926953914,True,230.0,4.262541806020067,3.6769230769230816,0.8626127893291499,0.5856187290969856
development,2022-10-10,2022-10-10 16:25:00+00:00,2022-10-10 16:50:00+00:00,19161.145,19430.0,19113.7,316.2999999999993,19319.295000000002,19050.440000000002,2022-10-10 20:00:00+00:00,False,,0,,2022-10-10 17:50:00+00:00,2022-10-10 17:55:00+00:00,19339.8,PRE_E20_CLOSE_INVALIDATION_F65,-5.061908252351244,False,65.0,,,,
development,2022-10-24,2022-10-24 13:45:00+00:00,2022-10-24 14:00:00+00:00,19310.260000000002,19439.8,19287.4,152.39999999999782,19386.46,19256.920000000002,2022-10-24 20:00:00+00:00,True,2022-10-24 14:15:00+00:00,0,19256.920000000002,2022-10-24 14:20:00+00:00,2022-10-24 14:20:00+00:00,19258.4,PROFIT_CEILING_GAP_OPEN,0.9428094701987692,True,20.0,0.9278215223097341,0.19028871391076388,0.205091937765203,0.7375328083989703
development,2022-10-27,2022-10-27 13:55:00+00:00,2022-10-27 16:25:00+00:00,20498.465,20773.1,20450.0,323.09999999999854,20660.015,20385.38,2022-10-27 20:00:00+00:00,False,,0,,2022-10-27 20:00:00+00:00,2022-10-27 20:00:00+00:00,20620.0,TIME_EXIT_SESSION_END,-3.3644902679297757,False,215.0,,,,
development,2022-12-15,2022-12-15 13:50:00+00:00,2022-12-15 14:00:00+00:00,17489.989999999998,17716.6,17450.0,266.59999999999854,17623.29,17396.68,2022-12-15 20:00:00+00:00,True,2022-12-15 14:55:00+00:00,0,17396.68,2022-12-15 15:00:00+00:00,2022-12-15 15:00:00+00:00,17448.0,PROFIT_CEILING_GAP_OPEN,0.8004009150376471,True,60.0,0.5251312828207081,0.007501875468867257,0.014285714285714285,0.5176294073518408
development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 14:25:00+00:00,17000.075,17510.5,16910.0,600.5,17300.325,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,3.7727757083424582,True,105.0,0.34970857618651124,0.08626144879267156,0.2466666666666632,0.2634471273938397
development,2023-01-05,2023-01-05 13:40:00+00:00,2023-01-05 13:50:00+00:00,16783.335,16830.0,16775.1,54.900000000001455,16810.785,16764.12,2023-01-05 20:00:00+00:00,True,2023-01-05 14:00:00+00:00,0,16764.12,2023-01-05 14:05:00+00:00,2023-01-05 14:05:00+00:00,16780.5,PROFIT_CEILING_GAP_OPEN,-0.31554121990655626,False,15.0,0.632058287795923,-0.09836065573772881,0.0,0.7304189435336518
development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 14:45:00+00:00,22808.96,23086.4,22760.0,326.40000000000146,22972.16,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:10:00+00:00,2023-01-24 18:15:00+00:00,22993.7,PRE_E20_CLOSE_INVALIDATION_F65,-4.44972431886419,False,210.0,,,,
development,2023-01-25,2023-01-25 14:40:00+00:00,2023-01-25 14:45:00+00:00,22503.745,22747.1,22460.8,286.2999999999993,22646.895,22403.54,2023-01-25 20:00:00+00:00,True,2023-01-25 15:00:00+00:00,0,22403.54,2023-01-25 15:05:00+00:00,2023-01-25 15:05:00+00:00,22457.2,PROFIT_CEILING_GAP_OPEN,0.6341612029464153,True,20.0,0.46664338106880504,0.012574222843166448,0.02694610778442054,0.4540691582256386
development,2023-01-27,2023-01-27 14:25:00+00:00,2023-01-27 14:35:00+00:00,22884.5,23080.0,22850.0,230.0,22999.5,22804.0,2023-01-27 20:00:00+00:00,False,,0,,2023-01-27 14:50:00+00:00,2023-01-27 14:55:00+00:00,23024.3,PRE_E20_CLOSE_INVALIDATION_F65,-3.454469182197539,False,20.0,,,,
development,2023-02-08,2023-02-08 13:35:00+00:00,2023-02-08 14:00:00+00:00,23080.73,23232.2,23054.0,178.20000000000073,23169.83,23018.36,2023-02-08 20:00:00+00:00,True,2023-02-08 14:30:00+00:00,0,23018.36,2023-02-08 14:35:00+00:00,2023-02-08 14:35:00+00:00,23055.3,PROFIT_CEILING_GAP_OPEN,0.15089245444145394,True,35.0,2.194725028058344,-0.007295173961836516,0.0,2.2020202020201807
development,2023-02-13,2023-02-13 16:40:00+00:00,2023-02-13 16:55:00+00:00,21478.265,21865.1,21410.0,455.09999999999854,21705.815,21318.98,2023-02-13 20:00:00+00:00,False,,0,,2023-02-13 20:00:00+00:00,2023-02-13 20:00:00+00:00,21597.9,TIME_EXIT_SESSION_END,-3.185024768062083,False,185.0,,,,
development,2023-02-14,2023-02-14 13:35:00+00:00,2023-02-14 14:00:00+00:00,21694.35,21894.1,21659.1,235.0,21811.85,21612.1,2023-02-14 20:00:00+00:00,True,2023-02-14 14:25:00+00:00,0,21612.1,2023-02-14 14:30:00+00:00,2023-02-14 14:30:00+00:00,21612.1,PROFIT_CEILING_HIT,1.495654859444984,True,30.0,0.42170212765956827,0.2,0.47426841574168205,0.22170212765956826
development,2023-02-21,2023-02-21 15:20:00+00:00,2023-02-21 15:35:00+00:00,24605.719999999998,25347.6,24474.8,872.7999999999993,25042.12,24300.239999999998,2023-02-21 20:00:00+00:00,True,2023-02-21 16:30:00+00:00,0,24300.239999999998,2023-02-21 16:35:00+00:00,2023-02-21 16:35:00+00:00,24303.4,PROFIT_CEILING_GAP_OPEN,5.743287008061437,True,60.0,0.23785517873510395,0.19637946837763287,0.8256262042389163,0.04147571035747108
development,2023-03-02,2023-03-02 14:15:00+00:00,2023-03-02 14:45:00+00:00,23250.9,23460.0,23214.0,246.0,23373.9,23164.8,2023-03-02 20:00:00+00:00,False,,0,,2023-03-02 18:35:00+00:00,2023-03-02 18:40:00+00:00,23400.5,PRE_E20_CLOSE_INVALIDATION_F65,-3.6170797689551333,False,235.0,,,,
development,2023-03-07,2023-03-07 14:20:00+00:00,2023-03-07 14:25:00+00:00,22320.76,22419.7,22303.3,116.40000000000146,22378.96,22280.02,2023-03-07 20:00:00+00:00,True,2023-03-07 14:30:00+00:00,0,22280.02,2023-03-07 14:35:00+00:00,2023-03-07 14:35:00+00:00,22313.9,PROFIT_CEILING_GAP_OPEN,-0.24633139731809994,False,10.0,3.396048109965587,-0.09106529209623755,0.0,3.487113402061824
development,2023-03-08,2023-03-08 14:10:00+00:00,2023-03-08 14:20:00+00:00,21963.13,22135.0,21932.8,202.20000000000073,22064.23,21892.36,2023-03-08 20:00:00+00:00,True,2023-03-08 15:00:00+00:00,0,21892.36,2023-03-08 15:05:00+00:00,2023-03-08 15:05:00+00:00,22008.3,PROFIT_CEILING_GAP_OPEN,-1.4283142703247926,False,45.0,0.2611275964391646,-0.3733926805143409,0.0,0.6345202769535054
development,2023-03-23,2023-03-23 13:50:00+00:00,2023-03-23 14:00:00+00:00,27339.835,27735.0,27270.1,464.90000000000146,27572.285,27177.12,2023-03-23 20:00:00+00:00,False,,0,,2023-03-23 14:45:00+00:00,2023-03-23 14:50:00+00:00,27588.4,PRE_E20_CLOSE_INVALIDATION_F65,-4.94583943173037,False,50.0,,,,
development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 13:45:00+00:00,29378.27,29913.6,29283.8,629.7999999999993,29693.17,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-1.784186339086657,False,375.0,,,,
development,2023-04-20,2023-04-20 16:05:00+00:00,2023-04-20 17:00:00+00:00,28396.0,28940.0,28300.0,640.0,28716.0,28172.0,2023-04-20 20:00:00+00:00,True,2023-04-20 19:15:00+00:00,0,28172.0,2023-04-20 19:20:00+00:00,2023-04-20 19:20:00+00:00,28174.7,PROFIT_CEILING_GAP_OPEN,3.496675588110965,True,140.0,0.4953125,0.19578124999999885,0.39526813880125955,0.29953125000000114
development,2023-05-02,2023-05-02 13:40:00+00:00,2023-05-02 14:00:00+00:00,27970.86,28250.0,27921.6,328.40000000000146,28135.059999999998,27855.92,2023-05-02 20:00:00+00:00,False,,0,,2023-05-02 14:20:00+00:00,2023-05-02 14:25:00+00:00,28249.9,PRE_E20_CLOSE_INVALIDATION_F65,-5.388048275955781,False,25.0,,,,
development,2023-05-03,2023-05-03 14:55:00+00:00,2023-05-03 15:05:00+00:00,28211.925000000003,28758.9,28115.4,643.5,28533.675000000003,27986.7,2023-05-03 20:00:00+00:00,False,,0,,2023-05-03 17:20:00+00:00,2023-05-03 17:25:00+00:00,28566.3,PRE_E20_CLOSE_INVALIDATION_F65,-6.6805887935686314,False,140.0,,,,
development,2023-05-18,2023-05-18 14:50:00+00:00,2023-05-18 15:05:00+00:00,27211.485,27471.5,27165.6,305.90000000000146,27364.434999999998,27104.42,2023-05-18 20:00:00+00:00,True,2023-05-18 15:20:00+00:00,0,27104.42,2023-05-18 15:25:00+00:00,2023-05-18 15:25:00+00:00,27105.6,PROFIT_CEILING_GAP_OPEN,1.5455939284460656,True,20.0,2.714285714285699,0.19614253023863915,0.07226303745634115,2.5181431840470596
development,2023-06-07,2023-06-07 14:55:00+00:00,2023-06-07 15:40:00+00:00,26426.38,26968.0,26330.8,637.2000000000007,26744.98,26203.36,2023-06-07 20:00:00+00:00,False,,0,,2023-06-07 20:00:00+00:00,2023-06-07 20:00:00+00:00,26469.2,TIME_EXIT_SESSION_END,-1.2101752869670297,False,260.0,,,,
development,2023-06-08,2023-06-08 13:40:00+00:00,2023-06-08 13:55:00+00:00,26344.235,26594.9,26300.0,294.90000000000146,26491.685,26241.02,2023-06-08 20:00:00+00:00,False,,0,,2023-06-08 14:30:00+00:00,2023-06-08 14:35:00+00:00,26590.0,PRE_E20_CLOSE_INVALIDATION_F65,-5.064493009571169,False,40.0,,,,
development,2023-07-05,2023-07-05 13:35:00+00:00,2023-07-05 13:40:00+00:00,30294.71,30797.4,30206.0,591.4000000000015,30590.41,30087.72,2023-07-05 20:00:00+00:00,False,,0,,2023-07-05 20:00:00+00:00,2023-07-05 20:00:00+00:00,30420.0,TIME_EXIT_SESSION_END,-2.4678527703351656,False,380.0,,,,
development,2023-07-17,2023-07-17 17:25:00+00:00,2023-07-17 18:10:00+00:00,29969.91,30309.4,29910.0,399.40000000000146,30169.61,29830.12,2023-07-17 20:00:00+00:00,True,2023-07-17 18:30:00+00:00,0,29830.12,2023-07-17 18:35:00+00:00,2023-07-17 18:35:00+00:00,29830.12,PROFIT_CEILING_HIT,1.932172502353236,True,25.0,0.7010515773660465,0.20000000000000182,0.2852857142857179,0.5010515773660447
development,2023-07-24,2023-07-24 15:10:00+00:00,2023-07-24 15:20:00+00:00,29041.875,29820.9,28904.4,916.5,29500.125,28721.100000000002,2023-07-24 20:00:00+00:00,False,,0,,2023-07-24 20:00:00+00:00,2023-07-24 20:00:00+00:00,29106.8,TIME_EXIT_SESSION_END,-1.5177825123205309,False,280.0,,,,
development,2023-07-31,2023-07-31 13:55:00+00:00,2023-07-31 14:15:00+00:00,29339.0,29461.4,29317.4,144.0,29411.0,29288.600000000002,2023-07-31 20:00:00+00:00,True,2023-07-31 14:30:00+00:00,0,29288.600000000002,2023-07-31 14:35:00+00:00,2023-07-31 14:35:00+00:00,29288.600000000002,PROFIT_CEILING_HIT,0.45892498040146534,True,20.0,1.5097222222222324,0.19999999999999496,0.1324747010119553,1.3097222222222373
development,2023-08-02,2023-08-02 13:35:00+00:00,2023-08-02 13:50:00+00:00,29395.85,29599.0,29360.0,239.0,29515.35,29312.2,2023-08-02 20:00:00+00:00,True,2023-08-02 14:05:00+00:00,0,29312.2,2023-08-02 14:10:00+00:00,2023-08-02 14:10:00+00:00,29312.2,PROFIT_CEILING_HIT,1.0228198878412647,True,20.0,1.898326359832639,0.19999999999999696,0.10535596208948467,1.6983263598326421
development,2023-08-14,2023-08-14 13:35:00+00:00,2023-08-14 13:40:00+00:00,29353.4,29486.0,29330.0,156.0,29431.4,29298.8,2023-08-14 20:00:00+00:00,False,,0,,2023-08-14 14:25:00+00:00,2023-08-14 14:30:00+00:00,29439.8,PRE_E20_CLOSE_INVALIDATION_F65,-1.8717204821247386,False,50.0,,,,
development,2023-08-22,2023-08-22 13:35:00+00:00,2023-08-22 13:45:00+00:00,26007.52,26100.0,25991.2,108.79999999999927,26061.920000000002,25969.440000000002,2023-08-22 20:00:00+00:00,True,2023-08-22 13:55:00+00:00,0,25969.440000000002,2023-08-22 14:00:00+00:00,2023-08-22 14:00:00+00:00,25986.2,PROFIT_CEILING_GAP_OPEN,0.009881449673021847,True,15.0,2.735294117647097,0.045955882352941485,0.016801075268817082,2.6893382352941555
development,2023-08-31,2023-08-31 14:20:00+00:00,2023-08-31 14:25:00+00:00,27109.645,27674.3,27010.0,664.2999999999993,27441.795,26877.14,2023-08-31 20:00:00+00:00,True,2023-08-31 15:40:00+00:00,0,26877.14,2023-08-31 15:45:00+00:00,2023-08-31 15:45:00+00:00,26904.8,PROFIT_CEILING_GAP_OPEN,3.378083409059774,True,80.0,1.7061568568417924,0.1583621857594473,0.09281806952532257,1.5477946710823451
development,2023-09-05,2023-09-05 14:40:00+00:00,2023-09-05 14:45:00+00:00,25667.65,25830.0,25639.0,191.0,25763.15,25600.8,2023-09-05 20:00:00+00:00,False,,0,,2023-09-05 15:05:00+00:00,2023-09-05 15:10:00+00:00,25766.6,PRE_E20_CLOSE_INVALIDATION_F65,-2.3275235559156333,False,25.0,,,,
development,2023-09-18,2023-09-18 17:35:00+00:00,2023-09-18 17:40:00+00:00,26775.99,27397.0,26666.4,730.5999999999985,27141.29,26520.280000000002,2023-09-18 20:00:00+00:00,False,,0,,2023-09-18 20:00:00+00:00,2023-09-18 20:00:00+00:00,26803.2,TIME_EXIT_SESSION_END,-0.908104462243919,False,140.0,,,,
development,2023-09-26,2023-09-26 13:35:00+00:00,2023-09-26 13:50:00+00:00,26192.945,26322.4,26170.1,152.3000000000029,26269.095,26139.64,2023-09-26 20:00:00+00:00,True,2023-09-26 13:55:00+00:00,0,26139.64,2023-09-26 14:00:00+00:00,2023-09-26 14:00:00+00:00,26168.3,PROFIT_CEILING_GAP_OPEN,0.07045110811327893,True,10.0,0.6323046618515918,0.01181877872619329,0.018691588785039313,0.6204858831253985
development,2023-10-09,2023-10-09 16:05:00+00:00,2023-10-09 16:10:00+00:00,27429.690000000002,27834.8,27358.2,476.59999999999854,27667.989999999998,27262.88,2023-10-09 20:00:00+00:00,True,2023-10-09 16:40:00+00:00,0,27262.88,2023-10-09 16:45:00+00:00,2023-10-09 16:45:00+00:00,27309.0,PROFIT_CEILING_GAP_OPEN,1.7999884067228082,True,35.0,0.22702475870751376,0.10323122114981301,0.4547134935305027,0.12379353755770076
development,2023-11-13,2023-11-13 14:50:00+00:00,2023-11-13 14:55:00+00:00,36722.585,37065.9,36662.0,403.90000000000146,36924.535,36581.22,2023-11-13 20:00:00+00:00,False,,0,,2023-11-13 16:15:00+00:00,2023-11-13 16:20:00+00:00,36963.0,PRE_E20_CLOSE_INVALIDATION_F65,-3.6733942885556643,False,85.0,,,,
development,2023-11-23,2023-11-23 14:35:00+00:00,2023-11-23 14:40:00+00:00,37212.93,37650.0,37135.8,514.1999999999971,37470.03,37032.96000000001,2023-11-23 20:00:00+00:00,True,2023-11-23 15:25:00+00:00,0,37032.96000000001,2023-11-23 15:30:00+00:00,2023-11-23 15:30:00+00:00,37063.7,PROFIT_CEILING_GAP_OPEN,1.605082641974243,True,50.0,0.5435628160248961,0.1402178140801366,0.25796064400717644,0.40334500194475953
development,2023-11-27,2023-11-27 13:55:00+00:00,2023-11-27 14:10:00+00:00,36861.744999999995,37457.0,36756.7,700.3000000000029,37211.895,36616.64,2023-11-27 20:00:00+00:00,False,,0,,2023-11-27 20:00:00+00:00,2023-11-27 20:00:00+00:00,36868.5,TIME_EXIT_SESSION_END,-0.49162615605973203,False,350.0,,,,
development,2024-01-22,2024-01-22 15:25:00+00:00,2024-01-22 15:30:00+00:00,40488.7,41253.7,40353.7,900.0,40938.7,40173.7,2024-01-22 20:00:00+00:00,True,2024-01-22 18:45:00+00:00,0,40173.7,2024-01-22 18:50:00+00:00,2024-01-22 18:50:00+00:00,40279.9,PROFIT_CEILING_GAP_OPEN,2.1784972103327087,True,200.0,1.0574444444444413,0.08199999999999515,0.07754544499316576,0.9754444444444461
development,2024-01-25,2024-01-25 13:50:00+00:00,2024-01-25 14:05:00+00:00,39858.17,40300.0,39780.2,519.8000000000029,40118.07,39676.24,2024-01-25 20:00:00+00:00,True,2024-01-25 15:45:00+00:00,0,39676.24,2024-01-25 15:50:00+00:00,2024-01-25 15:50:00+00:00,39676.24,PROFIT_CEILING_HIT,1.882217171535983,True,105.0,0.47114274721045174,0.1999999999999972,0.4244997958350412,0.2711427472104545
development,2024-01-29,2024-01-29 13:35:00+00:00,2024-01-29 13:40:00+00:00,41998.270000000004,42368.7,41932.9,435.79999999999563,42216.17,41845.740000000005,2024-01-29 20:00:00+00:00,True,2024-01-29 14:30:00+00:00,0,41845.740000000005,2024-01-29 14:35:00+00:00,2024-01-29 14:35:00+00:00,41884.3,PROFIT_CEILING_GAP_OPEN,0.9568416032374575,True,55.0,0.3776961909132634,0.11151904543368295,0.295261239368159,0.26617714547958043
development,2024-01-30,2024-01-30 14:15:00+00:00,2024-01-30 16:15:00+00:00,43244.125,43888.0,43130.5,757.5,43622.875,42979.0,2024-01-30 20:00:00+00:00,False,,0,,2024-01-30 20:00:00+00:00,2024-01-30 20:00:00+00:00,43525.1,TIME_EXIT_SESSION_END,-3.6487071943299028,False,225.0,,,,
development,2024-02-19,2024-02-19 14:10:00+00:00,2024-02-19 14:15:00+00:00,52151.759999999995,52509.1,52088.7,420.40000000000146,52361.96,52004.619999999995,2024-02-19 20:00:00+00:00,True,2024-02-19 16:50:00+00:00,1,51945.9,2024-02-19 17:15:00+00:00,2024-02-19 17:15:00+00:00,51945.9,PROFIT_CEILING_HIT,1.5736630173171067,True,180.0,0.9512369172216765,0.33967649857277626,0.3570892723180738,0.6115604186489002
development,2024-03-18,2024-03-18 13:50:00+00:00,2024-03-18 13:55:00+00:00,67550.80500000001,68685.3,67350.6,1334.699999999997,68218.155,67083.66,2024-03-18 20:00:00+00:00,True,2024-03-18 14:30:00+00:00,0,67083.66,2024-03-18 14:35:00+00:00,2024-03-18 14:35:00+00:00,67083.66,PROFIT_CEILING_HIT,3.0577308146069297,True,40.0,0.5611747958342711,0.20000000000000218,0.3563951935914584,0.3611747958342689
development,2024-03-21,2024-03-21 14:00:00+00:00,2024-03-21 14:50:00+00:00,66857.405,67774.3,66695.6,1078.699999999997,67396.755,66479.86,2024-03-21 20:00:00+00:00,True,2024-03-21 15:05:00+00:00,0,66479.86,2024-03-21 15:10:00+00:00,2024-03-21 15:10:00+00:00,66660.6,PROFIT_CEILING_GAP_OPEN,1.0718264940135618,True,20.0,1.6417910447761306,0.03244646333549652,0.01976284584980229,1.609344581440634
development,2024-03-26,2024-03-26 13:45:00+00:00,2024-03-26 13:55:00+00:00,70452.635,71340.8,70295.9,1044.9000000000087,70975.085,70086.92,2024-03-26 20:00:00+00:00,True,2024-03-26 14:20:00+00:00,0,70086.92,2024-03-26 14:45:00+00:00,2024-03-26 14:45:00+00:00,70086.92,PROFIT_CEILING_HIT,2.195467153215736,True,50.0,0.9339649727246493,0.19999999999999443,0.21414079311404569,0.7339649727246549
development,2024-05-16,2024-05-16 14:25:00+00:00,2024-05-16 14:30:00+00:00,65896.19499999999,66800.0,65736.7,1063.300000000003,66427.845,65524.03999999999,2024-05-16 20:00:00+00:00,True,2024-05-16 14:55:00+00:00,0,65524.03999999999,2024-05-16 15:00:00+00:00,2024-05-16 15:00:00+00:00,65577.2,PROFIT_CEILING_GAP_OPEN,2.020435656413811,True,30.0,1.100065832784721,0.1500047023417658,0.13635975036334136,0.9500611304429553
development,2024-05-20,2024-05-20 14:40:00+00:00,2024-05-20 14:45:00+00:00,66813.97499999999,67341.4,66720.9,620.5,67124.22499999999,66596.79999999999,2024-05-20 20:00:00+00:00,False,,0,,2024-05-20 15:15:00+00:00,2024-05-20 15:20:00+00:00,67148.1,PRE_E20_CLOSE_INVALIDATION_F65,-2.9004125259724396,False,35.0,,,,
development,2024-05-28,2024-05-28 14:05:00+00:00,2024-05-28 14:40:00+00:00,67800.62000000001,68921.6,67602.8,1318.800000000003,68460.02,67339.04000000001,2024-05-28 20:00:00+00:00,True,2024-05-28 18:35:00+00:00,0,67339.04000000001,2024-05-28 18:40:00+00:00,2024-05-28 18:40:00+00:00,67339.04000000001,PROFIT_CEILING_HIT,3.0039511733078843,True,240.0,0.25007582650894916,0.1999999999999956,0.7997574287446708,0.050075826508953564
