partition,date_utc,signal_ts,entry_start,entry_px,H,L,range,F65,E20_DOWN,session_end,e20_reached,e20_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win,hold_minutes,trough_extension_r,realized_exit_extension_r,capture_ratio,giveback_r
reference_validation,2025-02-27,2025-02-27 13:55:00+00:00,2025-02-27 14:05:00+00:00,86012.935,87066.0,85827.1,1238.8999999999942,86632.38500000001,85579.32,2025-02-27 20:00:00+00:00,True,2025-02-27 14:15:00+00:00,0,85579.32,2025-02-27 14:20:00+00:00,2025-02-27 14:20:00+00:00,85579.32,PROFIT_CEILING_HIT,2.120638320271218,True,15.0,1.8239567358140465,0.2,0.10965172368013346,1.6239567358140465
reference_validation,2025-03-04,2025-03-04 13:35:00+00:00,2025-03-04 13:55:00+00:00,82778.925,84359.5,82500.0,1859.5,83708.675,82128.1,2025-03-04 20:00:00+00:00,True,2025-03-04 14:30:00+00:00,0,82128.1,2025-03-04 14:35:00+00:00,2025-03-04 14:35:00+00:00,82986.4,PROFIT_CEILING_GAP_OPEN,-1.6531873299875817,False,40.0,0.6991126646948105,-0.2615756923904244,0.0,0.9606883570852349
reference_validation,2025-03-17,2025-03-17 13:35:00+00:00,2025-03-17 13:45:00+00:00,82980.85,84000.0,82801.0,1199.0,83580.35,82561.2,2025-03-17 20:00:00+00:00,True,2025-03-17 14:05:00+00:00,0,82561.2,2025-03-17 14:10:00+00:00,2025-03-17 14:10:00+00:00,82694.7,PROFIT_CEILING_GAP_OPEN,1.3241929915155497,True,25.0,0.347789824854045,0.08865721434529017,0.25491606714628995,0.25913261050875486
reference_validation,2025-04-01,2025-04-01 13:40:00+00:00,2025-04-01 13:55:00+00:00,83562.07,84474.8,83401.0,1073.800000000003,84098.97,83186.24,2025-04-01 20:00:00+00:00,True,2025-04-01 14:05:00+00:00,0,83186.24,2025-04-01 14:35:00+00:00,2025-04-01 14:35:00+00:00,83186.24,PROFIT_CEILING_HIT,1.8488073835413847,True,40.0,0.8344198174706626,0.19999999999999457,0.23968749999999414,0.6344198174706681
reference_validation,2025-04-14,2025-04-14 13:50:00+00:00,2025-04-14 13:55:00+00:00,84358.105,85242.7,84202.0,1040.699999999997,84878.455,83993.86,2025-04-14 20:00:00+00:00,False,,0,,2025-04-14 14:25:00+00:00,2025-04-14 14:30:00+00:00,85045.7,PRE_E20_CLOSE_INVALIDATION_F65,-4.4754530936890635,False,35.0,,,,
reference_validation,2025-04-29,2025-04-29 14:05:00+00:00,2025-04-29 14:20:00+00:00,94648.905,95264.9,94540.2,724.6999999999971,95011.25499999999,94395.26,2025-04-29 20:00:00+00:00,False,,0,,2025-04-29 14:35:00+00:00,2025-04-29 14:40:00+00:00,95081.5,PRE_E20_CLOSE_INVALIDATION_F65,-2.685261514647252,False,20.0,,,,
reference_validation,2025-05-09,2025-05-09 14:45:00+00:00,2025-05-09 16:00:00+00:00,102608.025,103920.0,102376.5,1543.5,103379.775,102067.8,2025-05-09 20:00:00+00:00,False,,0,,2025-05-09 20:00:00+00:00,2025-05-09 20:00:00+00:00,103145.5,TIME_EXIT_SESSION_END,-3.019069025059262,False,240.0,,,,
reference_validation,2025-05-26,2025-05-26 14:00:00+00:00,2025-05-26 14:15:00+00:00,109595.82,110138.8,109500.0,638.8000000000029,109915.22,109372.24,2025-05-26 20:00:00+00:00,False,,0,,2025-05-26 15:30:00+00:00,2025-05-26 15:35:00+00:00,110098.8,PRE_E20_CLOSE_INVALIDATION_F65,-2.69470430532841,False,80.0,,,,
reference_validation,2025-06-12,2025-06-12 13:35:00+00:00,2025-06-12 13:55:00+00:00,106854.5,107798.0,106688.0,1110.0,107409.5,106466.0,2025-06-12 20:00:00+00:00,False,,0,,2025-06-12 14:10:00+00:00,2025-06-12 14:15:00+00:00,107421.8,PRE_E20_CLOSE_INVALIDATION_F65,-3.0545442634611226,False,20.0,,,,
reference_validation,2025-06-16,2025-06-16 13:40:00+00:00,2025-06-16 13:45:00+00:00,106622.83499999999,107199.9,106521.0,678.8999999999942,106962.285,106385.22,2025-06-16 20:00:00+00:00,False,,0,,2025-06-16 13:55:00+00:00,2025-06-16 14:00:00+00:00,107109.0,PRE_E20_CLOSE_INVALIDATION_F65,-2.679835271684516,False,15.0,,,,
reference_validation,2025-06-18,2025-06-18 13:35:00+00:00,2025-06-18 13:40:00+00:00,104068.27,105276.8,103855.0,1421.800000000003,104779.17,103570.64,2025-06-18 20:00:00+00:00,False,,0,,2025-06-18 14:05:00+00:00,2025-06-18 14:10:00+00:00,104864.6,PRE_E20_CLOSE_INVALIDATION_F65,-4.225998068383352,False,30.0,,,,
reference_validation,2025-07-07,2025-07-07 13:45:00+00:00,2025-07-07 14:10:00+00:00,108128.98,109041.2,107968.0,1073.199999999997,108665.58,107753.36,2025-07-07 20:00:00+00:00,True,2025-07-07 17:05:00+00:00,0,107753.36,2025-07-07 17:10:00+00:00,2025-07-07 17:10:00+00:00,107811.8,PROFIT_CEILING_GAP_OPEN,1.0666743365192026,True,180.0,0.4770778978755138,0.14554603056280052,0.3050781249999943,0.3315318673127133
reference_validation,2025-07-09,2025-07-09 14:40:00+00:00,2025-07-09 14:50:00+00:00,108694.275,109738.5,108510.0,1228.5,109308.525,108264.3,2025-07-09 20:00:00+00:00,False,,0,,2025-07-09 16:45:00+00:00,2025-07-09 16:50:00+00:00,109343.4,PRE_E20_CLOSE_INVALIDATION_F65,-3.3860128327825474,False,120.0,,,,
reference_validation,2025-08-01,2025-08-01 14:05:00+00:00,2025-08-01 17:55:00+00:00,114340.66,115956.0,114055.6,1900.3999999999942,115290.86,113675.52,2025-08-01 20:00:00+00:00,True,2025-08-01 18:15:00+00:00,0,113675.52,2025-08-01 18:20:00+00:00,2025-08-01 18:20:00+00:00,113729.0,PROFIT_CEILING_GAP_OPEN,2.274726558338947,True,25.0,0.46406019785308955,0.1718585560934576,0.3703367728767463,0.2922016417596319
reference_validation,2025-08-21,2025-08-21 14:45:00+00:00,2025-08-21 14:50:00+00:00,113059.235,113947.4,112902.5,1044.8999999999942,113581.685,112693.52,2025-08-21 20:00:00+00:00,True,2025-08-21 15:10:00+00:00,0,112693.52,2025-08-21 15:15:00+00:00,2025-08-21 15:15:00+00:00,112693.52,PROFIT_CEILING_HIT,1.2173601386919035,True,25.0,0.9173126614987132,0.1999999999999972,0.21802816901408026,0.717312661498716
reference_validation,2025-10-20,2025-10-20 16:05:00+00:00,2025-10-20 16:30:00+00:00,110691.965,111650.0,110522.9,1127.1000000000058,111255.515,110297.48,2025-10-20 20:00:00+00:00,True,2025-10-20 16:45:00+00:00,0,110297.48,2025-10-20 16:50:00+00:00,2025-10-20 16:50:00+00:00,110297.48,PROFIT_CEILING_HIT,1.381904404714485,True,20.0,0.6413805341140897,0.19999999999999743,0.31182736201410993,0.4413805341140923
reference_validation,2025-12-04,2025-12-04 13:50:00+00:00,2025-12-04 14:00:00+00:00,92589.35,93600.0,92411.0,1189.0,93183.85,92173.2,2025-12-04 20:00:00+00:00,True,2025-12-04 14:50:00+00:00,0,92173.2,2025-12-04 15:00:00+00:00,2025-12-04 15:00:00+00:00,92173.2,PROFIT_CEILING_HIT,1.8472887000503095,True,60.0,1.3359966358284272,0.20000000000000245,0.14970097576330055,1.1359966358284248
reference_validation,2025-12-08,2025-12-08 13:45:00+00:00,2025-12-08 13:50:00+00:00,91557.95000000001,92262.6,91433.6,829.0,91972.45000000001,91267.8,2025-12-08 20:00:00+00:00,True,2025-12-08 14:20:00+00:00,0,91267.8,2025-12-08 14:25:00+00:00,2025-12-08 14:25:00+00:00,91267.8,PROFIT_CEILING_HIT,1.184515599136971,True,35.0,2.267551266586252,0.2000000000000035,0.08820087243323899,2.067551266586248
reference_validation,2025-12-10,2025-12-10 14:55:00+00:00,2025-12-10 15:10:00+00:00,91954.685,93278.9,91721.0,1557.8999999999942,92733.635,91409.42,2025-12-10 20:00:00+00:00,False,,0,,2025-12-10 18:35:00+00:00,2025-12-10 18:40:00+00:00,92955.5,PRE_E20_CLOSE_INVALIDATION_F65,-5.8418923842760595,False,210.0,,,,
reference_validation,2025-12-12,2025-12-12 14:35:00+00:00,2025-12-12 15:00:00+00:00,92120.94,92600.0,92036.4,563.6000000000058,92402.73999999999,91923.68,2025-12-12 20:00:00+00:00,True,2025-12-12 15:05:00+00:00,0,91923.68,2025-12-12 15:10:00+00:00,2025-12-12 15:10:00+00:00,91933.9,PROFIT_CEILING_GAP_OPEN,0.6151872093359659,True,10.0,4.626330731014846,0.18186657203690373,0.03931119122497516,4.444464158977943
reference_validation,2025-12-22,2025-12-22 17:15:00+00:00,2025-12-22 17:25:00+00:00,89282.435,90599.0,89050.1,1548.8999999999942,90056.88500000001,88740.32,2025-12-22 20:00:00+00:00,True,2025-12-22 19:05:00+00:00,0,88740.32,2025-12-22 19:10:00+00:00,2025-12-22 19:10:00+00:00,88899.9,PROFIT_CEILING_GAP_OPEN,1.7422746814644956,True,105.0,0.7382013041513417,0.09697204467687534,0.13136260276369643,0.6412292594744663
reference_validation,2026-02-09,2026-02-09 14:10:00+00:00,2026-02-09 14:30:00+00:00,68705.31,70583.3,68373.9,2209.4000000000087,69810.01,67932.01999999999,2026-02-09 20:00:00+00:00,False,,0,,2026-02-09 16:40:00+00:00,2026-02-09 16:45:00+00:00,69896.3,PRE_E20_CLOSE_INVALIDATION_F65,-9.067379566441147,False,135.0,,,,
reference_validation,2026-02-18,2026-02-18 14:00:00+00:00,2026-02-18 14:05:00+00:00,67247.31999999999,68438.0,67037.2,1400.800000000003,67947.72,66757.04,2026-02-18 20:00:00+00:00,True,2026-02-18 14:45:00+00:00,0,66757.04,2026-02-18 14:50:00+00:00,2026-02-18 14:50:00+00:00,66757.04,PROFIT_CEILING_HIT,3.2453497328964303,True,45.0,0.864577384351791,0.20000000000000207,0.23132689290727892,0.6645773843517889
reference_validation,2026-02-23,2026-02-23 14:45:00+00:00,2026-02-23 14:50:00+00:00,65690.58499999999,66574.5,65534.6,1039.9000000000015,66210.535,65326.619999999995,2026-02-23 20:00:00+00:00,True,2026-02-23 16:05:00+00:00,0,65326.619999999995,2026-02-23 16:10:00+00:00,2026-02-23 16:10:00+00:00,65395.8,PROFIT_CEILING_GAP_OPEN,1.8437385814115252,True,80.0,1.4276372728146902,0.13347437253581637,0.0934931968206896,1.294162900278874
reference_validation,2026-02-27,2026-02-27 13:40:00+00:00,2026-02-27 13:45:00+00:00,66076.23999999999,68127.8,65714.2,2413.600000000006,67283.04000000001,65231.479999999996,2026-02-27 20:00:00+00:00,True,2026-02-27 17:20:00+00:00,0,65231.479999999996,2026-02-27 17:25:00+00:00,2026-02-27 17:25:00+00:00,65290.8,PROFIT_CEILING_GAP_OPEN,5.543437459516365,True,220.0,0.2627610208816687,0.17542260523698755,0.6676127404604165,0.08733841564468114
reference_validation,2026-04-24,2026-04-24 18:20:00+00:00,2026-04-24 18:30:00+00:00,77517.365,78432.9,77355.8,1077.0999999999913,78055.915,77140.38,2026-04-24 20:00:00+00:00,False,,0,,2026-04-24 20:00:00+00:00,2026-04-24 20:00:00+00:00,77596.0,TIME_EXIT_SESSION_END,-0.9072089331209506,False,90.0,,,,
reference_validation,2026-05-06,2026-05-06 14:10:00+00:00,2026-05-06 14:55:00+00:00,81512.305,82828.7,81280.0,1548.699999999997,82286.655,80970.26,2026-05-06 20:00:00+00:00,False,,0,,2026-05-06 20:00:00+00:00,2026-05-06 20:00:00+00:00,81416.5,TIME_EXIT_SESSION_END,0.18767200853904187,True,305.0,,,,
reference_validation,2026-05-08,2026-05-08 13:45:00+00:00,2026-05-08 15:20:00+00:00,79689.2,80478.0,79550.0,928.0,80153.2,79364.4,2026-05-08 20:00:00+00:00,False,,0,,2026-05-08 17:30:00+00:00,2026-05-08 17:35:00+00:00,80218.4,PRE_E20_CLOSE_INVALIDATION_F65,-3.720399753040548,False,135.0,,,,
reference_validation,2026-06-03,2026-06-03 13:50:00+00:00,2026-06-03 13:55:00+00:00,66744.2,67448.0,66620.0,828.0,67158.2,66454.4,2026-06-03 20:00:00+00:00,True,2026-06-03 15:15:00+00:00,0,66454.4,2026-06-03 15:25:00+00:00,2026-06-03 15:25:00+00:00,66454.4,PROFIT_CEILING_HIT,1.7709751558937064,True,90.0,1.7161835748792271,0.20000000000000703,0.11653764954257975,1.51618357487922
reference_validation,2026-06-12,2026-06-12 13:45:00+00:00,2026-06-12 13:50:00+00:00,63193.8,63929.9,63063.9,866.0,63626.8,62890.700000000004,2026-06-12 20:00:00+00:00,False,,0,,2026-06-12 14:30:00+00:00,2026-06-12 14:35:00+00:00,63656.8,PRE_E20_CLOSE_INVALIDATION_F65,-4.063334061252855,False,45.0,,,,
reference_validation,2026-06-30,2026-06-30 13:35:00+00:00,2026-06-30 13:45:00+00:00,58472.155,59532.7,58285.0,1247.699999999997,59096.005,58035.46,2026-06-30 20:00:00+00:00,False,,0,,2026-06-30 20:00:00+00:00,2026-06-30 20:00:00+00:00,58794.0,TIME_EXIT_SESSION_END,-3.152121928805251,False,375.0,,,,
reference_validation,2026-07-06,2026-07-06 13:35:00+00:00,2026-07-06 13:45:00+00:00,61676.595,63226.4,61403.1,1823.300000000003,62588.245,61038.439999999995,2026-07-06 20:00:00+00:00,False,,0,,2026-07-06 15:40:00+00:00,2026-07-06 15:45:00+00:00,62883.9,PRE_E20_CLOSE_INVALIDATION_F65,-10.187383690685214,False,120.0,,,,
