period,lookback_min,hold_min,dimension,bucket,n,wr,net,exp,pf,dd
SHADOW_2026,240,240,atr_pct_60,MID,4,0.25,-10.128764828883677,-2.532191207220919,0.21791128952117472,12.950915533203965
SHADOW_2026,240,240,atr_pct_60,HIGH,5,0.8,27.969674081666938,5.5939348163333875,56.517846717855335,0.503796089639613
SHADOW_2026,240,240,composite_energy,LOW_ENERGY,36,0.4166666666666667,-24.28066451203027,-0.674462903111952,0.6921211685378201,37.070269172589654
SHADOW_2026,240,240,composite_energy,MIXED,7,0.5714285714285714,0.6349513738259915,0.09070733911799879,1.049027527991985,12.950915533203965
SHADOW_2026,240,240,composite_energy,HIGH_ENERGY,4,0.75,23.823861746384985,5.955965436596246,48.28869921048259,0.503796089639613
SHADOW_2026,180,360,rv_60,LOW,41,0.4878048780487805,-37.15752591447969,-0.9062811198653583,0.6657365124461299,48.49294970170353
SHADOW_2026,180,360,rv_60,MID,4,0.0,-12.089179236329137,-3.0222948090822843,0.0,12.089179236329137
SHADOW_2026,180,360,rv_60,HIGH,4,1.0,25.732871701953776,6.433217925488444,inf,0.0
SHADOW_2026,180,360,atr_pct_60,LOW,41,0.4878048780487805,-37.15752591447969,-0.9062811198653583,0.6657365124461299,48.49294970170353
SHADOW_2026,180,360,atr_pct_60,MID,4,0.0,-12.089179236329137,-3.0222948090822843,0.0,12.089179236329137
SHADOW_2026,180,360,atr_pct_60,HIGH,4,1.0,25.732871701953776,6.433217925488444,inf,0.0
SHADOW_2026,180,360,composite_energy,LOW_ENERGY,41,0.4878048780487805,-37.15752591447969,-0.9062811198653583,0.6657365124461299,48.49294970170353
SHADOW_2026,180,360,composite_energy,MIXED,4,0.0,-12.089179236329137,-3.0222948090822843,0.0,12.089179236329137
SHADOW_2026,180,360,composite_energy,HIGH_ENERGY,4,1.0,25.732871701953776,6.433217925488444,inf,0.0
SHADOW_2026,240,360,rv_60,LOW,36,0.3611111111111111,-66.1733377754333,-1.8381482715398139,0.44568707403461477,85.4652359991423
SHADOW_2026,240,360,rv_60,MID,7,0.2857142857142857,-16.883566368061118,-2.4119380525801595,0.3567450483515921,20.2230535303191
SHADOW_2026,240,360,rv_60,HIGH,4,1.0,25.732871701953776,6.433217925488444,inf,0.0
SHADOW_2026,240,360,atr_pct_60,LOW,38,0.34210526315789475,-83.13964016400841,-2.1878852674739058,0.3902274429592956,102.4315383877174
SHADOW_2026,240,360,atr_pct_60,MID,4,0.25,-3.256751141743994,-0.8141877854359985,0.6490865224402482,9.280781018704106
SHADOW_2026,240,360,atr_pct_60,HIGH,5,1.0,29.072358864211758,5.814471772842351,inf,0.0
SHADOW_2026,240,360,composite_energy,LOW_ENERGY,36,0.3611111111111111,-66.1733377754333,-1.8381482715398139,0.44568707403461477,85.4652359991423
SHADOW_2026,240,360,composite_energy,MIXED,7,0.2857142857142857,-16.883566368061118,-2.4119380525801595,0.3567450483515921,20.2230535303191
SHADOW_2026,240,360,composite_energy,HIGH_ENERGY,4,1.0,25.732871701953776,6.433217925488444,inf,0.0
