local_date,candidate,ext_R,target_px,hit,first_hit_bar_start,minutes_entry_to_target_complete
2022-02-14,E0_NEXT_OPEN,0.5,409.68499999999995,False,,
2022-03-18,E0_NEXT_OPEN,0.0,389.54,True,2022-03-18 15:00:00+00:00,25.0
2022-03-18,E0_NEXT_OPEN,0.05,389.8165,True,2022-03-18 15:00:00+00:00,25.0
2022-03-18,E0_NEXT_OPEN,0.1,390.093,True,2022-03-18 15:05:00+00:00,30.0
2022-03-18,E0_NEXT_OPEN,0.2,390.646,True,2022-03-18 15:20:00+00:00,45.0
2022-03-18,E0_NEXT_OPEN,0.3,391.199,True,2022-03-18 15:35:00+00:00,60.0
2022-03-18,E0_NEXT_OPEN,0.5,392.30500000000006,True,2022-03-18 15:45:00+00:00,70.0
2022-04-18,E0_NEXT_OPEN,0.0,406.59,True,2022-04-18 14:15:00+00:00,40.0
2022-04-18,E0_NEXT_OPEN,0.05,407.11899999999997,True,2022-04-18 14:20:00+00:00,45.0
2022-04-18,E0_NEXT_OPEN,0.1,407.64799999999997,True,2022-04-18 16:45:00+00:00,190.0
2022-04-18,E0_NEXT_OPEN,0.2,408.70599999999996,True,2022-04-18 17:05:00+00:00,210.0
2022-04-18,E0_NEXT_OPEN,0.3,409.76399999999995,True,2022-04-18 17:05:00+00:00,210.0
2022-04-18,E0_NEXT_OPEN,0.5,411.88,True,2022-04-18 17:10:00+00:00,215.0
2022-04-25,E0_NEXT_OPEN,0.0,394.29,True,2022-04-25 13:50:00+00:00,5.0
2022-04-25,E0_NEXT_OPEN,0.05,394.915,True,2022-04-25 14:30:00+00:00,45.0
2022-04-25,E0_NEXT_OPEN,0.1,395.54,True,2022-04-25 14:30:00+00:00,45.0
2022-04-25,E0_NEXT_OPEN,0.2,396.79,True,2022-04-25 16:15:00+00:00,150.0
2022-04-25,E0_NEXT_OPEN,0.3,398.04,True,2022-04-25 16:35:00+00:00,170.0
2022-04-25,E0_NEXT_OPEN,0.5,400.54,True,2022-04-25 18:45:00+00:00,300.0
2022-05-19,E0_NEXT_OPEN,0.0,303.76,True,2022-05-19 14:15:00+00:00,35.0
2022-05-19,E0_NEXT_OPEN,0.05,304.2865,True,2022-05-19 14:20:00+00:00,40.0
2022-05-19,E0_NEXT_OPEN,0.1,304.813,True,2022-05-19 15:15:00+00:00,95.0
2022-05-19,E0_NEXT_OPEN,0.2,305.866,True,2022-05-19 15:20:00+00:00,100.0
2022-05-19,E0_NEXT_OPEN,0.3,306.919,True,2022-05-19 15:30:00+00:00,110.0
2022-05-19,E0_NEXT_OPEN,0.5,309.025,False,,
2022-06-20,E0_NEXT_OPEN,0.0,217.46,True,2022-06-20 14:45:00+00:00,5.0
2022-06-20,E0_NEXT_OPEN,0.05,218.10750000000002,True,2022-06-20 14:55:00+00:00,15.0
2022-06-20,E0_NEXT_OPEN,0.1,218.755,True,2022-06-20 15:00:00+00:00,20.0
2022-06-20,E0_NEXT_OPEN,0.2,220.05,False,,
2022-06-20,E0_NEXT_OPEN,0.3,221.34500000000003,False,,
2022-06-20,E0_NEXT_OPEN,0.5,223.935,False,,
2022-06-22,E0_NEXT_OPEN,0.0,217.29,True,2022-06-22 13:45:00+00:00,10.0
2022-06-22,E0_NEXT_OPEN,0.05,217.6045,True,2022-06-22 13:45:00+00:00,10.0
2022-06-22,E0_NEXT_OPEN,0.1,217.91899999999998,True,2022-06-22 13:50:00+00:00,15.0
2022-06-22,E0_NEXT_OPEN,0.2,218.548,True,2022-06-22 13:55:00+00:00,20.0
2022-06-22,E0_NEXT_OPEN,0.3,219.177,True,2022-06-22 14:00:00+00:00,25.0
2022-06-22,E0_NEXT_OPEN,0.5,220.435,True,2022-06-22 14:20:00+00:00,45.0
2022-07-06,E0_NEXT_OPEN,0.0,238.99,True,2022-07-06 18:40:00+00:00,305.0
2022-07-06,E0_NEXT_OPEN,0.05,239.2665,True,2022-07-06 18:40:00+00:00,305.0
2022-07-06,E0_NEXT_OPEN,0.1,239.543,True,2022-07-06 18:40:00+00:00,305.0
2022-07-06,E0_NEXT_OPEN,0.2,240.096,False,,
2022-07-06,E0_NEXT_OPEN,0.3,240.649,False,,
2022-07-06,E0_NEXT_OPEN,0.5,241.755,False,,
2022-07-08,E0_NEXT_OPEN,0.0,242.28,True,2022-07-08 15:10:00+00:00,20.0
2022-07-08,E0_NEXT_OPEN,0.05,242.554,True,2022-07-08 15:10:00+00:00,20.0
2022-07-08,E0_NEXT_OPEN,0.1,242.828,False,,
2022-07-08,E0_NEXT_OPEN,0.2,243.376,False,,
2022-07-08,E0_NEXT_OPEN,0.3,243.924,False,,
2022-07-08,E0_NEXT_OPEN,0.5,245.01999999999998,False,,
2022-07-11,E0_NEXT_OPEN,0.0,233.37,True,2022-07-11 18:40:00+00:00,305.0
2022-07-11,E0_NEXT_OPEN,0.05,233.649,True,2022-07-11 18:40:00+00:00,305.0
2022-07-11,E0_NEXT_OPEN,0.1,233.928,False,,
2022-07-11,E0_NEXT_OPEN,0.2,234.48600000000002,False,,
2022-07-11,E0_NEXT_OPEN,0.3,235.044,False,,
2022-07-11,E0_NEXT_OPEN,0.5,236.16000000000003,False,,
2022-07-19,E0_NEXT_OPEN,0.0,264.71,True,2022-07-19 15:05:00+00:00,90.0
2022-07-19,E0_NEXT_OPEN,0.05,265.091,True,2022-07-19 16:05:00+00:00,150.0
2022-07-19,E0_NEXT_OPEN,0.1,265.472,True,2022-07-19 16:10:00+00:00,155.0
2022-07-19,E0_NEXT_OPEN,0.2,266.234,True,2022-07-19 16:25:00+00:00,170.0
2022-07-19,E0_NEXT_OPEN,0.3,266.996,True,2022-07-19 16:30:00+00:00,175.0
2022-07-19,E0_NEXT_OPEN,0.5,268.52,True,2022-07-19 17:25:00+00:00,230.0
2022-07-20,E0_NEXT_OPEN,0.0,270.92,True,2022-07-20 14:45:00+00:00,60.0
2022-07-20,E0_NEXT_OPEN,0.05,271.2905,True,2022-07-20 14:50:00+00:00,65.0
2022-07-20,E0_NEXT_OPEN,0.1,271.661,True,2022-07-20 15:00:00+00:00,75.0
2022-07-20,E0_NEXT_OPEN,0.2,272.40200000000004,False,,
2022-07-20,E0_NEXT_OPEN,0.3,273.14300000000003,False,,
2022-07-20,E0_NEXT_OPEN,0.5,274.625,False,,
2022-07-28,E0_NEXT_OPEN,0.0,269.97,True,2022-07-28 15:10:00+00:00,90.0
2022-07-28,E0_NEXT_OPEN,0.05,270.2885,True,2022-07-28 15:15:00+00:00,95.0
2022-07-28,E0_NEXT_OPEN,0.1,270.607,True,2022-07-28 15:20:00+00:00,100.0
2022-07-28,E0_NEXT_OPEN,0.2,271.244,True,2022-07-28 15:25:00+00:00,105.0
2022-07-28,E0_NEXT_OPEN,0.3,271.88100000000003,True,2022-07-28 15:25:00+00:00,105.0
2022-07-28,E0_NEXT_OPEN,0.5,273.15500000000003,True,2022-07-28 15:30:00+00:00,110.0
2022-08-10,E0_NEXT_OPEN,0.0,335.0,True,2022-08-10 14:40:00+00:00,10.0
2022-08-10,E0_NEXT_OPEN,0.05,335.996,True,2022-08-10 14:45:00+00:00,15.0
2022-08-10,E0_NEXT_OPEN,0.1,336.992,False,,
2022-08-10,E0_NEXT_OPEN,0.2,338.984,False,,
2022-08-10,E0_NEXT_OPEN,0.3,340.976,False,,
2022-08-10,E0_NEXT_OPEN,0.5,344.96000000000004,False,,
2022-08-19,E0_NEXT_OPEN,0.0,285.33,True,2022-08-19 16:20:00+00:00,5.0
2022-08-19,E0_NEXT_OPEN,0.05,285.691,True,2022-08-19 16:20:00+00:00,5.0
2022-08-19,E0_NEXT_OPEN,0.1,286.05199999999996,True,2022-08-19 16:20:00+00:00,5.0
2022-08-19,E0_NEXT_OPEN,0.2,286.774,True,2022-08-19 16:30:00+00:00,15.0
2022-08-19,E0_NEXT_OPEN,0.3,287.496,True,2022-08-19 16:35:00+00:00,20.0
2022-08-19,E0_NEXT_OPEN,0.5,288.93999999999994,False,,
2022-08-24,E0_NEXT_OPEN,0.0,298.5,True,2022-08-24 16:05:00+00:00,5.0
2022-08-24,E0_NEXT_OPEN,0.05,298.7245,True,2022-08-24 16:05:00+00:00,5.0
2022-08-24,E0_NEXT_OPEN,0.1,298.949,True,2022-08-24 16:05:00+00:00,5.0
2022-08-24,E0_NEXT_OPEN,0.2,299.398,True,2022-08-24 16:05:00+00:00,5.0
2022-08-24,E0_NEXT_OPEN,0.3,299.847,True,2022-08-24 17:00:00+00:00,60.0
2022-08-24,E0_NEXT_OPEN,0.5,300.745,False,,
2022-09-07,E0_NEXT_OPEN,0.0,266.93,True,2022-09-07 14:25:00+00:00,40.0
2022-09-07,E0_NEXT_OPEN,0.05,267.1805,True,2022-09-07 14:30:00+00:00,45.0
2022-09-07,E0_NEXT_OPEN,0.1,267.431,True,2022-09-07 14:30:00+00:00,45.0
2022-09-07,E0_NEXT_OPEN,0.2,267.932,True,2022-09-07 16:35:00+00:00,170.0
2022-09-07,E0_NEXT_OPEN,0.3,268.433,True,2022-09-07 16:35:00+00:00,170.0
2022-09-07,E0_NEXT_OPEN,0.5,269.435,True,2022-09-07 18:05:00+00:00,260.0
2022-09-22,E0_NEXT_OPEN,0.0,271.19,True,2022-09-22 18:35:00+00:00,30.0
2022-09-22,E0_NEXT_OPEN,0.05,271.4945,True,2022-09-22 18:35:00+00:00,30.0
2022-09-22,E0_NEXT_OPEN,0.1,271.799,True,2022-09-22 19:05:00+00:00,60.0
2022-09-22,E0_NEXT_OPEN,0.2,272.408,True,2022-09-22 19:10:00+00:00,65.0
2022-09-22,E0_NEXT_OPEN,0.3,273.017,True,2022-09-22 19:25:00+00:00,80.0
2022-09-22,E0_NEXT_OPEN,0.5,274.235,True,2022-09-22 19:35:00+00:00,90.0
2022-09-28,E0_NEXT_OPEN,0.0,274.23,True,2022-09-28 14:20:00+00:00,15.0
2022-09-28,E0_NEXT_OPEN,0.05,274.56550000000004,True,2022-09-28 14:25:00+00:00,20.0
2022-09-28,E0_NEXT_OPEN,0.1,274.901,True,2022-09-28 14:25:00+00:00,20.0
2022-09-28,E0_NEXT_OPEN,0.2,275.572,True,2022-09-28 14:45:00+00:00,40.0
2022-09-28,E0_NEXT_OPEN,0.3,276.24300000000005,True,2022-09-28 15:15:00+00:00,70.0
2022-09-28,E0_NEXT_OPEN,0.5,277.58500000000004,True,2022-09-28 15:45:00+00:00,100.0
2022-10-13,E0_NEXT_OPEN,0.0,266.17,True,2022-10-13 15:35:00+00:00,10.0
2022-10-13,E0_NEXT_OPEN,0.05,266.7285,True,2022-10-13 15:35:00+00:00,10.0
2022-10-13,E0_NEXT_OPEN,0.1,267.28700000000003,True,2022-10-13 15:40:00+00:00,15.0
2022-10-13,E0_NEXT_OPEN,0.2,268.404,True,2022-10-13 16:40:00+00:00,75.0
2022-10-13,E0_NEXT_OPEN,0.3,269.521,True,2022-10-13 16:45:00+00:00,80.0
2022-10-13,E0_NEXT_OPEN,0.5,271.755,True,2022-10-13 18:50:00+00:00,205.0
2022-10-19,E0_NEXT_OPEN,0.0,272.03,True,2022-10-19 14:10:00+00:00,25.0
2022-10-19,E0_NEXT_OPEN,0.05,272.12149999999997,True,2022-10-19 14:15:00+00:00,30.0
2022-10-19,E0_NEXT_OPEN,0.1,272.21299999999997,True,2022-10-19 14:15:00+00:00,30.0
2022-10-19,E0_NEXT_OPEN,0.2,272.39599999999996,True,2022-10-19 14:15:00+00:00,30.0
2022-10-19,E0_NEXT_OPEN,0.3,272.57899999999995,True,2022-10-19 14:20:00+00:00,35.0
2022-10-19,E0_NEXT_OPEN,0.5,272.94499999999994,True,2022-10-19 15:15:00+00:00,90.0
2022-11-10,E0_NEXT_OPEN,0.0,303.88,True,2022-11-10 14:50:00+00:00,15.0
2022-11-10,E0_NEXT_OPEN,0.05,305.529,True,2022-11-10 14:55:00+00:00,20.0
2022-11-10,E0_NEXT_OPEN,0.1,307.178,True,2022-11-10 15:00:00+00:00,25.0
2022-11-10,E0_NEXT_OPEN,0.2,310.476,True,2022-11-10 15:00:00+00:00,25.0
2022-11-10,E0_NEXT_OPEN,0.3,313.774,False,,
2022-11-10,E0_NEXT_OPEN,0.5,320.37,False,,
2022-11-21,E0_NEXT_OPEN,0.0,262.21,True,2022-11-21 14:45:00+00:00,10.0
2022-11-21,E0_NEXT_OPEN,0.05,262.5535,True,2022-11-21 14:50:00+00:00,15.0
2022-11-21,E0_NEXT_OPEN,0.1,262.897,False,,
2022-11-21,E0_NEXT_OPEN,0.2,263.58399999999995,False,,
2022-11-21,E0_NEXT_OPEN,0.3,264.27099999999996,False,,
2022-11-21,E0_NEXT_OPEN,0.5,265.645,False,,
2022-11-23,E0_NEXT_OPEN,0.0,300.95,False,,
2022-11-23,E0_NEXT_OPEN,0.05,302.22999999999996,False,,
2022-11-23,E0_NEXT_OPEN,0.1,303.51,False,,
2022-11-23,E0_NEXT_OPEN,0.2,306.07,False,,
2022-11-23,E0_NEXT_OPEN,0.3,308.63,False,,
2022-11-23,E0_NEXT_OPEN,0.5,313.75,False,,
2022-12-20,E0_NEXT_OPEN,0.0,250.12,True,2022-12-20 14:55:00+00:00,10.0
2022-12-20,E0_NEXT_OPEN,0.05,250.2875,True,2022-12-20 14:55:00+00:00,10.0
2022-12-20,E0_NEXT_OPEN,0.1,250.455,True,2022-12-20 14:55:00+00:00,10.0
2022-12-20,E0_NEXT_OPEN,0.2,250.79,True,2022-12-20 15:00:00+00:00,15.0
2022-12-20,E0_NEXT_OPEN,0.3,251.125,True,2022-12-20 15:00:00+00:00,15.0
2022-12-20,E0_NEXT_OPEN,0.5,251.79500000000002,True,2022-12-20 15:00:00+00:00,15.0
2023-01-09,E0_NEXT_OPEN,0.0,280.31,True,2023-01-09 15:05:00+00:00,5.0
2023-01-09,E0_NEXT_OPEN,0.05,280.5,True,2023-01-09 15:05:00+00:00,5.0
2023-01-09,E0_NEXT_OPEN,0.1,280.69,True,2023-01-09 15:05:00+00:00,5.0
2023-01-09,E0_NEXT_OPEN,0.2,281.07,True,2023-01-09 15:50:00+00:00,50.0
2023-01-09,E0_NEXT_OPEN,0.3,281.45,True,2023-01-09 15:50:00+00:00,50.0
2023-01-09,E0_NEXT_OPEN,0.5,282.21000000000004,True,2023-01-09 15:50:00+00:00,50.0
2023-01-20,E0_NEXT_OPEN,0.0,290.05,True,2023-01-20 16:20:00+00:00,70.0
2023-01-20,E0_NEXT_OPEN,0.05,290.21750000000003,True,2023-01-20 16:25:00+00:00,75.0
2023-01-20,E0_NEXT_OPEN,0.1,290.385,True,2023-01-20 16:30:00+00:00,80.0
2023-01-20,E0_NEXT_OPEN,0.2,290.72,True,2023-01-20 16:30:00+00:00,80.0
2023-01-20,E0_NEXT_OPEN,0.3,291.055,True,2023-01-20 16:35:00+00:00,85.0
2023-01-20,E0_NEXT_OPEN,0.5,291.725,True,2023-01-20 16:35:00+00:00,85.0
2023-01-31,E0_NEXT_OPEN,0.0,313.19,True,2023-01-31 16:35:00+00:00,50.0
2023-01-31,E0_NEXT_OPEN,0.05,313.4445,True,2023-01-31 16:35:00+00:00,50.0
2023-01-31,E0_NEXT_OPEN,0.1,313.699,True,2023-01-31 19:40:00+00:00,235.0
2023-01-31,E0_NEXT_OPEN,0.2,314.20799999999997,False,,
2023-01-31,E0_NEXT_OPEN,0.3,314.717,False,,
2023-01-31,E0_NEXT_OPEN,0.5,315.735,False,,
2023-03-06,E0_NEXT_OPEN,0.0,286.13,True,2023-03-06 14:40:00+00:00,5.0
2023-03-06,E0_NEXT_OPEN,0.05,286.282,True,2023-03-06 14:40:00+00:00,5.0
2023-03-06,E0_NEXT_OPEN,0.1,286.43399999999997,True,2023-03-06 14:55:00+00:00,20.0
2023-03-06,E0_NEXT_OPEN,0.2,286.738,True,2023-03-06 15:00:00+00:00,25.0
2023-03-06,E0_NEXT_OPEN,0.3,287.04200000000003,True,2023-03-06 15:50:00+00:00,75.0
2023-03-06,E0_NEXT_OPEN,0.5,287.65,True,2023-03-06 15:50:00+00:00,75.0
2023-03-14,E0_NEXT_OPEN,0.0,318.99,True,2023-03-14 15:05:00+00:00,5.0
2023-03-14,E0_NEXT_OPEN,0.05,319.8385,False,,
2023-03-14,E0_NEXT_OPEN,0.1,320.687,False,,
2023-03-14,E0_NEXT_OPEN,0.2,322.384,False,,
2023-03-14,E0_NEXT_OPEN,0.3,324.081,False,,
2023-03-14,E0_NEXT_OPEN,0.5,327.475,False,,
2023-03-20,E0_NEXT_OPEN,0.0,338.34,True,2023-03-20 18:30:00+00:00,150.0
2023-03-20,E0_NEXT_OPEN,0.05,338.578,True,2023-03-20 18:30:00+00:00,150.0
2023-03-20,E0_NEXT_OPEN,0.1,338.816,False,,
2023-03-20,E0_NEXT_OPEN,0.2,339.292,False,,
2023-03-20,E0_NEXT_OPEN,0.3,339.768,False,,
2023-03-20,E0_NEXT_OPEN,0.5,340.71999999999997,False,,
2023-03-21,E0_NEXT_OPEN,0.0,337.48,True,2023-03-21 15:55:00+00:00,140.0
2023-03-21,E0_NEXT_OPEN,0.05,337.995,True,2023-03-21 16:25:00+00:00,170.0
2023-03-21,E0_NEXT_OPEN,0.1,338.51,True,2023-03-21 16:35:00+00:00,180.0
2023-03-21,E0_NEXT_OPEN,0.2,339.54,False,,
2023-03-21,E0_NEXT_OPEN,0.3,340.57000000000005,False,,
2023-03-21,E0_NEXT_OPEN,0.5,342.63,False,,
2023-03-28,E0_NEXT_OPEN,0.0,312.0,True,2023-03-28 14:45:00+00:00,15.0
2023-03-28,E0_NEXT_OPEN,0.05,312.237,True,2023-03-28 14:50:00+00:00,20.0
2023-03-28,E0_NEXT_OPEN,0.1,312.474,True,2023-03-28 18:45:00+00:00,255.0
2023-03-28,E0_NEXT_OPEN,0.2,312.948,True,2023-03-28 18:45:00+00:00,255.0
2023-03-28,E0_NEXT_OPEN,0.3,313.422,True,2023-03-28 18:45:00+00:00,255.0
2023-03-28,E0_NEXT_OPEN,0.5,314.37,True,2023-03-28 18:55:00+00:00,265.0
2023-04-12,E0_NEXT_OPEN,0.0,321.54,True,2023-04-12 14:50:00+00:00,15.0
2023-04-12,E0_NEXT_OPEN,0.05,321.72400000000005,True,2023-04-12 14:50:00+00:00,15.0
2023-04-12,E0_NEXT_OPEN,0.1,321.908,False,,
2023-04-12,E0_NEXT_OPEN,0.2,322.276,False,,
2023-04-12,E0_NEXT_OPEN,0.3,322.644,False,,
2023-04-12,E0_NEXT_OPEN,0.5,323.38,False,,
2023-04-25,E0_NEXT_OPEN,0.0,330.77,True,2023-04-25 15:20:00+00:00,5.0
2023-04-25,E0_NEXT_OPEN,0.05,330.909,True,2023-04-25 15:20:00+00:00,5.0
2023-04-25,E0_NEXT_OPEN,0.1,331.048,True,2023-04-25 15:20:00+00:00,5.0
2023-04-25,E0_NEXT_OPEN,0.2,331.32599999999996,True,2023-04-25 15:25:00+00:00,10.0
2023-04-25,E0_NEXT_OPEN,0.3,331.604,True,2023-04-25 15:30:00+00:00,15.0
2023-04-25,E0_NEXT_OPEN,0.5,332.15999999999997,True,2023-04-25 15:55:00+00:00,40.0
2023-05-08,E0_NEXT_OPEN,0.0,317.68,True,2023-05-08 16:00:00+00:00,55.0
2023-05-08,E0_NEXT_OPEN,0.05,317.872,True,2023-05-08 16:00:00+00:00,55.0
2023-05-08,E0_NEXT_OPEN,0.1,318.064,False,,
2023-05-08,E0_NEXT_OPEN,0.2,318.44800000000004,False,,
2023-05-08,E0_NEXT_OPEN,0.3,318.832,False,,
2023-05-08,E0_NEXT_OPEN,0.5,319.6,False,,
2023-05-12,E0_NEXT_OPEN,0.0,306.79,False,,
2023-05-12,E0_NEXT_OPEN,0.05,306.9975,False,,
2023-05-12,E0_NEXT_OPEN,0.1,307.20500000000004,False,,
2023-05-12,E0_NEXT_OPEN,0.2,307.62,False,,
2023-05-12,E0_NEXT_OPEN,0.3,308.035,False,,
2023-05-12,E0_NEXT_OPEN,0.5,308.865,False,,
2023-06-15,E0_NEXT_OPEN,0.0,237.75,False,,
2023-06-15,E0_NEXT_OPEN,0.05,238.1225,False,,
2023-06-15,E0_NEXT_OPEN,0.1,238.495,False,,
2023-06-15,E0_NEXT_OPEN,0.2,239.24,False,,
2023-06-15,E0_NEXT_OPEN,0.3,239.98499999999999,False,,
2023-06-15,E0_NEXT_OPEN,0.5,241.475,False,,
2023-06-16,E0_NEXT_OPEN,0.0,240.68,True,2023-06-16 17:50:00+00:00,25.0
2023-06-16,E0_NEXT_OPEN,0.05,241.12550000000002,True,2023-06-16 18:00:00+00:00,35.0
2023-06-16,E0_NEXT_OPEN,0.1,241.571,True,2023-06-16 18:05:00+00:00,40.0
2023-06-16,E0_NEXT_OPEN,0.2,242.46200000000002,True,2023-06-16 18:05:00+00:00,40.0
2023-06-16,E0_NEXT_OPEN,0.3,243.353,True,2023-06-16 18:05:00+00:00,40.0
2023-06-16,E0_NEXT_OPEN,0.5,245.135,False,,
2023-06-21,E0_NEXT_OPEN,0.0,250.45,True,2023-06-21 16:05:00+00:00,30.0
2023-06-21,E0_NEXT_OPEN,0.05,250.71499999999997,True,2023-06-21 16:10:00+00:00,35.0
2023-06-21,E0_NEXT_OPEN,0.1,250.98,True,2023-06-21 16:10:00+00:00,35.0
2023-06-21,E0_NEXT_OPEN,0.2,251.51,True,2023-06-21 16:15:00+00:00,40.0
2023-06-21,E0_NEXT_OPEN,0.3,252.04,True,2023-06-21 16:20:00+00:00,45.0
2023-06-21,E0_NEXT_OPEN,0.5,253.09999999999997,True,2023-06-21 16:25:00+00:00,50.0
2023-06-28,E0_NEXT_OPEN,0.0,235.34,True,2023-06-28 14:45:00+00:00,5.0
2023-06-28,E0_NEXT_OPEN,0.05,235.5925,True,2023-06-28 14:45:00+00:00,5.0
2023-06-28,E0_NEXT_OPEN,0.1,235.845,True,2023-06-28 14:45:00+00:00,5.0
2023-06-28,E0_NEXT_OPEN,0.2,236.35,True,2023-06-28 14:45:00+00:00,5.0
2023-06-28,E0_NEXT_OPEN,0.3,236.85500000000002,False,,
2023-06-28,E0_NEXT_OPEN,0.5,237.865,False,,
2023-07-07,E0_NEXT_OPEN,0.0,235.26,True,2023-07-07 13:45:00+00:00,10.0
2023-07-07,E0_NEXT_OPEN,0.05,235.41,True,2023-07-07 13:50:00+00:00,15.0
2023-07-07,E0_NEXT_OPEN,0.1,235.56,True,2023-07-07 13:50:00+00:00,15.0
2023-07-07,E0_NEXT_OPEN,0.2,235.85999999999999,True,2023-07-07 14:40:00+00:00,65.0
2023-07-07,E0_NEXT_OPEN,0.3,236.16,False,,
2023-07-07,E0_NEXT_OPEN,0.5,236.76,False,,
2023-07-10,E0_NEXT_OPEN,0.0,244.85,True,2023-07-10 15:30:00+00:00,25.0
2023-07-10,E0_NEXT_OPEN,0.05,245.535,True,2023-07-10 15:50:00+00:00,45.0
2023-07-10,E0_NEXT_OPEN,0.1,246.22,False,,
2023-07-10,E0_NEXT_OPEN,0.2,247.59,False,,
2023-07-10,E0_NEXT_OPEN,0.3,248.95999999999998,False,,
2023-07-10,E0_NEXT_OPEN,0.5,251.7,False,,
2023-07-26,E0_NEXT_OPEN,0.0,238.23,True,2023-07-26 13:50:00+00:00,5.0
2023-07-26,E0_NEXT_OPEN,0.05,238.319,True,2023-07-26 14:00:00+00:00,15.0
2023-07-26,E0_NEXT_OPEN,0.1,238.408,True,2023-07-26 14:00:00+00:00,15.0
2023-07-26,E0_NEXT_OPEN,0.2,238.58599999999998,True,2023-07-26 14:00:00+00:00,15.0
2023-07-26,E0_NEXT_OPEN,0.3,238.76399999999998,True,2023-07-26 16:15:00+00:00,150.0
2023-07-26,E0_NEXT_OPEN,0.5,239.12,True,2023-07-26 18:40:00+00:00,295.0
2023-08-10,E0_NEXT_OPEN,0.0,242.95,False,,
2023-08-10,E0_NEXT_OPEN,0.05,243.02249999999998,False,,
2023-08-10,E0_NEXT_OPEN,0.1,243.095,False,,
2023-08-10,E0_NEXT_OPEN,0.2,243.23999999999998,False,,
2023-08-10,E0_NEXT_OPEN,0.3,243.385,False,,
2023-08-10,E0_NEXT_OPEN,0.5,243.67499999999998,False,,
2023-08-11,E0_NEXT_OPEN,0.0,241.0,True,2023-08-11 14:30:00+00:00,5.0
2023-08-11,E0_NEXT_OPEN,0.05,241.049,True,2023-08-11 14:30:00+00:00,5.0
2023-08-11,E0_NEXT_OPEN,0.1,241.098,False,,
2023-08-11,E0_NEXT_OPEN,0.2,241.196,False,,
2023-08-11,E0_NEXT_OPEN,0.3,241.29399999999998,False,,
2023-08-11,E0_NEXT_OPEN,0.5,241.49,False,,
2023-08-28,E0_NEXT_OPEN,0.0,218.53,True,2023-08-28 14:30:00+00:00,10.0
2023-08-28,E0_NEXT_OPEN,0.05,218.7025,True,2023-08-28 14:50:00+00:00,30.0
2023-08-28,E0_NEXT_OPEN,0.1,218.875,True,2023-08-28 15:00:00+00:00,40.0
2023-08-28,E0_NEXT_OPEN,0.2,219.22,True,2023-08-28 16:45:00+00:00,145.0
