i,period,date,parent_pnl,parent_mfe_r,failure_to_develop,last_green,body_ratio,total_wick_ratio,bull_body_dominant,sf68_pnl,sf9_pnl
75,D,2025-05-11,-1.0780855701125462,0.1937404824557874,True,False,0.9301397205588904,0.06986027944110962,False,-1.0780855701125462,-1.0780855701125462
76,D,2025-05-18,-7.750000000000006,0.143449508179992,True,False,0.9970238095236368,0.0029761904763632163,False,-7.750000000000006,-7.750000000000006
77,D,2025-05-25,-7.731768410119812,0.3791411142812625,True,True,0.7924263674614791,0.2075736325385209,True,-7.731768410119812,-7.731768410119812
78,D,2025-06-01,-7.72935163282626,0.43715838016732717,True,True,0.9422903516680954,0.05770964833190462,True,-7.72935163282626,-7.72935163282626
79,D,2025-06-08,-1.660981948655184,0.27099278573259966,True,False,0.7919896640825965,0.20801033591740348,False,-3.571760573983898,-3.571760573983898
80,D,2025-06-15,-3.4910253744756665,0.5093418512572357,False,True,0.22154963680393275,0.7784503631960673,False,-3.4910253744756665,-3.4910253744756665
81,D,2025-06-22,11.75000000000001,1.859646921011585,False,True,0.9634670487105615,0.03653295128943845,True,11.75000000000001,11.75000000000001
82,D,2025-06-29,-4.381991685559789,0.3013511038924792,True,True,0.29537366548046945,0.7046263345195305,False,-4.381991685559789,-4.381991685559789
83,V,2025-07-06,-7.750000000000006,0.13881676768927914,True,False,0.9940119760479903,0.005988023952009702,False,-7.750000000000006,-7.750000000000006
84,V,2025-07-13,-7.750000000000006,0.12981999143018325,True,True,0.9382488479262941,0.06175115207370585,True,-7.750000000000006,-7.750000000000006
85,V,2025-07-20,-0.7827293704565691,1.0679543791268786,False,False,0.3668341708543908,0.6331658291456093,False,-2.955641360325811,-2.955641360325811
86,V,2025-07-27,-7.750000000000006,0.06105679129601661,True,False,1.0,0.0,False,-3.5395321523366823,-3.5395321523366823
87,V,2025-08-03,-5.651404335938886,0.06995720730827516,True,True,0.41375770020539343,0.5862422997946066,False,-5.651404335938886,-5.651404335938886
88,V,2025-08-10,-7.699582515274662,0.22751030168095226,True,False,0.47919876733432737,0.5208012326656726,False,-2.856236862442712,-2.856236862442712
89,V,2025-08-17,11.764113368640444,1.8608758370953056,False,True,0.696844993141385,0.30315500685861496,True,11.764113368640444,11.764113368640444
90,V,2025-08-24,11.75000000000001,2.692241362791495,False,True,0.6432989690721049,0.35670103092789507,True,11.75000000000001,11.75000000000001
91,V,2025-08-31,5.58112120963509,1.0390613927893326,False,False,0.2615384615380138,0.7384615384619861,False,5.58112120963509,5.58112120963509
92,V,2025-09-07,-1.5126593889812927,0.29356904296106473,True,False,0.37864077669884394,0.621359223301156,False,-1.5126593889812927,-1.5126593889812927
93,V,2025-09-14,1.703676977546282,0.6843471446581563,False,True,0.424242424242414,0.575757575757586,False,1.703676977546282,1.703676977546282
94,V,2025-09-21,5.571948990899242,0.94743213200843,False,True,0.09677419354819781,0.9032258064518022,False,5.571948990899242,5.571948990899242
95,V,2025-09-28,-7.723568284447585,0.21285789588599519,True,False,0.39530332681007413,0.6046966731899259,False,-7.723568284447585,-7.723568284447585
96,V,2025-10-05,1.3133162360231827,1.388081420349582,False,False,0.8383333333333819,0.1616666666666181,False,1.3133162360231827,1.3133162360231827
97,V,2025-10-12,-7.750000000000006,0.11146668584373552,True,False,0.9310986964617913,0.06890130353820867,False,-7.750000000000006,-7.750000000000006
98,V,2025-10-19,-7.750000000000006,0.23187171358432115,True,False,0.19396903015487754,0.8060309698451225,False,-7.750000000000006,-7.750000000000006
99,V,2025-10-26,-7.750000000000006,0.04213482786867363,True,False,0.9357798165137615,0.06422018348623848,False,-7.750000000000006,-7.750000000000006
100,V,2025-11-02,7.46590396072586,1.4218582618042193,False,True,0.4759036144578313,0.5240963855421688,False,7.46590396072586,7.46590396072586
101,V,2025-11-09,-7.750000000000006,0.3373185598921873,True,True,0.8709677419355727,0.1290322580644273,True,-7.750000000000006,-7.750000000000006
102,V,2025-11-16,11.784729702394339,1.7886971822871356,False,True,0.6336633663366075,0.36633663366339253,True,11.784729702394339,11.784729702394339
103,V,2025-11-23,-7.750000000000006,0.26721420275427343,True,True,0.6875997871208147,0.3124002128791853,True,-7.750000000000006,-7.750000000000006
104,V,2025-11-30,11.767804910454666,1.8226189091499676,False,False,0.4256465517241246,0.5743534482758754,False,11.767804910454666,11.767804910454666
105,V,2025-12-07,-7.723871222389762,1.265351204972168,False,False,0.6516129032259137,0.3483870967740863,False,-7.723871222389762,1.2500000000000018
106,V,2025-12-14,11.749999999999956,2.0364592824716556,False,False,0.7938144329897062,0.20618556701029378,False,11.749999999999956,11.749999999999956
107,V,2025-12-21,-0.18909471818690507,0.7751431250736438,False,True,0.4943589743589445,0.5056410256410555,False,-0.18909471818690507,1.2500000000000573
108,V,2025-12-28,-7.702665713065013,0.29988719033290684,True,False,0.21739130434784057,0.7826086956521594,False,-7.702665713065013,-7.702665713065013
109,V,2026-01-04,-7.705451499435543,0.4189088378971362,True,True,0.6614349775784969,0.3385650224215031,True,-7.705451499435543,-7.705451499435543
110,V,2026-01-11,-7.741657827314814,0.45695573038698595,True,True,0.72943172179808,0.27056827820192,True,-7.741657827314814,-7.741657827314814
111,V,2026-01-18,11.782826582065171,2.5148262142481763,False,False,0.36999999999970895,0.630000000000291,False,11.782826582065171,11.782826582065171
112,V,2026-01-25,11.75000000000001,1.807426961157797,False,False,0.25141776937626414,0.7485822306237359,False,11.75000000000001,11.75000000000001
113,V,2026-02-01,11.75849958531986,1.8433643066779273,False,False,0.11871508379887304,0.8812849162011269,False,11.75849958531986,1.2500000000000018
114,V,2026-02-08,-7.774501854883021,0.7942418929273244,False,True,0.40992400536431955,0.5900759946356804,False,-7.774501854883021,-7.774501854883021
115,V,2026-02-15,11.738370127654115,2.2858530743612993,False,True,0.18527918781736014,0.8147208121826399,False,11.738370127654115,11.738370127654115
116,V,2026-02-22,11.774768737124381,2.0081406901768752,False,False,0.29783037475329655,0.7021696252467035,False,11.774768737124381,11.774768737124381
117,V,2026-03-01,1.4503456827234258,1.636088417481672,False,True,0.23561239547463597,0.764387604525364,False,1.4503456827234258,1.2500000000000018
118,V,2026-03-08,11.750000000000068,1.923219392215252,False,True,0.05114401076700147,0.9488559892329985,False,11.750000000000068,11.750000000000068
119,V,2026-03-15,-7.7367477555183255,0.4532369669956103,True,True,0.9592000000000699,0.040799999999930114,True,-7.7367477555183255,-7.7367477555183255
120,V,2026-03-22,2.6881412093312425,1.5132053816340196,False,True,0.49096880131364107,0.5090311986863589,False,2.6881412093312425,2.6881412093312425
121,V,2026-03-29,11.763346966107068,1.8970673857357432,False,False,0.9813084112138856,0.018691588786114433,False,11.763346966107068,11.763346966107068
122,V,2026-04-05,-7.750000000000006,0.25905064877986195,True,True,0.669535283992948,0.33046471600705196,True,-7.750000000000006,-7.750000000000006
123,V,2026-04-12,3.057405758606992,1.1316045517999869,False,True,0.5899470899471215,0.41005291005287847,True,3.057405758606992,3.057405758606992
124,V,2026-04-19,4.914683042431509,1.4729155789856403,False,True,0.05924596050274834,0.9407540394972517,False,4.914683042431509,4.914683042431509
125,V,2026-04-26,-7.750000000000006,0.2510424075745405,True,False,0.79299363057321,0.20700636942678996,False,-7.750000000000006,-7.750000000000006
126,V,2026-05-03,-7.72490140652384,0.09855863691856014,True,False,0.9931506849311109,0.006849315068889084,False,-7.72490140652384,-7.72490140652384
127,V,2026-05-10,-7.720971546874832,0.5056758578852778,False,False,0.1414141414136366,0.8585858585863634,False,-7.720971546874832,-7.720971546874832
128,V,2026-05-17,7.201882558388357,1.2672166022488298,False,True,0.852040816326129,0.14795918367387095,True,7.201882558388357,7.201882558388357
129,V,2026-05-24,-2.4336894776350717,0.6926090145383653,False,True,0.9,0.09999999999999998,True,-2.4336894776350717,-2.4336894776350717
130,V,2026-05-31,0.24508343547982658,0.7174419175490617,False,True,0.5223684210525933,0.4776315789474067,True,0.24508343547982658,0.24508343547982658
131,V,2026-06-07,11.763546042166096,1.799841277421142,False,True,0.023308270676680787,0.9766917293233193,False,11.763546042166096,11.763546042166096
132,V,2026-06-14,-7.766216568901534,0.8571681364514964,False,False,0.460063897763582,0.539936102236418,False,-7.766216568901534,-7.766216568901534
133,V,2026-06-21,-2.5609003330160975,0.8571933131107616,False,True,0.9958762886598538,0.004123711340146219,True,-2.387892895547439,-2.387892895547439
134,V,2026-06-28,4.313393622151766,1.7639300280528862,False,False,0.734285714285839,0.265714285714161,False,4.313393622151766,4.313393622151766
135,V,2026-07-05,-7.707084206355522,0.5488879369127595,False,False,0.08176100628919114,0.9182389937108089,False,-7.707084206355522,-7.707084206355522
136,V,2026-07-12,4.039801373061775,0.8350064736456894,False,True,0.30837004405290297,0.6916299559470971,False,4.039801373061775,4.039801373061775
137,V,2026-07-19,-1.667901427992697,0.46239912145270723,True,True,0.36249999999987875,0.6375000000001212,False,-1.667901427992697,-1.667901427992697
138,V,2026-07-26,-7.720777018114824,0.07791200265986976,True,False,0.7755102040816251,0.22448979591837492,False,-7.720777018114824,-7.720777018114824
