kind,feature,op,threshold,source_q,rule,trades,wins,wr,tpd,avg_net,net_sum,value,eligible
num,prev1h_ret,<=,-0.0016277005031074543,0.5,prev1h_ret <= -0.0016277005,1210,601,0.49669421487603305,3.315068493150685,-0.0015661157024793385,-1.8949999999999996,,True
num,rsi4_delta15,<=,12.205341344081537,0.65,rsi4_delta15 <= 12.205341,1381,685,0.4960173787110789,3.7835616438356166,-0.0015796524257784212,-2.1814999999999998,,True
num,cci_delta15,<=,29.688666917268872,0.5,cci_delta15 <= 29.688667,1099,545,0.4959053685168335,3.010958904109589,-0.0015818926296633298,-1.7384999999999995,,True
num,ema8_dist,<=,-0.0009745742860877149,0.5,ema8_dist <= -0.00097457429,1206,597,0.49502487562189057,3.304109589041096,-0.0015995024875621886,-1.9289999999999994,,True
bool,regime_ok,,,,regime_ok == True,1186,587,0.49494097807757165,3.249315068493151,-0.001601180438448566,-1.8989999999999994,True,True
num,vol15_vs_prev45,<=,0.8654770585490277,0.5,vol15_vs_prev45 <= 0.86547706,1168,578,0.4948630136986301,3.2,-0.0016027397260273968,-1.8719999999999994,,True
num,ema20_dist,>=,-0.005014846797548711,0.5,ema20_dist >= -0.0050148468,962,476,0.49480249480249483,2.6356164383561644,-0.0016039501039501033,-1.5429999999999995,,True
num,ema20_slope,>=,-0.000527600101459802,0.5,ema20_slope >= -0.0005276001,962,476,0.49480249480249483,2.6356164383561644,-0.0016039501039501033,-1.5429999999999995,,True
num,hour_clv,<=,0.35294117647058415,0.5,hour_clv <= 0.35294118,1132,560,0.49469964664310956,3.1013698630136988,-0.0016060070671378086,-1.8179999999999994,,True
num,hour_range,>=,0.02316360066514638,0.8,hour_range >= 0.023163601,558,276,0.4946236559139785,1.5287671232876712,-0.0016075268817204297,-0.8969999999999998,,True
num,postshock_mfe,<=,0.002352788139540163,0.2,postshock_mfe <= 0.0023527881,411,203,0.49391727493917276,1.126027397260274,-0.0016216545012165443,-0.6664999999999998,,True
num,lower_wick_frac,<=,0.32562620423891614,0.5,lower_wick_frac <= 0.3256262,1125,555,0.49333333333333335,3.0821917808219177,-0.0016333333333333328,-1.8374999999999995,,True
num,close_from_hour_high,<=,-0.007577019150707631,0.5,close_from_hour_high <= -0.0075770192,1310,646,0.49312977099236643,3.589041095890411,-0.0016374045801526714,-2.1449999999999996,,True
num,ema8_dist,<=,-0.00014139133465955724,0.65,ema8_dist <= -0.00014139133,1427,703,0.4926419060967064,3.9095890410958902,-0.001647161878065872,-2.3504999999999994,,True
num,ret15,<=,-0.0005648847121655365,0.5,ret15 <= -0.00056488471,1145,564,0.4925764192139738,3.136986301369863,-0.0016484716157205235,-1.8874999999999993,,True
num,postshock_mae,<=,-0.0008062188940062053,0.8,postshock_mae <= -0.00080621889,1779,876,0.4924114671163575,4.873972602739726,-0.001651770657672849,-2.9384999999999986,,True
num,postshock_mae,<=,-0.0020747912858765094,0.5,postshock_mae <= -0.0020747913,1280,630,0.4921875,3.506849315068493,-0.0016562499999999993,-2.119999999999999,,True
num,cci_delta15,<=,95.04017768735756,0.8,cci_delta15 <= 95.040178,1662,818,0.49217809867629364,4.553424657534246,-0.001656438026474127,-2.7529999999999992,,True
num,hour_ret,<=,-0.007271162678302746,0.35,hour_ret <= -0.0072711627,953,469,0.49213011542497376,2.610958904109589,-0.001657397691500524,-1.5794999999999995,,True
num,lower_wick_frac,<=,0.5522956645344701,0.8,lower_wick_frac <= 0.55229566,1663,818,0.49188214070956104,4.556164383561644,-0.0016623571858087787,-2.764499999999999,,True
num,postshock_mfe,>=,0.00480452190296754,0.5,postshock_mfe >= 0.0048045219,1283,631,0.49181605611847234,3.515068493150685,-0.0016636788776305531,-2.1344999999999996,,True
num,mins_since_last_shock,>=,20.0,0.5,mins_since_last_shock >= 20,1261,620,0.4916732751784298,3.4547945205479453,-0.0016665344964314035,-2.1014999999999997,,True
num,rsi4_end,<=,49.41417225281479,0.65,rsi4_end <= 49.414172,1412,694,0.4915014164305949,3.8684931506849316,-0.0016699716713881015,-2.357999999999999,,True
num,rsi4_end,<=,31.92138354436029,0.35,rsi4_end <= 31.921384,843,414,0.49110320284697506,2.3095890410958906,-0.0016779359430604975,-1.4144999999999994,,True
num,shock_count,>=,2.0,0.5,shock_count >= 2,1391,683,0.4910136592379583,3.8109589041095893,-0.0016797268152408333,-2.336499999999999,,True
num,c_count,>=,2.0,0.5,c_count >= 2,1387,681,0.49098774333093004,3.8,-0.0016802451333813983,-2.3304999999999993,,True
num,hour_range,>=,0.010496160357438588,0.35,hour_range >= 0.01049616,1656,813,0.49094202898550726,4.536986301369863,-0.0016811594202898543,-2.783999999999999,,True
num,upper_wick_frac,>=,0.1041362780756041,0.35,upper_wick_frac >= 0.10413628,1361,668,0.4908155767817781,3.728767123287671,-0.0016836884643644376,-2.2914999999999996,,True
num,rsi4_delta15,<=,22.124130085610997,0.8,rsi4_delta15 <= 22.12413,1649,809,0.49060036385688294,4.517808219178082,-0.00168799272286234,-2.7834999999999988,,True
num,ema8_dist,<=,0.0007767334218854227,0.8,ema8_dist <= 0.00077673342,1633,801,0.49050826699326394,4.473972602739726,-0.0016898346601347208,-2.759499999999999,,True
num,ret30,<=,-0.0018626813948451337,0.5,ret30 <= -0.0018626814,1195,586,0.4903765690376569,3.2739726027397262,-0.0016924686192468616,-2.0224999999999995,,True
num,close_from_hour_high,<=,-0.005283913893397152,0.65,close_from_hour_high <= -0.0052839139,1591,780,0.49025769956002513,4.358904109589041,-0.0016948460087994968,-2.6964999999999995,,True
num,ema8_dist,<=,-0.001887808325022245,0.35,ema8_dist <= -0.0018878083,916,449,0.490174672489083,2.5095890410958903,-0.00169650655021834,-1.5539999999999994,,True
num,postshock_mfe,<=,0.009554883807447867,0.8,postshock_mfe <= 0.0095548838,1522,746,0.49014454664914586,4.16986301369863,-0.0016971090670170822,-2.5829999999999993,,True
num,rebound_from_hour_low,>=,0.0067426829314836565,0.65,rebound_from_hour_low >= 0.0067426829,945,463,0.48994708994708996,2.589041095890411,-0.0017010582010582006,-1.6074999999999995,,True
num,upper_wick_frac,>=,0.33470366676423774,0.8,upper_wick_frac >= 0.33470367,488,239,0.48975409836065575,1.336986301369863,-0.0017049180327868845,-0.8319999999999996,,True
num,rsi14_end,<=,49.05724797833307,0.8,rsi14_end <= 49.057248,1675,820,0.48955223880597015,4.589041095890411,-0.0017089552238805964,-2.862499999999999,,True
num,upper_wick_frac,<=,0.16358024691358378,0.5,upper_wick_frac <= 0.16358025,1171,573,0.4893253629376601,3.208219178082192,-0.0017134927412467973,-2.0064999999999995,,True
num,rebound_from_hour_low,>=,0.0018349026535319447,0.2,rebound_from_hour_low >= 0.0018349027,1791,876,0.48911222780569513,4.906849315068493,-0.0017177554438860966,-3.076499999999999,,True
num,rsi4_end,<=,40.37259120714148,0.5,rsi4_end <= 40.372591,1145,560,0.4890829694323144,3.136986301369863,-0.0017183406113537112,-1.9674999999999994,,True
num,hour_clv,>=,0.1580946035976042,0.2,hour_clv >= 0.1580946,1691,827,0.48905972797161446,4.632876712328767,-0.0017188054405677111,-2.9064999999999994,,True
num,hour_clv,<=,0.6777124876791233,0.8,hour_clv <= 0.67771249,1687,825,0.4890337877889745,4.6219178082191785,-0.0017193242442205092,-2.900499999999999,,True
num,hour_ret,<=,-0.0048291897692720465,0.5,hour_ret <= -0.0048291898,1293,632,0.48878576952822894,3.5424657534246577,-0.001724284609435421,-2.2294999999999994,,True
num,close_from_hour_high,<=,-0.0033097134317830114,0.8,close_from_hour_high <= -0.0033097134,1782,871,0.4887766554433221,4.882191780821918,-0.001724466891133557,-3.0729999999999986,,True
num,rsi14_end,<=,41.623516215989355,0.5,rsi14_end <= 41.623516,1152,563,0.4887152777777778,3.1561643835616437,-0.0017256944444444438,-1.9879999999999993,,True
num,shock_count,>=,3.0,0.65,shock_count >= 3,927,453,0.4886731391585761,2.5397260273972604,-0.0017265372168284786,-1.6004999999999996,,True
num,shock_count,>=,3.0,0.8,shock_count >= 3,927,453,0.4886731391585761,2.5397260273972604,-0.0017265372168284786,-1.6004999999999996,,True
num,c_count,>=,3.0,0.65,c_count >= 3,921,450,0.48859934853420195,2.5232876712328767,-0.0017280130293159603,-1.5914999999999995,,True
num,c_count,>=,3.0,0.8,c_count >= 3,921,450,0.48859934853420195,2.5232876712328767,-0.0017280130293159603,-1.5914999999999995,,True
num,mins_since_last_shock,>=,10.0,0.35,mins_since_last_shock >= 10,1564,764,0.4884910485933504,4.284931506849315,-0.0017301790281329921,-2.7059999999999995,,True
num,postshock_mae,<=,-0.002981358709666715,0.35,postshock_mae <= -0.0029813587,944,461,0.4883474576271186,2.5863013698630137,-0.0017330508474576265,-1.6359999999999995,,True
num,hour_ret,<=,-0.0027088397660503193,0.65,hour_ret <= -0.0027088398,1532,748,0.48825065274151436,4.197260273972603,-0.0017349869451697125,-2.6579999999999995,,True
num,ret15,<=,0.0007054405491603966,0.65,ret15 <= 0.00070544055,1358,663,0.4882179675994109,3.7205479452054795,-0.0017356406480117815,-2.3569999999999993,,True
num,lower_wick_frac,>=,0.15481341658197065,0.2,lower_wick_frac >= 0.15481342,1686,823,0.48813760379596677,4.619178082191781,-0.0017372479240806637,-2.928999999999999,,True
num,cci14_end,<=,32.099144166911046,0.8,cci14_end <= 32.099144,1686,823,0.48813760379596677,4.619178082191781,-0.001737247924080664,-2.9289999999999994,,True
num,postshock_close_ret,>=,0.0017108868542403677,0.5,postshock_close_ret >= 0.0017108869,1211,591,0.4880264244426094,3.317808219178082,-0.0017394715111478114,-2.1064999999999996,,True
num,ret5,>=,-0.0007603768738637664,0.35,ret5 >= -0.00076037687,1359,663,0.4878587196467991,3.723287671232877,-0.001742825607064017,-2.368499999999999,,True
num,ret5,>=,-0.001689784889271162,0.2,ret5 >= -0.0016897849,1597,779,0.48778960551033185,4.375342465753425,-0.0017442078897933618,-2.785499999999999,,True
num,rebound_from_hour_low,<=,0.010209123778358056,0.8,rebound_from_hour_low <= 0.010209124,1515,739,0.4877887788778878,4.1506849315068495,-0.0017442244224422437,-2.642499999999999,,True
num,postshock_close_ret,<=,0.0033122037112436335,0.65,postshock_close_ret <= 0.0033122037,1302,635,0.4877112135176651,3.5671232876712327,-0.0017457757296466972,-2.2729999999999997,,True
num,postshock_close_ret,<=,0.0057588973736029565,0.8,postshock_close_ret <= 0.0057588974,1573,767,0.48760330578512395,4.30958904109589,-0.0017479338842975203,-2.7494999999999994,,True
num,lower_wick_frac,<=,0.42185973748474076,0.65,lower_wick_frac <= 0.42185974,1411,688,0.4875974486180014,3.8657534246575342,-0.0017480510276399709,-2.466499999999999,,True
num,cci14_end,<=,-140.34031367320407,0.2,cci14_end <= -140.34031,507,247,0.48717948717948717,1.389041095890411,-0.0017564102564102558,-0.8904999999999997,,True
bool,close_above_prev5_high,,,,close_above_prev5_high == False,1675,816,0.4871641791044776,4.589041095890411,-0.001756716417910447,-2.942499999999999,False,True
num,postshock_rebound,>=,0.0016636068787054816,0.2,postshock_rebound >= 0.0016636069,1790,872,0.4871508379888268,4.904109589041096,-0.0017569832402234632,-3.144999999999999,,True
num,ret5,>=,0.0014119052355177966,0.8,ret5 >= 0.0014119052,542,264,0.4870848708487085,1.484931506849315,-0.0017583025830258299,-0.9529999999999997,,True
num,hour_range,>=,0.007818888344283704,0.2,hour_range >= 0.0078188883,1856,904,0.4870689655172414,5.0849315068493155,-0.0017586206896551717,-3.263999999999999,,True
num,vol15_vs_prev45,<=,1.1151075986785906,0.65,vol15_vs_prev45 <= 1.1151076,1427,695,0.48703573931324456,3.9095890410958902,-0.0017592852137351084,-2.5104999999999995,,True
bool,rising_closes3,,,,rising_closes3 == False,1628,792,0.4864864864864865,4.46027397260274,-0.0017702702702702695,-2.881999999999999,False,True
num,close_from_hour_high,>=,-0.014403157292189172,0.2,close_from_hour_high >= -0.014403157,1478,719,0.486468200270636,4.049315068493151,-0.0017706359945872795,-2.616999999999999,,True
num,postshock_rebound,>=,0.004237016113500802,0.5,postshock_rebound >= 0.0042370161,1293,629,0.48646558391337974,3.5424657534246577,-0.001770688321732405,-2.2894999999999994,,True
num,c_count,>=,1.0,0.2,c_count >= 1,1990,968,0.4864321608040201,5.4520547945205475,-0.0017713567839195972,-3.5249999999999986,,True
num,c_count,>=,1.0,0.35,c_count >= 1,1990,968,0.4864321608040201,5.4520547945205475,-0.0017713567839195972,-3.5249999999999986,,True
bool,donor_c,,,,donor_c == True,1990,968,0.4864321608040201,5.4520547945205475,-0.0017713567839195972,-3.5249999999999986,True,True
bool,hour_green,,,,hour_green == True,477,232,0.4863731656184486,1.3068493150684932,-0.0017725366876310267,-0.8454999999999997,True,True
num,ret15,<=,0.0022571445710439344,0.8,ret15 <= 0.0022571446,1571,764,0.4863144493952896,4.304109589041096,-0.001773711012094207,-2.7864999999999993,,True
num,ret5,>=,-0.00011235955056188018,0.5,ret5 >= -0.00011235955,1127,548,0.4862466725820763,3.0876712328767124,-0.0017750665483584735,-2.0004999999999997,,True
num,rsi4_end,<=,60.12705603040153,0.8,rsi4_end <= 60.127056,1664,809,0.48617788461538464,4.558904109589041,-0.0017764423076923072,-2.955999999999999,,True
num,c_count,<=,3.0,0.65,c_count <= 3,1621,788,0.486119679210364,4.441095890410959,-0.00177760641579272,-2.881499999999999,,True
num,c_count,<=,3.0,0.8,c_count <= 3,1621,788,0.486119679210364,4.441095890410959,-0.00177760641579272,-2.881499999999999,,True
num,prev1h_ret,<=,0.0021062151386756637,0.8,prev1h_ret <= 0.0021062151,1654,804,0.4860943168077388,4.531506849315068,-0.0017781136638452232,-2.940999999999999,,True
num,postshock_mfe,>=,0.003508287377538144,0.35,postshock_mfe >= 0.0035082874,1582,769,0.4860935524652339,4.3342465753424655,-0.0017781289506953219,-2.8129999999999993,,True
num,hour_range,<=,0.02316360066514638,0.8,hour_range <= 0.023163601,1461,710,0.485968514715948,4.002739726027397,-0.0017806297056810398,-2.6014999999999993,,True
num,cci_delta15,<=,59.11488170079787,0.65,cci_delta15 <= 59.114882,1385,673,0.48592057761732854,3.7945205479452055,-0.001781588447653429,-2.4674999999999994,,True
num,ret5,>=,0.0005505143538824698,0.65,ret5 >= 0.00055051435,881,428,0.4858115777525539,2.4136986301369863,-0.001783768444948921,-1.5714999999999995,,True
num,shock_count,<=,3.0,0.65,shock_count <= 3,1616,785,0.48576732673267325,4.427397260273972,-0.0017846534653465343,-2.8839999999999995,,True
num,shock_count,<=,3.0,0.8,shock_count <= 3,1616,785,0.48576732673267325,4.427397260273972,-0.0017846534653465343,-2.8839999999999995,,True
num,cci14_end,<=,-33.449817922151006,0.65,cci14_end <= -33.449818,1439,699,0.4857539958304378,3.9424657534246577,-0.0017849200833912435,-2.5684999999999993,,True
num,e_count,>=,0.0,0.2,e_count >= 0,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,e_count,>=,0.0,0.35,e_count >= 0,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,e_count,>=,0.0,0.5,e_count >= 0,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,e_count,>=,0.0,0.65,e_count >= 0,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,e_count,>=,0.0,0.8,e_count >= 0,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,shock_count,>=,1.0,0.2,shock_count >= 1,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,shock_count,>=,1.0,0.35,shock_count >= 1,1995,969,0.4857142857142857,5.465753424657534,-0.001785714285714285,-3.5624999999999987,,True
num,rebound_from_hour_low,>=,0.0030490987826870875,0.35,rebound_from_hour_low >= 0.0030490988,1575,765,0.4857142857142857,4.315068493150685,-0.0017857142857142852,-2.812499999999999,,True
num,upper_wick_frac,>=,0.05576578702611262,0.2,upper_wick_frac >= 0.055765787,1625,789,0.48553846153846153,4.4520547945205475,-0.0017892307692307689,-2.9074999999999993,,True
num,upper_wick_frac,<=,0.2307692307692364,0.65,upper_wick_frac <= 0.23076923,1469,713,0.4853641933287951,4.024657534246575,-0.0017927161334240975,-2.6334999999999993,,True
num,hour_clv,<=,0.48735259115006524,0.65,hour_clv <= 0.48735259,1428,693,0.4852941176470588,3.9123287671232876,-0.0017941176470588232,-2.5619999999999994,,True
num,e_count,<=,0.0,0.2,e_count <= 0,1960,951,0.48520408163265305,5.36986301369863,-0.001795918367346938,-3.5199999999999987,,True
num,e_count,<=,0.0,0.35,e_count <= 0,1960,951,0.48520408163265305,5.36986301369863,-0.001795918367346938,-3.5199999999999987,,True
num,e_count,<=,0.0,0.5,e_count <= 0,1960,951,0.48520408163265305,5.36986301369863,-0.001795918367346938,-3.5199999999999987,,True
num,e_count,<=,0.0,0.65,e_count <= 0,1960,951,0.48520408163265305,5.36986301369863,-0.001795918367346938,-3.5199999999999987,,True
num,e_count,<=,0.0,0.8,e_count <= 0,1960,951,0.48520408163265305,5.36986301369863,-0.001795918367346938,-3.5199999999999987,,True
bool,donor_e,,,,donor_e == False,1960,951,0.48520408163265305,5.36986301369863,-0.001795918367346938,-3.5199999999999987,False,True
num,postshock_mfe,>=,0.006659089248724248,0.65,postshock_mfe >= 0.0066590892,938,455,0.48507462686567165,2.56986301369863,-0.0017985074626865665,-1.6869999999999994,,True
num,mins_since_last_shock,>=,45.0,0.8,mins_since_last_shock >= 45,530,257,0.4849056603773585,1.452054794520548,-0.0018018867924528296,-0.9549999999999997,,True
num,upper_wick_frac,<=,0.33470366676423774,0.8,upper_wick_frac <= 0.33470367,1706,827,0.4847596717467761,4.673972602739726,-0.0018048065650644776,-3.078999999999999,,True
num,cci14_end,<=,-102.04431864766312,0.35,cci14_end <= -102.04432,840,407,0.4845238095238095,2.3013698630136985,-0.001809523809523809,-1.5199999999999996,,True
bool,donor_both,,,,donor_both == False,1965,952,0.48447837150127226,5.383561643835616,-0.001810432569974554,-3.5574999999999983,False,True
num,ret5,<=,0.0014119052355177966,0.8,ret5 <= 0.0014119052,1588,769,0.48425692695214106,4.35068493150685,-0.0018148614609571783,-2.8819999999999992,,True
num,rsi4_end,>=,60.12705603040153,0.8,rsi4_end >= 60.127056,504,244,0.48412698412698413,1.3808219178082193,-0.0018174603174603166,-0.9159999999999996,,True
num,ret30,>=,0.0024940358281615896,0.8,ret30 >= 0.0024940358,535,259,0.48411214953271026,1.4657534246575343,-0.0018177570093457938,-0.9724999999999997,,True
num,postshock_close_ret,>=,0.0,0.2,postshock_close_ret >= 0,1762,853,0.4841089670828604,4.8273972602739725,-0.0018178206583427917,-3.202999999999999,,True
num,mins_since_last_shock,>=,30.0,0.65,mins_since_last_shock >= 30,973,471,0.4840698869475848,2.665753424657534,-0.0018186022610483035,-1.7694999999999994,,True
num,cci_delta15,>=,59.11488170079787,0.65,cci_delta15 >= 59.114882,847,410,0.48406139315230223,2.3205479452054796,-0.0018187721369539547,-1.5404999999999995,,True
num,cci14_end,>=,-140.34031367320407,0.2,cci14_end >= -140.34031,1684,815,0.4839667458432304,4.6136986301369864,-0.0018206650831353913,-3.065999999999999,,True
num,postshock_close_ret,<=,0.0,0.2,postshock_close_ret <= 0,775,375,0.4838709677419355,2.1232876712328768,-0.00182258064516129,-1.4124999999999996,,True
num,vol15_vs_prev45,<=,0.7079686024094239,0.35,vol15_vs_prev45 <= 0.7079686,858,415,0.4836829836829837,2.350684931506849,-0.001826340326340326,-1.5669999999999997,,True
bool,close_above_prev5_high,,,,close_above_prev5_high == True,488,236,0.48360655737704916,1.336986301369863,-0.0018278688524590158,-0.8919999999999997,True,True
num,ret30,>=,-0.006773893813210985,0.2,ret30 >= -0.0067738938,1549,749,0.4835377663008393,4.243835616438356,-0.0018292446739832146,-2.8334999999999995,,True
num,mins_since_last_shock,<=,45.0,0.8,mins_since_last_shock <= 45,1818,879,0.4834983498349835,4.980821917808219,-0.0018300330033003294,-3.326999999999999,,True
num,cci14_end,>=,-102.04431864766312,0.35,cci14_end >= -102.04432,1448,700,0.48342541436464087,3.967123287671233,-0.0018314917127071819,-2.6519999999999992,,True
num,postshock_mfe,>=,0.002352788139540163,0.2,postshock_mfe >= 0.0023527881,1798,869,0.4833147942157953,4.926027397260274,-0.0018337041156840928,-3.296999999999999,,True
num,hour_ret,<=,-0.0002127951570163314,0.8,hour_ret <= -0.00021279516,1705,824,0.48328445747800586,4.671232876712328,-0.0018343108504398822,-3.127499999999999,,True
num,hour_clv,<=,0.24772859558191862,0.35,hour_clv <= 0.2477286,836,404,0.48325358851674644,2.2904109589041095,-0.0018349282296650712,-1.5339999999999996,,True
num,rsi14_end,<=,38.62882877944692,0.35,rsi14_end <= 38.628829,855,413,0.4830409356725146,2.3424657534246576,-0.0018391812865497074,-1.5724999999999998,,True
num,postshock_rebound,>=,0.002807349612806753,0.35,postshock_rebound >= 0.0028073496,1564,755,0.4827365728900256,4.284931506849315,-0.001845268542199488,-2.8859999999999992,,True
num,rebound_from_hour_low,>=,0.010209123778358056,0.8,rebound_from_hour_low >= 0.010209124,549,265,0.48269581056466304,1.5041095890410958,-0.001846083788706739,-1.0134999999999996,,True
num,rsi4_end,>=,22.0810513538872,0.2,rsi4_end >= 22.081051,1672,807,0.4826555023923445,4.580821917808219,-0.0018468899521531094,-3.0879999999999987,,True
num,cci14_end,>=,-71.64493344199283,0.5,cci14_end >= -71.644933,1148,554,0.48257839721254353,3.1452054794520548,-0.0018484320557491285,-2.1219999999999994,,True
num,mins_since_last_shock,>=,5.0,0.2,mins_since_last_shock >= 5,1733,836,0.482400461627236,4.747945205479452,-0.0018519907674552792,-3.209499999999999,,True
num,ret15,>=,0.0022571445710439344,0.8,ret15 >= 0.0022571446,539,260,0.48237476808905383,1.4767123287671233,-0.0018525046382189233,-0.9984999999999996,,True
num,ret30,<=,0.0024940358281615896,0.8,ret30 <= 0.0024940358,1586,765,0.4823455233291299,4.345205479452055,-0.0018530895334174017,-2.938999999999999,,True
