mode,partition,direction,impulse_threshold,n,p_expand_50bp_1h,p_expand_100bp_1h,p_expand_200bp_1h,p_expand_300bp_1h,median_same_mfe_1h,p75_same_mfe_1h,median_adverse_1h,p_expand_50bp_2h,p_expand_100bp_2h,p_expand_200bp_2h,p_expand_300bp_2h,median_same_mfe_2h,p75_same_mfe_2h,median_adverse_2h,p_expand_50bp_4h,p_expand_100bp_4h,p_expand_200bp_4h,p_expand_300bp_4h,median_same_mfe_4h,p75_same_mfe_4h,median_adverse_4h,p_expand_50bp_8h,p_expand_100bp_8h,p_expand_200bp_8h,p_expand_300bp_8h,median_same_mfe_8h,p75_same_mfe_8h,median_adverse_8h,p_reversal_1pct_4h,median_time_same_1pct_min
deoverlap_4h,validation_2026,UP,0.015,30,0.7333333333333333,0.43333333333333335,0.2,0.03333333333333333,0.009063958027603958,0.015846689593144947,0.01291636078877828,0.7666666666666667,0.4666666666666667,0.26666666666666666,0.1,0.009275067071620735,0.019626362189917146,0.017366662599122784,0.9,0.6333333333333333,0.36666666666666664,0.1,0.012822850321266399,0.022248553328830467,0.019945859262540944,0.9333333333333333,0.7,0.4666666666666667,0.16666666666666666,0.01807257228590009,0.026962167780847146,0.02675158173384351,0.7666666666666667,35.0
deoverlap_4h,development,UP,0.02,88,0.8068181818181818,0.7386363636363636,0.5,0.3181818181818182,0.02030949511755964,0.037411787477110436,0.012898977339106055,0.8636363636363636,0.8068181818181818,0.6477272727272727,0.4659090909090909,0.026169461542315586,0.046524913351062624,0.015615318463106043,0.8977272727272727,0.875,0.75,0.5681818181818182,0.03194821291800631,0.0576236077447449,0.02074443426210798,0.9318181818181818,0.9090909090909091,0.7954545454545454,0.6704545454545454,0.03898402719607241,0.06659381058097458,0.03229593443929074,0.7727272727272727,10.0
deoverlap_4h,validation_2025,UP,0.02,25,0.92,0.84,0.6,0.44,0.025554780753927586,0.03705791179371554,0.011532892014894602,0.96,0.84,0.72,0.48,0.02896152254861395,0.05577629130412909,0.01824168338190213,0.96,0.88,0.72,0.56,0.030519716047463508,0.059246834758143185,0.019085157141375375,0.96,0.92,0.84,0.68,0.041024993688462574,0.07580348447137775,0.020419453804757848,0.72,5.0
deoverlap_4h,validation_2026,UP,0.02,9,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.008765413757242602,0.015722765923311455,0.015453811555760422,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.008765413757242602,0.015722765923311455,0.01642512077294689,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.0,0.01340579710144918,0.020054548371570613,0.025713137806347985,0.8888888888888888,0.6666666666666666,0.4444444444444444,0.1111111111111111,0.016754850088183337,0.020054548371570613,0.025713137806347985,0.7777777777777778,37.5
deoverlap_4h,development,UP,0.03,36,0.8611111111111112,0.75,0.5555555555555556,0.2777777777777778,0.021342982050934767,0.03314771889382101,0.01608133921102961,0.9444444444444444,0.8333333333333334,0.6944444444444444,0.4444444444444444,0.02714061889331365,0.05189776384016931,0.02206767871406079,0.9444444444444444,0.8888888888888888,0.8055555555555556,0.5555555555555556,0.030779504345058717,0.06793311489795772,0.031769808594817484,0.9444444444444444,0.8888888888888888,0.8055555555555556,0.5555555555555556,0.030860037938203466,0.07553105576602975,0.0342117982479867,0.8611111111111112,7.5
deoverlap_4h,validation_2025,UP,0.03,10,1.0,0.8,0.8,0.8,0.04768346541904156,0.0689754615386367,0.019988706072358253,1.0,0.8,0.8,0.8,0.05730458705769348,0.0691517817361153,0.020002517137973574,1.0,0.8,0.8,0.8,0.05730458705769348,0.0691517817361153,0.020712139618813796,1.0,0.9,0.9,0.9,0.06360198603545753,0.09161169242757222,0.020712139618813796,0.7,5.0
deoverlap_4h,validation_2026,UP,0.03,4,1.0,0.75,0.25,0.25,0.013526354853874212,0.03267113318794718,0.017152139870523775,1.0,0.75,0.25,0.25,0.015613415080469317,0.04576230356444405,0.017152139870523775,1.0,0.75,0.5,0.25,0.022142084157588005,0.052992476492291496,0.018566238527478796,1.0,0.75,0.5,0.5,0.03068909270459652,0.07052930636193849,0.018566238527478796,0.75,5.0
deoverlap_4h,development,DOWN,0.005,1947,0.6296866974833076,0.37699024139702103,0.12532100667693888,0.05341551104262968,0.0073813908996158695,0.013464307366847894,0.007063572149344166,0.7154596815613765,0.4899845916795069,0.21160760143810992,0.10477657935285054,0.009773275446213314,0.018055094016173223,0.009845014133931018,0.7971237801746276,0.6029789419619929,0.32973805855161786,0.18489984591679506,0.01320297866508291,0.024517522591322338,0.014017531319363341,0.8592706728299949,0.7113507960965588,0.46841294298921415,0.2896764252696456,0.018805513824095343,0.03344570006501335,0.01935014341367336,0.6209553158705701,55.0
deoverlap_4h,validation_2025,DOWN,0.005,808,0.6497524752475248,0.3589108910891089,0.11757425742574257,0.04455445544554455,0.007171627016696269,0.013027193419003463,0.006198007970836361,0.7351485148514851,0.47648514851485146,0.2141089108910891,0.09900990099009901,0.009480247613427417,0.017870204429217634,0.00875606090908343,0.7957920792079208,0.5915841584158416,0.3292079207920792,0.1782178217821782,0.012345219962780207,0.024445831053975187,0.011481279376802433,0.8527227722772277,0.6893564356435643,0.4542079207920792,0.30198019801980197,0.017328556562381192,0.03422277281250616,0.016707696592238253,0.5606435643564357,55.0
deoverlap_4h,validation_2026,DOWN,0.005,416,0.5625,0.2932692307692308,0.08413461538461539,0.04326923076923077,0.006191027049954723,0.010814437063688426,0.0054339345610407985,0.6730769230769231,0.41346153846153844,0.15625,0.06009615384615385,0.008371103569892235,0.014477726296940135,0.007108318258443158,0.7740384615384616,0.5432692307692307,0.24278846153846154,0.125,0.010570803405833884,0.019610149009843342,0.009770152169503499,0.8341346153846154,0.65625,0.3629807692307692,0.2091346153846154,0.014700122674146554,0.025988171646025127,0.012766601283128232,0.4951923076923077,75.0
deoverlap_4h,development,DOWN,0.0075,991,0.7073662966700303,0.4591321897073663,0.19677093844601412,0.08678102926337034,0.009004672803481606,0.016700083483981,0.008831670987301754,0.7679112008072654,0.5681130171543896,0.30474268415741673,0.1584258324924319,0.01192161878225928,0.02327422607050844,0.011990096439909781,0.82744702320888,0.6629667003027245,0.4127144298688194,0.25630676084762866,0.015478090871372197,0.030425867968587983,0.015765852754196397,0.8698284561049445,0.7356205852674067,0.5277497477295661,0.36427850655903127,0.0215875124543341,0.039502106927590375,0.02344070016327149,0.6750756811301716,40.0
deoverlap_4h,validation_2025,DOWN,0.0075,348,0.7040229885057471,0.4425287356321839,0.22126436781609196,0.10057471264367816,0.008795009365934914,0.017822926777816883,0.008788100914581598,0.7816091954022989,0.5488505747126436,0.3132183908045977,0.16379310344827586,0.011434056850445795,0.0234794749184723,0.011568095453524219,0.8275862068965517,0.6264367816091954,0.40229885057471265,0.23850574712643677,0.015192049831998122,0.029262139250772035,0.015974050323507738,0.8735632183908046,0.7183908045977011,0.5201149425287356,0.3505747126436782,0.020811518997999823,0.03952617130193825,0.02191196019117614,0.6580459770114943,35.0
deoverlap_4h,validation_2026,DOWN,0.0075,174,0.6091954022988506,0.3793103448275862,0.14942528735632185,0.06896551724137931,0.00799761269937349,0.014220482880377333,0.007964778297047781,0.7068965517241379,0.5057471264367817,0.2413793103448276,0.08620689655172414,0.010221563340968742,0.01977862901937888,0.009715184785906827,0.7758620689655172,0.6091954022988506,0.3620689655172414,0.16091954022988506,0.012719414479915425,0.024272081706055992,0.012325150779867622,0.8333333333333334,0.7011494252873564,0.46551724137931033,0.27586206896551724,0.018021860026355474,0.03198873897054444,0.015136908668630156,0.5804597701149425,50.0
deoverlap_4h,development,DOWN,0.01,510,0.7411764705882353,0.5392156862745098,0.26666666666666666,0.11764705882352941,0.010866749511405094,0.020796706373315627,0.011654704710200137,0.7843137254901961,0.6196078431372549,0.3803921568627451,0.21764705882352942,0.014426556703531712,0.02805235951566723,0.013766786433249245,0.8254901960784313,0.6862745098039216,0.45098039215686275,0.2803921568627451,0.01792435632770456,0.032296085875868075,0.01906469107436437,0.8705882352941177,0.7568627450980392,0.5549019607843138,0.38235294117647056,0.02281588307517113,0.04165349479259245,0.02639243377890077,0.7294117647058823,25.0
deoverlap_4h,validation_2025,DOWN,0.01,180,0.75,0.5555555555555556,0.31666666666666665,0.17777777777777778,0.011381104624020921,0.022203518904519798,0.011294427640145877,0.8,0.5888888888888889,0.4166666666666667,0.21666666666666667,0.014763965132338686,0.028209942546671307,0.014211572349810297,0.8333333333333334,0.6666666666666666,0.49444444444444446,0.3111111111111111,0.019315259485753467,0.034998128725068495,0.019961076638306374,0.8777777777777778,0.7333333333333333,0.5944444444444444,0.4166666666666667,0.025039482020786485,0.043232115330910315,0.025584856274687207,0.7166666666666667,20.0
deoverlap_4h,validation_2026,DOWN,0.01,86,0.6395348837209303,0.47674418604651164,0.1744186046511628,0.05813953488372093,0.009760889012051965,0.015961454522780083,0.010208284572644444,0.7325581395348837,0.5581395348837209,0.27906976744186046,0.09302325581395349,0.01209750355313266,0.020600833526279227,0.010583032542591075,0.7906976744186046,0.6511627906976745,0.37209302325581395,0.18604651162790697,0.013951862182736252,0.026051943987350196,0.015153566867983526,0.8023255813953488,0.6976744186046512,0.45348837209302323,0.23255813953488372,0.016699678962070197,0.028993228321156056,0.01877305586890121,0.6395348837209303,27.5
deoverlap_4h,development,DOWN,0.015,183,0.7704918032786885,0.5683060109289617,0.3333333333333333,0.18579234972677597,0.012062953538780508,0.025079401378047206,0.01703842307958836,0.819672131147541,0.6229508196721312,0.3879781420765027,0.22950819672131148,0.013647515845430336,0.028468532708671335,0.019427665564271557,0.8524590163934426,0.6994535519125683,0.4426229508196721,0.26229508196721313,0.017565051084604155,0.03190239350613755,0.025750152401165183,0.8797814207650273,0.7595628415300546,0.5409836065573771,0.3770491803278688,0.022775101716316692,0.04187276207236901,0.03277044643215277,0.8415300546448088,15.0
deoverlap_4h,validation_2025,DOWN,0.015,54,0.7592592592592593,0.6296296296296297,0.4444444444444444,0.25925925925925924,0.01761162181052528,0.033301535313802755,0.01433709850303122,0.7777777777777778,0.7037037037037037,0.5185185185185185,0.3333333333333333,0.021162269306558346,0.03832760104992569,0.016535019010831098,0.8148148148148148,0.7222222222222222,0.6296296296296297,0.42592592592592593,0.02490946504120889,0.043117998410051595,0.02452620189547905,0.8703703703703703,0.7592592592592593,0.6666666666666666,0.5,0.030012718313687237,0.05722953224121072,0.02706640203098054,0.7777777777777778,10.0
deoverlap_4h,validation_2026,DOWN,0.015,22,0.5909090909090909,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0093114513209262,0.014860155501425693,0.012177852688897706,0.6818181818181818,0.5,0.3181818181818182,0.22727272727272727,0.010089518081353943,0.023479322459169116,0.013736504441934083,0.6818181818181818,0.5909090909090909,0.36363636363636365,0.2727272727272727,0.0127594341651604,0.029822482472561362,0.018896882635818568,0.6818181818181818,0.6363636363636364,0.4090909090909091,0.2727272727272727,0.016131064945434315,0.02990771578926818,0.027263585214071462,0.7272727272727273,30.0
deoverlap_4h,development,DOWN,0.02,82,0.8170731707317073,0.6341463414634146,0.47560975609756095,0.25609756097560976,0.018807555253513464,0.030844276707917395,0.020888379007045765,0.8658536585365854,0.6585365853658537,0.5,0.2682926829268293,0.020391023882154913,0.034006475787915186,0.023009842531308666,0.926829268292683,0.7560975609756098,0.5487804878048781,0.32926829268292684,0.023069841337183594,0.037649545318899774,0.02714492309663974,0.9512195121951219,0.8170731707317073,0.6341463414634146,0.43902439024390244,0.02746997760832326,0.04660000047849111,0.034245633770950246,0.8780487804878049,10.0
deoverlap_4h,validation_2025,DOWN,0.02,30,0.7,0.6666666666666666,0.5,0.3333333333333333,0.019924238886585177,0.03835329194580964,0.016143569423077708,0.7333333333333333,0.7,0.5333333333333333,0.36666666666666664,0.022973519800748854,0.05306932590377844,0.021457601785899616,0.7666666666666667,0.7333333333333333,0.6,0.5,0.030012718313687237,0.0603273758655625,0.025645827217073536,0.8666666666666667,0.8,0.6666666666666666,0.5,0.030012718313687237,0.06413849052256115,0.025645827217073536,0.8333333333333334,10.0
deoverlap_4h,validation_2026,DOWN,0.02,11,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.009143660981185131,0.013117696547450486,0.016348773841961872,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.009550063995274138,0.042579206038954764,0.016348773841961872,0.7272727272727273,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.0128975091070197,0.04277511895895997,0.020133638122032727,0.7272727272727273,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.015606420927467224,0.04931500266741978,0.029641999791253593,0.7272727272727273,10.0
deoverlap_4h,development,DOWN,0.03,29,0.8620689655172413,0.6551724137931034,0.5517241379310345,0.3793103448275862,0.025058012987713818,0.0414242728184554,0.03370585605721943,0.896551724137931,0.6896551724137931,0.5517241379310345,0.3793103448275862,0.025058012987713818,0.0414242728184554,0.034695724256633254,0.896551724137931,0.7931034482758621,0.5862068965517241,0.4482758620689655,0.026372278442195585,0.06362540699034014,0.040500670540903005,0.9310344827586207,0.8620689655172413,0.6551724137931034,0.5172413793103449,0.030110434978589118,0.06485704262410097,0.04545868911240092,0.9655172413793104,5.0
deoverlap_4h,validation_2025,DOWN,0.03,10,0.7,0.6,0.5,0.4,0.019924238886585177,0.04088707892433868,0.03220034545611994,0.7,0.6,0.5,0.4,0.019924238886585177,0.04088707892433868,0.03396686837588858,0.7,0.6,0.5,0.4,0.019924238886585177,0.04088707892433868,0.036177627403154555,0.8,0.7,0.6,0.4,0.02656672529586024,0.04088707892433868,0.036809272839516294,1.0,5.0
deoverlap_4h,validation_2026,DOWN,0.03,2,1.0,1.0,1.0,1.0,0.07899225710078694,0.08371239007595926,0.0366242123114926,1.0,1.0,1.0,1.0,0.07899225710078694,0.08371239007595926,0.0561900308955634,1.0,1.0,1.0,1.0,0.07899225710078694,0.08371239007595926,0.0561900308955634,1.0,1.0,1.0,1.0,0.07899225710078694,0.08371239007595926,0.06545441142653685,0.5,5.0
