rule,feature,state,n,wr,mean,pf,dd,supp,gate,min_year_mean,wr_imp_pp,mean_imp_pct,pf_imp,y2022_n,y2022_wr,y2022_mean,y2022_pf,y2023_n,y2023_wr,y2023_mean,y2023_pf,y2024_n,y2024_wr,y2024_mean,y2024_pf
swing_slope_30_30__HIGH,swing_slope_30_30,HIGH,514,0.556420233463035,0.0009527685577072424,1.4090240643561782,0.2893121690432,3,False,0.00027842812233539013,-1.6784186426467729,37.97941595769074,0.11775704793949204,174,0.5632183908045977,0.0013377310128519177,1.4425665229813511,180,0.5611111111111111,0.00027842812233539013,1.1427773293911387,160,0.54375,0.001292754877530742,1.6456976847141773
drive_15m__LOW,drive_15m,LOW,534,0.5842696629213483,0.0006047694673331351,1.218104041336313,0.200338194925818,2,False,0.0002774779445061712,1.1065243031845529,-12.417619980580707,-0.07316297508037328,158,0.6075949367088608,0.001002452171997754,1.3364838753209682,184,0.5706521739130435,0.0002774779445061712,1.1144164213209362,192,0.578125,0.0005911641176620492,1.2013335185786342
lower_wick_pressure_15m__MID,lower_wick_pressure_15m,MID,468,0.5512820512820513,0.0003560534700588633,1.1342741234932676,0.15896644594067968,2,False,0.00025433819611724593,-2.192236860745145,-48.43653324722048,-0.15699289292341856,150,0.58,0.00025433819611724593,1.0701907691245436,156,0.5705128205128205,0.00041823875023937554,1.2354918512226758,162,0.5061728395061729,0.00039035215760875656,1.150420171396705
ema20_reclaim__TRUE,ema20_reclaim,TRUE,104,0.5769230769230769,0.0006693762792380801,1.3780885592078067,0.0515826643892146,0,False,0.00023790853146613428,0.3718657033574102,-3.061297186948153,0.08682154279112053,25,0.6,0.0015270627283401716,1.9759291528974088,32,0.46875,0.0006330269954171171,1.394015758482869,47,0.6382978723404256,0.00023790853146613428,1.1194697627628463
efficiency_60m__LOW,efficiency_60m,LOW,487,0.5708418891170431,0.0005432199322500563,1.2519638624245135,0.11463637693225777,3,False,0.00013626400487256194,-0.23625307724596256,-21.331189634545012,-0.03930315399217266,128,0.6171875,0.0008748497723463622,1.3488810176981174,171,0.5789473684210527,0.0007423959253181365,1.460028797159832,188,0.5319148936170213,0.00013626400487256194,1.056549434900767
above_ema20__TRUE,above_ema20,TRUE,727,0.5433287482806052,0.0007137891023276942,1.3225675210607173,0.2506395084107784,3,False,0.00012500598407746202,-2.987567160889759,3.370543307120899,0.03130050464403111,234,0.5769230769230769,0.001341646888619206,1.518726283097144,244,0.5327868852459017,0.0007125115386067687,1.4168268964166653,249,0.5220883534136547,0.00012500598407746202,1.0530786518030362
above_ema20__FALSE,above_ema20,FALSE,721,0.6033287101248266,0.0006670472065169791,1.2636618432219116,0.20868271765800495,3,False,2.8659178322943357e-05,3.0124290235323814,-3.398592211202345,-0.027605173194774624,220,0.5954545454545455,2.8659178322943357e-05,1.0087066913793792,250,0.636,0.0006481590714117781,1.3493538109382748,251,0.5776892430278885,0.0012454033817320713,1.491427955607161
drive_60m__LOW,drive_60m,LOW,562,0.6014234875444839,0.0005919983627645665,1.2079225245011587,0.22470834406645152,3,False,2.752031600849816e-05,2.8219067654981167,-14.267124285955946,-0.08334449191552751,164,0.5914634146341463,2.752031600849816e-05,1.0077289294810987,186,0.6236559139784946,0.0008125425747921479,1.402383640534625,212,0.589622641509434,0.0008351737223441184,1.2763995460820288
drive_240m__HIGH,drive_240m,HIGH,495,0.5414141414141415,0.0011017118400507922,1.4817617513255823,0.16203547313840438,1,False,-3.428210851987991e-06,-3.179027847536131,59.549299789750606,0.19049473490889612,139,0.6258992805755396,0.0028528281317611063,2.3648208765645813,191,0.5287958115183246,0.000782041389010086,1.4321409094575117,165,0.48484848484848486,-3.428210851987991e-06,0.9988590810639516
ema20_ema50_spread__LOW,ema20_ema50_spread,LOW,517,0.6228239845261122,0.0010476168746858215,1.4217875200484726,0.3599316060482334,4,False,-9.716381679987417e-05,4.961956463660943,51.7152968024232,0.13052050363178647,163,0.5766871165644172,-9.716381679987417e-05,0.9734867383257153,174,0.6379310344827587,0.0004691605983578047,1.212622683373995,180,0.65,0.00264345379020384,2.571337968950144
range_location_240m__LOW,range_location_240m,LOW,551,0.6243194192377496,0.0007591810072270318,1.3096363233151935,0.2605803298582947,3,False,-0.00010673127130854527,5.111499934824682,9.944173887762009,0.018369306898507354,166,0.6204819277108434,-0.00010673127130854527,0.97001561947719,172,0.6395348837209303,0.0005104548325685211,1.285948342793299,213,0.6150234741784038,0.001634872745622194,1.7686500489273806
swing_slope_30_30__LOW,swing_slope_30_30,LOW,556,0.579136690647482,0.0003731227353552789,1.1329594082404,0.23721192287733298,2,False,-0.00016860645679966728,0.5932270757979197,-45.964571680715906,-0.1583076081762862,171,0.5730994152046783,-0.00016860645679966728,0.9499952751235531,183,0.5846994535519126,0.00035297198993102153,1.1623895510856053,202,0.5792079207920792,0.0008499706475886197,1.2930198745795627
range_ratio_60_240__HIGH,range_ratio_60_240,HIGH,925,0.56,0.0002134019531289416,1.0804697576215214,0.2629225265715216,2,False,-0.0001937476725324744,-1.3204419889502717,-69.09524708936767,-0.21079725879516475,288,0.5486111111111112,-0.0001937476725324744,0.9394316221111101,317,0.5962145110410094,0.0007073282624587855,1.374965075182282,320,0.534375,9.054086604433943e-05,1.0310267297217057
swing_slope_30_30__MID,swing_slope_30_30,MID,378,0.5873015873015873,0.0008007577613013707,1.4482777103808426,0.10063699596483805,4,False,-0.00025226168382450715,1.4097167412084555,15.965296434457699,0.15701069396415646,109,0.6422018348623854,0.0010671275141692766,1.512730249356997,131,0.6183206106870229,0.0016884095198110608,2.6740103960693693,138,0.5144927536231884,-0.00025226168382450715,0.8899173392547048
ema20_ema50_spread__HIGH,ema20_ema50_spread,HIGH,513,0.530214424951267,0.0008570131743332542,1.3482025737147527,0.2309472873980442,2,False,-0.00036325110196371306,-4.298999493823574,24.1121742588863,0.05693555729806654,154,0.564935064935065,0.0017962081839249504,1.726200132567362,186,0.5483870967741935,0.0012143770900442986,1.7794945465346972,173,0.4797687861271676,-0.00036325110196371306,0.8938367892231868
drive_15m__MID,drive_15m,MID,380,0.5394736842105263,0.00022186022776707492,1.1125641213903716,0.11057326782267833,1,False,-0.0003717011444803166,-3.3730735678976442,-67.87032443093337,-0.17870289502631453,102,0.6078431372549019,0.0007542519682280774,1.3071281240934356,137,0.583941605839416,0.0004363726070361255,1.3160897868466637,141,0.44680851063829785,-0.0003717011444803166,0.8305756084421919
ema20_ema50_spread__MID,ema20_ema50_spread,MID,418,0.5645933014354066,4.449768096996782e-05,1.0209910648090017,0.14739580059056095,1,False,-0.0004711326717478295,-0.8611118454096123,-93.5558704345968,-0.2702759516076845,137,0.6204379562043796,0.0004341024305246632,1.1693769257126858,134,0.5671641791044776,0.0002118246299290941,1.1369872671163501,147,0.5102040816326531,-0.0004711326717478295,0.7887007184659975
drive_240m__LOW,drive_240m,LOW,517,0.6131528046421664,0.0008806455689627849,1.3337587138343001,0.3671733918027905,3,False,-0.0006290623625445379,3.99483847526636,27.534604588148113,0.04249169741761394,157,0.554140127388535,-0.0006290623625445379,0.8539263527703839,175,0.64,0.0004973221873824263,1.2318082815620985,185,0.6378378378378379,0.0025244603636828526,2.4941052346188903
efficiency_60m__MID,efficiency_60m,MID,478,0.5460251046025104,5.288936986124763e-05,1.0197949147439338,0.19814573172223135,2,False,-0.0007170394565680941,-2.7179315286992356,-92.34059068722166,-0.2714721016727524,154,0.577922077922078,0.00038527152546441923,1.11744833222048,151,0.5894039735099338,0.0005960074825061988,1.3438418137166,173,0.4797687861271676,-0.0007170394565680941,0.7568826696753423
drive_240m__MID,drive_240m,MID,436,0.5619266055045872,-1.7784557062528351e-06,0.9991721831764164,0.19177085336304472,2,False,-0.0008182451576047454,-1.1277814384915597,-100.25755497247506,-0.29209483324026975,158,0.5822784810126582,0.0001422156441306357,1.061948955566121,128,0.59375,0.000777275743594884,1.6225325387308869,150,0.5133333333333333,-0.0008182451576047454,0.7036435786738924
range_location_240m__MID,range_location_240m,MID,430,0.5372093023255814,-0.00026654559831621046,0.9067792640803617,0.22993942210983315,0,False,-0.0008216756267937279,-3.5995117563921375,-138.60098623559395,-0.3844877523363245,124,0.5564516129032258,-0.00031045917905701056,0.9069193567573474,148,0.581081081081081,0.0003628856754088365,1.1695189891207183,158,0.4810126582278481,-0.0008216756267937279,0.7398768396420664
