replay,component,hour_wib,anchor_utc_min,lookback_min,hold_min,character_rule,entry_ts,exit_ts,gross,net
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-05-31 18:15:00+00:00,2022-06-01 00:15:00+00:00,-7.458813712820392,-8.208813712820392
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-06-02 18:00:00+00:00,2022-06-03 00:00:00+00:00,4.5768794654160425,3.8268794654160425
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-06-17 18:00:00+00:00,2022-06-18 00:00:00+00:00,2.9547707042358398,2.2047707042358398
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-06-30 18:15:00+00:00,2022-07-01 00:15:00+00:00,11.727544445307077,10.977544445307077
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-07-18 18:00:00+00:00,2022-07-19 00:00:00+00:00,37.99011262886946,37.24011262886946
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-07-20 18:00:00+00:00,2022-07-21 00:00:00+00:00,-7.67010149130076,-8.420101491300759
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-07-29 18:00:00+00:00,2022-07-30 00:00:00+00:00,8.09121651528828,7.341216515288281
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2022-08-31 18:30:00+00:00,2022-09-01 00:30:00+00:00,3.7079901206470804,2.9579901206470804
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-01 18:00:00+00:00,2022-09-02 00:00:00+00:00,9.919205434335163,9.169205434335163
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-16 18:00:00+00:00,2022-09-17 00:00:00+00:00,4.501017039815864,3.7510170398158644
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-20 18:00:00+00:00,2022-09-21 00:00:00+00:00,-4.7201971993497125,-5.4701971993497125
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-22 18:00:00+00:00,2022-09-23 00:00:00+00:00,14.012205429632713,13.262205429632713
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-09-23 18:00:00+00:00,2022-09-24 00:00:00+00:00,12.168944483051495,11.418944483051495
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2022-10-31 18:00:00+00:00,2022-11-01 00:00:00+00:00,3.246129614690209,2.496129614690209
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2022-11-17 18:15:00+00:00,2022-11-18 00:15:00+00:00,-1.7428366111326898,-2.49283661113269
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-02-03 18:45:00+00:00,2023-02-04 00:45:00+00:00,3.444941375559075,2.694941375559075
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-02-06 18:00:00+00:00,2023-02-07 00:00:00+00:00,-10.125967521626924,-10.875967521626924
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-02-13 18:00:00+00:00,2023-02-14 00:00:00+00:00,11.175575423245151,10.425575423245151
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-02-23 18:00:00+00:00,2023-02-24 00:00:00+00:00,1.136128898987815,0.3861288989878151
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-03-14 18:15:00+00:00,2023-03-15 00:15:00+00:00,-12.111979765463289,-12.861979765463289
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-03-17 18:00:00+00:00,2023-03-18 00:00:00+00:00,18.55147229306747,17.80147229306747
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-03-24 18:45:00+00:00,2023-03-25 00:45:00+00:00,2.7715424435384306,2.0215424435384306
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-04-14 18:30:00+00:00,2023-04-15 00:30:00+00:00,3.4689636680520746,2.7189636680520746
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-04-27 18:00:00+00:00,2023-04-28 00:00:00+00:00,1.1848652511336326,0.4348652511336326
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-05-11 18:00:00+00:00,2023-05-12 00:00:00+00:00,3.1142159750862466,2.3642159750862466
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-06-07 18:00:00+00:00,2023-06-08 00:00:00+00:00,-4.695242010515646,-5.445242010515646
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-06-12 18:30:00+00:00,2023-06-13 00:30:00+00:00,3.0090936367623144,2.2590936367623144
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-07-06 18:00:00+00:00,2023-07-07 00:00:00+00:00,-11.085845736335536,-11.835845736335536
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-08-02 18:00:00+00:00,2023-08-03 00:00:00+00:00,2.1817725058435484,1.4317725058435484
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-09-11 18:45:00+00:00,2023-09-12 00:45:00+00:00,-2.461096726228646,-3.211096726228646
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-09-19 18:00:00+00:00,2023-09-20 00:00:00+00:00,-0.6323879943571311,-1.3823879943571311
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-09-29 18:00:00+00:00,2023-09-30 00:00:00+00:00,1.3567174056915923,0.6067174056915923
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2023-10-06 18:30:00+00:00,2023-10-07 00:30:00+00:00,-0.6186917701863933,-1.3686917701863934
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-10-11 18:15:00+00:00,2023-10-12 00:15:00+00:00,3.116909880089149,2.366909880089149
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-10-23 18:00:00+00:00,2023-10-24 00:00:00+00:00,23.850337795756598,23.100337795756598
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-11-01 18:15:00+00:00,2023-11-02 00:15:00+00:00,8.4994718774756,7.7494718774755995
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-11-10 18:00:00+00:00,2023-11-11 00:00:00+00:00,-4.527906200848387,-5.277906200848387
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-11-14 18:00:00+00:00,2023-11-15 00:00:00+00:00,-11.156371895521666,-11.906371895521666
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-11-15 18:15:00+00:00,2023-11-16 00:15:00+00:00,5.635077125815654,4.885077125815654
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-11-22 18:00:00+00:00,2023-11-23 00:00:00+00:00,7.282639151743387,6.532639151743387
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-04 18:00:00+00:00,2023-12-05 00:00:00+00:00,5.442642745470813,4.692642745470813
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-06 18:00:00+00:00,2023-12-07 00:00:00+00:00,-8.007772054968322,-8.757772054968322
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-13 18:00:00+00:00,2023-12-14 00:00:00+00:00,10.506070224072301,9.756070224072301
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-14 18:00:00+00:00,2023-12-15 00:00:00+00:00,2.4269738953907134,1.6769738953907134
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2023-12-20 18:45:00+00:00,2023-12-21 00:45:00+00:00,-6.5938502254020435,-7.3438502254020435
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2023-12-21 18:15:00+00:00,2023-12-22 00:15:00+00:00,-0.5652873357762535,-1.3152873357762536
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-22 18:00:00+00:00,2023-12-23 00:00:00+00:00,-0.5302682255551189,-1.280268225555119
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2023-12-28 18:00:00+00:00,2023-12-29 00:00:00+00:00,-2.8165491868247305,-3.5665491868247305
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-01-02 18:00:00+00:00,2024-01-03 00:00:00+00:00,-0.5467260012714404,-1.2967260012714403
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-04 18:45:00+00:00,2024-01-05 00:45:00+00:00,-2.5824018972748117,-3.3324018972748117
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-23 18:45:00+00:00,2024-01-24 00:45:00+00:00,9.225628359726835,8.475628359726835
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-01-24 18:30:00+00:00,2024-01-25 00:30:00+00:00,3.1889797520083065,2.4389797520083065
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-01-31 18:45:00+00:00,2024-02-01 00:45:00+00:00,-12.24619886543513,-12.99619886543513
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-02-13 18:15:00+00:00,2024-02-14 00:15:00+00:00,2.321423806601438,1.5714238066014379
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-02-15 18:00:00+00:00,2024-02-16 00:00:00+00:00,1.338307910216298,0.588307910216298
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-02-19 18:00:00+00:00,2024-02-20 00:00:00+00:00,0.20880583434058406,-0.5411941656594159
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-02-20 18:45:00+00:00,2024-02-21 00:45:00+00:00,13.03300557485109,12.28300557485109
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-02-27 18:00:00+00:00,2024-02-28 00:00:00+00:00,2.605191176424988,1.855191176424988
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-03-04 18:30:00+00:00,2024-03-05 00:30:00+00:00,11.977673345435457,11.227673345435457
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-07 18:00:00+00:00,2024-03-08 00:00:00+00:00,1.2675108107408222,0.5175108107408222
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-14 18:00:00+00:00,2024-03-15 00:00:00+00:00,0.7772701961350137,0.02727019613501369
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-03-15 18:45:00+00:00,2024-03-16 00:45:00+00:00,2.9815783914451064,2.2315783914451064
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-21 18:00:00+00:00,2024-03-22 00:00:00+00:00,2.8182427630575257,2.0682427630575257
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-22 18:00:00+00:00,2024-03-23 00:00:00+00:00,0.040434657593326456,-0.7095653424066736
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-26 18:00:00+00:00,2024-03-27 00:00:00+00:00,0.33172858468976535,-0.41827141531023465
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-03-27 18:00:00+00:00,2024-03-28 00:00:00+00:00,0.6084445244277285,-0.14155547557227155
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-04-02 18:00:00+00:00,2024-04-03 00:00:00+00:00,1.4306195377387234,0.6806195377387234
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-04-16 18:00:00+00:00,2024-04-17 00:00:00+00:00,6.677711269110302,5.927711269110302
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-05-23 18:00:00+00:00,2024-05-24 00:00:00+00:00,-0.2667152563767368,-1.0167152563767368
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-06-12 18:45:00+00:00,2024-06-13 00:45:00+00:00,-5.035534295958429,-5.785534295958429
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-06-18 18:00:00+00:00,2024-06-19 00:00:00+00:00,10.914217973321108,10.164217973321108
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-06-24 18:15:00+00:00,2024-06-25 00:15:00+00:00,11.091858648965287,10.341858648965287
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-07-11 18:15:00+00:00,2024-07-12 00:15:00+00:00,-5.281824908780132,-6.031824908780132
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-07-25 18:00:00+00:00,2024-07-26 00:00:00+00:00,1.4457168859732425,0.6957168859732425
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-08-09 18:30:00+00:00,2024-08-10 00:30:00+00:00,3.1835813745035346,2.4335813745035346
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-08-12 18:45:00+00:00,2024-08-13 00:45:00+00:00,9.90616990285787,9.15616990285787
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-08-14 18:00:00+00:00,2024-08-15 00:00:00+00:00,0.45909881161144706,-0.29090118838855294
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-08-16 18:00:00+00:00,2024-08-17 00:00:00+00:00,-3.544020566813408,-4.294020566813408
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-08-19 18:30:00+00:00,2024-08-20 00:30:00+00:00,10.66004110822855,9.91004110822855
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-09-05 18:00:00+00:00,2024-09-06 00:00:00+00:00,-5.349090863502048,-6.099090863502048
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-09-17 18:15:00+00:00,2024-09-18 00:15:00+00:00,-6.488614238550719,-7.238614238550719
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-10-02 18:15:00+00:00,2024-10-03 00:15:00+00:00,-9.30393403380318,-10.05393403380318
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-10-25 18:00:00+00:00,2024-10-26 00:00:00+00:00,-9.19221176281283,-9.94221176281283
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-11-06 18:00:00+00:00,2024-11-07 00:00:00+00:00,13.152537772550478,12.402537772550478
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-11-08 18:00:00+00:00,2024-11-09 00:00:00+00:00,7.273132053499529,6.523132053499529
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-11-12 18:00:00+00:00,2024-11-13 00:00:00+00:00,2.3570305438967245,1.6070305438967245
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1125,240,360,RV_HIGH__RANGE_MID,2024-11-13 18:45:00+00:00,2024-11-14 00:45:00+00:00,-12.949589697807241,-13.699589697807241
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1095,240,360,RV_HIGH__RANGE_MID,2024-11-15 18:15:00+00:00,2024-11-16 00:15:00+00:00,6.591535565969728,5.841535565969728
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1110,240,360,RV_HIGH__RANGE_MID,2024-11-26 18:30:00+00:00,2024-11-27 00:30:00+00:00,9.270349547787802,8.520349547787802
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-12-03 18:00:00+00:00,2024-12-04 00:00:00+00:00,5.038050687705079,4.288050687705079
01WIB_H6_FLAT_ONLY,01WIB_H6,1,1080,240,360,RV_HIGH__RANGE_MID,2024-12-17 18:00:00+00:00,2024-12-18 00:00:00+00:00,-10.323848934263674,-11.073848934263674
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-01-28 20:00:00+00:00,2022-01-29 00:00:00+00:00,16.987360606886043,16.237360606886043
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2022-02-01 20:30:00+00:00,2022-02-02 00:30:00+00:00,4.807309571195977,4.057309571195977
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1230,360,240,RV_HIGH__RANGE_MID,2022-02-02 20:30:00+00:00,2022-02-03 00:30:00+00:00,1.7218993789325234,0.9718993789325234
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-02-18 20:15:00+00:00,2022-02-19 00:15:00+00:00,-1.0258212847156671,-1.7758212847156671
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-02-22 20:00:00+00:00,2022-02-23 00:00:00+00:00,0.7124347409777264,-0.03756525902227359
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-02-25 20:00:00+00:00,2022-02-26 00:00:00+00:00,16.475802506935707,15.725802506935707
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-02-28 20:45:00+00:00,2022-03-01 00:45:00+00:00,21.24467690350397,20.49467690350397
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-03-01 20:00:00+00:00,2022-03-02 00:00:00+00:00,5.008316078883986,4.258316078883986
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-03-02 20:00:00+00:00,2022-03-03 00:00:00+00:00,2.4855944628183586,1.7355944628183586
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-03-08 20:00:00+00:00,2022-03-09 00:00:00+00:00,-0.5158717845284728,-1.2658717845284728
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-03-16 20:00:00+00:00,2022-03-17 00:00:00+00:00,3.592444605884526,2.842444605884526
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-04-06 20:00:00+00:00,2022-04-07 00:00:00+00:00,-9.030951746035683,-9.780951746035683
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-04-27 20:00:00+00:00,2022-04-28 00:00:00+00:00,6.436631624732147,5.686631624732147
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-05-10 20:15:00+00:00,2022-05-11 00:15:00+00:00,-0.32387835810718285,-1.073878358107183
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-05-17 20:15:00+00:00,2022-05-18 00:15:00+00:00,13.927821888254616,13.177821888254616
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-05-18 20:00:00+00:00,2022-05-19 00:00:00+00:00,-16.64553989424826,-17.39553989424826
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-05-19 20:00:00+00:00,2022-05-20 00:00:00+00:00,6.709455966999716,5.959455966999716
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-05-27 20:45:00+00:00,2022-05-28 00:45:00+00:00,-3.687726926097507,-4.437726926097508
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-05-31 20:00:00+00:00,2022-06-01 00:00:00+00:00,2.0322470550516925,1.2822470550516925
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-06-02 20:15:00+00:00,2022-06-03 00:15:00+00:00,1.650228345550135,0.900228345550135
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1215,360,240,RV_HIGH__RANGE_MID,2022-06-16 20:15:00+00:00,2022-06-17 00:15:00+00:00,-17.356457285754185,-18.106457285754185
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-06-17 20:00:00+00:00,2022-06-18 00:00:00+00:00,2.992042833455317,2.242042833455317
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1200,360,240,RV_HIGH__RANGE_MID,2022-06-30 20:00:00+00:00,2022-07-01 00:00:00+00:00,24.580688141703927,23.830688141703927
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-07-01 20:45:00+00:00,2022-07-02 00:45:00+00:00,-6.086520515891866,-6.836520515891866
03WIB_H4_FLAT_ONLY,03WIB_H4,3,1245,360,240,RV_HIGH__RANGE_MID,2022-07-13 20:45:00+00:00,2022-07-14 00:45:00+00:00,15.135476442513005,14.385476442513005
