tf,signal_ts,entry_idx,hold,selector,side,score,week,net_ret,reason,exit_ts,entry,rr,threshold_q
1h,2024-02-12 15:00:00+00:00,9764,6,COMBINED,LONG,35.498620104851014,2024-W07,-0.009166995251496167,SL,2024-02-12 16:00:00+00:00,49925.5,R150,0.95
1h,2024-02-24 17:00:00+00:00,10054,6,COMBINED,LONG,25.531731907237415,2024-W08,-0.0008911271322668544,TIME,2024-02-24 23:00:00+00:00,51570.7,R150,0.95
1h,2024-02-26 15:00:00+00:00,10100,6,COMBINED,LONG,39.586504982662184,2024-W09,0.007193469481936722,TP,2024-02-26 16:00:00+00:00,52872.2,R150,0.95
1h,2024-03-04 08:00:00+00:00,10261,6,COMBINED,LONG,20.347388662845926,2024-W10,-0.011911548522683555,SL,2024-03-04 14:00:00+00:00,65331.3,R150,0.95
1h,2024-03-11 07:00:00+00:00,10428,6,COMBINED,LONG,28.639131016603816,2024-W11,0.013695491160370889,TP,2024-03-11 11:00:00+00:00,71223.9,R150,0.95
1h,2024-03-22 13:00:00+00:00,10698,6,COMBINED,SHORT,18.750443404467177,2024-W12,-0.012803666435201753,SL,2024-03-22 15:00:00+00:00,63097.1,R150,0.95
1h,2024-03-25 14:00:00+00:00,10771,6,COMBINED,LONG,28.130057096922698,2024-W13,0.012300807831089612,TP,2024-03-25 17:00:00+00:00,69434.6,R150,0.95
1h,2024-04-01 05:00:00+00:00,10930,6,COMBINED,SHORT,27.488015610428864,2024-W14,-0.00833601611111495,SL,2024-04-01 06:00:00+00:00,69212.2,R150,0.95
1h,2024-04-13 20:00:00+00:00,11233,6,COMBINED,SHORT,29.988493345452113,2024-W15,-0.018686480113770887,SL,2024-04-13 21:00:00+00:00,61828.5,R150,0.95
1h,2024-04-19 06:00:00+00:00,11363,6,COMBINED,LONG,18.906552797229722,2024-W16,0.0035792697369337336,TIME,2024-04-19 12:00:00+00:00,64595.9,R150,0.95
1h,2024-04-24 14:00:00+00:00,11491,6,COMBINED,SHORT,20.158607736987882,2024-W17,0.008143593194675116,TP,2024-04-24 15:00:00+00:00,65212.8,R150,0.95
1h,2024-05-01 07:00:00+00:00,11652,6,COMBINED,SHORT,28.526203569405865,2024-W18,-0.014877355395726375,SL,2024-05-01 12:00:00+00:00,57482.0,R150,0.95
1h,2024-05-10 14:00:00+00:00,11875,6,COMBINED,SHORT,30.406794677282843,2024-W19,0.010716469834841038,TP,2024-05-10 16:00:00+00:00,61034.7,R150,0.95
1h,2024-05-15 12:00:00+00:00,11993,6,COMBINED,LONG,24.571929994152036,2024-W20,0.009643949162796041,TP,2024-05-15 13:00:00+00:00,63735.1,R150,0.95
4h,2024-05-20 16:00:00+00:00,3015,3,COMBINED,LONG,34.2167857837663,2024-W21,-0.012940163844926965,SL,2024-05-20 20:00:00+00:00,69996.5,R150,0.95
1h,2024-05-27 15:00:00+00:00,12284,6,COMBINED,LONG,26.44840890766101,2024-W22,-0.007240543966140099,SL,2024-05-27 18:00:00+00:00,70421.4,R150,0.95
1h,2024-06-07 17:00:00+00:00,12550,6,COMBINED,SHORT,23.679639049947948,2024-W23,0.008709517263387924,TP,2024-06-07 18:00:00+00:00,69834.0,R150,0.95
1h,2024-06-12 12:00:00+00:00,12665,6,COMBINED,LONG,41.99425569503528,2024-W24,0.006998792803257383,TP,2024-06-12 14:00:00+00:00,69340.1,R150,0.95
1h,2024-06-21 08:00:00+00:00,12877,6,COMBINED,SHORT,25.842388538089264,2024-W25,-0.006795588185096011,SL,2024-06-21 09:00:00+00:00,63613.6,R150,0.95
4h,2024-06-24 16:00:00+00:00,3225,3,COMBINED,SHORT,31.665903571795837,2024-W26,-0.013104034794877593,SL,2024-06-24 20:00:00+00:00,59292.8,R150,0.95
1h,2024-07-04 01:00:00+00:00,13182,6,COMBINED,SHORT,23.339058335902468,2024-W27,0.013433882920553421,TP,2024-07-04 02:00:00+00:00,58561.7,R150,0.95
1h,2024-07-14 21:00:00+00:00,13442,6,COMBINED,LONG,27.370608370782833,2024-W28,-0.008132492321382743,SL,2024-07-14 22:00:00+00:00,61260.1,R150,0.95
4h,2024-07-15 00:00:00+00:00,3347,3,COMBINED,LONG,25.755949935809486,2024-W29,0.004386552118983035,TIME,2024-07-15 12:00:00+00:00,62617.3,R150,0.95
1h,2024-07-27 13:00:00+00:00,13746,6,COMBINED,LONG,33.17360874973813,2024-W30,-0.005792367310549272,SL,2024-07-27 14:00:00+00:00,69205.9,R150,0.95
1h,2024-08-01 15:00:00+00:00,13868,6,COMBINED,SHORT,28.8957057714848,2024-W31,-0.008914340365275773,SL,2024-08-01 18:00:00+00:00,62892.6,R150,0.95
4h,2024-08-05 00:00:00+00:00,3473,3,COMBINED,SHORT,29.107232486270487,2024-W32,0.04425113778617035,TP,2024-08-05 04:00:00+00:00,53864.0,R150,0.95
1h,2024-08-13 16:00:00+00:00,14157,6,COMBINED,LONG,27.645394057433407,2024-W33,-0.010861407232024499,SL,2024-08-13 19:00:00+00:00,61121.0,R150,0.95
1h,2024-08-23 17:00:00+00:00,14398,6,COMBINED,LONG,24.25445767707915,2024-W34,0.01175170953938848,TP,2024-08-23 21:00:00+00:00,62966.0,R150,0.95
4h,2024-08-27 20:00:00+00:00,3610,3,COMBINED,SHORT,27.579564203119567,2024-W35,-0.010184098854244482,TIME,2024-08-28 08:00:00+00:00,59384.4,R150,0.95
1h,2024-09-03 14:00:00+00:00,14659,6,COMBINED,SHORT,20.167767942184536,2024-W36,-0.008378262826059522,SL,2024-09-03 17:00:00+00:00,57651.6,R150,0.95
1h,2024-09-13 15:00:00+00:00,14900,6,COMBINED,LONG,31.857797120101296,2024-W37,0.008655853914030289,TP,2024-09-13 21:00:00+00:00,59623.6,R150,0.95
1h,2024-09-17 14:00:00+00:00,14995,6,COMBINED,LONG,27.53509409938159,2024-W38,0.009034047055894558,TP,2024-09-17 15:00:00+00:00,60247.5,R150,0.95
1h,2024-09-26 15:00:00+00:00,15212,6,COMBINED,LONG,16.14842600007054,2024-W39,-0.008052914110429464,SL,2024-09-26 19:00:00+00:00,65200.0,R150,0.95
1h,2024-10-06 14:00:00+00:00,15451,6,COMBINED,LONG,25.28542885523085,2024-W40,-0.004463935236265813,SL,2024-10-06 15:00:00+00:00,62679.7,R150,0.95
1h,2024-10-07 00:00:00+00:00,15461,6,COMBINED,LONG,28.998164586080968,2024-W41,-0.006935264403013007,SL,2024-10-07 03:00:00+00:00,63653.1,R150,0.95
1h,2024-10-14 03:00:00+00:00,15632,6,COMBINED,LONG,33.92176576601247,2024-W42,-0.008649879901930278,SL,2024-10-14 05:00:00+00:00,64280.8,R150,0.95
1h,2024-10-21 13:00:00+00:00,15810,6,COMBINED,SHORT,22.95354306668232,2024-W43,-0.007780676420034714,SL,2024-10-21 19:00:00+00:00,67330.1,R150,0.95
1h,2024-11-03 02:00:00+00:00,16110,6,COMBINED,SHORT,27.99687620135075,2024-W44,-0.00616034771679924,SL,2024-11-03 04:00:00+00:00,68200.0,R150,0.95
1h,2024-11-10 04:00:00+00:00,16280,6,COMBINED,LONG,40.664397890593,2024-W45,-0.008660544507735289,SL,2024-11-10 06:00:00+00:00,79273.7,R150,0.95
1h,2024-11-13 14:00:00+00:00,16362,6,COMBINED,LONG,22.62946986249109,2024-W46,0.01692747616395268,TP,2024-11-13 16:00:00+00:00,91563.0,R150,0.95
1h,2024-11-21 04:00:00+00:00,16544,6,COMBINED,LONG,20.18696815598021,2024-W47,0.00018355343514581254,TIME,2024-11-21 10:00:00+00:00,97591.2,R150,0.95
1h,2024-11-25 14:00:00+00:00,16650,6,COMBINED,SHORT,24.135428268344707,2024-W48,-0.008774474671165709,SL,2024-11-25 15:00:00+00:00,95444.3,R150,0.95
1h,2024-12-06 17:00:00+00:00,16917,6,COMBINED,LONG,27.201482518998993,2024-W49,-0.010153242747050371,SL,2024-12-06 23:00:00+00:00,100915.1,R150,0.95
1h,2024-12-15 23:00:00+00:00,17139,6,COMBINED,LONG,19.429705764771015,2024-W50,0.007608227511834599,TP,2024-12-16 00:00:00+00:00,104460.5,R150,0.95
1h,2024-12-18 20:00:00+00:00,17208,6,COMBINED,SHORT,24.997748361424588,2024-W51,0.013562473516915476,TP,2024-12-19 02:00:00+00:00,100839.3,R150,0.95
1h,2024-12-24 14:00:00+00:00,17346,6,COMBINED,LONG,26.456471261408424,2024-W52,0.009334264349553369,TP,2024-12-24 16:00:00+00:00,97410.2,R150,0.95
4h,2024-12-30 12:00:00+00:00,4358,3,COMBINED,SHORT,19.5168893981044,2025-W01,-0.011617357216937517,SL,2024-12-30 16:00:00+00:00,92081.5,R150,0.95
1h,2025-01-07 15:00:00+00:00,17683,6,COMBINED,SHORT,37.53451560435235,2025-W02,0.008014408794297325,TP,2025-01-07 17:00:00+00:00,97915.4,R150,0.95
1h,2025-01-14 09:00:00+00:00,17845,6,COMBINED,LONG,30.409871943710712,2025-W03,-0.009215808564465964,SL,2025-01-14 11:00:00+00:00,97129.9,R150,0.95
1h,2025-01-26 23:00:00+00:00,18147,6,COMBINED,SHORT,50.63967803355926,2025-W04,-0.00513181134388224,SL,2025-01-27 00:00:00+00:00,102560.0,R150,0.95
1h,2025-01-27 00:00:00+00:00,18148,6,COMBINED,SHORT,31.822585593598006,2025-W05,0.005557553735456024,TP,2025-01-27 02:00:00+00:00,101670.7,R150,0.95
4h,2025-02-03 00:00:00+00:00,4565,3,COMBINED,SHORT,21.926656281895248,2025-W06,-0.01985379093851275,SL,2025-02-03 08:00:00+00:00,94001.6,R150,0.95
1h,2025-02-16 23:00:00+00:00,18651,6,COMBINED,SHORT,17.205062582851998,2025-W07,-0.00534114360661969,SL,2025-02-17 01:00:00+00:00,96067.0,R150,0.95
1h,2025-02-23 12:00:00+00:00,18808,6,COMBINED,SHORT,19.324247235573946,2025-W08,-0.003789798840171553,SL,2025-02-23 13:00:00+00:00,95691.5,R150,0.95
1h,2025-03-02 16:00:00+00:00,18980,6,COMBINED,LONG,40.03818401210605,2025-W09,0.014598077515225518,TP,2025-03-02 17:00:00+00:00,91165.5,R150,0.95
1h,2025-03-09 13:00:00+00:00,19145,6,COMBINED,SHORT,26.45203296766689,2025-W10,0.007152562883286863,TP,2025-03-09 15:00:00+00:00,83427.8,R150,0.95
1h,2025-03-16 11:00:00+00:00,19311,6,COMBINED,SHORT,38.8338161374767,2025-W11,-0.005953624704353398,SL,2025-03-16 12:00:00+00:00,82367.9,R150,0.95
1h,2025-03-18 13:00:00+00:00,19361,6,COMBINED,SHORT,20.974501157978377,2025-W12,-0.008523388401546482,SL,2025-03-18 14:00:00+00:00,81330.3,R150,0.95
1h,2025-03-29 11:00:00+00:00,19623,6,COMBINED,SHORT,16.64031506135399,2025-W13,-0.007367373920540153,SL,2025-03-29 13:00:00+00:00,82255.1,R150,0.95
1h,2025-04-06 18:00:00+00:00,19822,6,COMBINED,SHORT,39.25495610720409,2025-W14,-0.008942911599660373,SL,2025-04-06 19:00:00+00:00,79066.6,R150,0.95
1h,2025-04-09 17:00:00+00:00,19893,6,COMBINED,LONG,35.565295612071566,2025-W15,0.0036861020740757713,TIME,2025-04-09 23:00:00+00:00,82161.9,R150,0.95
1h,2025-04-20 10:00:00+00:00,20150,6,COMBINED,SHORT,22.084619442845057,2025-W16,-0.004034429115448322,SL,2025-04-20 12:00:00+00:00,84135.6,R150,0.95
1h,2025-04-21 00:00:00+00:00,20164,6,COMBINED,LONG,32.72581555687786,2025-W17,0.006382308673071714,TP,2025-04-21 01:00:00+00:00,86599.9,R150,0.95
1h,2025-04-30 13:00:00+00:00,20393,6,COMBINED,SHORT,26.02065215323905,2025-W18,-0.00668070748995858,SL,2025-04-30 14:00:00+00:00,92978.2,R150,0.95
1h,2025-05-08 15:00:00+00:00,20587,6,COMBINED,LONG,26.14318531229385,2025-W19,0.007611156556726785,TP,2025-05-08 17:00:00+00:00,100730.9,R150,0.95
1h,2025-05-18 13:00:00+00:00,20825,6,COMBINED,LONG,27.57143112144172,2025-W20,0.0029538101636837357,TP,2025-05-18 14:00:00+00:00,104708.1,R150,0.95
1h,2025-05-23 11:00:00+00:00,20943,6,COMBINED,SHORT,29.302174334089862,2025-W21,0.006619938304505859,TP,2025-05-23 12:00:00+00:00,109033.2,R150,0.95
1h,2025-05-30 16:00:00+00:00,21116,6,COMBINED,SHORT,17.375975303365667,2025-W22,-0.00821507999546117,SL,2025-05-30 18:00:00+00:00,103867.5,R150,0.95
1h,2025-06-05 20:00:00+00:00,21264,6,COMBINED,SHORT,22.556557572953192,2025-W23,-0.009818678331493245,SL,2025-06-05 21:00:00+00:00,100428.9,R150,0.95
4h,2025-06-09 08:00:00+00:00,5323,3,COMBINED,LONG,32.94790714123339,2025-W24,-0.008109283901179319,SL,2025-06-09 12:00:00+00:00,107707.8,R150,0.95
1h,2025-06-20 07:00:00+00:00,21611,6,COMBINED,LONG,26.33666904607532,2025-W25,0.004071826493911303,TP,2025-06-20 08:00:00+00:00,105763.6,R150,0.95
1h,2025-06-29 10:00:00+00:00,21830,6,COMBINED,LONG,20.391982690251595,2025-W26,0.0011448420130527061,TP,2025-06-29 11:00:00+00:00,108121.5,R150,0.95
1h,2025-07-06 13:00:00+00:00,22001,6,COMBINED,LONG,25.474221015379356,2025-W27,-0.003609679413355603,SL,2025-07-06 18:00:00+00:00,108713.2,R150,0.95
1h,2025-07-09 19:00:00+00:00,22079,6,COMBINED,LONG,40.6794814865509,2025-W28,-0.006495578183797255,SL,2025-07-09 20:00:00+00:00,111718.8,R150,0.95
4h,2025-07-14 04:00:00+00:00,5532,3,COMBINED,LONG,27.429488603043385,2025-W29,-0.010358805028884253,SL,2025-07-14 08:00:00+00:00,122731.0,R150,0.95
1h,2025-07-27 16:00:00+00:00,22508,6,COMBINED,LONG,20.06596931276022,2025-W30,-0.003908076684160098,SL,2025-07-27 20:00:00+00:00,119081.4,R150,0.95
1h,2025-07-30 18:00:00+00:00,22582,6,COMBINED,SHORT,17.888146427178086,2025-W31,-0.006915114192476755,SL,2025-07-30 20:00:00+00:00,116476.9,R150,0.95
1h,2025-08-07 10:00:00+00:00,22766,6,COMBINED,LONG,30.339881982557294,2025-W32,-0.004934779964878953,SL,2025-08-07 16:00:00+00:00,116291.5,R150,0.95
1h,2025-08-11 02:00:00+00:00,22854,6,COMBINED,LONG,37.89533339161624,2025-W33,-0.006417674302715946,SL,2025-08-11 08:00:00+00:00,121837.5,R150,0.95
1h,2025-08-22 14:00:00+00:00,23130,6,COMBINED,LONG,38.31045368407629,2025-W34,0.00876056159410227,TP,2025-08-22 15:00:00+00:00,115744.5,R150,0.95
1h,2025-08-29 07:00:00+00:00,23291,6,COMBINED,SHORT,26.486996204465843,2025-W35,-0.006394366334408539,SL,2025-08-29 12:00:00+00:00,109969.0,R150,0.95
1h,2025-09-05 07:00:00+00:00,23459,6,COMBINED,LONG,19.720929492030717,2025-W36,-0.006741680374541313,SL,2025-09-05 09:00:00+00:00,112900.0,R150,0.95
1h,2025-09-10 12:00:00+00:00,23584,6,COMBINED,LONG,22.53578018490472,2025-W37,0.004829184494201945,TP,2025-09-10 13:00:00+00:00,113388.0,R150,0.95
1h,2025-09-15 08:00:00+00:00,23700,6,COMBINED,SHORT,14.614827475734891,2025-W38,-0.000813844302815224,TIME,2025-09-15 14:00:00+00:00,114697.0,R150,0.95
1h,2025-09-28 22:00:00+00:00,24026,6,COMBINED,LONG,37.750372309957044,2025-W39,-0.002650325255136253,TIME,2025-09-29 04:00:00+00:00,111881.4,R150,0.95
1h,2025-10-05 02:00:00+00:00,24174,6,COMBINED,LONG,35.56865387533581,2025-W40,-0.005320534246976259,SL,2025-10-05 03:00:00+00:00,124012.2,R150,0.95
1h,2025-10-10 20:00:00+00:00,24312,6,COMBINED,SHORT,25.66016516595179,2025-W41,0.013681113951564851,TP,2025-10-10 21:00:00+00:00,114200.4,R150,0.95
1h,2025-10-17 07:00:00+00:00,24467,6,COMBINED,SHORT,16.845666969024922,2025-W42,0.011087813973136575,TP,2025-10-17 10:00:00+00:00,105578.3,R150,0.95
1h,2025-10-26 11:00:00+00:00,24687,6,COMBINED,LONG,25.98896101700981,2025-W43,0.003427043696824507,TP,2025-10-26 12:00:00+00:00,113235.1,R150,0.95
1h,2025-10-29 15:00:00+00:00,24763,6,COMBINED,SHORT,18.932015953538173,2025-W44,0.005807316134104403,TP,2025-10-29 18:00:00+00:00,111460.7,R150,0.95
1h,2025-11-03 15:00:00+00:00,24883,6,COMBINED,SHORT,21.341669381184595,2025-W45,-0.010362324257504772,SL,2025-11-03 16:00:00+00:00,105718.8,R150,0.95
1h,2025-11-12 15:00:00+00:00,25099,6,COMBINED,SHORT,18.924533523619104,2025-W46,0.009410694369625551,TP,2025-11-12 19:00:00+00:00,102124.9,R150,0.95
1h,2025-11-20 16:00:00+00:00,25292,6,COMBINED,SHORT,25.3721390972239,2025-W47,0.013326130895130519,TP,2025-11-20 17:00:00+00:00,87855.5,R150,0.95
1h,2025-11-26 17:00:00+00:00,25437,6,COMBINED,LONG,28.762676944844586,2025-W48,0.005691031757699085,TIME,2025-11-26 23:00:00+00:00,89792.4,R150,0.95
1h,2025-12-01 00:00:00+00:00,25540,6,COMBINED,SHORT,56.07919229550758,2025-W49,-0.00929220629894306,SL,2025-12-01 01:00:00+00:00,86970.6,R150,0.95
1h,2025-12-12 15:00:00+00:00,25819,6,COMBINED,SHORT,30.387436671035015,2025-W50,-0.008056379267876,SL,2025-12-12 17:00:00+00:00,89895.0,R150,0.95
1h,2025-12-18 13:00:00+00:00,25961,6,COMBINED,LONG,33.675660496984676,2025-W51,-0.0072105696654590195,SL,2025-12-18 14:00:00+00:00,88804.0,R150,0.95
1h,2025-12-26 02:00:00+00:00,26142,6,COMBINED,LONG,24.31425513370502,2025-W52,-0.007618697066608391,SL,2025-12-26 04:00:00+00:00,89151.8,R150,0.95
4h,2025-12-29 00:00:00+00:00,6539,3,COMBINED,LONG,33.84042965671405,2026-W01,-0.0069519968191069075,SL,2025-12-29 04:00:00+00:00,90091.5,R150,0.95
1h,2026-01-05 00:00:00+00:00,26380,6,COMBINED,LONG,25.984567930180617,2026-W02,0.003899365271831824,TP,2026-01-05 01:00:00+00:00,92368.0,R150,0.95
1h,2026-01-18 23:00:00+00:00,26715,6,COMBINED,SHORT,50.554906802903645,2026-W03,0.0037355951032965197,TP,2026-01-19 00:00:00+00:00,93614.0,R150,0.95
1h,2026-01-19 00:00:00+00:00,26716,6,COMBINED,SHORT,32.59789331652219,2026-W04,-0.0002545624672182765,TIME,2026-01-19 06:00:00+00:00,92658.2,R150,0.95
1h,2026-01-29 15:00:00+00:00,26971,6,COMBINED,SHORT,41.707507380603964,2026-W05,-0.008520533740276002,SL,2026-01-29 17:00:00+00:00,84897.9,R150,0.95
1h,2026-02-03 18:00:00+00:00,27094,6,COMBINED,SHORT,28.825893344729106,2026-W06,-0.014003177623124361,SL,2026-02-03 19:00:00+00:00,73111.7,R150,0.95
1h,2026-02-14 11:00:00+00:00,27351,6,COMBINED,LONG,31.56201818571122,2026-W07,-0.006103311562247025,SL,2026-02-14 12:00:00+00:00,70464.8,R150,0.95
1h,2026-02-17 14:00:00+00:00,27426,6,COMBINED,SHORT,19.64554559969226,2026-W08,-0.009624654326866043,SL,2026-02-17 16:00:00+00:00,66846.8,R150,0.95
1h,2026-02-23 01:00:00+00:00,27557,6,COMBINED,SHORT,54.76196914656461,2026-W09,-0.009289369848133054,SL,2026-02-23 03:00:00+00:00,64387.2,R150,0.95
1h,2026-03-02 15:00:00+00:00,27739,6,COMBINED,LONG,26.758697106037772,2026-W10,0.002520894757638782,TIME,2026-03-02 21:00:00+00:00,69089.1,R150,0.95
1h,2026-03-15 22:00:00+00:00,28058,6,COMBINED,LONG,16.9279348349645,2026-W11,-0.007557053114291055,SL,2026-03-16 01:00:00+00:00,72715.7,R150,0.95
1h,2026-03-21 23:00:00+00:00,28203,6,COMBINED,SHORT,45.417570051336874,2026-W12,0.005716897342329998,TP,2026-03-22 00:00:00+00:00,68881.5,R150,0.95
1h,2026-03-27 10:00:00+00:00,28334,6,COMBINED,SHORT,26.43318727676668,2026-W13,0.006187747154525249,TIME,2026-03-27 16:00:00+00:00,66456.4,R150,0.95
4h,2026-04-05 20:00:00+00:00,7126,3,COMBINED,LONG,31.868326342552358,2026-W14,0.009575958212392712,TP,2026-04-06 08:00:00+00:00,68997.9,R150,0.95
1h,2026-04-07 22:00:00+00:00,28610,6,COMBINED,LONG,28.471008678419004,2026-W15,0.012303730639162737,TP,2026-04-07 23:00:00+00:00,71479.9,R150,0.95
1h,2026-04-14 13:00:00+00:00,28769,6,COMBINED,LONG,32.51187828212325,2026-W16,-0.006622490595737994,SL,2026-04-14 14:00:00+00:00,75471.1,R150,0.95
1h,2026-04-22 13:00:00+00:00,28961,6,COMBINED,LONG,15.056987464388651,2026-W17,-0.001539342897464656,TIME,2026-04-22 19:00:00+00:00,78794.4,R150,0.95
1h,2026-05-01 13:00:00+00:00,29177,6,COMBINED,LONG,25.59403127563997,2026-W18,-0.006787660226007906,SL,2026-05-01 14:00:00+00:00,78691.3,R150,0.95
4h,2026-05-04 00:00:00+00:00,7295,3,COMBINED,LONG,26.922773647068254,2026-W19,-0.00921535377912913,SL,2026-05-04 04:00:00+00:00,80278.7,R150,0.95
1h,2026-05-15 13:00:00+00:00,29513,6,COMBINED,SHORT,35.498754456621626,2026-W20,-0.008067474985238464,SL,2026-05-15 14:00:00+00:00,78727.8,R150,0.95
1h,2026-05-23 20:00:00+00:00,29712,6,COMBINED,LONG,37.93867041917075,2026-W21,-0.0072058230538330475,SL,2026-05-23 21:00:00+00:00,77246.9,R150,0.95
1h,2026-05-28 03:00:00+00:00,29815,6,COMBINED,SHORT,20.739224865185847,2026-W22,-0.005456331496058895,TIME,2026-05-28 09:00:00+00:00,73224.4,R150,0.95
4h,2026-06-02 12:00:00+00:00,7472,3,COMBINED,SHORT,27.880711909723303,2026-W23,0.021650368004620668,TP,2026-06-03 00:00:00+00:00,67274.0,R150,0.95
1h,2026-06-14 21:00:00+00:00,30241,6,COMBINED,LONG,30.68813840900854,2026-W24,-0.006769033862388528,SL,2026-06-14 22:00:00+00:00,65284.4,R150,0.95
1h,2026-06-18 15:00:00+00:00,30331,6,COMBINED,SHORT,34.05787509962226,2026-W25,-0.009447253283149047,SL,2026-06-18 18:00:00+00:00,62337.8,R150,0.95
1h,2026-06-25 13:00:00+00:00,30497,6,COMBINED,SHORT,38.61833072417572,2026-W26,-0.011690469977348293,SL,2026-06-25 14:00:00+00:00,58248.4,R150,0.95
1h,2026-06-30 12:00:00+00:00,30616,6,COMBINED,SHORT,30.51599641206945,2026-W27,-0.0071248586718925516,SL,2026-06-30 13:00:00+00:00,58374.8,R150,0.95
1h,2026-07-06 12:00:00+00:00,30760,6,COMBINED,SHORT,17.495731285717323,2026-W28,-0.007688572465283925,SL,2026-07-06 14:00:00+00:00,61733.6,R150,0.95
1h,2026-07-14 12:00:00+00:00,30952,6,COMBINED,LONG,36.79653992853734,2026-W29,-0.006765375835890928,SL,2026-07-14 14:00:00+00:00,63935.2,R150,0.95
1h,2026-07-26 22:00:00+00:00,31250,6,COMBINED,LONG,32.66911757589827,2026-W30,-0.004354534121022989,SL,2026-07-27 00:00:00+00:00,65384.7,R150,0.95
1h,2026-08-02 02:00:00+00:00,31398,6,COMBINED,LONG,24.062578749990173,2026-W31,-0.004896223015303623,SL,2026-08-02 08:00:00+00:00,63425.5,R150,0.95
1h,2026-08-09 13:00:00+00:00,31577,6,COMBINED,LONG,23.11838298802248,2026-W32,-0.0021411534626888926,TIME,2026-08-09 19:00:00+00:00,65195.0,R150,0.95
1h,2026-08-16 16:00:00+00:00,31748,6,COMBINED,LONG,19.10882418924478,2026-W33,-0.00246841846522,SL,2026-08-16 17:00:00+00:00,63232.7,R150,0.95
1h,2026-08-19 15:00:00+00:00,31819,6,COMBINED,LONG,60.03512378882766,2026-W34,-0.009737191762015983,SL,2026-08-19 17:00:00+00:00,68523.7,R150,0.95
1h,2023-01-08 23:00:00+00:00,172,6,COMBINED,LONG,29.089392106636073,2023-W01,0.0012958942940897735,TP,2023-01-09 00:00:00+00:00,17124.6,R100,0.975
1h,2023-01-11 23:00:00+00:00,244,6,COMBINED,LONG,43.84535968696798,2023-W02,0.003844120074042502,TP,2023-01-12 00:00:00+00:00,17935.6,R100,0.975
1h,2023-01-20 20:00:00+00:00,457,6,COMBINED,LONG,48.02430315538325,2023-W03,0.007045584140544405,TP,2023-01-20 22:00:00+00:00,22287.2,R100,0.975
1h,2023-01-25 21:00:00+00:00,578,6,COMBINED,LONG,36.40714174458072,2023-W04,-0.010538885736931345,SL,2023-01-25 22:00:00+00:00,23593.3,R100,0.975
1h,2023-02-02 00:00:00+00:00,749,6,COMBINED,LONG,23.836384181184822,2023-W05,-0.011178154567054564,SL,2023-02-02 01:00:00+00:00,24194.4,R100,0.975
1h,2023-02-09 19:00:00+00:00,936,6,COMBINED,SHORT,27.11598794056023,2023-W06,0.0060954448732773465,TP,2023-02-09 20:00:00+00:00,22027.3,R100,0.975
1h,2023-02-15 20:00:00+00:00,1081,6,COMBINED,LONG,41.512721413287544,2023-W07,0.009537869141891532,TP,2023-02-15 22:00:00+00:00,24144.8,R100,0.975
1h,2023-02-24 15:00:00+00:00,1292,6,COMBINED,SHORT,24.67990100942954,2023-W08,0.005780865476613885,TP,2023-02-24 16:00:00+00:00,23337.1,R100,0.975
1h,2023-03-03 01:00:00+00:00,1446,6,COMBINED,SHORT,56.25580642113326,2023-W09,-0.011813280037996808,SL,2023-03-03 02:00:00+00:00,22137.2,R100,0.975
1h,2023-03-09 20:00:00+00:00,1609,6,COMBINED,SHORT,43.02393312462301,2023-W10,-0.012831617929289272,SL,2023-03-09 21:00:00+00:00,20098.0,R100,0.975
1h,2023-03-14 12:00:00+00:00,1721,6,COMBINED,LONG,34.25309638870665,2023-W11,0.013053536915346,TP,2023-03-14 13:00:00+00:00,25870.0,R100,0.975
1h,2023-03-22 19:00:00+00:00,1920,6,COMBINED,SHORT,41.35682834468699,2023-W12,-0.015298612983329405,SL,2023-03-22 20:00:00+00:00,26653.3,R100,0.975
1h,2023-03-27 14:00:00+00:00,2035,6,COMBINED,SHORT,39.440522744796645,2023-W13,0.006001949281550458,TP,2023-03-27 15:00:00+00:00,26933.0,R100,0.975
1h,2023-04-09 21:00:00+00:00,2354,6,COMBINED,LONG,23.591050474316283,2023-W14,-0.005892287185920551,SL,2023-04-09 23:00:00+00:00,28423.2,R100,0.975
1h,2023-04-10 16:00:00+00:00,2373,6,COMBINED,LONG,41.02197129162713,2023-W15,0.003915739768943606,TP,2023-04-10 17:00:00+00:00,29033.1,R100,0.975
1h,2023-04-19 08:00:00+00:00,2581,6,COMBINED,SHORT,36.265722076627306,2023-W16,-0.009678430645074952,SL,2023-04-19 14:00:00+00:00,29148.1,R100,0.975
1h,2023-04-26 12:00:00+00:00,2753,6,COMBINED,LONG,41.4789864187197,2023-W17,-0.010275991877366995,SL,2023-04-26 13:00:00+00:00,29955.1,R100,0.975
1h,2023-05-01 01:00:00+00:00,2862,6,COMBINED,SHORT,30.884285694968654,2023-W18,0.007904144272265103,TP,2023-05-01 05:00:00+00:00,28488.2,R100,0.975
1h,2023-05-10 12:00:00+00:00,3089,6,COMBINED,LONG,35.725002893986584,2023-W19,-0.00628106385202226,SL,2023-05-10 13:00:00+00:00,28160.2,R100,0.975
1h,2023-05-20 17:00:00+00:00,3334,6,COMBINED,LONG,34.96330992601856,2023-W20,-0.0036789348915508544,SL,2023-05-20 18:00:00+00:00,27129.9,R100,0.975
