tf,signal_ts,entry_idx,hold,selector,side,score,week,net_ret,reason,exit_ts,entry,rr,threshold_q
1h,2024-09-17 14:00:00+00:00,14995,6,BREAKOUT,LONG,3.1215500424375944,2024-W38,0.009034047055894558,TP,2024-09-17 15:00:00+00:00,60247.5,R150,0.975
1h,2024-09-26 10:00:00+00:00,15207,6,BREAKOUT,LONG,1.7381327499515347,2024-W39,0.006317300721079779,TP,2024-09-26 14:00:00+00:00,64373.7,R150,0.975
1h,2024-10-06 14:00:00+00:00,15451,6,BREAKOUT,LONG,2.790125077958048,2024-W40,-0.004463935236265813,SL,2024-10-06 15:00:00+00:00,62679.7,R150,0.975
1h,2024-10-07 00:00:00+00:00,15461,6,BREAKOUT,LONG,3.2388761285057925,2024-W41,-0.006935264403013007,SL,2024-10-07 03:00:00+00:00,63653.1,R150,0.975
1h,2024-10-14 03:00:00+00:00,15632,6,BREAKOUT,LONG,4.848938766050819,2024-W42,-0.008649879901930278,SL,2024-10-14 05:00:00+00:00,64280.8,R150,0.975
1h,2024-10-21 13:00:00+00:00,15810,6,BREAKOUT,SHORT,2.6821301884025632,2024-W43,-0.007780676420034714,SL,2024-10-21 19:00:00+00:00,67330.1,R150,0.975
1h,2024-11-03 02:00:00+00:00,16110,6,BREAKOUT,SHORT,3.674074996146846,2024-W44,-0.00616034771679924,SL,2024-11-03 04:00:00+00:00,68200.0,R150,0.975
1h,2024-11-10 04:00:00+00:00,16280,6,BREAKOUT,LONG,5.665500635944871,2024-W45,-0.008660544507735289,SL,2024-11-10 06:00:00+00:00,79273.7,R150,0.975
1h,2024-11-11 15:00:00+00:00,16315,6,BREAKOUT,LONG,2.4166853527542598,2024-W46,0.012917024018565261,TP,2024-11-11 18:00:00+00:00,84114.1,R150,0.975
1h,2024-11-21 04:00:00+00:00,16544,6,BREAKOUT,LONG,2.5411373837793065,2024-W47,0.00018355343514581254,TIME,2024-11-21 10:00:00+00:00,97591.2,R150,0.975
1h,2024-11-29 02:00:00+00:00,16734,6,BREAKOUT,LONG,1.264212520685928,2024-W48,-0.007547719403883822,SL,2024-11-29 05:00:00+00:00,96798.0,R150,0.975
4h,2024-12-05 00:00:00+00:00,4205,3,BREAKOUT,LONG,3.059048902172318,2024-W49,-0.01870734779956945,SL,2024-12-05 12:00:00+00:00,103084.7,R150,0.975
1h,2024-12-15 23:00:00+00:00,17139,6,BREAKOUT,LONG,2.0215171527824283,2024-W50,0.007608227511834599,TP,2024-12-16 00:00:00+00:00,104460.5,R150,0.975
1h,2024-12-18 20:00:00+00:00,17208,6,BREAKOUT,SHORT,2.6976555356893135,2024-W51,0.013562473516915476,TP,2024-12-19 02:00:00+00:00,100839.3,R150,0.975
1h,2024-12-26 08:00:00+00:00,17388,6,BREAKOUT,SHORT,3.3859676713368816,2024-W52,0.0028924812406620494,TIME,2024-12-26 14:00:00+00:00,95845.6,R150,0.975
1h,2024-12-30 14:00:00+00:00,17490,6,BREAKOUT,SHORT,1.4228009040664507,2025-W01,-0.008370403664795965,SL,2024-12-30 17:00:00+00:00,91845.3,R150,0.975
1h,2025-01-07 15:00:00+00:00,17683,6,BREAKOUT,SHORT,4.841482746792533,2025-W02,0.008014408794297325,TP,2025-01-07 17:00:00+00:00,97915.4,R150,0.975
1h,2025-01-15 13:00:00+00:00,17873,6,BREAKOUT,LONG,3.1774383041556646,2025-W03,0.00887881743070268,TP,2025-01-15 19:00:00+00:00,98916.1,R150,0.975
1h,2025-01-26 23:00:00+00:00,18147,6,BREAKOUT,SHORT,8.3811969308461,2025-W04,-0.00513181134388224,SL,2025-01-27 00:00:00+00:00,102560.0,R150,0.975
1h,2025-01-31 18:00:00+00:00,18262,6,BREAKOUT,SHORT,2.805478507615227,2025-W05,-3.996101364517205e-05,TIME,2025-02-01 00:00:00+00:00,102600.0,R150,0.975
1h,2025-02-03 19:00:00+00:00,18335,6,BREAKOUT,LONG,2.054676162132127,2025-W06,-0.006326581847142241,TIME,2025-02-04 01:00:00+00:00,101831.9,R150,0.975
1h,2025-02-16 23:00:00+00:00,18651,6,BREAKOUT,SHORT,1.925570467988782,2025-W07,-0.00534114360661969,SL,2025-02-17 01:00:00+00:00,96067.0,R150,0.975
1h,2025-02-23 12:00:00+00:00,18808,6,BREAKOUT,SHORT,2.2044568481518896,2025-W08,-0.003789798840171553,SL,2025-02-23 13:00:00+00:00,95691.5,R150,0.975
1h,2025-03-02 16:00:00+00:00,18980,6,BREAKOUT,LONG,4.657297201301137,2025-W09,0.014598077515225518,TP,2025-03-02 17:00:00+00:00,91165.5,R150,0.975
1h,2025-03-03 14:00:00+00:00,19002,6,BREAKOUT,SHORT,2.8388059093323417,2025-W10,-0.01485517280627041,SL,2025-03-03 15:00:00+00:00,89239.9,R150,0.975
1h,2025-03-16 11:00:00+00:00,19311,6,BREAKOUT,SHORT,6.177452032770072,2025-W11,-0.005953624704353398,SL,2025-03-16 12:00:00+00:00,82367.9,R150,0.975
1h,2025-03-18 13:00:00+00:00,19361,6,BREAKOUT,SHORT,2.244829727494578,2025-W12,-0.008523388401546482,SL,2025-03-18 14:00:00+00:00,81330.3,R150,0.975
4h,2025-03-29 08:00:00+00:00,4891,3,BREAKOUT,SHORT,1.667888856425714,2025-W13,-0.0057501923892863665,TIME,2025-03-29 20:00:00+00:00,82255.1,R150,0.975
1h,2025-04-06 18:00:00+00:00,19822,6,BREAKOUT,SHORT,4.1017376327644985,2025-W14,-0.008942911599660373,SL,2025-04-06 19:00:00+00:00,79066.6,R150,0.975
1h,2025-04-09 17:00:00+00:00,19893,6,BREAKOUT,LONG,5.066315030314424,2025-W15,0.0036861020740757713,TIME,2025-04-09 23:00:00+00:00,82161.9,R150,0.975
1h,2025-04-20 10:00:00+00:00,20150,6,BREAKOUT,SHORT,1.6106634208543278,2025-W16,-0.004034429115448322,SL,2025-04-20 12:00:00+00:00,84135.6,R150,0.975
1h,2025-04-21 00:00:00+00:00,20164,6,BREAKOUT,LONG,4.708361946718866,2025-W17,0.006382308673071714,TP,2025-04-21 01:00:00+00:00,86599.9,R150,0.975
1h,2025-04-30 13:00:00+00:00,20393,6,BREAKOUT,SHORT,2.432542958478356,2025-W18,-0.00668070748995858,SL,2025-04-30 14:00:00+00:00,92978.2,R150,0.975
1h,2025-05-06 22:00:00+00:00,20546,6,BREAKOUT,LONG,3.1410145717968665,2025-W19,0.007737849139965615,TP,2025-05-07 00:00:00+00:00,96206.3,R150,0.975
1h,2025-05-18 13:00:00+00:00,20825,6,BREAKOUT,LONG,3.3194011263021874,2025-W20,0.0029538101636837357,TP,2025-05-18 14:00:00+00:00,104708.1,R150,0.975
1h,2025-05-23 11:00:00+00:00,20943,6,BREAKOUT,SHORT,4.000886915546635,2025-W21,0.006619938304505859,TP,2025-05-23 12:00:00+00:00,109033.2,R150,0.975
1h,2025-05-30 16:00:00+00:00,21116,6,BREAKOUT,SHORT,1.4901111255925499,2025-W22,-0.00821507999546117,SL,2025-05-30 18:00:00+00:00,103867.5,R150,0.975
4h,2025-06-05 16:00:00+00:00,5301,3,BREAKOUT,SHORT,2.5025420995565164,2025-W23,-0.012507052198044986,SL,2025-06-06 04:00:00+00:00,101873.0,R150,0.975
1h,2025-06-13 00:00:00+00:00,21436,6,BREAKOUT,SHORT,3.1226703733813204,2025-W24,-0.010199955476653809,SL,2025-06-13 06:00:00+00:00,103733.7,R150,0.975
1h,2025-06-20 07:00:00+00:00,21611,6,BREAKOUT,LONG,3.3978657948165667,2025-W25,0.004071826493911303,TP,2025-06-20 08:00:00+00:00,105763.6,R150,0.975
1h,2025-06-23 22:00:00+00:00,21698,6,BREAKOUT,LONG,1.7720330175156809,2025-W26,-0.008243875861114578,TIME,2025-06-24 04:00:00+00:00,105488.3,R150,0.975
1h,2025-07-06 13:00:00+00:00,22001,6,BREAKOUT,LONG,3.1705485214344056,2025-W27,-0.003609679413355603,SL,2025-07-06 18:00:00+00:00,108713.2,R150,0.975
1h,2025-07-09 19:00:00+00:00,22079,6,BREAKOUT,LONG,6.631590932239469,2025-W28,-0.006495578183797255,SL,2025-07-09 20:00:00+00:00,111718.8,R150,0.975
4h,2025-07-14 00:00:00+00:00,5531,3,BREAKOUT,LONG,1.3593434064994772,2025-W29,0.010373967913193395,TP,2025-07-14 04:00:00+00:00,120733.2,R150,0.975
1h,2025-07-27 16:00:00+00:00,22508,6,BREAKOUT,LONG,2.071579637488753,2025-W30,-0.003908076684160098,SL,2025-07-27 20:00:00+00:00,119081.4,R150,0.975
1h,2025-07-30 18:00:00+00:00,22582,6,BREAKOUT,SHORT,1.978813208534746,2025-W31,-0.006915114192476755,SL,2025-07-30 20:00:00+00:00,116476.9,R150,0.975
1h,2025-08-07 10:00:00+00:00,22766,6,BREAKOUT,LONG,2.7224585771220364,2025-W32,-0.004934779964878953,SL,2025-08-07 16:00:00+00:00,116291.5,R150,0.975
1h,2025-08-11 02:00:00+00:00,22854,6,BREAKOUT,LONG,4.930920310226742,2025-W33,-0.006417674302715946,SL,2025-08-11 08:00:00+00:00,121837.5,R150,0.975
1h,2025-08-22 14:00:00+00:00,23130,6,BREAKOUT,LONG,5.696319406133915,2025-W34,0.00876056159410227,TP,2025-08-22 15:00:00+00:00,115744.5,R150,0.975
1h,2025-08-29 07:00:00+00:00,23291,6,BREAKOUT,SHORT,2.63732435460529,2025-W35,-0.006394366334408539,SL,2025-08-29 12:00:00+00:00,109969.0,R150,0.975
1h,2025-09-05 07:00:00+00:00,23459,6,BREAKOUT,LONG,2.67194499606783,2025-W36,-0.006741680374541313,SL,2025-09-05 09:00:00+00:00,112900.0,R150,0.975
1h,2025-09-10 12:00:00+00:00,23584,6,BREAKOUT,LONG,1.8564497172089414,2025-W37,0.004829184494201945,TP,2025-09-10 13:00:00+00:00,113388.0,R150,0.975
1h,2025-09-15 05:00:00+00:00,23697,6,BREAKOUT,LONG,1.0997322684170503,2025-W38,-0.004990165939875722,SL,2025-09-15 06:00:00+00:00,116474.2,R150,0.975
1h,2025-09-28 22:00:00+00:00,24026,6,BREAKOUT,LONG,4.684852627279694,2025-W39,-0.002650325255136253,TIME,2025-09-29 04:00:00+00:00,111881.4,R150,0.975
1h,2025-10-05 02:00:00+00:00,24174,6,BREAKOUT,LONG,5.673257227664523,2025-W40,-0.005320534246976259,SL,2025-10-05 03:00:00+00:00,124012.2,R150,0.975
1h,2025-10-10 15:00:00+00:00,24307,6,BREAKOUT,SHORT,2.712390859854958,2025-W41,0.007997795513790153,TP,2025-10-10 17:00:00+00:00,118965.2,R150,0.975
4h,2025-10-17 04:00:00+00:00,6102,3,BREAKOUT,SHORT,1.5500698957447532,2025-W42,-0.018788116971006408,SL,2025-10-17 16:00:00+00:00,105578.3,R150,0.975
1h,2025-10-26 09:00:00+00:00,24685,6,BREAKOUT,LONG,3.070004106985159,2025-W43,-0.004151248625127888,SL,2025-10-26 10:00:00+00:00,112478.0,R150,0.975
1h,2025-10-29 15:00:00+00:00,24763,6,BREAKOUT,SHORT,1.458373116898236,2025-W44,0.005807316134104403,TP,2025-10-29 18:00:00+00:00,111460.7,R150,0.975
1h,2025-11-03 03:00:00+00:00,24871,6,BREAKOUT,SHORT,1.8451056234608116,2025-W45,0.006532486672439943,TP,2025-11-03 06:00:00+00:00,107886.0,R150,0.975
4h,2025-11-13 16:00:00+00:00,6267,3,BREAKOUT,SHORT,1.714425654743961,2025-W46,-0.01923666885975822,SL,2025-11-13 20:00:00+00:00,98643.1,R150,0.975
4h,2025-11-17 16:00:00+00:00,6291,3,BREAKOUT,SHORT,1.3274753792961096,2025-W47,0.021212983020087173,TP,2025-11-18 04:00:00+00:00,91656.2,R150,0.975
1h,2025-11-26 17:00:00+00:00,25437,6,BREAKOUT,LONG,3.602864353484192,2025-W48,0.005691031757699085,TIME,2025-11-26 23:00:00+00:00,89792.4,R150,0.975
1h,2025-12-01 00:00:00+00:00,25540,6,BREAKOUT,SHORT,10.862104927867252,2025-W49,-0.00929220629894306,SL,2025-12-01 01:00:00+00:00,86970.6,R150,0.975
1h,2025-12-09 15:00:00+00:00,25747,6,BREAKOUT,LONG,3.588922861165235,2025-W50,0.009249442417689937,TP,2025-12-09 16:00:00+00:00,92676.9,R150,0.975
1h,2025-12-18 13:00:00+00:00,25961,6,BREAKOUT,LONG,4.590301234635693,2025-W51,-0.0072105696654590195,SL,2025-12-18 14:00:00+00:00,88804.0,R150,0.975
1h,2025-12-26 02:00:00+00:00,26142,6,BREAKOUT,LONG,1.8623115708889675,2025-W52,-0.007618697066608391,SL,2025-12-26 04:00:00+00:00,89151.8,R150,0.975
1h,2026-01-04 00:00:00+00:00,26356,6,BREAKOUT,LONG,3.013048109588512,2026-W01,-0.004710637671336003,SL,2026-01-04 01:00:00+00:00,91301.4,R150,0.975
1h,2026-01-05 00:00:00+00:00,26380,6,BREAKOUT,LONG,3.017480722443125,2026-W02,0.003899365271831824,TP,2026-01-05 01:00:00+00:00,92368.0,R150,0.975
1h,2026-01-18 23:00:00+00:00,26715,6,BREAKOUT,SHORT,9.006074821264725,2026-W03,0.0037355951032965197,TP,2026-01-19 00:00:00+00:00,93614.0,R150,0.975
4h,2026-01-25 16:00:00+00:00,6705,3,BREAKOUT,SHORT,3.405886596154289,2026-W04,-0.010181861907769095,SL,2026-01-26 00:00:00+00:00,86459.4,R150,0.975
1h,2026-01-29 15:00:00+00:00,26971,6,BREAKOUT,SHORT,5.82329294115749,2026-W05,-0.008520533740276002,SL,2026-01-29 17:00:00+00:00,84897.9,R150,0.975
1h,2026-02-03 17:00:00+00:00,27093,6,BREAKOUT,SHORT,2.941440269386158,2026-W06,0.014477052017563498,TP,2026-02-03 18:00:00+00:00,74882.4,R150,0.975
1h,2026-02-14 11:00:00+00:00,27351,6,BREAKOUT,LONG,2.939869116536619,2026-W07,-0.006103311562247025,SL,2026-02-14 12:00:00+00:00,70464.8,R150,0.975
1h,2026-02-17 14:00:00+00:00,27426,6,BREAKOUT,SHORT,2.2644050425444244,2026-W08,-0.009624654326866043,SL,2026-02-17 16:00:00+00:00,66846.8,R150,0.975
1h,2026-02-23 01:00:00+00:00,27557,6,BREAKOUT,SHORT,9.87750632925631,2026-W09,-0.009289369848133054,SL,2026-02-23 03:00:00+00:00,64387.2,R150,0.975
1h,2026-03-02 15:00:00+00:00,27739,6,BREAKOUT,LONG,3.3104169284791145,2026-W10,0.002520894757638782,TIME,2026-03-02 21:00:00+00:00,69089.1,R150,0.975
1h,2026-03-15 22:00:00+00:00,28058,6,BREAKOUT,LONG,1.366999630455313,2026-W11,-0.007557053114291055,SL,2026-03-16 01:00:00+00:00,72715.7,R150,0.975
1h,2026-03-21 23:00:00+00:00,28203,6,BREAKOUT,SHORT,7.517895859468894,2026-W12,0.005716897342329998,TP,2026-03-22 00:00:00+00:00,68881.5,R150,0.975
1h,2026-03-27 10:00:00+00:00,28334,6,BREAKOUT,SHORT,2.777808165893703,2026-W13,0.006187747154525249,TIME,2026-03-27 16:00:00+00:00,66456.4,R150,0.975
4h,2026-04-05 20:00:00+00:00,7126,3,BREAKOUT,LONG,3.7613369854792826,2026-W14,0.009575958212392712,TP,2026-04-06 08:00:00+00:00,68997.9,R150,0.975
1h,2026-04-07 22:00:00+00:00,28610,6,BREAKOUT,LONG,3.3366280685337495,2026-W15,0.012303730639162737,TP,2026-04-07 23:00:00+00:00,71479.9,R150,0.975
1h,2026-04-13 22:00:00+00:00,28754,6,BREAKOUT,LONG,2.902256857558429,2026-W16,-0.010244350823439384,SL,2026-04-14 01:00:00+00:00,74600.0,R150,0.975
1h,2026-04-22 02:00:00+00:00,28950,6,BREAKOUT,LONG,1.2900464207515014,2026-W17,0.003682549504950451,TIME,2026-04-22 08:00:00+00:00,77568.0,R150,0.975
1h,2026-04-27 15:00:00+00:00,29083,6,BREAKOUT,SHORT,2.0388508088840647,2026-W18,-0.0012576862949452137,TIME,2026-04-27 21:00:00+00:00,76760.0,R150,0.975
1h,2026-05-10 15:00:00+00:00,29395,6,BREAKOUT,LONG,3.2270872431773543,2026-W19,-0.0038785679616549205,SL,2026-05-10 16:00:00+00:00,81381.5,R150,0.975
1h,2026-05-15 13:00:00+00:00,29513,6,BREAKOUT,SHORT,5.253558205977133,2026-W20,-0.008067474985238464,SL,2026-05-15 14:00:00+00:00,78727.8,R150,0.975
1h,2026-05-23 20:00:00+00:00,29712,6,BREAKOUT,LONG,5.139132899955515,2026-W21,-0.0072058230538330475,SL,2026-05-23 21:00:00+00:00,77246.9,R150,0.975
1h,2026-05-28 03:00:00+00:00,29815,6,BREAKOUT,SHORT,2.290274570178231,2026-W22,-0.005456331496058895,TIME,2026-05-28 09:00:00+00:00,73224.4,R150,0.975
4h,2026-06-02 12:00:00+00:00,7472,3,BREAKOUT,SHORT,3.0843863561003304,2026-W23,0.021650368004620668,TP,2026-06-03 00:00:00+00:00,67274.0,R150,0.975
1h,2026-06-14 21:00:00+00:00,30241,6,BREAKOUT,LONG,3.203845516940163,2026-W24,-0.006769033862388528,SL,2026-06-14 22:00:00+00:00,65284.4,R150,0.975
1h,2026-06-18 15:00:00+00:00,30331,6,BREAKOUT,SHORT,4.27707288939492,2026-W25,-0.009447253283149047,SL,2026-06-18 18:00:00+00:00,62337.8,R150,0.975
1h,2026-06-24 13:00:00+00:00,30473,6,BREAKOUT,SHORT,3.1369791823656543,2026-W26,0.008917681251680633,TP,2026-06-24 15:00:00+00:00,61308.2,R150,0.975
1h,2026-06-30 12:00:00+00:00,30616,6,BREAKOUT,SHORT,3.765665292015768,2026-W27,-0.0071248586718925516,SL,2026-06-30 13:00:00+00:00,58374.8,R150,0.975
1h,2026-07-06 12:00:00+00:00,30760,6,BREAKOUT,SHORT,2.562836132980641,2026-W28,-0.007688572465283925,SL,2026-07-06 14:00:00+00:00,61733.6,R150,0.975
1h,2026-07-14 12:00:00+00:00,30952,6,BREAKOUT,LONG,5.462571835947792,2026-W29,-0.006765375835890928,SL,2026-07-14 14:00:00+00:00,63935.2,R150,0.975
1h,2026-07-26 22:00:00+00:00,31250,6,BREAKOUT,LONG,4.293806806824275,2026-W30,-0.004354534121022989,SL,2026-07-27 00:00:00+00:00,65384.7,R150,0.975
1h,2026-07-27 22:00:00+00:00,31274,6,BREAKOUT,SHORT,2.5272029057830565,2026-W31,0.008644670991970473,TP,2026-07-28 01:00:00+00:00,63755.5,R150,0.975
1h,2026-08-09 13:00:00+00:00,31577,6,BREAKOUT,LONG,1.3172344481355545,2026-W32,-0.0021411534626888926,TIME,2026-08-09 19:00:00+00:00,65195.0,R150,0.975
1h,2026-08-16 16:00:00+00:00,31748,6,BREAKOUT,LONG,1.647338228782549,2026-W33,-0.00246841846522,SL,2026-08-16 17:00:00+00:00,63232.7,R150,0.975
1h,2026-08-19 15:00:00+00:00,31819,6,BREAKOUT,LONG,10.729920641841797,2026-W34,-0.009737191762015983,SL,2026-08-19 17:00:00+00:00,68523.7,R150,0.975
1h,2023-01-08 23:00:00+00:00,172,6,COMBINED,LONG,29.089392106636073,2023-W01,0.0012958942940897735,TP,2023-01-09 00:00:00+00:00,17124.6,R100,0.9
1h,2023-01-11 23:00:00+00:00,244,6,COMBINED,LONG,43.84535968696798,2023-W02,0.003844120074042502,TP,2023-01-12 00:00:00+00:00,17935.6,R100,0.9
1h,2023-01-20 20:00:00+00:00,457,6,COMBINED,LONG,48.02430315538325,2023-W03,0.007045584140544405,TP,2023-01-20 22:00:00+00:00,22287.2,R100,0.9
1h,2023-01-25 21:00:00+00:00,578,6,COMBINED,LONG,36.40714174458072,2023-W04,-0.010538885736931345,SL,2023-01-25 22:00:00+00:00,23593.3,R100,0.9
1h,2023-02-02 00:00:00+00:00,749,6,COMBINED,LONG,23.836384181184822,2023-W05,-0.011178154567054564,SL,2023-02-02 01:00:00+00:00,24194.4,R100,0.9
1h,2023-02-09 19:00:00+00:00,936,6,COMBINED,SHORT,27.11598794056023,2023-W06,0.0060954448732773465,TP,2023-02-09 20:00:00+00:00,22027.3,R100,0.9
1h,2023-02-15 20:00:00+00:00,1081,6,COMBINED,LONG,41.512721413287544,2023-W07,0.009537869141891532,TP,2023-02-15 22:00:00+00:00,24144.8,R100,0.9
1h,2023-02-24 15:00:00+00:00,1292,6,COMBINED,SHORT,24.67990100942954,2023-W08,0.005780865476613885,TP,2023-02-24 16:00:00+00:00,23337.1,R100,0.9
1h,2023-03-03 01:00:00+00:00,1446,6,COMBINED,SHORT,56.25580642113326,2023-W09,-0.011813280037996808,SL,2023-03-03 02:00:00+00:00,22137.2,R100,0.9
1h,2023-03-09 20:00:00+00:00,1609,6,COMBINED,SHORT,43.02393312462301,2023-W10,-0.012831617929289272,SL,2023-03-09 21:00:00+00:00,20098.0,R100,0.9
1h,2023-03-14 12:00:00+00:00,1721,6,COMBINED,LONG,34.25309638870665,2023-W11,0.013053536915346,TP,2023-03-14 13:00:00+00:00,25870.0,R100,0.9
1h,2023-03-22 19:00:00+00:00,1920,6,COMBINED,SHORT,41.35682834468699,2023-W12,-0.015298612983329405,SL,2023-03-22 20:00:00+00:00,26653.3,R100,0.9
1h,2023-03-27 14:00:00+00:00,2035,6,COMBINED,SHORT,39.440522744796645,2023-W13,0.006001949281550458,TP,2023-03-27 15:00:00+00:00,26933.0,R100,0.9
1h,2023-04-09 21:00:00+00:00,2354,6,COMBINED,LONG,23.591050474316283,2023-W14,-0.005892287185920551,SL,2023-04-09 23:00:00+00:00,28423.2,R100,0.9
1h,2023-04-10 16:00:00+00:00,2373,6,COMBINED,LONG,41.02197129162713,2023-W15,0.003915739768943606,TP,2023-04-10 17:00:00+00:00,29033.1,R100,0.9
1h,2023-04-19 08:00:00+00:00,2581,6,COMBINED,SHORT,36.265722076627306,2023-W16,-0.009678430645074952,SL,2023-04-19 14:00:00+00:00,29148.1,R100,0.9
1h,2023-04-26 12:00:00+00:00,2753,6,COMBINED,LONG,41.4789864187197,2023-W17,-0.010275991877366995,SL,2023-04-26 13:00:00+00:00,29955.1,R100,0.9
1h,2023-05-01 01:00:00+00:00,2862,6,COMBINED,SHORT,30.884285694968654,2023-W18,0.007904144272265103,TP,2023-05-01 05:00:00+00:00,28488.2,R100,0.9
1h,2023-05-10 12:00:00+00:00,3089,6,COMBINED,LONG,35.725002893986584,2023-W19,-0.00628106385202226,SL,2023-05-10 13:00:00+00:00,28160.2,R100,0.9
1h,2023-05-20 17:00:00+00:00,3334,6,COMBINED,LONG,34.96330992601856,2023-W20,-0.0036789348915508544,SL,2023-05-20 18:00:00+00:00,27129.9,R100,0.9
1h,2023-05-24 03:00:00+00:00,3416,6,COMBINED,SHORT,28.773718538344987,2023-W21,0.003005843428144418,TP,2023-05-24 06:00:00+00:00,26770.0,R100,0.9
1h,2023-05-31 04:00:00+00:00,3585,6,COMBINED,SHORT,24.62114535683802,2023-W22,0.0041440930909609226,TP,2023-05-31 05:00:00+00:00,27243.4,R100,0.9
1h,2023-06-05 15:00:00+00:00,3716,6,COMBINED,SHORT,45.83982661674335,2023-W23,0.005055064132617084,TP,2023-06-05 16:00:00+00:00,25991.9,R100,0.9
1h,2023-06-14 20:00:00+00:00,3937,6,COMBINED,SHORT,54.9968800215598,2023-W24,-0.008736269975986031,SL,2023-06-14 21:00:00+00:00,24920.1,R100,0.9
1h,2023-06-23 15:00:00+00:00,4148,6,COMBINED,LONG,40.53261198809405,2023-W25,-0.009580764651560268,SL,2023-06-23 16:00:00+00:00,31232.9,R100,0.9
1h,2023-06-29 10:00:00+00:00,4287,6,COMBINED,LONG,19.891398341813378,2023-W26,-0.00624953787084964,SL,2023-06-29 13:00:00+00:00,30688.7,R100,0.9
1h,2023-07-06 08:00:00+00:00,4453,6,COMBINED,LONG,38.25925348036811,2023-W27,-0.006708200321781597,SL,2023-07-06 09:00:00+00:00,31325.6,R100,0.9
1h,2023-07-14 18:00:00+00:00,4655,6,COMBINED,SHORT,34.04344561295621,2023-W28,-0.009209638223427184,SL,2023-07-15 00:00:00+00:00,30074.6,R100,0.9
1h,2023-07-23 17:00:00+00:00,4870,6,COMBINED,LONG,31.423680359950737,2023-W29,0.0007280136660359772,TP,2023-07-23 18:00:00+00:00,30110.1,R100,0.9
1h,2023-07-24 09:00:00+00:00,4886,6,COMBINED,SHORT,32.38097105541519,2023-W30,-0.007293008514015429,SL,2023-07-24 10:00:00+00:00,29162.0,R100,0.9
1h,2023-08-01 23:00:00+00:00,5092,6,COMBINED,LONG,30.38344879790236,2023-W31,0.004403080395019967,TP,2023-08-02 01:00:00+00:00,29701.2,R100,0.9
1h,2023-08-08 12:00:00+00:00,5249,6,COMBINED,LONG,27.993588216724223,2023-W32,-0.004507824015232474,SL,2023-08-08 13:00:00+00:00,29561.0,R100,0.9
1h,2023-08-17 21:00:00+00:00,5474,6,COMBINED,SHORT,39.49290957917783,2023-W33,-0.017336462585034018,SL,2023-08-17 22:00:00+00:00,26250.0,R100,0.9
1h,2023-08-23 16:00:00+00:00,5613,6,COMBINED,LONG,27.133124168334028,2023-W34,0.003653952464712397,TP,2023-08-23 17:00:00+00:00,26379.2,R100,0.9
1h,2023-08-29 14:00:00+00:00,5755,6,COMBINED,LONG,80.87700826581113,2023-W35,-0.008078441278711988,SL,2023-08-29 15:00:00+00:00,27484.8,R100,0.9
4h,2023-09-07 20:00:00+00:00,1480,3,COMBINED,LONG,16.40794604306853,2023-W36,-0.009594296264962497,SL,2023-09-08 08:00:00+00:00,26240.7,R100,0.9
1h,2023-09-11 14:00:00+00:00,6067,6,COMBINED,SHORT,28.851506139208755,2023-W37,0.004404077703447697,TP,2023-09-11 15:00:00+00:00,25138.8,R100,0.9
4h,2023-09-18 08:00:00+00:00,1543,3,COMBINED,LONG,26.563413721033303,2023-W38,0.005037314719152976,TP,2023-09-18 12:00:00+00:00,27184.6,R100,0.9
1h,2023-10-01 22:00:00+00:00,6555,6,COMBINED,LONG,52.59465249277656,2023-W39,-0.0075361705776431625,SL,2023-10-02 01:00:00+00:00,27989.6,R100,0.9
1h,2023-10-06 12:00:00+00:00,6665,6,COMBINED,SHORT,23.13275969086678,2023-W40,-0.006246660345128717,SL,2023-10-06 13:00:00+00:00,27238.7,R100,0.9
1h,2023-10-15 20:00:00+00:00,6889,6,COMBINED,LONG,20.119208985029903,2023-W41,-0.004827952224579822,SL,2023-10-15 21:00:00+00:00,27193.9,R100,0.9
1h,2023-10-16 05:00:00+00:00,6898,6,COMBINED,LONG,33.12189448279382,2023-W42,-0.008528329368976016,SL,2023-10-16 09:00:00+00:00,27903.4,R100,0.9
1h,2023-10-23 22:00:00+00:00,7083,6,COMBINED,LONG,31.399428548656765,2023-W43,-0.020957063375010077,SL,2023-10-23 23:00:00+00:00,33358.8,R100,0.9
1h,2023-11-04 22:00:00+00:00,7371,6,COMBINED,LONG,22.787178813020287,2023-W44,-0.004816577485371841,SL,2023-11-04 23:00:00+00:00,35171.8,R100,0.9
1h,2023-11-09 14:00:00+00:00,7483,6,COMBINED,LONG,23.071371043924074,2023-W45,-0.012394616374491072,SL,2023-11-09 15:00:00+00:00,37922.4,R100,0.9
1h,2023-11-15 18:00:00+00:00,7631,6,COMBINED,LONG,35.995700312284086,2023-W46,0.0061833758055658845,TP,2023-11-15 19:00:00+00:00,37413.8,R100,0.9
1h,2023-11-22 18:00:00+00:00,7799,6,COMBINED,LONG,25.372973210798822,2023-W47,0.0053500909710205175,TP,2023-11-22 20:00:00+00:00,37201.8,R100,0.9
1h,2023-12-02 19:00:00+00:00,8040,6,COMBINED,LONG,34.84553514235327,2023-W48,0.002754030592052427,TP,2023-12-02 20:00:00+00:00,39416.4,R100,0.9
4h,2023-12-05 16:00:00+00:00,2013,3,COMBINED,LONG,26.478634258278746,2023-W49,-0.004623146416024069,TIME,2023-12-06 04:00:00+00:00,43834.0,R100,0.9
