signal_ts,entry_ts,friday_wib,period,direction,ret5,flow5,qv5,vol_rel,flow_strength_rel,close_pos,pnl,win,reason
2024-11-07 17:45:00+00:00,2024-11-07 18:00:00+00:00,2024-11-08,discovery,SHORT,-0.0010333446839719818,0.1689778479220747,179948637.00550002,3.322021679467984,1.151042178219565,0.25050033355572077,-7.249999999999999,0,SL
2024-11-07 19:15:00+00:00,2024-11-07 19:30:00+00:00,2024-11-08,discovery,LONG,0.0005181442303656691,-0.1771422352868205,160620301.3072,2.9138362507198567,1.2523639590904392,0.5783463428736689,-7.249999999999999,0,SL
2024-11-07 22:15:00+00:00,2024-11-07 22:30:00+00:00,2024-11-08,discovery,LONG,0.0006138889734164099,-0.13419753824424419,79761244.9583,1.4738349800278563,1.0238962515546224,0.5869324473975763,-7.249999999999999,0,SL
2024-11-14 17:45:00+00:00,2024-11-14 18:00:00+00:00,2024-11-15,discovery,LONG,0.0003518818394230294,-0.3075038379957945,140933173.7056,1.6223132400848452,2.0776325639562394,0.6870245139475767,-7.249999999999999,0,SL
2024-11-14 21:30:00+00:00,2024-11-14 21:45:00+00:00,2024-11-15,discovery,LONG,0.0006465350719710994,-0.1661953486661657,79670897.4834,1.0033445487032686,1.1389136295237619,0.6654328603742625,-7.249999999999999,0,SL
2024-11-14 23:30:00+00:00,2024-11-14 23:45:00+00:00,2024-11-15,discovery,LONG,0.0038091910239181903,-0.15705792376283012,400122360.8673,5.038986659766631,1.0924076712032182,0.8080345459303878,5.75,1,TP
2024-11-15 15:30:00+00:00,2024-11-15 15:45:00+00:00,2024-11-15,discovery,SHORT,-0.000944250713282857,0.3537059085728178,338762587.2366,4.590905820278348,2.33008014761387,0.4599633951041034,-7.249999999999999,0,SL
2024-12-06 08:00:00+00:00,2024-12-06 08:15:00+00:00,2024-12-06,discovery,LONG,0.0002176584024280448,-0.33983141668409866,117718108.9831,1.3584068949600785,2.338145239664281,0.9234073013600765,-7.249999999999999,0,SL
2024-12-13 11:45:00+00:00,2024-12-13 12:00:00+00:00,2024-12-13,discovery,SHORT,-0.00012357527179074346,0.3083785179614844,48858179.6031,1.1122670737731832,1.9175754275793142,0.25479744136461313,-7.249999999999999,0,SL
2025-01-02 19:15:00+00:00,2025-01-02 19:30:00+00:00,2025-01-03,discovery,SHORT,-0.00012092951756303982,0.30074321365164436,124188532.3363,3.1943909971565425,1.6667033280932957,0.37038140643623585,-7.249999999999999,0,SL
2025-01-03 02:15:00+00:00,2025-01-03 02:30:00+00:00,2025-01-03,discovery,LONG,1.954316313312887e-05,-0.36635067153142686,44707308.1445,1.153769825894854,2.173406122847858,0.6448501550120901,-7.249999999999999,0,SL
2025-01-10 08:00:00+00:00,2025-01-10 08:15:00+00:00,2025-01-10,discovery,LONG,0.00048494453248815184,-0.2481523413322445,52479472.2733,1.0292235625745358,1.356772617560458,0.9840380845701161,-7.249999999999999,0,SL
2025-01-17 15:45:00+00:00,2025-01-17 16:00:00+00:00,2025-01-17,discovery,LONG,0.0007837111321640222,-0.20108454064804193,57284515.0914,1.0677226623884881,1.170126589542961,0.9997111496244777,5.75,1,TP
2025-01-31 02:15:00+00:00,2025-01-31 02:30:00+00:00,2025-01-31,discovery,SHORT,-0.0006667005125737813,0.1634993805697771,75363571.1662,2.2379887995622902,1.0502319458831628,0.09893565553944815,-7.249999999999999,0,SL
2025-01-31 16:30:00+00:00,2025-01-31 16:45:00+00:00,2025-01-31,discovery,LONG,0.0017075775783323976,-0.17620634769429033,106209348.272,3.5078613798728733,1.1666637276219427,0.6334725345325899,-7.249999999999999,0,SL
2025-01-31 16:45:00+00:00,2025-01-31 17:00:00+00:00,2025-01-31,discovery,LONG,3.141711166310124e-05,-0.15724070729975903,54210189.9704,1.7308609965567066,1.0410920611697803,0.780141843971667,-7.249999999999999,0,SL
2025-02-20 17:30:00+00:00,2025-02-20 17:45:00+00:00,2025-02-21,discovery,LONG,0.0009048395111208585,-0.38349625295899215,73018054.8142,2.7728740485621692,2.1639863700343462,0.7395833333333158,-7.249999999999999,0,SL
2025-02-20 19:30:00+00:00,2025-02-20 19:45:00+00:00,2025-02-21,discovery,LONG,0.0010506554379565713,-0.33411839554959333,51329410.3729,1.9276815061666115,1.7824967277665562,0.6059701492537561,-7.249999999999999,0,SL
2025-02-28 03:15:00+00:00,2025-02-28 03:30:00+00:00,2025-02-28,discovery,SHORT,-0.001897685391400783,0.22894780115921343,110962406.3069,1.8029855390747223,1.8125324020915132,0.25793592204340776,5.75,1,TP
2025-02-28 05:00:00+00:00,2025-02-28 05:15:00+00:00,2025-02-28,discovery,SHORT,-0.0008925620662372236,0.16879528737184768,127847843.9055,1.813545731426446,1.270384828084415,0.030537515545123545,5.75,1,TP
2025-03-21 14:00:00+00:00,2025-03-21 14:15:00+00:00,2025-03-21,discovery,LONG,0.0017446389446968968,-0.2490869876189875,131003648.9783,3.8240222258374374,1.2571543090202393,0.520039100684262,-7.249999999999999,0,SL
2025-04-04 07:45:00+00:00,2025-04-04 08:00:00+00:00,2025-04-04,discovery,LONG,0.00026326416593502877,-0.17875125859757102,60562177.208900005,1.505413922084125,1.1797315851678558,0.9397049390634935,-7.249999999999999,0,SL
2025-04-04 08:30:00+00:00,2025-04-04 08:45:00+00:00,2025-04-04,discovery,LONG,0.0006431149979628792,-0.2945801943862112,53201170.7941,1.2887725439358717,1.9351222082757706,0.9639436619718638,-7.249999999999999,0,SL
2025-04-04 13:30:00+00:00,2025-04-04 13:45:00+00:00,2025-04-04,discovery,SHORT,-0.001167644356405928,0.21571217861472736,216620642.61729997,4.449376086508595,1.5617681270214778,0.2177681473456059,-7.249999999999999,0,SL
2025-04-11 15:00:00+00:00,2025-04-11 15:15:00+00:00,2025-04-11,discovery,SHORT,-0.0012204051745179356,0.2244346867690039,73610677.6356,1.1401521813803857,1.440538297795877,0.31512605042017144,-7.249999999999999,0,SL
2025-04-25 09:00:00+00:00,2025-04-25 09:15:00+00:00,2025-04-25,discovery,LONG,0.0007204125804984862,-0.26406840641628593,37373437.3295,1.0428823222543875,1.5841644925616762,0.8532028469750814,5.75,1,TP
2025-05-01 19:00:00+00:00,2025-05-01 19:15:00+00:00,2025-05-02,discovery,SHORT,-0.0009210707628932724,0.218402439702706,54800505.5836,1.4783741781715003,1.2013785785213307,0.059501845018456095,-7.249999999999999,0,SL
2025-05-08 19:15:00+00:00,2025-05-08 19:30:00+00:00,2025-05-09,discovery,LONG,0.0005430605467997562,-0.1767455243519015,70259007.8127,1.1970276100091108,1.1510323624647365,0.5269333333333489,5.75,1,TP
2025-05-08 19:45:00+00:00,2025-05-08 20:00:00+00:00,2025-05-09,discovery,LONG,0.0015113539476210303,-0.22372798381680536,135816590.5709,2.329297702157691,1.4735781408183277,0.8918281822943882,5.75,1,TP
2025-05-09 07:15:00+00:00,2025-05-09 07:30:00+00:00,2025-05-09,discovery,LONG,0.0005486981677915725,-0.16178117555953897,109829425.2514,1.8842852482965669,1.053502404900555,0.944490472245221,-7.249999999999999,0,SL
2025-05-09 14:00:00+00:00,2025-05-09 14:15:00+00:00,2025-05-09,discovery,LONG,0.0008451180892981025,-0.159019354691725,64030804.3756,1.005406563396385,1.0858695690113516,0.6791348600508758,-7.249999999999999,0,SL
2025-06-06 14:45:00+00:00,2025-06-06 15:00:00+00:00,2025-06-06,discovery,LONG,0.0005274065071643186,-0.4489244808800058,93892397.4504,1.5075138838584237,2.60870414434929,0.5272608553705468,-7.249999999999999,0,SL
2025-06-12 17:15:00+00:00,2025-06-12 17:30:00+00:00,2025-06-13,discovery,LONG,0.0009887771936873957,-0.2018597095975676,197956114.1382,4.415233591556993,1.0809819815579866,0.7894165535956422,-7.249999999999999,0,SL
2025-06-20 08:15:00+00:00,2025-06-20 08:30:00+00:00,2025-06-20,discovery,LONG,8.086506817117645e-05,-0.2398333809323343,133117127.1976,6.1257554761992195,1.1481650438322266,0.6856388993592414,-7.249999999999999,0,SL
2025-06-27 01:15:00+00:00,2025-06-27 01:30:00+00:00,2025-06-27,discovery,LONG,0.00018610653897943585,-0.179791801929421,54977600.6193,1.8791484745724532,1.0248353262440895,0.7035019455252466,-7.249999999999999,0,SL
2025-07-10 18:15:00+00:00,2025-07-10 18:30:00+00:00,2025-07-11,discovery,SHORT,-0.0007850714556321137,0.18487115849003066,201339271.53329998,5.737342431127271,1.0664224391326271,0.15814040328602721,-7.249999999999999,0,SL
2025-07-10 19:00:00+00:00,2025-07-10 19:15:00+00:00,2025-07-11,discovery,LONG,0.00032316806852916713,-0.1827667911071228,87080255.9737,2.3491034400490762,1.0217968207673684,0.8261526832955347,5.75,1,TP
2025-07-25 00:15:00+00:00,2025-07-25 00:30:00+00:00,2025-07-25,discovery,SHORT,-0.0003789837808506613,0.3433694666130893,116236210.2763,2.9106436746856845,1.7334710959827526,0.06677202686688401,5.75,1,TP
2025-07-25 03:15:00+00:00,2025-07-25 03:30:00+00:00,2025-07-25,discovery,SHORT,-7.672962806815065e-05,0.21119448003090135,99215606.45729999,2.0754737811745056,1.045843079711227,0.4304904051172894,-7.249999999999999,0,SL
2025-07-25 03:45:00+00:00,2025-07-25 04:00:00+00:00,2025-07-25,discovery,SHORT,-2.686594845024981e-05,0.27194391724178524,85734541.0152,1.761579627243944,1.3860016481277626,0.23178082191782418,-7.249999999999999,0,SL
2025-07-25 07:00:00+00:00,2025-07-25 07:15:00+00:00,2025-07-25,discovery,LONG,0.003536888355121004,-0.33032202272865485,456042964.7697,9.062492631875955,1.7122719766261356,0.872545454545444,-7.249999999999999,0,SL
2025-07-25 12:00:00+00:00,2025-07-25 12:15:00+00:00,2025-07-25,discovery,LONG,0.00036498262253314984,-0.24172160103784446,107889837.3415,1.7206458224885774,1.280735447709736,0.6163572773742079,-7.249999999999999,0,SL
2025-07-31 18:45:00+00:00,2025-07-31 19:00:00+00:00,2025-08-01,discovery,SHORT,-0.0005880893215896021,0.21832501204483878,55606872.0166,1.803570666128516,1.1449868190731005,0.16358620689655975,5.75,1,TP
2025-07-31 19:30:00+00:00,2025-07-31 19:45:00+00:00,2025-08-01,discovery,SHORT,-0.00020612102468664517,0.27819104806703976,76282269.9607,2.488497593047013,1.4388194640641019,0.2895752895752921,5.75,1,TP
2025-07-31 21:00:00+00:00,2025-07-31 21:15:00+00:00,2025-08-01,discovery,SHORT,-8.755364806867227e-05,0.20454454203692518,40651037.2088,1.3037254006529968,1.015067274121467,0.27236794825728394,5.75,1,TP
2025-08-07 19:45:00+00:00,2025-08-07 20:00:00+00:00,2025-08-08,discovery,LONG,0.0009070665943742284,-0.22974970276250928,191795014.6645,6.708934853019684,1.0530344409362702,0.7950038629925555,-7.249999999999999,0,SL
2025-08-08 14:15:00+00:00,2025-08-08 14:30:00+00:00,2025-08-08,discovery,LONG,0.00013456297032754527,-0.23264400187801426,41977569.7502,1.5393794639553495,1.1951946520721617,0.584213172448469,-7.249999999999999,0,SL
2025-08-21 20:15:00+00:00,2025-08-21 20:30:00+00:00,2025-08-22,discovery,LONG,0.0002055516748902253,-0.456994564724548,35492011.1417,1.3176783158515613,2.47547743894418,0.8934065934066254,-7.249999999999999,0,SL
2025-08-29 15:30:00+00:00,2025-08-29 15:45:00+00:00,2025-08-29,discovery,LONG,0.00042904674118249275,-0.31489114152502484,83358414.8048,2.484461523962488,1.700777053884573,0.6947447824993838,-7.249999999999999,0,SL
2025-09-12 02:15:00+00:00,2025-09-12 02:30:00+00:00,2025-09-12,discovery,SHORT,-3.810345260590875e-05,0.3185513736653254,29772794.971100003,1.049584616971999,1.4304423334588063,0.3806722689075263,-7.249999999999999,0,SL
2025-09-12 05:45:00+00:00,2025-09-12 06:00:00+00:00,2025-09-12,discovery,LONG,0.00016444435981810557,-0.47603149999411576,34852484.3772,1.1462555885726775,2.1978339242524547,0.6138828633406143,-7.249999999999999,0,SL
2025-09-19 04:00:00+00:00,2025-09-19 04:15:00+00:00,2025-09-19,discovery,SHORT,-0.00018161460524090955,0.23519601799059986,57251867.3396,2.3328932398539446,1.2130954780684755,0.2635317997293521,-7.249999999999999,0,SL
2025-09-25 17:15:00+00:00,2025-09-25 17:30:00+00:00,2025-09-26,discovery,SHORT,-1.183060395237856e-05,0.20737719844028013,133799497.7403,3.5674866143401727,1.0874641488884034,0.1375661375661321,-7.249999999999999,0,SL
2025-09-26 15:00:00+00:00,2025-09-26 15:15:00+00:00,2025-09-26,discovery,SHORT,-0.0007634960779059341,0.1780478431271999,39298664.3107,1.0052534039006582,1.1882881129904839,0.4156202143950906,-7.249999999999999,0,SL
2025-10-16 17:45:00+00:00,2025-10-16 18:00:00+00:00,2025-10-17,discovery,SHORT,-0.00031038085393542136,0.28847272714461436,66055168.3527,1.827495058966713,1.925884948381709,0.16445690973992982,-7.249999999999999,0,SL
2025-10-17 07:15:00+00:00,2025-10-17 07:30:00+00:00,2025-10-17,discovery,SHORT,-0.0006950015376555596,0.164819996218583,96965847.815,2.1645311434450503,1.0666430465745709,0.3602113484952949,5.75,1,TP
2025-10-24 15:15:00+00:00,2025-10-24 15:30:00+00:00,2025-10-24,validation,LONG,0.0008538055007529799,-0.1929564121030043,32366844.0309,1.0344727013964927,1.063129210851716,0.8505957836847055,-7.249999999999999,0,SL
2025-10-31 14:00:00+00:00,2025-10-31 14:15:00+00:00,2025-10-31,validation,SHORT,-0.0030579320326543646,0.34894488680856983,173265780.899,3.665412177696571,2.0092555217392394,0.0565581924115227,-7.249999999999999,0,SL
2025-11-14 16:30:00+00:00,2025-11-14 16:45:00+00:00,2025-11-14,validation,SHORT,-0.0007822954194544041,0.2008709111639846,105858236.6291,1.2599079886617943,1.2411223927614645,0.4064516129032144,5.75,1,TP
2025-11-21 16:00:00+00:00,2025-11-21 16:15:00+00:00,2025-11-21,validation,LONG,0.000441684386336183,-0.13332146455091975,154320792.3818,1.571118058458425,1.142743287734584,0.7650801730720219,5.75,1,TP
2025-11-28 07:45:00+00:00,2025-11-28 08:00:00+00:00,2025-11-28,validation,SHORT,-0.0001617430398228592,0.18521765022878767,67553364.1035,3.239140093221227,1.1628302094916039,0.2045252883761866,-7.249999999999999,0,SL
2025-11-28 14:45:00+00:00,2025-11-28 15:00:00+00:00,2025-11-28,validation,LONG,1.0845857587371555e-05,-0.19106490882208205,77867781.4368,3.737233877870044,1.1995403660376633,0.8739886731391806,-7.249999999999999,0,SL
2025-12-04 20:15:00+00:00,2025-12-04 20:30:00+00:00,2025-12-05,validation,SHORT,-0.0004652335733417168,0.3562534861247386,48748955.2114,1.3470399115661473,2.296393579909904,0.32676709154114675,-7.249999999999999,0,SL
2025-12-18 22:45:00+00:00,2025-12-18 23:00:00+00:00,2025-12-19,validation,SHORT,-0.0013506934999771847,0.424549951996138,31409492.545700002,1.00922198569403,2.925697771943125,0.37160751565762007,-7.249999999999999,0,SL
2025-12-19 16:00:00+00:00,2025-12-19 16:15:00+00:00,2025-12-19,validation,LONG,0.00023436491636452672,-0.16854498424832365,61171368.102,1.5082021748043823,1.1313498725326723,0.7886720609233754,-7.249999999999999,0,SL
2025-12-25 23:00:00+00:00,2025-12-25 23:15:00+00:00,2025-12-26,validation,LONG,0.00045541706615526145,-0.31896593146436436,46924459.422,5.149955454243915,1.3512415704223066,0.7248500999333557,5.75,1,TP
2025-12-26 13:45:00+00:00,2025-12-26 14:00:00+00:00,2025-12-26,validation,LONG,1.7986116966017818e-05,-0.20827562632685082,26699186.8015,1.5033505443066442,1.021989545459892,0.5463016889924549,-7.249999999999999,0,SL
2026-01-02 00:45:00+00:00,2026-01-02 01:00:00+00:00,2026-01-02,validation,LONG,0.0004878823764040696,-0.3041781183623371,17627179.7405,1.668027387714688,1.2653061571098398,0.7209999999999854,-7.249999999999999,0,SL
2026-01-15 19:45:00+00:00,2026-01-15 20:00:00+00:00,2026-01-16,validation,SHORT,-0.0005830940414488506,0.17185749284052187,32821788.7854,1.0034726628259465,1.0145505203928655,0.39239035724657517,-7.249999999999999,0,SL
2026-01-22 20:00:00+00:00,2026-01-22 20:15:00+00:00,2026-01-23,validation,LONG,0.0006802713514464376,-0.3979553876201083,35427428.5397,1.4789374845087286,2.258565053350551,0.9604377104376747,-7.249999999999999,0,SL
2026-01-23 15:30:00+00:00,2026-01-23 15:45:00+00:00,2026-01-23,validation,LONG,0.00042048843937125824,-0.33398918248636134,41032361.5968,2.291902293606026,1.9687761441846168,0.9237334801762188,5.75,1,TP
2026-01-30 07:30:00+00:00,2026-01-30 07:45:00+00:00,2026-01-30,validation,SHORT,-0.0002750061785530278,0.21056611280614712,53251514.8989,1.2771893401064927,1.4355353786842682,0.33993148077651064,-7.249999999999999,0,SL
2026-02-06 16:30:00+00:00,2026-02-06 16:45:00+00:00,2026-02-06,validation,LONG,0.003361864345824639,-0.1954131059500107,144621434.0533,1.2405538834662182,1.8955387516905373,0.9579529072561266,5.75,1,TP
2026-02-13 09:45:00+00:00,2026-02-13 10:00:00+00:00,2026-02-13,validation,SHORT,-0.00018076861020299706,0.1289931609502144,39832629.7282,1.2420974484651148,1.0012374026957183,0.4591836734693996,-7.249999999999999,0,SL
2026-02-13 16:30:00+00:00,2026-02-13 16:45:00+00:00,2026-02-13,validation,SHORT,-0.0015033732116783716,0.13943021232203323,67430645.4557,2.3116446290544967,1.0456132907074456,0.4938411976501938,-7.249999999999999,0,SL
2026-02-20 05:15:00+00:00,2026-02-20 05:30:00+00:00,2026-02-20,validation,LONG,0.0009120807622260418,-0.15806578851808206,58848898.6112,2.7116039350255057,1.1053351944940562,0.8067469879517791,5.75,1,TP
2026-03-06 02:15:00+00:00,2026-03-06 02:30:00+00:00,2026-03-06,validation,LONG,0.0019801896709708,-0.2135184986867248,74257703.8459,1.881624027499222,1.6285992510094378,0.7764791818845787,-7.249999999999999,0,SL
2026-03-06 05:00:00+00:00,2026-03-06 05:15:00+00:00,2026-03-06,validation,LONG,0.00046968942319014495,-0.19554368596172433,43390609.6337,1.1485050701435269,1.4532608546778392,0.5568711876569742,-7.249999999999999,0,SL
2026-03-06 10:15:00+00:00,2026-03-06 10:30:00+00:00,2026-03-06,validation,LONG,8.765022470957895e-05,-0.17888713018520763,51324327.477299996,1.3969858135540698,1.2137733912417004,0.8413751507840624,-7.249999999999999,0,SL
2026-03-13 08:45:00+00:00,2026-03-13 09:00:00+00:00,2026-03-13,validation,SHORT,-0.00013927576601668878,0.16167567148201845,40574691.434200004,1.156889567461669,1.3142277599273562,0.4730960264900669,-7.249999999999999,0,SL
2026-03-13 09:45:00+00:00,2026-03-13 10:00:00+00:00,2026-03-13,validation,LONG,1.9455631432352405e-05,-0.19753141021606824,51724694.39480001,1.43818130885907,1.612496700211174,0.6118012422360336,5.75,1,TP
2026-03-20 14:00:00+00:00,2026-03-20 14:15:00+00:00,2026-03-20,validation,SHORT,-0.0007517860288084321,0.2500178680625662,171662493.5493,5.636155111111945,1.687592589780613,0.3095454545454479,-7.249999999999999,0,SL
2026-04-03 15:00:00+00:00,2026-04-03 15:15:00+00:00,2026-04-03,validation,SHORT,-9.112924068410688e-05,0.3647924740220003,26852621.0223,1.5041258616456925,1.9385673317469423,0.4509803921568604,-7.249999999999999,0,SL
2026-04-10 04:45:00+00:00,2026-04-10 05:00:00+00:00,2026-04-10,validation,LONG,0.00022338555375345237,-0.25545074223966246,38870397.9998,1.4427411039867153,1.4567342857200491,0.6766589057043245,-7.249999999999999,0,SL
2026-04-10 12:30:00+00:00,2026-04-10 12:45:00+00:00,2026-04-10,validation,LONG,0.00032939444015411823,-0.20103642331045946,72731550.361,2.4248013640751354,1.27708337770574,0.5947447126682446,5.75,1,TP
2026-04-10 14:45:00+00:00,2026-04-10 15:00:00+00:00,2026-04-10,validation,LONG,0.001055034906819019,-0.22747581169460862,63667367.663,2.07464858384793,1.426785955359782,0.8028985507246588,-7.249999999999999,0,SL
2026-04-17 14:45:00+00:00,2026-04-17 15:00:00+00:00,2026-04-17,validation,LONG,0.0007960063371879045,-0.23712173644451406,124762175.679,4.329433358461422,1.4938744277884355,0.5163544870002953,-7.249999999999999,0,SL
2026-04-17 16:15:00+00:00,2026-04-17 16:30:00+00:00,2026-04-17,validation,LONG,2.4326788147011058e-05,-0.17471754609074697,72454758.9698,2.514288074538076,1.1180945071468174,0.6544938840631233,-7.249999999999999,0,SL
2026-04-24 07:15:00+00:00,2026-04-24 07:30:00+00:00,2026-04-24,validation,LONG,0.0008361699550862856,-0.5654935375832555,33039929.579299998,1.245458379445807,3.267629428260459,0.5873249815769993,-7.249999999999999,0,SL
2026-04-24 11:30:00+00:00,2026-04-24 11:45:00+00:00,2026-04-24,validation,LONG,0.00026586090362035186,-0.2781312914471247,33789332.3423,1.308869113959826,1.501175413280722,0.5069328896283567,-7.249999999999999,0,SL
2026-04-24 13:00:00+00:00,2026-04-24 13:15:00+00:00,2026-04-24,validation,SHORT,-0.00031911892541169884,0.39841675531018783,51853582.79,2.0188589830095895,2.216444379424709,0.43653846153847553,-7.249999999999999,0,SL
2026-05-08 10:45:00+00:00,2026-05-08 11:00:00+00:00,2026-05-08,validation,SHORT,-2.1206526620409782e-05,0.25495742320993253,64000405.1428,2.923857416278752,1.5338228739555597,0.4632701421801095,-7.249999999999999,0,SL
2026-05-08 12:15:00+00:00,2026-05-08 12:30:00+00:00,2026-05-08,validation,LONG,0.00026292671073702145,-0.20545859667013366,25837869.2186,1.110393490010109,1.2013992772866513,0.9236209335220028,-7.249999999999999,0,SL
2026-05-08 16:15:00+00:00,2026-05-08 16:30:00+00:00,2026-05-08,validation,SHORT,-0.00039031713267023704,0.2486980513468935,25198280.6478,1.0678778922644623,1.3925564893372597,0.20444763271162977,-7.249999999999999,0,SL
2026-05-15 13:45:00+00:00,2026-05-15 14:00:00+00:00,2026-05-15,validation,SHORT,-0.003943597821342459,0.1660413962455316,301494101.743,9.86226069429065,1.1139310884945857,0.14419961114711669,-7.249999999999999,0,SL
2026-05-21 18:00:00+00:00,2026-05-21 18:15:00+00:00,2026-05-22,validation,SHORT,-0.0005854559865769993,0.2887173792977553,71513584.4334,3.7013817015987254,1.603420695256061,0.28190789473683253,-7.249999999999999,0,SL
