arm,partition,execution_utc,candidates,accepted,blocked,n,wins,wr,pf,expectancy,net,max_ls
E15,development,05:00,52,49,3,49,32,0.6530612244897959,1.1571785573403308,0.20336250026538757,9.964762513003992,3
E15,development,09:00,89,45,44,45,29,0.6444444444444445,1.1860511865007661,0.26063818786743503,11.728718454034578,4
E15,development,10:00,97,92,5,92,59,0.6413043478260869,1.4686724390266106,0.7124754299881875,65.54773955891325,5
E15,development,16:00,50,50,0,50,29,0.58,0.7492838306890014,-0.758706293825788,-37.9353146912894,3
E15,reference_validation,05:00,24,24,0,24,15,0.625,0.9707192400168257,-0.04810677304258063,-1.1545625530219352,2
E15,reference_validation,09:00,31,14,17,14,9,0.6428571428571429,1.0398039346929255,0.07842424789321482,1.0979394705050076,2
E15,reference_validation,10:00,41,40,1,40,28,0.7,1.6526411173521134,0.9534565621413045,38.13826248565218,2
E15,reference_validation,16:00,24,24,0,24,14,0.5833333333333334,1.0203244932993154,0.04495146004810261,1.0788350411544627,5
E15,POOLED_MAJOR,05:00,105,101,4,101,63,0.6237623762376238,1.4250493531765844,0.5994311058452471,60.54254169036996,5
E15,POOLED_MAJOR,09:00,171,93,78,93,60,0.6451612903225806,1.5129355959327233,0.9809204755592406,91.22560422700937,4
E15,POOLED_MAJOR,10:00,176,167,9,167,113,0.6766467065868264,1.543281707673967,0.8736854854618583,145.90547607213034,5
E15,POOLED_MAJOR,16:00,123,123,0,123,73,0.5934959349593496,1.007537866821882,0.01816435897525863,2.2342161539568113,7
E20,external,05:00,29,28,1,28,16,0.5714285714285714,2.2908878981135348,1.8260540092008217,51.129512257623006,5
E20,external,09:00,51,33,18,33,20,0.6060606060606061,1.7874845958802343,2.2102932764629633,72.93967812327779,2
E20,external,10:00,38,34,4,34,26,0.7647058823529411,2.086217103810247,2.0646246041057656,70.19723653959603,2
E20,external,16:00,49,49,0,49,30,0.6122448979591837,1.6884849121096448,1.2928151420274263,63.34794195934389,7
E20,development,05:00,52,49,3,49,32,0.6530612244897959,1.2490148782255914,0.3221831851375785,15.786976071741346,3
E20,development,09:00,89,44,45,44,28,0.6363636363636364,1.0881989430852297,0.14252759034778054,6.271213975302343,4
E20,development,10:00,97,91,6,91,58,0.6373626373626373,1.605518980812696,0.8930374920265282,81.26641177441407,5
E20,development,16:00,50,50,0,50,28,0.56,0.7624054168998717,-0.7390064532724758,-36.950322663623794,3
E20,reference_validation,05:00,24,24,0,24,15,0.625,0.9948943496234245,-0.008388319293686922,-0.20131966304848614,2
E20,reference_validation,09:00,31,14,17,14,9,0.6428571428571429,1.159741816413199,0.314733503256594,4.406269045592316,2
E20,reference_validation,10:00,41,39,2,39,26,0.6666666666666666,1.7311951841243605,1.1200666901797534,43.68260091701038,3
E20,reference_validation,16:00,24,24,0,24,14,0.5833333333333334,1.0927394103927974,0.20511074198818272,4.922657807716385,5
E20,POOLED_MAJOR,05:00,105,101,4,101,63,0.6237623762376238,1.4683853451959528,0.6605462244189692,66.71516866631589,5
E20,POOLED_MAJOR,09:00,171,91,80,91,57,0.6263736263736264,1.4370759505133694,0.9188699026832133,83.61716114417241,4
E20,POOLED_MAJOR,10:00,176,164,12,164,110,0.6707317073170732,1.7546950081386476,1.189916153847686,195.14624923102048,5
E20,POOLED_MAJOR,16:00,123,123,0,123,72,0.5853658536585366,1.1041892263340003,0.25463639921493075,31.32027710343648,7
E25,external,05:00,29,28,1,28,16,0.5714285714285714,2.6373032805584287,2.3160835453725985,64.85033927043276,5
E25,external,09:00,51,33,18,33,19,0.5757575757575758,1.4370640431703214,1.2268272440446402,40.48529905347313,3
E25,external,10:00,38,34,4,34,25,0.7352941176470589,1.9470758439605804,2.0154440021602755,68.52509607344936,2
E25,external,16:00,49,49,0,49,30,0.6122448979591837,1.666641171635811,1.251797658642704,61.338085273492496,7
E25,development,05:00,52,49,3,49,32,0.6530612244897959,1.452982091444804,0.5860823018765717,28.718032791952012,3
E25,development,09:00,89,43,46,43,25,0.5813953488372093,1.0570635952987804,0.10783639379922257,4.636964933366571,4
E25,development,10:00,97,91,6,91,55,0.6043956043956044,1.4440418170769993,0.7057387193136243,64.22222345753981,5
E25,development,16:00,50,50,0,50,27,0.54,0.7814770068896262,-0.6874892123933016,-34.37446061966508,3
E25,reference_validation,05:00,24,24,0,24,15,0.625,1.0562865105410462,0.09247582335680316,2.2194197605632757,2
E25,reference_validation,09:00,31,14,17,14,9,0.6428571428571429,1.466825445821456,0.9197692330770836,12.87676926307917,2
E25,reference_validation,10:00,41,39,2,39,26,0.6666666666666666,1.6945896832527316,1.0907423763236728,42.53895267662324,3
E25,reference_validation,16:00,24,24,0,24,14,0.5833333333333334,1.3734509035199831,0.8259572881982636,19.822974916758326,5
E25,POOLED_MAJOR,05:00,105,101,4,101,63,0.6237623762376238,1.672494709006139,0.9483939784450299,95.78779182294802,5
E25,POOLED_MAJOR,09:00,171,90,81,90,53,0.5888888888888889,1.2878743644554747,0.6444337027768762,57.99903324991886,4
E25,POOLED_MAJOR,10:00,176,164,12,164,106,0.6463414634146342,1.630007875432325,1.0688187329732464,175.2862722076124,5
E25,POOLED_MAJOR,16:00,123,123,0,123,71,0.5772357723577236,1.1547202428403451,0.38037885829744505,46.78659957058574,7
E30,external,05:00,29,28,1,28,16,0.5714285714285714,2.605652018982459,2.2713105537119533,63.5966955039347,5
E30,external,09:00,51,33,18,33,19,0.5757575757575758,1.4042172708550194,1.1346272203066086,37.44269827011808,3
E30,external,10:00,38,34,4,34,24,0.7058823529411765,1.8301200969400553,1.7724496153152491,60.26328692071847,2
E30,external,16:00,49,49,0,49,30,0.6122448979591837,1.9262304661622016,1.7392462065616285,85.2230641215198,7
E30,development,05:00,52,49,3,49,32,0.6530612244897959,1.5921881176211052,0.7661913830022172,37.543377767108645,3
E30,development,09:00,89,42,47,42,23,0.5476190476190477,1.1757375111598922,0.35140148248299574,14.75886226428582,4
E30,development,10:00,97,91,6,91,55,0.6043956043956044,1.5626944726009473,0.91509473594072,83.27362097060552,5
E30,development,16:00,50,50,0,50,26,0.52,0.8642004537012221,-0.439244275102607,-21.96221375513035,3
E30,reference_validation,05:00,24,24,0,24,14,0.5833333333333334,0.9597332509396435,-0.06636592773903272,-1.5927822657367852,2
E30,reference_validation,09:00,31,14,17,14,9,0.6428571428571429,1.4808859755025774,0.9474721843990835,13.264610581587169,2
E30,reference_validation,10:00,41,38,3,38,25,0.6578947368421053,1.6159217935342491,1.020948311809224,38.79603584875051,3
E30,reference_validation,16:00,24,24,0,24,14,0.5833333333333334,1.2976151226540455,0.6582321191812984,15.797570860351161,5
E30,POOLED_MAJOR,05:00,105,101,4,101,62,0.6138613861386139,1.6982760650104987,0.9856167426267977,99.54729100530656,5
E30,POOLED_MAJOR,09:00,171,89,82,89,51,0.5730337078651685,1.3206041851046637,0.7355749563594501,65.46617111599106,4
E30,POOLED_MAJOR,10:00,176,163,13,163,104,0.6380368098159509,1.642979004739686,1.118607016810273,182.3329437400745,5
E30,POOLED_MAJOR,16:00,123,123,0,123,70,0.5691056910569106,1.2576733698974178,0.6427513920873221,79.05842122674062,7
E35,external,05:00,29,28,1,28,16,0.5714285714285714,2.7064971955282178,2.413963327209217,67.59097316185807,5
E35,external,09:00,51,33,18,33,18,0.5454545454545454,1.4482602235705677,1.3141260967154174,43.366161191608775,3
E35,external,10:00,38,34,4,34,23,0.6764705882352942,1.9143786124536069,1.9727816659318114,67.07457664168159,2
E35,external,16:00,49,49,0,49,30,0.6122448979591837,1.8670813609657346,1.6281778919328433,79.78071670470932,7
E35,development,05:00,52,49,3,49,31,0.6326530612244898,1.669277161150268,0.8676946709166969,42.51703887491815,4
E35,development,09:00,89,42,47,42,23,0.5476190476190477,1.6416212920416733,1.2829740886165277,53.88491172189416,4
E35,development,10:00,97,91,6,91,55,0.6043956043956044,1.5876209978855682,0.9556320669150489,86.96251808926945,5
E35,development,16:00,50,50,0,50,26,0.52,0.8379139070065174,-0.5242682347737468,-26.213411738687345,3
E35,reference_validation,05:00,24,24,0,24,15,0.625,1.0508141336327357,0.08348499135371142,2.003639792489074,2
E35,reference_validation,09:00,31,14,17,14,7,0.5,0.9387099717759742,-0.1719122713850821,-2.4067717993911497,4
E35,reference_validation,10:00,41,38,3,38,25,0.6578947368421053,1.6190821935270057,1.0261869720922636,38.99510493950602,3
E35,reference_validation,16:00,24,24,0,24,14,0.5833333333333334,1.1437223307952165,0.31786911071376983,7.6288586571304755,5
E35,POOLED_MAJOR,05:00,105,101,4,101,62,0.6138613861386139,1.7863865284416622,1.1100163547452007,112.11165182926527,5
E35,POOLED_MAJOR,09:00,171,89,82,89,48,0.5393258426966292,1.431121692075226,1.0656663046529413,94.84430111411179,4
E35,POOLED_MAJOR,10:00,176,163,13,163,103,0.6319018404907976,1.6788905957013354,1.1842466237451355,193.0321996704571,5
E35,POOLED_MAJOR,16:00,123,123,0,123,70,0.5691056910569106,1.1994553073650036,0.49752978555408506,61.196163623152465,7
E40,external,05:00,29,28,1,28,16,0.5714285714285714,2.448877374461793,2.0495415150631646,57.38716242176861,5
E40,external,09:00,51,33,18,33,18,0.5454545454545454,1.4784883330536331,1.4027432557612358,46.29052744012078,3
E40,external,10:00,38,34,4,34,24,0.7058823529411765,2.131549177439112,2.4365022137314902,82.84107526687067,2
E40,external,16:00,49,49,0,49,30,0.6122448979591837,1.830958716301141,1.5603479349198923,76.45704881107473,7
E40,development,05:00,52,49,3,49,31,0.6326530612244898,1.7159384912170073,0.9281894700627031,45.481284033072455,4
E40,development,09:00,89,42,47,42,23,0.5476190476190477,1.5965700883575844,1.1928905335590725,50.10140240948105,4
E40,development,10:00,97,91,6,91,54,0.5934065934065934,1.5038025503462058,0.8359001498404852,76.06691363548416,5
E40,development,16:00,50,50,0,50,25,0.5,0.8646673991283794,-0.4381185443731416,-21.90592721865708,3
E40,reference_validation,05:00,24,24,0,24,15,0.625,1.1205427184206764,0.1980454469191205,4.7530907260588915,2
E40,reference_validation,09:00,31,14,17,14,6,0.42857142857142855,0.9795492967101805,-0.06312951406144407,-0.883813196860217,5
E40,reference_validation,10:00,41,38,3,38,23,0.6052631578947368,1.7090926678502303,1.2036334543537655,45.73807126544309,3
E40,reference_validation,16:00,24,24,0,24,14,0.5833333333333334,1.1279261562399536,0.2829328838186247,6.790389211646993,5
E40,POOLED_MAJOR,05:00,105,101,4,101,62,0.6138613861386139,1.7548914464138778,1.0655597740683163,107.62153718089994,5
E40,POOLED_MAJOR,09:00,171,89,82,89,47,0.5280898876404494,1.4264850731608485,1.0731249062105799,95.5081166527416,5
E40,POOLED_MAJOR,10:00,176,163,13,163,101,0.6196319018404908,1.7088582732249673,1.2554973016429318,204.64606016779788,5
E40,POOLED_MAJOR,16:00,123,123,0,123,69,0.5609756097560976,1.1998364833949593,0.49871146995174503,61.34151080406464,7
