feature,block,fav_n,baseline_hit,fav_hit,lift,positive
SIDE:adverse_wick_frac,2024-H2,867,0.5080994752452658,0.5397923875432526,0.031692912297986875,True
SIDE:aligned_body_frac_6h,2023-H1,860,0.5168825161887142,0.5337209302325582,0.016838414043844008,True
SIDE:aligned_body_frac_6h,2023-H2,882,0.5163055872291904,0.536281179138322,0.019975591909131563,True
SIDE:aligned_body_frac_6h,2024-H1,956,0.5088444750746611,0.5083682008368201,-0.0004762742378410234,False
SIDE:aligned_body_frac_6h,2024-H2,1005,0.507537688442211,0.5034825870646766,-0.004055101377534398,False
SIDE:aligned_close_frac_12h,2023-H1,1717,0.5171375636868921,0.5352358765288293,0.018098312841937192,True
SIDE:aligned_close_frac_12h,2023-H2,1702,0.5163055872291904,0.5105757931844889,-0.0057297940447015305,False
SIDE:aligned_close_frac_12h,2024-H1,1669,0.5088444750746611,0.5020970641102457,-0.006747410964415446,False
SIDE:aligned_close_frac_12h,2024-H2,1742,0.5082116788321168,0.5166475315729047,0.008435852740787841,True
SIDE:aligned_close_frac_24h,2023-H1,967,0.5176497909893172,0.5718717683557394,0.0542219773664222,True
SIDE:aligned_close_frac_24h,2023-H2,903,0.5163055872291904,0.5293466223698782,0.013041035140687773,True
SIDE:aligned_close_frac_24h,2024-H1,909,0.5088444750746611,0.48954895489548955,-0.019295520179171577,False
SIDE:aligned_close_frac_24h,2024-H2,935,0.5082116788321168,0.5122994652406417,0.004087786408524918,True
SIDE:aligned_close_frac_6h,2023-H1,2505,0.5168825161887142,0.5073852295409181,-0.009497286647796033,False
SIDE:aligned_close_frac_6h,2023-H2,2558,0.5163055872291904,0.5289288506645817,0.01262326343539133,True
SIDE:aligned_close_frac_6h,2024-H1,2550,0.5088444750746611,0.5066666666666667,-0.0021778084079944193,False
SIDE:aligned_close_frac_6h,2024-H2,2518,0.5082116788321168,0.4948371723590151,-0.013374506473101733,False
SIDE:aligned_clv,2023-H1,845,0.5165165165165165,0.5502958579881657,0.03377934147164918,True
SIDE:aligned_clv,2023-H2,898,0.5163055872291904,0.5155902004454342,-0.0007153867837561556,False
SIDE:aligned_clv,2024-H1,925,0.5088444750746611,0.4789189189189189,-0.029925556155742217,False
SIDE:aligned_clv,2024-H2,1081,0.5080994752452658,0.484736355226642,-0.023363120018623784,False
SIDE:aligned_move_since_break_atr,2023-H1,837,0.5172653534183083,0.5029868578255675,-0.014278495592740748,False
SIDE:aligned_move_since_break_atr,2023-H2,903,0.5163055872291904,0.521594684385382,0.0052890971561916356,True
SIDE:aligned_move_since_break_atr,2024-H1,946,0.5088444750746611,0.4989429175475687,-0.00990155752709243,False
SIDE:aligned_move_since_break_atr,2024-H2,1071,0.5082116788321168,0.4789915966386555,-0.02922008219346134,False
SIDE:aligned_move_since_impulse_atr,2023-H1,924,0.5168981481481482,0.538961038961039,0.022062890812890812,True
SIDE:aligned_move_since_impulse_atr,2023-H2,817,0.5163055872291904,0.554467564259486,0.03816197703029556,True
SIDE:aligned_move_since_impulse_atr,2024-H1,838,0.5088444750746611,0.5167064439140812,0.00786196883942003,True
SIDE:aligned_move_since_impulse_atr,2024-H2,889,0.5082116788321168,0.4746906636670416,-0.03352101516507522,False
SIDE:aligned_ret24_pct168,2023-H1,860,0.5176497909893172,0.522093023255814,0.004443232266496788,True
SIDE:aligned_ret24_pct168,2023-H2,950,0.5163055872291904,0.5421052631578948,0.025799675928704358,True
SIDE:aligned_ret24_pct168,2024-H1,909,0.5088444750746611,0.49944994499449946,-0.009394530080161667,False
SIDE:aligned_ret24_pct168,2024-H2,887,0.5082116788321168,0.5197294250281849,0.011517746196068046,True
SIDE:aligned_ret_12h,2023-H1,877,0.5165165165165165,0.5028506271379704,-0.013665889378546181,False
SIDE:aligned_ret_12h,2023-H2,866,0.5163055872291904,0.5184757505773672,0.002170163348176768,True
SIDE:aligned_ret_12h,2024-H1,835,0.5088444750746611,0.49101796407185627,-0.017826511002804857,False
SIDE:aligned_ret_12h,2024-H2,876,0.5082116788321168,0.4634703196347032,-0.04474135919741362,False
SIDE:aligned_ret_24h,2023-H1,874,0.5165165165165165,0.540045766590389,0.02352925007387252,True
SIDE:aligned_ret_24h,2023-H2,869,0.5163055872291904,0.5362485615650172,0.019942974335826813,True
SIDE:aligned_ret_24h,2024-H1,824,0.5088444750746611,0.47815533980582525,-0.030689135268835877,False
SIDE:aligned_ret_24h,2024-H2,822,0.5082116788321168,0.5109489051094891,0.0027372262773722733,True
SIDE:aligned_ret_3h,2023-H1,818,0.5165165165165165,0.5403422982885085,0.023825781771992016,True
SIDE:aligned_ret_3h,2023-H2,925,0.5163055872291904,0.5091891891891892,-0.007116398040001193,False
SIDE:aligned_ret_3h,2024-H1,1024,0.5088444750746611,0.48828125,-0.02056322507466113,False
SIDE:aligned_ret_3h,2024-H2,816,0.5082116788321168,0.4963235294117647,-0.011888149420352101,False
SIDE:aligned_ret_6h,2023-H1,799,0.5165165165165165,0.5206508135168961,0.004134297000379594,True
SIDE:aligned_ret_6h,2023-H2,944,0.5163055872291904,0.503177966101695,-0.013127621127495437,False
SIDE:aligned_ret_6h,2024-H1,1000,0.5088444750746611,0.505,-0.0038444750746611245,False
SIDE:aligned_ret_6h,2024-H2,769,0.5082116788321168,0.5240572171651495,0.015845538333032705,True
SIDE:aligned_return_since_break,2023-H1,820,0.5172653534183083,0.5097560975609756,-0.007509255857332642,False
SIDE:aligned_return_since_break,2023-H2,920,0.5163055872291904,0.5043478260869565,-0.011957761142233903,False
SIDE:aligned_return_since_break,2024-H1,995,0.5088444750746611,0.5015075376884423,-0.007336937386218878,False
SIDE:aligned_return_since_break,2024-H2,1027,0.5082116788321168,0.48490749756572543,-0.02330418126639139,False
SIDE:aligned_return_since_impulse,2023-H1,895,0.5168981481481482,0.5329608938547487,0.01606274570660049,True
SIDE:aligned_return_since_impulse,2023-H2,846,0.5163055872291904,0.5260047281323877,0.009699140903197345,True
SIDE:aligned_return_since_impulse,2024-H1,887,0.5088444750746611,0.5084554678692221,-0.0003890072054389959,False
SIDE:aligned_return_since_impulse,2024-H2,876,0.5082116788321168,0.4748858447488584,-0.0333258340832584,False
SIDE:break_event,2023-H1,1131,0.5165165165165165,0.5145888594164456,-0.001927657100070923,False
SIDE:break_event,2023-H2,1194,0.5163055872291904,0.5326633165829145,0.01635772935372415,True
SIDE:break_event,2024-H1,1364,0.5088444750746611,0.5051319648093842,-0.0037125102652769693,False
SIDE:break_event,2024-H2,1385,0.5082116788321168,0.5155234657039711,0.007311786871854298,True
SIDE:distance_ema20_atr,2023-H1,881,0.5165165165165165,0.5402951191827469,0.02377860266623033,True
SIDE:distance_ema20_atr,2023-H2,862,0.5163055872291904,0.5046403712296984,-0.011665215999491996,False
SIDE:distance_ema20_atr,2024-H1,948,0.5088444750746611,0.520042194092827,0.011197719018165908,True
SIDE:distance_ema20_atr,2024-H2,1003,0.5082116788321168,0.4995014955134596,-0.008710183318657194,False
SIDE:distance_protected_atr,2023-H1,848,0.5165165165165165,0.5377358490566038,0.021219332540087232,True
SIDE:distance_protected_atr,2023-H2,895,0.5163055872291904,0.5385474860335195,0.02224189880432914,True
SIDE:distance_protected_atr,2024-H1,727,0.5088444750746611,0.5226960110041265,0.01385153592946542,True
SIDE:distance_protected_atr,2024-H2,669,0.5082116788321168,0.4992526158445441,-0.008959062987572708,False
SIDE:eff_decay_6v24,2023-H1,865,0.5177700348432056,0.5364161849710982,0.018646150127892613,True
SIDE:eff_decay_6v24,2023-H2,873,0.5163055872291904,0.5051546391752577,-0.011150948053932686,False
SIDE:eff_decay_6v24,2024-H1,828,0.5088444750746611,0.4806763285024155,-0.028168146572245645,False
SIDE:eff_decay_6v24,2024-H2,858,0.5082116788321168,0.5058275058275058,-0.002384173004611023,False
SIDE:ema20_slope_atr,2023-H1,884,0.5165165165165165,0.5361990950226244,0.019682578506107884,True
SIDE:ema20_slope_atr,2023-H2,859,0.5163055872291904,0.5227008149010477,0.006395227671857295,True
SIDE:ema20_slope_atr,2024-H1,952,0.5088444750746611,0.49264705882352944,-0.01619741625113169,False
SIDE:ema20_slope_atr,2024-H2,994,0.5082116788321168,0.5251509054325956,0.01693922660047875,True
SIDE:ema_spread_atr,2023-H1,868,0.5165165165165165,0.5299539170506913,0.013437400534174748,True
SIDE:ema_spread_atr,2023-H2,875,0.5163055872291904,0.5108571428571429,-0.005448444372047501,False
SIDE:ema_spread_atr,2024-H1,830,0.5088444750746611,0.4783132530120482,-0.03053122206261294,False
SIDE:ema_spread_atr,2024-H2,876,0.5082116788321168,0.4611872146118721,-0.0470244642202447,False
SIDE:failed_fresh_break,2023-H1,317,0.5165165165165165,0.5741324921135647,0.05761597559704812,True
SIDE:failed_fresh_break,2023-H2,364,0.5163055872291904,0.5247252747252747,0.00841968749608435,True
SIDE:failed_fresh_break,2024-H1,394,0.5088444750746611,0.49746192893401014,-0.011382546140650984,False
SIDE:failed_fresh_break,2024-H2,476,0.5082116788321168,0.5252100840336135,0.016998405201496647,True
SIDE:failed_fresh_break_count_24h,2023-H1,1836,0.5176497909893172,0.5228758169934641,0.0052260260041469,True
SIDE:failed_fresh_break_count_24h,2023-H2,1731,0.5163055872291904,0.5233968804159446,0.007091293186754166,True
SIDE:failed_fresh_break_count_24h,2024-H1,1692,0.5088444750746611,0.5271867612293144,0.018342286154653276,True
SIDE:failed_fresh_break_count_24h,2024-H2,1459,0.5082116788321168,0.5236463331048663,0.015434654272749482,True
SIDE:failed_fresh_break_count_6h,2023-H1,1271,0.5168825161887142,0.5169158143194336,3.329813071939469e-05,True
SIDE:failed_fresh_break_count_6h,2023-H2,1354,0.5163055872291904,0.5110782865583456,-0.005227300670844759,False
SIDE:failed_fresh_break_count_6h,2024-H1,1469,0.5088444750746611,0.4785568413886998,-0.030287633685961324,False
SIDE:failed_fresh_break_count_6h,2024-H2,1700,0.5082116788321168,0.5141176470588236,0.005905968226706748,True
SIDE:failed_reclaim_count24,2023-H1,3566,0.5176497909893172,0.5201906898485699,0.0025408988592526827,True
SIDE:failed_reclaim_count24,2023-H2,3740,0.5163055872291904,0.517379679144385,0.001074091915194586,True
SIDE:failed_reclaim_count24,2024-H1,3598,0.5088444750746611,0.50917176209005,0.0003272870153888663,True
SIDE:failed_reclaim_count24,2024-H2,3674,0.5082116788321168,0.5081654872074034,-4.6191624713420865e-05,False
SIDE:failed_reclaim_event,2023-H1,4327,0.5165165165165165,0.5162930436792235,-0.00022347283729307055,False
SIDE:failed_reclaim_event,2023-H2,4382,0.5163055872291904,0.5166590597900502,0.00035347256085982437,True
SIDE:failed_reclaim_event,2024-H1,4351,0.5088444750746611,0.5088485405653873,4.065490726179455e-06,True
SIDE:failed_reclaim_event,2024-H2,4383,0.5082116788321168,0.5083276294775269,0.00011595064541003453,True
SIDE:favorable_excursion_12h,2023-H1,864,0.517257354644429,0.5324074074074074,0.015150052762978428,True
SIDE:favorable_excursion_12h,2023-H2,877,0.5163055872291904,0.5347776510832383,0.01847206385404787,True
SIDE:favorable_excursion_12h,2024-H1,763,0.5088444750746611,0.4980340760157274,-0.010810399058933717,False
SIDE:favorable_excursion_12h,2024-H2,856,0.5082116788321168,0.46845794392523366,-0.039753734906883165,False
SIDE:favorable_excursion_1h,2023-H1,818,0.5165165165165165,0.5256723716381418,0.009155855121625311,True
SIDE:favorable_excursion_1h,2023-H2,925,0.5163055872291904,0.49945945945945946,-0.016846127769730934,False
SIDE:favorable_excursion_1h,2024-H1,944,0.5088444750746611,0.5010593220338984,-0.007785153040762771,False
SIDE:favorable_excursion_1h,2024-H2,693,0.5082116788321168,0.5093795093795094,0.0011678305473925565,True
SIDE:favorable_excursion_3h,2023-H1,887,0.5168747110494684,0.4859075535512965,-0.03096715749817186,False
SIDE:favorable_excursion_3h,2023-H2,856,0.5163055872291904,0.5315420560747663,0.015236468845575946,True
SIDE:favorable_excursion_3h,2024-H1,708,0.5088444750746611,0.5240112994350282,0.015166824360367093,True
SIDE:favorable_excursion_3h,2024-H2,822,0.5082116788321168,0.5437956204379562,0.03558394160583933,True
SIDE:favorable_excursion_6h,2023-H1,862,0.5167707610455702,0.5197215777262181,0.002950816680647894,True
SIDE:favorable_excursion_6h,2023-H2,880,0.5163055872291904,0.525,0.008694412770809623,True
SIDE:favorable_excursion_6h,2024-H1,674,0.5088444750746611,0.5089020771513353,5.7602076674156955e-05,True
SIDE:favorable_excursion_6h,2024-H2,799,0.5082116788321168,0.5143929912390488,0.0061813124069319825,True
SIDE:fresh_extreme_count_12h,2023-H1,2032,0.5171375636868921,0.5182086614173228,0.0010710977304306812,True
SIDE:fresh_extreme_count_12h,2023-H2,2084,0.5163055872291904,0.5215930902111324,0.005287502981942027,True
SIDE:fresh_extreme_count_12h,2024-H1,1805,0.5088444750746611,0.5119113573407202,0.003066882266059112,True
SIDE:fresh_extreme_count_12h,2024-H2,1695,0.5082116788321168,0.5014749262536873,-0.006736752578429539,False
SIDE:fresh_extreme_count_24h,2023-H1,1335,0.5176497909893172,0.5325842696629214,0.014934478673604201,True
SIDE:fresh_extreme_count_24h,2023-H2,1359,0.5163055872291904,0.5349521707137601,0.018646583484569712,True
SIDE:fresh_extreme_count_24h,2024-H1,1215,0.5088444750746611,0.502880658436214,-0.005963816638447139,False
SIDE:fresh_extreme_count_24h,2024-H2,1156,0.5082116788321168,0.5294117647058824,0.02120008587376554,True
SIDE:fresh_extreme_count_6h,2023-H1,2572,0.5168825161887142,0.5244945567651633,0.007612040576449153,True
SIDE:fresh_extreme_count_6h,2023-H2,2616,0.5163055872291904,0.5156727828746177,-0.0006328043545726914,False
SIDE:fresh_extreme_count_6h,2024-H1,2318,0.5088444750746611,0.5163934426229508,0.007548967548289709,True
SIDE:fresh_extreme_count_6h,2024-H2,2226,0.5082116788321168,0.49595687331536387,-0.012254805516752953,False
SIDE:hours_since_break,2023-H1,799,0.5172653534183083,0.5344180225281602,0.017152669109851915,True
SIDE:hours_since_break,2023-H2,965,0.5163055872291904,0.5409326424870466,0.024627055257856245,True
SIDE:hours_since_break,2024-H1,739,0.5088444750746611,0.5020297699594046,-0.006814705115256503,False
SIDE:hours_since_break,2024-H2,928,0.5082116788321168,0.509698275862069,0.0014865970299521303,True
SIDE:hours_since_fresh_extreme24,2023-H1,844,0.5170083876980429,0.49644549763033174,-0.02056289006771117,False
SIDE:hours_since_fresh_extreme24,2023-H2,950,0.5163055872291904,0.5452631578947369,0.028957570665546495,True
SIDE:hours_since_fresh_extreme24,2024-H1,868,0.5088444750746611,0.5023041474654378,-0.006540327609223295,False
SIDE:hours_since_fresh_extreme24,2024-H2,800,0.5082116788321168,0.51375,0.00553832116788322,True
SIDE:hours_since_impulse,2023-H1,899,0.5168981481481482,0.5161290322580645,-0.0007691158900836603,False
SIDE:hours_since_impulse,2023-H2,851,0.5163055872291904,0.5440658049353702,0.027760217706179757,True
SIDE:hours_since_impulse,2024-H1,727,0.5088444750746611,0.46354883081155435,-0.04529564426310678,False
SIDE:hours_since_impulse,2024-H2,707,0.5082116788321168,0.5261669024045261,0.017955223572409307,True
SIDE:hours_since_raw_switch,2023-H1,736,0.5161214953271028,0.5339673913043478,0.017845895977244952,True
SIDE:hours_since_raw_switch,2023-H2,1006,0.5163055872291904,0.5318091451292246,0.015503557900034215,True
SIDE:hours_since_raw_switch,2024-H1,911,0.5088444750746611,0.5323819978046103,0.023537522729949134,True
SIDE:hours_since_raw_switch,2024-H2,1043,0.5082116788321168,0.5196548418024928,0.011443162970375953,True
SIDE:hours_since_renewal,2023-H1,757,0.5165298944900352,0.5191545574636723,0.0026246629736371707,True
SIDE:hours_since_renewal,2023-H2,1011,0.5163055872291904,0.5736894164193868,0.057383829190196356,True
SIDE:hours_since_renewal,2024-H1,672,0.5088444750746611,0.5029761904761905,-0.005868284598470663,False
SIDE:hours_since_renewal,2024-H2,650,0.5082116788321168,0.5123076923076924,0.004096013475575533,True
SIDE:impulse_event,2023-H1,387,0.5165165165165165,0.537467700258398,0.02095118374188143,True
SIDE:impulse_event,2023-H2,431,0.5163055872291904,0.5197215777262181,0.0034159904970276767,True
SIDE:impulse_event,2024-H1,457,0.5088444750746611,0.5164113785557987,0.007566903481137532,True
SIDE:impulse_event,2024-H2,459,0.5082116788321168,0.4923747276688453,-0.015836951163271495,False
SIDE:latest_pullback_duration_h,2023-H1,1104,0.5171534538711173,0.5144927536231884,-0.002660700247928971,False
SIDE:latest_pullback_duration_h,2023-H2,1148,0.5163055872291904,0.514808362369338,-0.0014972248598523752,False
SIDE:latest_pullback_duration_h,2024-H1,1036,0.5088444750746611,0.49324324324324326,-0.015601231831417872,False
SIDE:latest_pullback_duration_h,2024-H2,1170,0.5082116788321168,0.4965811965811966,-0.011630482250920227,False
SIDE:latest_pullback_max_depth_atr,2023-H1,871,0.5171534538711173,0.5315729047072331,0.014419450836115733,True
SIDE:latest_pullback_max_depth_atr,2023-H2,869,0.5163055872291904,0.5028768699654775,-0.013428717263712864,False
SIDE:latest_pullback_max_depth_atr,2024-H1,749,0.5088444750746611,0.5100133511348465,0.001168876060185342,True
SIDE:latest_pullback_max_depth_atr,2024-H2,865,0.5082116788321168,0.4797687861271676,-0.028442892704949208,False
SIDE:latest_reclaim_body_frac,2023-H1,902,0.5171534538711173,0.5609756097560976,0.043822155884980285,True
SIDE:latest_reclaim_body_frac,2023-H2,840,0.5163055872291904,0.5119047619047619,-0.004400825324428537,False
SIDE:latest_reclaim_body_frac,2024-H1,1060,0.5088444750746611,0.5367924528301887,0.027947977755527598,True
SIDE:latest_reclaim_body_frac,2024-H2,1295,0.5082116788321168,0.5212355212355212,0.013023842403404373,True
SIDE:latest_reclaim_clv,2023-H1,907,0.5171534538711173,0.5490628445424476,0.03190939067133025,True
SIDE:latest_reclaim_clv,2023-H2,834,0.5163055872291904,0.4940047961630695,-0.022300791066120873,False
SIDE:latest_reclaim_clv,2024-H1,1027,0.5088444750746611,0.5219084712755598,0.013063996200898709,True
SIDE:latest_reclaim_clv,2024-H2,1463,0.5082116788321168,0.5133287764866712,0.00511709765455437,True
SIDE:mae_since_break,2023-H1,827,0.5172653534183083,0.5078597339782346,-0.009405619440073676,False
SIDE:mae_since_break,2023-H2,913,0.5163055872291904,0.49726177437020813,-0.019043812858982267,False
SIDE:mae_since_break,2024-H1,851,0.5088444750746611,0.5229142185663925,0.014069743491731401,True
SIDE:mae_since_break,2024-H2,1062,0.5082116788321168,0.5235404896421846,0.015328810810067761,True
SIDE:mae_since_impulse,2023-H1,870,0.5168981481481482,0.5402298850574713,0.02333173690932311,True
SIDE:mae_since_impulse,2023-H2,875,0.5163055872291904,0.5542857142857143,0.03798012705652387,True
SIDE:mae_since_impulse,2024-H1,721,0.5088444750746611,0.5339805825242718,0.0251361074496107,True
SIDE:mae_since_impulse,2024-H2,1003,0.5082116788321168,0.5004985044865404,-0.00771317434557639,False
SIDE:marginal_progress_ratio_3v12,2023-H1,888,0.5171614100185529,0.5304054054054054,0.013243995386852503,True
SIDE:marginal_progress_ratio_3v12,2023-H2,851,0.5164308534915564,0.5099882491186839,-0.0064426043728724736,False
SIDE:marginal_progress_ratio_3v12,2024-H1,911,0.5089655172413793,0.4961580680570801,-0.012807449184299158,False
SIDE:marginal_progress_ratio_3v12,2024-H2,894,0.5083352363553323,0.47651006711409394,-0.03182516924123835,False
SIDE:mfe_since_break,2023-H1,694,0.5172653534183083,0.5720461095100865,0.05478075609177824,True
SIDE:mfe_since_break,2023-H2,1057,0.5163055872291904,0.5004730368968779,-0.015832550332312456,False
SIDE:mfe_since_break,2024-H1,664,0.5088444750746611,0.5030120481927711,-0.005832426881890007,False
SIDE:mfe_since_break,2024-H2,452,0.5082116788321168,0.5199115044247787,0.011699825592661917,True
SIDE:mfe_since_break_atr,2023-H1,704,0.5172653534183083,0.5738636363636364,0.05659828294532809,True
SIDE:mfe_since_break_atr,2023-H2,1036,0.5163055872291904,0.4768339768339768,-0.039471610395213574,False
SIDE:mfe_since_break_atr,2024-H1,705,0.5088444750746611,0.5290780141843971,0.02023353910973602,True
SIDE:mfe_since_break_atr,2024-H2,623,0.5082116788321168,0.48314606741573035,-0.02506561141638647,False
SIDE:mfe_since_impulse,2023-H1,897,0.5168981481481482,0.5585284280936454,0.041630279945497284,True
SIDE:mfe_since_impulse,2023-H2,848,0.5163055872291904,0.5306603773584906,0.014354790129300188,True
SIDE:mfe_since_impulse,2024-H1,808,0.5088444750746611,0.48514851485148514,-0.023695960223175994,False
SIDE:mfe_since_impulse,2024-H2,602,0.5082116788321168,0.5382059800664452,0.029994301234328336,True
SIDE:mfe_since_impulse_atr,2023-H1,882,0.5168981481481482,0.5884353741496599,0.07153722600151169,True
SIDE:mfe_since_impulse_atr,2023-H2,859,0.5163055872291904,0.5203725261932479,0.00406693896405752,True
SIDE:mfe_since_impulse_atr,2024-H1,584,0.5088444750746611,0.5136986301369864,0.004854155062325227,True
SIDE:mfe_since_impulse_atr,2024-H2,611,0.5082116788321168,0.5270049099836334,0.018793231151516543,True
SIDE:post_reclaim_progress_1h,2023-H1,210,0.5272232304900182,0.4523809523809524,-0.0748422781090658,False
SIDE:post_reclaim_progress_1h,2023-H2,239,0.5214348206474191,0.5523012552301255,0.030866434582706437,True
SIDE:post_reclaim_progress_1h,2024-H1,253,0.49029982363315694,0.49407114624505927,0.003771322611902328,True
SIDE:post_reclaim_progress_1h,2024-H2,235,0.5046554934823091,0.5319148936170213,0.027259400134712175,True
SIDE:post_reclaim_progress_3h,2023-H1,205,0.5291396854764108,0.5414634146341464,0.012323729157735608,True
SIDE:post_reclaim_progress_3h,2023-H2,241,0.5301310043668123,0.5394190871369294,0.009288082770117168,True
SIDE:post_reclaim_progress_3h,2024-H1,255,0.5164152617568767,0.5098039215686274,-0.006611340188249271,False
SIDE:post_reclaim_progress_3h,2024-H2,203,0.5132420091324201,0.5320197044334976,0.018777695301077424,True
SIDE:progress_path_12h,2023-H1,878,0.517257354644429,0.5296127562642369,0.01235540161980786,True
SIDE:progress_path_12h,2023-H2,863,0.5163055872291904,0.5283893395133256,0.012083752284135163,True
SIDE:progress_path_12h,2024-H1,823,0.5088444750746611,0.503037667071689,-0.005806808002972175,False
SIDE:progress_path_12h,2024-H2,835,0.5082116788321168,0.48263473053892214,-0.02557694829319468,False
SIDE:progress_path_24h,2023-H1,882,0.5177700348432056,0.5317460317460317,0.013975996902826138,True
SIDE:progress_path_24h,2023-H2,856,0.5163055872291904,0.5327102803738317,0.016404693144641325,True
SIDE:progress_path_24h,2024-H1,806,0.5088444750746611,0.48883374689826303,-0.020010728176398096,False
SIDE:progress_path_24h,2024-H2,825,0.5082116788321168,0.5018181818181818,-0.00639349701393499,False
SIDE:progress_path_6h,2023-H1,895,0.5167707610455702,0.5418994413407822,0.02512868029521198,True
SIDE:progress_path_6h,2023-H2,847,0.5163055872291904,0.5076741440377804,-0.00863144319140996,False
SIDE:progress_path_6h,2024-H1,829,0.5088444750746611,0.49939686369119424,-0.009447611383466892,False
SIDE:progress_path_6h,2024-H2,842,0.5082116788321168,0.5095011876484561,0.0012895088163392687,True
SIDE:pullback_active,2023-H1,2530,0.5165165165165165,0.5284584980237154,0.011941981507198829,True
SIDE:pullback_active,2023-H2,2453,0.5163055872291904,0.5291479820627802,0.012842394833589843,True
SIDE:pullback_active,2024-H1,2508,0.5088444750746611,0.5099681020733652,0.0011236269987040526,True
SIDE:pullback_active,2024-H2,2578,0.5082116788321168,0.5120248254460822,0.003813146613965368,True
SIDE:pullback_age_h,2023-H1,1081,0.49972206781545303,0.509713228492137,0.00999116067668393,True
SIDE:pullback_age_h,2023-H2,1140,0.5,0.5008771929824561,0.0008771929824561431,True
SIDE:pullback_age_h,2024-H1,1132,0.5073170731707317,0.5035335689045937,-0.003783504266138049,False
SIDE:pullback_age_h,2024-H2,1052,0.5027685492801772,0.48003802281368824,-0.022730526466488987,False
SIDE:pullback_depth_atr,2023-H1,335,0.49972206781545303,0.48656716417910445,-0.01315490363634858,False
SIDE:pullback_depth_atr,2023-H2,412,0.5,0.5436893203883495,0.043689320388349495,True
SIDE:pullback_depth_atr,2024-H1,376,0.5073170731707317,0.48404255319148937,-0.023274519979242347,False
SIDE:pullback_depth_atr,2024-H2,393,0.5027685492801772,0.5089058524173028,0.0061373031371255715,True
SIDE:pullback_depth_trend,2023-H1,947,0.5174175568973526,0.5480464625131996,0.03062890561584697,True
SIDE:pullback_depth_trend,2023-H2,794,0.5163055872291904,0.5138539042821159,-0.0024516829470745405,False
SIDE:pullback_depth_trend,2024-H1,811,0.5088444750746611,0.5154130702836005,0.006568595208939376,True
SIDE:pullback_depth_trend,2024-H2,843,0.5082116788321168,0.5219454329774614,0.013733754145344612,True
SIDE:pullback_reclaim_event,2023-H1,1288,0.5165165165165165,0.5349378881987578,0.018421371682241228,True
SIDE:pullback_reclaim_event,2023-H2,1318,0.5163055872291904,0.5318664643399089,0.015560877110718518,True
SIDE:pullback_reclaim_event,2024-H1,1293,0.5088444750746611,0.5174013921113689,0.0085569170367078,True
SIDE:pullback_reclaim_event,2024-H2,1253,0.5082116788321168,0.4980047885075818,-0.010206890324535034,False
SIDE:raw_switch_event,2023-H1,183,0.5165165165165165,0.5956284153005464,0.07911189878402991,True
SIDE:raw_switch_event,2023-H2,166,0.5163055872291904,0.463855421686747,-0.05245016554244342,False
SIDE:raw_switch_event,2024-H1,175,0.5088444750746611,0.5085714285714286,-0.00027304650323256574,False
SIDE:raw_switch_event,2024-H2,191,0.5082116788321168,0.4973821989528796,-0.010829479879237214,False
SIDE:renewal_count24,2023-H1,2073,0.5176497909893172,0.5335262904003859,0.015876499411068723,True
