rule,source_tf,boundary,setup,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,route,selector,partition,rrank
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,19615,2022-03-28 07:00:00+00:00,LONG,46902.29166666667,H1|VAH|2022-03-28T06:00:00+00:00|LONG,2022-W13,2022-03-28 08:00:00+00:00,2022-03-28 13:00:00+00:00,46984.5,47524.82175,46585.13175,TP,0.010000000000000066,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,19778,2022-04-04 02:00:00+00:00,LONG,45906.931249999994,H1|VAH|2022-04-04T01:00:00+00:00|LONG,2022-W14,2022-04-04 03:00:00+00:00,2022-04-04 15:00:00+00:00,46022.1,46551.35415,45630.912150000004,SL,-0.00999999999999984,13,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,19944,2022-04-11 00:00:00+00:00,LONG,42277.04583333334,H1|VAH|2022-04-10T23:00:00+00:00|LONG,2022-W15,2022-04-11 01:00:00+00:00,2022-04-11 02:00:00+00:00,42286.5,42772.79475,41927.064750000005,SL,-0.00999999999999984,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,20114,2022-04-18 02:00:00+00:00,LONG,39754.89583333333,H1|VAH|2022-04-18T01:00:00+00:00|LONG,2022-W16,2022-04-18 03:00:00+00:00,2022-04-18 04:00:00+00:00,39774.5,40231.90675,39436.416750000004,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,20281,2022-04-25 01:00:00+00:00,LONG,39000.100000000006,H1|VAH|2022-04-25T00:00:00+00:00|LONG,2022-W17,2022-04-25 02:00:00+00:00,2022-04-25 06:00:00+00:00,39069.4,39518.6981,38737.3101,SL,-0.009999999999999952,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,20448,2022-05-02 00:00:00+00:00,LONG,38464.70833333333,H1|VAH|2022-05-01T23:00:00+00:00|LONG,2022-W18,2022-05-02 01:00:00+00:00,2022-05-02 04:00:00+00:00,38648.9,39093.36235,38320.38435,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,20629,2022-05-09 13:00:00+00:00,LONG,32997.22708333333,H1|VAH|2022-05-09T12:00:00+00:00|LONG,2022-W19,2022-05-09 14:00:00+00:00,2022-05-09 14:00:00+00:00,33038.6,33418.543900000004,32757.7719,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,20794,2022-05-16 10:00:00+00:00,LONG,29664.23333333333,H1|VAH|2022-05-16T09:00:00+00:00|LONG,2022-W20,2022-05-16 11:00:00+00:00,2022-05-16 12:00:00+00:00,30161.9,30508.761850000003,29905.52385,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,20955,2022-05-23 03:00:00+00:00,LONG,30129.839583333334,H1|VAH|2022-05-23T02:00:00+00:00|LONG,2022-W21,2022-05-23 04:00:00+00:00,2022-05-23 06:00:00+00:00,30165.2,30512.099800000004,29908.795800000004,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,21121,2022-05-30 01:00:00+00:00,LONG,29377.479166666664,H1|VAH|2022-05-30T00:00:00+00:00|LONG,2022-W22,2022-05-30 02:00:00+00:00,2022-05-30 02:00:00+00:00,29761.5,30103.757250000002,29508.527250000003,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,21288,2022-06-06 00:00:00+00:00,LONG,29948.375,H1|VAH|2022-06-05T23:00:00+00:00|LONG,2022-W23,2022-06-06 01:00:00+00:00,2022-06-06 01:00:00+00:00,30285.3,30633.58095,30027.87495,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,21472,2022-06-13 16:00:00+00:00,LONG,23275.018750000003,H1|VAH|2022-06-13T15:00:00+00:00|LONG,2022-W24,2022-06-13 17:00:00+00:00,2022-06-13 17:00:00+00:00,23722.7,23995.51105,23521.057050000003,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,21626,2022-06-20 02:00:00+00:00,LONG,19837.8125,H1|VAH|2022-06-20T01:00:00+00:00|LONG,2022-W25,2022-06-20 03:00:00+00:00,2022-06-20 03:00:00+00:00,19936.3,20165.567450000002,19766.84145,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,21793,2022-06-27 01:00:00+00:00,LONG,21049.675000000003,H1|VAH|2022-06-27T00:00:00+00:00|LONG,2022-W26,2022-06-27 02:00:00+00:00,2022-06-27 07:00:00+00:00,21080.0,21322.420000000002,20900.82,TP,0.010000000000000066,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,21964,2022-07-04 04:00:00+00:00,LONG,19102.108333333334,H1|VAH|2022-07-04T03:00:00+00:00|LONG,2022-W27,2022-07-04 05:00:00+00:00,2022-07-04 09:00:00+00:00,19115.2,19335.024800000003,18952.720800000003,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,22135,2022-07-11 07:00:00+00:00,LONG,20413.091666666667,H1|VAH|2022-07-11T06:00:00+00:00|LONG,2022-W28,2022-07-11 08:00:00+00:00,2022-07-11 13:00:00+00:00,20429.3,20664.236950000002,20255.65095,TP,0.010000000000000066,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,22297,2022-07-18 01:00:00+00:00,LONG,20849.112500000003,H1|VAH|2022-07-18T00:00:00+00:00|LONG,2022-W29,2022-07-18 02:00:00+00:00,2022-07-18 02:00:00+00:00,20969.6,21210.7504,20791.3584,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,22468,2022-07-25 04:00:00+00:00,LONG,21865.9,H1|VAH|2022-07-25T03:00:00+00:00|LONG,2022-W30,2022-07-25 05:00:00+00:00,2022-07-25 14:00:00+00:00,21880.8,22132.429200000002,21694.8132,SL,-0.009999999999999952,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,22632,2022-08-01 00:00:00+00:00,LONG,23327.4375,H1|VAH|2022-07-31T23:00:00+00:00|LONG,2022-W31,2022-08-01 01:00:00+00:00,2022-08-01 06:00:00+00:00,23365.8,23634.5067,23167.1907,SL,-0.009999999999999952,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,22804,2022-08-08 04:00:00+00:00,LONG,23301.86875,H1|VAH|2022-08-08T03:00:00+00:00|LONG,2022-W32,2022-08-08 05:00:00+00:00,2022-08-08 06:00:00+00:00,23329.9,23598.193850000003,23131.59585,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,22981,2022-08-15 13:00:00+00:00,LONG,24086.51875,H1|VAH|2022-08-15T12:00:00+00:00|LONG,2022-W33,2022-08-15 14:00:00+00:00,2022-08-15 23:00:00+00:00,24142.4,24420.037600000003,23937.1896,SL,-0.009999999999999952,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,23146,2022-08-22 10:00:00+00:00,LONG,21174.6625,H1|VAH|2022-08-22T09:00:00+00:00|LONG,2022-W34,2022-08-22 11:00:00+00:00,2022-08-22 13:00:00+00:00,21269.7,21514.301550000004,21088.907550000004,SL,-0.00999999999999984,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,23305,2022-08-29 01:00:00+00:00,LONG,19635.520833333336,H1|VAH|2022-08-29T00:00:00+00:00|LONG,2022-W35,2022-08-29 02:00:00+00:00,2022-08-29 03:00:00+00:00,19650.9,19876.885350000004,19483.867350000004,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,23476,2022-09-05 04:00:00+00:00,LONG,19877.074999999997,H1|VAH|2022-09-05T03:00:00+00:00|LONG,2022-W36,2022-09-05 05:00:00+00:00,2022-09-05 05:00:00+00:00,19878.0,20106.597,19709.037,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,23641,2022-09-12 01:00:00+00:00,LONG,21790.197916666668,H1|VAH|2022-09-12T00:00:00+00:00|LONG,2022-W37,2022-09-12 02:00:00+00:00,2022-09-12 02:00:00+00:00,22036.5,22289.91975,21849.18975,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,23812,2022-09-19 04:00:00+00:00,LONG,18778.56875,H1|VAH|2022-09-19T03:00:00+00:00|LONG,2022-W38,2022-09-19 05:00:00+00:00,2022-09-19 05:00:00+00:00,18804.4,19020.650600000004,18644.5626,SL,-0.010000000000000063,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,23977,2022-09-26 01:00:00+00:00,LONG,18852.3875,H1|VAH|2022-09-26T00:00:00+00:00|LONG,2022-W39,2022-09-26 02:00:00+00:00,2022-09-26 06:00:00+00:00,18871.6,19088.6234,18711.1914,SL,-0.009999999999999952,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,24149,2022-10-03 05:00:00+00:00,LONG,19132.816666666666,H1|VAH|2022-10-03T04:00:00+00:00|LONG,2022-W40,2022-10-03 06:00:00+00:00,2022-10-03 14:00:00+00:00,19235.3,19456.50595,19071.79995,TP,0.010000000000000066,9,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,24313,2022-10-10 01:00:00+00:00,LONG,19484.8125,H1|VAH|2022-10-10T00:00:00+00:00|LONG,2022-W41,2022-10-10 02:00:00+00:00,2022-10-10 08:00:00+00:00,19492.0,19716.158000000003,19326.318,SL,-0.010000000000000063,7,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,24489,2022-10-17 09:00:00+00:00,LONG,19281.6875,H1|VAH|2022-10-17T08:00:00+00:00|LONG,2022-W42,2022-10-17 10:00:00+00:00,2022-10-17 12:00:00+00:00,19327.7,19549.96855,19163.41455,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,24659,2022-10-24 11:00:00+00:00,LONG,19408.954166666666,H1|VAH|2022-10-24T10:00:00+00:00|LONG,2022-W43,2022-10-24 12:00:00+00:00,2022-10-24 14:00:00+00:00,19412.5,19635.74375,19247.49375,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,24823,2022-10-31 07:00:00+00:00,LONG,20511.597916666666,H1|VAH|2022-10-31T06:00:00+00:00|LONG,2022-W44,2022-10-31 08:00:00+00:00,2022-10-31 10:00:00+00:00,20537.2,20773.377800000002,20362.633800000003,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,24985,2022-11-07 01:00:00+00:00,LONG,20907.925000000003,H1|VAH|2022-11-07T00:00:00+00:00|LONG,2022-W45,2022-11-07 02:00:00+00:00,2022-11-07 06:00:00+00:00,20979.2,21220.4608,20800.876800000002,SL,-0.009999999999999952,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,25158,2022-11-14 06:00:00+00:00,LONG,15873.535416666666,H1|VAH|2022-11-14T05:00:00+00:00|LONG,2022-W46,2022-11-14 07:00:00+00:00,2022-11-14 07:00:00+00:00,16627.9,16819.120850000003,16486.562850000002,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,25323,2022-11-21 03:00:00+00:00,LONG,16063.322916666668,H1|VAH|2022-11-21T02:00:00+00:00|LONG,2022-W47,2022-11-21 04:00:00+00:00,2022-11-21 04:00:00+00:00,16067.3,16252.07395,15930.72795,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,25491,2022-11-28 03:00:00+00:00,LONG,16131.256249999999,H1|VAH|2022-11-28T02:00:00+00:00|LONG,2022-W48,2022-11-28 04:00:00+00:00,2022-11-28 16:00:00+00:00,16169.0,16354.943500000001,16031.5635,SL,-0.009999999999999952,13,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,25656,2022-12-05 00:00:00+00:00,LONG,17125.54375,H1|VAH|2022-12-04T23:00:00+00:00|LONG,2022-W49,2022-12-05 01:00:00+00:00,2022-12-05 04:00:00+00:00,17205.8,17403.6667,17059.5507,TP,0.010000000000000066,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,25832,2022-12-12 08:00:00+00:00,LONG,16919.07083333333,H1|VAH|2022-12-12T07:00:00+00:00|LONG,2022-W50,2022-12-12 09:00:00+00:00,2022-12-12 21:00:00+00:00,16928.3,17122.97545,16784.40945,TP,0.010000000000000066,13,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,25998,2022-12-19 06:00:00+00:00,LONG,16701.581250000003,H1|VAH|2022-12-19T05:00:00+00:00|LONG,2022-W51,2022-12-19 07:00:00+00:00,2022-12-19 16:00:00+00:00,16729.6,16921.9904,16587.3984,SL,-0.010000000000000063,10,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,26161,2022-12-26 01:00:00+00:00,LONG,16822.59375,H1|VAH|2022-12-26T00:00:00+00:00|LONG,2022-W52,2022-12-26 02:00:00+00:00,2022-12-27 17:00:00+00:00,16845.6,17039.3244,16702.4124,SL,-0.00999999999999984,40,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,26330,2023-01-02 02:00:00+00:00,LONG,16561.04375,H1|VAH|2023-01-02T01:00:00+00:00|LONG,2023-W01,2023-01-02 03:00:00+00:00,2023-01-02 21:00:00+00:00,16580.4,16771.074600000004,16439.466600000003,TP,0.010000000000000066,19,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,26498,2023-01-09 02:00:00+00:00,LONG,17182.35,H1|VAH|2023-01-09T01:00:00+00:00|LONG,2023-W02,2023-01-09 03:00:00+00:00,2023-01-09 18:00:00+00:00,17182.9,17380.503350000003,17036.845350000003,TP,0.010000000000000066,16,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,26664,2023-01-16 00:00:00+00:00,LONG,20911.80625,H1|VAH|2023-01-15T23:00:00+00:00|LONG,2023-W03,2023-01-16 01:00:00+00:00,2023-01-16 01:00:00+00:00,20981.5,21222.78725,20803.15725,TP,0.010000000000000066,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,26832,2023-01-23 00:00:00+00:00,LONG,22707.13333333333,H1|VAH|2023-01-22T23:00:00+00:00|LONG,2023-W04,2023-01-23 01:00:00+00:00,2023-01-23 14:00:00+00:00,22743.1,23004.64565,22549.78365,SL,-0.00999999999999984,14,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,27005,2023-01-30 05:00:00+00:00,LONG,23732.643750000003,H1|VAH|2023-01-30T04:00:00+00:00|LONG,2023-W05,2023-01-30 06:00:00+00:00,2023-01-30 08:00:00+00:00,23733.7,24006.637550000003,23531.96355,SL,-0.010000000000000063,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,27168,2023-02-06 00:00:00+00:00,LONG,22962.07083333333,H1|VAH|2023-02-05T23:00:00+00:00|LONG,2023-W06,2023-02-06 01:00:00+00:00,2023-02-06 03:00:00+00:00,23050.0,23315.075,22854.075,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,27336,2023-02-13 00:00:00+00:00,LONG,21776.23125,H1|VAH|2023-02-12T23:00:00+00:00|LONG,2023-W07,2023-02-13 01:00:00+00:00,2023-02-13 02:00:00+00:00,21800.0,22050.7,21614.7,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,27508,2023-02-20 04:00:00+00:00,LONG,24420.7875,H1|VAH|2023-02-20T03:00:00+00:00|LONG,2023-W08,2023-02-20 05:00:00+00:00,2023-02-20 09:00:00+00:00,24482.3,24763.84645,24274.20045,TP,0.010000000000000066,5,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,27673,2023-02-27 01:00:00+00:00,LONG,23499.829166666666,H1|VAH|2023-02-27T00:00:00+00:00|LONG,2023-W09,2023-02-27 02:00:00+00:00,2023-02-27 05:00:00+00:00,23544.0,23814.756,23343.876,SL,-0.009999999999999952,4,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,27852,2023-03-06 12:00:00+00:00,LONG,22380.06875,H1|VAH|2023-03-06T11:00:00+00:00|LONG,2023-W10,2023-03-06 13:00:00+00:00,2023-03-07 14:00:00+00:00,22390.1,22647.58615,22199.78415,SL,-0.009999999999999952,26,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,28008,2023-03-13 00:00:00+00:00,LONG,22001.5,H1|VAH|2023-03-12T23:00:00+00:00|LONG,2023-W11,2023-03-13 01:00:00+00:00,2023-03-13 01:00:00+00:00,22436.7,22694.722050000004,22245.988050000004,SL,-0.00999999999999984,1,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,28180,2023-03-20 04:00:00+00:00,LONG,27294.825,H1|VAH|2023-03-20T03:00:00+00:00|LONG,2023-W12,2023-03-20 05:00:00+00:00,2023-03-20 07:00:00+00:00,27422.3,27737.656450000002,27189.210450000002,TP,0.010000000000000066,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,28348,2023-03-27 04:00:00+00:00,LONG,27891.07083333333,H1|VAH|2023-03-27T03:00:00+00:00|LONG,2023-W13,2023-03-27 05:00:00+00:00,2023-03-27 06:00:00+00:00,27894.1,28214.88215,27657.00015,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,28518,2023-04-03 06:00:00+00:00,LONG,27722.2875,H1|VAH|2023-04-03T05:00:00+00:00|LONG,2023-W14,2023-04-03 07:00:00+00:00,2023-04-03 08:00:00+00:00,27764.0,28083.286,27528.006,TP,0.010000000000000066,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,28680,2023-04-10 00:00:00+00:00,LONG,28350.235416666666,H1|VAH|2023-04-09T23:00:00+00:00|LONG,2023-W15,2023-04-10 01:00:00+00:00,2023-04-10 16:00:00+00:00,28368.1,28694.333150000002,28126.97115,TP,0.010000000000000066,16,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,28856,2023-04-17 08:00:00+00:00,LONG,29891.685416666667,H1|VAH|2023-04-17T07:00:00+00:00|LONG,2023-W16,2023-04-17 09:00:00+00:00,2023-04-17 11:00:00+00:00,29907.3,30251.23395,29653.08795,SL,-0.009999999999999952,3,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,29016,2023-04-24 00:00:00+00:00,LONG,27597.83125,H1|VAH|2023-04-23T23:00:00+00:00|LONG,2023-W17,2023-04-24 01:00:00+00:00,2023-04-24 06:00:00+00:00,27793.6,28113.2264,27557.3544,SL,-0.009999999999999952,6,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,29196,2023-05-01 12:00:00+00:00,LONG,28533.875,H1|VAH|2023-05-01T11:00:00+00:00|LONG,2023-W18,2023-05-01 13:00:00+00:00,2023-05-01 14:00:00+00:00,28581.4,28910.086100000004,28338.458100000003,SL,-0.009999999999999952,2,PRIMARY_RULE,PRIMARY_RULE,development,
H1|VAH_BREAK_LONG,H1,VAH,VAH_BREAK_LONG,29354,2023-05-08 02:00:00+00:00,LONG,28237.99166666667,H1|VAH|2023-05-08T01:00:00+00:00|LONG,2023-W19,2023-05-08 03:00:00+00:00,2023-05-08 03:00:00+00:00,28267.9,28592.980850000004,28027.622850000003,SL,-0.009999999999999952,1,PRIMARY_RULE,PRIMARY_RULE,development,
