freeze_rank,candidate_id,partition,hour_utc,trades,win_rate,net_pnl,expectancy,pf
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,21,0,,0.0,,
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,22,0,,0.0,,
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,23,0,,0.0,,
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,0,6,0.5,-1.485900326550059,-0.24765005442500984,0.9139816181724756
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,1,10,0.8,95.99000962057845,9.599000962057845,6.9880957155276295
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,2,7,0.5714285714285714,16.167568724700658,2.309652674957237,1.5865417488005493
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,3,10,0.4,-44.154381474713695,-4.415438147471369,0.38856979787996754
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,4,7,0.5714285714285714,-33.768064964240914,-4.8240092806058446,0.1944605219923152
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,5,7,0.7142857142857143,54.274059008929626,7.753437001275661,4.885802295099239
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,6,12,0.75,131.4028837836263,10.95024031530219,7.686907852367385
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,7,10,0.7,82.88711052055929,8.288711052055929,2.131026373850785
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,8,10,0.7,132.61762647699035,13.261762647699035,5.294896312430597
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,9,8,0.375,-37.77260922552791,-4.721576153190989,0.6346005881316166
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,10,8,0.125,-91.75477674941922,-11.469347093677403,0.01705769869015808
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,11,9,0.2222222222222222,-50.52816067371362,-5.614240074857069,0.252235106347702
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,12,6,0.6666666666666666,31.616200821310525,5.269366803551754,3.191389085603831
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,13,10,0.5,3.3754229339838844,0.3375422933983884,1.058323649354929
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,14,9,0.5555555555555556,-31.64075595916554,-3.5156395510183933,0.43392716721633484
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,15,13,0.3076923076923077,-145.94148790192355,-11.226268300147966,0.21443919764187597
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,16,7,0.42857142857142855,-39.48244240148764,-5.640348914498234,0.5698029673218356
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,17,10,0.4,17.37440765688745,1.737440765688745,1.2645248632572297
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,18,9,0.4444444444444444,-8.931564428265515,-0.9923960475850573,0.8799023164792827
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,19,7,0.5714285714285714,21.572116076701796,3.0817308681002564,2.1280382382730925
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,20,14,0.5714285714285714,40.85687844430338,2.9183484603073846,4.795225174400601
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,21,4,0.5,9.603661795291119,2.4009154488227797,1.840320216532501
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,22,1,1.0,1.1683028661701305,1.1683028661701305,inf
1,DRIVE_UP__STR_B80_100|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,23,2,1.0,6.0857134434365125,3.0428567217182563,inf
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,0,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,1,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,2,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,3,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,4,1,0.0,-16.19958836736876,-16.19958836736876,0.0
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,5,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,6,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,7,1,0.0,-27.51354029062086,-27.51354029062086,0.0
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,8,1,0.0,-33.03247820867478,-33.03247820867478,0.0
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,9,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,10,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,11,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,12,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,13,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,14,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,15,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,16,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,17,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,18,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,19,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,20,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,21,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,22,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,external,23,0,,0.0,,
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,0,10,0.4,-19.61776529356817,-1.961776529356817,0.5581842888308761
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,1,4,1.0,43.835252657023204,10.958813164255801,inf
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,2,9,0.4444444444444444,-1.776161481361057,-0.1973512757067841,0.9666639880247131
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,3,11,0.36363636363636365,8.79778737441715,0.7997988522197409,1.082740076397047
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,4,5,0.4,-31.556751874763123,-6.3113503749526245,0.034004876748784565
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,5,5,0.2,-27.666734311559203,-5.5333468623118405,0.5708190927936593
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,6,10,0.7,85.99195566006358,8.599195566006358,2.8754241921732206
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,7,6,0.5,-0.6927174982548241,-0.11545291637580402,0.9834275763181685
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,8,10,0.5,41.58592646355395,4.1585926463553955,2.2936383367573265
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,9,7,0.2857142857142857,-67.07680904425605,-9.582401292036579,0.04449843356124188
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,10,8,0.75,72.1132241318233,9.014153016477913,13.841684032064856
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,11,5,0.8,16.243749543405713,3.2487499086811424,1.9763562852593795
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,12,5,0.6,23.987359676478608,4.797471935295722,1.788404102169086
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,13,4,0.75,16.737739442733435,4.184434860683359,1.9424820310156101
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,14,12,0.5833333333333334,4.993335262753649,0.41611127189613745,1.0883543338697717
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,15,8,0.25,-95.43835999243836,-11.929794999054796,0.15712734122322833
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,16,8,0.125,-66.00024996771464,-8.25003124596433,0.10214610428777575
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,17,12,0.25,-34.89606050156722,-2.9080050417972685,0.6367923139268042
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,18,9,0.5555555555555556,9.570078655715452,1.0633420728572724,1.1975512771107342
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,19,6,0.0,-30.621731881948183,-5.103621980324697,0.0
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,20,11,0.5454545454545454,-42.378534189723304,-3.852594017247573,0.4558934047237437
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,21,6,0.6666666666666666,17.136157302394196,2.856026217065699,1.6165994895848705
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,22,4,0.0,-55.62997151814561,-13.907492879536402,0.0
2,EFF_HIGH__RV_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB30|H960,reference_validation,23,4,0.5,29.385657928842505,7.346414482210626,3.430295439968922
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,0,2,0.0,-14.857406339564989,-7.428703169782494,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,1,1,0.0,-2.578631138976011,-2.578631138976011,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,2,3,0.0,-18.627306874727935,-6.209102291575978,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,3,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,4,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,5,1,0.0,-25.180225794511156,-25.180225794511156,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,6,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,7,2,0.0,-59.88524034382951,-29.942620171914754,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,8,1,0.0,-26.697368421052666,-26.697368421052666,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,9,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,10,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,11,2,0.0,-64.44677300499092,-32.22338650249546,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,12,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,13,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,14,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,15,1,1.0,45.281471863534634,45.281471863534634,inf
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,16,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,17,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,18,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,19,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,20,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,21,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,22,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,external,23,0,,0.0,,
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,0,10,0.7,54.624031555585454,5.462403155558546,3.2393228533642637
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,1,11,0.6363636363636364,91.23203836758591,8.293821669780538,16.77018403912797
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,2,7,0.42857142857142855,1.7654756946030945,0.2522108135147278,1.0862884967399993
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,3,9,0.5555555555555556,3.2505103851879493,0.3611678205764388,1.0771765253249403
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,4,10,0.7,58.05411163793932,5.8054111637939325,2.615698378689935
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,5,6,0.6666666666666666,48.64256672160501,8.107094453600835,3.4907060905244385
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,6,6,0.3333333333333333,-35.38837385645118,-5.89806230940853,0.4146445617407501
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,7,4,1.0,34.756230495275965,8.689057623818991,inf
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,8,10,0.7,75.96554233505734,7.596554233505733,3.5423432886944086
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,9,7,0.7142857142857143,70.70475547474167,10.100679353534526,4.342399740197385
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,10,4,0.25,-50.40513297942227,-12.601283244855567,0.030622405886244677
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,11,9,0.4444444444444444,37.9658411197296,4.218426791081067,2.4471381693047842
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,12,4,0.0,-31.636891354784186,-7.909222838696047,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,13,6,0.5,-32.54226055772188,-5.423710092953647,0.42356458617636594
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,14,4,0.25,-71.15938987008848,-17.78984746752212,0.05045606187467722
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,15,10,0.3,-101.14645055257776,-10.114645055257776,0.18710221305950545
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,16,12,0.4166666666666667,-42.76057367530604,-3.5633811396088366,0.6669185347832031
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,17,7,0.7142857142857143,88.30545712644582,12.615065303777973,9.075279126207773
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,18,6,1.0,60.43987255227444,10.07331209204574,inf
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,19,2,0.5,-21.784316360496803,-10.892158180248401,0.2506212866364019
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,20,7,0.2857142857142857,-57.1233694621566,-8.160481351736658,0.10599781977967485
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,21,9,0.2222222222222222,-53.243808590485266,-5.915978732276141,0.3261695672225842
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,22,3,0.0,-25.06017482733487,-8.353391609111624,0.0
3,RV_MID__RANGE_HIGH|RANGE_72H_LOW|BROAD_NORMAL|LB60|H720,reference_validation,23,11,0.6363636363636364,46.586253176549384,4.235113925140853,3.498365093304425
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,0,8,0.625,58.870947590139224,7.358868448767403,2.9067532580275235
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,1,3,0.6666666666666666,44.4480153219883,14.816005107329433,3.224833494204496
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,2,7,0.42857142857142855,61.10410464779642,8.72915780682806,4.950026608936622
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,3,4,0.75,16.73349734647218,4.183374336618045,1.8832379284366185
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,4,3,0.6666666666666666,1.1060606004379956,0.3686868668126652,1.0477649221337308
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,5,9,0.1111111111111111,-93.27738468426793,-10.364153853807547,0.10325334042450558
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,6,1,0.0,-2.4943449462227196,-2.4943449462227196,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,7,6,1.0,71.82903065865008,11.971505109775014,inf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,8,8,0.75,251.13508852358297,31.39188606544787,7.838370473350037
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,9,8,0.75,69.75575100636799,8.719468875795998,12.193185033599717
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,10,8,0.375,109.9577276984975,13.744715962312187,3.5665220505206943
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,11,6,0.6666666666666666,147.1254780375927,24.52091300626545,6.735628730228391
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,12,7,0.7142857142857143,92.23131521154914,13.17590217307845,3.093996471495048
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,13,10,0.4,224.41772094937673,22.441772094937672,3.1416367325004577
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,14,8,0.375,-63.109006156053056,-7.888625769506632,0.37984545242776135
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,15,4,0.5,-8.030332434428669,-2.007583108607167,0.47312638165335225
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,16,1,1.0,8.828246105192271,8.828246105192271,inf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,17,7,0.14285714285714285,-47.96335393134573,-6.851907704477961,0.38006989877078423
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,18,4,0.75,100.54632568302874,25.136581420757185,19.384164877765432
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,19,9,0.4444444444444444,9.005458841423811,1.000606537935979,1.1471519501248608
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,20,6,0.6666666666666666,29.06630987719173,4.844384979531955,2.756353860183977
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,21,8,0.375,-61.91200897721896,-7.73900112215237,0.37310838958960524
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,22,4,0.75,81.20522452471559,20.301306131178897,33.33273938637034
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,external,23,6,0.5,4.9115073034223835,0.8185845505703973,1.5511580635941535
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,0,2,0.0,-6.956453472630265,-3.4782267363151327,0.0
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,1,5,0.8,71.70025711362725,14.340051422725448,14.831324524609599
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,2,1,1.0,6.228623374715367,6.228623374715367,inf
4,EFF_HIGH__EXT_LOW|RANGE_RATIO_24_72_HIGH|BROAD_ACTIVE|LB120|H240,reference_validation,3,1,1.0,10.272377506031138,10.272377506031138,inf
