rule,week,week_start,breakout_ts,accept_ts,signal_ts,signal_i,side,level,instance,accept_closes,body_required,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,partition,selector
A1_HOLD,2020-W05,2020-01-27 00:00:00+00:00,2020-01-27 15:00:00+00:00,2020-01-27 16:00:00+00:00,2020-01-27 17:00:00+00:00,641,LONG,8760.3125,2020-01-20T00:00:00+00:00,1,False,2020-01-27 18:00:00+00:00,2020-01-27 18:00:00+00:00,8767.56,8868.38694,8693.03574,TP,0.010000000000000066,1,external,PRIMARY_RULE
A1_HOLD,2020-W14,2020-03-30 00:00:00+00:00,2020-04-02 15:00:00+00:00,2020-04-02 16:00:00+00:00,2020-04-02 18:00:00+00:00,2226,LONG,6772.481458333334,2020-03-23T00:00:00+00:00,1,False,2020-04-02 19:00:00+00:00,2020-04-02 19:00:00+00:00,6787.06,6865.1111900000005,6729.369990000001,SL,-0.009999999999999952,1,external,PRIMARY_RULE
A1_HOLD,2020-W15,2020-04-06 00:00:00+00:00,2020-04-06 04:00:00+00:00,2020-04-06 05:00:00+00:00,2020-04-10 05:00:00+00:00,2405,LONG,6900.0,2020-03-30T00:00:00+00:00,1,False,2020-04-10 06:00:00+00:00,2020-04-10 07:00:00+00:00,6952.69,7032.6459350000005,6893.592135,SL,-0.009999999999999952,2,external,PRIMARY_RULE
A1_HOLD,2020-W18,2020-04-27 00:00:00+00:00,2020-04-27 07:00:00+00:00,2020-04-27 08:00:00+00:00,2020-04-27 09:00:00+00:00,2817,LONG,7691.293541666667,2020-04-20T00:00:00+00:00,1,False,2020-04-27 10:00:00+00:00,2020-04-27 13:00:00+00:00,7704.32,7792.91968,7638.83328,SL,-0.009999999999999952,4,external,PRIMARY_RULE
A1_HOLD,2020-W19,2020-05-04 00:00:00+00:00,2020-05-07 12:00:00+00:00,2020-05-07 13:00:00+00:00,2020-05-07 15:00:00+00:00,3063,LONG,9363.783125000002,2020-04-27T00:00:00+00:00,1,False,2020-05-07 16:00:00+00:00,2020-05-07 16:00:00+00:00,9518.55,9628.013325,9437.642324999999,TP,0.010000000000000066,1,external,PRIMARY_RULE
A1_HOLD,2020-W21,2020-05-18 00:00:00+00:00,2020-05-18 01:00:00+00:00,2020-05-18 02:00:00+00:00,2020-05-18 03:00:00+00:00,3315,LONG,9837.57,2020-05-11T00:00:00+00:00,1,False,2020-05-18 04:00:00+00:00,2020-05-18 06:00:00+00:00,9858.14,9971.50861,9774.34581,SL,-0.00999999999999984,3,external,PRIMARY_RULE
A1_HOLD,2020-W26,2020-06-22 00:00:00+00:00,2020-06-22 16:00:00+00:00,2020-06-22 17:00:00+00:00,2020-06-24 08:00:00+00:00,4208,LONG,9491.958541666667,2020-06-15T00:00:00+00:00,1,False,2020-06-24 09:00:00+00:00,2020-06-24 10:00:00+00:00,9525.31,9634.851065,9444.344865,SL,-0.010000000000000063,2,external,PRIMARY_RULE
A1_HOLD,2020-W28,2020-07-06 00:00:00+00:00,2020-07-06 06:00:00+00:00,2020-07-06 07:00:00+00:00,2020-07-09 15:00:00+00:00,4575,LONG,9170.1875,2020-06-29T00:00:00+00:00,1,False,2020-07-09 16:00:00+00:00,2020-07-10 04:00:00+00:00,9210.99,9316.916385,9132.696585,SL,-0.010000000000000063,13,external,PRIMARY_RULE
A1_HOLD,2020-W29,2020-07-13 00:00:00+00:00,2020-07-13 11:00:00+00:00,2020-07-13 12:00:00+00:00,2020-07-13 13:00:00+00:00,4669,LONG,9306.95625,2020-07-06T00:00:00+00:00,1,False,2020-07-13 14:00:00+00:00,2020-07-13 19:00:00+00:00,9316.19,9423.326185000002,9237.002385000002,SL,-0.00999999999999984,6,external,PRIMARY_RULE
A1_HOLD,2020-W32,2020-08-03 00:00:00+00:00,2020-08-03 15:00:00+00:00,2020-08-03 16:00:00+00:00,2020-08-03 17:00:00+00:00,5177,LONG,11366.0025,2020-07-27T00:00:00+00:00,1,False,2020-08-03 18:00:00+00:00,2020-08-03 21:00:00+00:00,11430.01,11561.455115,11332.854915,SL,-0.010000000000000063,4,external,PRIMARY_RULE
A1_HOLD,2020-W42,2020-10-12 00:00:00+00:00,2020-10-12 13:00:00+00:00,2020-10-12 14:00:00+00:00,2020-10-13 00:00:00+00:00,6864,LONG,11432.54125,2020-10-05T00:00:00+00:00,1,False,2020-10-13 01:00:00+00:00,2020-10-13 10:00:00+00:00,11495.48,11627.678020000001,11397.76842,SL,-0.009999999999999952,10,external,PRIMARY_RULE
A1_HOLD,2020-W44,2020-10-26 00:00:00+00:00,2020-10-27 11:00:00+00:00,2020-10-27 12:00:00+00:00,2020-10-27 13:00:00+00:00,7213,LONG,13328.062708333333,2020-10-19T00:00:00+00:00,1,False,2020-10-27 14:00:00+00:00,2020-10-27 15:00:00+00:00,13390.85,13544.844775000001,13277.027775,TP,0.010000000000000066,2,external,PRIMARY_RULE
A1_HOLD,2020-W46,2020-11-09 00:00:00+00:00,2020-11-11 17:00:00+00:00,2020-11-11 18:00:00+00:00,2020-11-11 19:00:00+00:00,7579,LONG,15809.875,2020-11-02T00:00:00+00:00,1,False,2020-11-11 20:00:00+00:00,2020-11-11 20:00:00+00:00,15814.86,15996.73089,15680.433690000002,SL,-0.009999999999999952,1,external,PRIMARY_RULE
A1_HOLD,2021-W03,2021-01-18 00:00:00+00:00,2021-01-19 07:00:00+00:00,2021-01-19 08:00:00+00:00,2021-01-19 09:00:00+00:00,9225,LONG,37145.205625,2021-01-11T00:00:00+00:00,1,False,2021-01-19 10:00:00+00:00,2021-01-19 10:00:00+00:00,37189.99,37617.674885,36873.875085,SL,-0.009999999999999952,1,external,PRIMARY_RULE
A1_HOLD,2021-W04,2021-01-25 00:00:00+00:00,2021-01-29 08:00:00+00:00,2021-01-29 09:00:00+00:00,2021-01-29 18:00:00+00:00,9474,LONG,35123.1875,2021-01-18T00:00:00+00:00,1,False,2021-01-29 19:00:00+00:00,2021-01-29 19:00:00+00:00,35259.26,35664.74149000001,34959.55629,SL,-0.010000000000000063,1,external,PRIMARY_RULE
A1_HOLD,2021-W05,2021-02-01 00:00:00+00:00,2021-02-02 08:00:00+00:00,2021-02-02 09:00:00+00:00,2021-02-02 14:00:00+00:00,9566,LONG,34528.118749999994,2021-01-25T00:00:00+00:00,1,False,2021-02-02 15:00:00+00:00,2021-02-02 16:00:00+00:00,34844.99,35245.707385,34548.807585,TP,0.010000000000000066,2,external,PRIMARY_RULE
A1_HOLD,2021-W07,2021-02-15 00:00:00+00:00,2021-02-16 03:00:00+00:00,2021-02-16 04:00:00+00:00,2021-02-16 05:00:00+00:00,9893,LONG,49135.275,2021-02-08T00:00:00+00:00,1,False,2021-02-16 06:00:00+00:00,2021-02-16 06:00:00+00:00,49285.48,49852.263020000006,48866.553420000004,SL,-0.009999999999999952,1,external,PRIMARY_RULE
A1_HOLD,2021-W09,2021-03-01 00:00:00+00:00,2021-03-03 08:00:00+00:00,2021-03-03 09:00:00+00:00,2021-03-03 15:00:00+00:00,10263,LONG,50600.91458333334,2021-02-22T00:00:00+00:00,1,False,2021-03-03 16:00:00+00:00,2021-03-03 16:00:00+00:00,50796.23,51380.386645000006,50364.46204500001,TP,0.010000000000000066,1,external,PRIMARY_RULE
A1_HOLD,2021-W11,2021-03-15 00:00:00+00:00,2021-03-17 21:00:00+00:00,2021-03-17 22:00:00+00:00,2021-03-18 11:00:00+00:00,10619,LONG,58000.0,2021-03-08T00:00:00+00:00,1,False,2021-03-18 12:00:00+00:00,2021-03-18 12:00:00+00:00,58240.01,58909.77011500001,57744.969915,SL,-0.010000000000000063,1,external,PRIMARY_RULE
A1_HOLD,2021-W13,2021-03-29 00:00:00+00:00,2021-03-29 08:00:00+00:00,2021-03-29 09:00:00+00:00,2021-03-31 08:00:00+00:00,10928,LONG,56991.015,2021-03-22T00:00:00+00:00,1,False,2021-03-31 09:00:00+00:00,2021-03-31 10:00:00+00:00,58046.06,58713.58969,57552.668490000004,SL,-0.009999999999999952,2,external,PRIMARY_RULE
A1_HOLD,2021-W18,2021-05-03 00:00:00+00:00,2021-05-03 00:00:00+00:00,2021-05-03 01:00:00+00:00,2021-05-03 20:00:00+00:00,11732,LONG,56664.700625,2021-04-26T00:00:00+00:00,1,False,2021-05-03 21:00:00+00:00,2021-05-04 00:00:00+00:00,56861.88,57515.79162,56378.55402,SL,-0.009999999999999952,4,external,PRIMARY_RULE
A1_HOLD,2021-W23,2021-06-07 00:00:00+00:00,2021-06-10 10:00:00+00:00,2021-06-10 11:00:00+00:00,2021-06-10 12:00:00+00:00,12636,LONG,37585.83333333333,2021-05-31T00:00:00+00:00,1,False,2021-06-10 13:00:00+00:00,2021-06-10 14:00:00+00:00,37748.78,38182.89097,37427.91537,SL,-0.009999999999999952,2,external,PRIMARY_RULE
A1_HOLD,2021-W26,2021-06-28 00:00:00+00:00,2021-06-28 12:00:00+00:00,2021-06-28 13:00:00+00:00,2021-06-28 17:00:00+00:00,13073,LONG,34149.843125,2021-06-21T00:00:00+00:00,1,False,2021-06-28 18:00:00+00:00,2021-06-28 19:00:00+00:00,34186.8,34579.948200000006,33896.2122,TP,0.010000000000000066,2,external,PRIMARY_RULE
A1_HOLD,2021-W34,2021-08-23 00:00:00+00:00,2021-08-23 01:00:00+00:00,2021-08-23 02:00:00+00:00,2021-08-23 15:00:00+00:00,14415,LONG,49464.58624999999,2021-08-16T00:00:00+00:00,1,False,2021-08-23 16:00:00+00:00,2021-08-23 19:00:00+00:00,49571.64,50141.71386,49150.28106,SL,-0.009999999999999952,4,external,PRIMARY_RULE
A1_HOLD,2021-W35,2021-08-30 00:00:00+00:00,2021-09-02 06:00:00+00:00,2021-09-02 07:00:00+00:00,2021-09-02 08:00:00+00:00,14648,LONG,49790.0,2021-08-23T00:00:00+00:00,1,False,2021-09-02 09:00:00+00:00,2021-09-02 14:00:00+00:00,50141.41,50718.03621500001,49715.208015000004,SL,-0.009999999999999952,6,external,PRIMARY_RULE
A1_HOLD,2021-W36,2021-09-06 00:00:00+00:00,2021-09-07 10:00:00+00:00,2021-09-07 11:00:00+00:00,2021-09-07 12:00:00+00:00,14772,LONG,50937.685625,2021-08-30T00:00:00+00:00,1,False,2021-09-07 13:00:00+00:00,2021-09-07 13:00:00+00:00,51033.95,51620.840425,50600.161425,SL,-0.009999999999999952,1,external,PRIMARY_RULE
A1_HOLD,2021-W37,2021-09-13 00:00:00+00:00,2021-09-15 10:00:00+00:00,2021-09-15 11:00:00+00:00,2021-09-16 14:00:00+00:00,14990,LONG,47292.70833333333,2021-09-06T00:00:00+00:00,1,False,2021-09-16 15:00:00+00:00,2021-09-16 15:00:00+00:00,47582.01,48129.203115000004,47177.562915,TP,0.010000000000000066,1,external,PRIMARY_RULE
A1_HOLD,2021-W39,2021-09-27 00:00:00+00:00,2021-09-27 01:00:00+00:00,2021-09-27 02:00:00+00:00,2021-09-27 03:00:00+00:00,15243,LONG,43914.37875,2021-09-20T00:00:00+00:00,1,False,2021-09-27 04:00:00+00:00,2021-09-27 06:00:00+00:00,44028.89,44535.222235,43654.644435,SL,-0.009999999999999952,3,external,PRIMARY_RULE
A1_HOLD,2021-W41,2021-10-11 00:00:00+00:00,2021-10-11 03:00:00+00:00,2021-10-11 04:00:00+00:00,2021-10-11 05:00:00+00:00,15581,LONG,56170.018125,2021-10-04T00:00:00+00:00,1,False,2021-10-11 06:00:00+00:00,2021-10-11 11:00:00+00:00,56569.01,57219.553615000004,56088.173415000005,SL,-0.009999999999999952,6,external,PRIMARY_RULE
A1_HOLD,2021-W51,2021-12-20 00:00:00+00:00,2021-12-21 04:00:00+00:00,2021-12-21 05:00:00+00:00,2021-12-21 06:00:00+00:00,17286,LONG,48477.55979166667,2021-12-13T00:00:00+00:00,1,False,2021-12-21 07:00:00+00:00,2021-12-21 12:00:00+00:00,48537.33,49095.509295,48124.762695000005,TP,0.010000000000000066,6,external,PRIMARY_RULE
A1_HOLD,2025-W08,2025-02-17 00:00:00+00:00,2025-02-20 17:00:00+00:00,2025-02-20 18:00:00+00:00,2025-02-21 15:00:00+00:00,45087,LONG,97894.88125,2025-02-10T00:00:00+00:00,1,False,2025-02-21 16:00:00+00:00,2025-02-21 17:00:00+00:00,98057.6,99185.2624,97224.1104,SL,-0.010000000000000063,2,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W10,2025-03-03 00:00:00+00:00,2025-03-05 10:00:00+00:00,2025-03-05 11:00:00+00:00,2025-03-05 13:00:00+00:00,45373,LONG,89238.20416666666,2025-02-24T00:00:00+00:00,1,False,2025-03-05 14:00:00+00:00,2025-03-05 14:00:00+00:00,89422.5,90450.85875,88662.40875,SL,-0.009999999999999952,1,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W19,2025-05-05 00:00:00+00:00,2025-05-06 23:00:00+00:00,2025-05-07 00:00:00+00:00,2025-05-07 02:00:00+00:00,46874,LONG,96466.4375,2025-04-28T00:00:00+00:00,1,False,2025-05-07 03:00:00+00:00,2025-05-07 19:00:00+00:00,96582.4,97693.0976,95761.44959999999,SL,-0.010000000000000063,17,reference_validation,PRIMARY_RULE
A1_HOLD,2025-W20,2025-05-12 00:00:00+00:00,2025-05-13 09:00:00+00:00,2025-05-13 10:00:00+00:00,2025-05-13 14:00:00+00:00,47030,LONG,102811.39375,2025-05-05T00:00:00+00:00,1,False,2025-05-13 15:00:00+00:00,2025-05-13 16:00:00+00:00,103148.2,104334.40430000001,102271.4403,TP,0.010000000000000066,2,reference_validation,PRIMARY_RULE
