zone,entry_frac,distance,distance_r,partition,date_utc,signal_ts,fill_bar_start,entry_px,H,L,range,stop_px,E20_DOWN,session_end,activated,activation_bar_start,ratchets,final_ceiling,exit_bar_start,exit_ts,exit_px,exit_reason,net_pnl_usd,win
F15,0.15,D40,0.4,development,2022-03-14,2022-03-14 13:35:00+00:00,2022-03-14 17:45:00+00:00,38728.61,39287.4,38630.0,657.4000000000015,38991.57,38498.52,2022-03-14 20:00:00+00:00,True,2022-03-14 18:25:00+00:00,0,38498.52,2022-03-14 18:30:00+00:00,2022-03-14 18:30:00+00:00,38498.52,PROFIT_CEILING_HIT,2.5705429655234595,True
F15,0.15,D50,0.5,development,2022-03-14,2022-03-14 13:35:00+00:00,2022-03-14 17:45:00+00:00,38728.61,39287.4,38630.0,657.4000000000015,39057.31,38498.52,2022-03-14 20:00:00+00:00,True,2022-03-14 18:25:00+00:00,0,38498.52,2022-03-14 18:30:00+00:00,2022-03-14 18:30:00+00:00,38498.52,PROFIT_CEILING_HIT,2.5705429655234595,True
F10,0.1,D30,0.3,development,2022-05-02,2022-05-02 13:40:00+00:00,2022-05-02 17:15:00+00:00,38477.2,39073.0,38411.0,662.0,38675.799999999996,38278.6,2022-05-02 20:00:00+00:00,True,2022-05-02 17:45:00+00:00,0,38278.6,2022-05-02 17:50:00+00:00,2022-05-02 17:50:00+00:00,38278.6,PROFIT_CEILING_HIT,2.180749118958725,True
F10,0.1,D40,0.4,development,2022-05-02,2022-05-02 13:40:00+00:00,2022-05-02 17:15:00+00:00,38477.2,39073.0,38411.0,662.0,38742.0,38278.6,2022-05-02 20:00:00+00:00,True,2022-05-02 17:45:00+00:00,0,38278.6,2022-05-02 17:50:00+00:00,2022-05-02 17:50:00+00:00,38278.6,PROFIT_CEILING_HIT,2.180749118958725,True
F10,0.1,D50,0.5,development,2022-05-02,2022-05-02 13:40:00+00:00,2022-05-02 17:15:00+00:00,38477.2,39073.0,38411.0,662.0,38808.2,38278.6,2022-05-02 20:00:00+00:00,True,2022-05-02 17:45:00+00:00,0,38278.6,2022-05-02 17:50:00+00:00,2022-05-02 17:50:00+00:00,38278.6,PROFIT_CEILING_HIT,2.180749118958725,True
F15,0.15,D30,0.3,development,2022-05-02,2022-05-02 13:40:00+00:00,2022-05-02 17:10:00+00:00,38510.3,39073.0,38411.0,662.0,38708.9,38278.6,2022-05-02 20:00:00+00:00,True,2022-05-02 17:45:00+00:00,0,38278.6,2022-05-02 17:50:00+00:00,2022-05-02 17:50:00+00:00,38278.6,PROFIT_CEILING_HIT,2.608286094888957,True
F15,0.15,D40,0.4,development,2022-05-02,2022-05-02 13:40:00+00:00,2022-05-02 17:10:00+00:00,38510.3,39073.0,38411.0,662.0,38775.100000000006,38278.6,2022-05-02 20:00:00+00:00,True,2022-05-02 17:45:00+00:00,0,38278.6,2022-05-02 17:50:00+00:00,2022-05-02 17:50:00+00:00,38278.6,PROFIT_CEILING_HIT,2.608286094888957,True
F15,0.15,D50,0.5,development,2022-05-02,2022-05-02 13:40:00+00:00,2022-05-02 17:10:00+00:00,38510.3,39073.0,38411.0,662.0,38841.3,38278.6,2022-05-02 20:00:00+00:00,True,2022-05-02 17:45:00+00:00,0,38278.6,2022-05-02 17:50:00+00:00,2022-05-02 17:50:00+00:00,38278.6,PROFIT_CEILING_HIT,2.608286094888957,True
F05,0.05,D30,0.3,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29460.835,30288.0,29417.3,870.7000000000007,29722.045,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,3.294311447723697,True
F05,0.05,D40,0.4,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29460.835,30288.0,29417.3,870.7000000000007,29809.114999999998,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,3.294311447723697,True
F05,0.05,D50,0.5,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29460.835,30288.0,29417.3,870.7000000000007,29896.184999999998,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,3.294311447723697,True
F10,0.1,D30,0.3,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29504.37,30288.0,29417.3,870.7000000000007,29765.579999999998,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,4.026632393777607,True
F10,0.1,D40,0.4,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29504.37,30288.0,29417.3,870.7000000000007,29852.649999999998,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,4.026632393777607,True
F10,0.1,D50,0.5,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29504.37,30288.0,29417.3,870.7000000000007,29939.72,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,4.026632393777607,True
F15,0.15,D30,0.3,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29809.114999999998,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,4.75679538024777,True
F15,0.15,D40,0.4,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29896.184999999998,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,4.75679538024777,True
F15,0.15,D50,0.5,development,2022-05-16,2022-05-16 13:55:00+00:00,2022-05-16 16:05:00+00:00,29547.905,30288.0,29417.3,870.7000000000007,29983.254999999997,29243.16,2022-05-16 20:00:00+00:00,True,2022-05-16 16:40:00+00:00,0,29243.16,2022-05-16 16:45:00+00:00,2022-05-16 16:45:00+00:00,29243.16,PROFIT_CEILING_HIT,4.75679538024777,True
F05,0.05,D30,0.3,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 16:00:00+00:00,16940.025,17510.5,16910.0,600.5,17120.175000000003,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.0151381122519134,True
F05,0.05,D40,0.4,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 16:00:00+00:00,16940.025,17510.5,16910.0,600.5,17180.225000000002,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.0151381122519134,True
F05,0.05,D50,0.5,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 16:00:00+00:00,16940.025,17510.5,16910.0,600.5,17240.275,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.0151381122519134,True
F10,0.1,D30,0.3,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 15:40:00+00:00,16970.05,17510.5,16910.0,600.5,17150.2,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.895511798727724,True
F10,0.1,D40,0.4,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 15:40:00+00:00,16970.05,17510.5,16910.0,600.5,17210.25,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.895511798727724,True
F10,0.1,D50,0.5,development,2022-12-16,2022-12-16 14:20:00+00:00,2022-12-16 15:40:00+00:00,16970.05,17510.5,16910.0,600.5,17270.3,16789.9,2022-12-16 20:00:00+00:00,True,2022-12-16 16:05:00+00:00,0,16789.9,2022-12-16 16:10:00+00:00,2022-12-16 16:10:00+00:00,16858.2,PROFIT_CEILING_GAP_OPEN,2.895511798727724,True
F10,0.1,D30,0.3,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:05:00+00:00,22792.64,23086.4,22760.0,326.40000000000146,22890.56,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 17:15:00+00:00,2023-01-24 17:15:00+00:00,22890.56,PRE_ACT_HARD_STOP_TOUCH,-2.548061830485659,False
F10,0.1,D40,0.4,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:05:00+00:00,22792.64,23086.4,22760.0,326.40000000000146,22923.2,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:00:00+00:00,2023-01-24 18:00:00+00:00,22923.2,PRE_ACT_HARD_STOP_TOUCH,-3.2640824406475084,False
F10,0.1,D50,0.5,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:05:00+00:00,22792.64,23086.4,22760.0,326.40000000000146,22955.84,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:10:00+00:00,2023-01-24 18:10:00+00:00,22955.84,PRE_ACT_HARD_STOP_TOUCH,-3.980103050809358,False
F15,0.15,D30,0.3,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:00:00+00:00,22808.96,23086.4,22760.0,326.40000000000146,22906.88,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 17:15:00+00:00,2023-01-24 17:15:00+00:00,22906.88,PRE_ACT_HARD_STOP_TOUCH,-2.5465248744353404,False
F15,0.15,D40,0.4,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:00:00+00:00,22808.96,23086.4,22760.0,326.40000000000146,22939.52,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:10:00+00:00,2023-01-24 18:10:00+00:00,22939.52,PRE_ACT_HARD_STOP_TOUCH,-3.262033165913824,False
F15,0.15,D50,0.5,development,2023-01-24,2023-01-24 14:35:00+00:00,2023-01-24 17:00:00+00:00,22808.96,23086.4,22760.0,326.40000000000146,22972.16,22694.72,2023-01-24 20:00:00+00:00,False,,0,,2023-01-24 18:10:00+00:00,2023-01-24 18:10:00+00:00,22972.16,PRE_ACT_HARD_STOP_TOUCH,-3.977541457392197,False
F05,0.05,D30,0.3,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29315.29,29913.6,29283.8,629.7999999999993,29504.23,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 17:10:00+00:00,2023-04-17 17:10:00+00:00,29504.23,PRE_ACT_HARD_STOP_TOUCH,-3.6225504165231954,False
F05,0.05,D40,0.4,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29315.29,29913.6,29283.8,629.7999999999993,29567.21,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-2.8613435514367898,False
F05,0.05,D50,0.5,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29315.29,29913.6,29283.8,629.7999999999993,29630.190000000002,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-2.8613435514367898,False
F10,0.1,D30,0.3,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29346.78,29913.6,29283.8,629.7999999999993,29535.719999999998,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 18:40:00+00:00,2023-04-17 18:40:00+00:00,29535.719999999998,PRE_ACT_HARD_STOP_TOUCH,-3.6190925205423103,False
F10,0.1,D40,0.4,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29346.78,29913.6,29283.8,629.7999999999993,29598.699999999997,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-2.322187033807421,False
F10,0.1,D50,0.5,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 15:55:00+00:00,29346.78,29913.6,29283.8,629.7999999999993,29661.68,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-2.322187033807421,False
F15,0.15,D30,0.3,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 16:10:00+00:00,29378.27,29913.6,29283.8,629.7999999999993,29567.21,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-1.784186339086657,False
F15,0.15,D40,0.4,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 16:10:00+00:00,29378.27,29913.6,29283.8,629.7999999999993,29630.19,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-1.784186339086657,False
F15,0.15,D50,0.5,development,2023-04-17,2023-04-17 13:35:00+00:00,2023-04-17 16:10:00+00:00,29378.27,29913.6,29283.8,629.7999999999993,29693.17,29157.84,2023-04-17 20:00:00+00:00,False,,0,,2023-04-17 20:00:00+00:00,2023-04-17 20:00:00+00:00,29459.6,TIME_EXIT_SESSION_END,-1.784186339086657,False
F05,0.05,D30,0.3,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26783.63,26985.6,26773.0,212.59999999999854,26847.41,26730.48,2023-05-19 20:00:00+00:00,False,,0,,2023-05-19 15:00:00+00:00,2023-05-19 15:00:00+00:00,26847.41,PRE_ACT_HARD_STOP_TOUCH,-1.590652648651369,False
F05,0.05,D40,0.4,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26783.63,26985.6,26773.0,212.59999999999854,26868.670000000002,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,-0.0036758273617040205,False
F05,0.05,D50,0.5,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26783.63,26985.6,26773.0,212.59999999999854,26889.93,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,-0.0036758273617040205,False
F10,0.1,D30,0.3,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26794.26,26985.6,26773.0,212.59999999999854,26858.039999999997,26730.48,2023-05-19 20:00:00+00:00,False,,0,,2023-05-19 15:00:00+00:00,2023-05-19 15:00:00+00:00,26858.039999999997,PRE_ACT_HARD_STOP_TOUCH,-1.5901802848819364,False
F10,0.1,D40,0.4,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26794.26,26985.6,26773.0,212.59999999999854,26879.3,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.19453032104633816,True
F10,0.1,D50,0.5,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26794.26,26985.6,26773.0,212.59999999999854,26900.559999999998,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.19453032104633816,True
F15,0.15,D30,0.3,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26804.89,26985.6,26773.0,212.59999999999854,26868.67,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.3925792644550844,True
F15,0.15,D40,0.4,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26804.89,26985.6,26773.0,212.59999999999854,26889.93,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.3925792644550844,True
F15,0.15,D50,0.5,development,2023-05-19,2023-05-19 14:15:00+00:00,2023-05-19 14:35:00+00:00,26804.89,26985.6,26773.0,212.59999999999854,26911.19,26730.48,2023-05-19 20:00:00+00:00,True,2023-05-19 15:05:00+00:00,0,26730.48,2023-05-19 15:10:00+00:00,2023-05-19 15:10:00+00:00,26762.4,PROFIT_CEILING_GAP_OPEN,0.3925792644550844,True
F05,0.05,D30,0.3,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:20:00+00:00,29679.17,30098.5,29657.1,441.40000000000146,29811.59,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 17:55:00+00:00,2023-07-18 17:55:00+00:00,29811.59,PRE_ACT_HARD_STOP_TOUCH,-2.6308575340888036,False
F05,0.05,D40,0.4,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:20:00+00:00,29679.17,30098.5,29657.1,441.40000000000146,29855.73,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 18:10:00+00:00,2023-07-18 18:10:00+00:00,29855.73,PRE_ACT_HARD_STOP_TOUCH,-3.374476712118368,False
F05,0.05,D50,0.5,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:20:00+00:00,29679.17,30098.5,29657.1,441.40000000000146,29899.87,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 18:25:00+00:00,2023-07-18 18:25:00+00:00,29899.87,PRE_ACT_HARD_STOP_TOUCH,-4.1180958901479325,False
F10,0.1,D30,0.3,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:15:00+00:00,29701.239999999998,30098.5,29657.1,441.40000000000146,29833.66,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 18:10:00+00:00,2023-07-18 18:10:00+00:00,29833.66,PRE_ACT_HARD_STOP_TOUCH,-2.6291998583224836,False
F10,0.1,D40,0.4,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:15:00+00:00,29701.239999999998,30098.5,29657.1,441.40000000000146,29877.8,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 18:20:00+00:00,2023-07-18 18:20:00+00:00,29877.8,PRE_ACT_HARD_STOP_TOUCH,-3.3722664777632745,False
F10,0.1,D50,0.5,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:15:00+00:00,29701.239999999998,30098.5,29657.1,441.40000000000146,29921.94,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 19:05:00+00:00,2023-07-18 19:05:00+00:00,29921.94,PRE_ACT_HARD_STOP_TOUCH,-4.115333097204066,False
F15,0.15,D30,0.3,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:10:00+00:00,29723.309999999998,30098.5,29657.1,441.40000000000146,29855.73,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 18:10:00+00:00,2023-07-18 18:10:00+00:00,29855.73,PRE_ACT_HARD_STOP_TOUCH,-2.627544644254009,False
F15,0.15,D40,0.4,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:10:00+00:00,29723.309999999998,30098.5,29657.1,441.40000000000146,29899.87,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 18:25:00+00:00,2023-07-18 18:25:00+00:00,29899.87,PRE_ACT_HARD_STOP_TOUCH,-3.370059525671975,False
F15,0.15,D50,0.5,development,2023-07-18,2023-07-18 16:50:00+00:00,2023-07-18 17:10:00+00:00,29723.309999999998,30098.5,29657.1,441.40000000000146,29944.01,29568.82,2023-07-18 20:00:00+00:00,False,,0,,2023-07-18 20:00:00+00:00,2023-07-18 20:00:00+00:00,29708.2,TIME_EXIT_SESSION_END,-0.14582238653775248,False
F15,0.15,D30,0.3,development,2023-08-15,2023-08-15 14:10:00+00:00,2023-08-15 15:30:00+00:00,29356.145,29446.5,29340.2,106.29999999999927,29388.035,29318.940000000002,2023-08-15 20:00:00+00:00,False,,0,,2023-08-15 15:35:00+00:00,2023-08-15 15:35:00+00:00,29388.035,PRE_ACT_HARD_STOP_TOUCH,-0.9431571481882003,False
F15,0.15,D40,0.4,development,2023-08-15,2023-08-15 14:10:00+00:00,2023-08-15 15:30:00+00:00,29356.145,29446.5,29340.2,106.29999999999927,29398.665,29318.940000000002,2023-08-15 20:00:00+00:00,True,2023-08-15 15:40:00+00:00,0,29318.940000000002,2023-08-15 15:45:00+00:00,2023-08-15 15:45:00+00:00,29325.5,PROFIT_CEILING_GAP_OPEN,0.12195204785915326,True
F15,0.15,D50,0.5,development,2023-08-15,2023-08-15 14:10:00+00:00,2023-08-15 15:30:00+00:00,29356.145,29446.5,29340.2,106.29999999999927,29409.295,29318.940000000002,2023-08-15 20:00:00+00:00,True,2023-08-15 15:40:00+00:00,0,29318.940000000002,2023-08-15 15:45:00+00:00,2023-08-15 15:45:00+00:00,29325.5,PROFIT_CEILING_GAP_OPEN,0.12195204785915326,True
F05,0.05,D30,0.3,development,2023-09-22,2023-09-22 13:45:00+00:00,2023-09-22 16:45:00+00:00,26568.885,26737.7,26560.0,177.70000000000073,26622.195,26524.46,2023-09-22 20:00:00+00:00,True,2023-09-22 17:40:00+00:00,0,26524.46,2023-09-22 17:45:00+00:00,2023-09-22 17:45:00+00:00,26543.1,PROFIT_CEILING_GAP_OPEN,0.08524806366545545,True
