family,lookback_min,state_bin,hold_min,N,WR,net,exp,PF,DD,LS,formal_pass,pooled_gate,era_gate,wr55_years,min_forward_exp,min_year_exp,min_year_wr,N_2022,WR_2022,net_2022,exp_2022,PF_2022,DD_2022,LS_2022,N_2023,WR_2023,net_2023,exp_2023,PF_2023,DD_2023,LS_2023,N_2024,WR_2024,net_2024,exp_2024,PF_2024,DD_2024,LS_2024
RV,60,HIGH,960,243,54.32098765432099,-42.39103951122713,-0.1744487222684244,0.9724359678309044,343.3851430442423,5,False,False,False,1,-0.7145855863947911,-0.7145855863947911,43.90243902439025,122,60.65573770491803,-10.644773977744169,-0.0872522457192145,0.989218658805269,343.3851430442423,5,41,43.90243902439025,-29.298009042186436,-0.7145855863947911,0.8308967047486532,68.22705033228912,4,80,50.0,-2.448256491296533,-0.030603206141206662,0.9935115152209967,89.03911017923578,3
DRIVE,240,HIGH,240,349,44.412607449856736,-140.8138694257243,-0.40347813589032755,0.8706101619655254,179.84241597251926,9,False,False,False,0,-0.7169754366505668,-0.7169754366505668,43.44262295081967,122,43.44262295081967,-19.745785623807325,-0.16185070183448627,0.9560132135706462,105.16869243592532,7,103,46.601941747572816,-73.84846997500838,-0.7169754366505668,0.730455156424802,125.22022816331507,9,124,43.54838709677419,-47.21961382690873,-0.3808033373137801,0.8707778330518838,141.96630960894947,9
DRIVE,60,HIGH,120,366,37.704918032786885,-160.931773783965,-0.43970429995618854,0.7920255329860315,237.2732707940642,15,False,False,False,0,-0.7170582819630243,-0.7170582819630243,36.0655737704918,122,36.0655737704918,-61.94539502699151,-0.5077491395655042,0.8075485061506734,119.86111797554516,15,114,40.35087719298245,-5.768802101780313,-0.05060352720859924,0.9678554301695307,49.233677400087515,9,130,36.92307692307693,-93.21757665519317,-0.7170582819630243,0.6578742020820844,129.60212215515784,8
DRIVE,15,MID,60,360,33.88888888888889,-287.71477276811845,-0.7992077021336623,0.5059829259236379,294.7727572325738,11,False,False,False,0,-0.7191194612642194,-1.0459438035332722,31.25,121,33.88429752066116,-126.55920022752593,-1.0459438035332722,0.4895384493290985,127.45212851401772,8,112,31.25,-80.54137966159257,-0.7191194612642194,0.40497733171366707,94.84673214932825,11,127,36.22047244094488,-80.61419287900002,-0.6347574242440946,0.5951253510316019,87.52511423086692,7
TREND,240,LOW,240,328,50.609756097560975,-298.1245684193949,-0.9089163671323015,0.7136167710532427,320.8183310248287,6,False,False,False,0,-0.7191346178960603,-1.6591988034116016,50.0,122,50.81967213114754,-202.4222540162154,-1.6591988034116016,0.6216615463203032,233.43002272335087,6,82,50.0,-6.529621784068018,-0.079629533952049,0.9545948735232445,40.99547122858042,4,124,50.806451612903224,-89.17269261911147,-0.7191346178960603,0.753776181103019,127.36129250770382,6
EFFICIENCY,240,MID,60,380,37.631578947368425,-232.83956299297762,-0.6127356920867832,0.6240834174706311,291.0172793554538,10,False,False,False,0,-0.7208135183751251,-0.7208135183751251,31.451612903225808,121,38.84297520661157,-84.57270352227054,-0.6989479629939714,0.6673271598963553,131.51013735912687,7,124,31.451612903225808,-89.38087627851552,-0.7208135183751251,0.4208963447787019,96.56410799139975,9,135,42.22222222222222,-58.88598319219157,-0.4361924680903079,0.7206894981883047,70.29952380625355,7
DRIVE,30,MID,60,371,36.118598382749326,-242.29419664830243,-0.6530840880008152,0.6143748991896637,286.571311539377,13,False,False,False,0,-0.7217470060493102,-0.7217470060493102,33.33333333333333,121,36.36363636363637,-78.11175870891152,-0.6455517248670374,0.6872662681885723,119.80671936307004,9,132,33.33333333333333,-79.01629122557232,-0.5986082668603964,0.5408347390279964,85.15574720791696,10,118,38.983050847457626,-85.1661467138186,-0.7217470060493102,0.5874888018980904,89.2423158515018,7
RV,15,MID,120,383,38.90339425587467,-428.6153206925766,-1.119100054027615,0.5361982494117404,437.9791646451626,12,False,False,False,0,-0.7219595364225229,-1.9912195946041469,32.231404958677686,121,32.231404958677686,-240.93757094710176,-1.9912195946041469,0.40428066230125753,250.30141489968764,8,116,38.793103448275865,-82.2716574277865,-0.7092384261016077,0.6306157581571596,93.5270081030859,12,146,44.52054794520548,-105.40609231768833,-0.7219595364225229,0.6450496946078572,111.4065363313941,7
DRIVE,240,LOW,240,387,50.64599483204134,-201.13618790831447,-0.519731751701071,0.8022647077440862,225.55191796652738,7,False,False,False,0,-0.7261848055871456,-0.882863226818704,48.854961832061065,122,51.63934426229508,-107.70931367188189,-0.882863226818704,0.749375126424039,151.1962037375508,7,131,48.854961832061065,3.8818897122448917,0.029632745894999174,1.0189698232290807,64.60526456487983,5,134,51.49253731343284,-97.30876394867751,-0.7261848055871456,0.7457981566210116,135.29388075475174,6
DRIVE,60,LOW,60,403,39.950372208436725,-298.1926692556576,-0.7399321817758253,0.5572301758010109,353.8896654771893,15,False,False,False,0,-0.7269251844929254,-1.1150504437463273,35.714285714285715,122,40.16393442622951,-136.03615413705194,-1.1150504437463273,0.5171930571696963,153.6773944433235,9,140,35.714285714285715,-101.76952582900955,-0.7269251844929254,0.39972642331701363,106.62320079794574,12,141,43.97163120567376,-60.38698928959613,-0.4282765197843697,0.7281965430500876,100.95723253202446,15
EFFICIENCY,240,LOW,360,361,40.99722991689751,-478.0484749618635,-1.324234002664442,0.6397880983364151,482.5810802352612,11,False,False,False,0,-0.7289695001841979,-2.883970463815129,34.42622950819672,122,34.42622950819672,-351.84439658544574,-2.883970463815129,0.4747026952307976,351.8443965854457,7,132,43.18181818181818,-48.20434185670861,-0.3651844080053683,0.8607045884246565,121.76861882628722,7,107,45.794392523364486,-77.99973651970917,-0.7289695001841979,0.7494164711689307,83.86539484481303,11
RANGE_POS,360,LOW,60,406,43.103448275862064,-241.68281147376,-0.5952778607728079,0.6266687240408216,311.717388586945,19,False,False,False,0,-0.7359583529465242,-0.7359583529465242,33.81294964028777,122,50.0,-87.4932694064295,-0.7171579459543402,0.6361929266785872,99.1855703569947,5,139,33.81294964028777,-102.29821105956687,-0.7359583529465242,0.42691517321841976,103.84369317874021,19,145,46.206896551724135,-51.89133100776358,-0.35787124832940403,0.7727753509075568,116.24142535784728,8
EFFICIENCY,15,HIGH,60,353,40.50991501416431,-200.05382488003212,-0.5667247163740287,0.6721481055598372,251.28629380498,12,False,False,False,0,-0.7489026655973916,-0.7489026655973916,31.35593220338983,122,46.72131147540984,-47.96282935847437,-0.39313794556126536,0.8227476780057743,106.59341859210647,7,118,31.35593220338983,-88.37051454049221,-0.7489026655973916,0.43668365054608654,95.33560620096334,11,113,43.36283185840708,-63.72048098106552,-0.5638980617793409,0.6512853222633005,73.6690991426763,12
EFFICIENCY,15,LOW,60,360,34.166666666666664,-298.80590266830507,-0.8300163963008474,0.4922783983240476,305.86388713276017,11,False,False,False,0,-0.7506370027422727,-0.9950233363483544,30.630630630630627,122,35.24590163934426,-121.39284703449924,-0.9950233363483544,0.5070950378883561,122.28577532099104,7,111,30.630630630630627,-82.08215628553718,-0.73947888545529,0.393594400084425,96.38750877327286,11,127,36.22047244094488,-95.33089934826864,-0.7506370027422727,0.5392064427954851,102.24182070013562,7
TREND,240,MID,60,457,29.540481400437635,-392.40139404853846,-0.8586463764738259,0.424018307565672,399.5284128805424,12,False,False,False,0,-0.7520295161356496,-1.3524498199466655,29.268292682926827,121,29.75206611570248,-163.64642821354653,-1.3524498199466655,0.36105755737429085,163.64642821354656,9,205,29.268292682926827,-130.23909922122178,-0.6353126791279111,0.42827022381412144,131.01835293019664,12,131,29.770992366412212,-98.5158666137701,-0.7520295161356496,0.500818891933302,105.64288544577389,11
DRIVE,120,HIGH,120,329,37.38601823708207,-162.44670040123185,-0.49375896778489925,0.77055408661974,226.25249509865614,8,False,False,False,0,-0.7527933076638051,-0.8159639088814723,31.967213114754102,122,31.967213114754102,-99.54759688353963,-0.8159639088814723,0.7235335200225751,157.22266101408,8,95,43.15789473684211,21.41374694065393,0.22540786253319925,1.177369347618195,31.021312263478883,4,112,38.392857142857146,-84.31285045834618,-0.7527933076638051,0.6288962049880374,105.6589444544574,7
RV,240,MID,60,303,40.5940594059406,-193.5846614893424,-0.6388932722420542,0.6313572519021255,230.9683383161621,10,False,False,False,0,-0.7538869734212479,-0.7538869734212479,34.42622950819672,121,42.97520661157025,-70.35425432575683,-0.5814401183946846,0.6758507433502825,91.89171309072287,9,61,34.42622950819672,-32.01008337961458,-0.5247554652395833,0.6270605227147595,41.86843774294766,10,121,41.32231404958678,-91.220323783971,-0.7538869734212479,0.5895662518472883,116.19500760529178,8
TREND,15,LOW,240,371,46.63072776280324,-397.01748652051106,-1.0701279960121592,0.6691218327940991,449.6191419684329,8,False,False,False,1,-0.754040331444756,-1.8790667888651118,40.707964601769916,122,41.80327868852459,-229.24614824154364,-1.8790667888651118,0.559157741749066,246.75391182059727,8,113,40.707964601769916,-85.20655745325743,-0.754040331444756,0.6754617390793569,156.62686513377855,6,136,55.88235294117647,-82.56478082570999,-0.6070939766596323,0.8021569635681002,159.3363717127696,5
TREND,120,MID,60,455,30.10989010989011,-302.61609367243636,-0.6650903157635965,0.5141806810669503,314.7072009493863,19,False,False,False,0,-0.7601636978965838,-0.7601636978965838,25.252525252525253,121,34.710743801652896,-66.79878421513021,-0.5520560678936381,0.680964460263443,77.82104646688066,8,198,25.252525252525253,-132.4350465433708,-0.6688638714311655,0.3784333218654347,132.93907268449112,19,136,33.088235294117645,-103.38226291393539,-0.7601636978965838,0.4842611370182807,108.44523637936832,9
RANGE_POS,120,LOW,60,388,41.23711340206185,-248.7231275065913,-0.6410389884190497,0.5929955179652743,307.5961197124771,12,False,False,False,0,-0.7653791812044686,-1.0916662063756235,31.297709923664126,122,43.44262295081967,-133.18327717782606,-1.0916662063756235,0.4996545550886576,139.47248804147776,10,131,31.297709923664126,-100.26467273778539,-0.7653791812044686,0.379303135006847,102.51644137641726,12,135,48.888888888888886,-15.275177590979897,-0.11314946363688813,0.9167058236407123,75.6421846976332,7
RANGE_POS,360,MID,120,344,36.91860465116279,-297.35472168970125,-0.8644032607258757,0.5984172868533669,346.3476323068493,10,False,False,False,0,-0.767676019314622,-1.3147457457737743,34.146341463414636,121,34.710743801652896,-159.0842352386267,-1.3147457457737743,0.5313096329785505,208.07714585577472,10,123,34.146341463414636,-94.42415037569852,-0.767676019314622,0.5670635980581022,129.93113344818497,10,100,43.0,-43.846336075376016,-0.43846336075376013,0.7603140332306093,43.84633607537603,8
EFFICIENCY,30,HIGH,960,376,47.6063829787234,-383.5182114463786,-1.0199952432084536,0.7988774109883973,443.197157992403,6,False,False,False,0,-0.7705950040482328,-1.8685032042266465,40.0,122,53.278688524590166,-227.95739091565088,-1.8685032042266465,0.7324517388760511,278.38122717149275,4,120,40.0,-92.47140048578794,-0.7705950040482328,0.7973112795368381,201.692858707817,5,134,49.25373134328358,-63.08942004493974,-0.4708165674995503,0.8946122007602283,170.3672362732536,6
EFFICIENCY,15,HIGH,120,353,43.342776203966004,-247.02306335970044,-0.6997820491776217,0.6738704197752371,306.3978972756529,9,False,False,False,0,-0.7741625510971524,-0.8217607735991592,38.983050847457626,122,43.44262295081967,-100.25481437909743,-0.8217607735991592,0.6885491702822328,136.50743697673775,7,118,38.983050847457626,-59.28788070662481,-0.502439667005295,0.6547499536724881,66.39190482413524,9,113,47.78761061946903,-87.48036827397821,-0.7741625510971524,0.6684061144560852,118.00001874099127,5
EFFICIENCY,120,LOW,60,364,33.791208791208796,-210.5691673570587,-0.578486723508403,0.6169679016107349,238.4397603736999,16,False,False,False,0,-0.7741864315630238,-0.7741864315630238,30.952380952380953,122,36.0655737704918,-56.26868401980809,-0.4612187214738368,0.7486416118458991,79.07630357101621,10,126,30.952380952380953,-64.49485727593982,-0.511863946634443,0.5153691672569753,68.8924432560659,16,116,34.48275862068966,-89.80562606131076,-0.7741864315630238,0.5342130951526168,94.86859952674378,9
EFFICIENCY,120,MID,240,374,43.58288770053476,-320.98112986209117,-0.8582383151392812,0.7032550633576777,337.83084719958026,11,False,False,False,0,-0.7785925747434809,-1.5638852052746337,41.32231404958678,121,41.32231404958678,-189.23010983823067,-1.5638852052746337,0.5958427639184549,228.07725382371189,11,127,45.66929133858268,-33.648355606181866,-0.26494768193843987,0.8688672503390147,64.94185329965688,8,126,43.65079365079365,-98.1026644176786,-0.7785925747434809,0.7250999750958057,103.8211323696517,5
EFFICIENCY,15,MID,60,383,30.548302872062667,-307.7836093796658,-0.8036125571270647,0.5468811552734767,374.2286055801201,15,False,False,False,0,-0.7793422849817526,-0.9023619131023942,29.411764705882355,121,31.40495867768595,-109.1857914853897,-0.9023619131023942,0.5961234376368738,158.87359634153032,12,136,29.411764705882355,-100.40068998657522,-0.7382403675483472,0.4582274599147273,100.40068998657522,13,126,30.952380952380953,-98.19712790770083,-0.7793422849817526,0.5608209227848793,114.95431925201427,10
RANGE_POS,60,LOW,60,379,39.84168865435356,-208.987872249865,-0.5514191879943667,0.6385865116191634,271.5041119991639,14,False,False,False,0,-0.7794752986126299,-0.7819335636354865,30.708661417322837,122,43.44262295081967,-95.39589476352936,-0.7819335636354865,0.6043541843223246,99.7190689317096,9,127,30.708661417322837,-98.993362923804,-0.7794752986126299,0.37388147008885597,100.36650783303031,10,130,45.38461538461539,-14.598614562531615,-0.11229703509639705,0.9184574529178768,74.28569504441762,14
TREND,360,HIGH,120,325,35.38461538461539,-360.46124392102365,-1.1091115197569958,0.5788865750347051,381.5399651561082,8,False,False,False,0,-0.7796252266228679,-1.9701289460514149,33.60655737704918,122,33.60655737704918,-240.35573141827263,-1.9701289460514149,0.46837129505326097,259.2870574283772,8,85,36.470588235294116,-28.1097357612526,-0.3307027736617953,0.8113091501565228,51.80599636566237,6,118,36.440677966101696,-91.99577674149842,-0.7796252266228679,0.639072875798571,105.95147099657818,8
RV,360,LOW,60,621,31.40096618357488,-499.97360813136686,-0.8051104800827164,0.4255110780444664,507.0437455198834,13,False,False,False,0,-0.7848263146953294,-0.9516682049779596,29.86577181208054,122,31.147540983606557,-116.10352100731107,-0.9516682049779596,0.3937864538853446,123.17365839582716,9,298,29.86577181208054,-233.87824177920814,-0.7848263146953294,0.3880187880069164,234.38226792032853,13,201,33.83084577114428,-149.9918453448476,-0.7462280862927742,0.49430381604195184,149.9918453448476,11
EFFICIENCY,240,HIGH,360,355,47.04225352112676,-178.51652432008333,-0.5028634487889672,0.8503983146885535,237.4836596213622,5,False,False,False,0,-0.7881564330277239,-0.7881564330277239,45.08196721311475,122,45.08196721311475,-27.970309908198335,-0.2292648353131011,0.9427170281733939,237.4836596213622,5,109,45.87155963302752,-85.9090512000219,-0.7881564330277239,0.7263942215960082,141.37676545064127,5,124,50.0,-64.63716321186313,-0.5212674452569607,0.8346906245954355,141.85193227077465,4
DRIVE,30,HIGH,120,340,37.94117647058823,-258.5011113687321,-0.7602973863786238,0.6610795198285301,282.44159430658414,15,False,False,False,0,-0.7900912471043752,-0.9815038975283866,34.82142857142857,122,40.16393442622951,-119.74347549846317,-0.9815038975283866,0.6675548115286406,134.37224620008163,7,106,38.67924528301887,-50.2674161945789,-0.47422090749602736,0.6800730678562423,65.75865704063446,9,112,34.82142857142857,-88.49021967569001,-0.7900912471043752,0.6394150048464411,111.42955219730825,15
TREND,60,LOW,60,342,42.10526315789473,-249.59430257524423,-0.729807902266796,0.6040667471308022,313.3102337288523,12,False,False,False,0,-0.7923176172539973,-1.057674001263152,36.55913978494624,122,41.80327868852459,-129.03622815410455,-1.057674001263152,0.5614349762145654,156.5756804852657,9,93,36.55913978494624,-73.68553840462175,-0.7923176172539973,0.4256851776440995,80.20197329716547,10,127,46.45669291338583,-46.872536016517905,-0.3690750867442355,0.7745098392887189,85.7495490606861,12
TREND,240,LOW,720,328,50.609756097560975,-345.42432071964276,-1.053122929023301,0.7752548087367775,445.2865299355586,7,False,False,False,1,-0.7924539330101165,-2.220799364279621,43.44262295081967,122,43.44262295081967,-270.9375224421138,-2.220799364279621,0.6473527828737247,347.7062660593093,7,82,51.21951219512195,23.77748941572539,0.2899693831186023,1.1229578509454992,42.916433038632356,4,124,57.25806451612904,-98.26428769325445,-0.7924539330101165,0.8291900648405203,220.87766243967883,3
EFFICIENCY,15,HIGH,240,353,48.725212464589234,-277.8925474824546,-0.7872310126981716,0.7330062262629933,340.09785322193954,8,False,False,False,0,-0.7978193521439617,-1.5635471617403827,45.76271186440678,122,48.36065573770492,-190.75275373232668,-1.5635471617403827,0.6322075284739481,223.70645054922306,4,118,45.76271186440678,3.0137930421397527,0.025540619001184345,1.0154389272819107,80.06014706474417,8,113,52.21238938053098,-90.15358679226767,-0.7978193521439617,0.7242761355939116,126.28603279175425,6
EFFICIENCY,15,LOW,360,360,43.05555555555556,-128.40026050770481,-0.35666739029918004,0.8842359389544721,250.0656894926777,8,False,False,False,0,-0.7986425984639342,-0.8497207113855934,39.63963963963964,122,42.62295081967213,-103.66592678904239,-0.8497207113855934,0.7909169830096051,140.52693993456936,5,111,39.63963963963964,-88.64932842949669,-0.7986425984639342,0.6659111865519984,139.05861891415833,8,127,46.45669291338583,63.914994710834236,0.5032676748884586,1.1836659419326028,124.30490949666796,6
RV,120,MID,960,307,46.90553745928339,-565.1452015007773,-1.8408638485367337,0.693106817006365,651.5518027936814,9,False,False,False,0,-0.8002846579063223,-3.8385955788456436,41.269841269841265,121,47.93388429752066,-464.4700650403229,-3.8385955788456436,0.5382311677350795,551.2377385546869,6,63,41.269841269841265,-2.2401235379768565,-0.03555751647582312,0.9908048239716429,88.20622404877403,9,123,48.78048780487805,-98.43501292247764,-0.8002846579063223,0.8337345818632369,232.3738563197379,5
DRIVE,30,MID,240,371,47.43935309973046,-237.25276809924952,-0.639495331803907,0.7796403440580159,243.56510860650906,6,False,False,False,0,-0.8003350840850403,-1.3593406174263172,45.45454545454545,121,45.45454545454545,-164.48021470858438,-1.3593406174263172,0.6721414562448919,170.80904878900915,6,132,46.96969696969697,21.666986531369584,0.16414383735886048,1.0904141911012462,38.69048250608799,4,118,50.0,-94.43953992203475,-0.8003350840850403,0.7183764862555804,105.57665114217284,6
EFFICIENCY,30,LOW,60,389,35.732647814910024,-270.20662958354455,-0.6946185850476724,0.5939196526771707,324.18244699741825,13,False,False,False,0,-0.8009006900614029,-0.8009006900614029,31.944444444444443,122,36.885245901639344,-78.86502272197984,-0.6464346124752446,0.6897619068605004,132.8408401358534,10,144,31.944444444444443,-92.83082198401218,-0.6446584860000846,0.5141985880070592,98.97027796635678,12,123,39.02439024390244,-98.51078487755255,-0.8009006900614029,0.5524389968221658,100.00479977831999,8
TREND,15,HIGH,360,306,48.69281045751634,2.2906023944774745,0.007485628740122465,1.0020119985299043,203.64594377864313,9,False,False,False,0,-0.8013800826357663,-0.8013800826357663,47.61904761904761,122,50.0,85.51656905021026,0.7009554840181169,1.1544087527570859,128.95433095874324,9,84,47.61904761904761,-3.0879583921561533,-0.036761409430430395,0.988196015517206,65.48065406467585,6,100,48.0,-80.13800826357664,-0.8013800826357663,0.751922176148451,116.74879901149441,9
RV,15,LOW,120,454,40.7488986784141,-215.16147464775096,-0.47392395296861445,0.7131038365460783,264.7354089997674,9,False,False,False,0,-0.8028612549167405,-0.8028612549167405,38.52459016393443,122,38.52459016393443,-57.17624841969441,-0.4686577739319214,0.7438895226664025,84.31815704989937,9,198,40.909090909090914,-50.401818069213306,-0.2545546367131985,0.7953056391792218,92.86292525926945,8,134,42.53731343283582,-107.58340815884323,-0.8028612549167405,0.6164377516751878,131.55609332084205,5
TREND,240,LOW,120,328,44.207317073170735,-291.8992239203153,-0.8899366582936442,0.6302795718904133,329.13133455750835,9,False,False,False,0,-0.8068201409770925,-1.391427819090338,36.58536585365854,122,39.34426229508197,-169.75419392902123,-1.391427819090338,0.5412835164293246,184.03831112586437,9,82,36.58536585365854,-66.15925156012159,-0.8068201409770925,0.5560478696295426,81.92438311676824,6,124,54.03225806451613,-55.98577843117249,-0.45149821315461686,0.7929723383136755,89.07386357924068,7
RANGE_POS,30,LOW,240,388,44.58762886597938,-473.9865993519855,-1.2216149467834678,0.6054018028568914,514.3794205035944,12,False,False,False,0,-0.8072064821211864,-2.305026242871701,37.704918032786885,122,37.704918032786885,-281.21320163034756,-2.305026242871701,0.487944648495717,297.84759279667526,12,132,41.66666666666667,-106.55125563999661,-0.8072064821211864,0.625408719419455,160.2488246868421,6,134,53.73134328358209,-86.22214208164134,-0.6434488215047861,0.7654177240770299,131.58345457001752,5
DRIVE,15,LOW,60,398,37.185929648241206,-254.09165665774012,-0.6384212478837691,0.6057090267206693,324.2320737440705,16,False,False,False,0,-0.8094728570993787,-0.8094728570993787,28.985507246376812,122,42.62295081967213,-66.68110590788483,-0.5465664418679084,0.7315608046690371,119.62956742220845,9,138,28.985507246376812,-111.70725427971425,-0.8094728570993787,0.3699832107785362,111.70725427971428,12,138,40.57971014492754,-75.70329647014103,-0.5485746121024712,0.6538729961953439,92.8952520421477,16
EFFICIENCY,120,LOW,720,364,43.13186813186813,-480.34157525951616,-1.319619712251418,0.7252716637764417,584.0652540952495,7,False,False,False,0,-0.8128990885236276,-2.6454270043894756,39.682539682539684,122,40.98360655737705,-322.742094535516,-2.6454270043894756,0.5945647905893365,344.9879777366826,6,126,39.682539682539684,-63.303186455259315,-0.5024062417084073,0.8517141731394935,160.5028779333951,6,116,49.137931034482754,-94.2962942687408,-0.8128990885236276,0.8205539311992338,205.9706436067784,7
DRIVE,15,MID,360,360,43.333333333333336,-99.47821313001063,-0.27632836980558506,0.909510924816367,252.58710557199865,8,False,False,False,0,-0.8153757802552982,-0.8729550375871562,39.285714285714285,121,42.14876033057851,-105.6275595480459,-0.8729550375871562,0.7871451073815457,140.52693993456936,5,112,39.285714285714285,-91.3220873885934,-0.8153757802552982,0.659270546328151,139.61840223447578,8,127,48.031496062992126,97.4714338066286,0.7674916047766032,1.2908917495888252,116.05087865972109,6
TREND,15,HIGH,120,306,41.50326797385621,-248.8738788199961,-0.8133133294771114,0.678644541727806,291.4140801715192,9,False,False,False,0,-0.8157614479972841,-1.3520519882574753,40.16393442622951,122,40.16393442622951,-164.95034256741198,-1.3520519882574753,0.6218384198135085,203.34295538580935,7,84,44.047619047619044,-2.3473914528557285,-0.027945136343520575,0.9792654532296229,39.957770691215,5,100,41.0,-81.57614479972841,-0.8157614479972841,0.6375178518418546,100.95603608074798,9
RV,60,LOW,120,512,37.5,-356.0363287320413,-0.6953834545547681,0.6039890824763166,362.24105814861105,10,False,False,False,0,-0.8168869533275231,-1.3569741389047816,31.147540983606557,122,31.147540983606557,-165.55084494638336,-1.3569741389047816,0.41591499636202456,170.99361118104383,10,248,39.516129032258064,-74.48753641314958,-0.3003529694078612,0.785114766108584,98.58688581467749,8,142,39.436619718309856,-115.99794737250829,-0.8168869533275231,0.5687519130180202,135.11312181393237,10
DRIVE,30,HIGH,240,340,42.94117647058823,-184.4599156331695,-0.5425291636269691,0.8206910600644994,234.1472940518444,9,False,False,False,0,-0.8183926061554085,-0.8183926061554085,36.607142857142854,122,44.26229508196721,-71.6627044401867,-0.5873992167228418,0.8488680607599309,111.84170723677599,6,106,48.113207547169814,-21.137239303577015,-0.19940791795827373,0.9022080128534542,81.91936026195071,9,112,36.607142857142854,-91.65997188940575,-0.8183926061554085,0.7291442357419649,168.55679245897787,9
RV,360,HIGH,60,184,39.130434782608695,-132.47621974706314,-0.7199794551470823,0.7337949865839374,226.49999578459114,9,False,False,False,0,-0.8185069351064719,-0.9426516099627076,31.57894736842105,122,40.98360655737705,-115.00349641545033,-0.9426516099627076,0.6893036777457714,188.53235239870003,6,19,31.57894736842105,-15.551631767022966,-0.8185069351064719,0.5874123422297793,23.943315614256356,9,43,37.2093023255814,-1.921091564589811,-0.04467654801371654,0.9786086276549254,35.052741181474794,7
RV,60,MID,240,341,45.45454545454545,-327.043146790195,-0.9590708117014517,0.690114273152918,344.19170790138173,7,False,False,False,0,-0.8212567874478713,-1.2535535277709475,43.42105263157895,121,46.28099173553719,-151.67997686028465,-1.2535535277709475,0.670767426940385,167.04705015899634,6,76,43.42105263157895,-62.41551584603822,-0.8212567874478713,0.647746251224462,84.12540988666998,6,144,45.83333333333333,-112.94765408387212,-0.7843587089157786,0.7294473626576249,127.47117055603496,7
RANGE_POS,15,HIGH,60,377,34.748010610079575,-261.4390397945522,-0.6934722540969553,0.631995635603828,304.2556666525829,15,False,False,False,0,-0.822983709872076,-0.822983709872076,33.07086614173229,122,37.704918032786885,-64.39213450560803,-0.5278043811935084,0.7845521578155713,116.57045346949405,9,128,33.59375,-92.5279741351905,-0.7228747979311758,0.44975900342305625,92.52797413519048,13,127,33.07086614173229,-104.51893115375366,-0.822983709872076,0.5705683946921829,110.3898900789706,8
RANGE_POS,30,HIGH,240,350,44.857142857142854,-316.16972007791804,-0.9033420573654801,0.734549228320049,320.2497025582144,9,False,False,False,0,-0.825210053312002,-1.865788589947776,41.52542372881356,122,45.08196721311475,-227.62620797362868,-1.865788589947776,0.6290125664255285,228.63232154658152,6,110,48.18181818181818,8.831274186526798,0.08028431078660725,1.0380690102238475,48.91125707420953,7,118,41.52542372881356,-97.37478629081625,-0.825210053312002,0.7181774445754195,138.8947462476931,9
DRIVE,120,MID,60,370,33.24324324324324,-217.3284419824771,-0.5873741675202084,0.606245110614873,249.68771016513466,14,False,False,False,0,-0.8278618329511821,-0.8278618329511821,30.075187969924812,121,36.36363636363637,-48.38338195455715,-0.39986266078146404,0.7786612659299126,75.67967667178162,11,133,30.075187969924812,-72.91308740558283,-0.5482187022976153,0.485451146650456,75.26456596257313,14,116,33.62068965517241,-96.03197262233712,-0.8278618329511821,0.49889695694111064,101.09494608777005,9
RANGE_POS,120,HIGH,240,332,42.46987951807229,-287.89000848908466,-0.8671385797863996,0.7368309026627032,307.040662125982,10,False,False,False,0,-0.8278837247282955,-2.235959554712561,35.24590163934426,122,35.24590163934426,-272.7870656749324,-2.235959554712561,0.5345630252739028,279.6326532834388,9,90,53.333333333333336,84.24310415324315,0.9360344905915906,1.533975627708325,47.36811343745364,5,120,41.66666666666667,-99.34604696739547,-0.8278837247282955,0.7162202762087229,168.3636023638607,10
EFFICIENCY,240,HIGH,60,355,38.028169014084504,-204.27386300079633,-0.5754193323966094,0.6679784669817089,267.2679656388305,17,False,False,False,0,-0.8296771972972894,-0.8296771972972894,33.02752293577982,122,43.44262295081967,-40.43510806037118,-0.33143531197025555,0.8329803492872794,91.61775452067164,9,109,33.02752293577982,-60.958782475561264,-0.5592548850968924,0.5946896350604953,60.958782475561264,17,124,37.096774193548384,-102.87997246486388,-0.8296771972972894,0.5381259601582942,128.4426827376957,13
EFFICIENCY,360,HIGH,120,391,39.64194373401534,-342.2801996848117,-0.8753969301401834,0.6374787367301237,373.6235752310333,10,False,False,False,0,-0.8336423410442508,-1.0631542375388852,35.199999999999996,122,41.80327868852459,-129.70481697974398,-1.0631542375388852,0.6706905081602107,141.38828499436593,8,125,35.199999999999996,-92.53088559469563,-0.7402470847575651,0.5870274864884748,92.53088559469565,9,144,41.66666666666667,-120.04449711037212,-0.8336423410442508,0.6320319173457524,153.81593827248088,8
TREND,60,LOW,720,341,47.50733137829912,-446.1752835183698,-1.3084319164761578,0.73340471733337,505.2509174980312,8,False,False,False,1,-0.8351261303117484,-2.2344521191936746,41.80327868852459,122,41.80327868852459,-272.6031585416283,-2.2344521191936746,0.6399313010372676,324.7812112985953,8,93,41.935483870967744,-77.6667301189926,-0.8351261303117484,0.7476698693962787,142.7222959649496,6,126,57.14285714285714,-95.90539485774892,-0.7611539274424517,0.842447625025693,152.2658612373898,5
