signal_ts,entry_ts,friday_wib,period,direction,avg_ticket,ticket_z7d,taker_imbalance,close_pos,pnl,win,reason
2024-01-12 16:30:00+00:00,2024-01-12 16:45:00+00:00,2024-01-12,discovery,SHORT,4994.190790750697,2.709411411910225,-0.12449055339651827,0.26499237178734425,5.75,1,TP
2024-01-18 19:45:00+00:00,2024-01-18 20:00:00+00:00,2024-01-19,discovery,SHORT,4509.091086744214,3.054800760515364,-0.19477598623709458,0.3542973385319537,-7.249999999999999,0,SL
2024-01-25 18:30:00+00:00,2024-01-25 18:45:00+00:00,2024-01-26,discovery,SHORT,4451.134579897902,2.9412112225583735,-0.1455341737876068,0.40623916811090843,-7.249999999999999,0,SL
2024-01-25 20:45:00+00:00,2024-01-25 21:00:00+00:00,2024-01-26,discovery,LONG,4114.848685916079,2.2920314950842595,0.1493140160350248,0.978649453823223,-7.249999999999999,0,SL
2024-01-26 02:15:00+00:00,2024-01-26 02:30:00+00:00,2024-01-26,discovery,LONG,4119.559839473223,2.2882783640218722,0.2839914293847281,0.8334452652786927,-7.249999999999999,0,SL
2024-01-26 09:45:00+00:00,2024-01-26 10:00:00+00:00,2024-01-26,discovery,SHORT,3986.404030640497,2.0114758173197775,-0.05512934877824338,0.12586162879753893,-7.249999999999999,0,SL
2024-01-26 10:30:00+00:00,2024-01-26 10:45:00+00:00,2024-01-26,discovery,LONG,4225.231860090939,2.4564362297312834,0.147070376464161,0.792647388477919,5.75,1,TP
2024-01-26 11:30:00+00:00,2024-01-26 11:45:00+00:00,2024-01-26,discovery,LONG,4530.131030474583,3.0031846134011118,0.1395825118373044,0.7069317023445475,5.75,1,TP
2024-02-01 19:45:00+00:00,2024-02-01 20:00:00+00:00,2024-02-02,discovery,LONG,4262.023846347426,2.1879332959364253,0.17464656245604493,0.7409638554216972,-7.249999999999999,0,SL
2024-02-02 02:15:00+00:00,2024-02-02 02:30:00+00:00,2024-02-02,discovery,SHORT,4289.083100524,2.2392492038626277,-0.43817368917893884,0.062005277044865074,-7.249999999999999,0,SL
2024-02-02 13:45:00+00:00,2024-02-02 14:00:00+00:00,2024-02-02,discovery,SHORT,4352.956193550549,2.418611712233408,-0.14745949220273524,0.4758040276525423,-7.249999999999999,0,SL
2024-02-02 15:00:00+00:00,2024-02-02 15:15:00+00:00,2024-02-02,discovery,LONG,4282.660921952135,2.2784695111368936,0.24596956220492117,0.9130079083719616,-7.249999999999999,0,SL
2024-02-02 16:00:00+00:00,2024-02-02 16:15:00+00:00,2024-02-02,discovery,LONG,4158.970621306174,2.0212134024115547,0.09495075146553567,0.5876092740402866,-7.249999999999999,0,SL
2024-02-09 02:15:00+00:00,2024-02-09 02:30:00+00:00,2024-02-09,discovery,LONG,4698.943697741428,2.5357000722120113,0.21815876235575749,0.7054924242424219,5.75,1,TP
2024-02-09 02:45:00+00:00,2024-02-09 03:00:00+00:00,2024-02-09,discovery,LONG,4993.791241958001,3.0453545136715143,0.14331626979445233,0.721978021978022,-7.249999999999999,0,SL
2024-02-09 08:45:00+00:00,2024-02-09 09:00:00+00:00,2024-02-09,discovery,LONG,5242.794650601878,3.3354307730700126,0.1854388241181768,0.866449511400636,5.75,1,TP
2024-02-09 09:00:00+00:00,2024-02-09 09:15:00+00:00,2024-02-09,discovery,SHORT,4509.586872282139,2.040310457674234,-0.06041453729238677,0.21066433566435205,-7.249999999999999,0,SL
2024-02-09 10:45:00+00:00,2024-02-09 11:00:00+00:00,2024-02-09,discovery,LONG,4525.523025468927,2.046854558785721,0.2732277407465211,0.8397212543553921,5.75,1,TP
2024-02-09 11:00:00+00:00,2024-02-09 11:15:00+00:00,2024-02-09,discovery,SHORT,4596.117247879988,2.1582315364155593,-0.02665472537282665,0.39969527679026806,-7.249999999999999,0,SL
2024-02-09 11:30:00+00:00,2024-02-09 11:45:00+00:00,2024-02-09,discovery,LONG,5017.585694278858,2.8702951442103344,0.1659254145369391,0.999563318777299,5.75,1,TP
2024-02-09 11:45:00+00:00,2024-02-09 12:00:00+00:00,2024-02-09,discovery,LONG,5109.248541689084,3.0054347857775694,0.056700033753857015,0.6697857670524525,-7.249999999999999,0,SL
2024-02-09 12:00:00+00:00,2024-02-09 12:15:00+00:00,2024-02-09,discovery,LONG,6117.0846724446055,4.691196692623529,0.13838551838248958,0.506248929977746,-7.249999999999999,0,SL
2024-02-09 14:15:00+00:00,2024-02-09 14:30:00+00:00,2024-02-09,discovery,SHORT,5984.329170896719,4.3693159829029975,-0.1059363440620048,0.2991707420795257,-7.249999999999999,0,SL
2024-02-16 03:30:00+00:00,2024-02-16 03:45:00+00:00,2024-02-16,discovery,LONG,5465.337809351528,2.862795944829977,0.1363053884886427,0.9674693705112075,-7.249999999999999,0,SL
2024-02-22 17:45:00+00:00,2024-02-22 18:00:00+00:00,2024-02-23,discovery,LONG,4960.207157701408,2.2016096635560314,0.1711061853185858,0.5727986050566587,-7.249999999999999,0,SL
2024-02-22 20:15:00+00:00,2024-02-22 20:30:00+00:00,2024-02-23,discovery,LONG,5663.187351177416,3.2736146211611903,0.2640255684930688,0.939235040098713,-7.249999999999999,0,SL
2024-02-22 22:15:00+00:00,2024-02-22 22:30:00+00:00,2024-02-23,discovery,SHORT,5053.35178973334,2.3256089962715363,-0.28115499946574685,0.05614320585843266,-7.249999999999999,0,SL
2024-02-23 14:15:00+00:00,2024-02-23 14:30:00+00:00,2024-02-23,discovery,LONG,5016.38296483361,2.2775635525066638,0.12154577426678292,0.5961017866810943,-7.249999999999999,0,SL
2024-02-23 14:30:00+00:00,2024-02-23 14:45:00+00:00,2024-02-23,discovery,SHORT,4890.846036773942,2.0770087624668245,-0.1569090021305053,0.11147236414305657,-7.249999999999999,0,SL
2024-02-29 17:30:00+00:00,2024-02-29 17:45:00+00:00,2024-03-01,discovery,SHORT,6072.615717941738,2.281507957148453,-0.04633046948392783,0.35242743385563663,-7.249999999999999,0,SL
2024-03-01 14:30:00+00:00,2024-03-01 14:45:00+00:00,2024-03-01,discovery,SHORT,5835.567682327575,2.013343931676682,-0.12051057961751477,0.4023493248435607,-7.249999999999999,0,SL
2024-03-08 15:30:00+00:00,2024-03-08 15:45:00+00:00,2024-03-08,discovery,SHORT,6525.629676881398,2.200019577743174,-0.03667399494132717,0.35157806775085354,5.75,1,TP
2024-03-08 16:00:00+00:00,2024-03-08 16:15:00+00:00,2024-03-08,discovery,SHORT,6992.7977704506275,2.6760489732285686,-0.07287445683197291,0.2012816940651976,-7.249999999999999,0,SL
2024-03-14 20:45:00+00:00,2024-03-14 21:00:00+00:00,2024-03-15,discovery,SHORT,6660.016299997376,2.5917887839183353,-0.1867737956748724,0.12473118279570461,-7.249999999999999,0,SL
2024-03-14 22:15:00+00:00,2024-03-14 22:30:00+00:00,2024-03-15,discovery,LONG,6643.486816159476,2.5552274246173368,0.24592829140237527,0.6860725481415141,-7.249999999999999,0,SL
2024-03-15 00:15:00+00:00,2024-03-15 00:30:00+00:00,2024-03-15,discovery,LONG,6254.400595771521,2.080037859646226,0.19379006045572345,0.9523375142531324,-7.249999999999999,0,SL
2024-03-15 03:15:00+00:00,2024-03-15 03:30:00+00:00,2024-03-15,discovery,SHORT,6216.717562793437,2.0019992820150883,-0.15934656851982232,0.29489941217276966,-7.249999999999999,0,SL
2024-03-29 07:30:00+00:00,2024-03-29 07:45:00+00:00,2024-03-29,discovery,SHORT,6000.245015141675,2.22068201338916,-0.047706289063278895,0.40910052910053524,-7.249999999999999,0,SL
2024-04-04 17:45:00+00:00,2024-04-04 18:00:00+00:00,2024-04-05,discovery,LONG,7111.602894486771,3.3690116763828795,0.20663950167869394,0.9268570128540512,-7.249999999999999,0,SL
2024-04-04 20:00:00+00:00,2024-04-04 20:15:00+00:00,2024-04-05,discovery,SHORT,6710.380335414816,2.766982925404751,-0.09434640174817477,0.19565217391303993,-7.249999999999999,0,SL
2024-04-04 20:15:00+00:00,2024-04-04 20:30:00+00:00,2024-04-05,discovery,LONG,6183.370195199508,2.0797638653850448,0.10182712990616793,0.9925727253971408,5.75,1,TP
2024-04-05 05:15:00+00:00,2024-04-05 05:30:00+00:00,2024-04-05,discovery,SHORT,6723.814941823385,2.7749212467445346,-0.14932144927248425,0.2636573252926582,-7.249999999999999,0,SL
2024-04-12 03:15:00+00:00,2024-04-12 03:30:00+00:00,2024-04-12,discovery,LONG,6339.691887506307,3.0418883028506856,0.17490276555822892,0.8693733451014781,-7.249999999999999,0,SL
2024-04-12 13:45:00+00:00,2024-04-12 14:00:00+00:00,2024-04-12,discovery,LONG,5635.933553601124,2.3695994097676554,0.04565212833077936,0.7174671317413369,-7.249999999999999,0,SL
2024-04-12 14:45:00+00:00,2024-04-12 15:00:00+00:00,2024-04-12,discovery,SHORT,6096.480111741199,2.9625051368489297,-0.14798585536220699,0.05581509712317987,5.75,1,TP
2024-04-19 06:30:00+00:00,2024-04-19 06:45:00+00:00,2024-04-19,discovery,LONG,5840.283642778756,2.07573897166808,0.26169953065619,0.9867177216704576,5.75,1,TP
2024-04-19 06:45:00+00:00,2024-04-19 07:00:00+00:00,2024-04-19,discovery,LONG,5981.180215403573,2.2379007206543076,0.10296696258571258,0.7142448717032369,5.75,1,TP
2024-04-19 07:00:00+00:00,2024-04-19 07:15:00+00:00,2024-04-19,discovery,SHORT,5912.495260624876,2.1445888131291166,-0.1200489242864301,0.0029818956336559216,-7.249999999999999,0,SL
2024-04-25 18:30:00+00:00,2024-04-25 18:45:00+00:00,2024-04-26,discovery,SHORT,5408.6429508682795,2.1113158784278743,-0.17826228752319728,0.21188392445877618,-7.249999999999999,0,SL
2024-05-03 12:00:00+00:00,2024-05-03 12:15:00+00:00,2024-05-03,discovery,SHORT,5418.050323867238,2.241271861589478,-0.16940816551995697,0.21646489104114813,-7.249999999999999,0,SL
2024-05-03 12:30:00+00:00,2024-05-03 12:45:00+00:00,2024-05-03,discovery,LONG,5319.840523344174,2.0998971249702447,0.1242482703716965,0.9679976725580043,5.75,1,TP
2024-05-03 12:45:00+00:00,2024-05-03 13:00:00+00:00,2024-05-03,discovery,LONG,5375.328246684859,2.1653947738615873,0.03921844445617384,0.7004732927653932,5.75,1,TP
2024-05-03 13:30:00+00:00,2024-05-03 13:45:00+00:00,2024-05-03,discovery,LONG,5722.772705196417,2.6219867116401265,0.1266930792631038,0.5137757081878125,-7.249999999999999,0,SL
2024-05-10 07:15:00+00:00,2024-05-10 07:30:00+00:00,2024-05-10,discovery,LONG,5878.327137660508,2.5636631698774424,0.10540913920031225,0.606119791666663,-7.249999999999999,0,SL
2024-05-10 14:00:00+00:00,2024-05-10 14:15:00+00:00,2024-05-10,discovery,SHORT,5653.77781164129,2.2693135564183438,-0.10186901107751267,0.15225505443235063,5.75,1,TP
2024-05-10 14:45:00+00:00,2024-05-10 15:00:00+00:00,2024-05-10,discovery,SHORT,5988.3591562784595,2.7088588287569215,-0.12142436302694182,0.33530846985012497,5.75,1,TP
2024-05-16 17:15:00+00:00,2024-05-16 17:30:00+00:00,2024-05-17,discovery,SHORT,6431.513824832041,3.40440634444984,-0.3151735129325609,0.034968511766653124,-7.249999999999999,0,SL
2024-05-17 03:30:00+00:00,2024-05-17 03:45:00+00:00,2024-05-17,discovery,LONG,6393.351998588842,3.3451910693912543,0.20214038424857028,0.7906155398587293,-7.249999999999999,0,SL
2024-05-17 07:15:00+00:00,2024-05-17 07:30:00+00:00,2024-05-17,discovery,SHORT,5921.049286687505,2.693521986624232,-0.02510471477562992,0.20964360587002095,-7.249999999999999,0,SL
2024-05-17 13:30:00+00:00,2024-05-17 13:45:00+00:00,2024-05-17,discovery,SHORT,6176.9620376965595,3.078573929524798,-0.18260667401733066,0.21511429546228572,-7.249999999999999,0,SL
2024-05-17 15:00:00+00:00,2024-05-17 15:15:00+00:00,2024-05-17,discovery,LONG,5654.5747748001095,2.4046293791565785,0.02704713047617946,0.8065504241281646,-7.249999999999999,0,SL
2024-05-17 15:15:00+00:00,2024-05-17 15:30:00+00:00,2024-05-17,discovery,LONG,6635.554694098109,3.7070079985577578,0.1786823756338205,0.9831269071979998,-7.249999999999999,0,SL
2024-05-17 15:30:00+00:00,2024-05-17 15:45:00+00:00,2024-05-17,discovery,SHORT,6079.894489745202,2.935047975729665,-0.06658060983894365,0.09135896459839717,5.75,1,TP
2024-05-24 04:15:00+00:00,2024-05-24 04:30:00+00:00,2024-05-24,discovery,SHORT,6459.404808593467,2.24321861531239,-0.2599307371444305,0.33364705882350204,5.75,1,TP
2024-05-24 09:30:00+00:00,2024-05-24 09:45:00+00:00,2024-05-24,discovery,LONG,6735.7478693385365,2.464920683099654,0.4144431349967135,0.8446738620365795,5.75,1,TP
2024-05-24 14:15:00+00:00,2024-05-24 14:30:00+00:00,2024-05-24,discovery,LONG,6747.1418039011605,2.460619719263742,0.21426392583344334,0.8126575560567897,5.75,1,TP
2024-05-24 15:00:00+00:00,2024-05-24 15:15:00+00:00,2024-05-24,discovery,LONG,6550.776626655145,2.24639549578894,0.057047548831776984,0.6369059455159913,5.75,1,TP
2024-05-24 15:45:00+00:00,2024-05-24 16:00:00+00:00,2024-05-24,discovery,LONG,7013.814360122541,2.7090905692421243,0.029493381644744243,0.8529555446995298,5.75,1,TP
2024-05-30 17:30:00+00:00,2024-05-30 17:45:00+00:00,2024-05-31,discovery,LONG,6335.862998119618,2.0886439212114722,0.21768509995434204,0.8186378545244077,-7.249999999999999,0,SL
2024-05-31 13:30:00+00:00,2024-05-31 13:45:00+00:00,2024-05-31,discovery,SHORT,6247.445373966601,2.022938397728491,-0.15399750315005256,0.44917436752006873,5.75,1,TP
2024-05-31 14:30:00+00:00,2024-05-31 14:45:00+00:00,2024-05-31,discovery,SHORT,6465.51169965826,2.256128503955957,-0.17298633772936822,0.005974176141849622,-7.249999999999999,0,SL
2024-05-31 16:00:00+00:00,2024-05-31 16:15:00+00:00,2024-05-31,discovery,SHORT,6262.776164974935,2.0559179262818432,-0.164846779105145,0.02613430127040686,-7.249999999999999,0,SL
2024-06-06 19:45:00+00:00,2024-06-06 20:00:00+00:00,2024-06-07,discovery,SHORT,6869.336153501676,2.049785618264645,-0.1781657388864848,0.1184590690208948,-7.249999999999999,0,SL
2024-06-07 01:00:00+00:00,2024-06-07 01:15:00+00:00,2024-06-07,discovery,SHORT,7907.124333569531,2.943922266681875,-0.17129065304411661,0.28451882845183507,-7.249999999999999,0,SL
2024-06-07 05:15:00+00:00,2024-06-07 05:30:00+00:00,2024-06-07,discovery,LONG,6994.109220278947,2.0606804160817815,0.06031009252723196,0.7047563805104646,-7.249999999999999,0,SL
2024-06-07 15:15:00+00:00,2024-06-07 15:30:00+00:00,2024-06-07,discovery,SHORT,7062.710805574197,2.0397652359644765,-0.20583671035366846,0.3139503139503115,5.75,1,TP
2024-06-14 15:45:00+00:00,2024-06-14 16:00:00+00:00,2024-06-14,discovery,SHORT,8659.066163860694,3.2065141145227507,-0.15585632080643563,0.1313510392609722,5.75,1,TP
2024-06-14 16:00:00+00:00,2024-06-14 16:15:00+00:00,2024-06-14,discovery,SHORT,7793.1119605412005,2.4159666035945087,-0.20328607196586224,0.3569943289224925,-7.249999999999999,0,SL
2024-06-28 00:15:00+00:00,2024-06-28 00:30:00+00:00,2024-06-28,discovery,SHORT,7069.49278458379,2.074269508774247,-0.11059019087475586,0.1613691931540374,-7.249999999999999,0,SL
2024-07-12 06:00:00+00:00,2024-07-12 06:15:00+00:00,2024-07-12,discovery,LONG,6662.504628841286,2.463504476132015,0.34819410969778763,0.5625790139064579,-7.249999999999999,0,SL
2024-07-19 07:00:00+00:00,2024-07-19 07:15:00+00:00,2024-07-19,discovery,SHORT,6874.196939209,2.137718722600357,-0.24812068390795827,0.38221814848761476,-7.249999999999999,0,SL
2024-07-19 13:30:00+00:00,2024-07-19 13:45:00+00:00,2024-07-19,discovery,LONG,6889.870990635641,2.1198080983193863,0.09060328277759888,0.6758938869665513,5.75,1,TP
2024-07-19 13:45:00+00:00,2024-07-19 14:00:00+00:00,2024-07-19,discovery,LONG,6872.737171632874,2.0919080583194614,0.11944135519841081,0.7235543018335684,5.75,1,TP
2024-07-19 16:00:00+00:00,2024-07-19 16:15:00+00:00,2024-07-19,discovery,LONG,7002.575953330145,2.188362304334802,0.08615544023925192,0.6116876024030552,5.75,1,TP
2024-07-26 02:15:00+00:00,2024-07-26 02:30:00+00:00,2024-07-26,discovery,LONG,6902.308507757118,2.27415343812536,0.1298391180896139,0.8221547090441532,-7.249999999999999,0,SL
2024-07-26 04:45:00+00:00,2024-07-26 05:00:00+00:00,2024-07-26,discovery,LONG,6996.138488097315,2.3344982876596285,0.1107630588207349,0.9728613569321191,-7.249999999999999,0,SL
2024-07-26 07:45:00+00:00,2024-07-26 08:00:00+00:00,2024-07-26,discovery,SHORT,7751.179861887699,3.199108262451369,-0.11292421291173393,0.05961251862891336,-7.249999999999999,0,SL
2024-08-01 17:45:00+00:00,2024-08-01 18:00:00+00:00,2024-08-02,discovery,LONG,7714.5079328346455,2.548339299627687,0.08156863265008596,0.9572368421052648,5.75,1,TP
2024-08-09 16:15:00+00:00,2024-08-09 16:30:00+00:00,2024-08-09,discovery,LONG,6251.3023468789315,2.1126297559553553,0.17085822016736496,0.54282339043118,5.75,1,TP
2024-08-16 13:15:00+00:00,2024-08-16 13:30:00+00:00,2024-08-16,discovery,LONG,5717.280793754695,2.20180910617858,0.10244282109200276,0.5421516754850071,-7.249999999999999,0,SL
2024-08-23 00:00:00+00:00,2024-08-23 00:15:00+00:00,2024-08-23,discovery,LONG,5663.284872593972,2.200389098421947,0.12152263231548677,0.7486749116607726,-7.249999999999999,0,SL
2024-08-23 14:00:00+00:00,2024-08-23 14:15:00+00:00,2024-08-23,discovery,LONG,6297.984148502074,3.023258121972216,0.18130141693759527,0.9589204207183952,-7.249999999999999,0,SL
2024-08-23 14:15:00+00:00,2024-08-23 14:30:00+00:00,2024-08-23,discovery,SHORT,5937.959842617149,2.5317949111306257,-0.043128011697059376,0.44311125144721675,5.75,1,TP
2024-08-23 14:45:00+00:00,2024-08-23 15:00:00+00:00,2024-08-23,discovery,SHORT,6064.966101469613,2.682012012503625,-0.15771431521603696,0.22987457240592765,-7.249999999999999,0,SL
2024-08-23 15:30:00+00:00,2024-08-23 15:45:00+00:00,2024-08-23,discovery,LONG,5658.194106815275,2.1280144238513596,0.026255949338562123,0.6786779894422746,5.75,1,TP
2024-08-30 06:30:00+00:00,2024-08-30 06:45:00+00:00,2024-08-30,discovery,LONG,5938.666352991405,2.087377985125438,0.3308888403854173,0.919426594167082,-7.249999999999999,0,SL
2024-08-30 06:45:00+00:00,2024-08-30 07:00:00+00:00,2024-08-30,discovery,LONG,5969.266398968506,2.117471140057608,0.1503514750784991,0.9004004004003909,-7.249999999999999,0,SL
2024-09-13 10:30:00+00:00,2024-09-13 10:45:00+00:00,2024-09-13,discovery,LONG,5902.856209079743,2.618682051394706,0.18150788539634832,0.9555555555555556,5.75,1,TP
2024-09-13 10:45:00+00:00,2024-09-13 11:00:00+00:00,2024-09-13,discovery,LONG,5905.7266807068,2.6076308474945744,0.0801694703541993,0.936770428015566,5.75,1,TP
2024-09-13 11:45:00+00:00,2024-09-13 12:00:00+00:00,2024-09-13,discovery,SHORT,5659.130623848315,2.2593747850268895,-0.14392925391428135,0.19544715447153999,-7.249999999999999,0,SL
2024-09-13 12:15:00+00:00,2024-09-13 12:30:00+00:00,2024-09-13,discovery,SHORT,5902.606236621187,2.585961184047257,-0.1289173429348881,0.24216908049848807,-7.249999999999999,0,SL
2024-09-13 12:45:00+00:00,2024-09-13 13:00:00+00:00,2024-09-13,discovery,LONG,6343.548245476569,3.173349504874471,0.23199808923999754,0.6995049504950639,5.75,1,TP
2024-09-13 13:00:00+00:00,2024-09-13 13:15:00+00:00,2024-09-13,discovery,SHORT,5759.807998569639,2.3544493257654144,-0.10469347644784999,0.4450261780104743,-7.249999999999999,0,SL
2024-09-13 13:45:00+00:00,2024-09-13 14:00:00+00:00,2024-09-13,discovery,SHORT,6014.948320775297,2.6910395231404163,-0.10008385606111891,0.29375,-7.249999999999999,0,SL
2024-09-13 14:00:00+00:00,2024-09-13 14:15:00+00:00,2024-09-13,discovery,LONG,5901.607288926274,2.5195105923517236,0.026310928634212916,0.7288067496986758,5.75,1,TP
2024-09-13 14:45:00+00:00,2024-09-13 15:00:00+00:00,2024-09-13,discovery,LONG,6143.961245054471,2.836771633045127,0.11315352572723492,0.6342952275249785,5.75,1,TP
2024-09-13 15:15:00+00:00,2024-09-13 15:30:00+00:00,2024-09-13,discovery,LONG,6950.56231267741,3.8982031477879215,0.16655508067462077,0.8675671911989992,5.75,1,TP
2024-09-13 15:30:00+00:00,2024-09-13 15:45:00+00:00,2024-09-13,discovery,LONG,6376.833404176844,3.0989251250387606,0.07580014172145044,0.6519281243690632,5.75,1,TP
2024-09-13 15:45:00+00:00,2024-09-13 16:00:00+00:00,2024-09-13,discovery,LONG,6028.607743310469,2.613912366505916,0.116840156646983,0.7817124735729434,-7.249999999999999,0,SL
2024-09-20 08:15:00+00:00,2024-09-20 08:30:00+00:00,2024-09-20,discovery,SHORT,6562.41780203601,2.37146398110094,-0.16120287524688548,0.027087198515780744,-7.249999999999999,0,SL
2024-09-20 10:30:00+00:00,2024-09-20 10:45:00+00:00,2024-09-20,discovery,LONG,6490.805362489945,2.2673533246125914,0.1789681004697088,0.8884260636715259,-7.249999999999999,0,SL
2024-09-20 10:45:00+00:00,2024-09-20 11:00:00+00:00,2024-09-20,discovery,LONG,6540.218833189477,2.317633205222663,0.0314811462596416,0.9992063492063608,-7.249999999999999,0,SL
2024-09-20 11:15:00+00:00,2024-09-20 11:30:00+00:00,2024-09-20,discovery,SHORT,6517.452025697915,2.2797315923226202,-0.38580334126398597,0.02961500493583437,5.75,1,TP
2024-09-20 11:30:00+00:00,2024-09-20 11:45:00+00:00,2024-09-20,discovery,SHORT,7799.790265449205,3.700632072393428,-0.3128434218353481,0.0950661853188683,-7.249999999999999,0,SL
2024-09-20 13:00:00+00:00,2024-09-20 13:15:00+00:00,2024-09-20,discovery,SHORT,6634.675654282281,2.3700695363568642,-0.18045454072580258,0.021564783461056097,-7.249999999999999,0,SL
2024-09-20 14:15:00+00:00,2024-09-20 14:30:00+00:00,2024-09-20,discovery,LONG,6510.466318898918,2.2200647572380157,0.13970371558344596,0.9193947330132385,-7.249999999999999,0,SL
2024-09-27 14:00:00+00:00,2024-09-27 14:15:00+00:00,2024-09-27,discovery,LONG,6977.492762645032,2.2613245703400646,0.1446728877187644,0.7604608853850839,-7.249999999999999,0,SL
2024-10-10 17:00:00+00:00,2024-10-10 17:15:00+00:00,2024-10-11,discovery,SHORT,6069.945803164895,2.1003371329886957,-0.14589433250132933,0.45232034462502707,5.75,1,TP
2024-10-10 17:45:00+00:00,2024-10-10 18:00:00+00:00,2024-10-11,discovery,SHORT,6896.849043802907,2.9990687190955345,-0.20962463637932693,0.07464892830746489,-7.249999999999999,0,SL
2024-10-10 18:00:00+00:00,2024-10-10 18:15:00+00:00,2024-10-11,discovery,SHORT,6339.91371398966,2.3728149172650843,-0.1825480648861726,0.3465489798871372,-7.249999999999999,0,SL
2024-10-11 00:00:00+00:00,2024-10-11 00:15:00+00:00,2024-10-11,discovery,LONG,6292.960492908092,2.340539882982617,0.1258228781268127,0.8313492063492112,-7.249999999999999,0,SL
2024-10-11 09:45:00+00:00,2024-10-11 10:00:00+00:00,2024-10-11,discovery,LONG,6516.516411012962,2.548504065653764,0.18240655253896998,0.858674077014695,5.75,1,TP
2024-10-11 14:00:00+00:00,2024-10-11 14:15:00+00:00,2024-10-11,discovery,LONG,6192.61647479876,2.1477520685026175,0.030718013625612217,0.9252895031751953,5.75,1,TP
2024-10-11 15:00:00+00:00,2024-10-11 15:15:00+00:00,2024-10-11,discovery,LONG,8018.155132333609,4.108695269949591,0.36665275846210754,0.9625935162094761,5.75,1,TP
2024-10-11 15:45:00+00:00,2024-10-11 16:00:00+00:00,2024-10-11,discovery,LONG,7106.890945364664,3.0608890294451987,0.19689347834051296,0.5034706154558075,5.75,1,TP
2024-10-11 16:45:00+00:00,2024-10-11 17:00:00+00:00,2024-10-11,discovery,SHORT,7010.562161308287,2.922741600434275,-0.08273849644180842,0.46577055329790346,-7.249999999999999,0,SL
2024-10-18 03:45:00+00:00,2024-10-18 04:00:00+00:00,2024-10-18,discovery,SHORT,7445.762829313586,3.0011484499467587,-0.3035321753939043,0.1262705238467652,-7.249999999999999,0,SL
2024-10-18 05:45:00+00:00,2024-10-18 06:00:00+00:00,2024-10-18,discovery,LONG,6634.4252799717215,2.170140980250975,0.3924104861725226,0.7784222737818963,-7.249999999999999,0,SL
2024-10-24 21:00:00+00:00,2024-10-24 21:15:00+00:00,2024-10-25,discovery,LONG,6453.630310127352,2.1327550229621313,0.3850617957639899,0.9197630586968137,-7.249999999999999,0,SL
2024-10-25 00:30:00+00:00,2024-10-25 00:45:00+00:00,2024-10-25,discovery,SHORT,6546.583826631984,2.2276734737197295,-0.2547683689221123,0.2288531395952594,-7.249999999999999,0,SL
2024-10-25 11:00:00+00:00,2024-10-25 11:15:00+00:00,2024-10-25,discovery,LONG,6729.511866328806,2.4391365815894783,0.021204731465147786,0.8756249999999455,-7.249999999999999,0,SL
2024-10-25 15:45:00+00:00,2024-10-25 16:00:00+00:00,2024-10-25,discovery,SHORT,6467.882599727053,2.1257018910093293,-0.055977997241554056,0.4055093875038546,5.75,1,TP
2024-11-01 10:15:00+00:00,2024-11-01 10:30:00+00:00,2024-11-01,discovery,LONG,6998.269134764835,2.327576255965197,0.11189618800722023,0.9310438074634944,5.75,1,TP
