utc_date,anchor,anchor_kind,session,anchor_ts,frozen_high,frozen_low,anchor_price,range_location,location_bucket,pretrend,archetype,first_sweep_side,pattern_complete_ts,diagnostic_entry_ts,direction_map,signed_ret60,signed_ret240,positive60,positive240,opposite_level_6h
2026-08-05,LONDON_OPEN,OPEN,LONDON,2026-08-05 07:00:00+00:00,64500.0,63917.1,64226.0,0.529936524275177,MID,PRE_DOWN,NO_SWEEP,N,2026-08-05 08:15:00+00:00,2026-08-05 08:30:00+00:00,,,,,,
2026-08-05,LONDON_CLOSE,CLOSE,LONDON,2026-08-05 16:00:00+00:00,64728.5,63847.0,64353.6,0.5747022121383988,MID,PRE_DOWN,HIGH_IMMEDIATE_RECLAIM,H,2026-08-05 16:15:00+00:00,2026-08-05 16:30:00+00:00,SHORT,0.00224196885347472,-0.0036650242043018777,1.0,0.0,False
2026-08-05,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-05 13:00:00+00:00,64575.2,63917.1,64295.3,0.5746846983741152,MID,PRE_UP,LOW_IMMEDIATE_RECLAIM,L,2026-08-05 13:30:00+00:00,2026-08-05 13:45:00+00:00,LONG,0.003731808602177379,0.00800140917083395,1.0,1.0,True
2026-08-05,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-05 22:00:00+00:00,65022.0,63847.0,64710.1,0.7345531914893605,MID,PRE_DOWN,NO_SWEEP,N,2026-08-05 23:15:00+00:00,2026-08-05 23:30:00+00:00,,,,,,
2026-08-06,ASIA_OPEN,OPEN,ASIA,2026-08-06 00:00:00+00:00,65022.0,63847.0,64634.0,0.6697872340425531,MID,PRE_UP,NO_SWEEP,N,2026-08-06 01:15:00+00:00,2026-08-06 01:30:00+00:00,,,,,,
2026-08-06,ASIA_CLOSE,CLOSE,ASIA,2026-08-06 08:00:00+00:00,64971.7,64386.3,64789.3,0.6884181756064298,MID,PRE_DOWN,NO_SWEEP,N,2026-08-06 09:15:00+00:00,2026-08-06 09:30:00+00:00,,,,,,
2026-08-06,LONDON_OPEN,OPEN,LONDON,2026-08-06 07:00:00+00:00,64971.7,64386.3,64830.5,0.7587974034847993,NEAR_HIGH,PRE_DOWN,NO_SWEEP,N,2026-08-06 08:15:00+00:00,2026-08-06 08:30:00+00:00,,,,,,
2026-08-06,LONDON_CLOSE,CLOSE,LONDON,2026-08-06 16:00:00+00:00,64971.7,64111.0,64604.2,0.5730219588706852,MID,PRE_DOWN,NO_SWEEP,N,2026-08-06 17:15:00+00:00,2026-08-06 17:30:00+00:00,,,,,,
2026-08-06,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-06 13:00:00+00:00,64971.7,64360.2,64392.4,0.05265739983647484,NEAR_LOW,PRE_DOWN,LOW_BREAK_FAIL,L,2026-08-06 13:30:00+00:00,2026-08-06 13:45:00+00:00,LONG,0.0063611057605676685,0.003018224296161945,1.0,1.0,False
2026-08-06,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-06 22:00:00+00:00,64971.7,64111.0,64411.9,0.34959916347159575,MID,PRE_UP,NO_SWEEP,N,2026-08-06 23:15:00+00:00,2026-08-06 23:30:00+00:00,,,,,,
2026-08-07,ASIA_OPEN,OPEN,ASIA,2026-08-07 00:00:00+00:00,64971.7,64111.0,64299.9,0.21947252236551887,NEAR_LOW,PRE_DOWN,NO_SWEEP,N,2026-08-07 01:15:00+00:00,2026-08-07 01:30:00+00:00,,,,,,
2026-08-07,ASIA_CLOSE,CLOSE,ASIA,2026-08-07 08:00:00+00:00,64524.8,64128.3,64288.8,0.4047919293820933,MID,PRE_UP,HIGH_ACCEPT,H,2026-08-07 09:15:00+00:00,2026-08-07 09:30:00+00:00,LONG,0.0008641175199827177,0.0049655896059007335,1.0,1.0,
2026-08-07,LONDON_OPEN,OPEN,LONDON,2026-08-07 07:00:00+00:00,64524.8,64128.3,64280.2,0.3831021437578668,MID,PRE_DOWN,NO_SWEEP,N,2026-08-07 08:15:00+00:00,2026-08-07 08:30:00+00:00,,,,,,
2026-08-07,LONDON_CLOSE,CLOSE,LONDON,2026-08-07 16:00:00+00:00,65358.0,64128.3,64885.5,0.615759941449133,MID,PRE_DOWN,NO_SWEEP,N,2026-08-07 17:15:00+00:00,2026-08-07 17:30:00+00:00,,,,,,
2026-08-07,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-07 13:00:00+00:00,65358.0,64128.3,65259.0,0.9194925591607708,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-07 14:15:00+00:00,2026-08-07 14:30:00+00:00,,,,,,
2026-08-07,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-07 22:00:00+00:00,65358.0,64128.3,64895.3,0.6237293648857459,MID,PRE_DOWN,NO_SWEEP,N,2026-08-07 23:15:00+00:00,2026-08-07 23:30:00+00:00,,,,,,
2026-08-08,ASIA_OPEN,OPEN,ASIA,2026-08-08 00:00:00+00:00,65358.0,64128.3,64885.5,0.615759941449133,MID,PRE_UP,NO_SWEEP,N,2026-08-08 01:15:00+00:00,2026-08-08 01:30:00+00:00,,,,,,
2026-08-08,ASIA_CLOSE,CLOSE,ASIA,2026-08-08 08:00:00+00:00,65046.1,64784.3,64936.3,0.5805958747135315,MID,PRE_DOWN,NO_SWEEP,N,2026-08-08 09:15:00+00:00,2026-08-08 09:30:00+00:00,,,,,,
2026-08-08,LONDON_OPEN,OPEN,LONDON,2026-08-08 07:00:00+00:00,65046.1,64784.3,64978.3,0.7410236822001651,MID,PRE_UP,NO_SWEEP,N,2026-08-08 08:15:00+00:00,2026-08-08 08:30:00+00:00,,,,,,
2026-08-08,LONDON_CLOSE,CLOSE,LONDON,2026-08-08 16:00:00+00:00,65163.0,64784.3,65049.4,0.7000264061262228,MID,PRE_DOWN,NO_SWEEP,N,2026-08-08 17:15:00+00:00,2026-08-08 17:30:00+00:00,,,,,,
2026-08-08,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-08 13:00:00+00:00,65046.1,64784.3,64973.8,0.723834988540883,MID,PRE_UP,HIGH_ACCEPT,H,2026-08-08 14:15:00+00:00,2026-08-08 14:30:00+00:00,LONG,-0.0006558887907529985,-0.0013885795476364419,0.0,0.0,
2026-08-08,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-08 22:00:00+00:00,65163.0,64784.3,64989.8,0.5426458938473767,MID,PRE_DOWN,NO_SWEEP,N,2026-08-08 23:15:00+00:00,2026-08-08 23:30:00+00:00,,,,,,
2026-08-09,ASIA_OPEN,OPEN,ASIA,2026-08-09 00:00:00+00:00,65163.0,64784.3,64928.6,0.38104040137310996,MID,PRE_UP,NO_SWEEP,N,2026-08-09 01:15:00+00:00,2026-08-09 01:30:00+00:00,,,,,,
2026-08-09,ASIA_CLOSE,CLOSE,ASIA,2026-08-09 08:00:00+00:00,64982.4,64700.0,64793.7,0.3317988668555121,MID,PRE_DOWN,NO_SWEEP,N,2026-08-09 09:15:00+00:00,2026-08-09 09:30:00+00:00,,,,,,
2026-08-09,LONDON_OPEN,OPEN,LONDON,2026-08-09 07:00:00+00:00,64982.4,64700.0,64822.9,0.43519830028328904,MID,PRE_UP,NO_SWEEP,N,2026-08-09 08:15:00+00:00,2026-08-09 08:30:00+00:00,,,,,,
2026-08-09,LONDON_CLOSE,CLOSE,LONDON,2026-08-09 16:00:00+00:00,65279.9,64700.0,65207.8,0.8756682186583922,NEAR_HIGH,PRE_DOWN,NO_SWEEP,N,2026-08-09 17:15:00+00:00,2026-08-09 17:30:00+00:00,,,,,,
2026-08-09,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-09 13:00:00+00:00,64982.4,64700.0,64928.4,0.8087818696883863,NEAR_HIGH,PRE_UP,HIGH_ACCEPT,H,2026-08-09 14:15:00+00:00,2026-08-09 14:30:00+00:00,LONG,0.0005094626550063816,0.0004189256169178877,1.0,1.0,
2026-08-09,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-09 22:00:00+00:00,65279.9,64700.0,65165.1,0.8020348335919941,NEAR_HIGH,PRE_UP,HIGH_BREAK_FAIL,H,2026-08-09 22:15:00+00:00,2026-08-09 22:30:00+00:00,SHORT,0.004882641779097286,0.004284579500878714,1.0,1.0,False
2026-08-10,ASIA_OPEN,OPEN,ASIA,2026-08-10 00:00:00+00:00,65482.7,64700.0,64867.8,0.21438609939951903,NEAR_LOW,PRE_DOWN,NO_SWEEP,N,2026-08-10 01:15:00+00:00,2026-08-10 01:30:00+00:00,,,,,,
2026-08-10,ASIA_CLOSE,CLOSE,ASIA,2026-08-10 08:00:00+00:00,65373.6,64794.4,65183.0,0.6709254143646417,MID,PRE_DOWN,NO_SWEEP,N,2026-08-10 09:15:00+00:00,2026-08-10 09:30:00+00:00,,,,,,
2026-08-10,LONDON_OPEN,OPEN,LONDON,2026-08-10 07:00:00+00:00,65373.6,64794.4,65273.1,0.8264848066298334,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-10 08:15:00+00:00,2026-08-10 08:30:00+00:00,,,,,,
2026-08-10,LONDON_CLOSE,CLOSE,LONDON,2026-08-10 16:00:00+00:00,65373.6,64171.8,64268.7,0.08062905641537238,NEAR_LOW,PRE_DOWN,LOW_IMMEDIATE_RECLAIM,L,2026-08-10 16:00:00+00:00,2026-08-10 16:15:00+00:00,LONG,-0.0034581755475834052,-0.0026902113381425405,0.0,0.0,False
2026-08-10,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-10 13:00:00+00:00,65373.6,64794.4,64838.3,0.07579419889503052,NEAR_LOW,PRE_DOWN,LOW_ACCEPT,L,2026-08-10 14:15:00+00:00,2026-08-10 14:30:00+00:00,SHORT,0.0058484047769436194,0.013477430284760282,1.0,1.0,
2026-08-10,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-10 22:00:00+00:00,65373.6,63788.0,63949.0,0.10153884964682149,NEAR_LOW,PRE_DOWN,NO_SWEEP,N,2026-08-10 23:15:00+00:00,2026-08-10 23:30:00+00:00,,,,,,
2026-08-11,ASIA_OPEN,OPEN,ASIA,2026-08-11 00:00:00+00:00,65373.6,63788.0,63939.3,0.09542129162462351,NEAR_LOW,PRE_DOWN,NO_SWEEP,N,2026-08-11 01:15:00+00:00,2026-08-11 01:30:00+00:00,,,,,,
2026-08-11,ASIA_CLOSE,CLOSE,ASIA,2026-08-11 08:00:00+00:00,64148.0,63820.0,64031.7,0.6454268292682838,MID,PRE_UP,HIGH_ACCEPT,H,2026-08-11 09:15:00+00:00,2026-08-11 09:30:00+00:00,LONG,0.0018204432031072677,0.00029613374023148306,1.0,1.0,
2026-08-11,LONDON_OPEN,OPEN,LONDON,2026-08-11 07:00:00+00:00,64148.0,63820.0,63940.0,0.36585365853658536,MID,PRE_DOWN,NO_SWEEP,N,2026-08-11 08:15:00+00:00,2026-08-11 08:30:00+00:00,,,,,,
2026-08-11,LONDON_CLOSE,CLOSE,LONDON,2026-08-11 16:00:00+00:00,64470.0,63420.0,63585.3,0.1574285714285742,NEAR_LOW,PRE_DOWN,NO_SWEEP,N,2026-08-11 17:15:00+00:00,2026-08-11 17:30:00+00:00,,,,,,
2026-08-11,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-11 13:00:00+00:00,64470.0,63820.0,64303.1,0.743230769230767,MID,PRE_DOWN,NO_SWEEP,N,2026-08-11 14:15:00+00:00,2026-08-11 14:30:00+00:00,,,,,,
2026-08-11,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-11 22:00:00+00:00,64470.0,63211.6,63641.6,0.3417037507946595,MID,PRE_DOWN,NO_SWEEP,N,2026-08-11 23:15:00+00:00,2026-08-11 23:30:00+00:00,,,,,,
2026-08-12,ASIA_OPEN,OPEN,ASIA,2026-08-12 00:00:00+00:00,64470.0,63211.6,63571.9,0.2863159567705042,MID,PRE_DOWN,NO_SWEEP,N,2026-08-12 01:15:00+00:00,2026-08-12 01:30:00+00:00,,,,,,
2026-08-12,ASIA_CLOSE,CLOSE,ASIA,2026-08-12 08:00:00+00:00,63886.0,63505.3,63804.8,0.7867086945101189,NEAR_HIGH,PRE_UP,HIGH_ACCEPT,H,2026-08-12 09:15:00+00:00,2026-08-12 09:30:00+00:00,LONG,0.0012868242023018304,-0.00039558508284619415,1.0,0.0,
2026-08-12,LONDON_OPEN,OPEN,LONDON,2026-08-12 07:00:00+00:00,63886.0,63505.3,63687.9,0.47964276333070643,MID,PRE_DOWN,NO_SWEEP,N,2026-08-12 08:15:00+00:00,2026-08-12 08:30:00+00:00,,,,,,
2026-08-12,LONDON_CLOSE,CLOSE,LONDON,2026-08-12 16:00:00+00:00,64450.0,63291.1,63421.3,0.11234791612736578,NEAR_LOW,PRE_UP,NO_SWEEP,N,2026-08-12 17:15:00+00:00,2026-08-12 17:30:00+00:00,,,,,,
2026-08-12,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-12 13:00:00+00:00,64450.0,63505.3,64089.9,0.6188207896686783,MID,PRE_DOWN,NO_SWEEP,N,2026-08-12 14:15:00+00:00,2026-08-12 14:30:00+00:00,,,,,,
2026-08-12,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-12 22:00:00+00:00,64450.0,63283.0,63441.4,0.13573264781491126,NEAR_LOW,PRE_DOWN,NO_SWEEP,N,2026-08-12 23:15:00+00:00,2026-08-12 23:30:00+00:00,,,,,,
2026-08-13,ASIA_OPEN,OPEN,ASIA,2026-08-13 00:00:00+00:00,64450.0,63283.0,63454.6,0.14704370179948462,NEAR_LOW,PRE_UP,NO_SWEEP,N,2026-08-13 01:15:00+00:00,2026-08-13 01:30:00+00:00,,,,,,
2026-08-13,ASIA_CLOSE,CLOSE,ASIA,2026-08-13 08:00:00+00:00,63990.7,63343.8,63833.0,0.7562219817591613,NEAR_HIGH,PRE_DOWN,NO_SWEEP,N,2026-08-13 09:15:00+00:00,2026-08-13 09:30:00+00:00,,,,,,
2026-08-13,LONDON_OPEN,OPEN,LONDON,2026-08-13 07:00:00+00:00,63990.7,63343.8,63914.5,0.8822074509197747,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-13 08:15:00+00:00,2026-08-13 08:30:00+00:00,,,,,,
2026-08-13,LONDON_CLOSE,CLOSE,LONDON,2026-08-13 16:00:00+00:00,63990.7,63318.1,63385.0,0.09946476360392745,NEAR_LOW,PRE_DOWN,LOW_IMMEDIATE_RECLAIM,L,2026-08-13 16:15:00+00:00,2026-08-13 16:30:00+00:00,LONG,-0.0027172153989222484,0.0014446554851910971,0.0,1.0,False
2026-08-13,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-13 13:00:00+00:00,63990.7,63318.1,63669.2,0.5220041629497462,MID,PRE_UP,NO_SWEEP,N,2026-08-13 14:15:00+00:00,2026-08-13 14:30:00+00:00,,,,,,
2026-08-13,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-13 22:00:00+00:00,63990.7,62800.0,63444.7,0.5414462081128737,MID,PRE_UP,NO_SWEEP,N,2026-08-13 23:15:00+00:00,2026-08-13 23:30:00+00:00,,,,,,
2026-08-14,ASIA_OPEN,OPEN,ASIA,2026-08-14 00:00:00+00:00,63990.7,62800.0,63456.7,0.5515243134290743,MID,PRE_DOWN,NO_SWEEP,N,2026-08-14 01:15:00+00:00,2026-08-14 01:30:00+00:00,,,,,,
2026-08-14,ASIA_CLOSE,CLOSE,ASIA,2026-08-14 08:00:00+00:00,63595.1,62888.0,62888.0,0.0,NEAR_LOW,PRE_DOWN,LOW_BREAK_FAIL,L,2026-08-14 08:45:00+00:00,2026-08-14 09:00:00+00:00,LONG,-0.0022414788037179935,-0.003161915844393703,0.0,0.0,False
2026-08-14,LONDON_OPEN,OPEN,LONDON,2026-08-14 07:00:00+00:00,63595.1,62900.2,62944.6,0.06389408547992713,NEAR_LOW,PRE_DOWN,LOW_ACCEPT,L,2026-08-14 08:15:00+00:00,2026-08-14 08:30:00+00:00,SHORT,-0.00021673272233826792,-0.0018103556807080555,0.0,0.0,
2026-08-14,LONDON_CLOSE,CLOSE,LONDON,2026-08-14 16:00:00+00:00,63595.1,62484.2,62956.0,0.42470069313169706,MID,PRE_UP,NO_SWEEP,N,2026-08-14 17:15:00+00:00,2026-08-14 17:30:00+00:00,,,,,,
2026-08-14,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-14 13:00:00+00:00,63595.1,62658.8,62706.1,0.050517996368680824,NEAR_LOW,PRE_DOWN,LOW_BREAK_FAIL,L,2026-08-14 13:15:00+00:00,2026-08-14 13:30:00+00:00,LONG,-0.0016175273027453343,0.006664531211902521,0.0,1.0,False
2026-08-14,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-14 22:00:00+00:00,63595.1,62484.2,62897.7,0.3722207219371676,MID,PRE_UP,NO_SWEEP,N,2026-08-14 23:15:00+00:00,2026-08-14 23:30:00+00:00,,,,,,
2026-08-15,ASIA_OPEN,OPEN,ASIA,2026-08-15 00:00:00+00:00,63595.1,62484.2,63014.9,0.47772076694572296,MID,PRE_UP,NO_SWEEP,N,2026-08-15 01:15:00+00:00,2026-08-15 01:30:00+00:00,,,,,,
2026-08-15,ASIA_CLOSE,CLOSE,ASIA,2026-08-15 08:00:00+00:00,63170.0,62964.4,63049.9,0.41585603112840763,MID,PRE_DOWN,LOW_ACCEPT,L,2026-08-15 09:15:00+00:00,2026-08-15 09:30:00+00:00,SHORT,-0.0006385817765916427,-0.0008768585589019744,0.0,0.0,
2026-08-15,LONDON_OPEN,OPEN,LONDON,2026-08-15 07:00:00+00:00,63170.0,62964.4,63087.2,0.5972762645914227,MID,PRE_UP,NO_SWEEP,N,2026-08-15 08:15:00+00:00,2026-08-15 08:30:00+00:00,,,,,,
2026-08-15,LONDON_CLOSE,CLOSE,LONDON,2026-08-15 16:00:00+00:00,63170.0,62890.2,63068.1,0.6358112937812709,MID,PRE_UP,NO_SWEEP,N,2026-08-15 17:15:00+00:00,2026-08-15 17:30:00+00:00,,,,,,
2026-08-15,NEW_YORK_OPEN,OPEN,NEW_YORK,2026-08-15 13:00:00+00:00,63170.0,62890.2,63028.8,0.49535382416013,MID,PRE_UP,NO_SWEEP,N,2026-08-15 14:15:00+00:00,2026-08-15 14:30:00+00:00,,,,,,
2026-08-15,NEW_YORK_CLOSE,CLOSE,NEW_YORK,2026-08-15 22:00:00+00:00,63170.0,62890.2,63123.8,0.8348820586133073,NEAR_HIGH,PRE_UP,NO_SWEEP,N,2026-08-15 23:15:00+00:00,2026-08-15 23:30:00+00:00,,,,,,
2026-08-16,ASIA_OPEN,OPEN,ASIA,2026-08-16 00:00:00+00:00,63170.0,62890.2,63053.9,0.5850607576840695,MID,PRE_DOWN,NO_SWEEP,N,2026-08-16 01:15:00+00:00,2026-08-16 01:30:00+00:00,,,,,,
2026-08-16,ASIA_CLOSE,CLOSE,ASIA,2026-08-16 08:00:00+00:00,63132.2,62975.9,63034.4,0.37428023032630603,MID,PRE_DOWN,NO_SWEEP,N,2026-08-16 09:15:00+00:00,2026-08-16 09:30:00+00:00,,,,,,
2026-08-16,LONDON_OPEN,OPEN,LONDON,2026-08-16 07:00:00+00:00,63132.2,62975.9,63036.5,0.38771593090211287,MID,PRE_UP,NO_SWEEP,N,2026-08-16 08:15:00+00:00,2026-08-16 08:30:00+00:00,,,,,,
2026-08-16,LONDON_CLOSE,CLOSE,LONDON,2026-08-16 16:00:00+00:00,63132.2,62928.5,63113.8,0.9096710849288442,NEAR_HIGH,PRE_UP,HIGH_ACCEPT,H,2026-08-16 17:15:00+00:00,2026-08-16 17:30:00+00:00,LONG,-0.00058100969035515,-0.002571007458138037,0.0,0.0,
