rule,conditions,n,continuation,invalidated,rate,lift,wilson_lower,atom1_feature,atom1_op,atom1_threshold,atom2_feature,atom2_op,atom2_threshold
bear_path_efficiency >= 0.664143632755 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,38,17,21,0.4473684210526316,0.10828796128251666,0.3014616531155089,bear_path_efficiency,>=,0.6641436327551316,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bear_path_efficiency <= 0.664143632755 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,49,21,28,0.42857142857142855,0.08949096880131363,0.3002310889895705,bear_path_efficiency,<=,0.6641436327551316,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
zone_width_range_units <= 0.886989148003 AND bos_to_return_min <= 287.5,2,44,19,25,0.4318181818181818,0.0927377220480669,0.2968250416485458,zone_width_range_units,<=,0.886989148002769,bos_to_return_min,<=,287.5
reclaim_delay_h1_bars >= 0.5 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,47,20,27,0.425531914893617,0.08645145512350211,0.2951341600182584,reclaim_delay_h1_bars,>=,0.5,retrace_fraction_of_raid_leg,<=,0.6505413995715918
reclaim_delay_h1_bars >= 1 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,47,20,27,0.425531914893617,0.08645145512350211,0.2951341600182584,reclaim_delay_h1_bars,>=,1.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bars_reclaim_to_bos >= 6 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,50,21,29,0.42,0.08091954022988507,0.2937479723456693,bars_reclaim_to_bos,>=,6.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bars_reclaim_to_bos >= 6 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,50,21,29,0.42,0.08091954022988507,0.2937479723456693,bars_reclaim_to_bos,>=,6.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
reclaim_delay_h1_bars <= 0 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,39,17,22,0.4358974358974359,0.09681697612732099,0.2930452416170466,reclaim_delay_h1_bars,<=,0.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
reclaim_delay_h1_bars <= 0 AND zone_width_range_units >= 0.886989148003,2,39,17,22,0.4358974358974359,0.09681697612732099,0.2930452416170466,reclaim_delay_h1_bars,<=,0.0,zone_width_range_units,>=,0.886989148002769
reclaim_delay_h1_bars <= 0.5 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,39,17,22,0.4358974358974359,0.09681697612732099,0.2930452416170466,reclaim_delay_h1_bars,<=,0.5,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
reclaim_delay_h1_bars <= 0.5 AND zone_width_range_units >= 0.886989148003,2,39,17,22,0.4358974358974359,0.09681697612732099,0.2930452416170466,reclaim_delay_h1_bars,<=,0.5,zone_width_range_units,>=,0.886989148002769
bars_reclaim_to_bos <= 6 AND bos_to_return_min <= 287.5,2,45,19,26,0.4222222222222222,0.0831417624521073,0.2896848798168782,bars_reclaim_to_bos,<=,6.0,bos_to_return_min,<=,287.5
bos_extension_range_units <= 0.416652965033 AND zone_width_range_units <= 0.886989148003,2,45,19,26,0.4222222222222222,0.0831417624521073,0.2896848798168782,bos_extension_range_units,<=,0.41665296503343563,zone_width_range_units,<=,0.886989148002769
bear_path_efficiency <= 0.423204608424 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,37,16,21,0.43243243243243246,0.09335197266231754,0.2867148684035132,bear_path_efficiency,<=,0.4232046084240686,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bear_path_efficiency <= 0.423204608424 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,37,16,21,0.43243243243243246,0.09335197266231754,0.2867148684035132,bear_path_efficiency,<=,0.4232046084240686,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bear_path_efficiency >= 0.664143632755 AND bos_to_return_min <= 287.5,2,40,17,23,0.425,0.08591954022988507,0.2850916852481588,bear_path_efficiency,>=,0.6641436327551316,bos_to_return_min,<=,287.5
displacement_range_units <= 2.38132645045 AND origin_distance_from_pre_return_low_fraction >= 0.368100909302,2,35,15,20,0.42857142857142855,0.08949096880131363,0.27984333081678914,displacement_range_units,<=,2.3813264504544813,origin_distance_from_pre_return_low_fraction,>=,0.3681009093023388
displacement_range_units <= 2.38132645045 AND retrace_fraction_of_raid_leg >= 0.414469347396,2,35,15,20,0.42857142857142855,0.08949096880131363,0.27984333081678914,displacement_range_units,<=,2.3813264504544813,retrace_fraction_of_raid_leg,>=,0.4144693473961759
bear_path_efficiency <= 0.423204608424 AND bos_to_return_min <= 886.25,2,38,16,22,0.42105263157894735,0.08197217180883243,0.2785227481181953,bear_path_efficiency,<=,0.4232046084240686,bos_to_return_min,<=,886.25
