rule,conditions,n,continuation,invalidated,rate,lift,wilson_lower,atom1_feature,atom1_op,atom1_threshold,atom2_feature,atom2_op,atom2_threshold
bars_reclaim_to_bos >= 4 AND bos_to_return_min <= 287.5,2,69,37,32,0.5362318840579711,0.19715142428785615,0.4197820076036184,bars_reclaim_to_bos,>=,4.0,bos_to_return_min,<=,287.5
reclaim_delay_h1_bars <= 1 AND bos_to_return_min <= 287.5,2,67,36,31,0.5373134328358209,0.19823297306570598,0.41916248694673824,reclaim_delay_h1_bars,<=,1.0,bos_to_return_min,<=,287.5
bos_extension_range_units <= 0.759062167442 AND bos_to_return_min <= 287.5,2,65,35,30,0.5384615384615384,0.19938107869142352,0.4185318739862352,bos_extension_range_units,<=,0.7590621674423997,bos_to_return_min,<=,287.5
bos_extension_range_units <= 0.416652965033 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,47,26,21,0.5531914893617021,0.21411102959158723,0.4124521373875824,bos_extension_range_units,<=,0.41665296503343563,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_extension_range_units <= 0.416652965033 AND bos_to_return_min <= 886.25,2,66,35,31,0.5303030303030303,0.19122257053291536,0.41157476624932443,bos_extension_range_units,<=,0.41665296503343563,bos_to_return_min,<=,886.25
bars_reclaim_to_bos >= 4 AND bos_to_return_min <= 66.25,2,35,20,15,0.5714285714285714,0.23234811165845648,0.4085712925897337,bars_reclaim_to_bos,>=,4.0,bos_to_return_min,<=,66.25
bos_extension_range_units <= 0.416652965033 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,48,26,22,0.5416666666666666,0.2025862068965517,0.4029083309494733,bos_extension_range_units,<=,0.41665296503343563,retrace_fraction_of_raid_leg,<=,0.6505413995715918
displacement_range_units <= 3.04340607516 AND bos_to_return_min <= 287.5,2,44,24,20,0.5454545454545454,0.2063740856844305,0.4006593217065349,displacement_range_units,<=,3.0434060751597873,bos_to_return_min,<=,287.5
bear_path_efficiency <= 0.920747597726 AND bos_to_return_min <= 287.5,2,70,36,34,0.5142857142857142,0.17520525451559932,0.39954182740260175,bear_path_efficiency,<=,0.9207475977260157,bos_to_return_min,<=,287.5
bars_reclaim_to_bos >= 4 AND retrace_fraction_of_raid_leg <= 0.414469347396,2,42,23,19,0.5476190476190477,0.20853858784893275,0.399488627471227,bars_reclaim_to_bos,>=,4.0,retrace_fraction_of_raid_leg,<=,0.4144693473961759
raid_depth_pct <= 1.85221089813 AND displacement_range_units <= 2.38132645045,2,38,21,17,0.5526315789473685,0.21355111917725356,0.3970602917908942,raid_depth_pct,<=,1.8522108981337493,displacement_range_units,<=,2.3813264504544813
zone_width_range_units >= 0.666666666667 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,64,33,31,0.515625,0.17654454022988508,0.39581392243999036,zone_width_range_units,>=,0.6666666666666631,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_to_return_min <= 287.5 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,73,37,36,0.5068493150684932,0.16776885529837826,0.39472044284713675,bos_to_return_min,<=,287.5,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bear_path_efficiency <= 0.664143632755 AND bos_to_return_min <= 287.5,2,47,25,22,0.5319148936170213,0.19283443384690635,0.3923214192677079,bear_path_efficiency,<=,0.6641436327551316,bos_to_return_min,<=,287.5
displacement_range_units <= 3.8629756871 AND bos_to_return_min <= 287.5,2,69,35,34,0.5072463768115942,0.16816591704147932,0.3920506638364835,displacement_range_units,<=,3.862975687103594,bos_to_return_min,<=,287.5
bos_extension_range_units <= 0.416652965033 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,67,34,33,0.5074626865671642,0.16838222679704928,0.3906357091102442,bos_extension_range_units,<=,0.41665296503343563,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bear_path_efficiency <= 0.664143632755 AND zone_width_range_units >= 0.886989148003,2,43,23,20,0.5348837209302325,0.1958032611601176,0.3891538972887278,bear_path_efficiency,<=,0.6641436327551316,zone_width_range_units,>=,0.886989148002769
zone_width_range_units >= 0.886989148003 AND bos_to_return_min <= 287.5,2,43,23,20,0.5348837209302325,0.1958032611601176,0.3891538972887278,zone_width_range_units,>=,0.886989148002769,bos_to_return_min,<=,287.5
bos_to_return_min <= 287.5 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,72,36,36,0.5,0.16091954022988508,0.3874689600472425,bos_to_return_min,<=,287.5,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bear_path_efficiency <= 0.920747597726 AND retrace_fraction_of_raid_leg <= 0.414469347396,2,41,22,19,0.5365853658536586,0.19750490608354365,0.38746215345974366,bear_path_efficiency,<=,0.9207475977260157,retrace_fraction_of_raid_leg,<=,0.4144693473961759
bos_extension_range_units <= 0.759062167442 AND bos_to_return_min <= 886.25,2,95,46,49,0.4842105263157895,0.14513006654567456,0.38629885886325244,bos_extension_range_units,<=,0.7590621674423997,bos_to_return_min,<=,886.25
raid_depth_pct <= 1.03141133122 AND bos_to_return_min <= 287.5,2,39,21,18,0.5384615384615384,0.19938107869142352,0.38569186821738816,raid_depth_pct,<=,1.0314113312150264,bos_to_return_min,<=,287.5
reclaim_delay_h1_bars <= 1 AND displacement_range_units <= 2.38132645045,2,39,21,18,0.5384615384615384,0.19938107869142352,0.38569186821738816,reclaim_delay_h1_bars,<=,1.0,displacement_range_units,<=,2.3813264504544813
bos_to_return_min <= 287.5 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,86,42,44,0.4883720930232558,0.14929163325314088,0.38550397038221695,bos_to_return_min,<=,287.5,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bars_reclaim_to_bos >= 4 AND bos_extension_range_units <= 0.416652965033,2,68,34,34,0.5,0.16091954022988508,0.38437863888099083,bars_reclaim_to_bos,>=,4.0,bos_extension_range_units,<=,0.41665296503343563
bos_extension_range_units <= 0.416652965033 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,68,34,34,0.5,0.16091954022988508,0.38437863888099083,bos_extension_range_units,<=,0.41665296503343563,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bars_reclaim_to_bos >= 6 AND bos_to_return_min <= 287.5,2,48,25,23,0.5208333333333334,0.18175287356321845,0.38328995635984375,bars_reclaim_to_bos,>=,6.0,bos_to_return_min,<=,287.5
zone_width_range_units >= 0.666666666667 AND bos_to_return_min <= 886.25,2,96,46,50,0.4791666666666667,0.14008620689655177,0.3819724566925992,zone_width_range_units,>=,0.6666666666666631,bos_to_return_min,<=,886.25
bars_reclaim_to_bos <= 8.75 AND bos_to_return_min <= 66.25,2,35,19,16,0.5428571428571428,0.2037766830870279,0.3818945134013752,bars_reclaim_to_bos,<=,8.75,bos_to_return_min,<=,66.25
displacement_range_units <= 3.04340607516 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,35,19,16,0.5428571428571428,0.2037766830870279,0.3818945134013752,displacement_range_units,<=,3.0434060751597873,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bos_extension_range_units <= 0.759062167442 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,64,32,32,0.5,0.16091954022988508,0.3810188849321495,bos_extension_range_units,<=,0.7590621674423997,retrace_fraction_of_raid_leg,<=,0.6505413995715918
zone_width_range_units >= 0.666666666667 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,64,32,32,0.5,0.16091954022988508,0.3810188849321495,zone_width_range_units,>=,0.6666666666666631,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bos_to_return_min <= 287.5,1,87,42,45,0.4827586206896552,0.14367816091954028,0.3807248617685968,bos_to_return_min,<=,287.5,,,
reclaim_delay_h1_bars >= 0 AND bos_to_return_min <= 287.5,2,87,42,45,0.4827586206896552,0.14367816091954028,0.3807248617685968,reclaim_delay_h1_bars,>=,0.0,bos_to_return_min,<=,287.5
displacement_range_units <= 2.38132645045,1,44,23,21,0.5227272727272727,0.1836468129571578,0.37935220136171693,displacement_range_units,<=,2.3813264504544813,,,
reclaim_delay_h1_bars >= 0 AND displacement_range_units <= 2.38132645045,2,44,23,21,0.5227272727272727,0.1836468129571578,0.37935220136171693,reclaim_delay_h1_bars,>=,0.0,displacement_range_units,<=,2.3813264504544813
bos_to_return_min <= 287.5 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,85,41,44,0.4823529411764706,0.14327248140635568,0.379205636706352,bos_to_return_min,<=,287.5,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bear_path_efficiency <= 0.920747597726 AND bos_extension_range_units <= 0.416652965033,2,69,34,35,0.4927536231884058,0.1536731634182909,0.3783222449110343,bear_path_efficiency,<=,0.9207475977260157,bos_extension_range_units,<=,0.41665296503343563
bos_to_return_min <= 287.5 AND return_penetration_zone_width >= 0.0402289332684,2,60,30,30,0.5,0.16091954022988508,0.37734812427246284,bos_to_return_min,<=,287.5,return_penetration_zone_width,>=,0.0402289332683779
raid_depth_pct <= 1.03141133122 AND bos_extension_range_units <= 0.416652965033,2,42,22,20,0.5238095238095238,0.18472906403940892,0.37722213940207044,raid_depth_pct,<=,1.0314113312150264,bos_extension_range_units,<=,0.41665296503343563
zone_width_range_units >= 0.886989148003 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,42,22,20,0.5238095238095238,0.18472906403940892,0.37722213940207044,zone_width_range_units,>=,0.886989148002769,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bars_reclaim_to_bos >= 4 AND bos_to_return_min <= 886.25,2,100,47,53,0.47,0.13091954022988506,0.3751065198210374,bars_reclaim_to_bos,>=,4.0,bos_to_return_min,<=,886.25
zone_width_range_units >= 0.886989148003 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,40,21,19,0.525,0.1859195402298851,0.37497106853929735,zone_width_range_units,>=,0.886989148002769,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_extension_range_units <= 0.759062167442 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,65,32,33,0.49230769230769234,0.15322723253757742,0.3746363604246928,bos_extension_range_units,<=,0.7590621674423997,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
displacement_range_units <= 3.04340607516 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,38,20,18,0.5263157894736842,0.18723532970356926,0.37258710742710854,displacement_range_units,<=,3.0434060751597873,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
zone_width_range_units >= 0.666666666667 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,96,45,51,0.46875,0.12966954022988508,0.3720590570105098,zone_width_range_units,>=,0.6666666666666631,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
zone_width_range_units >= 0.666666666667 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,96,45,51,0.46875,0.12966954022988508,0.3720590570105098,zone_width_range_units,>=,0.6666666666666631,retrace_fraction_of_raid_leg,<=,0.8161192502897269
displacement_range_units <= 3.04340607516 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,61,30,31,0.4918032786885246,0.15272281891840966,0.37060186643725185,displacement_range_units,<=,3.0434060751597873,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bars_reclaim_to_bos <= 8.75 AND displacement_range_units <= 2.38132645045,2,36,19,17,0.5277777777777778,0.18869731800766287,0.3700567162693947,bars_reclaim_to_bos,<=,8.75,displacement_range_units,<=,2.3813264504544813
raid_depth_pct <= 1.03141133122 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,36,19,17,0.5277777777777778,0.18869731800766287,0.3700567162693947,raid_depth_pct,<=,1.0314113312150264,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bars_reclaim_to_bos >= 6 AND bos_extension_range_units <= 0.416652965033,2,45,23,22,0.5111111111111111,0.17203065134099615,0.37004224326489743,bars_reclaim_to_bos,>=,6.0,bos_extension_range_units,<=,0.41665296503343563
reclaim_delay_h1_bars <= 1 AND bos_to_return_min <= 886.25,2,99,46,53,0.46464646464646464,0.12556600487634972,0.3695632983501778,reclaim_delay_h1_bars,<=,1.0,bos_to_return_min,<=,886.25
displacement_range_units <= 3.04340607516 AND bos_to_return_min <= 886.25,2,66,32,34,0.48484848484848486,0.14576802507836994,0.36846762017425483,displacement_range_units,<=,3.0434060751597873,bos_to_return_min,<=,886.25
raid_depth_pct <= 1.03141133122 AND bear_path_efficiency <= 0.920747597726,2,59,29,30,0.4915254237288136,0.15244496395869866,0.36843625444816314,raid_depth_pct,<=,1.0314113312150264,bear_path_efficiency,<=,0.9207475977260157
reclaim_delay_h1_bars <= 1 AND bos_extension_range_units <= 0.416652965033,2,64,31,33,0.484375,0.14529454022988508,0.366333485657839,reclaim_delay_h1_bars,<=,1.0,bos_extension_range_units,<=,0.41665296503343563
displacement_range_units <= 3.8629756871 AND bos_to_return_min <= 886.25,2,100,46,54,0.46,0.1209195402298851,0.36560643853331865,displacement_range_units,<=,3.862975687103594,bos_to_return_min,<=,886.25
bos_to_return_min <= 66.25 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,41,21,20,0.5121951219512195,0.1731146621811046,0.3648425931586519,bos_to_return_min,<=,66.25,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bos_extension_range_units <= 0.416652965033 AND zone_width_range_units >= 0.666666666667,2,62,30,32,0.4838709677419355,0.14479050797182058,0.3640965420650529,bos_extension_range_units,<=,0.41665296503343563,zone_width_range_units,>=,0.6666666666666631
zone_width_range_units >= 0.886989148003 AND bos_to_return_min <= 886.25,2,62,30,32,0.4838709677419355,0.14479050797182058,0.3640965420650529,zone_width_range_units,>=,0.886989148002769,bos_to_return_min,<=,886.25
bos_extension_range_units <= 0.759062167442 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,98,45,53,0.45918367346938777,0.12010321369927285,0.3639252881504738,bos_extension_range_units,<=,0.7590621674423997,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bos_extension_range_units <= 0.759062167442 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,98,45,53,0.45918367346938777,0.12010321369927285,0.3639252881504738,bos_extension_range_units,<=,0.7590621674423997,retrace_fraction_of_raid_leg,<=,0.8161192502897269
reclaim_delay_h1_bars <= 1 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,67,32,35,0.47761194029850745,0.13853148052839254,0.36250188635242525,reclaim_delay_h1_bars,<=,1.0,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
reclaim_delay_h1_bars <= 1 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,67,32,35,0.47761194029850745,0.13853148052839254,0.36250188635242525,reclaim_delay_h1_bars,<=,1.0,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bars_reclaim_to_bos <= 8.75 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,60,29,31,0.48333333333333334,0.14425287356321842,0.3617484128577001,bars_reclaim_to_bos,<=,8.75,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_to_return_min <= 287.5 AND return_penetration_zone_width <= 0.301470588235,2,60,29,31,0.48333333333333334,0.14425287356321842,0.3617484128577001,bos_to_return_min,<=,287.5,return_penetration_zone_width,<=,0.3014705882352923
displacement_range_units <= 3.04340607516 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,60,29,31,0.48333333333333334,0.14425287356321842,0.3617484128577001,displacement_range_units,<=,3.0434060751597873,retrace_fraction_of_raid_leg,<=,0.8161192502897269
raid_depth_pct <= 1.03141133122 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,60,29,31,0.48333333333333334,0.14425287356321842,0.3617484128577001,raid_depth_pct,<=,1.0314113312150264,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
raid_depth_pct <= 1.03141133122 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,60,29,31,0.48333333333333334,0.14425287356321842,0.3617484128577001,raid_depth_pct,<=,1.0314113312150264,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bear_path_efficiency <= 0.920747597726 AND bos_to_return_min <= 886.25,2,101,46,55,0.45544554455445546,0.11636508478434054,0.36173444762795837,bear_path_efficiency,<=,0.9207475977260157,bos_to_return_min,<=,886.25
bars_reclaim_to_bos <= 8.75 AND bos_to_return_min <= 287.5,2,65,31,34,0.47692307692307695,0.13784261715296203,0.36021590253064156,bars_reclaim_to_bos,<=,8.75,bos_to_return_min,<=,287.5
displacement_range_units <= 3.8629756871 AND origin_distance_from_pre_return_low_fraction <= 0.585694359338,2,65,31,34,0.47692307692307695,0.13784261715296203,0.36021590253064156,displacement_range_units,<=,3.862975687103594,origin_distance_from_pre_return_low_fraction,<=,0.5856943593382155
bos_to_return_min <= 66.25,1,44,22,22,0.5,0.16091954022988508,0.35831521095931473,bos_to_return_min,<=,66.25,,,
bos_to_return_min <= 66.25 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,44,22,22,0.5,0.16091954022988508,0.35831521095931473,bos_to_return_min,<=,66.25,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
bos_to_return_min <= 66.25 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,44,22,22,0.5,0.16091954022988508,0.35831521095931473,bos_to_return_min,<=,66.25,retrace_fraction_of_raid_leg,<=,0.8161192502897269
reclaim_delay_h1_bars >= 0 AND bos_to_return_min <= 66.25,2,44,22,22,0.5,0.16091954022988508,0.35831521095931473,reclaim_delay_h1_bars,>=,0.0,bos_to_return_min,<=,66.25
displacement_range_units <= 3.8629756871 AND retrace_fraction_of_raid_leg <= 0.650541399572,2,63,30,33,0.47619047619047616,0.13711001642036125,0.35781921387369653,displacement_range_units,<=,3.862975687103594,retrace_fraction_of_raid_leg,<=,0.6505413995715918
bos_to_return_min <= 886.25 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,117,52,65,0.4444444444444444,0.1053639846743295,0.3575957076397529,bos_to_return_min,<=,886.25,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
displacement_range_units <= 3.8629756871 AND origin_distance_from_pre_return_low_fraction <= 0.778158508159,2,95,43,52,0.45263157894736844,0.11355111917725352,0.35632609157265266,displacement_range_units,<=,3.862975687103594,origin_distance_from_pre_return_low_fraction,<=,0.7781585081585067
displacement_range_units <= 3.8629756871 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,95,43,52,0.45263157894736844,0.11355111917725352,0.35632609157265266,displacement_range_units,<=,3.862975687103594,retrace_fraction_of_raid_leg,<=,0.8161192502897269
bos_to_return_min <= 886.25 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,115,51,64,0.4434782608695652,0.1043978010994503,0.35596659131789876,bos_to_return_min,<=,886.25,retrace_fraction_of_raid_leg,<=,0.8161192502897269
displacement_range_units >= 2.38132645045 AND origin_distance_from_pre_return_low_fraction <= 0.368100909302,2,35,18,17,0.5142857142857142,0.17520525451559932,0.35568539626711626,displacement_range_units,>=,2.3813264504544813,origin_distance_from_pre_return_low_fraction,<=,0.3681009093023388
bear_path_efficiency >= 0.423204608424 AND bos_to_return_min <= 287.5,2,61,29,32,0.47540983606557374,0.13632937629545883,0.3553028228679598,bear_path_efficiency,>=,0.4232046084240686,bos_to_return_min,<=,287.5
bos_extension_range_units <= 0.416652965033 AND return_penetration_zone_width >= 0.0402289332684,2,61,29,32,0.47540983606557374,0.13632937629545883,0.3553028228679598,bos_extension_range_units,<=,0.41665296503343563,return_penetration_zone_width,>=,0.0402289332683779
bars_reclaim_to_bos <= 8.75 AND bos_extension_range_units <= 0.416652965033,2,66,31,35,0.4696969696969697,0.1306165099268548,0.35430230971911897,bars_reclaim_to_bos,<=,8.75,bos_extension_range_units,<=,0.41665296503343563
bars_reclaim_to_bos >= 6 AND bos_to_return_min <= 886.25,2,66,31,35,0.4696969696969697,0.1306165099268548,0.35430230971911897,bars_reclaim_to_bos,>=,6.0,bos_to_return_min,<=,886.25
raid_depth_pct <= 1.03141133122 AND bos_to_return_min <= 886.25,2,66,31,35,0.4696969696969697,0.1306165099268548,0.35430230971911897,raid_depth_pct,<=,1.0314113312150264,bos_to_return_min,<=,886.25
zone_width_range_units >= 0.886989148003 AND retrace_fraction_of_raid_leg <= 0.81611925029,2,66,31,35,0.4696969696969697,0.1306165099268548,0.35430230971911897,zone_width_range_units,>=,0.886989148002769,retrace_fraction_of_raid_leg,<=,0.8161192502897269
reclaim_delay_h1_bars >= 0.5 AND bos_to_return_min <= 287.5,2,47,23,24,0.48936170212765956,0.15028124235754464,0.3527532433660351,reclaim_delay_h1_bars,>=,0.5,bos_to_return_min,<=,287.5
reclaim_delay_h1_bars >= 1 AND bos_to_return_min <= 287.5,2,47,23,24,0.48936170212765956,0.15028124235754464,0.3527532433660351,reclaim_delay_h1_bars,>=,1.0,bos_to_return_min,<=,287.5
bear_path_efficiency <= 0.664143632755 AND bos_extension_range_units <= 0.416652965033,2,45,22,23,0.4888888888888889,0.14980842911877396,0.3495678935302451,bear_path_efficiency,<=,0.6641436327551316,bos_extension_range_units,<=,0.41665296503343563
