rule,conditions,n,continuation,invalidated,rate,lift,wilson_lower,atom1_feature,atom1_op,atom1_threshold,atom2_feature,atom2_op,atom2_threshold
range_contraction_ratio >= 0.706896551724 AND largest_bull_body_share >= 0.141955835962,2,49,23,26,0.46938775510204084,0.16863587540279273,0.33703281897894777,range_contraction_ratio,>=,0.7068965517241514,largest_bull_body_share,>=,0.14195583596214656
largest_bull_body_share >= 0.141955835962 AND pre_return_drawup_fraction >= 1.01408450704,2,55,25,30,0.45454545454545453,0.15379357484620643,0.330250717464462,largest_bull_body_share,>=,0.14195583596214656,pre_return_drawup_fraction,>=,1.014084507042252
largest_bull_body_share >= 0.141955835962 AND sign_flip_rate >= 0.4,2,38,18,20,0.47368421052631576,0.17293233082706766,0.32478778808941583,largest_bull_body_share,>=,0.14195583596214656,sign_flip_rate,>=,0.4
largest_bull_body_share >= 0.141955835962 AND higher_low_share >= 0.564705882353,2,64,28,36,0.4375,0.1367481203007519,0.32293817065427327,largest_bull_body_share,>=,0.14195583596214656,higher_low_share,>=,0.5647058823529412
largest_bull_body_share >= 0.141955835962 AND sign_flip_rate <= 0.5,2,46,21,25,0.45652173913043476,0.15576985943118665,0.3215451042112199,largest_bull_body_share,>=,0.14195583596214656,sign_flip_rate,<=,0.5
largest_bull_body_share >= 0.141955835962,1,67,29,38,0.43283582089552236,0.13208394119627426,0.32104123341736546,largest_bull_body_share,>=,0.14195583596214656,,,
ascent_bars <= 132 AND largest_bull_body_share >= 0.141955835962,2,67,29,38,0.43283582089552236,0.13208394119627426,0.32104123341736546,ascent_bars,<=,132.0,largest_bull_body_share,>=,0.14195583596214656
median_adjacent_overlap >= 0.747779336138 AND max_bull_body_range_units <= 2.3025210084,2,41,19,22,0.4634146341463415,0.16266275444709338,0.32055999118185885,median_adjacent_overlap,>=,0.7477793361383785,max_bull_body_range_units,<=,2.302521008403309
max_bull_body_range_units <= 2.3025210084 AND pre_return_drawup_fraction >= 1.01408450704,2,54,24,30,0.4444444444444444,0.14369256474519632,0.3200225687559781,max_bull_body_range_units,<=,2.302521008403309,pre_return_drawup_fraction,>=,1.014084507042252
ascent_bars <= 39 AND pre_return_drawup_fraction >= 1.01408450704,2,57,25,32,0.43859649122807015,0.13784461152882205,0.31772495285894004,ascent_bars,<=,39.0,pre_return_drawup_fraction,>=,1.014084507042252
rise_per_bar_range_units <= 0.310541310541 AND max_bull_body_range_units <= 2.3025210084,2,44,20,24,0.45454545454545453,0.15379357484620643,0.3170500778685361,rise_per_bar_range_units,<=,0.31054131054131406,max_bull_body_range_units,<=,2.302521008403309
ascent_bars <= 39 AND range_contraction_ratio >= 0.706896551724,2,47,21,26,0.44680851063829785,0.14605663093904975,0.3141074747491131,ascent_bars,<=,39.0,range_contraction_ratio,>=,0.7068965517241514
largest_bull_body_share >= 0.141955835962 AND rise_per_bar_range_units >= 0.0952380952381,2,66,28,38,0.42424242424242425,0.12349054454317615,0.31242322955377905,largest_bull_body_share,>=,0.14195583596214656,rise_per_bar_range_units,>=,0.09523809523808847
largest_bull_body_share >= 0.141955835962 AND sign_flip_rate <= 0.549019607843,2,50,22,28,0.44,0.1392481203007519,0.3116198721023535,largest_bull_body_share,>=,0.14195583596214656,sign_flip_rate,<=,0.5490196078431373
range_contraction_ratio <= 1.125 AND largest_bull_body_share >= 0.141955835962,2,50,22,28,0.44,0.1392481203007519,0.3116198721023535,range_contraction_ratio,<=,1.125,largest_bull_body_share,>=,0.14195583596214656
ascent_bars <= 39 AND higher_low_share <= 0.736842105263,2,37,17,20,0.4594594594594595,0.15870757976021138,0.3103832782845773,ascent_bars,<=,39.0,higher_low_share,<=,0.7368421052631579
ascent_bars <= 39 AND sign_flip_rate >= 0.4,2,37,17,20,0.4594594594594595,0.15870757976021138,0.3103832782845773,ascent_bars,<=,39.0,sign_flip_rate,>=,0.4
sign_flip_rate <= 0.5 AND pre_return_drawup_fraction >= 1.03355704698,2,37,17,20,0.4594594594594595,0.15870757976021138,0.3103832782845773,sign_flip_rate,<=,0.5,pre_return_drawup_fraction,>=,1.0335570469798638
ascent_bars <= 39 AND largest_bull_body_share >= 0.141955835962,2,61,26,35,0.4262295081967213,0.12547762849747318,0.31015028557967433,ascent_bars,<=,39.0,largest_bull_body_share,>=,0.14195583596214656
largest_bull_body_share >= 0.141955835962 AND pre_return_drawup_fraction >= 1.03355704698,2,45,20,25,0.4444444444444444,0.14369256474519632,0.30938708549039107,largest_bull_body_share,>=,0.14195583596214656,pre_return_drawup_fraction,>=,1.0335570469798638
ascent_bars <= 39,1,67,28,39,0.417910447761194,0.11715856806194591,0.30742116374992556,ascent_bars,<=,39.0,,,
ascent_bars <= 132 AND rise_per_bar_range_units <= 0.310541310541,2,67,28,39,0.417910447761194,0.11715856806194591,0.30742116374992556,ascent_bars,<=,132.0,rise_per_bar_range_units,<=,0.31054131054131406
ascent_bars <= 39 AND largest_bull_body_share >= 0.0733869643737,2,67,28,39,0.417910447761194,0.11715856806194591,0.30742116374992556,ascent_bars,<=,39.0,largest_bull_body_share,>=,0.0733869643736665
largest_bull_body_share >= 0.141955835962 AND max_bull_body_range_units >= 1.52633908809,2,40,18,22,0.45,0.1492481203007519,0.30705075280944705,largest_bull_body_share,>=,0.14195583596214656,max_bull_body_range_units,>=,1.5263390880920729
largest_bull_body_share >= 0.141955835962 AND max_bull_body_range_units <= 3.16831683168,2,59,25,34,0.423728813559322,0.12297693386007391,0.3061253228310244,largest_bull_body_share,>=,0.14195583596214656,max_bull_body_range_units,<=,3.1683168316830965
ascent_bars <= 39 AND pre_return_drawup_fraction >= 1.03355704698,2,43,19,24,0.4418604651162791,0.14110858541703097,0.30433085623921335,ascent_bars,<=,39.0,pre_return_drawup_fraction,>=,1.0335570469798638
ascent_bars <= 39 AND higher_low_share >= 0.564705882353,2,65,27,38,0.4153846153846154,0.1146327356853673,0.3036005547380231,ascent_bars,<=,39.0,higher_low_share,>=,0.5647058823529412
up_path_efficiency >= 0.179422718808 AND largest_bull_body_share >= 0.141955835962,2,65,27,38,0.4153846153846154,0.1146327356853673,0.3036005547380231,up_path_efficiency,>=,0.17942271880819313,largest_bull_body_share,>=,0.14195583596214656
ascent_bars <= 132 AND median_adjacent_overlap >= 0.747779336138,2,68,28,40,0.4117647058823529,0.11101282618310482,0.3025783771245051,ascent_bars,<=,132.0,median_adjacent_overlap,>=,0.7477793361383785
max_bull_body_range_units <= 2.3025210084 AND pre_return_drawup_fraction >= 1.03355704698,2,38,17,21,0.4473684210526316,0.14661654135338348,0.3014616531155089,max_bull_body_range_units,<=,2.302521008403309,pre_return_drawup_fraction,>=,1.0335570469798638
sign_flip_rate <= 0.5 AND rise_per_bar_range_units <= 0.310541310541,2,49,21,28,0.42857142857142855,0.12781954887218044,0.3002310889895705,sign_flip_rate,<=,0.5,rise_per_bar_range_units,<=,0.31054131054131406
ascent_bars <= 39 AND up_path_efficiency >= 0.179422718808,2,66,27,39,0.4090909090909091,0.10833902939166101,0.29867234579227303,ascent_bars,<=,39.0,up_path_efficiency,>=,0.17942271880819313
ascent_bars <= 132 AND pre_return_drawup_fraction <= 1.09677419355,2,69,28,41,0.4057971014492754,0.10504522175002728,0.29788729078613463,ascent_bars,<=,132.0,pre_return_drawup_fraction,<=,1.0967741935483912
median_adjacent_overlap >= 0.747779336138 AND largest_bull_body_share >= 0.0733869643737,2,69,28,41,0.4057971014492754,0.10504522175002728,0.29788729078613463,median_adjacent_overlap,>=,0.7477793361383785,largest_bull_body_share,>=,0.0733869643736665
ascent_bars <= 132 AND pre_return_drawup_fraction >= 1.03355704698,2,55,23,32,0.41818181818181815,0.11742993848257005,0.29737567047718927,ascent_bars,<=,132.0,pre_return_drawup_fraction,>=,1.0335570469798638
ascent_bars <= 132 AND sign_flip_rate <= 0.5,2,58,24,34,0.41379310344827586,0.11304122374902775,0.29627832678138283,ascent_bars,<=,132.0,sign_flip_rate,<=,0.5
ascent_bars <= 39 AND max_bull_body_range_units <= 3.16831683168,2,61,25,36,0.4098360655737705,0.1090841858745224,0.2953514834927377,ascent_bars,<=,39.0,max_bull_body_range_units,<=,3.1683168316830965
body_contraction_ratio >= 0.722646310433 AND largest_bull_body_share >= 0.141955835962,2,47,20,27,0.425531914893617,0.12478003519436892,0.2951341600182584,body_contraction_ratio,>=,0.722646310432564,largest_bull_body_share,>=,0.14195583596214656
max_bull_body_range_units <= 2.3025210084 AND pre_return_drawup_fraction <= 1.09677419355,2,47,20,27,0.425531914893617,0.12478003519436892,0.2951341600182584,max_bull_body_range_units,<=,2.302521008403309,pre_return_drawup_fraction,<=,1.0967741935483912
ascent_bars <= 132 AND up_path_efficiency <= 0.553588987217,2,67,27,40,0.40298507462686567,0.10223319492761757,0.2939031193036935,ascent_bars,<=,132.0,up_path_efficiency,<=,0.5535889872173181
largest_bull_body_share >= 0.0733869643737 AND rise_per_bar_range_units <= 0.310541310541,2,67,27,40,0.40298507462686567,0.10223319492761757,0.2939031193036935,largest_bull_body_share,>=,0.0733869643736665,rise_per_bar_range_units,<=,0.31054131054131406
ascent_bars <= 39 AND range_contraction_ratio <= 1.125,2,50,21,29,0.42,0.11924812030075188,0.2937479723456693,ascent_bars,<=,39.0,range_contraction_ratio,<=,1.125
range_contraction_ratio >= 0.706896551724 AND max_bull_body_range_units <= 2.3025210084,2,45,19,26,0.4222222222222222,0.12147034252297412,0.2896848798168782,range_contraction_ratio,>=,0.7068965517241514,max_bull_body_range_units,<=,2.302521008403309
ascent_bars <= 39 AND body_contraction_ratio >= 0.722646310433,2,48,20,28,0.4166666666666667,0.11591478696741858,0.28849459734577015,ascent_bars,<=,39.0,body_contraction_ratio,>=,0.722646310432564
ascent_bars <= 39 AND sign_flip_rate <= 0.5,2,48,20,28,0.4166666666666667,0.11591478696741858,0.28849459734577015,ascent_bars,<=,39.0,sign_flip_rate,<=,0.5
largest_bull_body_share >= 0.141955835962 AND max_bull_body_range_units <= 2.3025210084,2,48,20,28,0.4166666666666667,0.11591478696741858,0.28849459734577015,largest_bull_body_share,>=,0.14195583596214656,max_bull_body_range_units,<=,2.302521008403309
ascent_bars <= 39 AND sign_flip_rate <= 0.549019607843,2,51,21,30,0.4117647058823529,0.11101282618310482,0.28754192992486893,ascent_bars,<=,39.0,sign_flip_rate,<=,0.5490196078431373
largest_bull_body_share >= 0.0733869643737 AND pre_return_drawup_fraction >= 1.03355704698,2,54,22,32,0.4074074074074074,0.10665552770815928,0.2867801518924045,largest_bull_body_share,>=,0.0733869643736665,pre_return_drawup_fraction,>=,1.0335570469798638
sign_flip_rate <= 0.5 AND pre_return_drawup_fraction >= 1.01408450704,2,57,23,34,0.40350877192982454,0.10275689223057644,0.2861732352653998,sign_flip_rate,<=,0.5,pre_return_drawup_fraction,>=,1.014084507042252
ascent_bars >= 14 AND max_bull_body_range_units <= 2.3025210084,2,40,17,23,0.425,0.12424812030075189,0.2850916852481588,ascent_bars,>=,14.0,max_bull_body_range_units,<=,2.302521008403309
sign_flip_rate >= 0.4 AND max_bull_body_range_units <= 2.3025210084,2,40,17,23,0.425,0.12424812030075189,0.2850916852481588,sign_flip_rate,>=,0.4,max_bull_body_range_units,<=,2.302521008403309
up_path_efficiency <= 0.553588987217 AND max_bull_body_range_units <= 2.3025210084,2,40,17,23,0.425,0.12424812030075189,0.2850916852481588,up_path_efficiency,<=,0.5535889872173181,max_bull_body_range_units,<=,2.302521008403309
overlap_gt50_share <= 0.844481605351 AND largest_bull_body_share >= 0.141955835962,2,46,19,27,0.41304347826086957,0.11229159856162146,0.2828839329710102,overlap_gt50_share,<=,0.8444816053511706,largest_bull_body_share,>=,0.14195583596214656
rise_per_bar_range_units <= 0.310541310541 AND pre_return_drawup_fraction >= 1.03355704698,2,46,19,27,0.41304347826086957,0.11229159856162146,0.2828839329710102,rise_per_bar_range_units,<=,0.31054131054131406,pre_return_drawup_fraction,>=,1.0335570469798638
ascent_bars <= 39 AND max_bull_body_range_units <= 2.3025210084,2,52,21,31,0.40384615384615385,0.10309427414690575,0.2815953542428228,ascent_bars,<=,39.0,max_bull_body_range_units,<=,2.302521008403309
ascent_bars >= 14 AND sign_flip_rate <= 0.5,2,52,21,31,0.40384615384615385,0.10309427414690575,0.2815953542428228,ascent_bars,>=,14.0,sign_flip_rate,<=,0.5
ascent_bars <= 132 AND rise_per_bar_range_units <= 0.161094819159,2,35,15,20,0.42857142857142855,0.12781954887218044,0.27984333081678914,ascent_bars,<=,132.0,rise_per_bar_range_units,<=,0.16109481915933618
ascent_bars <= 132 AND up_path_efficiency <= 0.302904564315,2,35,15,20,0.42857142857142855,0.12781954887218044,0.27984333081678914,ascent_bars,<=,132.0,up_path_efficiency,<=,0.30290456431535284
ascent_bars <= 39 AND max_bull_body_range_units >= 1.52633908809,2,35,15,20,0.42857142857142855,0.12781954887218044,0.27984333081678914,ascent_bars,<=,39.0,max_bull_body_range_units,>=,1.5263390880920729
median_adjacent_overlap <= 0.859848484849 AND largest_bull_body_share >= 0.141955835962,2,44,18,26,0.4090909090909091,0.10833902939166101,0.27687643879006824,median_adjacent_overlap,<=,0.859848484848506,largest_bull_body_share,>=,0.14195583596214656
ascent_bars <= 132 AND median_adjacent_overlap >= 0.811819595645,2,47,19,28,0.40425531914893614,0.10350343944968804,0.27639828961388174,ascent_bars,<=,132.0,median_adjacent_overlap,>=,0.811819595645442
ascent_bars <= 39 AND overlap_gt50_share <= 0.844481605351,2,47,19,28,0.40425531914893614,0.10350343944968804,0.27639828961388174,ascent_bars,<=,39.0,overlap_gt50_share,<=,0.8444816053511706
median_adjacent_overlap >= 0.811819595645 AND largest_bull_body_share >= 0.0733869643737,2,47,19,28,0.40425531914893614,0.10350343944968804,0.27639828961388174,median_adjacent_overlap,>=,0.811819595645442,largest_bull_body_share,>=,0.0733869643736665
ascent_bars <= 39 AND range_contraction_ratio <= 0.871428571429,2,36,15,21,0.4166666666666667,0.11591478696741858,0.27140333505087283,ascent_bars,<=,39.0,range_contraction_ratio,<=,0.8714285714285671
overlap_gt50_share <= 0.790697674419 AND largest_bull_body_share >= 0.141955835962,2,36,15,21,0.4166666666666667,0.11591478696741858,0.27140333505087283,overlap_gt50_share,<=,0.7906976744186046,largest_bull_body_share,>=,0.14195583596214656
higher_low_share >= 0.611111111111 AND rise_per_bar_range_units <= 0.310541310541,2,39,16,23,0.41025641025641024,0.10950453055716214,0.2707908943540048,higher_low_share,>=,0.6111111111111112,rise_per_bar_range_units,<=,0.31054131054131406
median_adjacent_overlap <= 0.811819595645 AND largest_bull_body_share >= 0.141955835962,2,39,16,23,0.41025641025641024,0.10950453055716214,0.2707908943540048,median_adjacent_overlap,<=,0.811819595645442,largest_bull_body_share,>=,0.14195583596214656
overlap_gt50_share >= 0.731707317073 AND max_bull_body_range_units <= 2.3025210084,2,42,17,25,0.40476190476190477,0.10401002506265666,0.27042647671209086,overlap_gt50_share,>=,0.7317073170731707,max_bull_body_range_units,<=,2.302521008403309
