i,date,entry_t,mfe,mae,developed,parent_pnl,a511_pnl,ret1h,ret3h,ret6h,ret12h,ret24h,mon_ret,overnight_ret,ema_spread,dist_ema20,ema20_slope1h,loc24,range6,range24,taker1h,taker4h,ret1h_up,ret3h_up,ret6h_up,ret12h_up,ret24h_up,monday_up,overnight_up,above_ema20,ema_bull,ema20_rising,upper_half24,taker1h_buy,taker4h_buy,uptrend_pressure,overnight_up_pressure,bearish_alignment,extended_down_state
48,2024-11-05,2024-11-04 23:00:00+00:00,0.006653314876446936,0.008137719789120368,True,-4.7500000000000036,-0.2986407681206109,0.007546285168270606,0.0025985530783996236,0.00547409319136527,-0.01191993620971632,-0.01173155819717353,-0.008077494746553282,0.00547409319136527,0.0025710385512569545,0.004055310776004406,0.004630558257298079,0.40814806539306553,0.019203712019158825,0.04019308486753492,0.14024300890254193,0.01681735324394329,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False
49,2024-11-12,2024-11-11 23:00:00+00:00,6.811293124076023e-06,0.011339667835938538,False,-4.7500000000000036,-4.7500000000000036,0.0022641938787120175,0.02009762198405385,0.042617735236713195,0.07464139581752471,0.09660818189287501,0.05598282618530548,0.042617735236713195,0.0012639065949129336,0.007600851707027179,-0.0006875054814456938,0.9517819214475991,0.050717040987508843,0.10655028495264962,-0.01759434901579182,0.028077249500660706,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False
50,2024-11-19,2024-11-18 23:00:00+00:00,0.010334050625557034,0.007293140852002944,True,-2.8629609187187093,-2.8629609187187093,-0.0002378228143316008,0.004931974662627292,-0.003706773872595881,-0.0058955774451117104,0.017532450873332106,0.011552437564326112,-0.003706773872595881,-0.0004674023077215761,-0.0014719223213878196,-0.0012194054298543255,0.5579593058049064,0.02853760386684523,0.037400120862149944,0.011064780623978532,0.014308708253726321,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False
51,2024-11-26,2024-11-25 23:00:00+00:00,0.016839720996200236,0.0,True,5.999999999999979,5.999999999999979,0.00738594016396843,-0.0010372489746461877,-0.012373683786888745,-0.040548623515947124,-0.037891077282156016,-0.003798922808172067,-0.012373683786888745,-0.0012329473386318845,0.004731787660676279,-0.005943622328464682,0.28627822516974577,0.036166447240627564,0.06834221828934028,-0.005416124029900882,-0.053108850755343884,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
52,2024-12-03,2024-12-02 23:00:00+00:00,0.0004914375649007763,0.009857043012837075,False,-4.7500000000000036,-4.7500000000000036,-0.0010812485542356365,-0.00671940049958375,-0.011330379443913352,0.0039818675116432,-0.023829810738297708,-0.009987108430140057,-0.011330379443913352,-0.0007235191202730196,-0.0006288861768767307,-0.001881708039654817,0.2675633729953425,0.023555084745762844,0.04095338983050856,-0.08325255795611741,-0.009614830829560495,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
53,2024-12-10,2024-12-09 23:00:00+00:00,0.002859645507007458,0.009344600164880479,False,-4.7500000000000036,-4.7500000000000036,0.0004134020618558054,-0.0028279212004689303,-0.010635857480325361,-0.015820486815415813,-0.03139286042249745,-0.020709402068539107,-0.010635857480325361,0.0004191006216374138,0.0011557133465089908,-0.00018895347626957104,0.4044646949394745,0.04538402398136121,0.07888370549884782,-0.029370530039934284,-0.06696027196986898,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
54,2024-12-17,2024-12-16 23:00:00+00:00,0.003282557066573877,0.009050667856656647,False,-4.7500000000000036,-4.7500000000000036,-0.0027493145570360866,-0.0041473773604979725,-0.010520525595954289,0.0099591132092407,0.02252685105519081,0.036719019298458555,-0.010520525595954289,-0.0007314762184751356,-0.0019135040154363292,-0.0005067978599401224,0.5617653484815375,0.020348848217700555,0.044350775193798375,0.011993461515294346,0.017057170607781558,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False
55,2024-12-24,2024-12-23 23:00:00+00:00,0.014135864870715498,0.0033437646460463544,True,6.000000000000034,6.000000000000034,0.01344519737549743,0.023336390940735807,0.015738458730441662,-0.01105625189007986,-0.003436994713604702,-0.018336574198395184,0.015738458730441662,0.004182952476905699,0.008645771007695036,0.007088199500696835,0.6686660387646852,0.02917771596419816,0.043634090525650926,0.17438656410708564,0.05854582198064873,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False
56,2024-12-31,2024-12-30 23:00:00+00:00,0.00827764776393547,0.0011588060094063213,True,1.0792965562440866,1.0792965562440866,0.0069774611072757065,-0.01813374710127824,0.006707549329950435,-0.008814761787740544,-0.0038677865565961422,-0.018761648109609674,0.006707549329950435,-0.0020063291627083757,-0.0015278304434562795,-0.006076525815711498,0.35722398909586495,0.03463908546543282,0.03848322587695341,0.07036727610770699,-0.004189057176147037,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
57,2025-01-07,2025-01-06 23:00:00+00:00,0.0049673469267667025,0.007808492839272763,False,0.9917587644496524,0.9917587644496524,0.0039857740948314735,-0.00018532155250428062,0.000477838404274733,0.032326647970599254,0.032855765256922576,0.04219010090556807,0.000477838404274733,0.00042103438600848975,0.0006677906081939966,6.0042150924255466e-05,0.8954368464802903,0.010628019323671634,0.04670765873186156,0.15505014619242252,0.05998035595065909,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
58,2025-01-14,2025-01-13 23:00:00+00:00,0.002293342207140614,0.008855437838662716,False,-4.7500000000000036,-4.7500000000000036,-0.00027970101656482615,0.02421601860866973,0.03186915090687603,0.029156868818630333,0.0032342468680859326,-0.03921199368753292,0.03186915090687603,0.0021239916813400317,0.002406991554714244,0.006188211953722655,0.775902071026974,0.038081172882143965,0.0790189969519397,-0.10219213232361868,0.015527317325318979,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False
59,2025-01-21,2025-01-20 23:00:00+00:00,0.015090958940080168,0.0009055347675150927,True,5.999999999999923,5.999999999999923,0.015916667238773385,8.882366571394407e-05,-0.008851759108910895,-0.04166928795846392,0.0187722826808554,0.017849663643224156,-0.008851759108910895,0.0008889422685181003,0.002882005970074264,-0.002243320435752816,0.38900847699780905,0.06642819623280616,0.10551652747208573,0.008725969676203649,-0.0279312970651453,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False
60,2025-01-28,2025-01-27 23:00:00+00:00,0.0,0.009359640340955488,False,-4.7500000000000036,-4.7500000000000036,0.0010179165131087853,0.017535020458859574,0.01753705890660817,0.02893910542095468,-0.021981682573027572,-0.04944491846569643,0.01753705890660817,0.001606920481748375,0.001244875480165275,0.002870019650368816,0.5922381631229343,0.036456973546001414,0.06750409500409504,-0.0263170657337074,-0.008628793308419258,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False
61,2025-02-04,2025-02-03 23:00:00+00:00,0.014985971249916297,0.001346799359360329,True,6.000000000000034,6.000000000000034,-0.0013292881578405025,-0.00022621875353467935,0.033751755573341535,0.06369720023231107,0.043988887234184704,0.003021021913863775,0.033751755573341535,0.00040390928893563327,0.0006069652391391678,0.0025217656149962853,0.9287019786856441,0.04554086861040507,0.12428028877332786,0.061985422129805734,0.01294886214675195,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
62,2025-02-11,2025-02-10 23:00:00+00:00,0.0016159320835970048,0.00880184748395374,False,-4.7500000000000036,-4.7500000000000036,0.0008091338566484918,0.0009809990560196713,0.0015567140883139263,-0.003523484093137852,0.015367701437051684,0.008220910405448256,0.0015567140883139263,0.0002488452101687688,0.00033079882193254306,0.00047504564728662046,0.685156175069534,0.007961586121437492,0.0328560579243089,-0.17694612179946068,-0.004540685460447169,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,False,False
63,2025-02-18,2025-02-17 23:00:00+00:00,0.0035160643450208307,0.004702344808014569,False,-1.7740406987056527,-1.7740406987056527,-0.0033327683398446384,0.0038826877374309454,0.004874141468575122,-0.002563165962654601,-0.0061695879752138305,-0.017764762997343753,0.004874141468575122,-0.0004846378715065436,-0.0017582738639007056,0.00012292182072770608,0.37590569914566846,0.012993086748795957,0.019436556364331947,-0.11939496895740942,0.04957987131977304,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
64,2025-02-25,2025-02-24 23:00:00+00:00,0.01656309096872599,0.004854941702812532,True,5.999999999999979,5.999999999999979,-0.012762037480336441,-0.018015413234121702,-0.022380020106884002,-0.03307305840485664,-0.03776939638336241,-0.010482191281122932,-0.022380020106884002,-0.004949722874177054,-0.010564334083981719,-0.007976143815849768,0.019232613908872202,0.03122751895991338,0.04517876489707473,-0.16483501154066893,-0.07306355658406916,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
65,2025-03-04,2025-03-03 23:00:00+00:00,0.013743573398372955,0.002082149637615993,True,5.999999999999979,5.999999999999979,0.007191625472521057,0.00793607375031291,-0.039286887137430226,-0.06324048671991966,-0.08502333582347399,-0.007958272188541504,-0.039286887137430226,0.002213404528523366,0.003409640812156889,0.0028053446903733015,0.16009620304984168,0.06974208799350823,0.11491373531383409,0.09602507661847492,-0.007720732351289228,True,True,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
66,2025-03-11,2025-03-10 23:00:00+00:00,0.015427829998124976,0.0026818423791501456,True,5.999999999999979,5.999999999999979,-0.0026308555677864165,0.0061029422005791645,0.011970137696700522,-0.034707163621741755,-0.009037849971939904,-0.043409224687338654,0.011970137696700522,0.0007934615240383636,0.0012598228355655827,0.0007311802986751381,0.30963240402331815,0.03144680086965379,0.08553664185939547,6.909122553411251e-05,0.030816421200032362,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,False
67,2025-03-18,2025-03-17 23:00:00+00:00,0.013596883298675366,0.0010177129668536011,True,5.999999999999923,5.999999999999923,0.0005132864984214169,-0.002472096889099995,0.006129341317365311,0.009301085086547367,0.023938513815743745,-0.005708877071390117,0.006129341317365311,-1.3771867273471017e-05,-0.000776300056137158,0.0003035758321339177,0.7446724968766721,0.01689034299170178,0.03419566045289879,-0.06365307901251938,-0.048323067438191036,True,False,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False
68,2025-03-25,2025-03-24 23:00:00+00:00,0.013173323876149001,0.0026598330883236265,True,4.406072141537404,4.406072141537404,-0.007139928282680397,-0.008523983984211059,-0.005905780454630305,-0.0027711101781541236,0.0230028321981135,0.03134309118395007,-0.005905780454630305,-0.002406003218104913,-0.003267598268353211,-0.0042021594283561114,0.6078918887296337,0.013946736117715464,0.04006290627457276,-0.061481785424146174,-0.03694297384729983,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
69,2025-04-01,2025-03-31 23:00:00+00:00,0.001576986438402317,0.00876508243669294,False,-4.7500000000000036,-4.7500000000000036,-0.0004574687537919342,-0.0006005692668686891,-0.011790520316093511,0.002851295561986378,0.002030280249229577,0.01383060342203013,-0.011790520316093511,-0.0009034170071368086,-0.0005089494015403373,-0.0023460327843927153,0.4302116837459801,0.016039697887401116,0.03291965231095029,0.009814594678990485,0.015659366228120808,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,True
70,2025-04-08,2025-04-07 23:00:00+00:00,0.014927520817822892,0.0017004610889705951,True,5.999999999999979,5.999999999999979,0.008801825750862857,0.01981844259784804,0.02725877519961739,0.03517304802859966,0.025475369575064022,-0.05462531819980754,0.02725877519961739,0.003996931354413258,0.004840281994301865,0.007493608529248075,0.8100993623016461,0.03611190076237225,0.09056233799374125,0.02824713570496895,0.012345791399979156,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False
71,2025-04-15,2025-04-14 23:00:00+00:00,0.0018139580042673131,0.008223197349632061,False,-4.7500000000000036,-4.7500000000000036,-0.0017929746596065943,-0.00450972372343339,0.0012139332028513472,-0.0011105828253510364,0.01508267889723025,-0.00020517759128624302,0.0012139332028513472,-0.0007234338540750285,-0.0014716780848633704,-0.0014465622040212844,0.5074898555121544,0.011874438652099695,0.03172473865499814,-0.003588524927836456,-0.017032034211517888,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False
72,2025-04-22,2025-04-21 23:00:00+00:00,0.0016677685646858675,0.015812236577504857,False,-4.7500000000000036,-4.7500000000000036,0.001332084384499943,-0.0011487848332887296,0.00601258404858096,-0.0014109610237778014,0.02517565298430635,0.03094303367622442,0.00601258404858096,-0.00022065283364203214,0.00044370814446748064,-0.0012249998344744384,0.6423800850030345,0.013052694985346447,0.04273139390622993,0.3166493207297185,0.1461932875626022,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,False
73,2025-04-29,2025-04-28 23:00:00+00:00,0.005477148126733056,0.0067538480368363185,True,1.704218174298084,1.704218174298084,0.003009804087576562,0.0017672849345302666,0.011225573095328345,-0.003410098223026403,0.010551681487642073,-0.0020507084265473097,0.011225573095328345,0.0012320670139844836,0.0022723193103741934,0.0016076587832787315,0.7209948589690162,0.015496690442958316,0.031055016181229744,-0.07063175255161325,0.011676910242895744,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False
74,2025-05-06,2025-05-05 23:00:00+00:00,0.011046147531062367,0.0008367496224102045,True,1.722358318291179,1.722358318291179,0.0031092951560454107,0.008200539699080078,0.008480917934647003,0.00962330335614836,0.001988991994465561,-0.012840095315273192,0.008480917934647003,0.0018891342034721426,0.002080637440537547,0.0036148578508059526,0.9101162790697641,0.01439973905869274,0.018406529609364286,0.15933735886340306,0.07266563802707537,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False
75,2025-05-13,2025-05-12 23:00:00+00:00,0.01373860182370823,0.0026105775075986326,True,5.999999999999979,5.999999999999979,0.0029196752751401434,0.009673392866437425,-0.0010901364030745375,-0.015978162348619596,-0.009911411702052897,-0.01090313604673765,-0.0010901364030745375,0.0014466132998609549,0.0017738153425119751,0.0024032302845504727,0.41131318585948096,0.023468880986908802,0.05150181767615569,0.02612139537566649,0.021646395863279766,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,False,False
76,2025-05-20,2025-05-19 23:00:00+00:00,0.0009705048046623199,0.009090900474921781,False,-4.7500000000000036,-4.7500000000000036,0.0017678462752277468,-0.0012362425420781031,0.0010664166975808964,0.024951551093561175,-0.0024986669994440103,-0.002979292638108366,0.0010664166975808964,0.0007205955098539274,0.0015069491023336212,0.0006165349564897227,0.684326667323417,0.011162848510345436,0.049740882879845794,0.09022357397692149,0.12145200610445572,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False
77,2025-05-27,2025-05-26 23:00:00+00:00,0.015628922577370474,0.0044894900122589565,True,5.999999999999979,5.999999999999979,-0.0024686077363113013,0.0019130604009349739,-0.0038524759984629453,-0.0034841233175134656,0.000889526331813606,0.019916650965658755,-0.0038524759984629453,-0.00041491140964289297,-0.0014757220274137506,0.0004550631062392174,0.3391203703703729,0.009707096050805442,0.017519023181737703,0.020057692051599574,0.024869129917651334,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True
78,2025-06-03,2025-06-02 23:00:00+00:00,0.005560814008518711,0.007769048745859042,True,1.6877662091812913,1.6877662091812913,0.005151824211956368,0.011241880863820608,0.01391069516047927,0.013039601112283083,0.0002442624363188095,-0.007558900679339398,0.01391069516047927,0.002688662873963299,0.0035321796574157016,0.005296081119307461,0.8912324954335885,0.01716414609142536,0.022194852153365918,0.057613305339266674,0.040207634813716364,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False
79,2025-06-10,2025-06-09 23:00:00+00:00,0.007363870544790263,0.0013411142780093144,True,2.1805662371529317,2.1805662371529317,0.001478587757729688,0.014758971202591509,0.020741557725370452,0.027834836990048517,0.042568982426378854,0.013630885122410508,0.020741557725370452,0.0021307951799962588,0.0022647682181609063,0.004559008008142573,0.9034886304718149,0.028379182156133886,0.05130865379864935,0.02935701505252819,0.14779892782388138,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
80,2025-06-17,2025-06-16 23:00:00+00:00,0.014310862971512961,0.0026921701325184344,True,5.999999999999979,5.999999999999979,-0.009286307252523107,-0.00830332326395311,-0.000550578478787811,0.008609841773427052,0.022883499592350365,0.021221082092205412,-0.000550578478787811,-0.0032504532616375315,-0.005065675701187766,-0.002997641199900536,0.6848241206030166,0.01455972393541094,0.0379336637438048,-0.0357830355815153,0.031091449839788954,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False
81,2025-06-24,2025-06-23 23:00:00+00:00,0.007933581259722766,0.0013167337041168903,True,2.6219379305572894,2.6219379305572894,0.011668845324261934,0.02489419336284393,0.04651621921662419,0.03963565474324948,0.04687349584717371,0.010692099274740796,0.04651621921662419,0.004703429125631375,0.006626403428220851,0.011518878728786097,0.9132320374015752,0.055815347304012164,0.06531950544262233,0.10470570822474001,0.09094771296190962,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
82,2025-07-01,2025-06-30 23:00:00+00:00,0.0022587343801231397,0.004192390363106924,False,0.2532591911713351,0.2532591911713351,-0.001312600404135389,-0.0034898441718019813,-0.004679492424298659,-0.005387852941996174,-0.010414346025104937,0.00048093023255812994,-0.004679492424298659,-0.0007794966555094707,-0.0014136074969847146,-0.0012072817916499723,0.17387365911800318,0.008392926323039118,0.01966042532131551,-0.11677559365588885,-0.04759625434403114,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
83,2025-07-08,2025-07-07 23:00:00+00:00,0.005240548395880951,0.004716308312447071,True,-0.8435481420968332,0.2500000000000009,0.0002751625497283694,0.0009957490601111285,0.0015872750819148074,-0.006436277266063883,-0.010091091214992742,-0.006908138685392529,0.0015872750819148074,1.1872696923376225e-05,-0.00013224949994106172,2.8169458103244338e-05,0.23058834169944986,0.00797070428826685,0.020578655449672523,0.12614875503519474,0.01354982625793566,True,True,True,False,False,False,True,False,True,True,False,True,True,False,False,False,False
84,2025-07-15,2025-07-14 23:00:00+00:00,0.01364917268399013,0.00011248631416505006,True,5.999999999999979,5.999999999999979,0.0006778767865138757,0.00225145100004176,-0.0033657227750562013,-0.014880876649360775,0.012822460319067863,0.015748802960903197,-0.0033657227750562013,9.714703111374234e-05,-0.000494551902485485,0.0006172229436554044,0.3396711822165056,0.008417221036776557,0.04204873711806334,0.12758439798677945,0.13389590462425804,True,True,False,False,True,True,False,False,True,True,False,True,True,False,False,False,False
85,2025-07-22,2025-07-21 23:00:00+00:00,0.012298425423054038,0.005450622593401899,True,2.6926555119569935,2.6926555119569935,0.0012871638692759646,0.005135885910330318,-0.005426138386876889,-0.01185611602904768,0.00040252293186804344,-0.005018572436729096,-0.005426138386876889,0.0007801013038701843,-3.2742316608547206e-05,0.0015381562446397101,0.2612888412674116,0.013984244240860866,0.02804967794178137,0.08882391154633384,0.014500668295859054,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False
86,2025-07-29,2025-07-28 23:00:00+00:00,0.0037049325839739744,0.007994541885849804,False,-3.5011203475135693,-3.5011203475135693,-0.00229017004830101,-0.0013711306658712452,-0.0013838244229333885,-0.008068079948485463,-0.013677097954336026,-0.009047710231395611,-0.0013838244229333885,-0.0005377651413432938,-0.0012311388475089169,-0.0003758986763995331,0.18770627062706272,0.008022966572392543,0.020649470133233372,-0.15896600996825938,-0.008326042793132205,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
87,2025-08-05,2025-08-04 23:00:00+00:00,0.010150567033470281,0.00012837839010026997,True,3.5714941856732914,3.5714941856732914,0.0010680689920468112,0.005717590795324412,-0.0006787306782798375,0.00911038109018203,0.008434227111815185,0.011196986061235092,-0.0006787306782798375,0.0006358435358571057,0.0014713405107027455,0.001041639863747612,0.753767920597969,0.009649119744738144,0.01431079017095449,0.12484394490464923,0.036653070968976964,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,False,False
88,2025-08-12,2025-08-11 23:00:00+00:00,0.0025958049772141223,0.0033724429007047085,False,-1.5005536595380224,-1.5005536595380224,0.0025509709126891877,0.00038383870693503575,-0.010022599161840118,-0.017117767561259822,-0.0025941088300410753,0.010896341021330747,-0.010022599161840118,0.00030960840410032553,0.0013575985145906078,-0.000810769215623619,0.18079545454545454,0.01752562473528152,0.03727234222786957,0.09960249882309324,-0.11120099605146394,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
89,2025-08-19,2025-08-18 23:00:00+00:00,0.013816986599027192,0.0029688256120086187,True,6.000000000000034,6.000000000000034,-0.004922265833145922,0.0006829355563429118,0.0027338935574230394,0.010930248522170283,-0.012583927505985582,-0.016024754030170008,0.0027338935574230394,-0.0002615969884913749,-0.0024163632198542784,0.001450972198898226,0.5237578388808477,0.008864544582404488,0.028941145674272528,-0.09856497653371621,-0.058038524192038476,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False
90,2025-08-26,2025-08-25 23:00:00+00:00,0.013961350375306103,0.0011371810988147768,True,5.999999999999979,5.999999999999979,0.0008799992000005918,-0.007425137823937056,-0.018788807282378528,-0.007421558401047301,-0.028977160476405528,-0.017163739469870598,-0.018788807282378528,0.0006228789523876621,-0.0006854531856650414,0.0014259654519364062,0.1981385682336711,0.032455653645218296,0.040530196905689264,-0.010698818993277848,-0.07418800845631868,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
91,2025-09-02,2025-09-01 23:00:00+00:00,0.0001522332619527944,0.009449533751036743,False,-4.7500000000000036,-4.7500000000000036,0.006850053135752487,-0.006720155425932184,-0.0035990832679859697,-0.0017379707464616478,-0.002127653697891696,-0.0010730422032642073,-0.0035990832679859697,0.0004992842119342367,0.002459170813126077,-0.0007168376739055127,0.44106935005444214,0.017677839851024224,0.024841551512664317,0.19305901646607637,-0.0028387491927405195,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
92,2025-09-09,2025-09-08 23:00:00+00:00,0.010132217098818286,0.0006088065697626988,True,0.1716778816027449,0.1716778816027449,-0.0010773971864795895,0.0015158426987356144,-0.000671642522276028,0.0026445427148611422,0.008509521296726552,0.010582048657274523,-0.000671642522276028,0.0001761361475740575,-0.00031814557283138534,0.001120444223053907,0.7040980400677906,0.005787370246855161,0.02081190957478074,-0.0880228503052991,0.020215685157449537,False,True,False,True,True,True,False,False,True,True,True,False,True,False,False,False,False
93,2025-09-16,2025-09-15 23:00:00+00:00,0.0030983128514893155,0.0024994792751509287,False,-1.7667152676525681,-1.7667152676525681,-0.0023947906809221875,0.0001241213855072143,0.004478233882891258,0.004203350479075718,-0.005691913530548209,-0.006361359552052082,0.004478233882891258,-0.00043039204833716926,-0.0005953475296213151,-0.00046593377137649217,0.365738828776744,0.0087280511077239,0.021177468656664145,-0.21224034819978443,-0.11387729233389499,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
94,2025-09-23,2025-09-22 23:00:00+00:00,0.010473050392506122,0.001991398437791503,True,0.16753549787620958,0.16753549787620958,-0.0012969006558130047,0.0049110135414371925,0.0014035861715631093,-0.0017316992287597088,-0.023440732436148193,-0.02308152306459854,0.0014035861715631093,-0.00028513272102603793,-0.0004895836284436461,-0.0003605472457793857,0.27757998257189315,0.009619519015109823,0.036032374862293715,-0.11109492688436284,-0.07076872256866484,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
95,2025-09-30,2025-09-29 23:00:00+00:00,0.0012337252104911434,0.005906634690285184,False,-0.3613940832010991,-0.3613940832010991,0.00018141153952666578,-0.0002470344910958655,0.005383438987691447,0.01941541174232242,0.01825392576730911,0.030186273095931915,0.005383438987691447,-0.00013289164182472835,0.0003900812173971424,-0.0006181093434538543,0.9126277727557183,0.008577261043432927,0.025795284347225556,-0.16156291478219686,-0.002530602746480537,True,False,True,True,True,True,True,True,False,False,True,False,False,False,True,True,False
96,2025-10-07,2025-10-06 23:00:00+00:00,0.007559206047364819,0.00048080038464037855,True,1.45040176032138,1.45040176032138,-0.0015057317656681501,-0.0023647982658678846,-0.002935362987944279,0.009001925985957948,0.013970096757237371,0.016927741078617498,-0.002935362987944279,-0.00023845530015298433,-6.549594707183637e-05,-9.693909326702332e-06,0.6210971786833865,0.01402424817013892,0.02593105914964,-0.14409303041751853,-0.052774848994124435,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False
97,2025-10-14,2025-10-13 23:00:00+00:00,0.01382411436966402,8.662268544679108e-07,True,5.999999999999923,5.999999999999923,-0.002683278921919663,-0.002492832566330039,0.006253165152768636,0.009149747457529278,0.0045361201510589755,0.004264306371045468,0.006253165152768636,-0.0003397523182006035,-0.000883750954706719,-9.759011321819333e-05,0.7972312351287055,0.014687562964844858,0.0203476217094114,-0.08853400006958423,0.04756890687189008,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False
98,2025-10-21,2025-10-20 23:00:00+00:00,0.01383075276682788,0.0003097582891951056,True,5.999999999999979,5.999999999999979,0.0029191407962381177,-0.0003999068388583771,-0.0009166936592047703,0.0007374611273938125,0.01697974058321483,0.017972782731112247,-0.0009166936592047703,5.5473598995492424e-05,0.00022169352217527027,-0.0004782150851174727,0.7850355738625727,0.01288979963570136,0.03979243265795729,0.12153903669816302,-0.0155273264019965,True,False,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False
99,2025-10-28,2025-10-27 23:00:00+00:00,0.005271789962911555,0.0036921814638817274,True,-0.028131188151397257,0.22914688868844246,-0.0026507644115645324,-0.006122061375690935,-0.012306461541658376,-0.011541370875714496,-0.005860494948209838,0.016905540041755263,-0.012306461541658376,-0.001078930800928135,-0.0021038313407369946,-0.001211421779914179,0.02824930326830262,0.015198400168403348,0.020771497737080313,0.08137407211776493,-0.062247021330439134,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
100,2025-11-04,2025-11-03 23:00:00+00:00,0.0058398220244716414,0.007800521600577204,True,-1.9769638938159355,0.23269849382204288,-5.1668857113051914e-05,-0.005643384087356984,-0.0014999788933550695,-0.00798613214537014,-0.03330787373613986,-0.03140196219121638,-0.0014999788933550695,-0.0008047435672011716,-0.0006413195457500853,-0.002465608481909576,0.2109776381445215,0.019357901316405357,0.05138651471984801,-0.019766282808085567,0.005884774627429312,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
101,2025-11-11,2025-11-10 23:00:00+00:00,0.005700733652252321,0.012624063831613963,True,-4.7500000000000036,0.2500000000000564,0.003536867297420754,0.0012222029121298217,0.0068711745016167836,-0.00014808596531767915,0.008401778528661419,0.014344027147096039,0.0068711745016167836,0.0009933632161931438,0.003089184210537388,0.0005330114543877773,0.7308239502459268,0.01062756165326939,0.023608068257171766,0.07905995421567558,0.011814049246821945,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False
102,2025-11-18,2025-11-17 23:00:00+00:00,0.016408731514286012,0.001326275767759455,True,5.999999999999979,5.999999999999979,0.004124820464684875,0.007090130499028735,-0.01928188024388977,-0.03505335229466655,-0.008723498945440222,0.0008993197235573902,-0.01928188024388977,0.0013943025988207847,0.0016560350181649142,0.002467870977193254,0.20223846121540598,0.03405917808219172,0.052188493150684856,0.01516710939834609,-0.02066749730351014,True,True,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False
103,2025-11-25,2025-11-24 23:00:00+00:00,0.01361296025160097,0.0007427919268225835,True,6.000000000000034,6.000000000000034,-0.0030106176324278255,0.001519497390059632,0.016358627747711463,0.02871851327984465,0.012509972545496462,0.0051606040433385125,0.016358627747711463,-0.0007581396235960547,-0.001956669490923324,-0.00030694426642696726,0.8500088587410451,0.026347711997053658,0.04635770136952888,-0.21107630851004644,-0.027498952386577402,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False
