partition,date_utc,k,signal_ts,structural_outcome,entry_name,stop_name,entry_fraction,stop_fraction,entry_px_planned,stop_px,target_px,nominal_rr,filled,entry_ts,entry_px,exit_ts,exit_px,exit_reason,net_pnl_usd
august,2026-08-20,2,2026-08-20 15:35:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,71808.575,71401.22,72487.5,1.6666666666666905,False,,,,,RANGE_BROKE_BEFORE_FILL,
august,2026-08-20,2,2026-08-20 15:35:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,71944.36,71672.79000000001,72487.5,2.0000000000000537,False,,,,,RANGE_BROKE_BEFORE_FILL,
august,2026-08-20,2,2026-08-20 15:35:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,71944.36,71537.005,72487.5,1.3333333333333452,False,,,,,RANGE_BROKE_BEFORE_FILL,
august,2026-08-20,2,2026-08-20 15:35:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,72080.145,71808.575,72487.5,1.4999999999999465,False,,,,,RANGE_BROKE_BEFORE_FILL,
august,2026-08-20,2,2026-08-20 15:35:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,72080.145,71672.79,72487.5,0.9999999999999643,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-19,1,2022-01-19 14:35:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,42032.695,41910.420999999995,42338.38,2.499999999999881,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-19,1,2022-01-19 14:35:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,42032.695,41849.284,42338.38,1.6666666666666534,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-19,1,2022-01-19 14:35:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,42093.831999999995,41971.558,42338.38,2.0000000000000595,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-19,1,2022-01-19 14:35:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,42093.831999999995,41910.420999999995,42338.38,1.3333333333333466,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-19,1,2022-01-19 14:35:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,42154.969,42032.695,42338.38,1.5000000000000298,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-19,1,2022-01-19 14:35:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,42154.969,41971.558,42338.38,1.0,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-25,1,2022-01-25 14:25:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,36593.847499999996,36513.8465,36793.85,2.5000000000001363,True,2022-01-25 14:25:00+00:00,36593.847499999996,2022-01-25 14:30:00+00:00,36513.8465,SL_LOCAL_RANGE,-1.4930935862920043
development,2022-01-25,1,2022-01-25 14:25:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,36593.847499999996,36473.846,36793.85,1.6666666666667072,True,2022-01-25 14:25:00+00:00,36593.847499999996,2022-01-25 14:30:00+00:00,36473.846,SL_LOCAL_RANGE,-2.0396403794380897
development,2022-01-25,1,2022-01-25 14:25:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,36633.848,36553.846999999994,36793.85,1.999999999999909,True,2022-01-25 14:25:00+00:00,36633.848,2022-01-25 14:25:00+00:00,36553.846999999994,SL_FILL_5M_CONSERVATIVE,-1.4919000373644238
development,2022-01-25,1,2022-01-25 14:25:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,36633.848,36513.8465,36793.85,1.3333333333333535,True,2022-01-25 14:25:00+00:00,36633.848,2022-01-25 14:30:00+00:00,36513.8465,SL_LOCAL_RANGE,-2.037850056046497
development,2022-01-25,1,2022-01-25 14:25:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,36673.8485,36593.847499999996,36793.85,1.499999999999909,True,2022-01-25 14:25:00+00:00,36673.8485,2022-01-25 14:25:00+00:00,36593.847499999996,SL_FILL_5M_CONSERVATIVE,-1.4907090920660444
development,2022-01-25,1,2022-01-25 14:25:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,36673.8485,36553.846999999994,36793.85,0.9999999999999394,True,2022-01-25 14:25:00+00:00,36673.8485,2022-01-25 14:25:00+00:00,36553.846999999994,SL_FILL_5M_CONSERVATIVE,-2.036063638099039
development,2022-01-26,1,2022-01-26 13:55:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,38007.945,37915.127,38239.99,2.5,True,2022-01-26 13:55:00+00:00,38007.945,2022-01-26 14:00:00+00:00,38239.99,TP_PREV_HIGH,2.6525854528572483
development,2022-01-26,1,2022-01-26 13:55:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,38007.945,37868.718,38239.99,1.6666666666666667,True,2022-01-26 13:55:00+00:00,38007.945,2022-01-26 14:00:00+00:00,38239.99,TP_PREV_HIGH,2.6525854528572483
development,2022-01-26,1,2022-01-26 13:55:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,38054.354,37961.536,38239.99,2.0,True,2022-01-26 13:55:00+00:00,38054.354,2022-01-26 14:00:00+00:00,38239.99,TP_PREV_HIGH,2.039090149842005
development,2022-01-26,1,2022-01-26 13:55:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,38054.354,37915.127,38239.99,1.3333333333333333,True,2022-01-26 13:55:00+00:00,38054.354,2022-01-26 14:00:00+00:00,38239.99,TP_PREV_HIGH,2.039090149842005
development,2022-01-26,1,2022-01-26 13:55:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,38100.763,38007.945,38239.99,1.5,True,2022-01-26 13:55:00+00:00,38100.763,2022-01-26 13:55:00+00:00,38007.945,SL_FILL_5M_CONSERVATIVE,-1.6180595963393047
development,2022-01-26,1,2022-01-26 13:55:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,38100.763,37961.536,38239.99,1.0,True,2022-01-26 13:55:00+00:00,38100.763,2022-01-26 14:00:00+00:00,38239.99,TP_PREV_HIGH,1.4270893945089296
development,2022-01-28,1,2022-01-28 13:40:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,36700.91499999999,36627.329,36884.88,2.5000000000001976,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-28,1,2022-01-28 13:40:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,36700.91499999999,36590.536,36884.88,1.6666666666667984,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-01-28,1,2022-01-28 13:40:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,36737.708,36664.121999999996,36884.88,1.9999999999999012,True,2022-01-28 13:45:00+00:00,36737.708,2022-01-28 13:55:00+00:00,36884.88,TP_PREV_HIGH,1.6030100952405095
development,2022-01-28,1,2022-01-28 13:40:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,36737.708,36627.329,36884.88,1.3333333333333113,True,2022-01-28 13:45:00+00:00,36737.708,2022-01-28 13:55:00+00:00,36884.88,TP_PREV_HIGH,1.6030100952405095
development,2022-01-28,1,2022-01-28 13:40:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,36774.501,36700.91499999999,36884.88,1.4999999999999505,True,2022-01-28 13:40:00+00:00,36774.501,2022-01-28 13:55:00+00:00,36884.88,TP_PREV_HIGH,1.1007545581652294
development,2022-01-28,1,2022-01-28 13:40:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,36774.501,36664.121999999996,36884.88,1.0,True,2022-01-28 13:40:00+00:00,36774.501,2022-01-28 13:55:00+00:00,36884.88,TP_PREV_HIGH,1.1007545581652294
development,2022-02-01,1,2022-02-01 17:00:00+00:00,NO_BREAK,F75,D10,0.75,0.65,38817.25,38704.15,39100.0,2.500000000000032,True,2022-02-01 17:25:00+00:00,38817.25,2022-02-01 17:30:00+00:00,38704.15,SL_LOCAL_RANGE,-1.8568265397471024
development,2022-02-01,1,2022-02-01 17:00:00+00:00,NO_BREAK,F75,D15,0.75,0.6,38817.25,38647.6,39100.0,1.6666666666666523,True,2022-02-01 17:25:00+00:00,38817.25,2022-02-01 17:30:00+00:00,38647.6,SL_LOCAL_RANGE,-2.5852398096207647
development,2022-02-01,1,2022-02-01 17:00:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,38873.8,38760.7,39100.0,1.9999999999998714,True,2022-02-01 17:10:00+00:00,38873.8,2022-02-01 17:30:00+00:00,38760.7,SL_LOCAL_RANGE,-1.8547072835689455
development,2022-02-01,1,2022-02-01 17:00:00+00:00,NO_BREAK,F80,D15,0.8,0.65,38873.8,38704.15,39100.0,1.3333333333333048,True,2022-02-01 17:10:00+00:00,38873.8,2022-02-01 17:30:00+00:00,38704.15,SL_LOCAL_RANGE,-2.582060925353335
development,2022-02-01,1,2022-02-01 17:00:00+00:00,NO_BREAK,F85,D10,0.85,0.75,38930.35,38817.25,39100.0,1.5000000000000322,True,2022-02-01 17:00:00+00:00,38930.35,2022-02-01 17:25:00+00:00,38817.25,SL_LOCAL_RANGE,-1.8525941842289946
development,2022-02-01,1,2022-02-01 17:00:00+00:00,NO_BREAK,F85,D15,0.85,0.7,38930.35,38760.7,39100.0,1.0,True,2022-02-01 17:00:00+00:00,38930.35,2022-02-01 17:30:00+00:00,38760.7,SL_LOCAL_RANGE,-2.5788912763435197
development,2022-02-03,1,2022-02-03 16:15:00+00:00,NO_BREAK,F75,D10,0.75,0.65,36864.5475,36776.5145,37084.63,2.499999999999876,True,2022-02-03 16:20:00+00:00,36864.5475,2022-02-03 16:50:00+00:00,36776.5145,SL_LOCAL_RANGE,-1.594006246787671
development,2022-02-03,1,2022-02-03 16:15:00+00:00,NO_BREAK,F75,D15,0.75,0.6,36864.5475,36732.498,37084.63,1.6666666666666299,True,2022-02-03 16:20:00+00:00,36864.5475,2022-02-03 16:50:00+00:00,36732.498,SL_LOCAL_RANGE,-2.1910093701815065
development,2022-02-03,1,2022-02-03 16:15:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,36908.564,36820.531,37084.63,2.0000000000000826,True,2022-02-03 16:20:00+00:00,36908.564,2022-02-03 16:25:00+00:00,36820.531,SL_LOCAL_RANGE,-1.592582296076272
development,2022-02-03,1,2022-02-03 16:15:00+00:00,NO_BREAK,F80,D15,0.8,0.65,36908.564,36776.5145,37084.63,1.333333333333315,True,2022-02-03 16:20:00+00:00,36908.564,2022-02-03 16:50:00+00:00,36776.5145,SL_LOCAL_RANGE,-2.1888734441144915
development,2022-02-03,1,2022-02-03 16:15:00+00:00,NO_BREAK,F85,D10,0.85,0.75,36952.5805,36864.5475,37084.63,1.5000000000000826,True,2022-02-03 16:15:00+00:00,36952.5805,2022-02-03 16:20:00+00:00,36864.5475,SL_LOCAL_RANGE,-1.5911617376761384
development,2022-02-03,1,2022-02-03 16:15:00+00:00,NO_BREAK,F85,D15,0.85,0.7,36952.5805,36820.531,37084.63,1.000000000000055,True,2022-02-03 16:15:00+00:00,36952.5805,2022-02-03 16:25:00+00:00,36820.531,SL_LOCAL_RANGE,-2.1867426065142355
development,2022-02-07,1,2022-02-07 14:25:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,42735.237499999996,42664.0965,42913.09,2.500000000000153,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-07,1,2022-02-07 14:25:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,42735.237499999996,42628.526,42913.09,1.666666666666712,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-07,1,2022-02-07 14:25:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,42770.808,42699.667,42913.09,2.000000000000102,True,2022-02-07 14:30:00+00:00,42770.808,2022-02-07 14:35:00+00:00,42913.09,TP_PREV_HIGH,1.2633073660895504
development,2022-02-07,1,2022-02-07 14:25:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,42770.808,42664.0965,42913.09,1.3333333333333561,True,2022-02-07 14:30:00+00:00,42770.808,2022-02-07 14:35:00+00:00,42913.09,TP_PREV_HIGH,1.2633073660895504
development,2022-02-07,1,2022-02-07 14:25:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,42806.3785,42735.237499999996,42913.09,1.4999999999998976,True,2022-02-07 14:30:00+00:00,42806.3785,2022-02-07 14:35:00+00:00,42913.09,TP_PREV_HIGH,0.8464439148945905
development,2022-02-07,1,2022-02-07 14:25:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,42806.3785,42699.666999999994,42913.09,0.9999999999999318,True,2022-02-07 14:30:00+00:00,42806.3785,2022-02-07 14:35:00+00:00,42913.09,TP_PREV_HIGH,0.8464439148945905
development,2022-02-09,1,2022-02-09 19:10:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,44118.527500000004,43991.3625,44436.44,2.4999999999999716,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,1,2022-02-09 19:10:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,44118.527500000004,43927.78,44436.44,1.666666666666616,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,1,2022-02-09 19:10:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,44182.11,44054.945,44436.44,2.0,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,1,2022-02-09 19:10:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,44182.11,43991.3625,44436.44,1.3333333333333588,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,1,2022-02-09 19:10:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,44245.692500000005,44118.527500000004,44436.44,1.4999999999999714,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,1,2022-02-09 19:10:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,44245.692500000005,44054.945,44436.44,0.9999999999999618,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,2,2022-02-09 19:25:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,44118.527500000004,43991.3625,44436.44,2.4999999999999716,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,2,2022-02-09 19:25:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,44118.527500000004,43927.78,44436.44,1.666666666666616,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,2,2022-02-09 19:25:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,44182.11,44054.945,44436.44,2.0,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,2,2022-02-09 19:25:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,44182.11,43991.3625,44436.44,1.3333333333333588,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,2,2022-02-09 19:25:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,44245.692500000005,44118.527500000004,44436.44,1.4999999999999714,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-09,2,2022-02-09 19:25:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,44245.692500000005,44054.945,44436.44,0.9999999999999618,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-11,1,2022-02-11 13:45:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,43513.9525,43420.2815,43748.13,2.4999999999999223,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-11,1,2022-02-11 13:45:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,43513.9525,43373.445999999996,43748.13,1.6666666666666148,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-11,1,2022-02-11 13:45:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,43560.788,43467.117,43748.13,1.9999999999999223,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-11,1,2022-02-11 13:45:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,43560.788,43420.2815,43748.13,1.3333333333332815,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-11,1,2022-02-11 13:45:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,43607.623499999994,43513.9525,43748.13,1.5000000000001166,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-11,1,2022-02-11 13:45:00+00:00,TARGET_BREAK,F85,D15,0.85,0.7,43607.623499999994,43467.117,43748.13,1.0000000000000517,False,,,,,RANGE_BROKE_BEFORE_FILL,
development,2022-02-15,1,2022-02-15 14:40:00+00:00,NO_BREAK,F75,D10,0.75,0.65,44226.575000000004,44140.285,44442.3,2.499999999999958,True,2022-02-15 14:50:00+00:00,44226.575000000004,2022-02-15 15:15:00+00:00,44140.285,SL_LOCAL_RANGE,-1.3755446809978085
development,2022-02-15,1,2022-02-15 14:40:00+00:00,NO_BREAK,F75,D15,0.75,0.6,44226.575000000004,44097.14,44442.3,1.6666666666665917,True,2022-02-15 14:50:00+00:00,44226.575000000004,2022-02-15 16:20:00+00:00,44097.14,SL_LOCAL_RANGE,-1.8633170214967683
development,2022-02-15,1,2022-02-15 14:40:00+00:00,NO_BREAK,F80,D10,0.8,0.7000000000000001,44269.72,44183.43,44442.3,2.0,True,2022-02-15 14:45:00+00:00,44269.72,2022-02-15 15:05:00+00:00,44183.43,SL_LOCAL_RANGE,-1.3745939210819564
development,2022-02-15,1,2022-02-15 14:40:00+00:00,NO_BREAK,F80,D15,0.8,0.65,44269.72,44140.285,44442.3,1.3333333333333708,True,2022-02-15 14:45:00+00:00,44269.72,2022-02-15 15:15:00+00:00,44140.285,SL_LOCAL_RANGE,-1.861890881622907
development,2022-02-15,1,2022-02-15 14:40:00+00:00,NO_BREAK,F85,D10,0.85,0.75,44312.865000000005,44226.575000000004,44442.3,1.4999999999999578,True,2022-02-15 14:40:00+00:00,44312.865000000005,2022-02-15 14:50:00+00:00,44226.575000000004,SL_LOCAL_RANGE,-1.3736450125714113
development,2022-02-15,1,2022-02-15 14:40:00+00:00,NO_BREAK,F85,D15,0.85,0.7,44312.865000000005,44183.43,44442.3,0.9999999999999438,True,2022-02-15 14:40:00+00:00,44312.865000000005,2022-02-15 15:05:00+00:00,44183.43,SL_LOCAL_RANGE,-1.8604675188571447
development,2022-02-22,1,2022-02-22 14:00:00+00:00,TARGET_BREAK,F75,D10,0.75,0.65,37582.775,37468.685,37868.0,2.4999999999999045,True,2022-02-22 14:10:00+00:00,37582.775,2022-02-22 14:15:00+00:00,37468.685,SL_LOCAL_RANGE,-1.9178495999830232
development,2022-02-22,1,2022-02-22 14:00:00+00:00,TARGET_BREAK,F75,D15,0.75,0.6,37582.775,37411.64,37868.0,1.6666666666666383,True,2022-02-22 14:10:00+00:00,37582.775,2022-02-22 14:30:00+00:00,37411.64,SL_LOCAL_RANGE,-2.6767743999744793
development,2022-02-22,1,2022-02-22 14:00:00+00:00,TARGET_BREAK,F80,D10,0.8,0.7000000000000001,37639.82,37525.73,37868.0,2.000000000000064,True,2022-02-22 14:10:00+00:00,37639.82,2022-02-22 14:15:00+00:00,37525.73,SL_LOCAL_RANGE,-1.9155492241992196
development,2022-02-22,1,2022-02-22 14:00:00+00:00,TARGET_BREAK,F80,D15,0.8,0.65,37639.82,37468.685,37868.0,1.3333333333333193,True,2022-02-22 14:10:00+00:00,37639.82,2022-02-22 14:15:00+00:00,37468.685,SL_LOCAL_RANGE,-2.6733238362989127
development,2022-02-22,1,2022-02-22 14:00:00+00:00,TARGET_BREAK,F85,D10,0.85,0.75,37696.865,37582.775,37868.0,1.5000000000000637,True,2022-02-22 14:00:00+00:00,37696.865,2022-02-22 14:10:00+00:00,37582.775,SL_LOCAL_RANGE,-1.913255810529579
