hour_utc,hour_wib,direction,hold_min,N,WR,net,exp,PF,DD,LS,all3_year_net_positive,min_year_exp,min_year_wr,exp_2022,net_2022,wr_2022,pf_2022,exp_2023,net_2023,wr_2023,pf_2023,exp_2024,net_2024,wr_2024,pf_2024
3,10,LONG,720,1096,45.52919708029197,-569.9641082230447,-0.5200402447290554,0.8737781267561824,734.1877563786635,11,False,-0.6580404056319653,43.013698630136986,-0.6580404056319653,-240.18474805566734,47.94520547945205,0.881631883911361,-0.5888187851652364,-214.9188565853113,43.013698630136986,0.7832657603271991,-0.3138265125193065,-114.86050358206617,45.62841530054645,0.9231607466144574
4,11,SHORT,720,1096,45.346715328467155,-656.2795424997989,-0.5987952030107655,0.8600996710333969,779.3467183947747,10,False,-0.6337316025643348,44.109589041095894,-0.6337316025643348,-231.3120349359822,44.109589041095894,0.8853215154858765,-0.6039935736223923,-220.45765437217318,44.93150684931507,0.8009359061041497,-0.5587700906875508,-204.5098531916436,46.994535519125684,0.869450556999174
5,12,SHORT,720,1096,45.16423357664234,-611.9340814903821,-0.5583340159583778,0.8708324687264082,635.6328387745133,10,False,-0.6115680096472439,44.26229508196721,-0.6115680096472439,-223.22232352124402,46.3013698630137,0.8931669980159379,-0.5660237888812331,-206.59868294165005,44.93150684931507,0.8127532737955995,-0.4975767077253776,-182.1130750274882,44.26229508196721,0.8821062020635523
6,13,LONG,360,1096,44.06934306569343,-576.4145071381529,-0.5259256451990446,0.8015776969590493,636.9743982065717,11,False,-0.6721205893464999,40.821917808219176,-0.6721205893464999,-245.32401511147245,48.21917808219178,0.812038578290847,-0.6149113324064563,-224.44263632835657,40.821917808219176,0.6607991517432309,-0.29138758387520175,-106.64785569832384,43.169398907103826,0.8863180806764878
7,14,LONG,360,1096,43.886861313868614,-560.6414539117925,-0.511534173277183,0.8150625926177223,615.9291680558613,13,False,-0.6483559558115458,42.07650273224044,-0.6483559558115458,-236.6499238712142,47.397260273972606,0.83073336911079,-0.39787034772741614,-145.2226769205069,42.19178082191781,0.7669393727660245,-0.4884394893991019,-178.7688531200713,42.07650273224044,0.8230570607329304
8,15,LONG,240,1096,42.518248175182485,-618.6346162405159,-0.5644476425552153,0.7545666289700205,644.6482517344594,11,False,-0.7076208607098862,38.082191780821915,-0.7076208607098862,-258.28161415910847,44.38356164383562,0.7661639658393207,-0.6122353105418078,-223.46588834775983,38.082191780821915,0.6235100881519265,-0.37400850746898273,-136.88711373364768,45.08196721311475,0.8335695405490029
9,16,LONG,240,1096,41.97080291970803,-580.79742817034,-0.5299246607393613,0.7659939059526131,593.2225758101607,9,False,-0.5690547782075898,36.71232876712329,-0.5597669333390874,-204.31493066876692,48.21917808219178,0.8156070602292677,-0.46084506487012405,-168.20844867759527,36.71232876712329,0.695508942260396,-0.5690547782075898,-208.27404882397786,40.98360655737705,0.7464740446478652
10,17,LONG,120,1096,37.591240875912405,-660.380389048682,-0.6025368513217901,0.6314380841954977,665.4681332944709,19,False,-0.750033096572351,28.493150684931507,-0.3628847412396693,-132.4529305524793,43.83561643835616,0.8208286173801738,-0.6942886168512938,-253.41534515072223,28.493150684931507,0.4382638513746082,-0.750033096572351,-274.51211334548043,40.43715846994536,0.5435406893687721
11,18,SHORT,360,1096,47.35401459854015,-501.71047132610136,-0.45776502858220924,0.8637610354429557,558.254567993548,8,False,-0.6547764912686829,44.38356164383562,-0.6547764912686829,-238.99341931306924,47.94520547945205,0.8497462050177357,-0.6033387702958275,-220.21865115797704,44.38356164383562,0.7567128438981886,-0.11611584933075182,-42.498400855055166,49.72677595628415,0.9641907282002402
12,19,SHORT,240,1096,46.35036496350365,-418.3785300767192,-0.3817322354714591,0.8726674694328546,498.4553036988058,8,False,-0.5856820416194448,42.73972602739726,-0.5856820416194448,-213.77394519109734,47.397260273972606,0.848052667929508,-0.5759707554791038,-210.22932574987288,42.73972602739726,0.7449804539686559,0.01536814443784421,5.624740864250981,48.90710382513661,1.0053342614462724
13,20,SHORT,60,1096,41.87956204379562,-546.3153681900181,-0.4984629271806735,0.6885346261219895,551.0741272879586,11,False,-0.6030781712223031,38.9041095890411,-0.5224297653175007,-190.68686434088778,46.02739726027397,0.755637819754311,-0.6030781712223031,-220.12353249614063,38.9041095890411,0.46342527841384373,-0.37023216216663846,-135.50497135298968,40.7103825136612,0.7595010882245015
14,21,SHORT,240,1096,43.43065693430657,-581.9361847701682,-0.530963672235555,0.8297094900622108,656.6906331265042,12,False,-0.7297826954844181,41.2568306010929,-0.3265906429954384,-119.20558469333501,46.849315068493155,0.9134643762247378,-0.7297826954844181,-266.3706838518126,42.19178082191781,0.7155431717726394,-0.5365025033470505,-196.3599162250205,41.2568306010929,0.822035176783418
15,22,SHORT,120,1096,40.32846715328467,-727.9254010080517,-0.6641655118686604,0.707820583256997,730.5549525456464,11,False,-0.7460548437908349,37.534246575342465,-0.7460548437908349,-272.31001798365475,41.917808219178085,0.7429222058667712,-0.6284242730178182,-229.37485965150364,37.534246575342465,0.6347676371404064,-0.618143506483315,-226.24052337289328,41.53005464480874,0.718637295147909
16,23,LONG,60,1096,34.94525547445255,-806.643336928003,-0.7359884461021925,0.570471661341052,881.9841157023853,18,False,-0.76312730925579,30.41095890410959,-0.76312730925579,-278.54146787836333,37.80821917808219,0.6461687605632855,-0.742064002226314,-270.8533608126046,30.41095890410959,0.4328306288282701,-0.7028647766039209,-257.248508237035,36.6120218579235,0.5804861286059291
