exec_min,execution_start,reference_start,H_regime,L_regime,range_pct,trailing20_median,classified,vol_regime
300,2020-03-05 05:00:00+00:00,2020-03-05 00:00:00+00:00,228.4,224.43,0.01753417397257248,0.033074403807588144,True,LOW_VOL
300,2020-03-06 05:00:00+00:00,2020-03-06 00:00:00+00:00,230.93,227.6,0.014524676684186477,0.033074403807588144,True,LOW_VOL
300,2020-03-09 05:00:00+00:00,2020-03-09 00:00:00+00:00,207.4,196.18,0.05560235888795281,0.030203056890497154,True,HIGH_VOL
300,2020-03-10 05:00:00+00:00,2020-03-10 00:00:00+00:00,205.0,200.1,0.024191557640088894,0.030203056890497154,True,LOW_VOL
300,2020-03-11 05:00:00+00:00,2020-03-11 00:00:00+00:00,203.26,200.03,0.016018249894616726,0.030203056890497154,True,LOW_VOL
300,2020-03-12 05:00:00+00:00,2020-03-12 00:00:00+00:00,195.81,180.0,0.08413826135547219,0.02812556409368374,True,HIGH_VOL
300,2020-03-13 05:00:00+00:00,2020-03-13 00:00:00+00:00,323.0,84.23,1.1726542739974952,0.02812556409368374,True,HIGH_VOL
300,2020-03-16 05:00:00+00:00,2020-03-16 00:00:00+00:00,124.4,120.44,0.032347655611828195,0.030203056890497154,True,HIGH_VOL
300,2020-03-17 05:00:00+00:00,2020-03-17 00:00:00+00:00,121.55,109.34,0.10576464983325388,0.030203056890497154,True,HIGH_VOL
300,2020-03-18 05:00:00+00:00,2020-03-18 00:00:00+00:00,118.07,114.95,0.026778817268903875,0.030352081737986127,True,LOW_VOL
300,2020-03-19 05:00:00+00:00,2020-03-19 00:00:00+00:00,120.13,115.5,0.039298900819080725,0.030352081737986127,True,HIGH_VOL
300,2020-03-20 05:00:00+00:00,2020-03-20 00:00:00+00:00,140.0,133.7,0.04603580562659855,0.03334093104666487,True,HIGH_VOL
300,2020-03-23 05:00:00+00:00,2020-03-23 00:00:00+00:00,126.44,119.0,0.06062581486310298,0.03334093104666487,True,HIGH_VOL
300,2020-03-24 05:00:00+00:00,2020-03-24 00:00:00+00:00,137.12,132.41,0.034949727303083204,0.03334093104666487,True,HIGH_VOL
300,2020-03-25 05:00:00+00:00,2020-03-25 00:00:00+00:00,141.72,134.98,0.04871702204553675,0.034641966892292375,True,HIGH_VOL
300,2020-03-26 05:00:00+00:00,2020-03-26 00:00:00+00:00,138.58,135.05,0.025801264481233793,0.034641966892292375,True,LOW_VOL
300,2020-03-27 05:00:00+00:00,2020-03-27 00:00:00+00:00,141.44,137.78,0.026215887114103546,0.03334093104666487,True,LOW_VOL
300,2020-03-30 05:00:00+00:00,2020-03-30 00:00:00+00:00,127.27,123.93,0.026592356687898003,0.030352081737986127,True,LOW_VOL
300,2020-03-31 05:00:00+00:00,2020-03-31 00:00:00+00:00,134.05,130.49,0.026914644288198397,0.030121137967525812,True,LOW_VOL
300,2020-04-01 05:00:00+00:00,2020-04-01 00:00:00+00:00,133.25,130.87,0.01802211116159318,0.030121137967525812,True,LOW_VOL
300,2020-04-02 05:00:00+00:00,2020-04-02 00:00:00+00:00,138.47,135.0,0.025377555124876574,0.029631149950013296,True,LOW_VOL
300,2020-04-03 05:00:00+00:00,2020-04-03 00:00:00+00:00,142.72,140.21,0.017742904605379358,0.029631149950013296,True,LOW_VOL
300,2020-04-06 05:00:00+00:00,2020-04-06 00:00:00+00:00,148.33,142.51,0.04002200522624138,0.029631149950013296,True,HIGH_VOL
300,2020-04-07 05:00:00+00:00,2020-04-07 00:00:00+00:00,176.16,167.39,0.051055159365449056,0.029631149950013296,True,HIGH_VOL
300,2020-04-08 05:00:00+00:00,2020-04-08 00:00:00+00:00,173.61,163.55,0.05967493178312968,0.0336486914574557,True,HIGH_VOL
300,2020-04-09 05:00:00+00:00,2020-04-09 00:00:00+00:00,173.44,168.13,0.031091723512018048,0.037124314061081964,True,LOW_VOL
300,2020-04-10 05:00:00+00:00,2020-04-10 00:00:00+00:00,170.1,159.08,0.06695424995443211,0.0336486914574557,True,HIGH_VOL
300,2020-04-13 05:00:00+00:00,2020-04-13 00:00:00+00:00,158.69,149.55,0.059304438100181586,0.0336486914574557,True,HIGH_VOL
300,2020-04-14 05:00:00+00:00,2020-04-14 00:00:00+00:00,158.98,155.5,0.022131773085728754,0.037124314061081964,True,LOW_VOL
300,2020-04-15 05:00:00+00:00,2020-04-15 00:00:00+00:00,161.32,155.83,0.03462084187293067,0.033020725407550626,True,HIGH_VOL
300,2020-04-16 05:00:00+00:00,2020-04-16 00:00:00+00:00,153.44,148.07,0.0356207090975424,0.034785284588006934,True,HIGH_VOL
300,2020-04-17 05:00:00+00:00,2020-04-17 00:00:00+00:00,173.25,168.21,0.02952029520295198,0.034785284588006934,True,LOW_VOL
300,2020-04-20 05:00:00+00:00,2020-04-20 00:00:00+00:00,186.47,178.11,0.045860990729058006,0.032856282692474356,True,HIGH_VOL
300,2020-04-21 05:00:00+00:00,2020-04-21 00:00:00+00:00,173.49,169.5,0.02326598443103303,0.032856282692474356,True,LOW_VOL
300,2020-04-22 05:00:00+00:00,2020-04-22 00:00:00+00:00,172.25,169.8,0.014325391024703924,0.030306009357485016,True,LOW_VOL
300,2020-04-23 05:00:00+00:00,2020-04-23 00:00:00+00:00,186.86,181.35,0.02992857336845832,0.028217469745575187,True,HIGH_VOL
300,2020-04-24 05:00:00+00:00,2020-04-24 00:00:00+00:00,189.45,185.0,0.02376819335024697,0.029724434285705148,True,LOW_VOL
300,2020-04-27 05:00:00+00:00,2020-04-27 00:00:00+00:00,199.0,195.79,0.016261810076243107,0.029724434285705148,True,LOW_VOL
300,2020-04-28 05:00:00+00:00,2020-04-28 00:00:00+00:00,196.72,192.28,0.022827763496143946,0.029724434285705148,True,LOW_VOL
300,2020-04-29 05:00:00+00:00,2020-04-29 00:00:00+00:00,199.66,196.31,0.01692047377326562,0.029724434285705148,True,LOW_VOL
300,2020-04-30 05:00:00+00:00,2020-04-30 00:00:00+00:00,226.25,214.5,0.05331820760068066,0.029724434285705148,True,HIGH_VOL
300,2020-05-01 05:00:00+00:00,2020-05-01 00:00:00+00:00,212.63,206.12,0.031092537313432794,0.030510148440238184,True,HIGH_VOL
300,2020-05-04 05:00:00+00:00,2020-05-04 00:00:00+00:00,210.83,197.22,0.06670751133439536,0.03109213041272542,True,HIGH_VOL
300,2020-05-05 05:00:00+00:00,2020-05-05 00:00:00+00:00,210.77,204.53,0.03005056585600775,0.03109213041272542,True,LOW_VOL
300,2020-05-06 05:00:00+00:00,2020-05-06 00:00:00+00:00,209.07,201.94,0.03469501958589813,0.030571144684012896,True,HIGH_VOL
300,2020-05-07 05:00:00+00:00,2020-05-07 00:00:00+00:00,208.57,196.14,0.06142670060042998,0.030571144684012896,True,HIGH_VOL
300,2020-05-08 05:00:00+00:00,2020-05-08 00:00:00+00:00,216.95,211.18,0.026954429729287747,0.03057155158472027,True,LOW_VOL
300,2020-05-11 05:00:00+00:00,2020-05-11 00:00:00+00:00,191.08,186.73,0.023027447658876276,0.029989569612233036,True,LOW_VOL
300,2020-05-12 05:00:00+00:00,2020-05-12 00:00:00+00:00,189.34,185.4,0.02102791268612904,0.029724434285705148,True,LOW_VOL
300,2020-05-13 05:00:00+00:00,2020-05-13 00:00:00+00:00,191.4,189.12,0.011983601387574904,0.029724434285705148,True,LOW_VOL
300,2020-05-14 05:00:00+00:00,2020-05-14 00:00:00+00:00,200.77,196.43,0.021852970795569,0.028237362466119863,True,LOW_VOL
300,2020-05-15 05:00:00+00:00,2020-05-15 00:00:00+00:00,203.99,196.85,0.03562518710707521,0.02536131153976736,True,HIGH_VOL
300,2020-05-18 05:00:00+00:00,2020-05-18 00:00:00+00:00,217.2,206.9,0.04857344965809942,0.02536131153976736,True,HIGH_VOL
300,2020-05-19 05:00:00+00:00,2020-05-19 00:00:00+00:00,215.0,209.32,0.026772247360482688,0.02536131153976736,True,HIGH_VOL
300,2020-05-20 05:00:00+00:00,2020-05-20 00:00:00+00:00,214.97,212.32,0.012403753890800187,0.026863338544885217,True,LOW_VOL
300,2020-05-21 05:00:00+00:00,2020-05-21 00:00:00+00:00,211.69,208.43,0.015519375416547609,0.026863338544885217,True,LOW_VOL
300,2020-05-22 05:00:00+00:00,2020-05-22 00:00:00+00:00,199.85,195.95,0.019706922688226408,0.02527022035536483,True,LOW_VOL
300,2020-05-25 05:00:00+00:00,2020-05-25 00:00:00+00:00,203.21,197.72,0.0273863267902128,0.024899847509679482,True,HIGH_VOL
300,2020-05-26 05:00:00+00:00,2020-05-26 00:00:00+00:00,205.05,202.53,0.012365670543206291,0.026863338544885217,True,LOW_VOL
300,2020-05-27 05:00:00+00:00,2020-05-27 00:00:00+00:00,202.49,200.69,0.00892901433602863,0.026863338544885217,True,LOW_VOL
300,2020-05-28 05:00:00+00:00,2020-05-28 00:00:00+00:00,209.0,205.39,0.017423200366804285,0.026863338544885217,True,LOW_VOL
300,2020-05-29 05:00:00+00:00,2020-05-29 00:00:00+00:00,225.0,220.14,0.021835826930853276,0.024899847509679482,True,LOW_VOL
300,2020-06-01 05:00:00+00:00,2020-06-01 00:00:00+00:00,242.52,230.61,0.05034557098471877,0.02244020922722264,True,HIGH_VOL
300,2020-06-02 05:00:00+00:00,2020-06-02 00:00:00+00:00,249.64,246.21,0.013834829081375328,0.02244020922722264,True,LOW_VOL
300,2020-06-03 05:00:00+00:00,2020-06-03 00:00:00+00:00,238.61,234.6,0.01694807802032932,0.021844398863211135,True,LOW_VOL
300,2020-06-04 05:00:00+00:00,2020-06-04 00:00:00+00:00,246.7,242.9,0.015522875816993393,0.021431869808491155,True,LOW_VOL
300,2020-06-05 05:00:00+00:00,2020-06-05 00:00:00+00:00,245.48,241.68,0.01560062402496093,0.020367417687177723,True,LOW_VOL
300,2020-06-08 05:00:00+00:00,2020-06-08 00:00:00+00:00,245.58,243.1,0.010149791274453705,0.018565061527515345,True,LOW_VOL
300,2020-06-09 05:00:00+00:00,2020-06-09 00:00:00+00:00,250.1,237.3,0.05252359458350424,0.017185639193566804,True,HIGH_VOL
300,2020-06-10 05:00:00+00:00,2020-06-10 00:00:00+00:00,244.91,243.21,0.006965500286814671,0.017185639193566804,True,LOW_VOL
300,2020-06-11 05:00:00+00:00,2020-06-11 00:00:00+00:00,250.34,247.65,0.010803429787746732,0.017185639193566804,True,LOW_VOL
300,2020-06-12 05:00:00+00:00,2020-06-12 00:00:00+00:00,234.54,228.3,0.026963961628208365,0.016274351022645125,True,HIGH_VOL
300,2020-06-15 05:00:00+00:00,2020-06-15 00:00:00+00:00,232.51,224.7,0.034163732201832865,0.016274351022645125,True,HIGH_VOL
300,2020-06-16 05:00:00+00:00,2020-06-16 00:00:00+00:00,234.39,228.75,0.024355486461976883,0.016274351022645125,True,HIGH_VOL
300,2020-06-17 05:00:00+00:00,2020-06-17 00:00:00+00:00,235.64,232.1,0.015136614358404207,0.016274351022645125,True,LOW_VOL
300,2020-06-18 05:00:00+00:00,2020-06-18 00:00:00+00:00,234.7,232.71,0.008515008236879744,0.016274351022645125,True,LOW_VOL
300,2020-06-19 05:00:00+00:00,2020-06-19 00:00:00+00:00,231.39,226.02,0.023480028858135923,0.016274351022645125,True,HIGH_VOL
300,2020-06-22 05:00:00+00:00,2020-06-22 00:00:00+00:00,235.46,227.5,0.03438742007948854,0.016274351022645125,True,HIGH_VOL
300,2020-06-23 05:00:00+00:00,2020-06-23 00:00:00+00:00,244.75,240.7,0.016685549490163813,0.016274351022645125,True,HIGH_VOL
300,2020-06-24 05:00:00+00:00,2020-06-24 00:00:00+00:00,248.5,242.86,0.022956691631390372,0.016816813755246567,True,HIGH_VOL
300,2020-06-25 05:00:00+00:00,2020-06-25 00:00:00+00:00,235.32,227.53,0.03366101328724205,0.017185639193566804,True,HIGH_VOL
300,2020-06-26 05:00:00+00:00,2020-06-26 00:00:00+00:00,233.65,230.77,0.012402566642263448,0.0193919524755913,True,LOW_VOL
300,2020-06-29 05:00:00+00:00,2020-06-29 00:00:00+00:00,226.9,224.07,0.012550723994944286,0.016816813755246567,True,LOW_VOL
300,2020-06-30 05:00:00+00:00,2020-06-30 00:00:00+00:00,228.73,226.28,0.010768994088041972,0.01614308675756237,True,LOW_VOL
300,2020-07-01 05:00:00+00:00,2020-07-01 00:00:00+00:00,226.0,224.01,0.008844247905602138,0.01614308675756237,True,LOW_VOL
300,2020-07-02 05:00:00+00:00,2020-07-02 00:00:00+00:00,231.99,230.38,0.006964119644440658,0.015561749920977162,True,LOW_VOL
300,2020-07-03 05:00:00+00:00,2020-07-03 00:00:00+00:00,228.13,225.33,0.012349490583513353,0.01536861919168257,True,LOW_VOL
300,2020-07-06 05:00:00+00:00,2020-07-06 00:00:00+00:00,228.86,226.89,0.008645090510148227,0.013843669176674248,True,LOW_VOL
300,2020-07-07 05:00:00+00:00,2020-07-07 00:00:00+00:00,243.9,237.84,0.025158799352347747,0.013843669176674248,True,HIGH_VOL
300,2020-07-08 05:00:00+00:00,2020-07-08 00:00:00+00:00,242.71,237.75,0.020646880073263155,0.013843669176674248,True,HIGH_VOL
300,2020-07-09 05:00:00+00:00,2020-07-09 00:00:00+00:00,247.16,243.0,0.016974049290027732,0.01591108192428401,True,HIGH_VOL
300,2020-07-10 05:00:00+00:00,2020-07-10 00:00:00+00:00,242.25,236.33,0.02473985540557477,0.016829799390095775,True,HIGH_VOL
300,2020-07-13 05:00:00+00:00,2020-07-13 00:00:00+00:00,243.74,241.4,0.009646699921672108,0.016829799390095775,True,LOW_VOL
300,2020-07-14 05:00:00+00:00,2020-07-14 00:00:00+00:00,240.37,236.74,0.015216616713126933,0.01591108192428401,True,LOW_VOL
300,2020-07-15 05:00:00+00:00,2020-07-15 00:00:00+00:00,241.5,238.79,0.011284848737221296,0.01517661553576557,True,LOW_VOL
300,2020-07-16 05:00:00+00:00,2020-07-16 00:00:00+00:00,239.58,237.95,0.006826796222226976,0.01388367035403561,True,LOW_VOL
300,2020-07-17 05:00:00+00:00,2020-07-17 00:00:00+00:00,234.73,232.01,0.011655311308222989,0.01388367035403561,True,LOW_VOL
300,2020-07-20 05:00:00+00:00,2020-07-20 00:00:00+00:00,239.81,237.8,0.008416909193693561,0.012476645318603867,True,LOW_VOL
300,2020-07-21 05:00:00+00:00,2020-07-21 00:00:00+00:00,237.46,235.52,0.008203306693729111,0.0123760286128884,True,LOW_VOL
300,2020-07-22 05:00:00+00:00,2020-07-22 00:00:00+00:00,245.78,243.01,0.011334110763313532,0.012002400945868172,True,LOW_VOL
300,2020-07-23 05:00:00+00:00,2020-07-23 00:00:00+00:00,266.5,262.95,0.013410142600812205,0.011494711035768261,True,HIGH_VOL
300,2020-07-24 05:00:00+00:00,2020-07-24 00:00:00+00:00,275.65,271.34,0.015758971827638538,0.011494711035768261,True,HIGH_VOL
300,2020-07-27 05:00:00+00:00,2020-07-27 00:00:00+00:00,329.9,311.18,0.05840144755724706,0.011494711035768261,True,HIGH_VOL
300,2020-07-28 05:00:00+00:00,2020-07-28 00:00:00+00:00,327.47,316.68,0.033501513622603486,0.011494711035768261,True,HIGH_VOL
300,2020-07-29 05:00:00+00:00,2020-07-29 00:00:00+00:00,319.44,313.0,0.0203655682752514,0.012002400945868172,True,HIGH_VOL
300,2020-07-30 05:00:00+00:00,2020-07-30 00:00:00+00:00,319.84,315.5,0.013661976264677104,0.01287981659216278,True,HIGH_VOL
300,2020-07-31 05:00:00+00:00,2020-07-31 00:00:00+00:00,337.16,329.0,0.024498618950402378,0.013536059432744656,True,HIGH_VOL
300,2020-08-03 05:00:00+00:00,2020-08-03 00:00:00+00:00,386.29,366.66,0.05214157646590078,0.014439296488902019,True,HIGH_VOL
300,2020-08-04 05:00:00+00:00,2020-08-04 00:00:00+00:00,403.88,386.15,0.04488437147956412,0.015487794270382736,True,HIGH_VOL
300,2020-08-05 05:00:00+00:00,2020-08-05 00:00:00+00:00,392.56,384.31,0.02123907474867095,0.015487794270382736,True,HIGH_VOL
300,2020-08-06 05:00:00+00:00,2020-08-06 00:00:00+00:00,404.25,392.68,0.029036427289724297,0.015487794270382736,True,HIGH_VOL
300,2020-08-07 05:00:00+00:00,2020-08-07 00:00:00+00:00,398.86,394.15,0.011878790935801659,0.015487794270382736,True,LOW_VOL
300,2020-08-10 05:00:00+00:00,2020-08-10 00:00:00+00:00,400.7,390.51,0.025758016203030795,0.014439296488902019,True,HIGH_VOL
300,2020-08-11 05:00:00+00:00,2020-08-11 00:00:00+00:00,398.78,393.12,0.014294734183608961,0.015487794270382736,True,LOW_VOL
300,2020-08-12 05:00:00+00:00,2020-08-12 00:00:00+00:00,380.97,372.68,0.021999601937238822,0.01502685300562375,True,HIGH_VOL
300,2020-08-13 05:00:00+00:00,2020-08-13 00:00:00+00:00,396.77,386.8,0.02544763071582621,0.018062270051444968,True,HIGH_VOL
300,2020-08-14 05:00:00+00:00,2020-08-14 00:00:00+00:00,431.86,418.0,0.03261713694020195,0.020802321511961173,True,HIGH_VOL
300,2020-08-17 05:00:00+00:00,2020-08-17 00:00:00+00:00,435.72,422.1,0.0317549136182416,0.021619338342954885,True,HIGH_VOL
300,2020-08-18 05:00:00+00:00,2020-08-18 00:00:00+00:00,434.5,427.2,0.016943251711732648,0.0232491104438206,True,LOW_VOL
300,2020-08-19 05:00:00+00:00,2020-08-19 00:00:00+00:00,427.1,406.0,0.05065418317128802,0.0232491104438206,True,HIGH_VOL
300,2020-08-20 05:00:00+00:00,2020-08-20 00:00:00+00:00,415.6,404.44,0.027218184478805973,0.024973124833114292,True,HIGH_VOL
300,2020-08-21 05:00:00+00:00,2020-08-21 00:00:00+00:00,418.95,409.8,0.02208144796380085,0.025602823459428502,True,LOW_VOL
300,2020-08-24 05:00:00+00:00,2020-08-24 00:00:00+00:00,394.42,387.64,0.017338823108201493,0.025602823459428502,True,LOW_VOL
300,2020-08-25 05:00:00+00:00,2020-08-25 00:00:00+00:00,409.43,400.04,0.02320036567136518,0.024973124833114292,True,LOW_VOL
300,2020-08-26 05:00:00+00:00,2020-08-26 00:00:00+00:00,388.1,377.81,0.026869997780418115,0.023849492310883777,True,HIGH_VOL
300,2020-08-27 05:00:00+00:00,2020-08-27 00:00:00+00:00,389.3,383.0,0.016314903534895796,0.024973124833114292,True,LOW_VOL
300,2020-08-28 05:00:00+00:00,2020-08-28 00:00:00+00:00,388.8,379.94,0.02305070635065175,0.024973124833114292,True,LOW_VOL
300,2020-08-31 05:00:00+00:00,2020-08-31 00:00:00+00:00,430.86,424.03,0.01597866392167423,0.024323998193595694,True,LOW_VOL
300,2020-09-01 05:00:00+00:00,2020-09-01 00:00:00+00:00,447.85,429.25,0.042412495724546855,0.023125536011008467,True,HIGH_VOL
300,2020-09-02 05:00:00+00:00,2020-09-02 00:00:00+00:00,479.53,465.76,0.02913391657586557,0.023125536011008467,True,HIGH_VOL
300,2020-09-03 05:00:00+00:00,2020-09-03 00:00:00+00:00,450.91,433.1,0.04029366183640457,0.024323998193595694,True,HIGH_VOL
300,2020-09-04 05:00:00+00:00,2020-09-04 00:00:00+00:00,391.69,373.01,0.04885576042892639,0.024323998193595694,True,HIGH_VOL
300,2020-09-07 05:00:00+00:00,2020-09-07 00:00:00+00:00,358.48,344.08,0.04099294010475984,0.025602823459428502,True,HIGH_VOL
300,2020-09-08 05:00:00+00:00,2020-09-08 00:00:00+00:00,356.67,344.04,0.036049150147707314,0.026158814248122164,True,HIGH_VOL
300,2020-09-09 05:00:00+00:00,2020-09-09 00:00:00+00:00,341.5,330.58,0.032496131412927086,0.027044091129612043,True,HIGH_VOL
300,2020-09-10 05:00:00+00:00,2020-09-10 00:00:00+00:00,375.5,349.66,0.07126703072425387,0.028176050527335773,True,HIGH_VOL
300,2020-09-11 05:00:00+00:00,2020-09-11 00:00:00+00:00,371.8,355.6,0.044542205114105,0.030444415097053583,True,HIGH_VOL
300,2020-09-14 05:00:00+00:00,2020-09-14 00:00:00+00:00,367.7,355.48,0.03379518238889341,0.030444415097053583,True,HIGH_VOL
300,2020-09-15 05:00:00+00:00,2020-09-15 00:00:00+00:00,382.49,373.22,0.024533220415238602,0.030815023994396326,True,LOW_VOL
300,2020-09-16 05:00:00+00:00,2020-09-16 00:00:00+00:00,364.65,354.75,0.027522935779816453,0.030815023994396326,True,LOW_VOL
300,2020-09-17 05:00:00+00:00,2020-09-17 00:00:00+00:00,385.37,363.1,0.059508063115422075,0.02832842617784101,True,HIGH_VOL
300,2020-09-18 05:00:00+00:00,2020-09-18 00:00:00+00:00,392.43,381.69,0.027747636025422438,0.030815023994396326,True,LOW_VOL
300,2020-09-21 05:00:00+00:00,2020-09-21 00:00:00+00:00,377.2,368.5,0.02333378034061952,0.030815023994396326,True,LOW_VOL
300,2020-09-22 05:00:00+00:00,2020-09-22 00:00:00+00:00,346.69,337.33,0.02736762082980034,0.030815023994396326,True,LOW_VOL
300,2020-09-23 05:00:00+00:00,2020-09-23 00:00:00+00:00,344.6,338.51,0.01783021768090068,0.030815023994396326,True,LOW_VOL
300,2020-09-24 05:00:00+00:00,2020-09-24 00:00:00+00:00,326.77,316.37,0.032341325372391636,0.030815023994396326,True,HIGH_VOL
300,2020-09-25 05:00:00+00:00,2020-09-25 00:00:00+00:00,350.32,343.94,0.018379281537176263,0.03241872839265936,True,LOW_VOL
