entry_fraction,scope,name,source_n,fills_n,fill_rate,rebreak_n,rebreak_rate_fill,t10_n,t10_rate_fill,t10_yield_source,high_failure_n,high_failure_rate_fill,unresolved_n,unresolved_rate_fill,median_reclaim_fill_min,median_fill_rebreak_min,median_fill_t10_min
0.1,CLOCK_REUSED,16-20,62,48,0.7741935483870968,33,0.6875,28,0.5833333333333334,0.45161290322580644,6,0.125,14,0.2916666666666667,0.0,20.0,40.0
0.1,CLOCK_REUSED,20-00,56,41,0.7321428571428571,29,0.7073170731707317,28,0.6829268292682927,0.5,8,0.1951219512195122,5,0.12195121951219512,0.0,35.0,67.5
0.15,PARTITION,external,202,124,0.6138613861386139,87,0.7016129032258065,83,0.6693548387096774,0.41089108910891087,23,0.18548387096774194,18,0.14516129032258066,0.0,30.0,55.0
0.15,PARTITION,development,333,217,0.6516516516516516,158,0.728110599078341,153,0.7050691244239631,0.4594594594594595,37,0.17050691244239632,27,0.12442396313364056,0.0,40.0,50.0
0.15,PARTITION,reference_validation,194,122,0.6288659793814433,86,0.7049180327868853,83,0.680327868852459,0.42783505154639173,19,0.1557377049180328,20,0.16393442622950818,0.0,35.0,60.0
0.15,POOL,POOLED_REUSED_EXTVAL,396,246,0.6212121212121212,173,0.7032520325203252,166,0.6747967479674797,0.41919191919191917,42,0.17073170731707318,38,0.15447154471544716,0.0,30.0,55.0
0.15,POOL,POOLED_MAJOR,729,463,0.635116598079561,331,0.714902807775378,319,0.6889848812095032,0.4375857338820302,79,0.17062634989200864,65,0.14038876889848811,0.0,35.0,50.0
0.15,CLOCK_EXTERNAL,00-04,29,18,0.6206896551724138,14,0.7777777777777778,14,0.7777777777777778,0.4827586206896552,2,0.1111111111111111,2,0.1111111111111111,0.0,22.5,42.5
0.15,CLOCK_EXTERNAL,04-08,43,22,0.5116279069767442,17,0.7727272727272727,17,0.7727272727272727,0.3953488372093023,2,0.09090909090909091,3,0.13636363636363635,0.0,60.0,75.0
0.15,CLOCK_EXTERNAL,08-12,40,27,0.675,18,0.6666666666666666,17,0.6296296296296297,0.425,7,0.25925925925925924,3,0.1111111111111111,0.0,30.0,55.0
0.15,CLOCK_EXTERNAL,12-16,32,21,0.65625,15,0.7142857142857143,15,0.7142857142857143,0.46875,2,0.09523809523809523,4,0.19047619047619047,0.0,30.0,35.0
0.15,CLOCK_EXTERNAL,16-20,31,20,0.6451612903225806,13,0.65,11,0.55,0.3548387096774194,6,0.3,3,0.15,0.0,40.0,85.0
0.15,CLOCK_EXTERNAL,20-00,27,16,0.5925925925925926,10,0.625,9,0.5625,0.3333333333333333,4,0.25,3,0.1875,0.0,22.5,30.0
0.15,CLOCK_DEVELOPMENT,00-04,47,26,0.5531914893617021,15,0.5769230769230769,14,0.5384615384615384,0.2978723404255319,7,0.2692307692307692,5,0.19230769230769232,0.0,45.0,57.5
0.15,CLOCK_DEVELOPMENT,04-08,43,30,0.6976744186046512,24,0.8,24,0.8,0.5581395348837209,1,0.03333333333333333,5,0.16666666666666666,0.0,47.5,52.5
0.15,CLOCK_DEVELOPMENT,08-12,58,33,0.5689655172413793,23,0.696969696969697,23,0.696969696969697,0.39655172413793105,8,0.24242424242424243,2,0.06060606060606061,0.0,30.0,45.0
0.15,CLOCK_DEVELOPMENT,12-16,82,60,0.7317073170731707,42,0.7,40,0.6666666666666666,0.4878048780487805,17,0.2833333333333333,3,0.05,0.0,35.0,40.0
0.15,CLOCK_DEVELOPMENT,16-20,60,41,0.6833333333333333,34,0.8292682926829268,32,0.7804878048780488,0.5333333333333333,2,0.04878048780487805,7,0.17073170731707318,0.0,52.5,62.5
0.15,CLOCK_DEVELOPMENT,20-00,43,27,0.627906976744186,20,0.7407407407407407,20,0.7407407407407407,0.46511627906976744,2,0.07407407407407407,5,0.18518518518518517,0.0,35.0,67.5
0.15,CLOCK_REFERENCE_VALIDATION,00-04,36,23,0.6388888888888888,14,0.6086956521739131,14,0.6086956521739131,0.3888888888888889,4,0.17391304347826086,5,0.21739130434782608,0.0,22.5,27.5
0.15,CLOCK_REFERENCE_VALIDATION,04-08,26,8,0.3076923076923077,6,0.75,6,0.75,0.23076923076923078,2,0.25,0,0.0,2.5,80.0,90.0
0.15,CLOCK_REFERENCE_VALIDATION,08-12,29,16,0.5517241379310345,13,0.8125,13,0.8125,0.4482758620689655,2,0.125,1,0.0625,0.0,70.0,75.0
0.15,CLOCK_REFERENCE_VALIDATION,12-16,43,33,0.7674418604651163,25,0.7575757575757576,24,0.7272727272727273,0.5581395348837209,7,0.21212121212121213,2,0.06060606060606061,0.0,30.0,35.0
0.15,CLOCK_REFERENCE_VALIDATION,16-20,31,20,0.6451612903225806,12,0.6,10,0.5,0.3225806451612903,0,0.0,10,0.5,0.0,22.5,45.0
0.15,CLOCK_REFERENCE_VALIDATION,20-00,29,22,0.7586206896551724,16,0.7272727272727273,16,0.7272727272727273,0.5517241379310345,4,0.18181818181818182,2,0.09090909090909091,0.0,52.5,105.0
0.15,CLOCK_REUSED,00-04,65,41,0.6307692307692307,28,0.6829268292682927,28,0.6829268292682927,0.4307692307692308,6,0.14634146341463414,7,0.17073170731707318,0.0,22.5,30.0
0.15,CLOCK_REUSED,04-08,69,30,0.43478260869565216,23,0.7666666666666667,23,0.7666666666666667,0.3333333333333333,4,0.13333333333333333,3,0.1,0.0,60.0,75.0
0.15,CLOCK_REUSED,08-12,69,43,0.6231884057971014,31,0.7209302325581395,30,0.6976744186046512,0.43478260869565216,9,0.20930232558139536,4,0.09302325581395349,0.0,45.0,72.5
0.15,CLOCK_REUSED,12-16,75,54,0.72,40,0.7407407407407407,39,0.7222222222222222,0.52,9,0.16666666666666666,6,0.1111111111111111,0.0,30.0,35.0
0.15,CLOCK_REUSED,16-20,62,40,0.6451612903225806,25,0.625,21,0.525,0.3387096774193548,6,0.15,13,0.325,0.0,35.0,55.0
0.15,CLOCK_REUSED,20-00,56,38,0.6785714285714286,26,0.6842105263157895,25,0.6578947368421053,0.44642857142857145,8,0.21052631578947367,5,0.13157894736842105,0.0,42.5,70.0
0.25,PARTITION,external,202,85,0.4207920792079208,48,0.5647058823529412,45,0.5294117647058824,0.22277227722772278,22,0.25882352941176473,18,0.21176470588235294,10.0,57.5,90.0
0.25,PARTITION,development,333,162,0.4864864864864865,106,0.654320987654321,102,0.6296296296296297,0.3063063063063063,36,0.2222222222222222,24,0.14814814814814814,5.0,50.0,60.0
0.25,PARTITION,reference_validation,194,86,0.44329896907216493,52,0.6046511627906976,50,0.5813953488372093,0.25773195876288657,19,0.22093023255813954,17,0.19767441860465115,5.0,67.5,75.0
0.25,POOL,POOLED_REUSED_EXTVAL,396,171,0.4318181818181818,100,0.5847953216374269,95,0.5555555555555556,0.2398989898989899,41,0.23976608187134502,35,0.2046783625730994,5.0,62.5,80.0
0.25,POOL,POOLED_MAJOR,729,333,0.4567901234567901,206,0.6186186186186187,197,0.5915915915915916,0.27023319615912206,77,0.23123123123123124,59,0.17717717717717718,5.0,57.5,70.0
0.25,CLOCK_EXTERNAL,00-04,29,10,0.3448275862068966,6,0.6,6,0.6,0.20689655172413793,2,0.2,2,0.2,10.0,90.0,95.0
0.25,CLOCK_EXTERNAL,04-08,43,15,0.3488372093023256,10,0.6666666666666666,10,0.6666666666666666,0.23255813953488372,2,0.13333333333333333,3,0.2,20.0,70.0,105.0
0.25,CLOCK_EXTERNAL,08-12,40,20,0.5,11,0.55,10,0.5,0.25,7,0.35,3,0.15,10.0,85.0,95.0
0.25,CLOCK_EXTERNAL,12-16,32,15,0.46875,9,0.6,9,0.6,0.28125,2,0.13333333333333333,4,0.26666666666666666,5.0,25.0,45.0
0.25,CLOCK_EXTERNAL,16-20,31,14,0.45161290322580644,7,0.5,6,0.42857142857142855,0.1935483870967742,5,0.35714285714285715,3,0.21428571428571427,2.5,105.0,175.0
0.25,CLOCK_EXTERNAL,20-00,27,11,0.4074074074074074,5,0.45454545454545453,4,0.36363636363636365,0.14814814814814814,4,0.36363636363636365,3,0.2727272727272727,5.0,50.0,60.0
0.25,CLOCK_DEVELOPMENT,00-04,47,21,0.44680851063829785,10,0.47619047619047616,9,0.42857142857142855,0.19148936170212766,7,0.3333333333333333,5,0.23809523809523808,10.0,45.0,50.0
0.25,CLOCK_DEVELOPMENT,04-08,43,17,0.3953488372093023,12,0.7058823529411765,12,0.7058823529411765,0.27906976744186046,1,0.058823529411764705,4,0.23529411764705882,10.0,97.5,140.0
0.25,CLOCK_DEVELOPMENT,08-12,58,29,0.5,19,0.6551724137931034,19,0.6551724137931034,0.3275862068965517,8,0.27586206896551724,2,0.06896551724137931,5.0,25.0,50.0
0.25,CLOCK_DEVELOPMENT,12-16,82,50,0.6097560975609756,32,0.64,30,0.6,0.36585365853658536,17,0.34,3,0.06,0.0,37.5,42.5
0.25,CLOCK_DEVELOPMENT,16-20,60,28,0.4666666666666667,21,0.75,20,0.7142857142857143,0.3333333333333333,2,0.07142857142857142,6,0.21428571428571427,10.0,80.0,85.0
0.25,CLOCK_DEVELOPMENT,20-00,43,17,0.3953488372093023,12,0.7058823529411765,12,0.7058823529411765,0.27906976744186046,1,0.058823529411764705,4,0.23529411764705882,5.0,80.0,85.0
0.25,CLOCK_REFERENCE_VALIDATION,00-04,36,16,0.4444444444444444,7,0.4375,7,0.4375,0.19444444444444445,4,0.25,5,0.3125,0.0,80.0,85.0
0.25,CLOCK_REFERENCE_VALIDATION,04-08,26,7,0.2692307692307692,5,0.7142857142857143,5,0.7142857142857143,0.19230769230769232,2,0.2857142857142857,0,0.0,15.0,80.0,95.0
0.25,CLOCK_REFERENCE_VALIDATION,08-12,29,12,0.41379310344827586,9,0.75,9,0.75,0.3103448275862069,2,0.16666666666666666,1,0.08333333333333333,5.0,185.0,190.0
0.25,CLOCK_REFERENCE_VALIDATION,12-16,43,25,0.5813953488372093,18,0.72,17,0.68,0.3953488372093023,7,0.28,1,0.04,0.0,32.5,40.0
0.25,CLOCK_REFERENCE_VALIDATION,16-20,31,11,0.3548387096774194,4,0.36363636363636365,3,0.2727272727272727,0.0967741935483871,0,0.0,8,0.7272727272727273,15.0,32.5,50.0
0.25,CLOCK_REFERENCE_VALIDATION,20-00,29,15,0.5172413793103449,9,0.6,9,0.6,0.3103448275862069,4,0.26666666666666666,2,0.13333333333333333,5.0,130.0,135.0
0.25,CLOCK_REUSED,00-04,65,26,0.4,13,0.5,13,0.5,0.2,6,0.23076923076923078,7,0.2692307692307692,10.0,85.0,90.0
0.25,CLOCK_REUSED,04-08,69,22,0.3188405797101449,15,0.6818181818181818,15,0.6818181818181818,0.21739130434782608,4,0.18181818181818182,3,0.13636363636363635,17.5,80.0,105.0
0.25,CLOCK_REUSED,08-12,69,32,0.463768115942029,20,0.625,19,0.59375,0.2753623188405797,9,0.28125,4,0.125,10.0,90.0,100.0
0.25,CLOCK_REUSED,12-16,75,40,0.5333333333333333,27,0.675,26,0.65,0.3466666666666667,9,0.225,5,0.125,0.0,30.0,40.0
0.25,CLOCK_REUSED,16-20,62,25,0.4032258064516129,11,0.44,9,0.36,0.14516129032258066,5,0.2,11,0.44,5.0,50.0,165.0
0.25,CLOCK_REUSED,20-00,56,26,0.4642857142857143,14,0.5384615384615384,13,0.5,0.23214285714285715,8,0.3076923076923077,5,0.19230769230769232,5.0,72.5,90.0
0.5,PARTITION,external,202,47,0.23267326732673269,16,0.3404255319148936,15,0.3191489361702128,0.07425742574257425,21,0.44680851063829785,11,0.23404255319148937,35.0,80.0,105.0
0.5,PARTITION,development,333,84,0.25225225225225223,39,0.4642857142857143,36,0.42857142857142855,0.10810810810810811,32,0.38095238095238093,16,0.19047619047619047,20.0,75.0,82.5
0.5,PARTITION,reference_validation,194,51,0.26288659793814434,23,0.45098039215686275,22,0.43137254901960786,0.1134020618556701,17,0.3333333333333333,12,0.23529411764705882,20.0,70.0,77.5
0.5,POOL,POOLED_REUSED_EXTVAL,396,98,0.2474747474747475,39,0.3979591836734694,37,0.37755102040816324,0.09343434343434344,38,0.3877551020408163,23,0.23469387755102042,25.0,75.0,90.0
0.5,POOL,POOLED_MAJOR,729,182,0.2496570644718793,78,0.42857142857142855,73,0.4010989010989011,0.10013717421124829,70,0.38461538461538464,39,0.21428571428571427,22.5,75.0,85.0
0.5,CLOCK_EXTERNAL,00-04,29,5,0.1724137931034483,1,0.2,1,0.2,0.034482758620689655,2,0.4,2,0.4,60.0,50.0,55.0
0.5,CLOCK_EXTERNAL,04-08,43,7,0.16279069767441862,3,0.42857142857142855,3,0.42857142857142855,0.06976744186046512,2,0.2857142857142857,2,0.2857142857142857,80.0,85.0,115.0
0.5,CLOCK_EXTERNAL,08-12,40,12,0.3,6,0.5,5,0.4166666666666667,0.125,7,0.5833333333333334,0,0.0,37.5,95.0,105.0
0.5,CLOCK_EXTERNAL,12-16,32,8,0.25,3,0.375,3,0.375,0.09375,2,0.25,3,0.375,17.5,70.0,75.0
0.5,CLOCK_EXTERNAL,16-20,31,9,0.2903225806451613,2,0.2222222222222222,2,0.2222222222222222,0.06451612903225806,5,0.5555555555555556,2,0.2222222222222222,25.0,95.0,107.5
0.5,CLOCK_EXTERNAL,20-00,27,6,0.2222222222222222,1,0.16666666666666666,1,0.16666666666666666,0.037037037037037035,3,0.5,2,0.3333333333333333,27.5,355.0,360.0
0.5,CLOCK_DEVELOPMENT,00-04,47,12,0.2553191489361702,4,0.3333333333333333,3,0.25,0.06382978723404255,6,0.5,3,0.25,30.0,57.5,65.0
0.5,CLOCK_DEVELOPMENT,04-08,43,6,0.13953488372093023,2,0.3333333333333333,2,0.3333333333333333,0.046511627906976744,1,0.16666666666666666,3,0.5,42.5,112.5,122.5
0.5,CLOCK_DEVELOPMENT,08-12,58,12,0.20689655172413793,5,0.4166666666666667,5,0.4166666666666667,0.08620689655172414,7,0.5833333333333334,0,0.0,45.0,165.0,175.0
0.5,CLOCK_DEVELOPMENT,12-16,82,34,0.4146341463414634,18,0.5294117647058824,16,0.47058823529411764,0.1951219512195122,15,0.4411764705882353,3,0.08823529411764706,5.0,52.5,57.5
0.5,CLOCK_DEVELOPMENT,16-20,60,10,0.16666666666666666,5,0.5,5,0.5,0.08333333333333333,2,0.2,3,0.3,37.5,55.0,130.0
0.5,CLOCK_DEVELOPMENT,20-00,43,10,0.23255813953488372,5,0.5,5,0.5,0.11627906976744186,1,0.1,4,0.4,42.5,80.0,85.0
0.5,CLOCK_REFERENCE_VALIDATION,00-04,36,11,0.3055555555555556,4,0.36363636363636365,4,0.36363636363636365,0.1111111111111111,4,0.36363636363636365,3,0.2727272727272727,20.0,70.0,75.0
0.5,CLOCK_REFERENCE_VALIDATION,04-08,26,3,0.11538461538461539,1,0.3333333333333333,1,0.3333333333333333,0.038461538461538464,2,0.6666666666666666,0,0.0,70.0,195.0,200.0
0.5,CLOCK_REFERENCE_VALIDATION,08-12,29,7,0.2413793103448276,4,0.5714285714285714,4,0.5714285714285714,0.13793103448275862,2,0.2857142857142857,1,0.14285714285714285,20.0,232.5,237.5
0.5,CLOCK_REFERENCE_VALIDATION,12-16,43,15,0.3488372093023256,9,0.6,9,0.6,0.20930232558139536,6,0.4,0,0.0,5.0,55.0,65.0
0.5,CLOCK_REFERENCE_VALIDATION,16-20,31,7,0.22580645161290322,2,0.2857142857142857,1,0.14285714285714285,0.03225806451612903,0,0.0,6,0.8571428571428571,35.0,92.5,175.0
0.5,CLOCK_REFERENCE_VALIDATION,20-00,29,8,0.27586206896551724,3,0.375,3,0.375,0.10344827586206896,3,0.375,2,0.25,40.0,115.0,120.0
0.5,CLOCK_REUSED,00-04,65,16,0.24615384615384617,5,0.3125,5,0.3125,0.07692307692307693,6,0.375,5,0.3125,27.5,55.0,60.0
0.5,CLOCK_REUSED,04-08,69,10,0.14492753623188406,4,0.4,4,0.4,0.057971014492753624,4,0.4,2,0.2,75.0,140.0,157.5
0.5,CLOCK_REUSED,08-12,69,19,0.2753623188405797,10,0.5263157894736842,9,0.47368421052631576,0.13043478260869565,9,0.47368421052631576,1,0.05263157894736842,25.0,107.5,120.0
0.5,CLOCK_REUSED,12-16,75,23,0.30666666666666664,12,0.5217391304347826,12,0.5217391304347826,0.16,8,0.34782608695652173,3,0.13043478260869565,5.0,62.5,70.0
0.5,CLOCK_REUSED,16-20,62,16,0.25806451612903225,4,0.25,3,0.1875,0.04838709677419355,5,0.3125,8,0.5,35.0,95.0,165.0
0.5,CLOCK_REUSED,20-00,56,14,0.25,4,0.2857142857142857,4,0.2857142857142857,0.07142857142857142,6,0.42857142857142855,4,0.2857142857142857,32.5,117.5,122.5
