partition,clock,execution_start,k1_before_leave,leave_completed_by_entry,integer_episode_bars,episode_ge_1,feature_known_by_entry
external,09:00,2021-02-11 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-03-26 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-04-02 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-04-13 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-05-07 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-05-10 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-06-02 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-06-24 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-09-14 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-10-05 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-10-19 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-10-20 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-11-03 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-11-19 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-12-02 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-12-07 09:00:00+00:00,True,True,True,True,True
external,09:00,2021-12-24 09:00:00+00:00,True,True,True,True,True
external,10:00,2020-01-02 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-01-16 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-03-19 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-03-20 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-03-31 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-04-02 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-04-28 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-05-06 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-05-11 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-05-12 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-05-13 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-06-12 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-06-30 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-07-01 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-08-27 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-09-09 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-09-10 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-10-05 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-10-07 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-10-21 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-11-16 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-11-23 10:00:00+00:00,True,True,True,True,True
external,10:00,2020-12-24 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-01-01 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-02-01 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-03-19 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-03-23 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-03-25 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-03-26 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-04-02 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-04-22 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-05-07 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-07-20 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-08-03 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-09-01 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-11-04 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-12-07 10:00:00+00:00,True,True,True,True,True
external,10:00,2021-12-24 10:00:00+00:00,True,True,True,True,True
external,16:00,2020-01-10 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-01-16 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-01-22 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-02-04 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-02-19 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-03-26 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-03-30 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-04-08 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-04-16 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-05-13 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-06-03 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-06-23 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-07-10 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-07-22 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-07-24 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-07-28 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-08-03 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-08-05 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-08-17 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-09-11 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-09-14 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-09-25 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-09-28 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-10-09 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-10-15 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-10-19 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-11-13 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-12-10 16:00:00+00:00,True,True,True,True,True
external,16:00,2020-12-30 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-01-22 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-03-01 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-03-15 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-03-23 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-03-29 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-04-06 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-04-27 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-04-28 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-05-11 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-05-24 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-07-08 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-07-20 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-07-22 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-07-29 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-08-09 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-09-09 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-10-14 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-10-29 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-11-25 16:00:00+00:00,True,True,True,True,True
external,16:00,2021-12-23 16:00:00+00:00,True,True,True,True,True
development,05:00,2022-03-28 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-03-31 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-04-13 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-04-20 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-04-28 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-05-02 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-05-19 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-06-02 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-06-17 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-06-21 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-07-05 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-07-06 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-07-29 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-08-04 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-08-18 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-09-06 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-09-13 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-09-14 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-10-03 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-10-17 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-11-01 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-11-23 05:00:00+00:00,True,True,True,True,True
development,05:00,2022-12-05 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-01-10 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-02-17 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-03-16 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-03-17 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-03-22 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-04-10 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-04-13 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-04-28 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-06-26 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-06-29 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-08-23 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-09-26 05:00:00+00:00,True,True,True,True,True
development,05:00,2023-12-19 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-01-03 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-01-12 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-01-16 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-03-08 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-04-16 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-05-23 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-06-25 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-07-09 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-09-27 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-10-11 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-10-16 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-10-24 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-11-06 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-11-20 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-12-11 05:00:00+00:00,True,True,True,True,True
development,05:00,2024-12-25 05:00:00+00:00,True,True,True,True,True
development,09:00,2022-01-03 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-01-20 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-02-04 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-02-11 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-02-22 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-02-28 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-03-14 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-03-17 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-03-30 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-04-20 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-05-30 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-06-02 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-06-23 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-06-27 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-07-06 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-07-07 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-07-11 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-07-25 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-08-10 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-08-25 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-09-05 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-09-06 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-09-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-09-26 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-10-04 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-10-07 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-10-14 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-10-19 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-11-10 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-11-18 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-12-01 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-12-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-12-21 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-12-23 09:00:00+00:00,True,True,True,True,True
development,09:00,2022-12-29 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-01-02 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-01-10 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-02-02 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-02-06 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-02-09 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-02-22 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-03-23 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-03-28 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-04-14 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-04-26 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-05-05 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-05-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-05-15 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-05-19 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-05-26 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-06-05 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-06-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-06-23 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-06-26 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-06-30 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-07-12 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-07-31 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-08-01 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-08-03 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-08-04 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-08-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-08-09 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-09-13 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-09-14 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-10-06 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-10-24 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-10-25 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-11-23 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-11-29 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-12-01 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-12-04 09:00:00+00:00,True,True,True,True,True
development,09:00,2023-12-20 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-01-05 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-01-16 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-01-24 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-02-01 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-02-05 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-02-09 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-02-15 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-03-07 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-03-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-05-23 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-06-25 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-07-18 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-08-08 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-08-22 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-08-30 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-10-04 09:00:00+00:00,True,True,True,True,True
development,09:00,2024-11-20 09:00:00+00:00,True,True,True,True,True
development,10:00,2022-01-03 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-01-20 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-01-27 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-02-01 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-02-04 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-02-11 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-02-23 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-02-28 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-03-10 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-03-16 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-03-17 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-03-28 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-03-30 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-03-31 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-04-07 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-06-02 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-06-15 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-06-27 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-06-28 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-07-21 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-08-23 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-08-25 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-09-05 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-09-06 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-09-29 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-10-04 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-10-06 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-10-19 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-10-20 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-11-10 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-11-17 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-11-18 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-12-08 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-12-21 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-12-23 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-12-26 10:00:00+00:00,True,True,True,True,True
development,10:00,2022-12-29 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-01-02 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-01-09 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-01-10 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-01-11 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-01-18 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-02-01 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-02-02 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-02-06 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-02-09 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-02-14 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-02-20 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-03-23 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-04-14 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-04-25 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-05-05 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-05-19 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-05-22 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-05-25 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-05-26 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-05-31 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-06-02 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-06-06 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-06-08 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-06-15 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-06-26 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-07-12 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-07-18 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-07-19 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-07-28 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-07-31 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-08-03 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-08-04 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-08-08 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-08-09 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-08-16 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-08-23 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-09-05 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-09-13 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-09-14 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-10-06 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-10-18 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-10-19 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-10-25 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-12-04 10:00:00+00:00,True,True,True,True,True
development,10:00,2023-12-20 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-02-01 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-02-08 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-02-28 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-03-07 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-03-08 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-05-08 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-06-13 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-06-27 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-08-22 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-08-30 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-10-04 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-10-28 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-11-05 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-11-13 10:00:00+00:00,True,True,True,True,True
development,10:00,2024-12-13 10:00:00+00:00,True,True,True,True,True
development,16:00,2022-01-14 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-01-20 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-01-24 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-02-01 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-02-25 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-03-21 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-03-23 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-05-30 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-05-31 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-06-09 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-06-14 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-07-06 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-07-18 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-08-22 16:00:00+00:00,True,True,True,True,True
development,16:00,2022-09-07 16:00:00+00:00,True,True,True,True,True
