rule_text,conditions,atoms_repr,selected_n,event_n,event_rate,lift_vs_buy_baseline,wilson_lower,mean_r,pf_r,cum_r,eligible
directional_improvement_range_units >= 0.21471170803 AND initial_risk_range_units >= 0.821954726364,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",7,1,0.14285714285714285,-0.23214285714285715,0.02567895594897479,-0.7802197802197799,0.08974358974359019,-5.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND initial_risk_range_units <= 0.952684811809,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-1.0,0.0,-3.0,False
directional_improvement_range_units >= 0.21471170803 AND initial_risk_range_units >= 0.952684811809,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",5,1,0.2,-0.175,0.03622316096978745,-0.6923076923076918,0.13461538461538528,-3.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND initial_risk_range_units <= 1.31026395801,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",5,1,0.2,-0.175,0.03622316096978745,-1.0,0.0,-5.0,False
directional_improvement_range_units >= 0.21471170803 AND initial_risk_range_units >= 1.31026395801,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",5,1,0.2,-0.175,0.03622316096978745,-1.0,0.0,-5.0,False
directional_improvement_range_units >= 0.21471170803 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",6,2,0.3333333333333333,-0.041666666666666685,0.09676933255921683,-0.7435897435897432,0.10769230769230823,-4.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
directional_improvement_range_units >= 0.21471170803 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",8,2,0.25,-0.125,0.07147768885802763,-0.8076923076923074,0.0769230769230773,-6.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",0,0,,,,,,0.0,False
directional_improvement_range_units >= 0.21471170803 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",5,1,0.2,-0.175,0.03622316096978745,-1.0,0.0,-5.0,False
directional_improvement_range_units >= 0.21471170803 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",6,1,0.16666666666666666,-0.20833333333333334,0.03005258587173032,-0.7435897435897432,0.10769230769230823,-4.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",2,1,0.5,0.125,0.09452865480086614,-1.0,0.0,-2.0,False
directional_improvement_range_units >= 0.21471170803 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",8,2,0.25,-0.125,0.07147768885802763,-0.8076923076923074,0.0769230769230773,-6.461538461538459,False
directional_improvement_range_units >= 0.21471170803 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.21471170802976264, 'quantile': 0.5}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",0,0,,,,,,0.0,False
directional_improvement_range_units <= 0.255466945921 AND initial_risk_range_units <= 0.821954726364,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",4,2,0.5,0.125,0.15003570882017148,-1.0,0.0,-4.0,False
directional_improvement_range_units <= 0.255466945921 AND initial_risk_range_units >= 0.821954726364,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",8,3,0.375,0.0,0.13684175946152105,-0.06373326577557761,0.8980267747590759,-0.5098661262046209,False
directional_improvement_range_units <= 0.255466945921 AND initial_risk_range_units <= 0.952684811809,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",7,3,0.42857142857142855,0.05357142857142855,0.15821692226262685,-0.6185432418842176,0.2783662178017461,-4.3298026931895235,False
directional_improvement_range_units <= 0.255466945921 AND initial_risk_range_units >= 0.952684811809,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",5,2,0.4,0.025000000000000022,0.1176182311592533,-0.036012686603019484,0.9399788556616343,-0.18006343301509742,False
directional_improvement_range_units <= 0.255466945921 AND initial_risk_range_units <= 1.31026395801,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",10,4,0.4,0.025000000000000022,0.16817758120350967,-0.48272358905042767,0.39659551368696544,-4.8272358905042765,False
directional_improvement_range_units <= 0.255466945921 AND initial_risk_range_units >= 1.31026395801,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
directional_improvement_range_units <= 0.255466945921 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
directional_improvement_range_units <= 0.255466945921 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",10,5,0.5,0.125,0.23658959361548731,-0.25098661262046207,0.6414476962564828,-2.5098661262046207,False
directional_improvement_range_units <= 0.255466945921 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",5,2,0.4,0.025000000000000022,0.1176182311592533,-0.5365260471400689,0.32934244107491384,-2.6826302357003446,False
directional_improvement_range_units <= 0.255466945921 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",7,3,0.42857142857142855,0.05357142857142855,0.15821692226262685,-0.26103369864346804,0.6345528218991447,-1.8272358905042763,False
directional_improvement_range_units <= 0.255466945921 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",8,2,0.25,-0.125,0.07147768885802763,-0.710328779462543,0.18819568061423647,-5.682630235700344,False
directional_improvement_range_units <= 0.255466945921 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",4,3,0.75,0.375,0.3006360524426366,0.29319102737393093,1.5863820547478618,1.1727641094957237,False
directional_improvement_range_units <= 0.255466945921 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,0.15868488214982768,1.3173697642996554,0.31736976429965535,False
directional_improvement_range_units <= 0.255466945921 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",10,4,0.4,0.025000000000000022,0.16817758120350967,-0.48272358905042767,0.39659551368696544,-4.8272358905042765,False
directional_improvement_range_units <= 0.255466945921 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",4,1,0.25,-0.125,0.045586062644636216,-0.42065755892508616,0.4391232547665518,-1.6826302357003446,False
directional_improvement_range_units <= 0.255466945921 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",8,4,0.5,0.125,0.21521252682444186,-0.35340448631303456,0.5287940182492873,-2.8272358905042765,False
directional_improvement_range_units <= 0.255466945921 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",8,3,0.375,0.0,0.13684175946152105,-0.39750792912688715,0.46998942783081715,-3.180063433015097,False
directional_improvement_range_units <= 0.255466945921 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'directional_improvement_range_units', 'op': '<=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",4,2,0.5,0.125,0.15003570882017148,-0.33245067329738087,0.5567324356034922,-1.3298026931895235,False
directional_improvement_range_units >= 0.255466945921 AND initial_risk_range_units <= 0.821954726364,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",0,0,,,,,,0.0,False
directional_improvement_range_units >= 0.255466945921 AND initial_risk_range_units >= 0.821954726364,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
directional_improvement_range_units >= 0.255466945921 AND initial_risk_range_units <= 0.952684811809,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
directional_improvement_range_units >= 0.255466945921 AND initial_risk_range_units >= 0.952684811809,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.9526848118094255, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
directional_improvement_range_units >= 0.255466945921 AND initial_risk_range_units <= 1.31026395801,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
directional_improvement_range_units >= 0.255466945921 AND initial_risk_range_units >= 1.31026395801,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 1.3102639580060815, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
directional_improvement_range_units >= 0.255466945921 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
directional_improvement_range_units >= 0.255466945921 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
directional_improvement_range_units >= 0.255466945921 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-0.48717948717948634,0.26923076923077055,-1.461538461538459,False
directional_improvement_range_units >= 0.255466945921 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",1,0,0.0,-0.375,0.0,-1.0,0.0,-1.0,False
directional_improvement_range_units >= 0.255466945921 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
directional_improvement_range_units >= 0.255466945921 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",0,0,,,,,,0.0,False
directional_improvement_range_units >= 0.255466945921 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",2,1,0.5,0.125,0.09452865480086614,-0.23076923076922945,0.5384615384615411,-0.4615384615384589,False
directional_improvement_range_units >= 0.255466945921 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",2,0,0.0,-0.375,0.0,-1.0,0.0,-2.0,False
directional_improvement_range_units >= 0.255466945921 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
directional_improvement_range_units >= 0.255466945921 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",0,0,,,,,,0.0,False
directional_improvement_range_units >= 0.255466945921 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
directional_improvement_range_units >= 0.255466945921 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'directional_improvement_range_units', 'op': '>=', 'threshold': 0.25546694592127517, 'quantile': 0.75}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",0,0,,,,,,0.0,False
initial_risk_range_units <= 0.821954726364 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",0,0,,,,,,0.0,False
initial_risk_range_units <= 0.821954726364 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",4,2,0.5,0.125,0.15003570882017148,-1.0,0.0,-4.0,False
initial_risk_range_units <= 0.821954726364 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",1,1,1.0,0.625,0.20654329147389294,-1.0,0.0,-1.0,False
initial_risk_range_units <= 0.821954726364 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-1.0,0.0,-3.0,False
initial_risk_range_units <= 0.821954726364 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,-1.0,0.0,-2.0,False
initial_risk_range_units <= 0.821954726364 AND structural_target_distance_range_units >= 1.22797163375,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",2,1,0.5,0.125,0.09452865480086614,-1.0,0.0,-2.0,False
initial_risk_range_units <= 0.821954726364 AND structural_reward_r <= 0.80242228366,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",0,0,,,,,,0.0,False
initial_risk_range_units <= 0.821954726364 AND structural_reward_r >= 0.80242228366,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 0.8024222836602144, 'quantile': 0.25}]",4,2,0.5,0.125,0.15003570882017148,-1.0,0.0,-4.0,False
initial_risk_range_units <= 0.821954726364 AND structural_reward_r <= 1.16560173697,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",0,0,,,,,,0.0,False
initial_risk_range_units <= 0.821954726364 AND structural_reward_r >= 1.16560173697,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.1656017369727043, 'quantile': 0.5}]",4,2,0.5,0.125,0.15003570882017148,-1.0,0.0,-4.0,False
initial_risk_range_units <= 0.821954726364 AND structural_reward_r <= 1.35285896624,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '<=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",1,1,1.0,0.625,0.20654329147389294,-1.0,0.0,-1.0,False
initial_risk_range_units <= 0.821954726364 AND structural_reward_r >= 1.35285896624,2,"[{'feature': 'initial_risk_range_units', 'op': '<=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_reward_r', 'op': '>=', 'threshold': 1.3528589662436352, 'quantile': 0.75}]",3,1,0.3333333333333333,-0.041666666666666685,0.0614903152761605,-1.0,0.0,-3.0,False
initial_risk_range_units >= 0.821954726364 AND structural_target_distance_range_units <= 1.01904453724,2,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",4,1,0.25,-0.125,0.045586062644636216,-0.6153846153846148,0.17948717948718038,-2.461538461538459,False
initial_risk_range_units >= 0.821954726364 AND structural_target_distance_range_units >= 1.01904453724,2,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.0190445372434982, 'quantile': 0.25}]",8,3,0.375,0.0,0.13684175946152105,-0.06373326577557761,0.8980267747590759,-0.5098661262046209,False
initial_risk_range_units >= 0.821954726364 AND structural_target_distance_range_units <= 1.10860006597,2,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",7,2,0.2857142857142857,-0.0892857142857143,0.0822171657090155,-0.4491669567484005,0.3711662605522393,-3.1441686972388037,False
initial_risk_range_units >= 0.821954726364 AND structural_target_distance_range_units >= 1.10860006597,2,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '>=', 'threshold': 1.1086000659690294, 'quantile': 0.5}]",5,2,0.4,0.025000000000000022,0.1176182311592533,0.03455282189914475,1.0575880364985746,0.17276410949572374,False
initial_risk_range_units >= 0.821954726364 AND structural_target_distance_range_units <= 1.22797163375,2,"[{'feature': 'initial_risk_range_units', 'op': '>=', 'threshold': 0.8219547263639353, 'quantile': 0.25}, {'feature': 'structural_target_distance_range_units', 'op': '<=', 'threshold': 1.2279716337452877, 'quantile': 0.75}]",10,2,0.2,-0.175,0.056680947980693314,-0.6144168697238803,0.23197891284514954,-6.144168697238803,False
