partition,transition,date_utc,side,k,opp_visits_at_signal,signal_bar_start,signal_ts,previous_session_high,previous_session_low,range,active_session_end,structural_outcome,breakout_side,breakout_ts,minutes_to_terminal
external,LONDON_TO_NEWYORK,2020-03-02,LONG,2,0,2020-03-02 14:00:00+00:00,2020-03-02 14:05:00+00:00,228.0,219.83,8.169999999999987,2020-03-02 20:00:00+00:00,TARGET_BREAK,HIGH,2020-03-02 14:25:00+00:00,20.0
external,ASIA_TO_LONDON,2020-03-05,LONG,1,0,2020-03-05 09:20:00+00:00,2020-03-05 09:25:00+00:00,229.86,224.43,5.430000000000007,2020-03-05 13:30:00+00:00,TARGET_BREAK,HIGH,2020-03-05 09:30:00+00:00,5.0
external,ASIA_TO_LONDON,2020-03-06,LONG,1,0,2020-03-06 10:45:00+00:00,2020-03-06 10:50:00+00:00,237.53,227.6,9.930000000000007,2020-03-06 13:30:00+00:00,TARGET_BREAK,HIGH,2020-03-06 10:55:00+00:00,5.0
external,ASIA_TO_LONDON,2020-03-09,LONG,1,0,2020-03-09 08:40:00+00:00,2020-03-09 08:45:00+00:00,208.52,196.18,12.340000000000003,2020-03-09 13:30:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-03-10,LONG,1,0,2020-03-10 11:30:00+00:00,2020-03-10 11:35:00+00:00,205.0,197.51,7.490000000000009,2020-03-10 13:30:00+00:00,TARGET_BREAK,HIGH,2020-03-10 12:45:00+00:00,70.0
external,ASIA_TO_LONDON,2020-03-10,LONG,2,0,2020-03-10 12:35:00+00:00,2020-03-10 12:40:00+00:00,205.0,197.51,7.490000000000009,2020-03-10 13:30:00+00:00,TARGET_BREAK,HIGH,2020-03-10 12:45:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-03-16,LONG,1,0,2020-03-16 14:25:00+00:00,2020-03-16 14:30:00+00:00,111.98,100.11,11.870000000000005,2020-03-16 20:00:00+00:00,TARGET_BREAK,HIGH,2020-03-16 14:35:00+00:00,5.0
external,ASIA_TO_LONDON,2020-03-25,LONG,1,0,2020-03-25 09:15:00+00:00,2020-03-25 09:20:00+00:00,141.72,134.98,6.740000000000009,2020-03-25 13:30:00+00:00,TARGET_BREAK,HIGH,2020-03-25 09:40:00+00:00,20.0
external,ASIA_TO_LONDON,2020-03-30,LONG,1,0,2020-03-30 10:45:00+00:00,2020-03-30 10:50:00+00:00,131.42,123.93,7.489999999999981,2020-03-30 13:30:00+00:00,TARGET_BREAK,HIGH,2020-03-30 11:10:00+00:00,20.0
external,LONDON_TO_NEWYORK,2020-03-31,LONG,1,0,2020-03-31 15:15:00+00:00,2020-03-31 15:20:00+00:00,133.26,131.0,2.259999999999991,2020-03-31 20:00:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-03-31,LONG,2,0,2020-03-31 19:50:00+00:00,2020-03-31 19:55:00+00:00,133.26,131.0,2.259999999999991,2020-03-31 20:00:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-04-02,LONG,1,0,2020-04-02 12:00:00+00:00,2020-04-02 12:05:00+00:00,138.47,135.0,3.469999999999999,2020-04-02 13:30:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-04-03,LONG,1,0,2020-04-03 08:00:00+00:00,2020-04-03 08:05:00+00:00,145.06,140.21,4.849999999999994,2020-04-03 13:30:00+00:00,TARGET_BREAK,HIGH,2020-04-03 10:05:00+00:00,120.0
external,ASIA_TO_LONDON,2020-04-03,LONG,2,0,2020-04-03 09:55:00+00:00,2020-04-03 10:00:00+00:00,145.06,140.21,4.849999999999994,2020-04-03 13:30:00+00:00,TARGET_BREAK,HIGH,2020-04-03 10:05:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-04-06,LONG,1,0,2020-04-06 13:30:00+00:00,2020-04-06 13:35:00+00:00,158.4,149.06,9.340000000000003,2020-04-06 20:00:00+00:00,TARGET_BREAK,HIGH,2020-04-06 15:45:00+00:00,130.0
external,LONDON_TO_NEWYORK,2020-04-08,LONG,1,0,2020-04-08 17:05:00+00:00,2020-04-08 17:10:00+00:00,171.05,165.99,5.060000000000002,2020-04-08 20:00:00+00:00,TARGET_BREAK,HIGH,2020-04-08 17:15:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-04-21,LONG,1,0,2020-04-21 14:30:00+00:00,2020-04-21 14:35:00+00:00,173.36,167.92,5.440000000000026,2020-04-21 20:00:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-04-22,LONG,1,0,2020-04-22 13:30:00+00:00,2020-04-22 13:35:00+00:00,179.58,174.12,5.460000000000008,2020-04-22 20:00:00+00:00,TARGET_BREAK,HIGH,2020-04-22 13:40:00+00:00,5.0
external,ASIA_TO_LONDON,2020-04-24,LONG,1,0,2020-04-24 09:25:00+00:00,2020-04-24 09:30:00+00:00,189.67,185.0,4.6699999999999875,2020-04-24 13:30:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-04-29,LONG,1,0,2020-04-29 10:10:00+00:00,2020-04-29 10:15:00+00:00,207.4,196.31,11.090000000000003,2020-04-29 13:30:00+00:00,TARGET_BREAK,HIGH,2020-04-29 10:25:00+00:00,10.0
external,ASIA_TO_LONDON,2020-05-06,LONG,1,0,2020-05-06 08:00:00+00:00,2020-05-06 08:05:00+00:00,209.07,201.94,7.1299999999999955,2020-05-06 13:30:00+00:00,TARGET_BREAK,HIGH,2020-05-06 10:30:00+00:00,145.0
external,ASIA_TO_LONDON,2020-05-06,LONG,2,0,2020-05-06 10:20:00+00:00,2020-05-06 10:25:00+00:00,209.07,201.94,7.1299999999999955,2020-05-06 13:30:00+00:00,TARGET_BREAK,HIGH,2020-05-06 10:30:00+00:00,5.0
external,ASIA_TO_LONDON,2020-05-07,LONG,1,0,2020-05-07 13:20:00+00:00,2020-05-07 13:25:00+00:00,208.57,196.14,12.430000000000007,2020-05-07 13:30:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-05-19,LONG,1,0,2020-05-19 08:20:00+00:00,2020-05-19 08:25:00+00:00,215.0,209.32,5.680000000000007,2020-05-19 13:30:00+00:00,TARGET_BREAK,HIGH,2020-05-19 11:20:00+00:00,175.0
external,LONDON_TO_NEWYORK,2020-05-20,LONG,1,0,2020-05-20 13:50:00+00:00,2020-05-20 13:55:00+00:00,214.49,212.63,1.8600000000000136,2020-05-20 20:00:00+00:00,TARGET_BREAK,HIGH,2020-05-20 14:00:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-05-22,LONG,1,0,2020-05-22 15:20:00+00:00,2020-05-22 15:25:00+00:00,204.4,200.7,3.700000000000017,2020-05-22 20:00:00+00:00,TARGET_BREAK,HIGH,2020-05-22 15:30:00+00:00,5.0
external,ASIA_TO_LONDON,2020-05-25,LONG,1,0,2020-05-25 08:00:00+00:00,2020-05-25 08:05:00+00:00,204.29,197.72,6.569999999999993,2020-05-25 13:30:00+00:00,TARGET_BREAK,HIGH,2020-05-25 09:25:00+00:00,80.0
external,LONDON_TO_NEWYORK,2020-06-01,LONG,1,0,2020-06-01 14:45:00+00:00,2020-06-01 14:50:00+00:00,240.7,234.72,5.97999999999999,2020-06-01 20:00:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-06-10,LONG,1,0,2020-06-10 13:35:00+00:00,2020-06-10 13:40:00+00:00,243.96,242.5,1.460000000000008,2020-06-10 20:00:00+00:00,TARGET_BREAK,HIGH,2020-06-10 18:15:00+00:00,275.0
external,LONDON_TO_NEWYORK,2020-06-12,LONG,1,0,2020-06-12 13:40:00+00:00,2020-06-12 13:45:00+00:00,237.89,235.42,2.469999999999999,2020-06-12 20:00:00+00:00,TARGET_BREAK,HIGH,2020-06-12 14:00:00+00:00,15.0
external,ASIA_TO_LONDON,2020-06-19,LONG,1,0,2020-06-19 09:15:00+00:00,2020-06-19 09:20:00+00:00,231.39,226.02,5.369999999999976,2020-06-19 13:30:00+00:00,TARGET_BREAK,HIGH,2020-06-19 12:30:00+00:00,190.0
external,ASIA_TO_LONDON,2020-06-19,LONG,2,0,2020-06-19 12:15:00+00:00,2020-06-19 12:20:00+00:00,231.39,226.02,5.369999999999976,2020-06-19 13:30:00+00:00,TARGET_BREAK,HIGH,2020-06-19 12:30:00+00:00,10.0
external,ASIA_TO_LONDON,2020-06-22,LONG,1,0,2020-06-22 09:00:00+00:00,2020-06-22 09:05:00+00:00,235.89,227.5,8.389999999999986,2020-06-22 13:30:00+00:00,TARGET_BREAK,HIGH,2020-06-22 11:50:00+00:00,165.0
external,LONDON_TO_NEWYORK,2020-06-23,LONG,1,0,2020-06-23 15:35:00+00:00,2020-06-23 15:40:00+00:00,244.2,241.41,2.789999999999992,2020-06-23 20:00:00+00:00,TARGET_BREAK,HIGH,2020-06-23 16:00:00+00:00,20.0
external,ASIA_TO_LONDON,2020-06-25,LONG,1,0,2020-06-25 11:35:00+00:00,2020-06-25 11:40:00+00:00,235.32,227.53,7.789999999999992,2020-06-25 13:30:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-06-29,LONG,1,0,2020-06-29 17:25:00+00:00,2020-06-29 17:30:00+00:00,225.3,221.11,4.189999999999998,2020-06-29 20:00:00+00:00,TARGET_BREAK,HIGH,2020-06-29 17:35:00+00:00,5.0
external,ASIA_TO_LONDON,2020-07-01,LONG,1,0,2020-07-01 08:10:00+00:00,2020-07-01 08:15:00+00:00,226.33,224.01,2.3200000000000216,2020-07-01 13:30:00+00:00,TARGET_BREAK,HIGH,2020-07-01 08:20:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-07-01,LONG,1,0,2020-07-01 13:40:00+00:00,2020-07-01 13:45:00+00:00,229.13,225.49,3.6399999999999864,2020-07-01 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-01 16:00:00+00:00,135.0
external,LONDON_TO_NEWYORK,2020-07-01,LONG,2,0,2020-07-01 14:30:00+00:00,2020-07-01 14:35:00+00:00,229.13,225.49,3.6399999999999864,2020-07-01 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-01 16:00:00+00:00,85.0
external,LONDON_TO_NEWYORK,2020-07-01,LONG,3,0,2020-07-01 15:05:00+00:00,2020-07-01 15:10:00+00:00,229.13,225.49,3.6399999999999864,2020-07-01 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-01 16:00:00+00:00,50.0
external,ASIA_TO_LONDON,2020-07-03,LONG,1,0,2020-07-03 08:05:00+00:00,2020-07-03 08:10:00+00:00,228.13,225.33,2.799999999999983,2020-07-03 13:30:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-07-08,LONG,1,0,2020-07-08 13:45:00+00:00,2020-07-08 13:50:00+00:00,244.78,240.13,4.650000000000006,2020-07-08 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-08 13:55:00+00:00,5.0
external,ASIA_TO_LONDON,2020-07-09,LONG,1,0,2020-07-09 12:55:00+00:00,2020-07-09 13:00:00+00:00,247.85,243.0,4.849999999999994,2020-07-09 13:30:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-07-10,LONG,1,0,2020-07-10 15:15:00+00:00,2020-07-10 15:20:00+00:00,240.45,237.89,2.5600000000000023,2020-07-10 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-10 15:25:00+00:00,5.0
external,ASIA_TO_LONDON,2020-07-14,LONG,1,0,2020-07-14 11:25:00+00:00,2020-07-14 11:30:00+00:00,240.37,236.74,3.6299999999999955,2020-07-14 13:30:00+00:00,TARGET_BREAK,HIGH,2020-07-14 11:35:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-07-14,LONG,1,0,2020-07-14 17:45:00+00:00,2020-07-14 17:50:00+00:00,241.55,237.73,3.8200000000000216,2020-07-14 20:00:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-07-14,LONG,2,0,2020-07-14 19:50:00+00:00,2020-07-14 19:55:00+00:00,241.55,237.73,3.8200000000000216,2020-07-14 20:00:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-07-16,LONG,1,0,2020-07-16 15:20:00+00:00,2020-07-16 15:25:00+00:00,233.29,230.17,3.1200000000000045,2020-07-16 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-16 16:10:00+00:00,45.0
external,ASIA_TO_LONDON,2020-07-17,LONG,1,0,2020-07-17 12:10:00+00:00,2020-07-17 12:15:00+00:00,234.73,231.81,2.9199999999999875,2020-07-17 13:30:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-07-21,LONG,1,0,2020-07-21 08:00:00+00:00,2020-07-21 08:05:00+00:00,242.94,235.52,7.4199999999999875,2020-07-21 13:30:00+00:00,TARGET_BREAK,HIGH,2020-07-21 11:00:00+00:00,175.0
external,ASIA_TO_LONDON,2020-07-24,LONG,1,0,2020-07-24 10:30:00+00:00,2020-07-24 10:35:00+00:00,275.65,268.32,7.329999999999984,2020-07-24 13:30:00+00:00,TARGET_BREAK,HIGH,2020-07-24 10:50:00+00:00,15.0
external,LONDON_TO_NEWYORK,2020-07-31,LONG,1,0,2020-07-31 14:50:00+00:00,2020-07-31 14:55:00+00:00,347.15,336.5,10.649999999999977,2020-07-31 20:00:00+00:00,TARGET_BREAK,HIGH,2020-07-31 15:00:00+00:00,5.0
external,ASIA_TO_LONDON,2020-08-05,LONG,1,0,2020-08-05 09:55:00+00:00,2020-08-05 10:00:00+00:00,394.5,384.31,10.189999999999998,2020-08-05 13:30:00+00:00,TARGET_BREAK,HIGH,2020-08-05 11:10:00+00:00,70.0
external,LONDON_TO_NEWYORK,2020-08-05,LONG,1,0,2020-08-05 16:20:00+00:00,2020-08-05 16:25:00+00:00,402.11,389.5,12.610000000000014,2020-08-05 20:00:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-08-12,LONG,1,0,2020-08-12 08:05:00+00:00,2020-08-12 08:10:00+00:00,381.0,366.05,14.949999999999989,2020-08-12 13:30:00+00:00,TARGET_BREAK,HIGH,2020-08-12 09:55:00+00:00,105.0
external,ASIA_TO_LONDON,2020-08-12,LONG,2,0,2020-08-12 08:30:00+00:00,2020-08-12 08:35:00+00:00,381.0,366.05,14.949999999999989,2020-08-12 13:30:00+00:00,TARGET_BREAK,HIGH,2020-08-12 09:55:00+00:00,80.0
external,ASIA_TO_LONDON,2020-08-12,LONG,3,0,2020-08-12 09:40:00+00:00,2020-08-12 09:45:00+00:00,381.0,366.05,14.949999999999989,2020-08-12 13:30:00+00:00,TARGET_BREAK,HIGH,2020-08-12 09:55:00+00:00,10.0
external,LONDON_TO_NEWYORK,2020-08-17,LONG,1,0,2020-08-17 14:00:00+00:00,2020-08-17 14:05:00+00:00,433.22,422.6,10.620000000000005,2020-08-17 20:00:00+00:00,TARGET_BREAK,HIGH,2020-08-17 15:50:00+00:00,105.0
external,LONDON_TO_NEWYORK,2020-08-20,LONG,1,0,2020-08-20 13:35:00+00:00,2020-08-20 13:40:00+00:00,412.23,403.5,8.730000000000018,2020-08-20 20:00:00+00:00,TARGET_BREAK,HIGH,2020-08-20 14:00:00+00:00,20.0
external,ASIA_TO_LONDON,2020-08-24,LONG,1,0,2020-08-24 08:00:00+00:00,2020-08-24 08:05:00+00:00,399.49,387.64,11.850000000000023,2020-08-24 13:30:00+00:00,TARGET_BREAK,HIGH,2020-08-24 08:10:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-08-27,LONG,1,0,2020-08-27 13:30:00+00:00,2020-08-27 13:35:00+00:00,395.49,381.02,14.470000000000027,2020-08-27 20:00:00+00:00,OPPOSITE_BREAK,LOW,2020-08-27 17:00:00+00:00,205.0
external,ASIA_TO_LONDON,2020-09-14,LONG,1,0,2020-09-14 08:00:00+00:00,2020-09-14 08:05:00+00:00,370.0,355.48,14.519999999999982,2020-09-14 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-14 13:05:00+00:00,300.0
external,ASIA_TO_LONDON,2020-09-14,LONG,2,0,2020-09-14 08:15:00+00:00,2020-09-14 08:20:00+00:00,370.0,355.48,14.519999999999982,2020-09-14 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-14 13:05:00+00:00,285.0
external,ASIA_TO_LONDON,2020-09-14,LONG,3,0,2020-09-14 12:00:00+00:00,2020-09-14 12:05:00+00:00,370.0,355.48,14.519999999999982,2020-09-14 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-14 13:05:00+00:00,60.0
external,LONDON_TO_NEWYORK,2020-09-14,LONG,1,0,2020-09-14 13:30:00+00:00,2020-09-14 13:35:00+00:00,375.95,361.42,14.529999999999973,2020-09-14 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-14 15:20:00+00:00,105.0
external,LONDON_TO_NEWYORK,2020-09-14,LONG,2,0,2020-09-14 14:00:00+00:00,2020-09-14 14:05:00+00:00,375.95,361.42,14.529999999999973,2020-09-14 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-14 15:20:00+00:00,75.0
external,LONDON_TO_NEWYORK,2020-09-14,LONG,3,0,2020-09-14 15:10:00+00:00,2020-09-14 15:15:00+00:00,375.95,361.42,14.529999999999973,2020-09-14 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-14 15:20:00+00:00,5.0
external,ASIA_TO_LONDON,2020-09-16,LONG,1,0,2020-09-16 12:00:00+00:00,2020-09-16 12:05:00+00:00,366.37,354.75,11.620000000000005,2020-09-16 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-16 12:30:00+00:00,25.0
external,LONDON_TO_NEWYORK,2020-09-16,LONG,1,0,2020-09-16 15:35:00+00:00,2020-09-16 15:40:00+00:00,370.6,360.75,9.850000000000023,2020-09-16 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-16 16:05:00+00:00,25.0
external,LONDON_TO_NEWYORK,2020-09-17,LONG,1,0,2020-09-17 18:05:00+00:00,2020-09-17 18:10:00+00:00,384.34,374.15,10.189999999999998,2020-09-17 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-17 18:15:00+00:00,5.0
external,ASIA_TO_LONDON,2020-09-24,LONG,1,0,2020-09-24 09:55:00+00:00,2020-09-24 10:00:00+00:00,328.9,316.37,12.529999999999973,2020-09-24 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-24 10:15:00+00:00,15.0
external,LONDON_TO_NEWYORK,2020-09-25,LONG,1,0,2020-09-25 16:10:00+00:00,2020-09-25 16:15:00+00:00,348.67,337.5,11.170000000000016,2020-09-25 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-25 17:45:00+00:00,90.0
external,LONDON_TO_NEWYORK,2020-09-28,LONG,1,0,2020-09-28 17:30:00+00:00,2020-09-28 17:35:00+00:00,367.65,355.88,11.769999999999982,2020-09-28 20:00:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-09-29,LONG,1,0,2020-09-29 09:05:00+00:00,2020-09-29 09:10:00+00:00,356.0,350.07,5.930000000000007,2020-09-29 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-29 10:20:00+00:00,70.0
external,ASIA_TO_LONDON,2020-09-29,LONG,2,0,2020-09-29 10:10:00+00:00,2020-09-29 10:15:00+00:00,356.0,350.07,5.930000000000007,2020-09-29 13:30:00+00:00,TARGET_BREAK,HIGH,2020-09-29 10:20:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-09-29,LONG,1,0,2020-09-29 14:10:00+00:00,2020-09-29 14:15:00+00:00,358.98,353.9,5.080000000000041,2020-09-29 20:00:00+00:00,OPPOSITE_BREAK,LOW,2020-09-29 16:30:00+00:00,135.0
external,LONDON_TO_NEWYORK,2020-09-29,LONG,2,0,2020-09-29 14:20:00+00:00,2020-09-29 14:25:00+00:00,358.98,353.9,5.080000000000041,2020-09-29 20:00:00+00:00,OPPOSITE_BREAK,LOW,2020-09-29 16:30:00+00:00,125.0
external,LONDON_TO_NEWYORK,2020-09-30,LONG,1,0,2020-09-30 13:30:00+00:00,2020-09-30 13:35:00+00:00,356.1,351.02,5.080000000000041,2020-09-30 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-30 14:10:00+00:00,35.0
external,LONDON_TO_NEWYORK,2020-09-30,LONG,2,0,2020-09-30 14:00:00+00:00,2020-09-30 14:05:00+00:00,356.1,351.02,5.080000000000041,2020-09-30 20:00:00+00:00,TARGET_BREAK,HIGH,2020-09-30 14:10:00+00:00,5.0
external,ASIA_TO_LONDON,2020-10-01,LONG,1,0,2020-10-01 08:00:00+00:00,2020-10-01 08:05:00+00:00,364.23,358.56,5.670000000000016,2020-10-01 13:30:00+00:00,TARGET_BREAK,HIGH,2020-10-01 08:10:00+00:00,5.0
external,LONDON_TO_NEWYORK,2020-10-02,LONG,1,0,2020-10-02 13:45:00+00:00,2020-10-02 13:50:00+00:00,343.4,334.01,9.389999999999986,2020-10-02 20:00:00+00:00,TARGET_BREAK,HIGH,2020-10-02 15:00:00+00:00,70.0
external,LONDON_TO_NEWYORK,2020-10-02,LONG,2,0,2020-10-02 14:05:00+00:00,2020-10-02 14:10:00+00:00,343.4,334.01,9.389999999999986,2020-10-02 20:00:00+00:00,TARGET_BREAK,HIGH,2020-10-02 15:00:00+00:00,50.0
external,LONDON_TO_NEWYORK,2020-10-02,LONG,3,0,2020-10-02 14:20:00+00:00,2020-10-02 14:25:00+00:00,343.4,334.01,9.389999999999986,2020-10-02 20:00:00+00:00,TARGET_BREAK,HIGH,2020-10-02 15:00:00+00:00,35.0
external,LONDON_TO_NEWYORK,2020-10-05,LONG,1,0,2020-10-05 14:00:00+00:00,2020-10-05 14:05:00+00:00,354.2,349.5,4.699999999999989,2020-10-05 20:00:00+00:00,NO_BREAK,,,
external,ASIA_TO_LONDON,2020-10-07,LONG,1,0,2020-10-07 13:00:00+00:00,2020-10-07 13:05:00+00:00,342.21,332.22,9.989999999999952,2020-10-07 13:30:00+00:00,NO_BREAK,,,
external,LONDON_TO_NEWYORK,2020-10-07,LONG,1,0,2020-10-07 15:20:00+00:00,2020-10-07 15:25:00+00:00,342.3,336.52,5.78000000000003,2020-10-07 20:00:00+00:00,NO_BREAK,,,
