event_id,partition,clock_block,regime,label,p10,p15,elig10,elig15,f10_safe,f15_safe,safe_persist,f10_agg,f15_agg,agg_persist
698,reference_validation,00-04,BEAR,GOOD,0.10225550451483169,0.26232980801952727,True,True,False,False,False,False,False,False
699,reference_validation,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
700,reference_validation,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
701,reference_validation,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
702,reference_validation,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
703,reference_validation,00-04,BEAR,GOOD,0.1771105232296164,0.5051821202626546,True,True,False,False,False,False,True,False
704,reference_validation,20-00,SIDEWAYS,BAD,,,False,False,False,False,False,False,False,False
705,reference_validation,20-00,BEAR,GOOD,0.0031914753144282517,0.07550966408548948,True,True,False,False,False,False,False,False
706,reference_validation,16-20,BEAR,GOOD,0.12575014749968616,0.03265943638274257,True,True,False,False,False,False,False,False
707,reference_validation,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
708,reference_validation,20-00,BEAR,BAD,0.36180877312574083,0.7387656073704415,True,True,False,True,False,False,True,False
709,reference_validation,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
710,reference_validation,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
711,reference_validation,20-00,BEAR,GOOD,0.15900669022488165,0.15096744153730254,True,True,False,False,False,False,False,False
713,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
714,reference_validation,00-04,BEAR,GOOD,0.8655248102505156,0.859374570896582,True,True,True,True,True,True,True,True
715,reference_validation,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
716,reference_validation,12-16,BULL,GOOD,0.4464189118577036,0.6946655341702308,True,True,False,True,False,False,True,False
717,reference_validation,12-16,BULL,GOOD,0.26942758173952486,0.39124056525033996,True,True,False,False,False,False,False,False
718,reference_validation,00-04,BULL,BAD,0.3908237507338904,0.8146766147957638,True,True,False,True,False,False,True,False
719,reference_validation,00-04,BEAR,GOOD,0.21587905056409776,,True,False,False,False,False,False,False,False
721,reference_validation,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
722,reference_validation,12-16,BEAR,GOOD,0.4183531107221634,0.09144305365113195,True,True,False,False,False,False,False,False
723,reference_validation,12-16,BEAR,GOOD,0.5801153843198246,0.3178507761548494,True,True,False,False,False,True,False,False
724,reference_validation,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
725,reference_validation,16-20,BULL,GOOD,0.037544512626147525,0.06712143246312263,True,True,False,False,False,False,False,False
726,reference_validation,12-16,BULL,GOOD,0.69301492871438,0.4763802768090297,True,True,True,False,False,True,True,True
727,reference_validation,00-04,BEAR,BAD,0.2895817451643356,0.5448966904112643,True,True,False,False,False,False,True,False
728,reference_validation,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
