event_id,partition,clock_block,regime,label,p10,p15,elig10,elig15,f10_safe,f15_safe,safe_persist,f10_agg,f15_agg,agg_persist
31,external,12-16,SIDEWAYS,GOOD,0.3488222186546916,0.6205789270401505,True,True,False,True,False,False,True,False
32,external,04-08,SIDEWAYS,GOOD,0.09062101732962312,0.3705298597422558,True,True,False,False,False,False,False,False
33,external,08-12,SIDEWAYS,GOOD,0.7371476560139841,0.861105535903074,True,True,True,True,True,True,True,True
34,external,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
35,external,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
36,external,04-08,SIDEWAYS,GOOD,0.07280101155260886,,True,False,False,False,False,False,False,False
37,external,00-04,BULL,GOOD,0.6776874094659868,0.2363164779794629,True,True,True,False,False,True,False,False
38,external,12-16,BULL,GOOD,0.23911517403096794,0.2653153222482606,True,True,False,False,False,False,False,False
39,external,04-08,BULL,GOOD,0.14653830346756477,0.2269334688057459,True,True,False,False,False,False,False,False
40,external,00-04,BULL,GOOD,0.22391226286551813,,True,False,False,False,False,False,False,False
41,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
42,external,08-12,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
45,external,16-20,BULL,GOOD,0.28928618553214225,0.02748791222751683,True,True,False,False,False,False,False,False
46,external,08-12,BULL,GOOD,0.9337177596457062,0.7770558272897238,True,True,True,True,True,True,True,True
47,external,16-20,SIDEWAYS,BAD,0.29610166676421945,0.11853945372810595,True,True,False,False,False,False,False,False
48,external,04-08,BULL,GOOD,0.09608064832951183,0.35582163057759586,True,True,False,False,False,False,False,False
49,external,00-04,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
50,external,12-16,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
51,external,16-20,BEAR,BAD,0.10576514900036185,0.06533164893224418,True,True,False,False,False,False,False,False
52,external,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
53,external,16-20,BULL,GOOD,0.2616657159372758,0.028549607557597036,True,True,False,False,False,False,False,False
54,external,08-12,SIDEWAYS,GOOD,0.12427993844973745,0.40113160261487507,True,True,False,False,False,False,False,False
55,external,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
56,external,20-00,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
57,external,20-00,BULL,GOOD,,,False,False,False,False,False,False,False,False
58,external,00-04,BULL,GOOD,0.10320566720555213,,True,False,False,False,False,False,False,False
60,external,08-12,BULL,BAD,,,False,False,False,False,False,False,False,False
61,external,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
62,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
63,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
64,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
65,external,20-00,BEAR,BAD,0.9057451256219559,0.9423520101898398,True,True,True,True,True,True,True,True
66,external,20-00,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
67,external,08-12,BULL,BAD,0.5992653924212654,0.20105239556301133,True,True,True,False,False,True,False,False
68,external,12-16,BULL,GOOD,0.13810630049029934,0.14351862423798908,True,True,False,False,False,False,False,False
69,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
70,external,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
71,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
72,external,12-16,BULL,GOOD,0.4827146860805854,,True,False,False,False,False,False,False,False
73,external,08-12,BULL,BAD,0.34822321506903986,0.9286833909885368,True,True,False,True,False,False,True,False
74,external,08-12,BULL,GOOD,0.6985668834432153,0.8875761873824812,True,True,True,True,True,True,True,True
75,external,00-04,BULL,GOOD,0.3096986191480225,0.33891739583505687,True,True,False,False,False,False,False,False
76,external,12-16,BULL,GOOD,0.45388606680245364,0.5234359607343064,True,True,False,False,False,False,True,False
77,external,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
78,external,08-12,BULL,GOOD,0.5623209704675627,0.27903000637194875,True,True,False,False,False,True,False,False
79,external,04-08,BULL,BAD,0.22753491128708708,0.10801893787234138,True,True,False,False,False,False,False,False
80,external,12-16,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
81,external,12-16,SIDEWAYS,GOOD,0.32955643741092583,0.3826477551449322,True,True,False,False,False,False,False,False
82,external,08-12,SIDEWAYS,GOOD,0.07064922179314449,,True,False,False,False,False,False,False,False
83,external,12-16,BULL,BAD,0.24893378833498142,0.3826106591711091,True,True,False,False,False,False,False,False
85,external,12-16,BULL,OTHER,,,False,False,False,False,False,False,False,False
86,external,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
87,external,00-04,SIDEWAYS,GOOD,0.5561294269359378,0.23282443507707806,True,True,False,False,False,True,False,False
88,external,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
89,external,12-16,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
90,external,04-08,BULL,GOOD,0.38974174399311895,0.07406336234718204,True,True,False,False,False,False,False,False
91,external,08-12,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
92,external,04-08,SIDEWAYS,GOOD,0.0450679052715301,,True,False,False,False,False,False,False,False
93,external,08-12,SIDEWAYS,GOOD,0.1537246299075369,,True,False,False,False,False,False,False,False
95,external,00-04,BEAR,BAD,0.3218099481734428,0.21549168779971153,True,True,False,False,False,False,False,False
96,external,12-16,BULL,GOOD,0.6236784815726878,0.09305543632823582,True,True,True,False,False,True,False,False
97,external,00-04,BULL,GOOD,0.676922357900101,0.43009146958645794,True,True,True,False,False,True,True,True
98,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
99,external,00-04,BULL,GOOD,0.5137329662090692,0.4471293829044297,True,True,False,False,False,False,True,False
100,external,20-00,BULL,BAD,0.4491862345589045,0.1314512850705689,True,True,False,False,False,False,False,False
101,external,20-00,BULL,GOOD,,,False,False,False,False,False,False,False,False
102,external,12-16,SIDEWAYS,GOOD,0.4366562455765777,0.23548048572665414,True,True,False,False,False,False,False,False
103,external,08-12,SIDEWAYS,BAD,0.7015277092397858,0.9666452140079791,True,True,True,True,True,True,True,True
104,external,00-04,SIDEWAYS,GOOD,0.04060678655985446,0.22036764619884097,True,True,False,False,False,False,False,False
105,external,04-08,BEAR,GOOD,0.1070844867361984,0.10011515200124735,True,True,False,False,False,False,False,False
106,external,16-20,BEAR,BAD,0.02798234923147748,0.006650664555112216,True,True,False,False,False,False,False,False
107,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
108,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
109,external,08-12,BULL,GOOD,0.4242221384081865,0.2113358469804736,True,True,False,False,False,False,False,False
110,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
111,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
112,external,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
113,external,20-00,BULL,GOOD,0.6311248144211352,0.6202783983819989,True,True,True,True,True,True,True,True
114,external,04-08,BULL,GOOD,0.2650230636150418,0.25460599688318036,True,True,False,False,False,False,False,False
115,external,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
117,external,00-04,SIDEWAYS,GOOD,0.2064781482201334,,True,False,False,False,False,False,False,False
118,external,08-12,SIDEWAYS,GOOD,0.12113892424839612,,True,False,False,False,False,False,False,False
119,external,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
120,external,04-08,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
121,external,00-04,SIDEWAYS,GOOD,0.7355084086829488,0.8828576129037219,True,True,True,True,True,True,True,True
122,external,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
123,external,16-20,BULL,BAD,0.020858363047637756,0.0869985573523277,True,True,False,False,False,False,False,False
124,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
125,external,16-20,BEAR,GOOD,0.08237264635280132,0.01734419694201318,True,True,False,False,False,False,False,False
126,external,20-00,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
127,external,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
128,external,08-12,BULL,GOOD,0.528344427410037,0.361629285246368,True,True,False,False,False,False,False,False
129,external,12-16,BEAR,GOOD,0.26500193244830444,0.2422137331556322,True,True,False,False,False,False,False,False
130,external,08-12,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
132,external,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
133,external,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
134,external,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
136,external,04-08,BEAR,GOOD,,,False,False,False,False,False,False,False,False
137,external,16-20,BEAR,GOOD,0.17019718026521244,0.03164198692273731,True,True,False,False,False,False,False,False
138,external,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
139,external,04-08,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
140,external,00-04,BEAR,GOOD,0.04650080245883843,,True,False,False,False,False,False,False,False
141,external,04-08,BEAR,BAD,0.023971886993299583,0.007353668945042529,True,True,False,False,False,False,False,False
144,external,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
145,external,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
146,external,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
147,external,00-04,BEAR,BAD,0.3076374817999984,0.31563570557901677,True,True,False,False,False,False,False,False
148,external,00-04,BULL,GOOD,0.690404145493422,0.8225902081672359,True,True,True,True,True,True,True,True
149,external,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
150,external,16-20,BEAR,GOOD,0.014754578268613015,0.10677449693361274,True,True,False,False,False,False,False,False
151,external,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
153,external,08-12,BEAR,GOOD,0.6877395619258582,0.7339682756381096,True,True,True,True,True,True,True,True
154,external,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
155,external,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
156,external,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
157,external,08-12,BEAR,GOOD,,,False,False,False,False,False,False,False,False
158,external,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
159,external,12-16,BULL,GOOD,0.20322321631040044,0.1952287339982239,True,True,False,False,False,False,False,False
160,external,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
161,external,16-20,BULL,GOOD,0.4060825641483518,0.3380290584585906,True,True,False,False,False,False,False,False
163,external,04-08,BEAR,GOOD,0.0777642754218651,,True,False,False,False,False,False,False,False
166,external,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
167,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
168,external,04-08,BEAR,GOOD,,,False,False,False,False,False,False,False,False
169,external,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
170,external,16-20,BULL,GOOD,0.0198780106613119,,True,False,False,False,False,False,False,False
171,external,08-12,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
172,external,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
173,external,08-12,BULL,GOOD,0.1906882000329166,,True,False,False,False,False,False,False,False
175,external,00-04,BULL,GOOD,0.36556764530033303,0.17227877429114632,True,True,False,False,False,False,False,False
176,external,08-12,BULL,BAD,0.35401914896358366,0.9085834818115874,True,True,False,True,False,False,True,False
177,external,12-16,BULL,GOOD,0.8394989210950153,0.9463160951113201,True,True,True,True,True,True,True,True
178,external,12-16,BULL,OTHER,,,False,False,False,False,False,False,False,False
179,external,08-12,BULL,BAD,0.8580546395854984,0.7273206728869492,True,True,True,True,True,True,True,True
180,external,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
181,external,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
182,external,16-20,SIDEWAYS,BAD,0.8653126337128966,0.9763081481782344,True,True,True,True,True,True,True,True
184,external,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
185,external,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
186,external,12-16,BULL,BAD,0.18990276048710084,0.13652318181927964,True,True,False,False,False,False,False,False
187,external,20-00,BULL,GOOD,0.07304368708848231,0.5233057616810936,True,True,False,False,False,False,True,False
188,external,00-04,BEAR,GOOD,0.4729867327097768,0.4801871108428454,True,True,False,False,False,False,True,False
189,external,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
190,external,04-08,BEAR,GOOD,0.020995807535935267,,True,False,False,False,False,False,False,False
191,external,08-12,BEAR,GOOD,0.01812675752787133,,True,False,False,False,False,False,False,False
192,external,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
193,external,20-00,BEAR,GOOD,0.30117699297457456,0.6421635058569659,True,True,False,True,False,False,True,False
194,external,16-20,BEAR,BAD,0.0372484560991265,0.00908363992317298,True,True,False,False,False,False,False,False
195,external,08-12,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
196,external,04-08,BEAR,GOOD,,,False,False,False,False,False,False,False,False
197,external,04-08,SIDEWAYS,GOOD,0.461891706464942,0.7488942064518136,True,True,False,True,False,False,True,False
198,external,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
199,external,20-00,BULL,GOOD,0.10190979128653395,0.5024986819855873,True,True,False,False,False,False,True,False
201,external,20-00,BEAR,GOOD,0.2572770397167768,0.11302559265973924,True,True,False,False,False,False,False,False
202,development,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
203,development,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
204,development,12-16,BEAR,GOOD,0.18437312050508606,0.09314783497084277,True,True,False,False,False,False,False,False
205,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
206,development,08-12,BULL,BAD,0.6551245614041296,0.6534644184854119,True,True,True,True,True,True,True,True
207,development,08-12,BULL,GOOD,0.6966165458520016,0.402094344978784,True,True,True,False,False,True,False,False
208,development,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
209,development,16-20,BULL,GOOD,0.07879318740130833,0.1578711804801323,True,True,False,False,False,False,False,False
210,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
211,development,16-20,BEAR,GOOD,0.12700357194529363,0.029288432628372458,True,True,False,False,False,False,False,False
212,development,00-04,BULL,GOOD,0.5129942333284805,0.25590420895023047,True,True,False,False,False,False,False,False
213,development,12-16,BEAR,GOOD,0.9074771162610226,0.3548140493863302,True,True,True,False,False,True,False,False
214,development,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
215,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
216,development,00-04,BULL,GOOD,0.5541876204612516,0.2485339106502826,True,True,False,False,False,True,False,False
217,development,08-12,BEAR,GOOD,,,False,False,False,False,False,False,False,False
218,development,16-20,BULL,GOOD,0.361063749290683,0.2623344441914078,True,True,False,False,False,False,False,False
220,development,12-16,BEAR,GOOD,0.5040014179857667,0.7236825977397945,True,True,False,True,False,False,True,False
221,development,04-08,BULL,OTHER,,,False,False,False,False,False,False,False,False
222,development,08-12,BEAR,GOOD,,,False,False,False,False,False,False,False,False
223,development,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
224,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
225,development,16-20,BEAR,GOOD,0.013164676625872578,0.15225584732413816,True,True,False,False,False,False,False,False
226,development,12-16,BEAR,BAD,0.7168461574052967,,True,False,True,False,False,True,False,False
227,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
228,development,16-20,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
230,development,08-12,BEAR,GOOD,0.5881817303878452,0.392457472863129,True,True,False,False,False,True,False,False
232,development,12-16,SIDEWAYS,GOOD,0.36876240895421536,0.0972148321340226,True,True,False,False,False,False,False,False
233,development,12-16,BEAR,GOOD,0.5748202786565825,0.2190160422087388,True,True,False,False,False,True,False,False
235,development,08-12,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
237,development,12-16,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
238,development,08-12,BULL,GOOD,,,False,False,False,False,False,False,False,False
240,development,12-16,BEAR,GOOD,0.0851471643365837,,True,False,False,False,False,False,False,False
241,development,00-04,BEAR,GOOD,0.3293284076405233,,True,False,False,False,False,False,False,False
243,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
244,development,00-04,BEAR,GOOD,0.8153721711610715,0.8530359922381884,True,True,True,True,True,True,True,True
246,development,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
247,development,00-04,BULL,GOOD,0.4179961211211345,0.43909383365290094,True,True,False,False,False,False,True,False
248,development,16-20,BULL,OTHER,,,False,False,False,False,False,False,False,False
249,development,08-12,BEAR,BAD,0.7122162963500848,0.6540911764846175,True,True,True,True,True,True,True,True
250,development,12-16,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
251,development,20-00,BEAR,GOOD,0.2227531647943988,0.07746467667758711,True,True,False,False,False,False,False,False
252,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
254,development,12-16,SIDEWAYS,BAD,0.46354982869345374,0.6083313250768785,True,True,False,True,False,False,True,False
255,development,12-16,BULL,BAD,0.8208933861278466,0.8136130214175276,True,True,True,True,True,True,True,True
256,development,00-04,BULL,BAD,0.6208324904854727,0.8705920267072735,True,True,True,True,True,True,True,True
257,development,04-08,SIDEWAYS,GOOD,0.3091385671905368,0.660065126302493,True,True,False,True,False,False,True,False
258,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
259,development,04-08,BULL,GOOD,0.1426727944834305,0.06710848977133711,True,True,False,False,False,False,False,False
260,development,16-20,BULL,BAD,0.9981145838518648,,True,False,True,False,False,True,False,False
262,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
263,development,08-12,BEAR,OTHER,,,False,False,False,False,False,False,False,False
264,development,12-16,BULL,GOOD,0.47369115448996324,0.4869926205373949,True,True,False,False,False,False,True,False
265,development,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
266,development,08-12,SIDEWAYS,OTHER,,,False,False,False,False,False,False,False,False
268,development,08-12,SIDEWAYS,BAD,0.6947509473283148,0.8431799842696276,True,True,True,True,True,True,True,True
269,development,16-20,BEAR,GOOD,0.48745871307469124,0.3309602004219964,True,True,False,False,False,False,False,False
270,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
271,development,12-16,BULL,GOOD,0.4052864812277035,0.36353887447693867,True,True,False,False,False,False,False,False
272,development,12-16,BEAR,GOOD,0.7113089259518481,0.4109081483411196,True,True,True,False,False,True,True,True
273,development,20-00,BEAR,GOOD,0.45601207666665183,0.16615343083000245,True,True,False,False,False,False,False,False
274,development,16-20,BEAR,GOOD,0.1104872955661311,0.016469635782419393,True,True,False,False,False,False,False,False
275,development,00-04,BEAR,GOOD,0.2121741090437348,0.17841677875676945,True,True,False,False,False,False,False,False
276,development,08-12,BEAR,BAD,0.5494693389519317,0.4123581190348831,True,True,False,False,False,True,True,True
277,development,08-12,BEAR,GOOD,0.4580616306503424,,True,False,False,False,False,False,False,False
278,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
279,development,20-00,BEAR,GOOD,0.3760233555505287,0.2924927722678173,True,True,False,False,False,False,False,False
280,development,00-04,BEAR,GOOD,,,False,False,False,False,False,False,False,False
281,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
282,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
283,development,08-12,BEAR,GOOD,,,False,False,False,False,False,False,False,False
286,development,00-04,BEAR,BAD,0.6905995308495239,0.7634054399660509,True,True,True,True,True,True,True,True
287,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
288,development,20-00,BEAR,BAD,0.4576908749024008,0.5289235689362493,True,True,False,False,False,False,True,False
290,development,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
291,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
292,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
293,development,20-00,BEAR,GOOD,0.1148538229502125,,True,False,False,False,False,False,False,False
294,development,16-20,BEAR,GOOD,0.07832570374916445,,True,False,False,False,False,False,False,False
295,development,20-00,BEAR,GOOD,,,False,False,False,False,False,False,False,False
296,development,04-08,BEAR,GOOD,0.16552330534246062,0.04706621218977585,True,True,False,False,False,False,False,False
297,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
298,development,12-16,BEAR,GOOD,0.2533695764789161,0.30243280522943555,True,True,False,False,False,False,False,False
299,development,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
300,development,04-08,BULL,GOOD,0.173298258437292,0.3074530804429061,True,True,False,False,False,False,False,False
301,development,08-12,BULL,GOOD,0.5611754515744467,0.6883941301629134,True,True,False,True,False,True,True,True
303,development,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
304,development,20-00,SIDEWAYS,GOOD,0.4263584826263224,0.19995172667017994,True,True,False,False,False,False,False,False
305,development,12-16,BEAR,GOOD,0.3467980455464668,0.07444239202040584,True,True,False,False,False,False,False,False
307,development,08-12,BULL,GOOD,0.5048525237851187,0.587040841241522,True,True,False,False,False,False,True,False
308,development,12-16,SIDEWAYS,GOOD,0.5925651906046849,0.534025130091382,True,True,True,False,False,True,True,True
309,development,08-12,BEAR,GOOD,,,False,False,False,False,False,False,False,False
310,development,12-16,BEAR,GOOD,0.5397508947895697,0.305197706410254,True,True,False,False,False,False,False,False
311,development,00-04,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
312,development,12-16,BULL,GOOD,0.2880315961194931,,True,False,False,False,False,False,False,False
313,development,12-16,BULL,GOOD,0.28290984002007347,0.4763017621293336,True,True,False,False,False,False,True,False
314,development,08-12,BULL,GOOD,0.1898385561251653,0.08566996243705653,True,True,False,False,False,False,False,False
315,development,00-04,BULL,OTHER,,,False,False,False,False,False,False,False,False
316,development,16-20,BULL,GOOD,0.27881793127188226,0.4872372809583486,True,True,False,False,False,False,True,False
317,development,12-16,BULL,BAD,0.5898635948838399,0.7374503908410757,True,True,True,True,True,True,True,True
318,development,08-12,BULL,OTHER,,,False,False,False,False,False,False,False,False
319,development,20-00,BULL,OTHER,,,False,False,False,False,False,False,False,False
320,development,12-16,BULL,BAD,0.9406511706598042,0.8994667512009044,True,True,True,True,True,True,True,True
321,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
322,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
323,development,20-00,BEAR,GOOD,0.049871180837657236,,True,False,False,False,False,False,False,False
324,development,16-20,BEAR,GOOD,0.03616829354819358,,True,False,False,False,False,False,False,False
325,development,16-20,BEAR,GOOD,,,False,False,False,False,False,False,False,False
326,development,00-04,SIDEWAYS,GOOD,,,False,False,False,False,False,False,False,False
327,development,16-20,BEAR,OTHER,,,False,False,False,False,False,False,False,False
329,development,12-16,BEAR,OTHER,,,False,False,False,False,False,False,False,False
330,development,04-08,BEAR,BAD,0.9045818632399492,0.8437187230749478,True,True,True,True,True,True,True,True
331,development,20-00,BEAR,GOOD,0.15533134688479694,0.3221598796166623,True,True,False,False,False,False,False,False
332,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
334,development,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
335,development,00-04,BULL,GOOD,,,False,False,False,False,False,False,False,False
336,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
337,development,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
338,development,16-20,BULL,GOOD,0.47740484512504644,0.18194452517780701,True,True,False,False,False,False,False,False
339,development,12-16,BULL,GOOD,,,False,False,False,False,False,False,False,False
340,development,16-20,SIDEWAYS,GOOD,0.3275095700306834,0.10890734090902869,True,True,False,False,False,False,False,False
342,development,16-20,BULL,GOOD,0.134344868356596,0.10512124205131758,True,True,False,False,False,False,False,False
344,development,12-16,SIDEWAYS,BAD,0.872552911225684,0.6312302477384706,True,True,True,True,True,True,True,True
345,development,12-16,BEAR,GOOD,0.8186634194842662,0.9581622644638083,True,True,True,True,True,True,True,True
346,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
348,development,12-16,BEAR,GOOD,0.3175457366767689,,True,False,False,False,False,False,False,False
349,development,04-08,BEAR,OTHER,,,False,False,False,False,False,False,False,False
350,development,20-00,BULL,GOOD,0.24174533545503965,0.27419339369033435,True,True,False,False,False,False,False,False
351,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
352,development,12-16,BEAR,GOOD,,,False,False,False,False,False,False,False,False
353,development,16-20,BEAR,GOOD,0.20497259366971504,0.0865976979801227,True,True,False,False,False,False,False,False
354,development,20-00,BEAR,OTHER,,,False,False,False,False,False,False,False,False
355,development,08-12,BEAR,GOOD,0.4378154209058563,0.06905603718322954,True,True,False,False,False,False,False,False
