variant,tp_multiple,use_be,partition,regime,clock_block,obs_start,obs_end,reclaim_complete_ts,H,L,R4,limit_px,hard_stop_px,filled,cancel_reason,fill_ts,entry_px,initial_risk_px,initial_risk_pct,target_px,exit_ts,exit_px,exit_reason,gross_return,net_pnl_usd,hold_minutes,rebreak_confirmed
B_R2_BE,2.0,True,reference_validation,BULL,00-04,2025-06-04 00:00:00+00:00,2025-06-04 04:00:00+00:00,2025-06-04 00:50:00+00:00,106208.0,105200.4,1007.6000000000058,105250.78,105452.29999999999,True,,2025-06-04 00:50:00+00:00,105308.9,143.39999999999418,0.0013617082696713591,105022.1,2025-06-04 01:00:00+00:00,105428.0,EARLY_HOLD_EXIT,-0.0011309585419656443,-0.9654792709828222,10.0,False
A_R1,1.0,False,reference_validation,BEAR,04-08,2025-06-05 04:00:00+00:00,2025-06-05 08:00:00+00:00,2025-06-05 06:00:00+00:00,105225.6,104594.8,630.8000000000029,104626.34,104752.5,True,,2025-06-05 06:00:00+00:00,104626.34,126.16000000000349,0.001205814902824695,104500.18,2025-06-05 06:15:00+00:00,104500.18,TP,0.001205814902824695,0.20290745141234745,15.0,True
A_R1_5,1.5,False,reference_validation,BEAR,04-08,2025-06-05 04:00:00+00:00,2025-06-05 08:00:00+00:00,2025-06-05 06:00:00+00:00,105225.6,104594.8,630.8000000000029,104626.34,104752.5,True,,2025-06-05 06:00:00+00:00,104626.34,126.16000000000349,0.001205814902824695,104437.09999999999,2025-06-05 06:40:00+00:00,104437.09999999999,TP,0.0018087223542370425,0.5043611771185212,40.0,True
A_R2,2.0,False,reference_validation,BEAR,04-08,2025-06-05 04:00:00+00:00,2025-06-05 08:00:00+00:00,2025-06-05 06:00:00+00:00,105225.6,104594.8,630.8000000000029,104626.34,104752.5,True,,2025-06-05 06:00:00+00:00,104626.34,126.16000000000349,0.001205814902824695,104374.01999999999,2025-06-05 06:40:00+00:00,104374.01999999999,TP,0.00241162980564939,0.8058149028246949,40.0,True
B_R1_BE,1.0,True,reference_validation,BEAR,04-08,2025-06-05 04:00:00+00:00,2025-06-05 08:00:00+00:00,2025-06-05 06:00:00+00:00,105225.6,104594.8,630.8000000000029,104626.34,104752.5,True,,2025-06-05 06:00:00+00:00,104626.34,126.16000000000349,0.001205814902824695,104500.18,2025-06-05 06:15:00+00:00,104500.18,TP,0.001205814902824695,0.20290745141234745,15.0,True
B_R1_5_BE,1.5,True,reference_validation,BEAR,04-08,2025-06-05 04:00:00+00:00,2025-06-05 08:00:00+00:00,2025-06-05 06:00:00+00:00,105225.6,104594.8,630.8000000000029,104626.34,104752.5,True,,2025-06-05 06:00:00+00:00,104626.34,126.16000000000349,0.001205814902824695,104437.09999999999,2025-06-05 06:30:00+00:00,104626.34,BE_STOP,0.0,-0.4,30.0,True
B_R2_BE,2.0,True,reference_validation,BEAR,04-08,2025-06-05 04:00:00+00:00,2025-06-05 08:00:00+00:00,2025-06-05 06:00:00+00:00,105225.6,104594.8,630.8000000000029,104626.34,104752.5,True,,2025-06-05 06:00:00+00:00,104626.34,126.16000000000349,0.001205814902824695,104374.01999999999,2025-06-05 06:30:00+00:00,104626.34,BE_STOP,0.0,-0.4,30.0,True
A_R1,1.0,False,reference_validation,BULL,08-12,2025-06-08 08:00:00+00:00,2025-06-08 12:00:00+00:00,2025-06-08 09:05:00+00:00,105617.2,105358.2,259.0,105371.15,105422.95,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,reference_validation,BULL,08-12,2025-06-08 08:00:00+00:00,2025-06-08 12:00:00+00:00,2025-06-08 09:05:00+00:00,105617.2,105358.2,259.0,105371.15,105422.95,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,reference_validation,BULL,08-12,2025-06-08 08:00:00+00:00,2025-06-08 12:00:00+00:00,2025-06-08 09:05:00+00:00,105617.2,105358.2,259.0,105371.15,105422.95,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,reference_validation,BULL,08-12,2025-06-08 08:00:00+00:00,2025-06-08 12:00:00+00:00,2025-06-08 09:05:00+00:00,105617.2,105358.2,259.0,105371.15,105422.95,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,reference_validation,BULL,08-12,2025-06-08 08:00:00+00:00,2025-06-08 12:00:00+00:00,2025-06-08 09:05:00+00:00,105617.2,105358.2,259.0,105371.15,105422.95,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,reference_validation,BULL,08-12,2025-06-08 08:00:00+00:00,2025-06-08 12:00:00+00:00,2025-06-08 09:05:00+00:00,105617.2,105358.2,259.0,105371.15,105422.95,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,reference_validation,BULL,04-08,2025-06-10 04:00:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 05:45:00+00:00,110280.0,109340.0,940.0,109387.0,109575.0,True,,2025-06-10 05:45:00+00:00,109387.0,188.0,0.001718668580361469,109199.0,2025-06-10 05:55:00+00:00,109199.0,TP,0.001718668580361469,0.45933429018073446,10.0,True
A_R1_5,1.5,False,reference_validation,BULL,04-08,2025-06-10 04:00:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 05:45:00+00:00,110280.0,109340.0,940.0,109387.0,109575.0,True,,2025-06-10 05:45:00+00:00,109387.0,188.0,0.001718668580361469,109105.0,2025-06-10 06:10:00+00:00,109105.0,TP,0.0025780028705422032,0.8890014352711016,25.0,True
A_R2,2.0,False,reference_validation,BULL,04-08,2025-06-10 04:00:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 05:45:00+00:00,110280.0,109340.0,940.0,109387.0,109575.0,True,,2025-06-10 05:45:00+00:00,109387.0,188.0,0.001718668580361469,109011.0,2025-06-10 06:45:00+00:00,109575.0,HARD_STOP,-0.001718668580361469,-1.2593342901807345,60.0,True
B_R1_BE,1.0,True,reference_validation,BULL,04-08,2025-06-10 04:00:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 05:45:00+00:00,110280.0,109340.0,940.0,109387.0,109575.0,True,,2025-06-10 05:45:00+00:00,109387.0,188.0,0.001718668580361469,109199.0,2025-06-10 05:55:00+00:00,109199.0,TP,0.001718668580361469,0.45933429018073446,10.0,True
B_R1_5_BE,1.5,True,reference_validation,BULL,04-08,2025-06-10 04:00:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 05:45:00+00:00,110280.0,109340.0,940.0,109387.0,109575.0,True,,2025-06-10 05:45:00+00:00,109387.0,188.0,0.001718668580361469,109105.0,2025-06-10 06:10:00+00:00,109105.0,TP,0.0025780028705422032,0.8890014352711016,25.0,True
B_R2_BE,2.0,True,reference_validation,BULL,04-08,2025-06-10 04:00:00+00:00,2025-06-10 08:00:00+00:00,2025-06-10 05:45:00+00:00,110280.0,109340.0,940.0,109387.0,109575.0,True,,2025-06-10 05:45:00+00:00,109387.0,188.0,0.001718668580361469,109011.0,2025-06-10 06:35:00+00:00,109387.0,BE_STOP,0.0,-0.4,50.0,True
A_R1,1.0,False,reference_validation,BULL,20-00,2025-06-11 20:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-11 22:50:00+00:00,109776.5,108331.7,1444.800000000003,108403.94,108692.9,True,,2025-06-11 22:50:00+00:00,108403.94,288.95999999999185,0.002665585771144405,108114.98000000001,2025-06-11 23:00:00+00:00,108399.5,EARLY_HOLD_EXIT,4.095792090215843e-05,-0.3795210395489208,10.0,False
A_R1_5,1.5,False,reference_validation,BULL,20-00,2025-06-11 20:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-11 22:50:00+00:00,109776.5,108331.7,1444.800000000003,108403.94,108692.9,True,,2025-06-11 22:50:00+00:00,108403.94,288.95999999999185,0.002665585771144405,107970.50000000001,2025-06-11 23:00:00+00:00,108399.5,EARLY_HOLD_EXIT,4.095792090215843e-05,-0.3795210395489208,10.0,False
A_R2,2.0,False,reference_validation,BULL,20-00,2025-06-11 20:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-11 22:50:00+00:00,109776.5,108331.7,1444.800000000003,108403.94,108692.9,True,,2025-06-11 22:50:00+00:00,108403.94,288.95999999999185,0.002665585771144405,107826.02000000002,2025-06-11 23:00:00+00:00,108399.5,EARLY_HOLD_EXIT,4.095792090215843e-05,-0.3795210395489208,10.0,False
B_R1_BE,1.0,True,reference_validation,BULL,20-00,2025-06-11 20:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-11 22:50:00+00:00,109776.5,108331.7,1444.800000000003,108403.94,108692.9,True,,2025-06-11 22:50:00+00:00,108403.94,288.95999999999185,0.002665585771144405,108114.98000000001,2025-06-11 23:00:00+00:00,108399.5,EARLY_HOLD_EXIT,4.095792090215843e-05,-0.3795210395489208,10.0,False
B_R1_5_BE,1.5,True,reference_validation,BULL,20-00,2025-06-11 20:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-11 22:50:00+00:00,109776.5,108331.7,1444.800000000003,108403.94,108692.9,True,,2025-06-11 22:50:00+00:00,108403.94,288.95999999999185,0.002665585771144405,107970.50000000001,2025-06-11 23:00:00+00:00,108399.5,EARLY_HOLD_EXIT,4.095792090215843e-05,-0.3795210395489208,10.0,False
B_R2_BE,2.0,True,reference_validation,BULL,20-00,2025-06-11 20:00:00+00:00,2025-06-12 00:00:00+00:00,2025-06-11 22:50:00+00:00,109776.5,108331.7,1444.800000000003,108403.94,108692.9,True,,2025-06-11 22:50:00+00:00,108403.94,288.95999999999185,0.002665585771144405,107826.02000000002,2025-06-11 23:00:00+00:00,108399.5,EARLY_HOLD_EXIT,4.095792090215843e-05,-0.3795210395489208,10.0,False
A_R1,1.0,False,reference_validation,BEAR,16-20,2025-06-14 16:00:00+00:00,2025-06-14 20:00:00+00:00,2025-06-14 17:10:00+00:00,105084.2,104570.0,514.1999999999971,104595.71,104698.55,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,reference_validation,BEAR,16-20,2025-06-14 16:00:00+00:00,2025-06-14 20:00:00+00:00,2025-06-14 17:10:00+00:00,105084.2,104570.0,514.1999999999971,104595.71,104698.55,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,reference_validation,BEAR,16-20,2025-06-14 16:00:00+00:00,2025-06-14 20:00:00+00:00,2025-06-14 17:10:00+00:00,105084.2,104570.0,514.1999999999971,104595.71,104698.55,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,reference_validation,BEAR,16-20,2025-06-14 16:00:00+00:00,2025-06-14 20:00:00+00:00,2025-06-14 17:10:00+00:00,105084.2,104570.0,514.1999999999971,104595.71,104698.55,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,reference_validation,BEAR,16-20,2025-06-14 16:00:00+00:00,2025-06-14 20:00:00+00:00,2025-06-14 17:10:00+00:00,105084.2,104570.0,514.1999999999971,104595.71,104698.55,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,reference_validation,BEAR,16-20,2025-06-14 16:00:00+00:00,2025-06-14 20:00:00+00:00,2025-06-14 17:10:00+00:00,105084.2,104570.0,514.1999999999971,104595.71,104698.55,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,reference_validation,BEAR,08-12,2025-06-15 08:00:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 09:00:00+00:00,106099.4,105137.0,962.3999999999942,105185.12,105377.6,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,reference_validation,BEAR,08-12,2025-06-15 08:00:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 09:00:00+00:00,106099.4,105137.0,962.3999999999942,105185.12,105377.6,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,reference_validation,BEAR,08-12,2025-06-15 08:00:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 09:00:00+00:00,106099.4,105137.0,962.3999999999942,105185.12,105377.6,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,reference_validation,BEAR,08-12,2025-06-15 08:00:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 09:00:00+00:00,106099.4,105137.0,962.3999999999942,105185.12,105377.6,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,reference_validation,BEAR,08-12,2025-06-15 08:00:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 09:00:00+00:00,106099.4,105137.0,962.3999999999942,105185.12,105377.6,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,reference_validation,BEAR,08-12,2025-06-15 08:00:00+00:00,2025-06-15 12:00:00+00:00,2025-06-15 09:00:00+00:00,106099.4,105137.0,962.3999999999942,105185.12,105377.6,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,reference_validation,BEAR,16-20,2025-06-17 16:00:00+00:00,2025-06-17 20:00:00+00:00,2025-06-17 17:35:00+00:00,105816.5,104068.0,1748.5,104155.425,104505.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,reference_validation,BEAR,16-20,2025-06-17 16:00:00+00:00,2025-06-17 20:00:00+00:00,2025-06-17 17:35:00+00:00,105816.5,104068.0,1748.5,104155.425,104505.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,reference_validation,BEAR,16-20,2025-06-17 16:00:00+00:00,2025-06-17 20:00:00+00:00,2025-06-17 17:35:00+00:00,105816.5,104068.0,1748.5,104155.425,104505.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,reference_validation,BEAR,16-20,2025-06-17 16:00:00+00:00,2025-06-17 20:00:00+00:00,2025-06-17 17:35:00+00:00,105816.5,104068.0,1748.5,104155.425,104505.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,reference_validation,BEAR,16-20,2025-06-17 16:00:00+00:00,2025-06-17 20:00:00+00:00,2025-06-17 17:35:00+00:00,105816.5,104068.0,1748.5,104155.425,104505.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,reference_validation,BEAR,16-20,2025-06-17 16:00:00+00:00,2025-06-17 20:00:00+00:00,2025-06-17 17:35:00+00:00,105816.5,104068.0,1748.5,104155.425,104505.125,False,REBREAK_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,reference_validation,BEAR,08-12,2025-06-18 08:00:00+00:00,2025-06-18 12:00:00+00:00,2025-06-18 09:50:00+00:00,105500.0,104660.0,840.0,104702.0,104870.0,True,,2025-06-18 09:50:00+00:00,104702.0,168.0,0.0016045538767167772,104534.0,2025-06-18 10:05:00+00:00,104534.0,TP,0.0016045538767167772,0.4022769383583885,15.0,True
A_R1_5,1.5,False,reference_validation,BEAR,08-12,2025-06-18 08:00:00+00:00,2025-06-18 12:00:00+00:00,2025-06-18 09:50:00+00:00,105500.0,104660.0,840.0,104702.0,104870.0,True,,2025-06-18 09:50:00+00:00,104702.0,168.0,0.0016045538767167772,104450.0,2025-06-18 10:25:00+00:00,104450.0,TP,0.0024068308150751658,0.8034154075375829,35.0,True
A_R2,2.0,False,reference_validation,BEAR,08-12,2025-06-18 08:00:00+00:00,2025-06-18 12:00:00+00:00,2025-06-18 09:50:00+00:00,105500.0,104660.0,840.0,104702.0,104870.0,True,,2025-06-18 09:50:00+00:00,104702.0,168.0,0.0016045538767167772,104366.0,2025-06-18 10:40:00+00:00,104366.0,TP,0.0032091077534335544,1.2045538767167772,50.0,True
B_R1_BE,1.0,True,reference_validation,BEAR,08-12,2025-06-18 08:00:00+00:00,2025-06-18 12:00:00+00:00,2025-06-18 09:50:00+00:00,105500.0,104660.0,840.0,104702.0,104870.0,True,,2025-06-18 09:50:00+00:00,104702.0,168.0,0.0016045538767167772,104534.0,2025-06-18 10:05:00+00:00,104534.0,TP,0.0016045538767167772,0.4022769383583885,15.0,True
B_R1_5_BE,1.5,True,reference_validation,BEAR,08-12,2025-06-18 08:00:00+00:00,2025-06-18 12:00:00+00:00,2025-06-18 09:50:00+00:00,105500.0,104660.0,840.0,104702.0,104870.0,True,,2025-06-18 09:50:00+00:00,104702.0,168.0,0.0016045538767167772,104450.0,2025-06-18 10:20:00+00:00,104702.0,BE_STOP,0.0,-0.4,30.0,True
B_R2_BE,2.0,True,reference_validation,BEAR,08-12,2025-06-18 08:00:00+00:00,2025-06-18 12:00:00+00:00,2025-06-18 09:50:00+00:00,105500.0,104660.0,840.0,104702.0,104870.0,True,,2025-06-18 09:50:00+00:00,104702.0,168.0,0.0016045538767167772,104366.0,2025-06-18 10:20:00+00:00,104702.0,BE_STOP,0.0,-0.4,30.0,True
A_R1,1.0,False,reference_validation,BEAR,12-16,2025-06-21 12:00:00+00:00,2025-06-21 16:00:00+00:00,2025-06-21 14:35:00+00:00,103940.6,103401.9,538.7000000000116,103428.83499999999,103536.575,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1_5,1.5,False,reference_validation,BEAR,12-16,2025-06-21 12:00:00+00:00,2025-06-21 16:00:00+00:00,2025-06-21 14:35:00+00:00,103940.6,103401.9,538.7000000000116,103428.83499999999,103536.575,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R2,2.0,False,reference_validation,BEAR,12-16,2025-06-21 12:00:00+00:00,2025-06-21 16:00:00+00:00,2025-06-21 14:35:00+00:00,103940.6,103401.9,538.7000000000116,103428.83499999999,103536.575,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_BE,1.0,True,reference_validation,BEAR,12-16,2025-06-21 12:00:00+00:00,2025-06-21 16:00:00+00:00,2025-06-21 14:35:00+00:00,103940.6,103401.9,538.7000000000116,103428.83499999999,103536.575,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R1_5_BE,1.5,True,reference_validation,BEAR,12-16,2025-06-21 12:00:00+00:00,2025-06-21 16:00:00+00:00,2025-06-21 14:35:00+00:00,103940.6,103401.9,538.7000000000116,103428.83499999999,103536.575,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
B_R2_BE,2.0,True,reference_validation,BEAR,12-16,2025-06-21 12:00:00+00:00,2025-06-21 16:00:00+00:00,2025-06-21 14:35:00+00:00,103940.6,103401.9,538.7000000000116,103428.83499999999,103536.575,False,INVALIDATED_BEFORE_FILL,,,,,,,,NO_TRADE,,,,False
A_R1,1.0,False,reference_validation,BULL,08-12,2025-06-30 08:00:00+00:00,2025-06-30 12:00:00+00:00,2025-06-30 09:10:00+00:00,108500.0,107427.5,1072.5,107481.125,107695.625,True,,2025-06-30 09:10:00+00:00,107603.4,92.22500000000582,0.0008570825828924163,107511.17499999999,2025-06-30 09:20:00+00:00,107592.7,EARLY_HOLD_EXIT,9.943923705010335e-05,-0.35028038147494833,10.0,False
A_R1_5,1.5,False,reference_validation,BULL,08-12,2025-06-30 08:00:00+00:00,2025-06-30 12:00:00+00:00,2025-06-30 09:10:00+00:00,108500.0,107427.5,1072.5,107481.125,107695.625,True,,2025-06-30 09:10:00+00:00,107603.4,92.22500000000582,0.0008570825828924163,107465.06249999999,2025-06-30 09:20:00+00:00,107592.7,EARLY_HOLD_EXIT,9.943923705010335e-05,-0.35028038147494833,10.0,False
A_R2,2.0,False,reference_validation,BULL,08-12,2025-06-30 08:00:00+00:00,2025-06-30 12:00:00+00:00,2025-06-30 09:10:00+00:00,108500.0,107427.5,1072.5,107481.125,107695.625,True,,2025-06-30 09:10:00+00:00,107603.4,92.22500000000582,0.0008570825828924163,107418.94999999998,2025-06-30 09:20:00+00:00,107592.7,EARLY_HOLD_EXIT,9.943923705010335e-05,-0.35028038147494833,10.0,False
B_R1_BE,1.0,True,reference_validation,BULL,08-12,2025-06-30 08:00:00+00:00,2025-06-30 12:00:00+00:00,2025-06-30 09:10:00+00:00,108500.0,107427.5,1072.5,107481.125,107695.625,True,,2025-06-30 09:10:00+00:00,107603.4,92.22500000000582,0.0008570825828924163,107511.17499999999,2025-06-30 09:20:00+00:00,107592.7,EARLY_HOLD_EXIT,9.943923705010335e-05,-0.35028038147494833,10.0,False
B_R1_5_BE,1.5,True,reference_validation,BULL,08-12,2025-06-30 08:00:00+00:00,2025-06-30 12:00:00+00:00,2025-06-30 09:10:00+00:00,108500.0,107427.5,1072.5,107481.125,107695.625,True,,2025-06-30 09:10:00+00:00,107603.4,92.22500000000582,0.0008570825828924163,107465.06249999999,2025-06-30 09:20:00+00:00,107592.7,EARLY_HOLD_EXIT,9.943923705010335e-05,-0.35028038147494833,10.0,False
B_R2_BE,2.0,True,reference_validation,BULL,08-12,2025-06-30 08:00:00+00:00,2025-06-30 12:00:00+00:00,2025-06-30 09:10:00+00:00,108500.0,107427.5,1072.5,107481.125,107695.625,True,,2025-06-30 09:10:00+00:00,107603.4,92.22500000000582,0.0008570825828924163,107418.94999999998,2025-06-30 09:20:00+00:00,107592.7,EARLY_HOLD_EXIT,9.943923705010335e-05,-0.35028038147494833,10.0,False
A_R1,1.0,False,reference_validation,BULL,08-12,2025-07-04 08:00:00+00:00,2025-07-04 12:00:00+00:00,2025-07-04 08:25:00+00:00,109283.2,108661.0,622.1999999999971,108692.11,108816.55,True,,2025-07-04 08:25:00+00:00,108731.3,85.25,0.0007840428653018956,108646.05,2025-07-04 08:35:00+00:00,108736.0,EARLY_HOLD_EXIT,-4.322582365884607e-05,-0.42161291182942306,10.0,False
A_R1_5,1.5,False,reference_validation,BULL,08-12,2025-07-04 08:00:00+00:00,2025-07-04 12:00:00+00:00,2025-07-04 08:25:00+00:00,109283.2,108661.0,622.1999999999971,108692.11,108816.55,True,,2025-07-04 08:25:00+00:00,108731.3,85.25,0.0007840428653018956,108603.425,2025-07-04 08:35:00+00:00,108736.0,EARLY_HOLD_EXIT,-4.322582365884607e-05,-0.42161291182942306,10.0,False
A_R2,2.0,False,reference_validation,BULL,08-12,2025-07-04 08:00:00+00:00,2025-07-04 12:00:00+00:00,2025-07-04 08:25:00+00:00,109283.2,108661.0,622.1999999999971,108692.11,108816.55,True,,2025-07-04 08:25:00+00:00,108731.3,85.25,0.0007840428653018956,108560.8,2025-07-04 08:35:00+00:00,108736.0,EARLY_HOLD_EXIT,-4.322582365884607e-05,-0.42161291182942306,10.0,False
B_R1_BE,1.0,True,reference_validation,BULL,08-12,2025-07-04 08:00:00+00:00,2025-07-04 12:00:00+00:00,2025-07-04 08:25:00+00:00,109283.2,108661.0,622.1999999999971,108692.11,108816.55,True,,2025-07-04 08:25:00+00:00,108731.3,85.25,0.0007840428653018956,108646.05,2025-07-04 08:35:00+00:00,108736.0,EARLY_HOLD_EXIT,-4.322582365884607e-05,-0.42161291182942306,10.0,False
B_R1_5_BE,1.5,True,reference_validation,BULL,08-12,2025-07-04 08:00:00+00:00,2025-07-04 12:00:00+00:00,2025-07-04 08:25:00+00:00,109283.2,108661.0,622.1999999999971,108692.11,108816.55,True,,2025-07-04 08:25:00+00:00,108731.3,85.25,0.0007840428653018956,108603.425,2025-07-04 08:35:00+00:00,108736.0,EARLY_HOLD_EXIT,-4.322582365884607e-05,-0.42161291182942306,10.0,False
B_R2_BE,2.0,True,reference_validation,BULL,08-12,2025-07-04 08:00:00+00:00,2025-07-04 12:00:00+00:00,2025-07-04 08:25:00+00:00,109283.2,108661.0,622.1999999999971,108692.11,108816.55,True,,2025-07-04 08:25:00+00:00,108731.3,85.25,0.0007840428653018956,108560.8,2025-07-04 08:35:00+00:00,108736.0,EARLY_HOLD_EXIT,-4.322582365884607e-05,-0.42161291182942306,10.0,False
A_R1,1.0,False,reference_validation,BEAR,08-12,2025-07-05 08:00:00+00:00,2025-07-05 12:00:00+00:00,2025-07-05 08:55:00+00:00,108368.1,107946.1,422.0,107967.20000000001,108051.6,True,,2025-07-05 08:55:00+00:00,107967.20000000001,84.39999999999418,0.0007817188924043059,107882.80000000002,2025-07-05 09:10:00+00:00,107882.80000000002,TP,0.0007817188924043059,-0.009140553797847062,15.0,True
A_R1_5,1.5,False,reference_validation,BEAR,08-12,2025-07-05 08:00:00+00:00,2025-07-05 12:00:00+00:00,2025-07-05 08:55:00+00:00,108368.1,107946.1,422.0,107967.20000000001,108051.6,True,,2025-07-05 08:55:00+00:00,107967.20000000001,84.39999999999418,0.0007817188924043059,107840.60000000002,2025-07-05 09:20:00+00:00,107840.60000000002,TP,0.0011725783386064587,0.18628916930322936,25.0,True
A_R2,2.0,False,reference_validation,BEAR,08-12,2025-07-05 08:00:00+00:00,2025-07-05 12:00:00+00:00,2025-07-05 08:55:00+00:00,108368.1,107946.1,422.0,107967.20000000001,108051.6,True,,2025-07-05 08:55:00+00:00,107967.20000000001,84.39999999999418,0.0007817188924043059,107798.40000000002,2025-07-05 09:50:00+00:00,108051.6,HARD_STOP,-0.0007817188924043059,-0.790859446202153,55.0,True
B_R1_BE,1.0,True,reference_validation,BEAR,08-12,2025-07-05 08:00:00+00:00,2025-07-05 12:00:00+00:00,2025-07-05 08:55:00+00:00,108368.1,107946.1,422.0,107967.20000000001,108051.6,True,,2025-07-05 08:55:00+00:00,107967.20000000001,84.39999999999418,0.0007817188924043059,107882.80000000002,2025-07-05 09:10:00+00:00,107882.80000000002,TP,0.0007817188924043059,-0.009140553797847062,15.0,True
B_R1_5_BE,1.5,True,reference_validation,BEAR,08-12,2025-07-05 08:00:00+00:00,2025-07-05 12:00:00+00:00,2025-07-05 08:55:00+00:00,108368.1,107946.1,422.0,107967.20000000001,108051.6,True,,2025-07-05 08:55:00+00:00,107967.20000000001,84.39999999999418,0.0007817188924043059,107840.60000000002,2025-07-05 09:20:00+00:00,107840.60000000002,TP,0.0011725783386064587,0.18628916930322936,25.0,True
B_R2_BE,2.0,True,reference_validation,BEAR,08-12,2025-07-05 08:00:00+00:00,2025-07-05 12:00:00+00:00,2025-07-05 08:55:00+00:00,108368.1,107946.1,422.0,107967.20000000001,108051.6,True,,2025-07-05 08:55:00+00:00,107967.20000000001,84.39999999999418,0.0007817188924043059,107798.40000000002,2025-07-05 09:50:00+00:00,107967.20000000001,BE_STOP,0.0,-0.4,55.0,True
A_R1,1.0,False,reference_validation,BULL,08-12,2025-07-10 08:00:00+00:00,2025-07-10 12:00:00+00:00,2025-07-10 10:55:00+00:00,111399.7,110894.2,505.5,110919.47499999999,111020.575,True,,2025-07-10 10:55:00+00:00,110992.3,28.27499999999418,0.0002547474013962606,110964.02500000001,2025-07-10 11:00:00+00:00,111020.575,HARD_STOP,-0.0002547474013962606,-0.5273737006981303,5.0,False
A_R1_5,1.5,False,reference_validation,BULL,08-12,2025-07-10 08:00:00+00:00,2025-07-10 12:00:00+00:00,2025-07-10 10:55:00+00:00,111399.7,110894.2,505.5,110919.47499999999,111020.575,True,,2025-07-10 10:55:00+00:00,110992.3,28.27499999999418,0.0002547474013962606,110949.88750000001,2025-07-10 11:00:00+00:00,111020.575,HARD_STOP,-0.0002547474013962606,-0.5273737006981303,5.0,False
