partition,regime,clock_block,obs_start,obs_end,rebreak_complete_ts,H,L,R4,followthrough_eligible,terminal_type,continuation_terminal_ts,max_down_ext_r4,minutes_to_reclaim,hit_0p025,min_0p025,hit_0p05,min_0p05,hit_0p075,min_0p075,hit_0p1,min_0p1,hit_0p15,min_0p15,hit_0p2,min_0p2,hit_0p25,min_0p25,hit_0p35,min_0p35,hit_0p5,min_0p5
development,BEAR,20-00,2022-07-11 20:00:00+00:00,2022-07-12 00:00:00+00:00,2022-07-11 21:25:00+00:00,20733.8,20384.0,349.7999999999993,True,BLOCK_END,2022-07-12 00:00:00+00:00,1.4694110920526045,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,15.0,True,20.0,True,20.0,True,20.0
development,BEAR,08-12,2022-07-12 08:00:00+00:00,2022-07-12 12:00:00+00:00,2022-07-12 10:00:00+00:00,20048.9,19618.2,430.7000000000007,True,RECLAIM_ABOVE_L,2022-07-12 10:05:00+00:00,0.04922219642442696,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,BULL,12-16,2022-07-17 12:00:00+00:00,2022-07-17 16:00:00+00:00,2022-07-17 13:20:00+00:00,21545.7,21210.1,335.6000000000022,True,RECLAIM_ABOVE_L,2022-07-17 13:25:00+00:00,0.2172228843861661,5.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,
development,BULL,04-08,2022-08-06 04:00:00+00:00,2022-08-06 08:00:00+00:00,2022-08-06 06:45:00+00:00,23341.8,23140.8,201.0,True,RECLAIM_ABOVE_L,2022-08-06 06:50:00+00:00,0.018407960199008595,5.0,False,,False,,False,,False,,False,,False,,False,,False,,False,
development,BULL,04-08,2022-08-15 04:00:00+00:00,2022-08-15 08:00:00+00:00,2022-08-15 07:10:00+00:00,25200.0,24150.0,1050.0,True,BLOCK_END,2022-08-15 08:00:00+00:00,0.2221904761904755,,True,0.0,True,0.0,True,0.0,True,0.0,True,10.0,True,25.0,False,,False,,False,
development,BEAR,08-12,2022-08-17 08:00:00+00:00,2022-08-17 12:00:00+00:00,2022-08-17 08:30:00+00:00,24437.0,23754.0,683.0,True,RECLAIM_ABOVE_L,2022-08-17 08:35:00+00:00,0.017130307467058167,5.0,False,,False,,False,,False,,False,,False,,False,,False,,False,
development,BULL,12-16,2022-08-25 12:00:00+00:00,2022-08-25 16:00:00+00:00,2022-08-25 15:20:00+00:00,21810.9,21601.0,209.90000000000143,True,BLOCK_END,2022-08-25 16:00:00+00:00,0.6002858504049506,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BEAR,20-00,2022-08-28 20:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-28 22:20:00+00:00,20140.0,19942.0,198.0,True,BLOCK_END,2022-08-29 00:00:00+00:00,2.191919191919192,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,40.0
development,SIDEWAYS,08-12,2022-08-31 08:00:00+00:00,2022-08-31 12:00:00+00:00,2022-08-31 09:10:00+00:00,20496.0,20178.9,317.09999999999854,True,RECLAIM_ABOVE_L,2022-08-31 09:15:00+00:00,0.03847366761274293,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,BEAR,04-08,2022-09-01 04:00:00+00:00,2022-09-01 08:00:00+00:00,2022-09-01 07:55:00+00:00,20198.3,19910.0,288.2999999999993,True,BLOCK_END,2022-09-01 08:00:00+00:00,0.13874436351023275,,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,16-20,2022-09-03 16:00:00+00:00,2022-09-03 20:00:00+00:00,2022-09-03 19:50:00+00:00,19894.0,19740.1,153.90000000000146,True,BLOCK_END,2022-09-03 20:00:00+00:00,0.33658219623131114,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BULL,12-16,2022-09-10 12:00:00+00:00,2022-09-10 16:00:00+00:00,2022-09-10 13:20:00+00:00,21384.0,21246.0,138.0,True,RECLAIM_ABOVE_L,2022-09-10 13:30:00+00:00,0.36231884057971014,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,
development,BEAR,12-16,2022-09-15 12:00:00+00:00,2022-09-15 16:00:00+00:00,2022-09-15 14:35:00+00:00,20213.3,20010.2,203.09999999999852,True,BLOCK_END,2022-09-15 16:00:00+00:00,2.7434761201378866,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BEAR,16-20,2022-09-18 16:00:00+00:00,2022-09-18 20:00:00+00:00,2022-09-18 16:40:00+00:00,20019.0,19707.0,312.0,True,RECLAIM_ABOVE_L,2022-09-18 16:55:00+00:00,0.16858974358973894,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BEAR,00-04,2022-09-20 00:00:00+00:00,2022-09-20 04:00:00+00:00,2022-09-20 03:20:00+00:00,19686.3,19408.0,278.2999999999993,True,BLOCK_END,2022-09-20 04:00:00+00:00,0.9328063241106691,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BEAR,08-12,2022-10-02 08:00:00+00:00,2022-10-02 12:00:00+00:00,2022-10-02 11:40:00+00:00,19389.0,19213.6,175.40000000000146,True,BLOCK_END,2022-10-02 12:00:00+00:00,0.2844925883694265,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,10.0,False,,False,
development,BEAR,00-04,2022-10-11 00:00:00+00:00,2022-10-11 04:00:00+00:00,2022-10-11 00:25:00+00:00,19279.9,19000.0,279.90000000000146,True,RECLAIM_ABOVE_L,2022-10-11 00:30:00+00:00,0.11396927474098353,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,12-16,2022-10-12 12:00:00+00:00,2022-10-12 16:00:00+00:00,2022-10-12 12:55:00+00:00,19190.0,19081.3,108.70000000000071,True,RECLAIM_ABOVE_L,2022-10-12 13:25:00+00:00,0.47102115915363746,30.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,True,5.0,True,10.0,False,
development,BEAR,12-16,2022-10-19 12:00:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 13:10:00+00:00,19274.8,19133.4,141.39999999999782,True,RECLAIM_ABOVE_L,2022-10-19 13:15:00+00:00,0.09476661951910652,5.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,
development,BEAR,08-12,2022-10-21 08:00:00+00:00,2022-10-21 12:00:00+00:00,2022-10-21 08:55:00+00:00,19075.1,18982.2,92.89999999999782,True,RECLAIM_ABOVE_L,2022-10-21 09:35:00+00:00,1.0430570505920747,40.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,10.0,True,20.0
development,BULL,20-00,2022-10-29 20:00:00+00:00,2022-10-30 00:00:00+00:00,2022-10-29 23:05:00+00:00,20974.9,20743.2,231.70000000000076,True,RECLAIM_ABOVE_L,2022-10-29 23:15:00+00:00,0.10876132930513874,10.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BULL,16-20,2022-10-30 16:00:00+00:00,2022-10-30 20:00:00+00:00,2022-10-30 17:15:00+00:00,20771.0,20607.1,163.90000000000146,True,RECLAIM_ABOVE_L,2022-10-30 17:35:00+00:00,0.24832214765098676,20.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,False,,False,,False,
development,BEAR,20-00,2022-11-02 20:00:00+00:00,2022-11-03 00:00:00+00:00,2022-11-02 22:45:00+00:00,20796.0,20100.0,696.0,True,RECLAIM_ABOVE_L,2022-11-02 23:00:00+00:00,0.07040229885057471,15.0,True,0.0,True,5.0,False,,False,,False,,False,,False,,False,,False,
development,BULL,00-04,2022-11-06 00:00:00+00:00,2022-11-06 04:00:00+00:00,2022-11-06 02:10:00+00:00,21373.1,21227.0,146.09999999999854,True,RECLAIM_ABOVE_L,2022-11-06 02:30:00+00:00,0.29021218343601557,20.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BEAR,20-00,2022-11-07 20:00:00+00:00,2022-11-08 00:00:00+00:00,2022-11-07 22:20:00+00:00,20885.6,20641.6,244.0,True,BLOCK_END,2022-11-08 00:00:00+00:00,1.096721311475404,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0
development,BEAR,12-16,2022-11-08 12:00:00+00:00,2022-11-08 16:00:00+00:00,2022-11-08 14:10:00+00:00,19787.7,19560.0,227.70000000000076,True,RECLAIM_ABOVE_L,2022-11-08 14:15:00+00:00,0.11989459815546413,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
development,BEAR,12-16,2022-11-09 12:00:00+00:00,2022-11-09 16:00:00+00:00,2022-11-09 15:55:00+00:00,18245.2,17229.3,1015.9000000000016,True,BLOCK_END,2022-11-09 16:00:00+00:00,0.2346687666108844,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,
development,BEAR,20-00,2022-11-12 20:00:00+00:00,2022-11-13 00:00:00+00:00,2022-11-12 21:25:00+00:00,16957.9,16820.0,137.90000000000146,True,RECLAIM_ABOVE_L,2022-11-12 22:25:00+00:00,0.31834662799130525,60.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BEAR,16-20,2022-11-13 16:00:00+00:00,2022-11-13 20:00:00+00:00,2022-11-13 17:25:00+00:00,16710.2,16512.6,197.60000000000215,True,RECLAIM_ABOVE_L,2022-11-13 17:30:00+00:00,0.03846153846153068,5.0,True,0.0,False,,False,,False,,False,,False,,False,,False,,False,
development,BEAR,20-00,2022-11-13 20:00:00+00:00,2022-11-14 00:00:00+00:00,2022-11-13 21:45:00+00:00,16616.1,16455.2,160.89999999999782,True,RECLAIM_ABOVE_L,2022-11-13 22:50:00+00:00,0.7905531385954161,65.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,15.0
development,BEAR,04-08,2022-11-14 04:00:00+00:00,2022-11-14 08:00:00+00:00,2022-11-14 05:45:00+00:00,16399.5,15900.0,499.5,True,RECLAIM_ABOVE_L,2022-11-14 06:10:00+00:00,0.1891891891891892,25.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,
development,BEAR,12-16,2022-11-16 12:00:00+00:00,2022-11-16 16:00:00+00:00,2022-11-16 12:30:00+00:00,16840.6,16634.7,205.89999999999785,True,RECLAIM_ABOVE_L,2022-11-16 12:45:00+00:00,0.30791646430307,15.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BEAR,12-16,2022-11-28 12:00:00+00:00,2022-11-28 16:00:00+00:00,2022-11-28 13:20:00+00:00,16262.7,16170.0,92.70000000000071,True,RECLAIM_ABOVE_L,2022-11-28 13:30:00+00:00,0.32362459546925315,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,
development,BULL,04-08,2022-12-07 04:00:00+00:00,2022-12-07 08:00:00+00:00,2022-12-07 05:25:00+00:00,17130.0,17011.0,119.0,True,BLOCK_END,2022-12-07 08:00:00+00:00,2.4529411764706004,,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,65.0,True,85.0
development,BULL,08-12,2022-12-11 08:00:00+00:00,2022-12-11 12:00:00+00:00,2022-12-11 11:05:00+00:00,17189.0,17144.7,44.29999999999927,True,RECLAIM_ABOVE_L,2022-12-11 11:15:00+00:00,0.23024830699776286,10.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,
development,BULL,20-00,2022-12-11 20:00:00+00:00,2022-12-12 00:00:00+00:00,2022-12-11 20:55:00+00:00,17265.0,17124.9,140.09999999999854,True,RECLAIM_ABOVE_L,2022-12-11 21:35:00+00:00,0.2990720913633254,40.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,0.0,True,5.0,False,,False,
development,BULL,00-04,2022-12-15 00:00:00+00:00,2022-12-15 04:00:00+00:00,2022-12-15 02:25:00+00:00,17944.4,17659.4,285.0,True,RECLAIM_ABOVE_L,2022-12-15 02:35:00+00:00,0.06877192982456906,10.0,True,0.0,True,0.0,False,,False,,False,,False,,False,,False,,False,
development,SIDEWAYS,20-00,2022-12-15 20:00:00+00:00,2022-12-16 00:00:00+00:00,2022-12-15 23:25:00+00:00,17467.7,17310.0,157.70000000000073,True,RECLAIM_ABOVE_L,2022-12-15 23:30:00+00:00,0.006341154090044359,5.0,False,,False,,False,,False,,False,,False,,False,,False,,False,
development,BEAR,12-16,2022-12-17 12:00:00+00:00,2022-12-17 16:00:00+00:00,2022-12-17 15:00:00+00:00,16750.0,16652.3,97.70000000000071,True,RECLAIM_ABOVE_L,2022-12-17 15:05:00+00:00,0.1422722620265887,5.0,True,0.0,True,0.0,True,0.0,True,0.0,False,,False,,False,,False,,False,
