local_date,entry_ts,exit_ts,exit_type,gross_return,net_return,pnl_usd_500,net_win,loss_class,entry_px,H,L,R,entry_depth_R,minutes_leave_to_entry,minutes_ny_open_to_entry,minutes_entry_to_ny_close,reference_range_pct,minutes_entry_to_exit_complete,hit_H_strict_before_exit,hit_H10_strict_before_exit,hit_H20_strict_before_exit,pre_exit_mfe_R,pre_exit_mae_R,pre_exit_max_extension_above_H_R,target_progress_R,signal_start,signal_range_R,signal_body_R,signal_body_ratio,signal_close_position,signal_low_depth_R,prev_low_depth_R,micro_hl_lift_R,micro_close_lift_R,pre_entry_max_depth_R,pre_entry_max_close_depth_R,pre_entry_bar_count
2023-07-10,2023-07-10 15:20:00+00:00,2023-07-10 19:55:00+00:00,SESSION_CLOSE,0.006838096797969095,0.005338096797969096,2.6690483989845477,True,NET_WIN,244.22,244.85,231.15,13.699999999999989,0.04598540145985372,10.0,110.0,280.0,0.055952624055544166,280.0,True,False,False,0.12992700729927026,0.026277372262772665,0.08394160583941654,0.08394160583941654,2023-07-10 15:15:00+00:00,0.03430656934306564,0.005839416058393004,0.17021276595741336,0.31914893617016515,0.056204379562042515,0.07153284671532778,0.015328467153285265,0.006569343065693685,0.07153284671532778,0.0518248175182488,2
2023-08-10,2023-08-10 14:55:00+00:00,2023-08-10 17:00:00+00:00,SL,-0.0017979664379598193,-0.0032979664379598193,-1.6489832189799096,False,SL_BEFORE_H,241.94,242.95,241.5,1.4499999999999886,0.6965517241379302,45.0,85.0,305.0,0.005968306235850951,130.0,False,False,False,0.33103448275861624,0.19999999999999607,0.0,0.0,2023-08-10 14:50:00+00:00,0.268965517241372,0.062068965517244216,0.23076923076924757,0.23076923076924757,0.7655172413793061,0.8344827586206821,0.06896551724137594,0.062068965517244216,0.8965517241379263,0.7655172413793061,9
2023-10-19,2023-10-19 14:10:00+00:00,2023-10-19 19:55:00+00:00,SESSION_CLOSE,9.489916963234535e-05,-0.0014051008303676547,-0.7025504151838273,False,COST_FLIP_CLOSE,210.75,211.4,209.54,1.8600000000000136,0.3494623655913983,30.0,40.0,350.0,0.008798486281930055,350.0,True,True,False,0.451612903225805,0.25806451612902487,0.10215053763440662,0.10215053763440662,2023-10-19 14:05:00+00:00,0.06451612903226003,0.04301075268817845,0.6666666666667456,0.9166666666667456,0.4086021505376418,0.44086021505375655,0.03225806451611474,0.0376344086021466,0.44086021505375655,0.38709677419354493,6
2023-10-25,2023-10-25 15:30:00+00:00,2023-10-25 15:45:00+00:00,TP,0.005958217393224663,0.004458217393224663,2.2291086966123315,True,NET_WIN,226.41,226.85,223.82,3.030000000000001,0.14521452145214442,25.0,120.0,270.0,0.01335684372933657,20.0,True,True,True,0.5049504950495052,0.006600660066009975,0.3597359735973607,0.3597359735973607,2023-10-25 15:25:00+00:00,0.2079207920792157,0.13861386138613443,0.6666666666666216,0.8253968253968104,0.31683168316831933,0.37953795379538124,0.06270627062706194,0.1419141914191441,0.37953795379538124,0.28712871287128855,5
2023-11-02,2023-11-02 13:50:00+00:00,2023-11-02 14:15:00+00:00,SL,-0.006857586474596777,-0.008357586474596777,-4.178793237298389,False,SL_BEFORE_H,231.86,233.8,228.5,5.300000000000011,0.3660377358490554,10.0,20.0,370.0,0.022668947818648463,30.0,False,False,False,0.1320754716981108,0.2981132075471715,0.0,0.0,2023-11-02 13:45:00+00:00,0.2584905660377362,0.09811320754717154,0.37956204379562664,0.992700729927014,0.6226415094339631,0.6264150943396254,0.0037735849056623,0.10188679245283383,0.6264150943396254,0.46792452830188924,2
2023-12-05,2023-12-05 15:00:00+00:00,2023-12-05 16:40:00+00:00,TP,0.00873370012563357,0.00723370012563357,3.616850062816785,True,NET_WIN,230.83,231.82,228.4,3.4199999999999875,0.2894736842105217,20.0,30.0,360.0,0.014752825468035491,105.0,True,True,True,0.5994152046783597,0.20175438596492065,0.30994152046783807,0.30994152046783807,2023-12-05 14:55:00+00:00,0.061403508771932375,0.008771929824561767,0.14285714285714285,0.1904761904762807,0.3011695906432763,0.3450292397660851,0.04385964912280884,0.008771929824561767,0.3450292397660851,0.2982456140350835,4
2023-12-21,2023-12-21 15:25:00+00:00,2023-12-21 17:50:00+00:00,SL,-0.01511004051242737,-0.01661004051242737,-8.305020256213686,False,SL_AFTER_H_BEFORE_H10,273.99,274.34,260.54,13.799999999999955,0.02536231884057732,15.0,55.0,335.0,0.050302544288109485,150.0,True,False,False,0.037681159420288664,0.29492753623188456,0.012318840579711339,0.012318840579711339,2023-12-21 15:20:00+00:00,0.052173913043476294,0.02101449275362474,0.40277777777782275,0.694444444444473,0.06231884057970722,0.09927536231883712,0.036956521739129895,0.02101449275362474,0.12971014492753402,0.04710144927536083,3
2024-03-29,2024-03-29 15:10:00+00:00,2024-03-29 15:20:00+00:00,SL,-0.006782820097244846,-0.008282820097244846,-4.141410048622423,False,SL_BEFORE_H,617.0,620.45,606.5,13.950000000000045,0.2473118279569917,45.0,100.0,290.0,0.022483681199129735,15.0,False,False,False,0.06164874551971404,0.2007168458781323,0.0,0.0,2024-03-29 15:05:00+00:00,0.11326164874552228,0.05591397849462152,0.4936708860759193,0.6392405063290916,0.31899641577061155,0.3863799283154181,0.06738351254480655,0.05591397849462152,0.3863799283154181,0.30250896057347765,9
2024-04-01,2024-04-01 15:00:00+00:00,2024-04-01 15:05:00+00:00,SL,-0.006664598521275988,-0.008164598521275988,-4.082299260637994,False,SL_BEFORE_H,580.23,592.9,580.01,12.889999999999986,0.9829325058184618,70.0,90.0,300.0,0.021740597065272368,10.0,False,False,False,0.12800620636151894,0.15128006206361888,0.0,0.0,2024-04-01 14:55:00+00:00,0.2156710628394085,0.009309542280838221,0.04316546762590134,0.4028776978417322,1.0705973622963514,1.1939487975174556,0.12335143522110423,0.010085337470907339,1.1939487975174556,0.9937936384794382,14
2024-04-04,2024-04-04 14:35:00+00:00,2024-04-04 17:45:00+00:00,TP,0.006985200845666117,0.005485200845666118,2.7426004228330587,True,NET_WIN,591.25,591.69,579.39,12.300000000000068,0.03577235772358148,15.0,65.0,325.0,0.020787912589362786,195.0,True,True,True,0.34552845528455095,0.2089430894308972,0.30975609756096945,0.30975609756096945,2024-04-04 14:30:00+00:00,0.08048780487804907,0.07235772357723426,0.8989898989898769,1.0,0.11626016260163055,0.1495934959349611,0.03333333333333056,0.07235772357723426,0.1495934959349611,0.12845528455284813,3
2024-05-09,2024-05-09 15:55:00+00:00,2024-05-09 16:40:00+00:00,SL,-0.006907927789128188,-0.008407927789128187,-4.203963894564094,False,SL_BEFORE_H,597.14,602.75,589.0,13.75,0.408000000000001,20.0,145.0,245.0,0.022812111157196183,50.0,False,False,False,0.1425454545454572,0.2720000000000007,0.0,0.0,2024-05-09 15:50:00+00:00,0.09818181818181984,0.02981818181818777,0.3037037037037592,0.5407407407407451,0.4654545454545438,0.4690909090909124,0.0036363636363685972,0.030545454545459837,0.5418181818181851,0.44290909090909325,4
2024-05-24,2024-05-24 14:15:00+00:00,2024-05-24 18:05:00+00:00,TP,0.009190794108766553,0.007690794108766554,3.8453970543832767,True,NET_WIN,596.14,598.61,588.58,10.029999999999973,0.24626121635095055,30.0,45.0,345.0,0.016755483536860346,235.0,True,True,True,0.5802592223330075,0.11166500498504563,0.33399800598205703,0.33399800598205703,2024-05-24 14:10:00+00:00,0.055832502492528475,0.031904287138589324,0.5714285714286005,0.6607142857142241,0.284147557328019,0.3599202392821559,0.07577268195413689,0.030907278165498132,0.3599202392821559,0.31605184446659695,6
2024-06-25,2024-06-25 14:10:00+00:00,2024-06-25 14:20:00+00:00,TP,0.004805779499529095,0.0033057794995290947,1.6528897497645474,True,NET_WIN,573.06,573.72,566.74,6.980000000000018,0.09455587392551291,10.0,40.0,350.0,0.012166213483929473,15.0,True,True,True,0.4799426934097441,0.014326647564456847,0.3853868194842312,0.3853868194842312,2024-06-25 14:05:00+00:00,0.1676217765042917,0.07736389684814841,0.4615384615385438,0.7435897435897735,0.2177650429799395,0.23925501432665736,0.021489971346717845,0.0787965616045941,0.23925501432665736,0.17191977077364504,2
2024-07-02,2024-07-02 14:05:00+00:00,2024-07-02 14:10:00+00:00,SL,-0.0021856602731211705,-0.0036856602731211705,-1.8428301365605853,False,SL_BEFORE_H,579.23,581.85,577.63,4.220000000000027,0.6208530805687175,15.0,35.0,355.0,0.007252728366417508,10.0,False,False,False,0.08056872037915394,0.2037914691943147,0.0,0.0,2024-07-02 14:00:00+00:00,0.21563981042653135,0.132701421800961,0.6153846153847019,0.9340659340659917,0.8222748815165888,0.9526066350710796,0.13033175355449075,0.13507109004740434,0.9526066350710796,0.7559241706161218,3
2024-07-09,2024-07-09 14:35:00+00:00,2024-07-09 14:50:00+00:00,SL,-0.0044923195826490625,-0.005992319582649062,-2.9961597913245313,False,SL_BEFORE_H,517.55,519.02,511.27,7.75,0.18967741935484222,10.0,65.0,325.0,0.014931987206658703,20.0,False,False,False,0.15870967741935718,0.27483870967741875,0.0,0.0,2024-07-09 14:30:00+00:00,0.38967741935483635,0.17419354838709972,0.4470198675496791,0.937086092715251,0.5483870967741935,0.5561290322580574,0.0077419354838639265,0.17290322580645573,0.5561290322580574,0.35612903225806336,2
2024-07-11,2024-07-11 14:30:00+00:00,2024-07-11 15:30:00+00:00,SL,-0.007783284523541267,-0.009283284523541267,-4.641642261770634,False,SL_BEFORE_H,532.68,539.9,526.08,13.819999999999936,0.5224312590448669,15.0,60.0,330.0,0.02559733283941459,65.0,False,False,False,0.12445730824891717,0.17945007235889407,0.0,0.0,2024-07-11 14:25:00+00:00,0.20405209840810054,0.13748191027497103,0.6737588652482744,0.7907801418439959,0.6830680173661349,0.7040520984081088,0.020984081041973853,0.14471780028943626,0.7040520984081088,0.6664254703328484,3
2024-08-15,2024-08-15 14:30:00+00:00,2024-08-15 16:15:00+00:00,TP,0.009974807266114993,0.008474807266114994,4.237403633057497,True,NET_WIN,527.93,528.78,514.06,14.720000000000027,0.05774456521739274,20.0,60.0,330.0,0.027837664056885713,110.0,True,True,True,0.35801630434783194,0.004076086956518024,0.30027173913043914,0.30027173913043914,2024-08-15 14:25:00+00:00,0.057065217391306405,0.05163043478260798,0.9047619047618597,0.9761904761903634,0.11345108695651875,0.12092391304347619,0.007472826086957434,0.050951086956521646,0.13722826086956372,0.10869565217391439,4
2024-08-27,2024-08-27 14:20:00+00:00,2024-08-27 16:40:00+00:00,SL,-0.005157219018605219,-0.006657219018605219,-3.3286095093026096,False,SL_BEFORE_H,551.46,556.0,546.52,9.480000000000018,0.47890295358649315,20.0,50.0,340.0,0.017050359712230248,145.0,False,False,False,0.40717299578059135,0.15400843881856893,0.0,0.0,2024-08-27 14:15:00+00:00,0.2521097046413483,0.14662447257383796,0.5815899581589934,0.615062761506291,0.6329113924050621,0.8037974683544293,0.17088607594936725,0.1455696202531638,0.8037974683544293,0.6234177215189828,4
2024-09-04,2024-09-04 15:25:00+00:00,2024-09-04 19:55:00+00:00,SESSION_CLOSE,0.007256836651968301,0.005756836651968302,2.8784183259841507,True,NET_WIN,505.73,513.19,495.52,17.670000000000073,0.4221844934917943,25.0,115.0,275.0,0.03443169196593868,275.0,False,False,False,0.41086587436332545,0.2524052065648001,0.0,0.0,2024-09-04 15:20:00+00:00,0.09507640067911392,0.02263723825693449,0.23809523809526548,0.8214285714285932,0.5002829654782114,0.5359366157328799,0.035653650254668524,0.02207130730051169,0.5359366157328799,0.46236559139785166,5
2024-10-11,2024-10-11 13:50:00+00:00,2024-10-11 15:10:00+00:00,TP,0.007111032843180487,0.005611032843180487,2.8055164215902435,True,NET_WIN,567.85,569.2,560.24,8.960000000000036,0.1506696428571448,10.0,20.0,370.0,0.01574139142656366,85.0,True,True,True,0.4843750000000016,0.045758928571424835,0.3337053571428568,0.3337053571428568,2024-10-11 13:45:00+00:00,0.1506696428571448,0.056919642857141614,0.37777777777776467,0.9629629629629973,0.2946428571428671,0.3281250000000048,0.033482142857137645,0.0558035714285712,0.3281250000000048,0.20535714285714557,2
