rule,source_tf,family,side_type,mode,signal_i,signal_ts,side,level,instance,week,entry_ts,exit_ts,entry,tp,sl,reason,net_ret,hours,WIN,event_key,p_hold,route,partition
H1|R3_HIGH|RESISTANCE|HOLD,H1,R3_HIGH,RESISTANCE,HOLD,46153,2025-04-07 01:00:00+00:00,SHORT,79100.9,H1|R3_HIGH|2025-04-06T22:00:00+00:00,2025-W15,2025-04-07 02:00:00+00:00,2025-04-07 03:00:00+00:00,79093.9,78184.32015,79766.19815,TP,0.009999999999999955,2,1,H1|R3_HIGH|SHORT|H1|R3_HIGH|2025-04-06T22:00:00+00:00,0.5692479287716208,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,46489,2025-04-21 01:00:00+00:00,LONG,86997.0,H1|PREV_HIGH|2025-04-21T00:00:00+00:00,2025-W17,2025-04-21 02:00:00+00:00,2025-04-21 14:00:00+00:00,87248.9,88252.26235,86507.28435,TP,0.010000000000000066,13,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2025-04-21T00:00:00+00:00,0.5678865555376512,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R3_LOW|RESISTANCE|HOLD,H1,R3_LOW,RESISTANCE,HOLD,46656,2025-04-28 00:00:00+00:00,SHORT,93600.0,H1|R3_LOW|2025-04-27T22:00:00+00:00,2025-W18,2025-04-28 01:00:00+00:00,2025-04-28 05:00:00+00:00,93373.7,92299.90245,94167.37645,SL,-0.009999999999999952,5,0,H1|R3_LOW|SHORT|H1|R3_LOW|2025-04-27T22:00:00+00:00,0.5846328363650983,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,46825,2025-05-05 01:00:00+00:00,SHORT,94150.1,H1|PREV_LOW|2025-05-05T00:00:00+00:00,2025-W19,2025-05-05 02:00:00+00:00,2025-05-05 05:00:00+00:00,93880.1,92800.47885000001,94678.08085,SL,-0.009999999999999952,4,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-05-05T00:00:00+00:00,0.6013907700204114,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_HIGH|SUPPORT|HOLD,H4,PREV_HIGH,SUPPORT,HOLD,46992,2025-05-12 00:00:00+00:00,LONG,104526.3,H4|PREV_HIGH|2025-05-11T20:00:00+00:00,2025-W20,2025-05-12 01:00:00+00:00,2025-05-12 07:00:00+00:00,104541.4,105743.6261,103652.7981,TP,0.010000000000000066,7,1,H4|PREV_HIGH|LONG|H4|PREV_HIGH|2025-05-11T20:00:00+00:00,0.5850826264436535,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_HIGH|RESISTANCE|HOLD,H4,PREV_HIGH,RESISTANCE,HOLD,47231,2025-05-21 23:00:00+00:00,SHORT,109804.2,H4|PREV_HIGH|2025-05-21T16:00:00+00:00,2025-W21,2025-05-22 00:00:00+00:00,2025-05-22 01:00:00+00:00,109609.6,108349.0896,110541.2816,SL,-0.009999999999999952,2,0,H4|PREV_HIGH|SHORT|H4|PREV_HIGH|2025-05-21T16:00:00+00:00,0.5970424968607311,LEVEL_SURVIVAL_TRIGGER,reference_validation
D1|PREV_HIGH|SUPPORT|HOLD,D1,PREV_HIGH,SUPPORT,HOLD,47328,2025-05-26 00:00:00+00:00,LONG,109285.1,D1|PREV_HIGH|2025-05-25T00:00:00+00:00,2025-W22,2025-05-26 01:00:00+00:00,2025-05-27 01:00:00+00:00,109500.1,110759.35115000002,108569.34915000001,SL,-0.009999999999999952,25,0,D1|PREV_HIGH|LONG|D1|PREV_HIGH|2025-05-25T00:00:00+00:00,0.6126534360017692,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_OPEN|RESISTANCE|HOLD,H4,PREV_OPEN,RESISTANCE,HOLD,47498,2025-06-02 02:00:00+00:00,SHORT,105075.2,H4|PREV_OPEN|2025-06-01T20:00:00+00:00,2025-W23,2025-06-02 03:00:00+00:00,2025-06-02 08:00:00+00:00,104986.9,103779.55065,105879.28864999999,SL,-0.009999999999999952,6,0,H4|PREV_OPEN|SHORT|H4|PREV_OPEN|2025-06-01T20:00:00+00:00,0.5951494142045137,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,47669,2025-06-09 05:00:00+00:00,SHORT,105365.3,H1|PREV_LOW|2025-06-09T04:00:00+00:00,2025-W24,2025-06-09 06:00:00+00:00,2025-06-09 09:00:00+00:00,105328.8,104117.5188,106224.09479999999,SL,-0.009999999999999952,4,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-06-09T04:00:00+00:00,0.5648130255831132,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_OPEN|SUPPORT|HOLD,W1,PREV_OPEN,SUPPORT,HOLD,47833,2025-06-16 01:00:00+00:00,LONG,105676.5,W1|PREV_OPEN|2025-06-09T00:00:00+00:00,2025-W25,2025-06-16 02:00:00+00:00,2025-06-16 07:00:00+00:00,105756.4,106972.5986,104857.4706,TP,0.010000000000000066,6,1,W1|PREV_OPEN|LONG|W1|PREV_OPEN|2025-06-09T00:00:00+00:00,0.597454902786749,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,48000,2025-06-23 00:00:00+00:00,SHORT,100915.3,H1|PREV_OPEN|2025-06-22T23:00:00+00:00,2025-W26,2025-06-23 01:00:00+00:00,2025-06-23 05:00:00+00:00,100849.8,99690.0273,101707.0233,SL,-0.009999999999999952,5,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2025-06-22T23:00:00+00:00,0.5634361388385782,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_HIGH|SUPPORT|HOLD,W1,PREV_HIGH,SUPPORT,HOLD,48168,2025-06-30 00:00:00+00:00,LONG,108499.0,W1|PREV_HIGH|2025-06-23T00:00:00+00:00,2025-W27,2025-06-30 01:00:00+00:00,2025-06-30 06:00:00+00:00,108665.6,109915.25440000002,107741.94240000001,SL,-0.009999999999999952,6,0,W1|PREV_HIGH|LONG|W1|PREV_HIGH|2025-06-23T00:00:00+00:00,0.6329577001786385,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,48336,2025-07-07 00:00:00+00:00,SHORT,108921.9,H1|PREV_LOW|2025-07-06T23:00:00+00:00,2025-W28,2025-07-07 01:00:00+00:00,2025-07-07 18:00:00+00:00,108778.7,107527.74495000001,109703.31894999999,TP,0.009999999999999955,18,1,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-07-06T23:00:00+00:00,0.564970870179217,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,48504,2025-07-14 00:00:00+00:00,LONG,118922.9,H4|PREV_OPEN|2025-07-13T20:00:00+00:00,2025-W29,2025-07-14 01:00:00+00:00,2025-07-14 03:00:00+00:00,119030.6,120399.45190000001,118018.8399,TP,0.010000000000000066,3,1,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2025-07-13T20:00:00+00:00,0.5728927198319433,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|RESISTANCE|HOLD,H1,PREV_HIGH,RESISTANCE,HOLD,48673,2025-07-21 01:00:00+00:00,SHORT,117333.1,H1|PREV_HIGH|2025-07-21T00:00:00+00:00,2025-W30,2025-07-21 02:00:00+00:00,2025-07-21 03:00:00+00:00,117262.8,115914.27780000001,118259.53379999999,SL,-0.009999999999999952,2,0,H1|PREV_HIGH|SHORT|H1|PREV_HIGH|2025-07-21T00:00:00+00:00,0.6101989191794439,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,48840,2025-07-28 00:00:00+00:00,LONG,119138.2,H1|PREV_LOW|2025-07-27T23:00:00+00:00,2025-W31,2025-07-28 01:00:00+00:00,2025-07-28 13:00:00+00:00,119228.9,120600.03235000001,118215.45435,SL,-0.009999999999999952,13,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2025-07-27T23:00:00+00:00,0.6162437639609335,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,49010,2025-08-04 02:00:00+00:00,LONG,114562.8,H1|PREV_LOW|2025-08-04T01:00:00+00:00,2025-W32,2025-08-04 03:00:00+00:00,2025-08-05 07:00:00+00:00,114755.0,116074.68250000001,113779.5825,SL,-0.009999999999999952,29,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2025-08-04T01:00:00+00:00,0.5968496328534559,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,49180,2025-08-11 04:00:00+00:00,LONG,121837.5,H1|PREV_OPEN|2025-08-11T03:00:00+00:00,2025-W33,2025-08-11 05:00:00+00:00,2025-08-11 10:00:00+00:00,122069.8,123473.60270000002,121032.20670000001,SL,-0.009999999999999952,6,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2025-08-11T03:00:00+00:00,0.6481195170051338,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R12_LOW|RESISTANCE|HOLD,H1,R12_LOW,RESISTANCE,HOLD,49344,2025-08-18 00:00:00+00:00,SHORT,117245.0,H1|R12_LOW|2025-08-17T18:00:00+00:00,2025-W34,2025-08-18 01:00:00+00:00,2025-08-18 02:00:00+00:00,117244.5,115896.18825,118241.07824999999,TP,0.009999999999999955,2,1,H1|R12_LOW|SHORT|H1|R12_LOW|2025-08-17T18:00:00+00:00,0.582827757339206,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,49514,2025-08-25 02:00:00+00:00,LONG,113096.0,H1|PREV_HIGH|2025-08-25T01:00:00+00:00,2025-W35,2025-08-25 03:00:00+00:00,2025-08-25 05:00:00+00:00,113366.3,114670.01245000001,112402.68645000001,SL,-0.009999999999999952,3,0,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2025-08-25T01:00:00+00:00,0.5819053066360783,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|SWING2_LOW|RESISTANCE|HOLD,H1,SWING2_LOW,RESISTANCE,HOLD,49681,2025-09-01 01:00:00+00:00,SHORT,108153.8,H1|SWING2_LOW|2025-08-31T13:00:00+00:00,2025-W36,2025-09-01 02:00:00+00:00,2025-09-01 07:00:00+00:00,108110.0,106866.735,109028.935,SL,-0.009999999999999952,6,0,H1|SWING2_LOW|SHORT|H1|SWING2_LOW|2025-08-31T13:00:00+00:00,0.5708554252307494,LEVEL_SURVIVAL_TRIGGER,reference_validation
D1|PREV_HIGH|SUPPORT|HOLD,D1,PREV_HIGH,SUPPORT,HOLD,49856,2025-09-08 08:00:00+00:00,LONG,111559.5,D1|PREV_HIGH|2025-09-07T00:00:00+00:00,2025-W37,2025-09-08 09:00:00+00:00,2025-09-09 06:00:00+00:00,111640.0,112923.86,110691.06000000001,TP,0.010000000000000066,22,1,D1|PREV_HIGH|LONG|D1|PREV_HIGH|2025-09-07T00:00:00+00:00,0.5864649265260455,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|R3_LOW|RESISTANCE|HOLD,H4,R3_LOW,RESISTANCE,HOLD,50016,2025-09-15 00:00:00+00:00,SHORT,115057.0,H4|R3_LOW|2025-09-14T20:00:00+00:00,2025-W38,2025-09-15 01:00:00+00:00,2025-09-15 04:00:00+00:00,115023.4,113700.6309,116001.09889999998,SL,-0.009999999999999952,4,0,H4|R3_LOW|SHORT|H4|R3_LOW|2025-09-14T20:00:00+00:00,0.6059613045787161,LEVEL_SURVIVAL_TRIGGER,reference_validation
D1|SWING2_LOW|RESISTANCE|HOLD,D1,SWING2_LOW,RESISTANCE,HOLD,50184,2025-09-22 00:00:00+00:00,SHORT,114338.5,D1|SWING2_LOW|2025-09-15T00:00:00+00:00,2025-W39,2025-09-22 01:00:00+00:00,2025-09-22 06:00:00+00:00,114335.8,113020.93830000001,115307.6543,TP,0.009999999999999955,6,1,D1|SWING2_LOW|SHORT|D1|SWING2_LOW|2025-09-15T00:00:00+00:00,0.5741913703184833,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R3_LOW|SUPPORT|HOLD,H1,R3_LOW,SUPPORT,HOLD,50354,2025-09-29 02:00:00+00:00,LONG,111652.7,H1|R3_LOW|2025-09-29T01:00:00+00:00,2025-W40,2025-09-29 03:00:00+00:00,2025-09-29 13:00:00+00:00,111690.8,112975.24420000002,110741.42820000001,TP,0.010000000000000066,11,1,H1|R3_LOW|LONG|H1|R3_LOW|2025-09-29T01:00:00+00:00,0.6310529348266165,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,50524,2025-10-06 04:00:00+00:00,SHORT,123689.3,H1|PREV_LOW|2025-10-06T03:00:00+00:00,2025-W41,2025-10-06 05:00:00+00:00,2025-10-06 12:00:00+00:00,123538.2,122117.5107,124588.2747,SL,-0.009999999999999952,8,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-10-06T03:00:00+00:00,0.5684114354033508,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,50688,2025-10-13 00:00:00+00:00,LONG,115160.7,H1|PREV_OPEN|2025-10-12T23:00:00+00:00,2025-W42,2025-10-13 01:00:00+00:00,2025-10-13 11:00:00+00:00,115220.0,116545.03000000001,114240.63,SL,-0.009999999999999952,11,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2025-10-12T23:00:00+00:00,0.5781898199573994,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_LOW|RESISTANCE|HOLD,H4,PREV_LOW,RESISTANCE,HOLD,50856,2025-10-20 00:00:00+00:00,SHORT,108366.4,H4|PREV_LOW|2025-10-19T20:00:00+00:00,2025-W43,2025-10-20 01:00:00+00:00,2025-10-20 02:00:00+00:00,108011.1,106768.97235000001,108929.19435,SL,-0.009999999999999952,2,0,H4|PREV_LOW|SHORT|H4|PREV_LOW|2025-10-19T20:00:00+00:00,0.5854580612825091,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,51024,2025-10-27 00:00:00+00:00,LONG,114631.7,H1|PREV_OPEN|2025-10-26T23:00:00+00:00,2025-W44,2025-10-27 01:00:00+00:00,2025-10-27 06:00:00+00:00,114705.0,116024.10750000001,113730.0075,TP,0.010000000000000066,6,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2025-10-26T23:00:00+00:00,0.6086345795087489,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,51193,2025-11-03 01:00:00+00:00,SHORT,109700.0,H1|PREV_LOW|2025-11-03T00:00:00+00:00,2025-W45,2025-11-03 02:00:00+00:00,2025-11-03 03:00:00+00:00,109614.2,108353.6367,110545.92069999999,TP,0.009999999999999955,2,1,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-11-03T00:00:00+00:00,0.5692360486580409,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,51362,2025-11-10 02:00:00+00:00,LONG,105681.6,H1|PREV_LOW|2025-11-10T01:00:00+00:00,2025-W46,2025-11-10 03:00:00+00:00,2025-11-10 14:00:00+00:00,105966.0,107184.60900000001,105065.289,SL,-0.009999999999999952,12,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2025-11-10T01:00:00+00:00,0.576578123763141,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,51546,2025-11-17 18:00:00+00:00,SHORT,92620.1,H1|PREV_LOW|2025-11-17T17:00:00+00:00,2025-W47,2025-11-17 19:00:00+00:00,2025-11-17 20:00:00+00:00,92504.2,91440.4017,93290.48569999999,TP,0.009999999999999955,2,1,H1|PREV_LOW|SHORT|H1|PREV_LOW|2025-11-17T17:00:00+00:00,0.5664772256032716,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,51698,2025-11-24 02:00:00+00:00,LONG,87276.7,H4|PREV_OPEN|2025-11-23T20:00:00+00:00,2025-W48,2025-11-24 03:00:00+00:00,2025-11-24 04:00:00+00:00,87483.6,88489.66140000001,86739.9894,SL,-0.009999999999999952,2,0,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2025-11-23T20:00:00+00:00,0.5649739299578667,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_OPEN|RESISTANCE|HOLD,W1,PREV_OPEN,RESISTANCE,HOLD,51866,2025-12-01 02:00:00+00:00,SHORT,86807.6,W1|PREV_OPEN|2025-11-24T00:00:00+00:00,2025-W49,2025-12-01 03:00:00+00:00,2025-12-01 04:00:00+00:00,86685.7,85688.81445,87422.52845,TP,0.009999999999999955,2,1,W1|PREV_OPEN|SHORT|W1|PREV_OPEN|2025-11-24T00:00:00+00:00,0.6796525309420863,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_OPEN|RESISTANCE|HOLD,W1,PREV_OPEN,RESISTANCE,HOLD,52032,2025-12-08 00:00:00+00:00,SHORT,90320.5,W1|PREV_OPEN|2025-12-01T00:00:00+00:00,2025-W50,2025-12-08 01:00:00+00:00,2025-12-08 01:00:00+00:00,90302.6,89264.12010000001,91070.1721,SL,-0.009999999999999952,1,0,W1|PREV_OPEN|SHORT|W1|PREV_OPEN|2025-12-01T00:00:00+00:00,0.5630184167478517,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,52200,2025-12-15 00:00:00+00:00,LONG,88370.3,H1|PREV_OPEN|2025-12-14T23:00:00+00:00,2025-W51,2025-12-15 01:00:00+00:00,2025-12-15 02:00:00+00:00,88415.0,89431.7725,87663.4725,TP,0.010000000000000066,2,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2025-12-14T23:00:00+00:00,0.5702272552619059,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_HIGH|SUPPORT|HOLD,H1,PREV_HIGH,SUPPORT,HOLD,52371,2025-12-22 03:00:00+00:00,LONG,88618.1,H1|PREV_HIGH|2025-12-22T02:00:00+00:00,2025-W52,2025-12-22 04:00:00+00:00,2025-12-22 08:00:00+00:00,88727.4,89747.7651,87973.2171,TP,0.010000000000000066,5,1,H1|PREV_HIGH|LONG|H1|PREV_HIGH|2025-12-22T02:00:00+00:00,0.5752949271746085,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,52541,2025-12-29 05:00:00+00:00,LONG,89899.9,H1|PREV_LOW|2025-12-29T04:00:00+00:00,2026-W01,2025-12-29 06:00:00+00:00,2025-12-29 09:00:00+00:00,89950.8,90985.2342,89186.2182,SL,-0.009999999999999952,4,0,H1|PREV_LOW|LONG|H1|PREV_LOW|2025-12-29T04:00:00+00:00,0.5825657358700634,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,52710,2026-01-05 06:00:00+00:00,LONG,92307.3,H1|PREV_LOW|2026-01-05T05:00:00+00:00,2026-W02,2026-01-05 07:00:00+00:00,2026-01-05 14:00:00+00:00,92454.4,93517.6256,91668.5376,TP,0.010000000000000066,8,1,H1|PREV_LOW|LONG|H1|PREV_LOW|2026-01-05T05:00:00+00:00,0.5899441241981107,LEVEL_SURVIVAL_TRIGGER,reference_validation
D1|PREV_HIGH|SUPPORT|HOLD,D1,PREV_HIGH,SUPPORT,HOLD,52873,2026-01-12 01:00:00+00:00,LONG,91252.5,D1|PREV_HIGH|2026-01-11T00:00:00+00:00,2026-W03,2026-01-12 02:00:00+00:00,2026-01-12 03:00:00+00:00,91369.9,92420.65385,90593.25585,TP,0.010000000000000066,2,1,D1|PREV_HIGH|LONG|D1|PREV_HIGH|2026-01-11T00:00:00+00:00,0.6037184175661672,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|RESISTANCE|HOLD,H1,PREV_OPEN,RESISTANCE,HOLD,53045,2026-01-19 05:00:00+00:00,SHORT,92656.7,H1|PREV_OPEN|2026-01-19T04:00:00+00:00,2026-W04,2026-01-19 06:00:00+00:00,2026-01-19 08:00:00+00:00,92471.4,91407.9789,93257.40689999999,SL,-0.009999999999999952,3,0,H1|PREV_OPEN|SHORT|H1|PREV_OPEN|2026-01-19T04:00:00+00:00,0.5899994257694845,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R3_HIGH|RESISTANCE|HOLD,H1,R3_HIGH,RESISTANCE,HOLD,53208,2026-01-26 00:00:00+00:00,SHORT,86966.4,H1|R3_HIGH|2026-01-25T21:00:00+00:00,2026-W05,2026-01-26 01:00:00+00:00,2026-01-26 01:00:00+00:00,86808.5,85810.20225,87546.37225,SL,-0.009999999999999952,1,0,H1|R3_HIGH|SHORT|H1|R3_HIGH|2026-01-25T21:00:00+00:00,0.5710919848544943,LEVEL_SURVIVAL_TRIGGER,reference_validation
W1|PREV_LOW|SUPPORT|HOLD,W1,PREV_LOW,SUPPORT,HOLD,53379,2026-02-02 03:00:00+00:00,LONG,75500.0,W1|PREV_LOW|2026-01-26T00:00:00+00:00,2026-W06,2026-02-02 04:00:00+00:00,2026-02-02 04:00:00+00:00,76256.2,77133.14630000001,75608.0223,SL,-0.009999999999999952,1,0,W1|PREV_LOW|LONG|W1|PREV_LOW|2026-01-26T00:00:00+00:00,0.5707946653865281,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,53714,2026-02-16 02:00:00+00:00,SHORT,68409.3,H1|PREV_LOW|2026-02-16T01:00:00+00:00,2026-W08,2026-02-16 03:00:00+00:00,2026-02-16 09:00:00+00:00,68295.2,67509.8052,68875.7092,SL,-0.009999999999999952,7,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2026-02-16T01:00:00+00:00,0.5883420767971971,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R3_HIGH|RESISTANCE|HOLD,H1,R3_HIGH,RESISTANCE,HOLD,53885,2026-02-23 05:00:00+00:00,SHORT,65071.7,H1|R3_HIGH|2026-02-23T03:00:00+00:00,2026-W09,2026-02-23 06:00:00+00:00,2026-02-23 06:00:00+00:00,65031.9,64284.03315,65584.67115,SL,-0.009999999999999952,1,0,H1|R3_HIGH|SHORT|H1|R3_HIGH|2026-02-23T03:00:00+00:00,0.5648765586584025,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,54065,2026-03-02 17:00:00+00:00,LONG,69089.1,H1|PREV_OPEN|2026-03-02T16:00:00+00:00,2026-W10,2026-03-02 18:00:00+00:00,2026-03-02 19:00:00+00:00,69170.0,69965.455,68582.05500000001,SL,-0.00999999999999984,2,0,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2026-03-02T16:00:00+00:00,0.5900051446120432,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,54216,2026-03-09 00:00:00+00:00,LONG,66198.4,H1|PREV_OPEN|2026-03-08T23:00:00+00:00,2026-W11,2026-03-09 01:00:00+00:00,2026-03-09 03:00:00+00:00,66326.8,67089.55820000001,65763.0222,TP,0.010000000000000066,3,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2026-03-08T23:00:00+00:00,0.5810596831174343,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,54385,2026-03-16 01:00:00+00:00,LONG,72417.9,H1|PREV_LOW|2026-03-16T00:00:00+00:00,2026-W12,2026-03-16 02:00:00+00:00,2026-03-16 03:00:00+00:00,72724.2,73560.5283,72106.0443,TP,0.010000000000000066,2,1,H1|PREV_LOW|LONG|H1|PREV_LOW|2026-03-16T00:00:00+00:00,0.5832742676091146,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|RESISTANCE|HOLD,H1,PREV_LOW,RESISTANCE,HOLD,54552,2026-03-23 00:00:00+00:00,SHORT,67804.1,H1|PREV_LOW|2026-03-22T23:00:00+00:00,2026-W13,2026-03-23 01:00:00+00:00,2026-03-23 02:00:00+00:00,67642.5,66864.61125,68217.46125,SL,-0.009999999999999952,2,0,H1|PREV_LOW|SHORT|H1|PREV_LOW|2026-03-22T23:00:00+00:00,0.5769087799516733,LEVEL_SURVIVAL_TRIGGER,reference_validation
H4|PREV_OPEN|SUPPORT|HOLD,H4,PREV_OPEN,SUPPORT,HOLD,54721,2026-03-30 01:00:00+00:00,LONG,66320.3,H4|PREV_OPEN|2026-03-29T20:00:00+00:00,2026-W14,2026-03-30 02:00:00+00:00,2026-03-30 02:00:00+00:00,66624.2,67390.3783,66057.8943,TP,0.010000000000000066,1,1,H4|PREV_OPEN|LONG|H4|PREV_OPEN|2026-03-29T20:00:00+00:00,0.5631353195581831,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_OPEN|SUPPORT|HOLD,H1,PREV_OPEN,SUPPORT,HOLD,54890,2026-04-06 02:00:00+00:00,LONG,69051.9,H1|PREV_OPEN|2026-04-06T01:00:00+00:00,2026-W15,2026-04-06 03:00:00+00:00,2026-04-06 09:00:00+00:00,69183.6,69979.21140000001,68595.53940000001,TP,0.010000000000000066,7,1,H1|PREV_OPEN|LONG|H1|PREV_OPEN|2026-04-06T01:00:00+00:00,0.6066115250146078,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|PREV_LOW|SUPPORT|HOLD,H1,PREV_LOW,SUPPORT,HOLD,55058,2026-04-13 02:00:00+00:00,LONG,70990.7,H1|PREV_LOW|2026-04-13T01:00:00+00:00,2026-W16,2026-04-13 03:00:00+00:00,2026-04-13 14:00:00+00:00,71047.0,71864.0405,70443.1005,TP,0.010000000000000066,12,1,H1|PREV_LOW|LONG|H1|PREV_LOW|2026-04-13T01:00:00+00:00,0.5654836903886223,LEVEL_SURVIVAL_TRIGGER,reference_validation
H1|R3_LOW|RESISTANCE|HOLD,H1,R3_LOW,RESISTANCE,HOLD,55229,2026-04-20 05:00:00+00:00,SHORT,74254.9,H1|R3_LOW|2026-04-20T02:00:00+00:00,2026-W17,2026-04-20 06:00:00+00:00,2026-04-20 06:00:00+00:00,74226.5,73372.89525,74857.42525,SL,-0.009999999999999952,1,0,H1|R3_LOW|SHORT|H1|R3_LOW|2026-04-20T02:00:00+00:00,0.6068752256143884,LEVEL_SURVIVAL_TRIGGER,reference_validation
