detector_id,structure,direction,family,phase,policy_id,policy,n,parent_n,participation,hit_60,wilson_60,median_signed_60,hit_30,hit_120,n_2022,hit_2022,n_2023,hit_2023,n_2024,hit_2024,worst_dev_hit,aux_ge53,dev_gate
F4SE,FAILED_BREAK_SHORT_EARLY,SHORT,F4,EARLY,E0,PHASE_CLOSE,2461,2461,1.0,0.4900446972775295,0.4703251897964996,-6.694560669440186e-05,0.48110524177163755,0.5042665583096302,790,0.4860759493670886,812,0.4839901477832512,859,0.49941792782305006,0.4839901477832512,0,False
F4SE,FAILED_BREAK_SHORT_EARLY,SHORT,F4,EARLY,E1,NATIVE_LEVEL_RETEST,1563,2461,0.6351076798049573,0.48624440179142675,0.4615300440350193,-0.0001022782479735973,0.4798464491362764,0.5022392834293026,514,0.4961089494163424,509,0.4774066797642436,540,0.48518518518518516,0.4774066797642436,0,False
F4SE,FAILED_BREAK_SHORT_EARLY,SHORT,F4,EARLY,E2,PHASE_MID_RETEST,1597,2461,0.6489232019504266,0.4971822166562304,0.47269625631894224,-4.0640494188393106e-05,0.47589229805886035,0.4978083907326237,528,0.5227272727272727,521,0.4836852207293666,548,0.4854014598540146,0.4836852207293666,0,False
F4SE,FAILED_BREAK_SHORT_EARLY,SHORT,F4,EARLY,E3,PHASE_EXTREME_BREAK,1717,2461,0.6976838683462008,0.483401281304601,0.45982764065433473,-0.00012156576707988975,0.45835760046592894,0.48631333721607456,544,0.4963235294117647,564,0.4627659574468085,609,0.4909688013136289,0.4627659574468085,0,False
F4SE,FAILED_BREAK_SHORT_EARLY,SHORT,F4,EARLY,E4,PULLBACK_RECLAIM,2134,2461,0.8671271840715157,0.48828491096532334,0.46711691967230967,-6.689523249991947e-05,0.4971883786316776,0.4990627928772259,685,0.491970802919708,711,0.4838255977496484,738,0.489159891598916,0.4838255977496484,0,False
F4SE,FAILED_BREAK_SHORT_EARLY,SHORT,F4,EARLY,E5,FOLLOW_THROUGH_DISPLACEMENT,2188,2461,0.8890694839496139,0.49085923217550276,0.46994660953142703,-5.967031501630249e-05,0.47486288848263253,0.5004570383912249,683,0.5168374816983895,724,0.4861878453038674,781,0.47247119078104993,0.47247119078104993,0,False
F4SM,FAILED_BREAK_SHORT_MATURE,SHORT,F4,MATURE,E0,PHASE_CLOSE,1684,1684,1.0,0.48693586698337293,0.4631202167975586,-0.00012140707779506599,0.4643705463182898,0.4845605700712589,521,0.4856046065259117,583,0.48713550600343053,580,0.4879310344827586,0.4856046065259117,0,False
F4SM,FAILED_BREAK_SHORT_MATURE,SHORT,F4,MATURE,E1,NATIVE_LEVEL_RETEST,903,1684,0.5362232779097387,0.4795127353266888,0.44708412262334724,-0.00017444091686158458,0.48615725359911405,0.4939091915836102,296,0.4831081081081081,302,0.46357615894039733,305,0.4918032786885246,0.46357615894039733,0,False
F4SM,FAILED_BREAK_SHORT_MATURE,SHORT,F4,MATURE,E2,PHASE_MID_RETEST,989,1684,0.58729216152019,0.5045500505561172,0.4734324571002291,3.2253902722434447e-05,0.4792719919110212,0.48129423660262893,328,0.524390243902439,338,0.4881656804733728,323,0.5015479876160991,0.4881656804733728,0,False
F4SM,FAILED_BREAK_SHORT_MATURE,SHORT,F4,MATURE,E3,PHASE_EXTREME_BREAK,1259,1684,0.747624703087886,0.4630659253375695,0.4356765976133501,-0.0002516862981978285,0.4583002382843527,0.4765687053216839,386,0.46632124352331605,440,0.45,433,0.47344110854503463,0.45,0,False
F4SM,FAILED_BREAK_SHORT_MATURE,SHORT,F4,MATURE,E4,PULLBACK_RECLAIM,1489,1684,0.8842042755344418,0.47414372061786436,0.4488804834466026,-0.00021991877666516224,0.4983210208193418,0.49026192075218267,468,0.4722222222222222,516,0.4728682170542636,505,0.4772277227722772,0.4722222222222222,0,False
F4SM,FAILED_BREAK_SHORT_MATURE,SHORT,F4,MATURE,E5,FOLLOW_THROUGH_DISPLACEMENT,1507,1684,0.8948931116389549,0.48374253483742535,0.4585850896092005,-0.00010161224766291888,0.4810882548108825,0.4870603848706038,463,0.490280777537797,524,0.4847328244274809,520,0.47692307692307695,0.47692307692307695,0,False
