partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__recovery_from_worst_R,control__recovery_from_worst_R,case__recovery_efficiency,control__recovery_efficiency,case__bars_since_worst_fraction,control__bars_since_worst_fraction,case__post_worst_close_slope_R_per_bar,control__post_worst_close_slope_R_per_bar
development,60,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:50:00+00:00,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 16:25:00+00:00,-14.970657511277906,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,2023-09-04 00:40:00+00:00,,,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.664723032069965,0.5719298245614042,0.0927932075085608,0.2419825072886251,0.06315789473684447,0.3640350877192945,0.11042944785276473,0.6,0.0,0.012390670553944147,0.0
development,60,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:10:00+00:00,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 15:55:00+00:00,-11.36560443366813,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,2023-11-06 22:40:00+00:00,,,2023-11-06 15:25:00+00:00,2023-11-06 16:15:00+00:00,4.1189032622303,0.7936507936507887,0.9630512514898703,0.16940045783908153,0.1825396825396796,0.10488676996424447,0.2299999999999977,0.10891089108911013,0.7,0.0,-0.017857142857142506,0.0
development,60,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:50:00+00:00,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 16:20:00+00:00,-7.91107041107042,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,2023-09-28 20:00:00+00:00,,,2023-09-28 15:10:00+00:00,2023-09-28 16:00:00+00:00,4.368733374258249,0.3815789473684218,0.35831381733020806,0.023265130038213733,0.016447368421061127,0.6159250585480138,0.04310344827588425,1.7189542483660385,0.5,0.6,0.005733082706766888,0.09192037470726135
development,60,2023-09-24 17:55:00+00:00,2023-09-24 15:00:00+00:00,3.0,2023-09-24 19:30:00+00:00,2023-09-24 19:25:00+00:00,2023-09-24 18:00:00+00:00,2023-09-24 18:50:00+00:00,-4.531568228105909,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,2023-11-06 22:40:00+00:00,,,2023-11-06 15:25:00+00:00,2023-11-06 16:15:00+00:00,4.1189032622303,1.3176470588235174,0.9630512514898703,0.35459580733364715,1.0882352941176285,0.10488676996424447,0.8258928571428507,0.10891089108911013,0.6,0.0,0.077731092436976,0.0
development,60,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:40:00+00:00,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 15:55:00+00:00,-24.249041987720933,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,2023-09-04 00:40:00+00:00,,,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.7375178316690466,0.5719298245614042,0.16558800710764243,0.42082738944365616,0.06315789473684447,0.5705996131528085,0.11042944785276473,0.1,0.0,0.20542082738944342,0.0
development,60,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:05:00+00:00,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 20:10:00+00:00,-11.343584572724996,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,2023-09-04 00:40:00+00:00,,,2023-09-03 18:25:00+00:00,2023-09-03 19:15:00+00:00,2.9145574474612745,0.6354625550660764,0.5719298245614042,0.06353273050467223,0.24669603524228673,0.06315789473684447,0.38821490467937153,0.11042944785276473,0.3,0.0,0.06090308370043316,0.0
development,60,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:50:00+00:00,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 16:30:00+00:00,-21.33903765635803,2023-11-10 16:50:00+00:00,2023-11-10 15:00:00+00:00,3.0,2023-11-10 18:05:00+00:00,,,2023-11-10 16:55:00+00:00,2023-11-10 17:45:00+00:00,19.5133202629455,0.10453444098304158,0.15307328605200965,0.048538845068968065,0.21356870889581356,0.17750197005516077,2.0430463576158635,1.1595881595881532,1.0,0.1,0.001689795147739773,0.036249014972416754
development,60,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:25:00+00:00,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 16:20:00+00:00,-16.660716969788048,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.9112492933860917,0.4026258205689299,0.5086234728171618,0.21509327303561232,0.2560175054704571,0.23604218362282822,0.6358695652173819,0.1,0.2,0.11871113623515907,0.04121079504012001
development,60,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:20:00+00:00,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 16:15:00+00:00,-19.7173913043478,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 18:55:00+00:00,12.613528879306003,0.33072360616844704,0.32398000322528664,0.006743602943160398,0.10889679715302558,0.24850830511208075,0.32926829268292784,0.7670482827277306,0.7,1.0,0.004451222956561334,0.01802055386961122
development,60,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:15:00+00:00,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 18:05:00+00:00,-42.44157296123496,2024-01-10 18:00:00+00:00,2024-01-10 15:00:00+00:00,4.0,2024-01-10 21:50:00+00:00,,,2024-01-10 18:05:00+00:00,2024-01-10 18:55:00+00:00,12.613528879306003,0.33667907471417136,0.32398000322528664,0.012699071488884717,0.01469024195692469,0.24850830511208075,0.04363277393879078,0.7670482827277306,0.0,1.0,0.0,0.01802055386961122
development,60,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:35:00+00:00,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 16:10:00+00:00,-10.593406352202628,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.7387238723872337,0.4026258205689299,0.33609805181830377,0.2742024202420206,0.2560175054704571,0.37118391660461414,0.6358695652173819,0.3,0.2,0.07731023102309766,0.04121079504012001
development,60,2024-05-08 18:25:00+00:00,2024-05-08 15:00:00+00:00,4.0,2024-05-08 20:10:00+00:00,2024-05-08 20:05:00+00:00,2024-05-08 18:30:00+00:00,2024-05-08 19:20:00+00:00,-16.917672031598496,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.7697998259355917,0.4026258205689299,0.3671740053666618,0.0008703220191450554,0.2560175054704571,0.001130582249856048,0.6358695652173819,0.0,0.2,0.0,0.04121079504012001
development,60,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:25:00+00:00,2024-05-12 21:20:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 17:15:00+00:00,-10.262035594193419,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.8666107382550293,0.4026258205689299,0.4639849176860994,0.34270134228188015,0.2560175054704571,0.3954501452081347,0.6358695652173819,0.3,0.2,0.05817953020133435,0.04121079504012001
development,60,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:15:00+00:00,2024-06-01 23:10:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 16:00:00+00:00,-3.641282971191595,2024-01-20 17:55:00+00:00,2024-01-20 15:00:00+00:00,4.0,2024-01-20 20:35:00+00:00,,,2024-01-20 18:00:00+00:00,2024-01-20 18:50:00+00:00,2.9679179114170395,0.49555950266428983,0.4026258205689299,0.0929336820953599,0.11367673179394792,0.2560175054704571,0.22939068100356197,0.6358695652173819,0.0,0.2,0.0,0.04121079504012001
development,60,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:05:00+00:00,2024-07-10 01:00:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 21:40:00+00:00,-15.40905757882599,2024-10-26 18:10:00+00:00,2024-10-26 15:00:00+00:00,5.0,2024-10-26 19:10:00+00:00,,,2024-10-26 18:15:00+00:00,2024-10-26 19:05:00+00:00,3.735024665257214,0.2709136250283366,0.2641509433962269,0.0067626816321096905,0.11335298118340509,0.5817610062893052,0.4184100418410066,2.202380952380937,0.6,0.9,-0.002639505133270803,0.040747093577281526
development,60,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 19:00:00+00:00,2024-10-02 18:55:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 17:00:00+00:00,-19.988117180801122,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,2024-07-15 18:25:00+00:00,,,2024-07-15 15:05:00+00:00,2024-07-15 15:55:00+00:00,3.7452355244500524,0.5132954337062177,0.5456755817992369,0.032380148093019256,0.004401247019989161,0.23167766585620136,0.008574490889603735,0.42457033736473737,0.0,0.9,0.0,0.010043470481122124
development,60,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,5.0,2024-11-23 16:30:00+00:00,2024-11-23 16:25:00+00:00,2024-11-23 15:05:00+00:00,2024-11-23 15:55:00+00:00,-14.497153700189724,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,2024-07-15 18:25:00+00:00,,,2024-07-15 15:05:00+00:00,2024-07-15 15:55:00+00:00,3.7452355244500524,0.5133333333333364,0.5456755817992369,0.0323422484659005,0.038666666666669396,0.23167766585620136,0.0753246753246802,0.42457033736473737,0.0,0.9,0.0,0.010043470481122124
development,60,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:40:00+00:00,2024-12-09 01:35:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 16:55:00+00:00,-9.649344096871848,2024-09-24 17:40:00+00:00,2024-09-24 15:00:00+00:00,5.0,2024-09-24 22:10:00+00:00,,,2024-09-24 17:45:00+00:00,2024-09-24 18:35:00+00:00,5.8500569242067035,0.4745011086474543,0.45854444956241547,0.01595665908503885,0.06651884700665454,0.22915707047443612,0.14018691588785484,0.4997488699146146,0.2,0.1,0.018847006651887023,0.06678949792721829
development,60,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:15:00+00:00,2024-12-26 21:10:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 17:50:00+00:00,-10.246331236897333,2024-09-10 15:25:00+00:00,2024-09-10 15:00:00+00:00,5.0,2024-09-10 18:15:00+00:00,,,2024-09-10 15:30:00+00:00,2024-09-10 16:20:00+00:00,4.014705882352865,1.0416666666666625,0.8542124542124551,0.18745421245420746,0.4583333333333291,0.23553113553113667,0.43999999999999767,0.27572898799314,0.4,0.2,0.07261904761904213,0.0987179487179605
development,120,2022-03-06 16:20:00+00:00,2022-03-06 15:00:00+00:00,0.0,2022-03-06 19:45:00+00:00,2022-03-06 19:40:00+00:00,2022-03-06 16:25:00+00:00,2022-03-06 18:15:00+00:00,-17.630385487528322,2022-02-03 15:20:00+00:00,2022-02-03 15:00:00+00:00,0.0,2022-02-03 21:50:00+00:00,,,2022-02-03 15:25:00+00:00,2022-02-03 17:15:00+00:00,10.16880622662486,0.5407407407407431,0.5765407554671979,0.035800014726454776,0.2629629629629656,0.02584493041749412,0.48630136986301653,0.04482758620689489,0.4090909090909091,0.09090909090909091,0.026397306397307904,-0.060636182902582325
development,120,2022-03-09 15:50:00+00:00,2022-03-09 15:00:00+00:00,0.0,2022-03-09 19:15:00+00:00,2022-03-09 19:10:00+00:00,2022-03-09 15:55:00+00:00,2022-03-09 17:45:00+00:00,-16.31165919282507,2022-02-03 15:20:00+00:00,2022-02-03 15:00:00+00:00,0.0,2022-02-03 21:50:00+00:00,,,2022-02-03 15:25:00+00:00,2022-02-03 17:15:00+00:00,10.16880622662486,0.5873605947955389,0.5765407554671979,0.010819839328341074,0.30483271375464455,0.02584493041749412,0.5189873417721481,0.04482758620689489,0.22727272727272727,0.09090909090909091,0.0356877323420078,-0.060636182902582325
development,120,2022-06-05 16:05:00+00:00,2022-06-05 15:00:00+00:00,0.0,2022-06-05 23:30:00+00:00,2022-06-05 23:25:00+00:00,2022-06-05 16:10:00+00:00,2022-06-05 18:00:00+00:00,-17.508754377188573,2022-02-03 15:20:00+00:00,2022-02-03 15:00:00+00:00,0.0,2022-02-03 21:50:00+00:00,,,2022-02-03 15:25:00+00:00,2022-02-03 17:15:00+00:00,10.16880622662486,0.6349206349206337,0.5765407554671979,0.05837987945343581,0.48412698412698446,0.02584493041749412,0.7625000000000021,0.04482758620689489,0.8181818181818182,0.09090909090909091,0.020523531049846288,-0.060636182902582325
development,120,2022-07-09 18:30:00+00:00,2022-07-09 15:00:00+00:00,1.0,2022-07-10 00:50:00+00:00,2022-07-10 00:45:00+00:00,2022-07-09 18:35:00+00:00,2022-07-09 20:25:00+00:00,-15.717598557072886,2022-08-22 16:00:00+00:00,2022-08-22 15:00:00+00:00,1.0,2022-08-22 23:45:00+00:00,,,2022-08-22 16:05:00+00:00,2022-08-22 17:55:00+00:00,5.733944954128378,0.5887850467289742,0.5300000000000011,0.05878504672897311,0.08411214953271344,0.10999999999999943,0.14285714285714768,0.20754716981131924,0.6818181818181818,0.22727272727272727,-0.004480483782297526,0.01114285714285543
development,120,2022-07-10 20:25:00+00:00,2022-07-10 15:00:00+00:00,1.0,2022-07-11 00:20:00+00:00,2022-07-11 00:15:00+00:00,2022-07-10 20:30:00+00:00,2022-07-10 22:20:00+00:00,-16.353887399463808,2022-08-22 16:00:00+00:00,2022-08-22 15:00:00+00:00,1.0,2022-08-22 23:45:00+00:00,,,2022-08-22 16:05:00+00:00,2022-08-22 17:55:00+00:00,5.733944954128378,0.6226415094339619,0.5300000000000011,0.09264150943396077,0.06603773584905717,0.10999999999999943,0.10606060606060703,0.20754716981131924,0.045454545454545456,0.22727272727272727,-0.018867924528303222,0.01114285714285543
development,120,2022-09-20 15:50:00+00:00,2022-09-20 15:00:00+00:00,1.0,2022-09-20 18:00:00+00:00,2022-09-20 17:55:00+00:00,2022-09-20 15:55:00+00:00,2022-09-20 17:45:00+00:00,-14.77832512315269,2022-10-16 15:10:00+00:00,2022-10-16 15:00:00+00:00,1.0,2022-10-16 19:30:00+00:00,,,2022-10-16 15:15:00+00:00,2022-10-16 17:05:00+00:00,1.267089029676538,0.9139784946236574,0.8947368421052642,0.01924165251839327,0.07526881720430169,0.263157894736849,0.08235294117647113,0.29411764705883087,0.09090909090909091,0.2727272727272727,3.898894940256836e-15,0.05263157894737609
development,120,2022-11-27 15:15:00+00:00,2022-11-27 15:00:00+00:00,1.0,2022-11-27 23:25:00+00:00,2022-11-27 23:20:00+00:00,2022-11-27 15:20:00+00:00,2022-11-27 17:10:00+00:00,-8.668105548979954,2022-10-16 15:10:00+00:00,2022-10-16 15:00:00+00:00,1.0,2022-10-16 19:30:00+00:00,,,2022-10-16 15:15:00+00:00,2022-10-16 17:05:00+00:00,1.267089029676538,0.8036529680365325,0.8947368421052642,0.09108387406873164,0.33333333333333603,0.263157894736849,0.4147727272727292,0.29411764705883087,0.13636363636363635,0.2727272727272727,0.042922374429216245,0.05263157894737609
development,120,2023-01-07 15:55:00+00:00,2023-01-07 15:00:00+00:00,2.0,2023-01-07 22:35:00+00:00,2023-01-07 22:30:00+00:00,2023-01-07 16:00:00+00:00,2023-01-07 17:50:00+00:00,-6.367746797287078,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,2023-02-26 18:40:00+00:00,,,2023-02-26 16:20:00+00:00,2023-02-26 18:10:00+00:00,3.710639780497349,0.7066666666666641,0.6784037558685423,0.02826291079812182,0.4133333333333401,0.5446009389671366,0.5849056603773702,0.8027681660899687,0.5909090909090909,0.4090909090909091,0.02482051282050968,0.06285389102290563
development,120,2023-02-21 18:00:00+00:00,2023-02-21 15:00:00+00:00,2.0,2023-02-21 21:25:00+00:00,2023-02-21 21:20:00+00:00,2023-02-21 18:05:00+00:00,2023-02-21 19:55:00+00:00,-14.591668627912446,2023-01-08 15:45:00+00:00,2023-01-08 15:00:00+00:00,2.0,2023-01-08 23:50:00+00:00,,,2023-01-08 15:50:00+00:00,2023-01-08 17:40:00+00:00,6.863309352517999,0.5940460081190793,0.5807127882599599,0.013333219859119394,0.28552097428957823,0.08385744234801026,0.48063781321184174,0.14440433212996667,0.13636363636363635,0.045454545454545456,0.04194857916102368,0.03773584905659965
development,120,2023-02-28 15:25:00+00:00,2023-02-28 15:00:00+00:00,2.0,2023-02-28 20:05:00+00:00,2023-02-28 20:00:00+00:00,2023-02-28 15:30:00+00:00,2023-02-28 17:20:00+00:00,-11.032343819229073,2023-04-16 15:55:00+00:00,2023-04-16 15:00:00+00:00,2.0,2023-04-16 18:55:00+00:00,,,2023-04-16 16:00:00+00:00,2023-04-16 17:50:00+00:00,3.243154480890076,0.42701525054466594,0.377215189873417,0.049800060671248925,0.4357298474945599,0.3797468354430314,1.0204081632653128,1.0067114093959577,0.2727272727272727,0.9090909090909091,0.05407718643012876,0.01710340292618745
