t,period,gt,v1,broad,bull,fund,fund_delta,fund_mean3,fund_z30,fund_pos6,fund_pct90
1702580400000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.743987697907134,1,0.7111111111111111
1702591200000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.743987697907134,1,0.7111111111111111
1702594800000,DEV,TRANSITION,0,1,0,0.00016198,0.00006197999999999999,0.00012066000000000001,-0.29291404934316,1,0.7777777777777778
1702623600000,DEV,TRANSITION,0,1,0,0.0001688,0.000006820000000000019,0.0001435933333333333,-0.26072095655670086,1,0.7777777777777778
1702627200000,DEV,TRANSITION,1,1,0,0.0001688,0.000006820000000000019,0.0001435933333333333,-0.26072095655670086,1,0.7777777777777778
1702630800000,DEV,BEAR,0,1,0,0.0001688,0.000006820000000000019,0.0001435933333333333,-0.26072095655670086,1,0.7777777777777778
1702634400000,DEV,BEAR,0,1,0,0.0001688,0.000006820000000000019,0.0001435933333333333,-0.26072095655670086,1,0.7777777777777778
1702638000000,DEV,BEAR,1,1,0,0.0001688,0.000006820000000000019,0.0001435933333333333,-0.26072095655670086,1,0.7777777777777778
1702666800000,DEV,BEAR,0,1,1,0.00032874,0.00015994,0.00021984,0.9088181064336893,1,0.9333333333333333
1702670400000,DEV,BEAR,0,1,0,0.00032874,0.00015994,0.00021984,0.9088181064336893,1,0.9333333333333333
1702674000000,DEV,BEAR,0,1,0,0.00032874,0.00015994,0.00021984,0.9088181064336893,1,0.9333333333333333
1702695600000,DEV,TRANSITION,0,1,0,0.0001,-0.00022874,0.00019918,-0.7996921686974682,1,0.7222222222222222
1702699200000,DEV,TRANSITION,0,1,0,0.0001,-0.00022874,0.00019918,-0.7996921686974682,1,0.7222222222222222
1702702800000,DEV,TRANSITION,0,1,0,0.0001,-0.00022874,0.00019918,-0.7996921686974682,1,0.7222222222222222
1702710000000,DEV,TRANSITION,1,0,0,0.0001,0,0.00017624666666666666,-0.751623343301645,1,0.7333333333333333
1702728000000,DEV,TRANSITION,0,1,0,0.0001,0,0.00017624666666666666,-0.751623343301645,1,0.7333333333333333
1702738800000,DEV,BEAR,1,1,0,0.0001,0,0.00017624666666666666,-0.751623343301645,1,0.7333333333333333
1702810800000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,-0.7441196920226797,1,0.7444444444444445
1702828800000,DEV,TRANSITION,1,1,0,0.0001,0,0.0001,-0.6908692553852688,1,0.7444444444444445
1702832400000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.6908692553852688,1,0.7444444444444445
1702836000000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.6908692553852688,1,0.7444444444444445
1702879200000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,-0.7232470525217658,1,0.7444444444444445
1702886400000,DEV,BULL,1,0,0,0.0001,0,0.0001,-0.6746162330824056,1,0.7444444444444445
1702904400000,DEV,BULL,1,1,0,0.0001,0,0.0001,-0.6746162330824056,1,0.7444444444444445
1702908000000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.6746162330824056,1,0.7444444444444445
1702911600000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.6348805996292254,1,0.7444444444444445
1702915200000,DEV,BULL,1,1,0,0.0001,0,0.0001,-0.6348805996292254,1,0.7444444444444445
1702933200000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.6348805996292254,1,0.7444444444444445
1703012400000,DEV,TRANSITION,1,0,0,0.0001033,0.000003299999999999999,0.0001011,-0.505984995011622,1,0.7444444444444445
1703041200000,DEV,BULL,0,1,0,0.0001,-0.000003299999999999999,0.0001011,-0.49884756188372087,1,0.7333333333333333
1703062800000,DEV,BULL,1,1,0,0.00028564,0.00018564,0.00016298,2.402822126006215,1,0.9
1703084400000,DEV,TRANSITION,0,1,0,0.00018812,-0.00009751999999999997,0.00019125333333333333,0.8806751835025357,1,0.8
1703088000000,DEV,TRANSITION,0,1,0,0.00018812,-0.00009751999999999997,0.00019125333333333333,0.8806751835025357,1,0.8
1703091600000,DEV,TRANSITION,0,1,0,0.00018812,-0.00009751999999999997,0.00019125333333333333,0.8806751835025357,1,0.8
1703095200000,DEV,TRANSITION,0,1,0,0.00018812,-0.00009751999999999997,0.00019125333333333333,0.8806751835025357,1,0.8
1703116800000,DEV,BULL,0,1,0,0.0001,-0.00008812,0.00019125333333333333,-0.46513407476498353,1,0.7111111111111111
1703120400000,DEV,BULL,1,1,0,0.0001,-0.00008812,0.00019125333333333333,-0.46513407476498353,1,0.7111111111111111
1703134800000,DEV,BULL,0,1,0,0.0001,-0.00008812,0.00019125333333333333,-0.46513407476498353,1,0.7111111111111111
1703138400000,DEV,TRANSITION,1,1,0,0.0001,-0.00008812,0.00019125333333333333,-0.46513407476498353,1,0.7111111111111111
1703142000000,DEV,TRANSITION,0,1,0,0.0001,0,0.00012937333333333333,-0.46513407476498414,1,0.7111111111111111
1703174400000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.46513407476498353,1,0.7111111111111111
1703178000000,DEV,TRANSITION,0,1,1,0.0001,0,0.0001,-0.46513407476498353,1,0.7111111111111111
1703181600000,DEV,BULL,0,1,1,0.0001,0,0.0001,-0.46513407476498353,1,0.7111111111111111
1703185200000,DEV,TRANSITION,0,1,1,0.0001,0,0.0001,-0.46513407476498353,1,0.7111111111111111
1703188800000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.46513407476498353,1,0.7111111111111111
1703206800000,DEV,BEAR,0,1,0,0.00031152,0.00021152000000000003,0.00017050666666666668,2.8493387581475056,1,0.9111111111111111
1703217600000,DEV,BEAR,1,1,0,0.00031152,0.00021152000000000003,0.00017050666666666668,2.8493387581475056,1,0.9111111111111111
1703246400000,DEV,TRANSITION,0,1,1,0.00036827,0.00005675,0.00025993,2.997777182407167,1,0.9333333333333333
1703250000000,DEV,TRANSITION,0,1,1,0.00036827,0.00005675,0.00025993,2.997777182407167,1,0.9333333333333333
1703253600000,DEV,TRANSITION,0,1,0,0.00036827,0.00005675,0.00025993,2.997777182407167,1,0.9333333333333333
1703257200000,DEV,SIDEWAYS,1,1,0,0.00012814,-0.00024013000000000002,0.00026931,-0.1303333395234433,1,0.7333333333333333
1703264400000,DEV,TRANSITION,0,1,0,0.00012814,-0.00024013000000000002,0.00026931,-0.1303333395234433,1,0.7333333333333333
1703268000000,DEV,SIDEWAYS,1,1,0,0.00012814,-0.00024013000000000002,0.00026931,-0.1303333395234433,1,0.7333333333333333
1703275200000,DEV,SIDEWAYS,0,1,0,0.00012814,-0.00024013000000000002,0.00026931,-0.1303333395234433,1,0.7333333333333333
1703307600000,DEV,TRANSITION,1,0,0,0.0001,-0.000028139999999999998,0.00019880333333333338,-0.4967127648695568,1,0.6777777777777778
1703311200000,DEV,BULL,1,1,0,0.0001,-0.000028139999999999998,0.00019880333333333338,-0.4967127648695568,1,0.6777777777777778
1703318400000,DEV,BULL,1,1,0,0.00018694,0.00008693999999999999,0.00013836,0.5963710683335995,1,0.7666666666666667
1703329200000,DEV,BULL,1,0,0,0.00018694,0.00008693999999999999,0.00013836,0.5963710683335995,1,0.7666666666666667
1703350800000,DEV,BULL,1,1,0,0.0001,-0.00008693999999999999,0.00012898,-0.5334310165966298,1,0.6666666666666666
1703354400000,DEV,BULL,1,1,0,0.0001,-0.00008693999999999999,0.00012898,-0.5334310165966298,1,0.6666666666666666
1703358000000,DEV,BULL,0,1,0,0.0001,-0.00008693999999999999,0.00012898,-0.5334310165966298,1,0.6666666666666666
1703361600000,DEV,BULL,0,1,0,0.0001,-0.00008693999999999999,0.00012898,-0.5334310165966298,1,0.6666666666666666
1703365200000,DEV,BULL,0,1,0,0.0001,-0.00008693999999999999,0.00012898,-0.5334310165966298,1,0.6666666666666666
1703368800000,DEV,TRANSITION,0,1,0,0.0001,-0.00008693999999999999,0.00012898,-0.5334310165966298,1,0.6666666666666666
1703376000000,DEV,TRANSITION,0,1,0,0.00034505,0.00024505,0.00021066333333333333,2.3101853722539594,1,0.9222222222222223
1703379600000,DEV,SIDEWAYS,0,1,0,0.00034505,0.00024505,0.00021066333333333333,2.3101853722539594,1,0.9222222222222223
1703386800000,DEV,TRANSITION,0,1,0,0.00034505,0.00024505,0.00021066333333333333,2.3101853722539594,1,0.9222222222222223
1703426400000,DEV,TRANSITION,0,1,0,0.00025777,-0.00008728000000000002,0.00023427333333333336,1.195111442195928,1,0.8333333333333334
1703430000000,DEV,SIDEWAYS,0,1,0,0.00012453,-0.00013324,0.00024244999999999998,-0.3576026906614073,1,0.6888888888888889
1703433600000,DEV,BEAR,0,1,0,0.00012453,-0.00013324,0.00024244999999999998,-0.3576026906614073,1,0.6888888888888889
1703437200000,DEV,TRANSITION,0,1,0,0.00012453,-0.00013324,0.00024244999999999998,-0.3576026906614073,1,0.6888888888888889
1703440800000,DEV,BEAR,1,1,0,0.00012453,-0.00013324,0.00024244999999999998,-0.3576026906614073,1,0.6888888888888889
1703444400000,DEV,TRANSITION,0,1,0,0.00012453,-0.00013324,0.00024244999999999998,-0.3576026906614073,1,0.6888888888888889
1703476800000,DEV,BULL,0,1,0,0.0001913,0.00006676999999999999,0.0001912,0.4060750040579609,1,0.7555555555555555
1703480400000,DEV,TRANSITION,1,1,0,0.0001913,0.00006676999999999999,0.0001912,0.4060750040579609,1,0.7555555555555555
1703484000000,DEV,BULL,0,1,0,0.0001913,0.00006676999999999999,0.0001912,0.4060750040579609,1,0.7555555555555555
1703505600000,DEV,BULL,1,1,0,0.00018571,-0.000005589999999999979,0.00016717999999999998,0.33421537272875673,1,0.7222222222222222
1703509200000,DEV,BULL,0,1,0,0.00018571,-0.000005589999999999979,0.00016717999999999998,0.33421537272875673,1,0.7222222222222222
1703512800000,DEV,SIDEWAYS,1,1,0,0.00018571,-0.000005589999999999979,0.00016717999999999998,0.33421537272875673,1,0.7222222222222222
1703516400000,DEV,TRANSITION,0,1,0,0.00063964,0.00045393,0.0003388833333333333,3.9727313240741,1,1
1703520000000,DEV,TRANSITION,0,1,0,0.00063964,0.00045393,0.0003388833333333333,3.9727313240741,1,1
1703523600000,DEV,BEAR,0,1,0,0.00063964,0.00045393,0.0003388833333333333,3.9727313240741,1,1
1703563200000,DEV,BEAR,1,1,0,0.00029627,-0.00034337,0.00037387333333333336,1.0174062695277624,1,0.8555555555555555
1703584800000,DEV,TRANSITION,0,1,1,0.00012594,-0.00017033,0.00035395,-0.40556090639946807,1,0.6444444444444445
1703588400000,DEV,TRANSITION,0,1,1,0.00012594,-0.00017033,0.00035395,-0.40556090639946807,1,0.6444444444444445
1703592000000,DEV,BEAR,1,1,1,0.00012594,-0.00017033,0.00035395,-0.40556090639946807,1,0.6444444444444445
1703595600000,DEV,BEAR,0,1,0,0.00012594,-0.00017033,0.00035395,-0.40556090639946807,1,0.6444444444444445
1703624400000,DEV,TRANSITION,1,1,1,0.00014423,0.00001828999999999999,0.00018881333333333332,-0.2668812798832487,1,0.6555555555555556
1703628000000,DEV,TRANSITION,1,1,0,0.00014423,0.00001828999999999999,0.00018881333333333332,-0.2668812798832487,1,0.6555555555555556
1703631600000,DEV,TRANSITION,0,1,0,0.0001,-0.00004422999999999999,0.00012339,-0.6375101539212427,1,0.5666666666666667
1703635200000,DEV,TRANSITION,0,1,0,0.0001,-0.00004422999999999999,0.00012339,-0.6375101539212427,1,0.5666666666666667
1703638800000,DEV,SIDEWAYS,0,1,0,0.0001,-0.00004422999999999999,0.00012339,-0.6375101539212427,1,0.5666666666666667
1703660400000,DEV,TRANSITION,0,1,0,0.00041146,0.00031146,0.00021856333333333334,1.7907001245548202,1,0.9555555555555556
1703671200000,DEV,BEAR,1,1,0,0.00041146,0.00031146,0.00021856333333333334,1.7907001245548202,1,0.9555555555555556
1703674800000,DEV,BEAR,0,1,0,0.00041146,0.00031146,0.00021856333333333334,1.7907001245548202,1,0.9555555555555556
1703700000000,DEV,BEAR,1,1,1,0.00067699,0.00026553000000000004,0.00039615000000000006,3.0949364647917847,1,1
1703707200000,DEV,BEAR,0,1,0,0.00067699,0.00026553000000000004,0.00039615000000000006,3.0949364647917847,1,1
1703746800000,DEV,BEAR,1,1,0,0.00086297,0.00032304,0.0006932966666666667,3.1267809140193736,1,1
1703790000000,DEV,TRANSITION,0,1,1,0.00084399,-0.00001898000000000004,0.0007489633333333332,2.5755400562826236,1,0.9888888888888889
1703800800000,DEV,TRANSITION,1,1,0,0.00084399,-0.00001898000000000004,0.0007489633333333332,2.5755400562826236,1,0.9888888888888889
1703811600000,DEV,BULL,0,1,0,0.00050327,-0.00034072,0.0007367433333333334,0.9783161775840075,1,0.9222222222222223
1703818800000,DEV,SIDEWAYS,0,1,0,0.00050327,-0.00034072,0.0007367433333333334,0.9783161775840075,1,0.9222222222222223
1703822400000,DEV,TRANSITION,0,1,0,0.00050327,-0.00034072,0.0007367433333333334,0.9783161775840075,1,0.9222222222222223
1703826000000,DEV,SIDEWAYS,0,1,0,0.00050327,-0.00034072,0.0007367433333333334,0.9783161775840075,1,0.9222222222222223
1703898000000,DEV,BEAR,0,1,0,0.00046726,0.00001856999999999998,0.00043986666666666666,0.6800991650154742,1,0.9111111111111111
1703944800000,DEV,TRANSITION,0,1,0,0.00024082,-0.00022644,0.00038559000000000005,-0.3436652685780098,1,0.6888888888888889
1703948400000,DEV,BEAR,1,1,0,0.00030813,0.00006731,0.00033873666666666666,-0.056179515187218934,1,0.7666666666666667
1704006000000,DEV,TRANSITION,0,1,0,0.00034362,0.00003549,0.0002975233333333333,0.07020894757176102,1,0.8
1704009600000,DEV,TRANSITION,0,1,0,0.00052654,0.00018292000000000004,0.00039276333333333334,0.8614129353711935,1,0.9222222222222223
1704013200000,DEV,TRANSITION,0,1,0,0.00052654,0.00018292000000000004,0.00039276333333333334,0.8614129353711935,1,0.9222222222222223
1704016800000,DEV,TRANSITION,0,1,0,0.00052654,0.00018292000000000004,0.00039276333333333334,0.8614129353711935,1,0.9222222222222223
1704052800000,DEV,TRANSITION,1,0,0,0.00041035,-0.00011619000000000001,0.0004268366666666667,0.2741785126227572,1,0.8555555555555555
1704074400000,DEV,TRANSITION,0,1,0,0.0002241,-0.00018625000000000003,0.0003869966666666667,-0.6004788235797474,1,0.6111111111111112
1704078000000,DEV,BULL,0,1,0,0.0002241,-0.00018625000000000003,0.0003869966666666667,-0.6004788235797474,1,0.6111111111111112
1704099600000,DEV,BULL,1,0,0,0.00032989,0.00010579,0.00032144666666666667,-0.09056208774606746,1,0.7666666666666667
1704110400000,DEV,BULL,0,1,0,0.00032989,0.00010579,0.00032144666666666667,-0.09056208774606746,1,0.7666666666666667
1704132000000,DEV,BULL,0,1,0,0.00051477,0.00018488,0.0003562533333333333,0.7358638365145923,1,0.9111111111111111
1704157200000,DEV,BULL,0,1,0,0.00057513,0.00006035999999999997,0.00047326333333333335,0.9614242612892104,1,0.9444444444444444
1704160800000,DEV,TRANSITION,1,1,0,0.00057513,0.00006035999999999997,0.00047326333333333335,0.9614242612892104,1,0.9444444444444444
1704178800000,DEV,BEAR,0,1,0,0.00046798,-0.00010714999999999998,0.0005192933333333334,0.3991043514858011,1,0.8777777777777778
1704229200000,DEV,SIDEWAYS,1,0,0,0.00096801,0.00050003,0.0006703733333333333,2.4980984316709938,1,1
1704250800000,DEV,TRANSITION,1,0,0,0.00032289,-0.0006451200000000001,0.0005862933333333334,-0.4171542872063313,1,0.7
1704261600000,DEV,BEAR,0,1,0,0.00032289,-0.0006451200000000001,0.0005862933333333334,-0.4171542872063313,1,0.7
1704312000000,DEV,TRANSITION,1,0,0,0.0001,-0.00003468,0.0001858566666666667,-1.3708394105859794,1,0.36666666666666664
1704315600000,DEV,SIDEWAYS,1,1,0,0.0001,-0.00003468,0.0001858566666666667,-1.3708394105859794,1,0.36666666666666664
1704319200000,DEV,TRANSITION,0,1,1,0.0001,-0.00003468,0.0001858566666666667,-1.3708394105859794,1,0.36666666666666664
1704322800000,DEV,TRANSITION,0,1,1,0.0001,0,0.00011156000000000001,-1.3366623000278586,1,0.36666666666666664
1704337200000,DEV,TRANSITION,0,1,0,0.0001,0,0.00011156000000000001,-1.3366623000278586,1,0.36666666666666664
1704344400000,DEV,TRANSITION,0,1,0,0.0001,0,0.00011156000000000001,-1.3366623000278586,1,0.36666666666666664
1704373200000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-1.305794434930474,1,0.36666666666666664
1704376800000,DEV,SIDEWAYS,1,1,0,0.0001,0,0.0001,-1.305794434930474,1,0.36666666666666664
1704380400000,DEV,SIDEWAYS,0,1,0,0.0001,0,0.0001,-1.218357586494269,1,0.36666666666666664
1704384000000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-1.218357586494269,1,0.36666666666666664
1704387600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-1.218357586494269,1,0.36666666666666664
1704398400000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-1.218357586494269,1,0.36666666666666664
1704484800000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-1.1435431202685271,1,0.4
1704488400000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-1.1435431202685271,1,0.4
1704492000000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-1.1435431202685271,1,0.4
1704495600000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-1.1435431202685267,1,0.4
1704535200000,DEV,SIDEWAYS,0,1,0,0.0001,0,0.0001,-1.0788109114685036,1,0.4
1704549600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-1.0788109114685036,1,0.4
1704560400000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-1.011012447724193,1,0.4111111111111111
1704607200000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.9464620137167917,1,0.4222222222222222
1704610800000,DEV,TRANSITION,1,1,0,0.0001,0,0.0001,-0.9464620137167917,1,0.4222222222222222
1704628800000,DEV,TRANSITION,1,0,0,0.0001,0,0.0001,-0.9065909169731045,1,0.43333333333333335
1704632400000,DEV,BEAR,1,1,0,0.0001,0,0.0001,-0.9065909169731045,1,0.43333333333333335
1704636000000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.9065909169731045,1,0.43333333333333335
1704686400000,DEV,BULL,1,0,1,0.0001,0,0.0001,-0.8167687348312765,1,0.45555555555555555
1704693600000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.8167687348312765,1,0.45555555555555555
1704697200000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704700800000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704708000000,DEV,BULL,1,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704711600000,DEV,BULL,1,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704715200000,DEV,BULL,1,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704718800000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704722400000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.7657355490583325,1,0.4666666666666667
1704736800000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.7138889893673965,1,0.4666666666666667
1704740400000,DEV,SIDEWAYS,0,1,0,0.0001,0,0.0001,-0.7138889893673965,1,0.4666666666666667
1704772800000,DEV,BEAR,1,1,0,0.0001,0,0.0001,-0.6627482465357417,1,0.4777777777777778
1704776400000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.6627482465357417,1,0.4777777777777778
1704780000000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.6627482465357417,1,0.4777777777777778
1704783600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.6353389514548813,1,0.4888888888888889
1704816000000,DEV,BEAR,0,1,0,0.0001,0,0.0001,-0.5993756766571464,1,0.5
1704848400000,DEV,TRANSITION,1,1,0,0.0001,0,0.0001,-0.5603078052418163,1,0.5111111111111111
1704906000000,DEV,TRANSITION,1,1,0,0.0001,0,0.0001,-0.46484771382162876,1,0.5111111111111111
1704909600000,DEV,TRANSITION,0,1,0,0.0001,0,0.0001,-0.46484771382162876,1,0.5111111111111111
1704913200000,DEV,BULL,0,1,0,0.0001,0,0.0001,-0.46484771382162876,1,0.5111111111111111
