target,feature,q25,q50,q75,dev_n
EXPANSION,minutes_entry_to_tp2,15.0,45.0,115.0,127
EXPANSION,cluster_gap_r_per_minute,0.0028569753417313683,0.006494382022471806,0.01952176036135021,72
EXPANSION,cluster_path_efficiency,0.014084507042240891,0.11627906976748183,0.45161290322575914,53
EXPANSION,cluster_green_rate,0.484472049689441,0.5141700404858299,0.7,53
EXPANSION,cluster_close_above_tp1_rate,0.14285714285714285,0.375,0.875,53
EXPANSION,cluster_max_pullback_r,0.193829353603793,0.3284342743439861,0.46548956661315455,72
EXPANSION,cluster_mae_from_tp1_r,-0.3359073359073409,-0.1743119266055065,-0.06827309236947342,53
EXPANSION,last1_progress_r,-0.027210884353742724,0.03795379537954094,0.11788617886177481,53
EXPANSION,last3_progress_r,0.023769100169777027,0.10060975609755608,0.16504854368934022,41
EXPANSION,last3_green_rate,0.6666666666666666,0.6666666666666666,0.6666666666666666,41
EXPANSION,distance_remaining_tp2_r,0.08825465472020766,0.12389339429088528,0.18797297056676424,72
EXPANSION,tp2_close_above_r,-0.06647193570678292,-0.014457831325301831,0.028841655586745764,127
EXPANSION,tp2_bar_body_r,0.02632993512511879,0.0970394736842151,0.23012807394522838,127
EXPANSION,tp2_bar_range_r,0.14950636994558694,0.22083333333332145,0.35796074154852897,127
EXPANSION,tp2_close_location,0.41797392841360603,0.6803278688524699,0.8827822235643349,127
R_0_50,tp1_r,0.025952513970391215,0.05678370177719734,0.16082910866701566,111
R_0_50,tp2_r,0.06866542894595482,0.17253521126760948,0.2691368327265381,111
R_0_50,tp1_to_tp2_gap_r,0.014947639225511934,0.051094890510943757,0.11739121736521073,111
R_0_50,known_target_count,5.5,11.0,50.5,111
R_0_50,objective_room_from_tp2_r,0.23086316727346,0.327464788732388,0.43133457105404394,111
R_0_50,minutes_entry_to_tp1,5.0,10.0,40.0,111
R_0_50,minutes_tp1_to_tp2,0.0,0.0,25.0,111
R_0_50,minutes_entry_to_tp2,5.0,30.0,85.0,111
R_0_50,cluster_gap_r_per_minute,0.0016647683217025527,0.004166666666666244,0.010624410402478097,51
R_0_50,cluster_path_efficiency,-0.01116711769128469,0.07317073170732045,0.40736591513789516,39
R_0_50,cluster_green_rate,0.5,0.5337837837837838,0.6833333333333333,39
R_0_50,cluster_close_above_tp1_rate,0.01198581560283688,0.25,0.53125,39
R_0_50,cluster_max_pullback_r,0.1770732277884423,0.24293785310735097,0.38839438001023224,51
R_0_50,cluster_mae_from_tp1_r,-0.35930108705868447,-0.1743119266055065,-0.09667058847813798,39
R_0_50,last1_progress_r,-0.032583126106455786,0.01322751322751633,0.05871994223978774,39
R_0_50,last3_progress_r,0.0099502487562169,0.07266435986158495,0.12325236966824596,31
R_0_50,last3_green_rate,0.6666666666666666,0.6666666666666666,0.6666666666666666,31
R_0_50,distance_remaining_tp2_r,0.05523271455474886,0.11194029850746665,0.1562305989688749,51
R_0_50,tp2_close_above_r,-0.0612049193293341,-0.025641025641026577,0.01853856099041693,111
R_0_50,tp2_bar_body_r,0.022480273665253674,0.06643356643356599,0.1540627165627136,111
R_0_50,tp2_bar_range_r,0.13499139245435043,0.185108583247151,0.2582912761355337,111
R_0_50,tp2_close_location,0.3197168141592892,0.6039999999999963,0.8614832535884812,111
R_1_00,tp1_r,0.0382927155098362,0.13782284641324183,0.294321692235199,178
R_1_00,tp2_r,0.11267646570337132,0.2814076955424695,0.4717693141401984,178
R_1_00,tp1_to_tp2_gap_r,0.024859737059325718,0.07485697079193158,0.18206691682301065,178
R_1_00,known_target_count,5.0,10.5,37.0,178
R_1_00,objective_room_from_tp2_r,0.5282306858598016,0.7185923044575304,0.8873235342966287,178
R_1_00,minutes_entry_to_tp1,5.0,20.0,70.0,178
R_1_00,minutes_tp1_to_tp2,0.0,5.0,30.0,178
R_1_00,minutes_entry_to_tp2,10.0,50.0,140.0,178
R_1_00,cluster_gap_r_per_minute,0.0016647683217025527,0.004568527918780459,0.015284761828259079,95
R_1_00,cluster_path_efficiency,-0.006346661840450121,0.062046555117543735,0.3587869883493163,72
R_1_00,cluster_green_rate,0.5,0.5285899935022742,0.6666666666666666,72
R_1_00,cluster_close_above_tp1_rate,0.06389252948885976,0.26785714285714285,0.6695804195804196,72
R_1_00,cluster_max_pullback_r,0.2030301072490155,0.33035714285714557,0.5611762946805419,95
R_1_00,cluster_mae_from_tp1_r,-0.4427107338556886,-0.22554347826086774,-0.09754164344542794,72
R_1_00,last1_progress_r,-0.013565769617708376,0.03946870096846367,0.11286439929328758,72
R_1_00,last3_progress_r,0.039308176100628846,0.0979112271540474,0.16504854368934022,61
R_1_00,last3_green_rate,0.6666666666666666,0.6666666666666666,0.6666666666666666,61
R_1_00,distance_remaining_tp2_r,0.07169602338972121,0.12133891213388857,0.17797888386123645,95
R_1_00,tp2_close_above_r,-0.055193585058103706,-0.013040123456785197,0.03759175394549488,178
R_1_00,tp2_bar_body_r,0.032744002101452244,0.10031523417395166,0.21040185114816537,178
R_1_00,tp2_bar_range_r,0.15283434149846667,0.22681718478178442,0.34588523192829645,178
R_1_00,tp2_close_location,0.41437051971325933,0.6768566840626113,0.8659080641517923,178
