family,decision,label,feature,period,band,n,success,success_rate
FORMATION,BOS_CLOSE,GE1R,base_candles,DEV,Q1,164,123,0.75
FORMATION,BOS_CLOSE,GE1R,base_candles,DEV,Q2,105,77,0.7333333333333333
FORMATION,BOS_CLOSE,GE1R,base_candles,DEV,Q3,231,161,0.696969696969697
FORMATION,BOS_CLOSE,GE1R,base_candles,REF,Q1,99,72,0.7272727272727273
FORMATION,BOS_CLOSE,GE1R,base_candles,REF,Q2,70,56,0.8
FORMATION,BOS_CLOSE,GE1R,base_candles,REF,Q3,140,103,0.7357142857142858
FORMATION,BOS_CLOSE,GE1R,base_width_pct,DEV,Q1,125,98,0.784
FORMATION,BOS_CLOSE,GE1R,base_width_pct,DEV,Q2,125,91,0.728
FORMATION,BOS_CLOSE,GE1R,base_width_pct,DEV,Q3,125,92,0.736
FORMATION,BOS_CLOSE,GE1R,base_width_pct,DEV,Q4,125,80,0.64
FORMATION,BOS_CLOSE,GE1R,base_width_pct,REF,Q1,110,90,0.8181818181818182
FORMATION,BOS_CLOSE,GE1R,base_width_pct,REF,Q2,84,59,0.7023809523809523
FORMATION,BOS_CLOSE,GE1R,base_width_pct,REF,Q3,60,46,0.7666666666666667
FORMATION,BOS_CLOSE,GE1R,base_width_pct,REF,Q4,55,36,0.6545454545454545
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,DEV,Q1,125,100,0.8
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,DEV,Q2,125,85,0.68
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,DEV,Q3,126,86,0.6825396825396826
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,DEV,Q4,124,90,0.7258064516129032
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,REF,Q1,81,62,0.7654320987654321
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,REF,Q2,72,54,0.75
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,REF,Q3,81,61,0.7530864197530864
FORMATION,BOS_CLOSE,GE1R,base_mean_body_frac,REF,Q4,75,54,0.72
FORMATION,BOS_CLOSE,GE1R,departure_bars,DEV,Q1,218,160,0.7339449541284404
FORMATION,BOS_CLOSE,GE1R,departure_bars,DEV,Q2,113,77,0.6814159292035398
FORMATION,BOS_CLOSE,GE1R,departure_bars,DEV,Q3,73,59,0.8082191780821918
FORMATION,BOS_CLOSE,GE1R,departure_bars,DEV,Q4,96,65,0.6770833333333334
FORMATION,BOS_CLOSE,GE1R,departure_bars,REF,Q1,141,105,0.7446808510638298
FORMATION,BOS_CLOSE,GE1R,departure_bars,REF,Q2,63,54,0.8571428571428571
FORMATION,BOS_CLOSE,GE1R,departure_bars,REF,Q3,50,33,0.66
FORMATION,BOS_CLOSE,GE1R,departure_bars,REF,Q4,55,39,0.7090909090909091
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,DEV,Q1,125,76,0.608
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,DEV,Q2,125,91,0.728
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,DEV,Q3,125,96,0.768
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,DEV,Q4,125,98,0.784
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,REF,Q1,79,60,0.759493670886076
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,REF,Q2,93,69,0.7419354838709677
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,REF,Q3,65,46,0.7076923076923077
FORMATION,BOS_CLOSE,GE1R,departure_net_progress_zone_r,REF,Q4,72,56,0.7777777777777778
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,DEV,Q1,125,86,0.688
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,DEV,Q2,125,86,0.688
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,DEV,Q3,250,189,0.756
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,REF,Q1,75,54,0.72
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,REF,Q2,67,50,0.746268656716418
FORMATION,BOS_CLOSE,GE1R,departure_efficiency,REF,Q3,167,127,0.7604790419161677
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,DEV,Q1,125,89,0.712
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,DEV,Q2,125,80,0.64
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,DEV,Q3,125,94,0.752
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,DEV,Q4,125,98,0.784
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,REF,Q1,93,69,0.7419354838709677
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,REF,Q2,69,52,0.7536231884057971
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,REF,Q3,70,53,0.7571428571428571
FORMATION,BOS_CLOSE,GE1R,bos_overshoot_zone_r,REF,Q4,77,57,0.7402597402597403
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,DEV,Q1,125,88,0.704
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,DEV,Q2,125,91,0.728
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,DEV,Q3,125,93,0.744
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,DEV,Q4,125,89,0.712
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,REF,Q1,77,63,0.8181818181818182
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,REF,Q2,80,58,0.725
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,REF,Q3,77,56,0.7272727272727273
FORMATION,BOS_CLOSE,GE1R,bos_body_frac,REF,Q4,75,54,0.72
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,DEV,Q1,190,138,0.7263157894736842
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,DEV,Q2,60,39,0.65
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,DEV,Q3,125,90,0.72
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,DEV,Q4,125,94,0.752
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,REF,Q1,131,97,0.7404580152671756
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,REF,Q2,35,23,0.6571428571428571
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,REF,Q3,67,53,0.7910447761194029
FORMATION,BOS_CLOSE,GE1R,max_bull_fvg_zone_r,REF,Q4,76,58,0.7631578947368421
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,DEV,Q1,125,81,0.648
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,DEV,Q2,125,93,0.744
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,DEV,Q3,125,89,0.712
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,DEV,Q4,125,98,0.784
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,REF,Q1,80,60,0.75
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,REF,Q2,80,59,0.7375
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,REF,Q3,81,60,0.7407407407407407
FORMATION,BOS_CLOSE,GE1R,protected_depth_to_broken_level_zone_r,REF,Q4,68,52,0.7647058823529411
FORMATION,BOS_CLOSE,GE1_5R,base_candles,DEV,Q1,164,93,0.5670731707317073
FORMATION,BOS_CLOSE,GE1_5R,base_candles,DEV,Q2,105,57,0.5428571428571428
FORMATION,BOS_CLOSE,GE1_5R,base_candles,DEV,Q3,231,116,0.5021645021645021
FORMATION,BOS_CLOSE,GE1_5R,base_candles,REF,Q1,99,57,0.5757575757575758
FORMATION,BOS_CLOSE,GE1_5R,base_candles,REF,Q2,70,38,0.5428571428571428
FORMATION,BOS_CLOSE,GE1_5R,base_candles,REF,Q3,140,73,0.5214285714285715
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,DEV,Q1,125,75,0.6
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,DEV,Q2,125,66,0.528
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,DEV,Q3,125,68,0.544
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,DEV,Q4,125,57,0.456
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,REF,Q1,110,73,0.6636363636363637
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,REF,Q2,84,48,0.5714285714285714
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,REF,Q3,60,32,0.5333333333333333
FORMATION,BOS_CLOSE,GE1_5R,base_width_pct,REF,Q4,55,15,0.2727272727272727
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,DEV,Q1,125,80,0.64
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,DEV,Q2,125,61,0.488
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,DEV,Q3,126,62,0.49206349206349204
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,DEV,Q4,124,63,0.5080645161290323
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,REF,Q1,81,44,0.5432098765432098
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,REF,Q2,72,38,0.5277777777777778
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,REF,Q3,81,48,0.5925925925925926
FORMATION,BOS_CLOSE,GE1_5R,base_mean_body_frac,REF,Q4,75,38,0.5066666666666667
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,DEV,Q1,218,121,0.555045871559633
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,DEV,Q2,113,54,0.4778761061946903
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,DEV,Q3,73,44,0.6027397260273972
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,DEV,Q4,96,47,0.4895833333333333
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,REF,Q1,141,81,0.574468085106383
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,REF,Q2,63,35,0.5555555555555556
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,REF,Q3,50,26,0.52
FORMATION,BOS_CLOSE,GE1_5R,departure_bars,REF,Q4,55,26,0.4727272727272727
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,DEV,Q1,125,58,0.464
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,DEV,Q2,125,58,0.464
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,DEV,Q3,125,78,0.624
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,DEV,Q4,125,72,0.576
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,REF,Q1,79,37,0.46835443037974683
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,REF,Q2,93,56,0.6021505376344086
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,REF,Q3,65,33,0.5076923076923077
FORMATION,BOS_CLOSE,GE1_5R,departure_net_progress_zone_r,REF,Q4,72,42,0.5833333333333334
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,DEV,Q1,125,61,0.488
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,DEV,Q2,125,69,0.552
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,DEV,Q3,250,136,0.544
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,REF,Q1,75,42,0.56
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,REF,Q2,67,33,0.4925373134328358
FORMATION,BOS_CLOSE,GE1_5R,departure_efficiency,REF,Q3,167,93,0.5568862275449101
FORMATION,BOS_CLOSE,GE1_5R,bos_overshoot_zone_r,DEV,Q1,125,61,0.488
