snapshot_age_min,feature,direction,dev_block,n,case_median,control_median,median_gap,effect,adequate,direction_ok
60,running_mae_R,higher,5,5,0.5132954337062177,0.2641509433962269,0.24914449030999075,3.8495984030279384,True,True
60,close_H_R,lower,0,3,-0.44074074074073943,-0.10508474576271304,-0.3356559949780264,4.964559395113299,False,False
60,close_H_R,lower,1,4,-0.1235086168802449,-0.04909571062739862,-0.07441290625284629,0.3727570851060169,False,False
60,close_H_R,lower,2,7,-0.433333333333329,-0.18016614745586776,-0.25316718587746123,0.7950499220315139,True,True
60,close_H_R,lower,3,7,-0.3651315789473607,-0.05526770293609671,-0.309863876011264,1.1021985097853986,True,True
60,close_H_R,lower,4,7,-0.4645214521452131,0.16671259300082428,-0.6312340451460374,3.2012701034118383,True,True
60,close_H_R,lower,5,5,-0.47466666666666696,0.3176100628930782,-0.7922767295597452,3.0451195063813628,True,True
60,recovery_from_worst_R,lower,0,3,0.06319702602230023,0.12542372881355654,-0.062226702791256305,0.6650871735461562,False,False
60,recovery_from_worst_R,lower,1,4,0.22856999296552954,0.17728120759837282,0.051288785367156725,0.45378376694892586,False,False
60,recovery_from_worst_R,lower,2,7,0.19485791610283926,0.12910798122065711,0.06574993488218214,0.5151124988094878,True,False
60,recovery_from_worst_R,lower,3,7,0.2419825072886251,0.10488676996424447,0.13709573732438063,0.6174340835288796,True,False
60,recovery_from_worst_R,lower,4,7,0.11367673179394792,0.40369247726646657,-0.2900157454725186,1.4932286814309792,True,True
60,recovery_from_worst_R,lower,5,5,0.06651884700665454,0.5817610062893052,-0.5152421592826506,2.553701292688801,True,True
60,drawdown_from_best_R,higher,0,3,0.44074074074073943,0.18644067796610628,0.25430006277463313,2.8823682483971353,False,False
60,drawdown_from_best_R,higher,1,4,0.29584622182943043,0.15340909090908883,0.1424371309203416,1.700555726233345,False,False
60,drawdown_from_best_R,higher,2,7,0.4133333333333283,0.18380062305295908,0.2295327102803692,1.1433774306673956,True,True
60,drawdown_from_best_R,higher,3,7,0.44314868804665025,0.30877192982456464,0.1343767582220856,0.5549426825425213,True,True
60,drawdown_from_best_R,higher,4,7,0.4375,0.14659685863874677,0.2909031413612532,2.2215706945424256,True,True
60,drawdown_from_best_R,higher,5,5,0.4493333333333339,0.015723270440255115,0.4336100628930788,5.411784865615032,True,True
60,upper_half_close_fraction,lower,0,3,1.0,1.0,0.0,0.0,False,False
60,upper_half_close_fraction,lower,1,4,1.0,1.0,0.0,0.0,False,False
60,upper_half_close_fraction,lower,2,7,0.8181818181818182,1.0,-0.18181818181818177,1.0,True,True
60,upper_half_close_fraction,lower,3,7,0.8181818181818182,1.0,-0.18181818181818177,1.1428571428571423,True,True
60,upper_half_close_fraction,lower,4,7,0.7272727272727273,1.0,-0.2727272727272727,1.1999999999999997,True,True
60,upper_half_close_fraction,lower,5,5,1.0,1.0,0.0,0.0,True,False
120,running_mfe_R,lower,0,3,0.0966542750929335,0.21016949152542608,-0.11351521643249257,1.3178560750063406,False,False
120,running_mfe_R,lower,1,4,0.13599894198554027,0.2351973684210532,-0.09919842643551294,0.7387339975154699,False,False
120,running_mfe_R,lower,2,6,0.058101519486824425,0.07274194698196505,-0.014640427495140627,0.09594751448790814,True,True
120,running_mfe_R,lower,3,6,0.0529672395273919,0.20431114072744433,-0.15134390120005242,0.6849721791248722,True,True
120,running_mfe_R,lower,4,6,0.006099490525695918,0.3042850575733412,-0.29818556704764526,4.789671454602882,True,True
120,running_mfe_R,lower,5,4,0.0,0.08201168614357322,-0.08201168614357322,0.719119456057314,False,False
120,running_mae_R,higher,0,3,0.5873605947955389,0.26101694915254203,0.3263436456429969,6.398146298402069,False,False
120,running_mae_R,higher,1,4,0.7131472387352472,0.2631578947368431,0.4499893439984041,3.0643123785034594,False,False
120,running_mae_R,higher,2,6,0.6503563373928717,0.4772234273318883,0.1731329100609834,0.5964947583252571,True,True
120,running_mae_R,higher,3,6,0.7536273368871538,0.3035092402713201,0.4501180966158337,2.319663421439895,True,True
120,running_mae_R,higher,4,6,0.7099480818419261,0.29668246445497193,0.4132656173869542,3.164347061136685,True,True
120,running_mae_R,higher,5,4,0.6111731657302915,0.5263474856970767,0.08482568003321478,0.9014185269554975,False,False
120,close_H_R,lower,0,3,-0.2777777777777775,0.18644067796610628,-0.46421845574388376,4.51914914037379,False,False
120,close_H_R,lower,1,4,-0.5306383353905828,0.02691387559808449,-0.5575522109886673,2.451291614118879,False,False
120,close_H_R,lower,2,6,-0.3031174787468136,-0.08967798111881649,-0.21343949762799713,1.8753115563491145,True,True
120,close_H_R,lower,3,6,-0.39440509781495003,-0.22279792746113583,-0.1716071703538142,0.8229436796758814,True,True
120,close_H_R,lower,4,6,-0.4934579681068725,0.051510932861796754,-0.5449689009686692,2.3541540399901697,True,True
120,close_H_R,lower,5,4,-0.4055783161144737,-0.2610896858843146,-0.14448863023015912,0.35944829400254724,False,False
120,recovery_from_worst_R,lower,0,3,0.30483271375464455,0.4474576271186483,-0.14262491336400374,1.4610365867400608,False,False
120,recovery_from_worst_R,lower,1,4,0.07969048336850756,0.2900717703349276,-0.21038128696642003,1.3121122541583203,False,False
120,recovery_from_worst_R,lower,2,6,0.34942715381145917,0.431670281995661,-0.08224312818420182,0.4185424238169882,True,True
120,recovery_from_worst_R,lower,3,6,0.3146764212292885,0.1948442848152777,0.1198321364140108,0.5011681566072125,True,False
120,recovery_from_worst_R,lower,4,6,0.20992731835460918,0.3183421072221039,-0.1084147888674947,0.4048363364933387,True,True
120,recovery_from_worst_R,lower,5,4,0.30906381496370033,0.23017529215359242,0.07888852281010791,0.226178523523556,False,False
120,drawdown_from_best_R,higher,0,3,0.34126984126984156,0.023728813559319814,0.31754102771052173,2.375785111965365,False,False
120,drawdown_from_best_R,higher,1,4,0.7063116118294734,0.2082834928229687,0.49802811900650473,3.748938670616678,False,False
120,drawdown_from_best_R,higher,2,6,0.361218998233638,0.16431924882629237,0.19689974940734564,2.078678936476127,True,True
120,drawdown_from_best_R,higher,3,6,0.406771736329351,0.3864098835180735,0.020361852811277503,0.11495924478801708,True,True
120,drawdown_from_best_R,higher,4,6,0.491040303312554,0.1578606093003997,0.3331796940121543,1.5006709005382755,True,True
120,drawdown_from_best_R,higher,5,4,0.38360875408880213,0.44269873558216044,-0.05908998149335831,0.3254079633109527,False,False
120,upper_half_close_fraction,lower,0,3,0.9565217391304348,1.0,-0.04347826086956519,0.9999999999999988,False,False
120,upper_half_close_fraction,lower,1,4,0.8913043478260869,1.0,-0.10869565217391308,2.000000000000002,False,False
120,upper_half_close_fraction,lower,2,6,0.8478260869565217,1.0,-0.15217391304347827,0.6511627906976745,True,True
120,upper_half_close_fraction,lower,3,6,0.7608695652173914,1.0,-0.23913043478260865,0.8461538461538463,True,True
120,upper_half_close_fraction,lower,4,6,0.7391304347826086,1.0,-0.26086956521739135,3.1999999999999993,True,True
120,upper_half_close_fraction,lower,5,4,0.9130434782608696,0.9782608695652174,-0.06521739130434778,0.4137931034482755,False,False
