partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_break_ts,control_exit_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mfe_R,control__running_mfe_R,case__running_mae_R,control__running_mae_R,case__close_H_R,control__close_H_R,case__recovery_from_worst_R,control__recovery_from_worst_R,case__drawdown_from_best_R,control__drawdown_from_best_R,case__upper_half_close_fraction,control__upper_half_close_fraction
development,30,2023-02-28 15:25:00+00:00,2023-02-28 15:00:00+00:00,2.0,2023-02-28 20:00:00+00:00,2023-02-28 15:30:00+00:00,2023-02-28 15:50:00+00:00,-11.032343819229073,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,,2023-02-26 18:40:00+00:00,2023-02-26 16:20:00+00:00,2023-02-26 16:40:00+00:00,3.710639780497349,0.05664488017429155,0.03051643192488668,0.23529411764706018,0.35680751173708464,-0.1721132897603501,-0.29812206572769806,0.0631808278867101,0.058685446009386556,0.22875816993464163,0.32863849765258474,1.0,1.0
development,30,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 15:55:00+00:00,-5.648525758214951,2023-03-06 15:05:00+00:00,2023-03-06 15:00:00+00:00,2.0,,2023-03-06 15:50:00+00:00,2023-03-06 15:10:00+00:00,2023-03-06 15:30:00+00:00,3.766730401529639,0.0,0.025380710659893304,0.49009900990097793,0.34010152284263884,-0.3514851485148445,-0.3375634517766549,0.13861386138613338,0.0025380710659839204,0.22772277227722668,0.3629441624365482,1.0,1.0
development,30,2023-03-09 15:05:00+00:00,2023-03-09 15:00:00+00:00,2.0,2023-03-09 16:35:00+00:00,2023-03-09 15:10:00+00:00,2023-03-09 15:30:00+00:00,-13.837489943684611,2023-03-10 16:30:00+00:00,2023-03-10 15:00:00+00:00,2.0,,2023-03-11 01:40:00+00:00,2023-03-10 16:35:00+00:00,2023-03-10 16:55:00+00:00,21.49673530888996,0.0,0.003634475597091327,0.5505836575875518,0.14174454828660418,-0.342412451361865,-0.12461059190031255,0.20817120622568677,0.01713395638629164,0.2976653696498033,0.1282450674974039,0.8,1.0
development,30,2023-06-14 17:35:00+00:00,2023-06-14 15:00:00+00:00,2.0,2023-06-14 20:00:00+00:00,2023-06-14 17:40:00+00:00,2023-06-14 18:00:00+00:00,-10.76077713089557,2023-06-15 19:00:00+00:00,2023-06-15 15:00:00+00:00,2.0,,2023-06-15 21:10:00+00:00,2023-06-15 19:05:00+00:00,2023-06-15 19:25:00+00:00,6.226784628891702,0.27687296416937773,0.0,0.6612377850162897,0.3232104121475072,-0.34853420195440055,-0.19739696312364646,0.3127035830618891,0.1258134490238607,0.6254071661237782,0.17136659436008803,1.0,1.0
development,30,2023-06-18 16:20:00+00:00,2023-06-18 15:00:00+00:00,2.0,2023-06-18 20:20:00+00:00,2023-06-18 16:25:00+00:00,2023-06-18 16:45:00+00:00,-10.388294166086053,2023-06-15 19:00:00+00:00,2023-06-15 15:00:00+00:00,2.0,,2023-06-15 21:10:00+00:00,2023-06-15 19:05:00+00:00,2023-06-15 19:25:00+00:00,6.226784628891702,0.003816793893127649,0.0,0.2938931297709917,0.3232104121475072,-0.2404580152671775,-0.19739696312364646,0.053435114503814204,0.1258134490238607,0.24427480916030514,0.17136659436008803,1.0,1.0
development,30,2023-07-30 15:30:00+00:00,2023-07-30 15:00:00+00:00,3.0,2023-07-30 19:45:00+00:00,2023-07-30 15:35:00+00:00,2023-07-30 15:55:00+00:00,-14.970657511277906,2023-07-29 17:00:00+00:00,2023-07-29 15:00:00+00:00,3.0,,2023-07-29 17:40:00+00:00,2023-07-29 17:05:00+00:00,2023-07-29 17:25:00+00:00,2.3417344711252897,0.02040816326531035,0.13220338983051272,0.664723032069965,0.2677966101694921,-0.49271137026239215,0.016949152542369412,0.1720116618075729,0.2847457627118615,0.5131195335277025,0.11525423728814331,1.0,1.0
development,30,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:05:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 15:25:00+00:00,-11.36560443366813,2023-08-01 18:30:00+00:00,2023-08-01 15:00:00+00:00,3.0,,2023-08-01 23:25:00+00:00,2023-08-01 18:35:00+00:00,2023-08-01 18:55:00+00:00,4.904078261974365,0.0,0.11398963730569754,0.7936507936507887,0.15889464594127573,-0.5317460317460317,0.10880829015543829,0.26190476190475703,0.26770293609671403,0.38095238095238027,0.005181347150259258,0.8,1.0
development,30,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:45:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 15:50:00+00:00,-7.91107041107042,2023-09-03 18:20:00+00:00,2023-09-03 15:00:00+00:00,3.0,,2023-09-04 00:40:00+00:00,2023-09-03 18:25:00+00:00,2023-09-03 18:45:00+00:00,2.9145574474612745,0.08552631578947345,0.0,0.36842105263157526,0.4771929824561374,-0.3223684210526298,-0.29122807017543284,0.046052631578945444,0.18596491228070455,0.40789473684210326,0.09122807017543785,1.0,1.0
development,30,2023-09-24 17:55:00+00:00,2023-09-24 15:00:00+00:00,3.0,2023-09-24 19:25:00+00:00,2023-09-24 18:00:00+00:00,2023-09-24 18:20:00+00:00,-4.531568228105909,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,,2023-09-28 20:00:00+00:00,2023-09-28 15:10:00+00:00,2023-09-28 15:30:00+00:00,4.368733374258249,0.04705882352940611,0.06323185011709848,1.3176470588235174,0.35831381733020806,-0.823529411764701,-0.3185011709601859,0.4941176470588164,0.039812646370022194,0.8705882352941071,0.38173302107728435,0.6,1.0
development,30,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:35:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 15:25:00+00:00,-24.249041987720933,2023-09-28 15:05:00+00:00,2023-09-28 15:00:00+00:00,3.0,,2023-09-28 20:00:00+00:00,2023-09-28 15:10:00+00:00,2023-09-28 15:30:00+00:00,4.368733374258249,0.2510699001426572,0.06323185011709848,0.21825962910128296,0.35831381733020806,0.21255349500713488,-0.3185011709601859,0.4308131241084178,0.039812646370022194,0.03851640513552231,0.38173302107728435,1.0,1.0
development,30,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:00:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 19:40:00+00:00,-11.343584572724996,2023-11-06 15:20:00+00:00,2023-11-06 15:00:00+00:00,3.0,,2023-11-06 22:40:00+00:00,2023-11-06 15:25:00+00:00,2023-11-06 15:45:00+00:00,4.1189032622303,0.0,0.0,0.514317180616738,0.4457687723480284,-0.46475770925109744,-0.40643623361143566,0.049559471365640574,0.03933253873659273,0.36894273127752564,0.3909415971394474,1.0,1.0
development,30,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:45:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 16:00:00+00:00,-21.33903765635803,2023-12-14 16:10:00+00:00,2023-12-14 15:00:00+00:00,3.0,,2023-12-15 02:55:00+00:00,2023-12-14 16:15:00+00:00,2023-12-14 16:35:00+00:00,9.694278209537277,0.19833852544132716,0.04534849810440254,0.10453444098304158,0.17060367454068256,0.10349601938386736,-0.06561679790026284,0.20803046036690895,0.10498687664041972,0.09484250605745978,0.11096529600466538,1.0,1.0
development,30,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:20:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 15:50:00+00:00,-16.660716969788048,2024-01-27 15:05:00+00:00,2024-01-27 15:00:00+00:00,4.0,,2024-01-27 21:45:00+00:00,2024-01-27 15:10:00+00:00,2024-01-27 15:30:00+00:00,4.548884337609138,0.0,0.04786729857819864,0.417467495760314,0.16350710900473883,-0.3875070661390606,-0.0336492890995251,0.02996042962125343,0.12985781990521372,0.30243075183719853,0.08151658767772374,1.0,1.0
development,30,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:15:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 15:45:00+00:00,-19.7173913043478,2024-02-10 18:50:00+00:00,2024-02-10 15:00:00+00:00,4.0,,2024-02-10 20:45:00+00:00,2024-02-10 18:55:00+00:00,2024-02-10 19:15:00+00:00,3.7946632968884897,0.0052194543297759315,0.06708494208493997,0.33072360616844704,0.1718146718146758,-0.2415183867141162,-0.013996138996137221,0.08920521945433084,0.15781853281853858,0.24673784104389215,0.08108108108107719,1.0,1.0
development,30,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:10:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 17:35:00+00:00,-42.44157296123496,2024-03-15 15:20:00+00:00,2024-03-15 15:00:00+00:00,4.0,,2024-03-16 02:55:00+00:00,2024-03-15 15:25:00+00:00,2024-03-15 15:45:00+00:00,4.706073488397244,0.006979526721615906,0.017267267267267218,0.24521403881946416,0.132882882882883,-0.23125498537623046,-0.09994994994995071,0.0139590534432337,0.0329329329329323,0.23823451209784635,0.11721721721721792,1.0,1.0
development,30,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:30:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 15:40:00+00:00,-10.593406352202628,2024-04-02 18:00:00+00:00,2024-04-02 15:00:00+00:00,4.0,,2024-04-02 19:25:00+00:00,2024-04-02 18:05:00+00:00,2024-04-02 18:25:00+00:00,7.814683787561116,0.0,0.08830515579153334,0.7321232123212269,0.1950537934888938,-0.48129812981298187,-0.021517395556797,0.250825082508245,0.1735363979320968,0.44196919691969233,0.10982255134833033,0.8,1.0
development,30,2024-05-08 18:25:00+00:00,2024-05-08 15:00:00+00:00,4.0,2024-05-08 20:05:00+00:00,2024-05-08 18:30:00+00:00,2024-05-08 18:50:00+00:00,-16.917672031598496,2024-04-29 22:30:00+00:00,2024-04-29 15:00:00+00:00,4.0,,2024-04-30 00:45:00+00:00,2024-04-29 22:35:00+00:00,2024-04-29 22:55:00+00:00,5.278545454545425,0.0,0.16946817305043005,0.42428198433420083,0.2369798842656423,-0.40448215839860907,0.014604574262881623,0.019799825935591753,0.2515844585285239,0.36140121845082684,0.15486359878754843,1.0,1.0
development,30,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:20:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 16:45:00+00:00,-10.262035594193419,2024-04-29 22:30:00+00:00,2024-04-29 15:00:00+00:00,4.0,,2024-04-30 00:45:00+00:00,2024-04-29 22:35:00+00:00,2024-04-29 22:55:00+00:00,5.278545454545425,0.0,0.16946817305043005,0.44043624161074035,0.2369798842656423,-0.3145973154362397,0.014604574262881623,0.12583892617450065,0.2515844585285239,0.22818791946309053,0.15486359878754843,1.0,1.0
development,30,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:10:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 15:30:00+00:00,-3.641282971191595,2024-04-29 22:30:00+00:00,2024-04-29 15:00:00+00:00,4.0,,2024-04-30 00:45:00+00:00,2024-04-29 22:35:00+00:00,2024-04-29 22:55:00+00:00,5.278545454545425,0.17939609236234222,0.16946817305043005,0.26110124333926277,0.2369798842656423,0.0612788632326715,0.014604574262881623,0.3223801065719343,0.2515844585285239,0.11811722912967071,0.15486359878754843,1.0,1.0
development,30,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:00:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 21:10:00+00:00,-15.40905757882599,2024-07-15 15:00:00+00:00,2024-07-15 15:00:00+00:00,5.0,,2024-07-15 18:25:00+00:00,2024-07-15 15:05:00+00:00,2024-07-15 15:25:00+00:00,3.7452355244500524,0.0,0.0,0.2709136250283366,0.5456755817992369,-0.153026524597593,-0.33761722820423173,0.11788710043074362,0.20805835359500519,0.11675357061890415,0.32997568600208116,1.0,1.0
development,30,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 18:55:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 16:30:00+00:00,-19.988117180801122,2024-09-29 15:15:00+00:00,2024-09-29 15:00:00+00:00,5.0,,2024-09-29 19:20:00+00:00,2024-09-29 15:20:00+00:00,2024-09-29 15:40:00+00:00,3.0425396825396467,0.0,0.0,0.25270493306436553,0.3547579298831382,-0.21896203924445035,-0.21368948247078604,0.033742893819915167,0.14106844741235214,0.17274894553456416,0.181135225375626,1.0,1.0
development,30,2024-11-23 15:00:00+00:00,2024-11-23 15:00:00+00:00,5.0,2024-11-23 16:25:00+00:00,2024-11-23 15:05:00+00:00,2024-11-23 15:25:00+00:00,-14.497153700189724,2024-10-29 16:10:00+00:00,2024-10-29 15:00:00+00:00,5.0,,2024-10-29 16:45:00+00:00,2024-10-29 16:15:00+00:00,2024-10-29 16:35:00+00:00,3.850173257796574,0.0,0.09428571428570974,0.2466666666666697,0.2942857142857146,-0.04933333333333394,-0.16857142857142954,0.19733333333333575,0.12571428571428506,0.02400000000000091,0.2628571428571393,1.0,1.0
development,30,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:35:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 16:25:00+00:00,-9.649344096871848,2024-10-29 16:10:00+00:00,2024-10-29 15:00:00+00:00,5.0,,2024-10-29 16:45:00+00:00,2024-10-29 16:15:00+00:00,2024-10-29 16:35:00+00:00,3.850173257796574,0.0,0.09428571428570974,0.3769401330376986,0.2942857142857146,-0.3148558758314898,-0.16857142857142954,0.062084257206208804,0.12571428571428506,0.26829268292683156,0.2628571428571393,1.0,1.0
development,30,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:10:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 17:20:00+00:00,-10.246331236897333,2024-10-29 16:10:00+00:00,2024-10-29 15:00:00+00:00,5.0,,2024-10-29 16:45:00+00:00,2024-10-29 16:15:00+00:00,2024-10-29 16:35:00+00:00,3.850173257796574,0.0,0.09428571428570974,0.6250000000000042,0.2942857142857146,-0.6250000000000042,-0.16857142857142954,0.0,0.12571428571428506,0.5595238095238143,0.2628571428571393,0.8,1.0
development,60,2022-03-06 16:20:00+00:00,2022-03-06 15:00:00+00:00,0.0,2022-03-06 19:40:00+00:00,2022-03-06 16:25:00+00:00,2022-03-06 17:15:00+00:00,-17.630385487528322,2022-03-27 16:05:00+00:00,2022-03-27 15:00:00+00:00,0.0,,2022-03-27 18:15:00+00:00,2022-03-27 16:10:00+00:00,2022-03-27 17:00:00+00:00,5.8053724294007125,0.0,0.08135593220339322,0.46666666666666806,0.23050847457626958,-0.44074074074073943,-0.10508474576271304,0.025925925925928635,0.12542372881355654,0.44074074074073943,0.18644067796610628,1.0,1.0
development,60,2022-03-09 15:50:00+00:00,2022-03-09 15:00:00+00:00,0.0,2022-03-09 19:10:00+00:00,2022-03-09 15:55:00+00:00,2022-03-09 16:45:00+00:00,-16.31165919282507,2022-03-27 16:05:00+00:00,2022-03-27 15:00:00+00:00,0.0,,2022-03-27 18:15:00+00:00,2022-03-27 16:10:00+00:00,2022-03-27 17:00:00+00:00,5.8053724294007125,0.0966542750929335,0.08135593220339322,0.33828996282527785,0.23050847457626958,-0.2750929368029776,-0.10508474576271304,0.06319702602230023,0.12542372881355654,0.3717472118959111,0.18644067796610628,1.0,1.0
development,60,2022-06-05 16:05:00+00:00,2022-06-05 15:00:00+00:00,0.0,2022-06-05 23:25:00+00:00,2022-06-05 16:10:00+00:00,2022-06-05 17:00:00+00:00,-17.508754377188573,2022-06-30 15:25:00+00:00,2022-06-30 15:00:00+00:00,0.0,,2022-06-30 23:40:00+00:00,2022-06-30 15:30:00+00:00,2022-06-30 16:20:00+00:00,9.349845201238383,0.19047619047619235,0.09271523178807997,0.6349206349206337,0.3708609271523175,-0.4603174603174597,-0.019867549668870246,0.17460317460317398,0.3509933774834473,0.650793650793652,0.11258278145695022,0.6363636363636364,1.0
development,60,2022-07-09 18:30:00+00:00,2022-07-09 15:00:00+00:00,1.0,2022-07-10 00:45:00+00:00,2022-07-09 18:35:00+00:00,2022-07-09 19:25:00+00:00,-15.717598557072886,2022-07-07 15:00:00+00:00,2022-07-07 15:00:00+00:00,1.0,,2022-07-07 19:45:00+00:00,2022-07-07 15:05:00+00:00,2022-07-07 15:55:00+00:00,9.147609147609149,0.16822429906542025,0.03409090909091042,0.5887850467289742,0.249999999999999,-0.41121495327103247,-0.1193181818181784,0.17757009345794175,0.1306818181818206,0.5794392523364527,0.15340909090908883,0.9090909090909091,1.0
development,60,2022-07-10 20:25:00+00:00,2022-07-10 15:00:00+00:00,1.0,2022-07-11 00:15:00+00:00,2022-07-10 20:30:00+00:00,2022-07-10 21:20:00+00:00,-16.353887399463808,2022-07-07 15:00:00+00:00,2022-07-07 15:00:00+00:00,1.0,,2022-07-07 19:45:00+00:00,2022-07-07 15:05:00+00:00,2022-07-07 15:55:00+00:00,9.147609147609149,0.10377358490566031,0.03409090909091042,0.25471698113207286,0.249999999999999,0.06603773584905717,-0.1193181818181784,0.32075471698113006,0.1306818181818206,0.03773584905660314,0.15340909090908883,1.0,1.0
development,60,2022-09-20 15:50:00+00:00,2022-09-20 15:00:00+00:00,1.0,2022-09-20 17:55:00+00:00,2022-09-20 15:55:00+00:00,2022-09-20 16:45:00+00:00,-14.77832512315269,2022-09-10 18:30:00+00:00,2022-09-10 15:00:00+00:00,1.0,,2022-09-10 22:40:00+00:00,2022-09-10 18:35:00+00:00,2022-09-10 19:25:00+00:00,3.8351459645106223,0.07526881720430169,0.08955223880597427,0.49462365591397384,0.19402985074626344,-0.21505376344085653,0.02985074626866162,0.2795698924731173,0.22388059701492505,0.2903225806451582,0.05970149253731264,1.0,1.0
development,60,2022-11-27 15:15:00+00:00,2022-11-27 15:00:00+00:00,1.0,2022-11-27 23:20:00+00:00,2022-11-27 15:20:00+00:00,2022-11-27 16:10:00+00:00,-8.668105548979954,2022-12-04 15:00:00+00:00,2022-12-04 15:00:00+00:00,1.0,,2022-12-04 16:00:00+00:00,2022-12-04 15:05:00+00:00,2022-12-04 15:55:00+00:00,2.107606679035201,0.26940639269406946,0.1760563380281722,0.17808219178082102,0.25352112676056143,-0.03196347031963329,0.021126760563381163,0.14611872146118773,0.27464788732394263,0.3013698630137027,0.15492957746479102,1.0,1.0
development,60,2023-01-07 15:55:00+00:00,2023-01-07 15:00:00+00:00,2.0,2023-01-07 22:30:00+00:00,2023-01-07 16:00:00+00:00,2023-01-07 16:50:00+00:00,-6.367746797287078,2023-01-06 15:05:00+00:00,2023-01-06 15:00:00+00:00,2.0,,2023-01-06 18:10:00+00:00,2023-01-06 15:10:00+00:00,2023-01-06 16:00:00+00:00,7.9295154185021755,0.0,0.0900383141762429,0.7066666666666641,0.26245210727969426,-0.433333333333329,-0.06896551724137849,0.27333333333333515,0.19348659003831575,0.4133333333333283,0.1590038314176214,0.6363636363636364,1.0
development,60,2023-02-21 18:00:00+00:00,2023-02-21 15:00:00+00:00,2.0,2023-02-21 21:20:00+00:00,2023-02-21 18:05:00+00:00,2023-02-21 18:55:00+00:00,-14.591668627912446,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,,2023-02-26 18:40:00+00:00,2023-02-26 16:20:00+00:00,2023-02-26 17:10:00+00:00,3.710639780497349,0.02841677943166546,0.03051643192488668,0.2895805142083876,0.6103286384976502,-0.09472259810554833,-0.48122065727699315,0.19485791610283926,0.12910798122065711,0.12313937753721378,0.5117370892018798,1.0,0.9090909090909091
development,60,2023-02-28 15:25:00+00:00,2023-02-28 15:00:00+00:00,2.0,2023-02-28 20:00:00+00:00,2023-02-28 15:30:00+00:00,2023-02-28 16:20:00+00:00,-11.032343819229073,2023-02-26 16:15:00+00:00,2023-02-26 15:00:00+00:00,2.0,,2023-02-26 18:40:00+00:00,2023-02-26 16:20:00+00:00,2023-02-26 17:10:00+00:00,3.710639780497349,0.27450980392157154,0.03051643192488668,0.29193899782135174,0.6103286384976502,-0.09586056644880288,-0.48122065727699315,0.19607843137254888,0.12910798122065711,0.3703703703703744,0.5117370892018798,1.0,0.9090909090909091
development,60,2023-03-05 15:30:00+00:00,2023-03-05 15:00:00+00:00,2.0,2023-03-05 17:55:00+00:00,2023-03-05 15:35:00+00:00,2023-03-05 16:25:00+00:00,-5.648525758214951,2023-03-10 16:30:00+00:00,2023-03-10 15:00:00+00:00,2.0,,2023-03-11 01:40:00+00:00,2023-03-10 16:35:00+00:00,2023-03-10 17:25:00+00:00,21.49673530888996,0.0,0.003634475597091327,0.5891089108910933,0.2414330218068535,-0.5148514851485155,-0.18016614745586776,0.07425742574257774,0.061266874350985746,0.4306930693069333,0.18380062305295908,0.8181818181818182,1.0
