partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_exit_ts,case_invalidation_close_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_formation_anchor_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_exit_ts,control_break_ts,control_invalidation_close_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_formation_anchor_ts,control_pnl,case__running_mae_R,control__running_mae_R,abs_running_mae_R_match_gap,case__largest_mae_extension_share,control__largest_mae_extension_share,case__mae_extension_bar_fraction,control__mae_extension_bar_fraction,case__down_close_step_fraction,control__down_close_step_fraction,case__close_path_efficiency_to_worst,control__close_path_efficiency_to_worst,case__worst_bar_close_location,control__worst_bar_close_location
reference_validation,120,2025-06-03 15:00:00+00:00,2025-06-03 15:00:00+00:00,,2025-06-03 20:20:00+00:00,2025-06-03 20:15:00+00:00,2025-06-03 15:05:00+00:00,2025-06-03 16:55:00+00:00,2025-06-03 16:55:00+00:00,-14.550912878323718,2026-06-30 15:45:00+00:00,2026-06-30 15:00:00+00:00,,2026-07-01 02:30:00+00:00,,,2026-06-30 15:50:00+00:00,2026-06-30 17:40:00+00:00,2026-06-30 16:25:00+00:00,5.49539794260967,0.5838779956427026,0.5862068965517226,0.0023289009090200485,0.4888059701492533,0.4033613445378073,0.43478260869565216,0.625,0.5652173913043478,0.625,0.3923303834808221,0.5935828877005376,0.05000000000002487,0.6666666666666272
reference_validation,120,2025-06-04 15:40:00+00:00,2025-06-04 15:00:00+00:00,,2025-06-04 20:20:00+00:00,2025-06-04 20:15:00+00:00,2025-06-04 15:45:00+00:00,2025-06-04 17:35:00+00:00,2025-06-04 17:35:00+00:00,-10.803446964896713,2026-07-03 15:05:00+00:00,2026-07-03 15:00:00+00:00,,2026-07-03 18:55:00+00:00,,,2026-07-03 15:10:00+00:00,2026-07-03 17:00:00+00:00,2026-07-03 16:00:00+00:00,3.005130710969972,0.7009063444108736,0.6910569105690988,0.009849433841774835,0.32327586206896647,0.3764705882352886,0.391304347826087,0.5454545454545454,0.6521739130434783,0.7272727272727273,0.46232179226069176,0.6530612244898127,0.10204081632655192,0.7777777777777661
reference_validation,120,2025-07-20 16:40:00+00:00,2025-07-20 15:00:00+00:00,,2025-07-20 22:15:00+00:00,2025-07-20 22:10:00+00:00,2025-07-20 16:45:00+00:00,2025-07-20 18:35:00+00:00,2025-07-20 18:15:00+00:00,-10.809630397990876,2026-04-30 15:30:00+00:00,2026-04-30 15:00:00+00:00,,2026-05-01 02:55:00+00:00,,,2026-04-30 15:35:00+00:00,2026-04-30 17:25:00+00:00,2026-04-30 17:15:00+00:00,0.11968880909629664,0.7875647668393791,0.7934782608695681,0.005913494030188926,0.546052631578957,0.42465753424657615,0.21052631578947367,0.2857142857142857,0.631578947368421,0.6190476190476191,0.4363929146537864,0.4705882352941281,0.6734693877551151,0.5624999999999833
reference_validation,120,2025-11-27 18:45:00+00:00,2025-11-27 15:00:00+00:00,,2025-11-27 22:55:00+00:00,2025-11-27 22:50:00+00:00,2025-11-27 18:50:00+00:00,2025-11-27 20:40:00+00:00,2025-11-27 19:15:00+00:00,-8.636967620113289,2026-07-05 15:00:00+00:00,2026-07-05 15:00:00+00:00,,2026-07-05 22:20:00+00:00,,,2026-07-05 15:05:00+00:00,2026-07-05 16:55:00+00:00,2026-07-05 16:45:00+00:00,4.805099289041381,0.35864978902954475,0.3673469387755108,0.008697149745966026,0.30588235294115756,0.2638888888888862,0.6666666666666666,0.5238095238095238,1.0,0.6666666666666666,1.0,0.3485714285714311,0.38235294117653695,0.7857142857142785
reference_validation,120,2025-12-04 15:35:00+00:00,2025-12-04 15:00:00+00:00,,2025-12-04 17:40:00+00:00,2025-12-04 17:35:00+00:00,2025-12-04 15:40:00+00:00,2025-12-04 17:30:00+00:00,2025-12-04 17:30:00+00:00,-9.746791536593857,2025-05-20 17:50:00+00:00,2025-05-20 15:00:00+00:00,,2025-05-21 02:55:00+00:00,,,2025-05-20 17:55:00+00:00,2025-05-20 19:45:00+00:00,2025-05-20 18:55:00+00:00,1.9039685845183563,0.9819494584837505,0.9863760217983697,0.004426563314619214,0.38602941176471023,0.17127071823204523,0.5217391304347826,0.7692307692307693,0.6086956521739131,0.7692307692307693,0.37280000000000707,0.6842105263157977,0.8666666666666583,0.5441176470588247
reference_validation,120,2025-12-19 15:15:00+00:00,2025-12-19 15:00:00+00:00,,2025-12-19 17:35:00+00:00,2025-12-19 17:30:00+00:00,2025-12-19 15:20:00+00:00,2025-12-19 17:10:00+00:00,2025-12-19 15:50:00+00:00,-10.600567465321564,2026-04-30 15:30:00+00:00,2026-04-30 15:00:00+00:00,,2026-05-01 02:55:00+00:00,,,2026-04-30 15:35:00+00:00,2026-04-30 17:25:00+00:00,2026-04-30 17:15:00+00:00,0.11968880909629664,0.8437499999999979,0.7934782608695681,0.050271739130429816,0.8101851851851865,0.42465753424657615,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.6190476190476191,0.7750000000000025,0.4705882352941281,0.6249999999999889,0.5624999999999833
reference_validation,120,2025-12-28 15:20:00+00:00,2025-12-28 15:00:00+00:00,,2025-12-28 18:20:00+00:00,2025-12-28 18:15:00+00:00,2025-12-28 15:25:00+00:00,2025-12-28 17:15:00+00:00,2025-12-28 16:25:00+00:00,-5.362144857943174,2026-04-30 15:30:00+00:00,2026-04-30 15:00:00+00:00,,2026-05-01 02:55:00+00:00,,,2026-04-30 15:35:00+00:00,2026-04-30 17:25:00+00:00,2026-04-30 17:15:00+00:00,0.11968880909629664,0.805825242718444,0.7934782608695681,0.012346981848875949,0.31325301204819955,0.42465753424657615,0.6153846153846154,0.2857142857142857,0.7692307692307693,0.6190476190476191,0.38888888888889106,0.4705882352941281,0.5416666666666593,0.5624999999999833
reference_validation,120,2026-03-21 20:30:00+00:00,2026-03-21 15:00:00+00:00,,2026-03-21 23:50:00+00:00,2026-03-21 23:45:00+00:00,2026-03-21 20:35:00+00:00,2026-03-21 22:25:00+00:00,2026-03-21 22:00:00+00:00,-9.019477644975627,2026-04-30 15:30:00+00:00,2026-04-30 15:00:00+00:00,,2026-05-01 02:55:00+00:00,,,2026-04-30 15:35:00+00:00,2026-04-30 17:25:00+00:00,2026-04-30 17:15:00+00:00,0.11968880909629664,0.7948717948717996,0.7934782608695681,0.0013935340022315224,0.43548387096773233,0.42465753424657615,0.2777777777777778,0.2857142857142857,0.5,0.6190476190476191,0.4736842105263092,0.4705882352941281,0.3809523809523584,0.5624999999999833
reference_validation,120,2026-03-28 15:20:00+00:00,2026-03-28 15:00:00+00:00,,2026-03-28 22:15:00+00:00,2026-03-28 22:10:00+00:00,2026-03-28 15:25:00+00:00,2026-03-28 17:15:00+00:00,2026-03-28 17:15:00+00:00,-10.048757283862509,2025-11-23 15:45:00+00:00,2025-11-23 15:00:00+00:00,,2025-11-24 02:20:00+00:00,,,2025-11-23 15:50:00+00:00,2025-11-23 17:40:00+00:00,2025-11-23 17:20:00+00:00,5.7121326299924835,0.5192307692307699,0.5145118733509215,0.004718895879848417,0.45679012345679443,0.3333333333333382,0.34782608695652173,0.47368421052631576,0.6521739130434783,0.6842105263157895,0.40331491712707035,0.36734693877551056,0.4444444444444532,0.2941176470588399
reference_validation,120,2026-05-25 15:10:00+00:00,2026-05-25 15:00:00+00:00,,2026-05-25 19:40:00+00:00,2026-05-25 19:35:00+00:00,2026-05-25 15:15:00+00:00,2026-05-25 17:05:00+00:00,2026-05-25 16:30:00+00:00,-5.2077305867376245,2026-06-30 15:45:00+00:00,2026-06-30 15:00:00+00:00,,2026-07-01 02:30:00+00:00,,,2026-06-30 15:50:00+00:00,2026-06-30 17:40:00+00:00,2026-06-30 16:25:00+00:00,5.49539794260967,0.6202531645569618,0.5862068965517226,0.03404626800523913,0.5918367346938674,0.4033613445378073,0.3125,0.625,0.6875,0.625,0.3761467889908312,0.5935828877005376,0.6153846153846237,0.6666666666666272
reference_validation,120,2026-05-27 15:30:00+00:00,2026-05-27 15:00:00+00:00,,2026-05-27 21:45:00+00:00,2026-05-27 21:40:00+00:00,2026-05-27 15:35:00+00:00,2026-05-27 17:25:00+00:00,2026-05-27 17:15:00+00:00,-11.692453053029405,2025-06-02 18:20:00+00:00,2025-06-02 15:00:00+00:00,,2025-06-02 22:00:00+00:00,,,2025-06-02 18:25:00+00:00,2025-06-02 20:15:00+00:00,2025-06-02 19:30:00+00:00,4.250371423034749,0.8863636363636351,0.9574468085106423,0.07108317214700721,0.2243589743589795,0.2730158730158678,0.47619047619047616,0.7142857142857143,0.5238095238095238,0.7857142857142857,0.5269709543568363,0.681415929203541,0.8787878787879023,0.10937499999998682
reference_validation,120,2026-07-12 19:50:00+00:00,2026-07-12 15:00:00+00:00,,2026-07-13 02:00:00+00:00,2026-07-13 01:55:00+00:00,2026-07-12 19:55:00+00:00,2026-07-12 21:45:00+00:00,2026-07-12 21:45:00+00:00,-9.13888531342516,2026-04-05 15:30:00+00:00,2026-04-05 15:00:00+00:00,,2026-04-05 23:05:00+00:00,,,2026-04-05 15:35:00+00:00,2026-04-05 17:25:00+00:00,2026-04-05 17:00:00+00:00,4.364089775561131,0.5037037037037003,0.5028571428571483,0.0008465608465519914,0.2205882352941284,0.534090909090902,0.5217391304347826,0.2777777777777778,0.6086956521739131,0.6666666666666666,0.46218487394958385,0.42857142857142,0.5416666666666593,0.43750000000001665
reference_validation,120,2026-07-16 15:25:00+00:00,2026-07-16 15:00:00+00:00,,2026-07-16 17:55:00+00:00,2026-07-16 17:50:00+00:00,2026-07-16 15:30:00+00:00,2026-07-16 17:20:00+00:00,2026-07-16 17:15:00+00:00,-7.557003257328942,2025-05-20 17:50:00+00:00,2025-05-20 15:00:00+00:00,,2025-05-21 02:55:00+00:00,,,2025-05-20 17:55:00+00:00,2025-05-20 19:45:00+00:00,2025-05-20 18:55:00+00:00,1.9039685845183563,0.9732142857142848,0.9863760217983697,0.013161736084084885,0.15596330275229464,0.17127071823204523,0.5909090909090909,0.7692307692307693,0.6363636363636364,0.7692307692307693,0.3925233644859802,0.6842105263157977,0.9615384615384426,0.5441176470588247
