partition,snapshot_age_min,case_entry_ts,case_execution_start,case_dev_block,case_invalidation_close_ts,case_exit_ts,case_measurement_start_ts,case_last_completed_bar_ts,case_pnl,control_entry_ts,control_execution_start,control_dev_block,control_break_ts,control_invalidation_close_ts,control_exit_ts,control_measurement_start_ts,control_last_completed_bar_ts,control_pnl,case__running_mae_R,control__running_mae_R,case__close_H_R,control__close_H_R,case__drawdown_from_best_R,control__drawdown_from_best_R
development,120,2023-08-03 15:00:00+00:00,2023-08-03 15:00:00+00:00,3.0,2023-08-03 22:05:00+00:00,2023-08-03 22:10:00+00:00,2023-08-03 15:05:00+00:00,2023-08-03 16:55:00+00:00,-11.36560443366813,2023-08-08 00:05:00+00:00,2023-08-07 15:00:00+00:00,3.0,,,2023-08-08 02:55:00+00:00,2023-08-08 00:10:00+00:00,2023-08-08 02:00:00+00:00,-1.8781572470963903,0.815476190476191,0.3422222222222199,-0.4999999999999965,-0.2488888888888915,0.3492063492063451,0.3866666666666631
development,120,2023-09-02 15:25:00+00:00,2023-09-02 15:00:00+00:00,3.0,2023-09-02 17:45:00+00:00,2023-09-02 17:50:00+00:00,2023-09-02 15:30:00+00:00,2023-09-02 17:20:00+00:00,-7.91107041107042,2023-09-05 15:20:00+00:00,2023-09-05 15:00:00+00:00,3.0,,,2023-09-06 02:55:00+00:00,2023-09-05 15:25:00+00:00,2023-09-05 17:15:00+00:00,-4.456197052054245,0.769736842105261,0.30064754856614195,-0.7467105263157942,-0.18223866790009183,0.8322368421052676,0.347826086956523
development,120,2023-10-02 15:00:00+00:00,2023-10-02 15:00:00+00:00,3.0,2023-10-02 18:35:00+00:00,2023-10-02 18:40:00+00:00,2023-10-02 15:05:00+00:00,2023-10-02 16:55:00+00:00,-24.249041987720933,2023-10-01 22:15:00+00:00,2023-10-01 15:00:00+00:00,3.0,,,2023-10-02 02:55:00+00:00,2023-10-01 22:20:00+00:00,2023-10-02 00:10:00+00:00,-5.389344262295037,0.7375178316690466,0.2916808149405766,-0.2910128388017089,-0.20679117147707918,0.5820256776034229,0.24278438030560265
development,120,2023-11-08 19:15:00+00:00,2023-11-08 15:00:00+00:00,3.0,2023-11-09 01:00:00+00:00,2023-11-09 01:05:00+00:00,2023-11-08 19:20:00+00:00,2023-11-08 21:10:00+00:00,-11.343584572724996,2023-10-21 20:30:00+00:00,2023-10-21 15:00:00+00:00,3.0,,,2023-10-22 02:55:00+00:00,2023-10-21 20:35:00+00:00,2023-10-21 22:25:00+00:00,-4.733333333333311,0.8116740088105736,0.3036144578313249,-0.49779735682819115,-0.07710843373493985,0.40198237885461935,0.25445783132530064
development,120,2023-12-16 15:35:00+00:00,2023-12-16 15:00:00+00:00,3.0,2023-12-16 20:45:00+00:00,2023-12-16 20:50:00+00:00,2023-12-16 15:40:00+00:00,2023-12-16 17:30:00+00:00,-21.33903765635803,2023-12-24 16:05:00+00:00,2023-12-24 15:00:00+00:00,3.0,,,2023-12-25 02:55:00+00:00,2023-12-24 16:10:00+00:00,2023-12-24 18:00:00+00:00,-17.087680122814973,0.27379716164762824,0.35930299539170557,-0.21322256836275547,-0.03600230414746543,0.4115610938040826,0.3269009216589855
development,120,2024-01-30 15:25:00+00:00,2024-01-30 15:00:00+00:00,4.0,2024-01-30 23:20:00+00:00,2024-01-30 23:25:00+00:00,2024-01-30 15:30:00+00:00,2024-01-30 17:20:00+00:00,-16.660716969788048,2024-01-18 00:05:00+00:00,2024-01-17 15:00:00+00:00,4.0,,,2024-01-18 02:55:00+00:00,2024-01-18 00:10:00+00:00,2024-01-18 02:00:00+00:00,-9.01189920671952,0.9112492933860917,0.6605890603085577,-0.5599208592425089,-0.5265477860148268,0.4748445449406468,0.5499899819675397
development,120,2024-02-19 15:20:00+00:00,2024-02-19 15:00:00+00:00,4.0,2024-02-20 01:15:00+00:00,2024-02-20 01:20:00+00:00,2024-02-19 15:25:00+00:00,2024-02-19 17:15:00+00:00,-19.7173913043478,2024-02-18 16:45:00+00:00,2024-02-18 15:00:00+00:00,4.0,,,2024-02-19 02:55:00+00:00,2024-02-18 16:50:00+00:00,2024-02-18 18:40:00+00:00,-4.255337952488725,0.6201660735468569,0.1604477611940311,-0.5020166073546851,-0.04051172707889158,0.5072360616844611,0.3136993603411536
development,120,2024-03-19 17:10:00+00:00,2024-03-19 15:00:00+00:00,4.0,2024-03-19 22:10:00+00:00,2024-03-19 22:15:00+00:00,2024-03-19 17:15:00+00:00,2024-03-19 19:05:00+00:00,-42.44157296123496,2024-03-07 19:00:00+00:00,2024-03-07 15:00:00+00:00,4.0,,,2024-03-08 02:55:00+00:00,2024-03-07 19:05:00+00:00,2024-03-07 20:55:00+00:00,-14.463763655947092,0.3951076841265629,0.25051703983454715,-0.28762297261366626,-0.242334322453016,0.29460249933528215,0.2395468033450216
development,120,2024-04-07 15:15:00+00:00,2024-04-07 15:00:00+00:00,4.0,2024-04-07 18:30:00+00:00,2024-04-07 18:35:00+00:00,2024-04-07 15:20:00+00:00,2024-04-07 17:10:00+00:00,-10.593406352202628,2024-04-11 17:45:00+00:00,2024-04-11 15:00:00+00:00,4.0,,,2024-04-12 02:55:00+00:00,2024-04-11 17:50:00+00:00,2024-04-11 19:40:00+00:00,-6.484330484330503,0.7387238723872337,0.34171514355413685,-0.43701870187018715,-0.051792081065867905,0.5783828382838314,0.23569149934321607
development,120,2024-05-12 16:20:00+00:00,2024-05-12 15:00:00+00:00,4.0,2024-05-12 21:20:00+00:00,2024-05-12 21:25:00+00:00,2024-05-12 16:25:00+00:00,2024-05-12 18:15:00+00:00,-10.262035594193419,2024-05-22 15:00:00+00:00,2024-05-22 15:00:00+00:00,4.0,,,2024-05-23 02:55:00+00:00,2024-05-22 15:05:00+00:00,2024-05-22 16:55:00+00:00,-10.142387732749224,0.8666107382550293,0.4380833851897952,-0.4848993288590599,-0.23864343497199633,0.3984899328859108,0.40183571873055374
development,120,2024-06-01 15:05:00+00:00,2024-06-01 15:00:00+00:00,4.0,2024-06-01 23:10:00+00:00,2024-06-01 23:15:00+00:00,2024-06-01 15:10:00+00:00,2024-06-01 17:00:00+00:00,-3.641282971191595,2024-05-23 21:10:00+00:00,2024-05-23 15:00:00+00:00,4.0,,,2024-05-24 02:55:00+00:00,2024-05-23 21:15:00+00:00,2024-05-23 23:05:00+00:00,-14.0898491276375,0.6811722912966187,0.779753903422604,-0.5923623445825922,-0.2656395408954626,0.7717584369449344,0.6172060800330914
development,120,2024-07-09 20:45:00+00:00,2024-07-09 15:00:00+00:00,5.0,2024-07-10 01:00:00+00:00,2024-07-10 01:05:00+00:00,2024-07-09 20:50:00+00:00,2024-07-09 22:40:00+00:00,-15.40905757882599,2024-07-12 15:25:00+00:00,2024-07-12 15:00:00+00:00,5.0,,,2024-07-13 02:55:00+00:00,2024-07-12 15:30:00+00:00,2024-07-12 17:20:00+00:00,-0.8943965517241304,0.5493085468147815,0.29114391143911034,-0.2992518703241879,-0.06642066420663949,0.3207889367490346,0.10313653136531344
development,120,2024-10-02 16:05:00+00:00,2024-10-02 15:00:00+00:00,5.0,2024-10-02 18:55:00+00:00,2024-10-02 19:00:00+00:00,2024-10-02 16:10:00+00:00,2024-10-02 18:00:00+00:00,-19.988117180801122,2024-09-27 15:15:00+00:00,2024-09-27 15:00:00+00:00,5.0,,,2024-09-28 02:55:00+00:00,2024-09-27 15:20:00+00:00,2024-09-27 17:10:00+00:00,-7.571757778288446,0.6258940033009369,0.563600782778868,-0.6015037593984961,-0.5500800569293711,0.55529066568861,0.602561821739906
development,120,2024-12-08 16:00:00+00:00,2024-12-08 15:00:00+00:00,5.0,2024-12-09 01:35:00+00:00,2024-12-09 01:40:00+00:00,2024-12-08 16:05:00+00:00,2024-12-08 17:55:00+00:00,-9.649344096871848,2024-12-07 15:00:00+00:00,2024-12-07 15:00:00+00:00,5.0,,,2024-12-08 02:55:00+00:00,2024-12-07 15:05:00+00:00,2024-12-07 16:55:00+00:00,-3.537638831756451,0.5964523281596459,0.5767575322812026,-0.22838137472283884,-0.12338593974174826,0.18181818181818069,0.07604017216642772
development,120,2024-12-26 16:55:00+00:00,2024-12-26 15:00:00+00:00,5.0,2024-12-26 21:10:00+00:00,2024-12-26 21:15:00+00:00,2024-12-26 17:00:00+00:00,2024-12-26 18:50:00+00:00,-10.246331236897333,2024-12-07 15:00:00+00:00,2024-12-07 15:00:00+00:00,5.0,,,2024-12-08 02:55:00+00:00,2024-12-07 15:05:00+00:00,2024-12-07 16:55:00+00:00,-3.537638831756451,1.0416666666666625,0.5767575322812026,-0.5119047619047595,-0.12338593974174826,0.4464285714285696,0.07604017216642772
external,60,2020-09-23 17:35:00+00:00,2020-09-23 15:00:00+00:00,,2020-09-23 19:30:00+00:00,2020-09-23 19:35:00+00:00,2020-09-23 17:40:00+00:00,2020-09-23 18:30:00+00:00,-32.58333333333335,2020-10-08 15:00:00+00:00,2020-10-08 15:00:00+00:00,,,,2020-10-09 02:55:00+00:00,2020-10-08 15:05:00+00:00,2020-10-08 15:55:00+00:00,-3.6210649698592556,0.5248940677966097,0.09878787878787879,-0.34322033898305054,0.1160606060606062,0.2341101694915254,0.009090909090909446
external,60,2020-09-28 16:00:00+00:00,2020-09-28 15:00:00+00:00,,2020-09-28 19:35:00+00:00,2020-09-28 19:40:00+00:00,2020-09-28 16:05:00+00:00,2020-09-28 16:55:00+00:00,-12.24774511712412,2020-10-08 15:00:00+00:00,2020-10-08 15:00:00+00:00,,,,2020-10-09 02:55:00+00:00,2020-10-08 15:05:00+00:00,2020-10-08 15:55:00+00:00,-3.6210649698592556,0.2631578947368376,0.09878787878787879,-0.16066481994459286,0.1160606060606062,0.2354570637119099,0.009090909090909446
external,60,2020-10-24 17:35:00+00:00,2020-10-24 15:00:00+00:00,,2020-10-24 21:50:00+00:00,2020-10-24 21:55:00+00:00,2020-10-24 17:40:00+00:00,2020-10-24 18:30:00+00:00,-20.036615134255477,2020-10-15 15:50:00+00:00,2020-10-15 15:00:00+00:00,,,,2020-10-16 02:55:00+00:00,2020-10-15 15:55:00+00:00,2020-10-15 16:45:00+00:00,-11.062717770034814,0.3762057877813481,0.464147286821705,-0.25884244372990345,-0.43120155038759567,0.29903536977492223,0.4835271317829475
external,60,2020-11-25 16:05:00+00:00,2020-11-25 15:00:00+00:00,,2020-11-25 22:25:00+00:00,2020-11-25 22:30:00+00:00,2020-11-25 16:10:00+00:00,2020-11-25 17:00:00+00:00,-46.244643867733856,2020-11-18 18:00:00+00:00,2020-11-18 15:00:00+00:00,,,,2020-11-19 02:55:00+00:00,2020-11-18 18:05:00+00:00,2020-11-18 18:55:00+00:00,-9.134028364797597,0.45518763796909645,0.27182991647684185,-0.0931567328918327,-0.19969627942293094,0.11169977924944849,0.20045558086560528
external,60,2020-12-07 15:25:00+00:00,2020-12-07 15:00:00+00:00,,2020-12-07 18:55:00+00:00,2020-12-07 19:00:00+00:00,2020-12-07 15:30:00+00:00,2020-12-07 16:20:00+00:00,-15.815214502152951,2020-12-09 21:05:00+00:00,2020-12-09 15:00:00+00:00,,,,2020-12-10 02:55:00+00:00,2020-12-09 21:10:00+00:00,2020-12-09 22:00:00+00:00,-6.840607784974861,0.05254237288135773,0.1177625122669286,0.2457627118644063,-0.007850834151127702,0.08474576271186644,0.022571148184494322
external,60,2020-12-22 15:15:00+00:00,2020-12-22 15:00:00+00:00,,2020-12-22 22:00:00+00:00,2020-12-22 22:05:00+00:00,2020-12-22 15:20:00+00:00,2020-12-22 16:10:00+00:00,-30.790762771168655,2020-12-11 20:00:00+00:00,2020-12-11 15:00:00+00:00,,,,2020-12-12 02:55:00+00:00,2020-12-11 20:05:00+00:00,2020-12-11 20:55:00+00:00,-1.1679124399359697,0.3164426059979336,0.488023952095808,-0.30816959669079674,-0.190119760479041,0.2998965873836599,0.05089820359281544
external,60,2021-03-03 19:05:00+00:00,2021-03-03 15:00:00+00:00,,2021-03-04 00:05:00+00:00,2021-03-04 00:10:00+00:00,2021-03-03 19:10:00+00:00,2021-03-03 20:00:00+00:00,-30.195303480965386,2021-04-12 23:45:00+00:00,2021-04-12 15:00:00+00:00,,,,2021-04-13 02:55:00+00:00,2021-04-12 23:50:00+00:00,2021-04-13 00:40:00+00:00,-6.437536190429693,0.7959440735609028,0.12811411733190362,-0.6136793046983251,0.07889097240825017,0.5228618213880857,0.05243771765336348
external,60,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,,2021-03-23 20:45:00+00:00,2021-03-23 20:50:00+00:00,2021-03-23 15:05:00+00:00,2021-03-23 15:55:00+00:00,-18.656211977828853,2021-04-12 23:45:00+00:00,2021-04-12 15:00:00+00:00,,,,2021-04-13 02:55:00+00:00,2021-04-12 23:50:00+00:00,2021-04-13 00:40:00+00:00,-6.437536190429693,0.23888674139930352,0.12811411733190362,-0.18612292230382896,0.07889097240825017,0.1662156938538853,0.05243771765336348
external,60,2021-05-30 20:30:00+00:00,2021-05-30 15:00:00+00:00,,2021-05-31 02:05:00+00:00,2021-05-31 02:10:00+00:00,2021-05-30 20:35:00+00:00,2021-05-30 21:25:00+00:00,-31.430317018532328,2021-04-12 23:45:00+00:00,2021-04-12 15:00:00+00:00,,,,2021-04-13 02:55:00+00:00,2021-04-12 23:50:00+00:00,2021-04-13 00:40:00+00:00,-6.437536190429693,0.36824512534819054,0.12811411733190362,-0.29693593314763334,0.07889097240825017,0.3019498607242352,0.05243771765336348
external,60,2021-09-20 15:55:00+00:00,2021-09-20 15:00:00+00:00,,2021-09-21 00:10:00+00:00,2021-09-21 00:15:00+00:00,2021-09-20 16:00:00+00:00,2021-09-20 16:50:00+00:00,-63.225255972696296,2021-09-24 20:55:00+00:00,2021-09-24 15:00:00+00:00,,,,2021-09-25 02:55:00+00:00,2021-09-24 21:00:00+00:00,2021-09-24 21:50:00+00:00,-16.188817279219727,0.2576899696048637,0.15072933549432838,-0.19787234042553178,-0.09562398703403521,0.17902735562310002,0.09692058346839384
external,60,2021-12-14 15:05:00+00:00,2021-12-14 15:00:00+00:00,,2021-12-14 18:40:00+00:00,2021-12-14 18:45:00+00:00,2021-12-14 15:10:00+00:00,2021-12-14 16:00:00+00:00,-25.85350713842327,2021-12-20 19:10:00+00:00,2021-12-20 15:00:00+00:00,,,,2021-12-21 02:55:00+00:00,2021-12-20 19:15:00+00:00,2021-12-20 20:05:00+00:00,-12.23885694768595,0.579874213836477,0.16253443526170522,-0.38993710691823885,0.11983471074380243,0.46037735849056627,0.01515151515151705
external,60,2021-12-27 15:10:00+00:00,2021-12-27 15:00:00+00:00,,2021-12-28 00:05:00+00:00,2021-12-28 00:10:00+00:00,2021-12-27 15:15:00+00:00,2021-12-27 16:05:00+00:00,-23.74507874015741,2021-12-20 19:10:00+00:00,2021-12-20 15:00:00+00:00,,,,2021-12-21 02:55:00+00:00,2021-12-20 19:15:00+00:00,2021-12-20 20:05:00+00:00,-12.23885694768595,0.3021077283372349,0.16253443526170522,-0.2576112412177975,0.11983471074380243,0.2845433255269331,0.01515151515151705
external,120,2020-09-28 16:00:00+00:00,2020-09-28 15:00:00+00:00,,2020-09-28 19:35:00+00:00,2020-09-28 19:40:00+00:00,2020-09-28 16:05:00+00:00,2020-09-28 17:55:00+00:00,-12.24774511712412,2020-10-08 15:00:00+00:00,2020-10-08 15:00:00+00:00,,,,2020-10-09 02:55:00+00:00,2020-10-08 15:05:00+00:00,2020-10-08 16:55:00+00:00,-3.6210649698592556,0.7977839335180034,0.09878787878787879,-0.5263157894736813,-0.04151515151515035,0.6011080332409984,0.26606060606060533
external,120,2020-10-24 17:35:00+00:00,2020-10-24 15:00:00+00:00,,2020-10-24 21:50:00+00:00,2020-10-24 21:55:00+00:00,2020-10-24 17:40:00+00:00,2020-10-24 19:30:00+00:00,-20.036615134255477,2020-10-15 15:50:00+00:00,2020-10-15 15:00:00+00:00,,,,2020-10-16 02:55:00+00:00,2020-10-15 15:55:00+00:00,2020-10-15 17:45:00+00:00,-11.062717770034814,0.42282958199356874,0.464147286821705,-0.33922829581993386,-0.09496124031007591,0.37942122186495264,0.14728682170542773
external,120,2020-11-25 16:05:00+00:00,2020-11-25 15:00:00+00:00,,2020-11-25 22:25:00+00:00,2020-11-25 22:30:00+00:00,2020-11-25 16:10:00+00:00,2020-11-25 18:00:00+00:00,-46.244643867733856,2020-11-18 18:00:00+00:00,2020-11-18 15:00:00+00:00,,,,2020-11-19 02:55:00+00:00,2020-11-18 18:05:00+00:00,2020-11-18 19:55:00+00:00,-9.134028364797597,0.45518763796909645,0.33409263477600654,-0.24591611479028816,-0.24145785876993217,0.29801324503311194,0.24221716021260653
external,120,2020-12-07 15:25:00+00:00,2020-12-07 15:00:00+00:00,,2020-12-07 18:55:00+00:00,2020-12-07 19:00:00+00:00,2020-12-07 15:30:00+00:00,2020-12-07 17:20:00+00:00,-15.815214502152951,2020-12-09 21:05:00+00:00,2020-12-09 15:00:00+00:00,,,,2020-12-10 02:55:00+00:00,2020-12-09 21:10:00+00:00,2020-12-09 23:00:00+00:00,-6.840607784974861,0.05254237288135773,0.1177625122669286,0.14406779661016883,0.09617271835132525,0.18644067796610392,0.07850834151128573
external,120,2020-12-22 15:15:00+00:00,2020-12-22 15:00:00+00:00,,2020-12-22 22:00:00+00:00,2020-12-22 22:05:00+00:00,2020-12-22 15:20:00+00:00,2020-12-22 17:10:00+00:00,-30.790762771168655,2020-12-11 20:00:00+00:00,2020-12-11 15:00:00+00:00,,,,2020-12-12 02:55:00+00:00,2020-12-11 20:05:00+00:00,2020-12-11 21:55:00+00:00,-1.1679124399359697,0.5501551189245102,0.525449101796406,-0.4519131334022758,-0.24101796407185644,0.4436401240951389,0.10179640718563088
external,120,2021-03-03 19:05:00+00:00,2021-03-03 15:00:00+00:00,,2021-03-04 00:05:00+00:00,2021-03-04 00:10:00+00:00,2021-03-03 19:10:00+00:00,2021-03-03 21:00:00+00:00,-30.195303480965386,2021-04-12 23:45:00+00:00,2021-04-12 15:00:00+00:00,,,,2021-04-13 02:55:00+00:00,2021-04-12 23:50:00+00:00,2021-04-13 01:40:00+00:00,-6.437536190429693,0.8385187051265904,0.18416822930618734,-0.811059327371207,-0.1433833377980168,0.7202418440609676,0.27471202785963045
external,120,2021-03-23 15:00:00+00:00,2021-03-23 15:00:00+00:00,,2021-03-23 20:45:00+00:00,2021-03-23 20:50:00+00:00,2021-03-23 15:05:00+00:00,2021-03-23 16:55:00+00:00,-18.656211977828853,2021-04-12 23:45:00+00:00,2021-04-12 15:00:00+00:00,,,,2021-04-13 02:55:00+00:00,2021-04-12 23:50:00+00:00,2021-04-13 01:40:00+00:00,-6.437536190429693,0.6393505991495937,0.18416822930618734,-0.436799381523001,-0.1433833377980168,0.4168921530730574,0.27471202785963045
external,120,2021-05-30 20:30:00+00:00,2021-05-30 15:00:00+00:00,,2021-05-31 02:05:00+00:00,2021-05-31 02:10:00+00:00,2021-05-30 20:35:00+00:00,2021-05-30 22:25:00+00:00,-31.430317018532328,2021-04-12 23:45:00+00:00,2021-04-12 15:00:00+00:00,,,,2021-04-13 02:55:00+00:00,2021-04-12 23:50:00+00:00,2021-04-13 01:40:00+00:00,-6.437536190429693,0.39554317548746604,0.18416822930618734,-0.38551532033426233,-0.1433833377980168,0.3905292479108642,0.27471202785963045
external,120,2021-09-20 15:55:00+00:00,2021-09-20 15:00:00+00:00,,2021-09-21 00:10:00+00:00,2021-09-21 00:15:00+00:00,2021-09-20 16:00:00+00:00,2021-09-20 17:50:00+00:00,-63.225255972696296,2021-09-24 20:55:00+00:00,2021-09-24 15:00:00+00:00,,,,2021-09-25 02:55:00+00:00,2021-09-24 21:00:00+00:00,2021-09-24 22:50:00+00:00,-16.188817279219727,0.2651671732522795,0.20252836304700117,-0.08498480243161076,-0.12894651539708285,0.066139817629179,0.13024311183144147
external,120,2021-12-14 15:05:00+00:00,2021-12-14 15:00:00+00:00,,2021-12-14 18:40:00+00:00,2021-12-14 18:45:00+00:00,2021-12-14 15:10:00+00:00,2021-12-14 17:00:00+00:00,-25.85350713842327,2021-12-20 19:10:00+00:00,2021-12-20 15:00:00+00:00,,,,2021-12-21 02:55:00+00:00,2021-12-20 19:15:00+00:00,2021-12-20 21:05:00+00:00,-12.23885694768595,0.761006289308175,0.16253443526170522,-0.6855345911949681,0.15151515151515485,0.7559748427672955,0.050964187327820466
external,120,2021-12-27 15:10:00+00:00,2021-12-27 15:00:00+00:00,,2021-12-28 00:05:00+00:00,2021-12-28 00:10:00+00:00,2021-12-27 15:15:00+00:00,2021-12-27 17:05:00+00:00,-23.74507874015741,2021-12-20 19:10:00+00:00,2021-12-20 15:00:00+00:00,,,,2021-12-21 02:55:00+00:00,2021-12-20 19:15:00+00:00,2021-12-20 21:05:00+00:00,-12.23885694768595,0.3021077283372349,0.16253443526170522,0.0152224824356,0.15151515151515485,0.07845433255269181,0.050964187327820466
reference_validation,60,2025-01-26 18:30:00+00:00,2025-01-26 15:00:00+00:00,,2025-01-26 21:00:00+00:00,2025-01-26 21:05:00+00:00,2025-01-26 18:35:00+00:00,2025-01-26 19:25:00+00:00,-11.302726637147487,2025-01-27 21:20:00+00:00,2025-01-27 15:00:00+00:00,,,,2025-01-28 02:55:00+00:00,2025-01-27 21:25:00+00:00,2025-01-27 22:15:00+00:00,-2.8842105263158224,0.304801670146134,0.295698924731182,-0.219206680584542,-0.2060931899641569,0.19415448851773517,0.162485065710872
reference_validation,60,2025-01-28 15:30:00+00:00,2025-01-28 15:00:00+00:00,,2025-01-28 16:50:00+00:00,2025-01-28 16:55:00+00:00,2025-01-28 15:35:00+00:00,2025-01-28 16:25:00+00:00,-13.487596414425706,2025-01-27 21:20:00+00:00,2025-01-27 15:00:00+00:00,,,,2025-01-28 02:55:00+00:00,2025-01-27 21:25:00+00:00,2025-01-27 22:15:00+00:00,-2.8842105263158224,0.8938906752411581,0.295698924731182,-0.742765273311898,-0.2060931899641569,0.6961414790996806,0.162485065710872
reference_validation,60,2025-02-22 16:00:00+00:00,2025-02-22 15:00:00+00:00,,2025-02-23 00:45:00+00:00,2025-02-23 00:50:00+00:00,2025-02-22 16:05:00+00:00,2025-02-22 16:55:00+00:00,-9.509624197983458,2025-02-28 15:30:00+00:00,2025-02-28 15:00:00+00:00,,,,2025-03-01 02:55:00+00:00,2025-02-28 15:35:00+00:00,2025-02-28 16:25:00+00:00,-0.10190217391303769,0.6200607902735553,0.17295414973882714,-0.5714285714285714,-0.13580963435867535,0.41945288753799354,0.0806732443412645
reference_validation,60,2025-03-17 18:45:00+00:00,2025-03-17 15:00:00+00:00,,2025-03-18 01:15:00+00:00,2025-03-18 01:20:00+00:00,2025-03-17 18:50:00+00:00,2025-03-17 19:40:00+00:00,-16.712770862148396,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 01:20:00+00:00,-4.806164601207474,0.19154228855721028,0.2559241706161134,0.05721393034826349,-0.21800947867298626,0.04726368159203945,0.29383886255924396
reference_validation,60,2025-04-01 15:15:00+00:00,2025-04-01 15:00:00+00:00,,2025-04-02 02:05:00+00:00,2025-04-02 02:10:00+00:00,2025-04-01 15:20:00+00:00,2025-04-01 16:10:00+00:00,-21.152808815596835,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 01:20:00+00:00,-4.806164601207474,0.3295019157088112,0.2559241706161134,-0.23371647509578464,-0.21800947867298626,0.26245210727968826,0.29383886255924396
reference_validation,60,2025-04-29 16:35:00+00:00,2025-04-29 15:00:00+00:00,,2025-04-29 21:20:00+00:00,2025-04-29 21:25:00+00:00,2025-04-29 16:40:00+00:00,2025-04-29 17:30:00+00:00,-10.410390305951701,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 01:20:00+00:00,-4.806164601207474,0.6884615384615369,0.2559241706161134,-0.2730769230769267,-0.21800947867298626,0.2692307692307764,0.29383886255924396
reference_validation,60,2025-05-01 15:00:00+00:00,2025-05-01 15:00:00+00:00,,2025-05-01 19:55:00+00:00,2025-05-01 20:00:00+00:00,2025-05-01 15:05:00+00:00,2025-05-01 15:55:00+00:00,-9.66309741446858,2025-03-19 00:25:00+00:00,2025-03-18 15:00:00+00:00,,,,2025-03-19 02:55:00+00:00,2025-03-19 00:30:00+00:00,2025-03-19 01:20:00+00:00,-4.806164601207474,0.5738831615120239,0.2559241706161134,-0.4776632302405457,-0.21800947867298626,0.7250859106529167,0.29383886255924396
reference_validation,60,2025-06-03 15:00:00+00:00,2025-06-03 15:00:00+00:00,,2025-06-03 20:15:00+00:00,2025-06-03 20:20:00+00:00,2025-06-03 15:05:00+00:00,2025-06-03 15:55:00+00:00,-14.550912878323718,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,,,,2025-08-07 02:55:00+00:00,2025-08-06 15:05:00+00:00,2025-08-06 15:55:00+00:00,-2.8280542986425794,0.32897603485838556,0.15201465201465408,-0.23965141612200294,0.1831501831501829,0.15904139433550962,0.0934065934065916
reference_validation,60,2025-06-04 15:40:00+00:00,2025-06-04 15:00:00+00:00,,2025-06-04 20:15:00+00:00,2025-06-04 20:20:00+00:00,2025-06-04 15:45:00+00:00,2025-06-04 16:35:00+00:00,-10.803446964896713,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,,,,2025-08-07 02:55:00+00:00,2025-08-06 15:05:00+00:00,2025-08-06 15:55:00+00:00,-2.8280542986425794,0.45619335347431716,0.15201465201465408,-0.13897280966766745,0.1831501831501829,0.10271903323262077,0.0934065934065916
reference_validation,60,2025-07-20 16:40:00+00:00,2025-07-20 15:00:00+00:00,,2025-07-20 22:10:00+00:00,2025-07-20 22:15:00+00:00,2025-07-20 16:45:00+00:00,2025-07-20 17:35:00+00:00,-10.809630397990876,2025-08-06 15:00:00+00:00,2025-08-06 15:00:00+00:00,,,,2025-08-07 02:55:00+00:00,2025-08-06 15:05:00+00:00,2025-08-06 15:55:00+00:00,-2.8280542986425794,0.7694300518134741,0.15201465201465408,-0.4507772020725356,0.1831501831501829,0.46373056994818623,0.0934065934065916
reference_validation,60,2025-11-04 15:00:00+00:00,2025-11-04 15:00:00+00:00,,2025-11-04 16:45:00+00:00,2025-11-04 16:50:00+00:00,2025-11-04 15:05:00+00:00,2025-11-04 15:55:00+00:00,-18.61185329123144,2025-11-11 01:15:00+00:00,2025-11-10 15:00:00+00:00,,,,2025-11-11 02:55:00+00:00,2025-11-11 01:20:00+00:00,2025-11-11 02:10:00+00:00,-0.6748826291080312,0.5686274509803947,0.8211538461538455,-0.5375816993464082,-0.521153846153846,0.6290849673202646,0.6288461538461537
reference_validation,60,2025-11-27 18:45:00+00:00,2025-11-27 15:00:00+00:00,,2025-11-27 22:50:00+00:00,2025-11-27 22:55:00+00:00,2025-11-27 18:50:00+00:00,2025-11-27 19:40:00+00:00,-8.636967620113289,2025-12-02 01:05:00+00:00,2025-12-01 15:00:00+00:00,,,,2025-12-02 02:55:00+00:00,2025-12-02 01:10:00+00:00,2025-12-02 02:00:00+00:00,-4.064722895333384,0.35864978902954475,0.46899224806201634,-0.0970464135021172,-0.3837209302325598,0.0970464135021172,0.4651162790697608
