partition,dev_block,execution_start,entry_ts,parent_exit_ts,parent_exit_reason,mechanism,baseline_winner,baseline_pnl,baseline_pnl_5bps,triggered,snapshot_age_min,threshold,running_mae_R,exit_ts,exit_price,pnl,pnl_5bps,delta_pnl,delta_pnl_5bps,candidate_id
development,0,2022-02-22 15:00:00+00:00,2022-02-23 00:15:00+00:00,2022-02-23 00:25:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.5136986301369495,-0.7636986301369495,False,60,0.33667907471417136,,2022-02-23 00:25:00+00:00,87.51,-0.5136986301369495,-0.7636986301369495,0.0,0.0,A60_Q25
development,0,2022-02-24 15:00:00+00:00,2022-02-24 15:10:00+00:00,2022-02-24 15:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,10.40794353391561,10.157943533915608,False,60,0.33667907471417136,,2022-02-24 15:15:00+00:00,85.33000000000001,10.40794353391561,10.157943533915608,0.0,0.0,A60_Q25
development,0,2022-03-05 15:00:00+00:00,2022-03-05 16:15:00+00:00,2022-03-05 16:40:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.698285459808438,4.448285459808438,False,60,0.33667907471417136,,2022-03-05 16:40:00+00:00,90.66399999999999,4.698285459808438,4.448285459808438,0.0,0.0,A60_Q25
development,0,2022-03-06 15:00:00+00:00,2022-03-06 16:20:00+00:00,2022-03-06 19:45:00+00:00,REFERENCE_INVALIDATION,M0_REFERENCE_INVALIDATION,False,-17.630385487528322,-17.880385487528322,True,60,0.33667907471417136,0.46666666666666806,2022-03-06 17:20:00+00:00,87.01,-6.746031746031722,-6.996031746031722,10.8843537414966,10.8843537414966,A60_Q25
development,0,2022-03-08 15:00:00+00:00,2022-03-08 18:05:00+00:00,2022-03-08 18:25:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-2.188313224509131,-2.4383132245091312,False,60,0.33667907471417136,,2022-03-08 18:25:00+00:00,84.17,-2.188313224509131,-2.4383132245091312,0.0,0.0,A60_Q25
development,0,2022-03-09 15:00:00+00:00,2022-03-09 15:50:00+00:00,2022-03-09 19:15:00+00:00,REFERENCE_INVALIDATION,M0_REFERENCE_INVALIDATION,False,-16.31165919282507,-16.56165919282507,True,60,0.33667907471417136,0.33828996282527785,2022-03-09 16:50:00+00:00,88.45,-4.204035874439461,-4.454035874439461,12.107623318385608,12.107623318385608,A60_Q25
development,0,2022-03-10 15:00:00+00:00,2022-03-10 22:35:00+00:00,2022-03-11 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-15.546819156540382,-15.796819156540382,False,60,0.33667907471417136,0.3254437869822473,2022-03-11 02:55:00+00:00,81.33,-15.546819156540382,-15.796819156540382,0.0,0.0,A60_Q25
development,0,2022-03-12 15:00:00+00:00,2022-03-12 15:40:00+00:00,2022-03-12 15:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,2.3233064318903818,2.0733064318903818,False,60,0.33667907471417136,,2022-03-12 15:45:00+00:00,82.16,2.3233064318903818,2.0733064318903818,0.0,0.0,A60_Q25
development,0,2022-03-15 15:00:00+00:00,2022-03-15 15:15:00+00:00,2022-03-15 15:25:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.5566551212271564,-0.8066551212271564,False,60,0.33667907471417136,,2022-03-15 15:25:00+00:00,80.75,-0.5566551212271564,-0.8066551212271564,0.0,0.0,A60_Q25
development,0,2022-03-16 15:00:00+00:00,2022-03-16 19:10:00+00:00,2022-03-16 19:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,5.272449099682275,5.022449099682275,False,60,0.33667907471417136,,2022-03-16 19:15:00+00:00,85.866,5.272449099682275,5.022449099682275,0.0,0.0,A60_Q25
development,0,2022-03-17 15:00:00+00:00,2022-03-17 19:45:00+00:00,2022-03-17 20:05:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.7078007933010175,-1.9578007933010177,False,60,0.33667907471417136,,2022-03-17 20:05:00+00:00,90.45,-1.7078007933010175,-1.9578007933010177,0.0,0.0,A60_Q25
development,0,2022-03-18 15:00:00+00:00,2022-03-18 15:05:00+00:00,2022-03-18 15:35:00+00:00,TARGET,ECONOMIC_POSITIVE,True,4.745370370370372,4.495370370370372,False,60,0.33667907471417136,,2022-03-18 15:35:00+00:00,87.22000000000001,4.745370370370372,4.495370370370372,0.0,0.0,A60_Q25
development,0,2022-03-19 15:00:00+00:00,2022-03-19 15:20:00+00:00,2022-03-20 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-16.220253975029298,-16.470253975029298,False,60,0.33667907471417136,0.14250614250614232,2022-03-20 02:55:00+00:00,90.67,-16.220253975029298,-16.470253975029298,0.0,0.0,A60_Q25
development,0,2022-03-23 15:00:00+00:00,2022-03-23 15:00:00+00:00,2022-03-23 16:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.5792522380200227,-0.8292522380200227,False,60,0.33667907471417136,,2022-03-23 16:35:00+00:00,94.84,-0.5792522380200227,-0.8292522380200227,0.0,0.0,A60_Q25
development,0,2022-03-24 15:00:00+00:00,2022-03-24 15:40:00+00:00,2022-03-24 15:50:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-3.190967108492815,-3.4409671084928153,False,60,0.33667907471417136,,2022-03-24 15:50:00+00:00,101.2,-3.190967108492815,-3.4409671084928153,0.0,0.0,A60_Q25
development,0,2022-03-26 15:00:00+00:00,2022-03-26 15:30:00+00:00,2022-03-26 15:50:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.44492782281985166,-0.6949278228198517,False,60,0.33667907471417136,,2022-03-26 15:50:00+00:00,101.05,-0.44492782281985166,-0.6949278228198517,0.0,0.0,A60_Q25
development,0,2022-03-27 15:00:00+00:00,2022-03-27 16:05:00+00:00,2022-03-27 18:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,5.8053724294007125,5.5553724294007125,False,60,0.33667907471417136,0.23050847457626958,2022-03-27 18:15:00+00:00,102.80999999999999,5.8053724294007125,5.5553724294007125,0.0,0.0,A60_Q25
development,0,2022-03-30 15:00:00+00:00,2022-03-30 15:15:00+00:00,2022-03-30 15:30:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.5411705936225197,-0.7911705936225197,False,60,0.33667907471417136,,2022-03-30 15:30:00+00:00,119.98,-0.5411705936225197,-0.7911705936225197,0.0,0.0,A60_Q25
development,0,2022-04-07 15:00:00+00:00,2022-04-07 19:50:00+00:00,2022-04-08 00:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,8.169465777702722,7.919465777702722,False,60,0.33667907471417136,0.2768595041322298,2022-04-08 00:15:00+00:00,120.42599999999999,8.169465777702722,7.919465777702722,0.0,0.0,A60_Q25
development,0,2022-04-09 15:00:00+00:00,2022-04-09 23:25:00+00:00,2022-04-09 23:30:00+00:00,TARGET,ECONOMIC_POSITIVE,True,5.190156599552576,4.940156599552576,False,60,0.33667907471417136,,2022-04-09 23:30:00+00:00,112.91,5.190156599552576,4.940156599552576,0.0,0.0,A60_Q25
development,0,2022-04-10 15:00:00+00:00,2022-04-10 15:05:00+00:00,2022-04-10 15:15:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,0.0,-0.25,False,60,0.33667907471417136,,2022-04-10 15:15:00+00:00,112.18,0.0,-0.25,0.0,0.0,A60_Q25
development,0,2022-04-13 15:00:00+00:00,2022-04-13 15:20:00+00:00,2022-04-13 16:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6198741178713996,-0.8698741178713996,False,60,0.33667907471417136,,2022-04-13 16:35:00+00:00,104.73,-0.6198741178713996,-0.8698741178713996,0.0,0.0,A60_Q25
development,0,2022-04-15 15:00:00+00:00,2022-04-15 15:40:00+00:00,2022-04-15 15:55:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6835937499999889,-0.9335937499999889,False,60,0.33667907471417136,,2022-04-15 15:55:00+00:00,102.26,-0.6835937499999889,-0.9335937499999889,0.0,0.0,A60_Q25
development,0,2022-04-16 15:00:00+00:00,2022-04-16 15:00:00+00:00,2022-04-16 15:10:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.24276558555058614,-0.49276558555058614,False,60,0.33667907471417136,,2022-04-16 15:10:00+00:00,102.93,-0.24276558555058614,-0.49276558555058614,0.0,0.0,A60_Q25
development,0,2022-04-17 15:00:00+00:00,2022-04-17 15:15:00+00:00,2022-04-17 15:30:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.2867794665902257,-0.5367794665902257,False,60,0.33667907471417136,,2022-04-17 15:30:00+00:00,104.55,-0.2867794665902257,-0.5367794665902257,0.0,0.0,A60_Q25
development,0,2022-04-18 15:00:00+00:00,2022-04-18 16:45:00+00:00,2022-04-18 17:55:00+00:00,TARGET,ECONOMIC_POSITIVE,True,9.178013111447392,8.928013111447392,False,60,0.33667907471417136,0.11868131868131976,2022-04-18 17:55:00+00:00,100.97000000000001,9.178013111447392,8.928013111447392,0.0,0.0,A60_Q25
development,0,2022-04-19 15:00:00+00:00,2022-04-19 15:10:00+00:00,2022-04-19 15:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.651405174018238,-0.901405174018238,False,60,0.33667907471417136,,2022-04-19 15:20:00+00:00,107.32,-0.651405174018238,-0.901405174018238,0.0,0.0,A60_Q25
development,0,2022-04-23 15:00:00+00:00,2022-04-23 16:35:00+00:00,2022-04-23 17:00:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.4878048780487254,-0.7378048780487254,False,60,0.33667907471417136,,2022-04-23 17:00:00+00:00,102.4,-0.4878048780487254,-0.7378048780487254,0.0,0.0,A60_Q25
development,0,2022-04-25 15:00:00+00:00,2022-04-25 16:15:00+00:00,2022-04-25 18:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,7.760464405743961,7.510464405743961,False,60,0.33667907471417136,,2022-04-25 18:45:00+00:00,99.714,7.760464405743961,7.510464405743961,0.0,0.0,A60_Q25
development,0,2022-05-01 15:00:00+00:00,2022-05-01 15:25:00+00:00,2022-05-01 15:35:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.336898395721986,-1.586898395721986,False,60,0.33667907471417136,,2022-05-01 15:35:00+00:00,89.52,-1.336898395721986,-1.586898395721986,0.0,0.0,A60_Q25
development,0,2022-05-04 15:00:00+00:00,2022-05-04 18:45:00+00:00,2022-05-04 18:50:00+00:00,TARGET,ECONOMIC_POSITIVE,True,3.6302142051860553,3.3802142051860553,False,60,0.33667907471417136,,2022-05-04 18:50:00+00:00,89.34400000000001,3.6302142051860553,3.3802142051860553,0.0,0.0,A60_Q25
development,0,2022-05-12 15:00:00+00:00,2022-05-12 15:00:00+00:00,2022-05-12 15:15:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-5.321368948247141,-5.571368948247141,False,60,0.33667907471417136,,2022-05-12 15:15:00+00:00,47.41,-5.321368948247141,-5.571368948247141,0.0,0.0,A60_Q25
development,0,2022-05-14 15:00:00+00:00,2022-05-14 21:40:00+00:00,2022-05-14 22:00:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-2.4395003903200374,-2.6895003903200374,False,60,0.33667907471417136,,2022-05-14 22:00:00+00:00,50.99,-2.4395003903200374,-2.6895003903200374,0.0,0.0,A60_Q25
development,0,2022-05-15 15:00:00+00:00,2022-05-15 15:05:00+00:00,2022-05-15 15:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-2.3126734505087843,-2.5626734505087843,False,60,0.33667907471417136,,2022-05-15 15:20:00+00:00,53.8,-2.3126734505087843,-2.5626734505087843,0.0,0.0,A60_Q25
development,0,2022-05-16 15:00:00+00:00,2022-05-16 21:05:00+00:00,2022-05-17 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-5.492526562218602,-5.742526562218603,False,60,0.33667907471417136,0.2735294117647059,2022-05-17 02:55:00+00:00,54.92,-5.492526562218602,-5.742526562218603,0.0,0.0,A60_Q25
development,0,2022-05-19 15:00:00+00:00,2022-05-19 15:20:00+00:00,2022-05-19 16:40:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.3255065328536264,-1.5755065328536264,False,60,0.33667907471417136,,2022-05-19 16:40:00+00:00,52.67,-1.3255065328536264,-1.5755065328536264,0.0,0.0,A60_Q25
development,0,2022-05-21 15:00:00+00:00,2022-05-21 15:00:00+00:00,2022-05-21 15:10:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.9861932938856066,-1.2361932938856066,False,60,0.33667907471417136,,2022-05-21 15:10:00+00:00,50.6,-0.9861932938856066,-1.2361932938856066,0.0,0.0,A60_Q25
development,0,2022-05-22 15:00:00+00:00,2022-05-22 22:20:00+00:00,2022-05-23 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-8.131618759455339,-8.381618759455339,False,60,0.33667907471417136,0.1926229508196742,2022-05-23 02:55:00+00:00,52.02,-8.131618759455339,-8.381618759455339,0.0,0.0,A60_Q25
development,0,2022-05-24 15:00:00+00:00,2022-05-24 15:45:00+00:00,2022-05-24 16:30:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-1.8043303929430876,-2.054330392943088,False,60,0.33667907471417136,,2022-05-24 16:30:00+00:00,49.7,-1.8043303929430876,-2.054330392943088,0.0,0.0,A60_Q25
development,0,2022-05-26 15:00:00+00:00,2022-05-26 15:00:00+00:00,2022-05-26 15:10:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.9905348888399335,-1.2405348888399335,False,60,0.33667907471417136,,2022-05-26 15:10:00+00:00,45.34,-0.9905348888399335,-1.2405348888399335,0.0,0.0,A60_Q25
development,0,2022-05-28 15:00:00+00:00,2022-05-28 15:30:00+00:00,2022-05-28 15:35:00+00:00,TARGET,ECONOMIC_POSITIVE,True,7.362250879249688,7.112250879249688,False,60,0.33667907471417136,,2022-05-28 15:35:00+00:00,43.278,7.362250879249688,7.112250879249688,0.0,0.0,A60_Q25
development,0,2022-05-29 15:00:00+00:00,2022-05-30 01:35:00+00:00,2022-05-30 02:55:00+00:00,TIME,ECONOMIC_POSITIVE,True,6.13228208497596,5.88228208497596,False,60,0.33667907471417136,,2022-05-30 02:55:00+00:00,46.22,6.13228208497596,5.88228208497596,0.0,0.0,A60_Q25
development,0,2022-05-30 15:00:00+00:00,2022-05-30 20:25:00+00:00,2022-05-30 21:15:00+00:00,TARGET,ECONOMIC_POSITIVE,True,8.116189662537355,7.866189662537354,False,60,0.33667907471417136,,2022-05-30 21:15:00+00:00,47.58,8.116189662537355,7.866189662537354,0.0,0.0,A60_Q25
development,0,2022-06-02 15:00:00+00:00,2022-06-02 15:20:00+00:00,2022-06-03 02:55:00+00:00,TIME,M1_TIME_NO_STRUCTURAL_FAIL,False,-0.8486905916585963,-1.0986905916585963,True,60,0.33667907471417136,0.4502923976608203,2022-06-02 16:20:00+00:00,40.84,-4.849660523763344,-5.099660523763344,-4.000969932104748,-4.000969932104748,A60_Q25
development,0,2022-06-04 15:00:00+00:00,2022-06-04 21:30:00+00:00,2022-06-04 21:40:00+00:00,TARGET,ECONOMIC_POSITIVE,True,9.197805069244836,8.947805069244835,False,60,0.33667907471417136,,2022-06-04 21:40:00+00:00,38.974000000000004,9.197805069244836,8.947805069244835,0.0,0.0,A60_Q25
development,0,2022-06-05 15:00:00+00:00,2022-06-05 16:05:00+00:00,2022-06-05 23:30:00+00:00,REFERENCE_INVALIDATION,M0_REFERENCE_INVALIDATION,False,-17.508754377188573,-17.758754377188573,True,60,0.33667907471417136,0.6349206349206337,2022-06-05 17:05:00+00:00,39.39,-7.378689344672285,-7.628689344672285,10.130065032516288,10.130065032516288,A60_Q25
development,0,2022-06-07 15:00:00+00:00,2022-06-07 18:10:00+00:00,2022-06-07 18:20:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-0.6306760847628046,-0.8806760847628046,False,60,0.33667907471417136,,2022-06-07 18:20:00+00:00,39.59,-0.6306760847628046,-0.8806760847628046,0.0,0.0,A60_Q25
development,0,2022-06-12 15:00:00+00:00,2022-06-12 15:05:00+00:00,2022-06-12 15:25:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-3.378378378378344,-3.6283783783783443,False,60,0.33667907471417136,,2022-06-12 15:25:00+00:00,33.81,-3.378378378378344,-3.6283783783783443,0.0,0.0,A60_Q25
development,0,2022-06-13 15:00:00+00:00,2022-06-13 16:10:00+00:00,2022-06-13 16:45:00+00:00,FAILED_BREAK,M2_FAILED_BREAK,False,-5.7894736842105115,-6.0394736842105115,False,60,0.33667907471417136,,2022-06-13 16:45:00+00:00,28.17,-5.7894736842105115,-6.0394736842105115,0.0,0.0,A60_Q25
development,0,2022-06-14 15:00:00+00:00,2022-06-14 15:10:00+00:00,2022-06-14 15:45:00+00:00,TARGET,ECONOMIC_POSITIVE,True,14.102984585109834,13.852984585109834,False,60,0.33667907471417136,,2022-06-14 15:45:00+00:00,31.349999999999998,14.102984585109834,13.852984585109834,0.0,0.0,A60_Q25
development,0,2022-06-15 15:00:00+00:00,2022-06-15 18:00:00+00:00,2022-06-15 18:40:00+00:00,TARGET,ECONOMIC_POSITIVE,True,21.726091302899043,21.476091302899043,False,60,0.33667907471417136,,2022-06-15 18:40:00+00:00,31.314000000000004,21.726091302899043,21.476091302899043,0.0,0.0,A60_Q25
development,0,2022-06-18 15:00:00+00:00,2022-06-18 22:20:00+00:00,2022-06-18 22:55:00+00:00,TARGET,ECONOMIC_POSITIVE,True,15.525114155251153,15.275114155251151,False,60,0.33667907471417136,,2022-06-18 22:55:00+00:00,31.612,15.525114155251153,15.275114155251151,0.0,0.0,A60_Q25
